"TID","TR"
"TID_TUTORIAL_CAPITAL_UPGRADE_1","Hım. Aslında bu çok daha iyi olabilir. Haydi yükseltelim!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","Başkentteki binaları klanındaki herkes beraber yükseltir. Tüm klan üyeleri Başkent Altını vererek katkıda bulunabilir."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","Yeterince altın toplandığında yükseltme tamamlanır."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","Kimi inşaatçıların aksine ben, çekicimin bir darbesiyle işi bitiririm."
"TID_TUTORIAL_CAPITAL_ARMY_1","Burada saldırı yaparken kendi Başkentinin birliklerini ve büyülerini kullanırsın."
"TID_TUTORIAL_CAPITAL_ARMY_2","Vazgeçtin veya fikrini değiştirdin diye birlikleri bir oraya bir buraya taşıyacak zamanım yok."
"TID_TUTORIAL_CAPITAL_ARMY_3","Hangi birlikleri kullanmak istediğine karar verdiğinde ordun burada her zaman savaşa hazır olacak."
"TID_TUTORIAL_CAPITAL_ARMY_4","Daha fazla seçenek veya daha güçlü bir ordu istiyorsan Kışla binalarını ve Büyü Fabrikalarını inşa edip yükseltebilirsin."
"TID_TUTORIAL_RAID_TEASER_1","Siz gençler hep her şeyi aynı anda yapmak istiyorsunuz."
"TID_TUTORIAL_RAID_TEASER_2","Zamanı geldiğinde klanınla Baskın Hafta Sonlarına katılabilirsin."
"TID_TUTORIAL_RAID_TEASER_3","Biraz sabırlı ol. Saldırılarını geliştir ve savunmalarını güçlendir!"
"TID_TUTORIAL_RAID_WEEKEND_1","Baskın zamanı geldi! Baskın Hafta Sonunda diğer klanların Başkentlerine saldırırsın."
"TID_TUTORIAL_RAID_WEEKEND_2","Burada, şu anda baskın yaptığın düşman klanını görebilirsin. Kazanmak için klanınla beraber tüm bölgeleri temizlemeniz gerekir."
"TID_TUTORIAL_RAID_WEEKEND_3","Bu Başkenti yok ettiğinizde başka bir Başkent ile eşleştirilirsiniz. Hafta sonu bitene kadar yeni rakipleriniz olacak."
"TID_TUTORIAL_RAID_WEEKEND_4","Herkes belirli sayıda saldırı yapabilir. Bir bölgede üç yıldız alırsan bonus bir saldırı hakkı kazanırsın."
"TID_TUTORIAL_RAID_WEEKEND_5","Bu sırada diğer klanlar da bizim Başkentimize saldıracak. Savunmaları güçlendir demiştim..."
"TID_TUTORIAL_RAID_WEEKEND_6","Hafta sonu bittiğinde klanının saldırı ve savunma performansına göre belirli sayıda baskın madalyası kazanırsın."
"TID_BUTTON_BUY","Satın al"
"TID_AVAILABLE_RAID_MEDALS","Baskın Madalyaları:"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","Genel Bakış"
"TID_RAID_INFO_TAB_OVERVIEW","Baskın Hafta Sonlarında, klanın diğer klanlarla karşı karşıya gelir. Sırayla diğer klanların Başkentlerine saldırırsınız. Her zaferle alacağın ödül artar. Diğer klanlar da senin klanının başkentine saldırır, bu saldırıları izleyip başkentin tasarımındaki zayıf noktaları giderebilirsin.\n\nHafta sonu boyunca klandaki herkesin aynı sayıda saldırı hakkı vardır. Bir bölgede 3 yıldız elde eden ilk oyuncu bir bonus saldırı hakkı kazanır. Daha fazla saldırı hakkı elde etmenin başka yolu yoktur, bu yüzden haklarını dikkatli kullan!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","Saldırı"
"TID_RAID_INFO_TAB_ATTACK","Çoğu Başkent bölgesini yok etmek için birden fazla saldırı yapmak gerekir. Saldırılarda verilen hasar sonraki saldırılara aktarılır. Büyüler de bir sonraki saldırıda etkili olmaya devam eder. Hasar verildikçe birlik yerleştirme alanı genişler ve seçim şansı artar.\n\nBaskın savaşlarını bu alıştırma haritasında deneyebilirsin!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","Ödüller"
"TID_RAID_INFO_TAB_REWARDS","Baskın Hafta Sonlarında klanın hem saldırı hem de savunma savaşlarından Baskın Madalyası kazanır. Baskın Hafta Sonu bittiğinde madalyalar saldırı yapan oyunculara dağıtılır. Klanının yok ettiği her bölge için Baskın Madalyası verilir. Güçlü bölgeler ekstra Baskın Madalyası verir. Savunma sırasında da başkentinizin diğer klanlara verdiği hasar miktarına göre Baskın Madalyası kazanırsınız. Bu yüzden bölgelerinizi en iyi şekilde koruyacak tasarımlar kullandığınızdan emin olmalısınız.\n\nBaskın saldırılarında yok ettiğiniz binalar da Başkent Altını verir."
"TID_DECO_BOULDER","Kaya"
"TID_RAID_WEEKEND_STARTS_IN","Baskın Hafta Sonunun başlamasına: <time>"
"TID_FIND_SPELL_FACTORY","Fabrika Bul"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Baskın Hafta Sonuna katılma seçeneği artık yok."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Katılamadın, lütfen daha sonra tekrar dene."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Katılamadın, Baskın Hafta Sonu etkinliği açık değil."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Katılamadın, artık bu klanda değilsin."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Katılma iznin yok."
"TID_TRAP_RUIN_DESC","Uzun süredir ihmal edilmiş, yenilenmeyi bekleyen tuzaklar.\n\n<building> <level>. seviyeye ulaşınca yeniden inşa edebilirsin."
"TID_DECO_RUIN_DESC","Çeşitli dekorasyonlar. Yeniden inşa ettikten sonra taşıyabilir ve depolayabilirsin.\n\n<building> <level>. seviyeye ulaşınca yeniden inşa edebilirsin."
"TID_DECO_RUIN_CAMPSITE","Kamp Alanı"
"TID_DECO_RUIN_STONE_CIRCLE","Taş Çember"
"TID_DECO_RUIN_LARGE_FOREST","Büyük Orman"
"TID_DECO_FIREPLACE","Kamp Ateşi"
"TID_DECO_DEAD_TREE","Solmuş Ağaç"
"TID_CAPITAL_GOLD_INFO","Başkent Altını, Altın Atölyesinde üretilir ve Başkent Baskınlarından kazanılır. Klan Başkentinde yükseltme yapmak için kullanılır."
"TID_RAID_MEDALS_INFO","Baskın Madalyalarını, Klan Başkenti Baskın Hafta Sonlarına katıldığında kazanırsın. Bu madalyaları Tüccarda harcayabilir veya Klan Kalene takviye eklemek için kullanabilirsin."
"TID_LEAGUE_MEDALS_INFO","Lig Madalyalarını, aylık Klan Savaşı Ligine katılarak kazanırsın."
"TID_DECO_RUINED_PYRE","Odun Yığını"
"TID_DECO_RUIN_ROCKS","Taşlık Alan"
"TID_RUINS_ARMY_CAMP","Ordu Kampı Harabeleri"
"TID_RUINS_SPELL_FACTORY","Büyü Fabrikası Harabeleri"
"TID_RUINS_BARRACKS","Kışla Harabeleri"
"TID_CONTRIBUTED","<name> katkıda bulundu"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Baskın Hafta Sonu başladı! Rakip klanların Başkentlerine saldırıp zafer kazanma zamanı!"
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Baskın zamanı! Rakip klanların Başkentlerine saldırıyoruz!"
"TID_TRADER_TUESDAY_NOTIFICATION","Bugün Salı! Tüccarın yeni haftalık tekliflerini kaçırma!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Baskın Hafta Sonu yakında bitiyor! Saldırılarını tamamlamayı unutma!"
"TID_NOTIFICATION_FORGE_COMPLETE","Altın Atölyesinde Başkent Altını hazır!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Yamaç Yanı Orman"
"TID_DECO_RUIN_LAKESIDE_FOREST","Göl Kenarı Orman"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Nehir Kıyısı Orman"
"TID_DECO_RUIN_RUINED_PILLARS","Harabe Sütunlar"
"TID_DECO_RUIN_ABANDONED_PYRE","Terk Edilmiş Odun Yığını"
"TID_DECO_RUIN_TREE_FARM","Ağaç Tarlası"
"TID_DECO_RUIN_TRUNKS","Kütükler"
"TID_DECO_RUIN_FOREST_CIRCLE","Çember Orman"
"TID_ALL_CAPITAL_UPGRADES_DONE","Yapılabilecek tüm yükseltmeler yapıldı."
"TID_NO_RAIDS_MADE_YET","Henüz Baskın yapılmadı."
"TID_NO_DEFENSES_YET","Henüz savunma yok."
"TID_FINDING_RAID","Baskın Bulunuyor"
"TID_RAID_ATTACK_CONFIRM_INFO","Baskın saldırısına başlamadan önce hazır olduğundan emin ol!"
"TID_RAID_DONT_HAVE_RESULTS_YET","Henüz herhangi bir baskın sonucu yok."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Bu klanla son Baskın Hafta Sonunda saldırı yapmadın."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","Klan son Baskın Hafta Sonunda saldırı yapmadı."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","Klan son Baskın Hafta Sonuna katılmadı."
"TID_RAID_RESULTS_INTERNAL_ERROR","Son Baskın Hafta Sonu sonuçları alınırken bir hata oluştu."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Saldırılamıyor! Baskında değilsin."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Saldırılamıyor! Baskın Hafta Sonu bitmek üzere."
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Baskın Hafta Sonunda tüm saldırılarını kullandın."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Baskın Saldırısı"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Geçmiş Baskın Savunması"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Baskın Savunması"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Geçmiş Baskın Saldırısı"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Baskın Hafta Sonu bitmek üzere, katılmak için zaman yok!"
"TID_CAPITAL_RAID_SEASON_FULL","Klanın bu Baskın Hafta Sonunda maksimum üye sayısına ulaştı."
"TID_CLAN_TAG_CLAN_CAPITAL","Klan Başkenti"
"TID_MINER_QUEEN","Madenci Kraliçe"
"TID_SUMMER_QUEEN","Yaz Kraliçesi"
"TID_ROYALE_SCENERY","Royale Arka Planı"
"TID_SUMMER_KING","Yaz Kralı"
"TID_SUMMER_WARDEN","Yaz Koruyucusu"
"TID_SUMMER_CHAMPION","Yaz Şampiyonu"
"TID_SUMMER_SCENERY","Yaz Arka Planı"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Eğitim sırası temizlensin mi?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Eğitim sırasını temizlemek istediğine emin misin?"
"TID_SETTING_AUTO_TRAIN","Kullanılan orduyu otomatik olarak eğit"
"TID_SETTING_AUTO_TRAIN_INFO","Bu ayar \qAçık\q olduğunda; kullanılan ordu savaştan sonra otomatik olarak eğitim sırasına eklenir."
"TID_SOLD_OUT","Tükendi!"
"TID_CAPBUILD_WALL_INFO","Duvarlar, düşmanları engelleyerek bölgeleri korur.\n\nBir bölgedeki tüm duvarlar aynı seviyededir ve aynı anda yükseltilirler. Birlikte inşa et, birlikte savaş, tüm duvarları birlikte yükselt!"
"TID_OBSTACLE_BIRTHDAY2022","10. Yıl Dönümü Pastası"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","Bir Klan Başkenti tasarımı, uygunsuz içeriği nedeniyle sıfırlandı."
"TID_BARRACKS_NOT_UNLOCKED","Bu Kışla henüz inşa edilmedi."
"TID_SPELL_FACTORY_NOT_UNLOCKED","Bu Büyü Fabrikası henüz inşa edilmedi."
"TID_WIZARD_STATUE","Büyücü Heykeli"
"TID_CHARACTER_INFO_SKELETON_GLIDER","Basit bir İskeletin duvarları aşması oldukça zor. Ama planörü olan bir İskelet, hafif kemikleri sayesinde duvarların üzerinden rahatlıkla uçabilir!"
"TID_CHARACTER_INFO_SKELETON3","Bu kemikli dostumuzun tek başına çok göz korkutmadığı aşikar. Ama kendisi asla yalnız savaşmaz, beraber savaştığı kocaman bir grup var!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Baskın Hafta Sonu sonuçları hazırlanmaya devam ediyor."
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Goblin Kral Heykeli"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Bu bir bomba mı? 10. yıl dönümü dekorasyonu mu? Belediye binası mı? Kimse bilmiyor!"
"TID_BUTTON_PLAY","Oyna"
"TID_PLAYABLE_IN","Oynanabilir olmasına:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","Önceki mücadeleyi tamamla"
"TID_ANNIVERSARY_TITLE","Clash'in 10 Yılı"
"TID_CHALLENGE_INFO_2012","Clash of Clans dünya çapında yayınlanıyor ve eğlence başlıyor!"
"TID_CHALLENGE_INFO_2013","Kahraman, ilk Kara İksir Birlikleri ve Belediye Binası 10 geliyor!"
"TID_CHALLENGE_INFO_2014","Klanlar arasında Klan Savaşları başlıyor! Kahramanlara yetenekler ekleniyor ve Lav Tazısı geliyor."
"TID_CHALLENGE_INFO_2015","11. seviye Belediye Binası ile Büyük Koruyucu geliyor. İlk Kara Büyüler geliyor. Belediye Binaları birden köyün ortasına taşınıyor..."
"TID_CHALLENGE_INFO_2016","Clash Royale'in yayınlanmasıyla birlikte Clash dünyası büyüyor. Dostluk Mücadeleleri ve savaşlar ekleniyor. Atıcılar, Madenciler ve Yavru Ejderhalar geliyor."
"TID_CHALLENGE_INFO_2017","Denizin ötesinde İnşaatçı Üssü keşfediliyor. Strongman, ilk Klan Oyunları ve Büyülü Öğeler ile geliyor."
"TID_CHALLENGE_INFO_2018","12. seviye Belediye Binası ve Elektro Ejderha büyük heyecan uyandırıyor. Kuşatma Makineleri, Klan Savaşı Ligi ve Tüccar gelip ortalığı karıştırıyor."
"TID_CHALLENGE_INFO_2019","Yenilikler Sezon Mücadeleleri ve Kahraman Görünümleri ile başlıyor. Ardından 9. seviye İnşaatçı Binası geliyor ve Efsane Lig geliştiriliyor. 13. seviye Belediye Binası 13, Kraliyet Şampiyonu ve Yeti ile yıl sonlanıyor."
"TID_CHALLENGE_INFO_2020","Süper Birlikler, klasik birliklere yeni güçler ve muhteşem saçlar kazandırıyor. Kelle Avcısı, Tomruk Fırlatıcı ve Görünmezlik Büyüsü, seçenekleri artırıyor."
"TID_CHALLENGE_INFO_2021","14. seviye Belediye Binası ile ormanda bir kargaşa başlıyor. Kahramanlar için onlara eşlik eden ve saldırı güçlerini artıran hayvanlar ekleniyor! Ejderha Binicisi ve Alev Atıcı, işleri kızıştırıyor."
"TID_CHALLENGE_INFO_2022","Bulutların üzerinde Klan Başkenti keşfediliyor, Klanların birlikte inşa edip birlikte savaşmaya başlıyor! İlk on yılın sonuna geliyoruz, acaba bir sonraki on yılda neler olacak?"
"TID_IN_PROGRESS","Devam Ediyor"
"TID_STARS_COLLECTED","Yıldız: <number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","Ebedi Alev"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Burada sönmeyen bir ateş mi var?"
"TID_INCOMPLETE_CAPITAL_ARMY","Saldırmadan önce Başkent Ordunu tamamla."
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Klan tasarımların uygunsuz bir tasarım sebebiyle sıfırlandı. Kuralları ihlal etmeye devam edersen oyundan uzaklaştırılırsın!\nUygunsuz Klan Başkenti Tasarımları ile ilgili daha fazla bilgi için lütfen aşağıya dokun."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Başkent Baskın Hafta Sonu saldırı ödülü olarak <num> taş kazandın."
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Başkent Baskın Hafta Sonu savunma ödülü olarak <num> taş kazandın."
"TID_CAPITAL_UPGRADE_PRIORITIZE","Öncelik Ver"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Önceliği Kaldır"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Yükseltmeye öncelik verilirken hata oluştu"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Herhangi bir klanda değilsin"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Yükseltmelere öncelik verilemez"
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Geçersiz eylem"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","Yükseltmelere öncelik verme sınırına ulaşıldı"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","Yeteneği kullanmak için geri çağrılan kahramanı mevzilendir."
"TID_PET_PHOENIX","Anka Kuşu"
"TID_PET_POISON_LIZARD","Zehirli Kertenkele"
"TID_PET_DIGGY","Kazıcı"
"TID_PET_FROSTY","Buzul Morsu"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","Savaş Köstebeği"
"TID_CHARACTER_ELECTRO_TITAN","Elektro Titan"
"TID_CHARACTER_ICE_SPIRIT","Buzul Böceği"
"TID_BUILDING_SPELL_TOWER","Büyü Kulesi"
"TID_BUILDING_MONOLITH","Monolit"
"TID_SPELL_RECALL","Geri Çağırma Büyüsü"
"TID_CHALLENGE_START_FAILED","Mücadele başlatılamadı"
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Yeniden mevzilendirmek için birlikleri geri çağır"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","Geri çağrılan birlikler zaten mevzilendirilmiş"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Birlikler geri çağrılmadı"
"TID_WEAPON_INVISIBILITY_SPELL","Görünmezlik Büyüsü Kulesi"
"TID_CHOOSE_SPELL_MODE","Büyü modu seç"
"TID_WEAPON_POISON_SPELL","Zehir Büyüsü Kulesi"
"TID_WEAPON_RAGE_SPELL","Öfke Büyüsü Kulesi"
"TID_SPELL_RECALL_HOUSING","Geri çağırma kapasitesi: <number>"
"TID_PET_PHOENIX_INFO","Gerçek dostlar, işler ters gittiğinde ortaya çıkar. Anka kuşu, savaşa savunmasız bir yumurta olarak başlasa da kahramanın en ihtiyaç duyduğu anda yumurtasından çıkar. Bu öfke dolu ateşten kuş, kahramanına geçici bir ölümsüzlük sağlarken bir yandan da yakınlardaki düşmanlara saldırır."
"TID_PET_POISON_LIZARD_INFO","Hayvanların en hızlısı olan Zehirli Kertenkele, düşmanları yavaşlatan bir zehir tükürür. Zehrini kimseden esirgemeyen bu kertenkeleye kim karşı koyabilir?"
"TID_PET_DIGGY_INFO","Utangaç bir kişiliğe sahip olan Kazıcı, zamanının çoğunu yer altında saklanarak geçirir. Yine de iş savaşmaya gelince üstüne düşeni yaparak binalara saldırır ve kahramanına yardım eder. Kahramanı savaş dışı kalırsa yeni bir kahramanın yardımına koşar."
"TID_PET_FROSTY_INFO","Buzul Morsunu gören herkes donup kalıyor, hem de gerçek anlamda. Buz gibi soğuk nefesi hem düşmanları dondurur hem de Buzul Böceği sürüleri salarak karşı tarafın savunmasını yavaşlatır."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","Goblin buluşlarına harika bir örnek olan Savaş Köstebeği, yer altından en yakın savunmaya doğru tünel kazar. Hedefe vardığında yer yüzüne çıkarak savunmayı sersemletir ve yok eder."
"TID_CHARACTER_ELECTRO_TITAN_INFO","Büyü güçlerini henüz tam olarak kontrol edemeyen Elektro Titan, savaş alanında etkileyici bir duruşa sahiptir. Büyüsünün bir kısmını güçlü bir elektro kırbaca yönlendirir, kontrol edemediği diğer kısmı ise taşarak etrafındakilere zarar verir."
"TID_CHARACTER_ICE_SPIRIT_INFO","Bu dondurucu kar topları yerlerinde duramıyor. Buzul Morsunun üzerinden atlayıp en yakındaki savunmaları bir güzel dondurmak için fırsat kolluyorlar."
"TID_BUILDING_SPELL_TOWER_INFO","Yıllar boyu yalnızca büyücüler savaş alanında büyü kullandı. Ancak son zamanlarda geliştirdikleri bu tamamen otomatik bir yöntem, köyünüzün de büyü kullanarak saldırılara karşılık vermesini sağlayacak!"
"TID_BUILDING_MONOLITH_INFO","İnşaatçının binalar üzerinde yaptığı Kara İksir deneyleri sonucu ortaya dehşet verici bir silah çıktı. Monolit adını verdiği bu silah, hedef aldığı düşman ne kadar güçlüyse o kadar fazla hasar veriyor. Köyünüzü savunmak için harika, saldıran taraf için ise bir o kadar korkunç."
"TID_SPELL_RECALL_INFO","Saldırın kötü mü gidiyor? Farklı bir taraftan mı saldırman gerek? Geri Çağırma Büyüsüyle birlikleri, kahramanları ve evcil hayvanları gönderme çubuğuna geri getirebilirsin. Böylece geri çağrılan birlikleri ikinci bir saldırıya gönderebilirsin."
"TID_PET_PHOENIX_ABILITY","Alevli Son"
"TID_PET_PHOENIX_ABILITY_INFO","Kahramanı zor duruma düştüğünde yumurtadan çıkar ve kahramanına geçici bir ölümsüzlük sağlar."
"TID_PET_POISON_LIZARD_ABILITY","Kötü Nefes"
"TID_PET_POISON_LIZARD_ABILITY_INFO","Düşmanlara zehirli sıvılar tükürür."
"TID_PET_DIGGY_ABILITY","Şaşırtmacalı Sürpriz"
"TID_PET_DIGGY_ABILITY_INFO","Çoğunlukla yer altından giden Kazıcı, yer yüzüne çıkarak savunmaları şaşırtır ve saldırıya geçer."
"TID_PET_FROSTY_ABILITY","Buzul Arkadaşları"
"TID_PET_FROSTY_ABILITY_INFO","Belirli aralıklarla yakındaki savunmalara karşı Buzul Böcekleri çağırır."
"TID_LOGIN_RESTRICTED_BY_LOCATION","Mevcut konumundan oyuna giriş yapılamıyor"
"TID_FAVORITE_TARGET_HEROES_AND_TROOPS","Kahramanlar ve Birlikler"
"TID_INFO_THROWING_POSITION","Mevzilendirme Konumu:"
"TID_INFO_THROWING_POSITION_SELF","Büyü Kulesi"
"TID_INFO_THROWING_POSITION_TARGET","Hedef"
"TID_INFO_ACTIVATION_TYPE","Tetikleme:"
"TID_INFO_ACTIVATION_TYPE_HIT_BUILDING_IN_RANGE","Menzildeki bina vurulduğunda"
"TID_INFO_ACTIVATION_TYPE_UNIT_IN_RANGE","Hedef menzile girince"
"TID_ADDITIONAL_DAMAGE_PER_TARGET_HP","Ekstra hasar: %<number>"
"TID_BASE_DPS","Saniye başına üs hasarı: <number>"
"TID_GP_GET_SCREEN_TITLE","Altın Bilet Al"
"TID_STARTER_TH2_BUILDCANNON","Top İnşa Et"
"TID_STARTER_TH2_INFO_BUILDCANNON","Dükkandan yeni bir Top al!"
"TID_POISON_CLOUD_TOWER","Kule: Zehir Büyüsü"
"TID_HASTE_TOWER","Kule: Öfke Büyüsü"
"TID_INVISIBILITY_SPELL_TOWER","Kule: Görünmezlik Büyüsü"
"TID_RECHARGE_TIME","Cephane dolma süresi: <number> saniye"
"TID_BP_BONUS_POINTS_TITLE","Bonus puanlar!"
"TID_BP_BONUS_POINTS_INFO","Bir önceki sezon Altın Bilet aldın, bu sezon da alırsan Mücadele Puanı bonusu kazanırsın."
"TID_BP_NO_BONUS_POINTS_TITLE","Bonus Puanlar!"
"TID_BP_NO_BONUS_POINTS_TEXT","Art arda sezonlarda Altın Bilet alarak ekstra mücadele puanları kazanırsın."
"TID_BUTTON_CHANGE_SPELL","Büyü Seç"
"TID_STUN_TIME","Hedefi sersemletme süresi: <number> saniye"
"TID_REVIVE_TIME","Canlandırma süresi: <number> saniye"
"TID_AURA_DAMAGE","Saniye başına aura hasarı: <number>"
"TID_BP_RECEIVED","Altın Bilet alındı!"
"TID_PIXEL_KING","Piksel Kral"
"TID_PIXEL_SCENERY","Piksel Arka Planı"
"TID_PIXEL_QUEEN","Piksel Kraliçe"
"TID_PIXEL_WARDEN","Piksel Koruyucu"
"TID_PIXEL_CHAMPION","Piksel Şampiyon"
"TID_PARTY_CHAMPION","Parti Şampiyonu"
"TID_10TH_CLASHIVERSARY_SCENERY","10. Clash Yıl Dönümü Arka Planı"
"TID_CLASHFEST_KING","Clash Fest Kralı"
"TID_CLASHFEST_SCENERY","Clash Fest Arka Planı"
"TID_CHAMP_WARDEN","Şampiyon Koruyucu"
"TID_SPOOKY_QUEEN","Ürkütücü Kraliçe"
"TID_MAGIC_SCENERY","Büyülü Arka Plan"
"TID_NO_OPENID_LOGIN_KUNLUN_ACCOUNTS","此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。"
"TID_OBSTACLE_HALLOWEEN2022","Şeker mi şaka mı?"
"TID_DIAMOND_BUNDLE_TH15","15. Belediye Binası Paketi"
"TID_LOCKED_ITEM_LEVEL","<item> (<number>. seviyede açılır)"
"TID_MODE_STILL_LOCKED","Seviyeni yükselttiğinde açabilirsin."
"TID_KICK_FAIL_CAPITAL","Başkentten oyuncu atamazsın."
"TID_EPIC_MAGIC_SCENERY","Destansı Büyülü Arka Plan"
"TID_TH15_CHAMPION","Büyülü Şampiyon"
"TID_TH15_QUEEN","Büyülü Kraliçe"
"TID_TH15_WARDEN","Büyülü Koruyucu"
"TID_TH15_KING","Büyülü Kral"
"TID_SPOOKY_SCENERY","Ürkütücü Arka Plan"
"TID_CHALLENGE_EVENT_ENDED","Mücadele etkinliği sona erdi"
"TID_CHIEFS_JOURNEY","Şefin Yolculuğu"
"TID_BUILDING_CUSTOMIZE_BUTTON","Özelleştir"
"TID_BUILDING_CUSTOMIZE_SCREEN_TITLE","Özelleştir: <name>"
"TID_BUILDING_CUSTOMIZE_CATEGORY_GROUND","Kara"
"TID_BUILDING_CUSTOMIZE_CATEGORY_FOOT","Duvarlar"
"TID_BUILDING_CUSTOMIZE_CATEGORY_ROOF","Çatı"
"TID_BUILDING_CUSTOMIZE_CATEGORY_DECO","Dekorasyon"
"TID_TRADER_NEW","YENİ"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON","Cehennem Ejderhası Kışlası"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON_INFO","Cehennem Ejderhalarının harika zaman geçirdiği bir yer. Büyük İnşaatçı burayı inşa ederken ateşe en dayanıklı malzemeleri kullandı."
"TID_CAPBUILD_SPELLLAB_GRAVEYARD","Mezarlık Büyüsü Fabrikası"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD_INFO","Büyük kazanlarda Mezarlık Büyüsü üretir. Kazanlardan gelen kemik tıkırtılarını kulak ardı etmeye çalışın."
"TID_CAPITAL_GRAVEYARD_SPELL","Mezarlık Büyüsü"
"TID_CAPITAL_GRAVEYARD_INFO","Bu tüyler ürpertici büyü ölüleri diriltiyor!\n\nMezarlık Büyüsü, bir birlik savaşta yok edildiğinde birliğin alanına göre belli sayıda iskelet çağırır. Uçan birliklerin yerini uçan iskeletler alır."
"TID_BUTTON_CUSTOMIZE_BUILDING","Özelleştir"
"TID_LAYOUTS_DEFENSIVE_LAYOUT","Savunma Tasarımı"
"TID_LAYOUTS_ALREADY_DEFENSIVE","Tasarım zaten savunmaya göre ayarlandı."
"TID_LAYOUTS_SET_DEFENSE_BUTTON","Savunma olarak ayarla"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_TITLE","Karşı Büyü"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER","Çok oyunculu savaşlarda <number> Büyü Kulesi yok et."
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_COMPLETED","Yok edilen Büyü Kulesi: <value>"
"TID_ACHIEVEMENT_DESTROY_MONOLITH_TITLE","Monolit Avcısı"
"TID_ACHIEVEMENT_DESTROY_MONOLITH","Çok oyunculu savaşlarda <number> Monolit yok et."
"TID_ACHIEVEMENT_DESTROY_MONOLITH_COMPLETED","Yok edilen Monolit: <value>"
"TID_ACHIEVEMENT_NPC_STARS3_TITLE","Daha da fazla goblini durdur!"
