"TID","PT"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_COMPLETED","Centros da vila armados destruídos: <value>"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_TITLE","Supermelhoria"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP","Melhore uma supertropa <number> vezes."
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_COMPLETED","Supertropas melhoradas: <value>"
"TID_ACHIEVEMENT_DONATE_SIEGES_TITLE","Abrindo o cerco"
"TID_ACHIEVEMENT_DONATE_SIEGES","Doe <number> máquinas de cerco."
"TID_ACHIEVEMENT_DONATE_SEIGES_COMPLETED","Máquinas de cerco doadas: <value>"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_TITLE","Cabanas ao ar"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS","Destrua <number> cabanas do construtor com defesas ativas em batalhas multijogador."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_COMPLETED","Cabanas do construtor armadas destruídas: <value>"
"TID_SCID_PURCHASE_DELIVERED_TITLE","Compra entregue"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","Os seguintes itens foram adicionados à sua conta de jogo:"
"TID_SCID_PURCHASE_PASS_EXPLANATION","Bilhetes dourados podem ser usados nos desafios da temporada da sua própria conta ou podem ser doados a amigos do Supercell ID pelo menu do serviço."
"TID_SCID_GOLD_PASS_QUANTITY","Bilhetes dourados: <num>"
"TID_UNLOCK_PET","Desbloqueia: <name>"
"TID_FB_TRACKING_TITLE","Atualização de login do Facebook"
"TID_FB_TRACKING_TEXT","O recurso social do Facebook exige que \qClash of Clans\q compartilhe seus dados com o Facebook. O Facebook usa os dados para fins específicos, incluindo publicidade e rastreamento.\n\nSelecione permitir para compartilhar seus dados com o Facebook e ativar os recursos sociais.\n\nDesative o rastreamento do aplicativo para não compartilhar seus dados com o Facebook e para desativar os recursos sociais de \qClash of Clans\q. Confira o Supercell ID para saber mais sobre recursos sociais com opções de privacidade!"
"TID_BUTTON_PROCEED","Continuar"
"TID_SCENERY_JUNGLE","Paisagem de selva"
"TID_SCENERY_EPIC_JUNGLE","Paisagem de selva épica"
"TID_WARDEN_OF_THE_NORTH","Guardião do Norte"
"TID_ROGUE_CHAMPION","Campeã Ardilosa"
"TID_ROGUE_KING","Rei Ardiloso"
"TID_ROGUE_QUEEN","Rainha Ardilosa"
"TID_WARRIOR_KING","Rei Guerreiro"
"TID_SCENERY_HOG_MOUNTAIN","Paisagem da montanha do porco"
"TID_OBSTACLE_CNY2021","Arbusto da sorte"
"TID_TUTORIAL_STARTER_CHALLENGE_6","Boa sorte, chefe! Você consegue!"
"TID_TUTORIAL_SEASON_CHALLENGE_1","Ei, chefe! Acho que é hora de explorarmos algo novo."
"TID_TUTORIAL_SEASON_CHALLENGE_2","A partir de agora, haverá novos desafios e recompensas disponíveis todo mês!"
"TID_TUTORIAL_SEASON_CHALLENGE_3","Existem também novas recompensas chamadas vantagens. Vamos dar uma olhada!"
"TID_TUTORIAL_SEASON_CHALLENGE_4","O banco da temporada se enche magicamente conforme você consegue saque nas batalhas."
"TID_TUTORIAL_SEASON_CHALLENGE_5","No fim de cada mês, todo o conteúdo será transferido ao seu armazenamento!"
"TID_TUTORIAL_SEASON_CHALLENGE_6","As outras vantagens ajudam com construções, pesquisas, treinamentos e custos de doação."
"TID_TUTORIAL_SEASON_CHALLENGE_7","Adquira o bilhete dourado e obtenha todas as vantagens e recompensas incríveis!"
"TID_DECO_TH14_FOUNTAIN","Fonte miraculosa"
"TID_STARTER_TH5_UPGRADEBUILDERHUT","Descendo o martelo"
"TID_STARTER_TH5_INFO_UPGRADEBUILDERHUT","Obtenha uma terceira cabana do construtor na loja."
"TID_PET_ABILITY_BARKY","Salto em altura"
"TID_PET_ABILITY_INFO_BARKY","L.A.S.S.I consegue pular muros para atacar inimigos do outro lado."
"TID_PET_ABILITY_BULLDOZER","Derruba-muro"
"TID_PET_ABILITY_INFO_BULLDOZER","O Poderoso Iaque inflige dano extra aos muros."
"TID_PET_ABILITY_ELECTROWL","Alta voltagem"
"TID_PET_ABILITY_INFO_ELECTROWL","O ataque da Coruja Elétrica ricocheteia em um alvo próximo."
"TID_PET_ABILITY_UNIPONY","Curador pessoal"
"TID_PET_ABILITY_INFO_UNIPONY","O Unicórnio acompanha e cura o seu herói."
"TID_FACEBOOK_UNAVAILABLE_TRACKING_DISABLED","Os recursos sociais do Facebook estão desativados devido à configuração de privacidade do seu dispositivo."
"TID_TUTORIAL_BATTLE_BUILDERS_1","Chefe, os construtores disseram que querem ajudar nas batalhas."
"TID_TUTORIAL_BATTLE_BUILDERS_2","Melhore as cabanas deles e descubra como eles podem ajudar!"
"TID_DIAMOND_BUNDLE_TH14","Pacote centro da vila 14"
"TID_TUTORIAL_BUILDER_MENU","Aqui você vê sugestões de construção ou melhoria!"
"TID_TUTORIAL_PET_SHOP","Chefe, que tal conhecer a casa de animais?"
"TID_TUTORIAL_PETS_1","Vamos dar uma olhada!"
"TID_TUTORIAL_PETS_2","Os animais de estimação são companheiros poderosos que lutam ao lado dos seus heróis."
"TID_TUTORIAL_PETS_3","Você pode melhorá-los para que fiquem ainda mais fortes."
"TID_TUTORIAL_PETS_4","Vamos atribuir L.A.S.S.I a um dos seus heróis!"
"TID_TUTORIAL_PETS_5","Ótima escolha! Cada animal é único, então você pode criar combinações muito interessantes!"
"TID_TUTORIAL_PETS_6","Experimente e veja o que funciona melhor para você!"
"TID_SUGGESTED_PLAYERS_TITLE","Sugestões de jogadores"
"TID_SUGGESTED_PLAYERS_ABOUT_TEXT","Jogadores sugeridos para o seu clã são avaliados diariamente em vários fatores. Apenas jogadores que optaram recentemente por encontrar um novo clã são mostrados.\n\nAlguns fatores são:\n- Atividades como ataques, doações e participação no bate-papo.\n- Localização, idioma e horários de jogo.\n\nAs configurações do seu clã também influenciam nas recomendações. Você não verá jogadores que não atendam aos seguintes critérios:\n- Nível mínimo de centro da vila.\n- Mínimo de troféus na vila principal e na base do construtor.\nAlterar as configurações do clã não mudará imediatamente as sugestões."
"TID_CONFIRM_WANTS_SUGGESTED_PLAYERS_TEXT","Faz tempo que você optou em aparecer como um membro potencial a outros clãs. Quer manter essa escolha?"
"TID_PLAYER_PREFERENCE_INVITES_AND_SUGGESTIONS","Receber convites e aparecer nas sugestões"
"TID_PLAYER_PREFERENCE_INVITES","Receber convites"
"TID_PLAYER_PREFERENCE_NO_INVITES","Não receber convites"
"TID_GOLD_PASS_SALES_ENDED","Não é possível ativar o bilhete dourado, pois a temporada já está quase no fim. Tente de novo na próxima temporada."
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","Maior taxa de quadros"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","Se esta opção estiver ativa, o jogo funcionará numa taxa de <max> FPS e usará mais energia. Se estiver desligada, o jogo funcionará numa taxa de 60 FPS e usará menos energia."
"TID_JUNGLE_CHAMPION","Campeã da Selva"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","Dia de caça, dia de caçadora"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Vença <num> batalhas multijogador usando Caçadoras de Heróis (<num2>)."
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","Caça-níveis da Campeã"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","Destrua um total de <num> níveis da Campeã Real em batalhas multijogador."
"TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","Dizimando disseminador"
"TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","Destrua <num> Disseminadores em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","Abominável indomável"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_YETI","Vença <num> batalhas multijogador usando Yetis (<num2>)."
"TID_LIVE_ESPORTS","AO VIVO"
"TID_JUNGLE_WARDEN","Guardião da Selva"
"TID_CHARACTER_MECHA_DRAGON","Dragão Dirigível"
"TID_CHARACTER_MECHA_DRAGON_INFO","Essa máquina de destruição aérea não perde tempo nem economiza entusiasmo para acabar com as defesas em seu caminho. O esqueleto a bordo jura que não faz nada."
"TID_COPY_HERE_BUTTON","Copiar aqui"
"TID_ARMY_DEEPLINK_INVALID","O link do exército não é válido."
"TID_COPY_ARMY_CANNOT_TRAIN","Não é possível treinar esse exército."
"TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","Desconstrução"
"TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","Destrua <num> cabanas do construtor em batalhas multijogador."
"TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","Desacampado"
"TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","Destrua <num> acampamentos em batalhas multijogador."
"TID_STREAM_SHARED_ARMY","enviou uma formação de exército."
"TID_FRIENDLY_ARMY","Exército amistoso"
"TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","Vila vil"
"TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","Destrua <num> centros da vila em batalhas multijogador."
"TID_COSMETICS_TIER_1","<cffffff>Visual padrão</c>"
"TID_COSMETICS_TIER_2","<cffd345>Visual dourado</c>"
"TID_COSMETICS_TIER_3","<ce86fff>Visual lendário</c>"
"TID_INVALID_PLAY_INSTALL","Clash of Clans não foi instalado corretamente. Para corrigir o erro, reinstale o jogo a partir do Google Play."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Tamanho da barra de mobilização"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Ajustar"
"TID_CADPA","《部落冲突》适龄提示：\n1）本游戏是一款战争策略类游戏，适用于年满12周岁及以上的用户，建议未成年人在家长监护下使用游戏产品。\n2）本游戏以荒蛮原始的孤岛为背景，讲述了原始部落为生存而相互抗争的故事，涉及的情节、环境、场景均为虚构，不会与现实生活相混淆。游戏玩法基于一定难度的思维判断，设有竞技对抗比赛，鼓励玩家提升和挑战自我。游戏中有基于文字和语音的陌生人社交系统。\n3）根据国家相关要求，游戏中有用户实名认证系统，未通过实名认证的用户不可进入游戏；认证为未成年人的用户除周五、周六、周日及法定节假日每日20时至21时外其他时间均不可进入游戏。\n游戏中部分玩法和道具需要付费。根据腾讯健康系统管理规定，认证为未成年人的用户将接受以\n管理：\n未满12周岁的用户不能付费；12周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n4）本游戏内所包含的对抗玩法需要玩家进行策略规划和推理判断，有助于帮助玩家提升逻辑思维能力。游戏设有需组队进行的大型团队任务和比赛，鼓励玩家互相配合完成比赛，有助于培养玩家的团队协作能力。游戏提供了丰富的社交系统，包括好友、公会等，玩家之间可以互相交流，互相配合，共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。"
"TID_COSMETICS_CUSTOM_TEXTURES","Texturas personalizadas"
"TID_COSMETICS_CUSTOM_MODEL","Modelo personalizado"
"TID_COSMETICS_CUSTOM_ANIMATIONS","Animações especiais"
"TID_COSMETICS_CUSTOM_EFFECTS","Efeitos visuais"
"TID_COSMETICS_CUSTOM_SOUND","Efeitos sonoros"
"TID_COSMETICS_CUSTOM_VO","Voz exclusiva"
"TID_COSMETICS_CUSTOM_MUSIC","Música personalizada"
"TID_COSMETICS_CUSTOM_UNITS","Unidades criadas personalizadas"
"TID_COSMETICS_EXTRA_ANIMATIONS","Animações extras"
"TID_COSMETICS_EXTRA_EFFECTS","Efeitos extras"
"TID_COSMETICS_EXTRA_SOUNDS","Sons extras"
"TID_COSMETICS_SKIN_FEATURES","O visual inclui:"
"TID_COSMETICS_SCENERY_FEATURES","A paisagem inclui:"
"TID_OBSTACLE_BIRTHDAY2021","Bolo de 9º aniversário"
"TID_SAVAGE_KING","Rei Bruto"
"TID_JUNGLE_KING","Rei da Selva"
"TID_JUNGLE_QUEEN","Rainha da Selva"
"TID_INFERNO_TOWN_SCENERY","Paisagem infernal"
"TID_SKIN_THEME_LNY","Visual de Ano-Novo lunar <year>"
"TID_SKIN_THEME_ANNIVERSARY","Visual de aniversário <year>"
"TID_SKIN_THEME_WORLDS","Visual do campeonato mundial <year>"
"TID_BATTLEPASS_TASK_INFO_USE_BARBARIANS","Use Bárbaros para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_ARCHERS","Use Arqueiras para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_GOBLINS","Use Goblins para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_GIANTS","Use Gigantes para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_WALLBREAKERS","Use Destruidores de Muros para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_LOONS","Use Balões para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_WIZARDS","Use Magos para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_HEALERS","Use Curadoras para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_MINIONS","Use Servos para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","Use Corredores para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","Use Dragões para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","Use P.E.K.K.As para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","Use Valquírias para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","Use Golens para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_WITCHES","Use Bruxas para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","Use Lava Hounds para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","Use Bebês Dragões para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","Use Lançadores para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_MINERS","Use Mineiros para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","Use Bárbaros Furiosos para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","Use Arqueiras Sorrateiras para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","Use Servos Beta para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","Use Gigantes Boxeadores para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","Use Bombardeiros para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","Use Carrinhos de Canhão para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","Use Balões de Ossos para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","Use Bebês Dragões para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","Use Bruxas Sombrias para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","Use P.E.K.K.As Poderosas para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","Use um Quebra-muros para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","Use um Dirigível Bélico para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","Use Dragões Elétricos para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","Use Voadores para ganhar <num> estrelas em batalhas táticas."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","Use Yetis para ganhar <num> batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Use Caçadoras de Heróis para ganhar <num> batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","Use Feitiços de Invisibilidade para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","Use Feitiços de Invisibilidade para ganhar <num> batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","Use Feitiços de Relâmpago para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","Use Feitiços de Cura para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","Use Feitiços de Fúria para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","Use Feitiços de Salto para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","Use Feitiços de Gelo para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","Use Feitiços de Clone para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","Use Feitiços de Veneno para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","Use Feitiços de Aceleração para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Use Feitiços de Terremoto para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","Use Feitiços de Esqueleto para ganhar <num> estrelas em batalhas multijogador."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","Use Feitiços de Morcego para ganhar <num> estrelas em batalhas multijogador."
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE","Estátua incandescente"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE_INFO","É um sinal de incêndio? Uma decoração de 9º aniversário? Uma churrasqueira de última geração? Ninguém sabe!"
"TID_ANNIVERSARY_KING","Rei do Batidão"
"TID_PARTY_QUEEN","Rainha da Festa"
"TID_GLADIATOR_CHAMPION","Campeã Gladiadora"
"TID_CLANGAMES_TASK_USE_ROCKET_BALLOONS","Foguete e furdunço"
"TID_CLANGAMES_TASK_INFO_USE_ROCKET_BALLOONS","Ganhe <num> estrelas em batalhas multijogador usando Balões-foguete (<num2>)."
"TID_CLANGAMES_TASK_USE_DRAGON_RIDERS","Corrida de dragões"
"TID_CLANGAMES_TASK_INFO_USE_DRAGON_RIDERS","Ganhe <num> estrelas em batalhas multijogador usando Dragões Dirigíveis (<num2>)."
"TID_WRONG_VILLAGE","Volte à vila principal primeiro."
"TID_SUPER_BOWLER","Superlançador"
"TID_SUPER_BOWLER_INFO","O Superlançador tem tudo que sempre quis: luvas aderentes, calçados reforçados e pedregulhos ainda maiores para lançar."
"TID_SUPER_BOWLER_ABILITY_NAME","Strike triplo"
"TID_SUPER_BOWLER_ABILITY_HELP","Pedregulhos ricocheteiam até atingir um terceiro alvo e causam dano em área extra."
"TID_OBSTACLE_HALLOWEEN2021","Flor \qinofensiva\q"
"TID_SELECT_SINGLE_SKIN_MODE","Apenas o visual selecionado será usado."
"TID_SELECT_RANDOM_SKIN_MODE","O visual será escolhido aleatoriamente entre todos os selecionados."
"TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","Ganhe uma estrela em uma batalha multijogador usando <troop>."
"TID_CLANGAMES_TASK_USETROOP_BUILDERBASE","Ganhe uma estrela em uma batalha tática usando <troop>."
"TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","Ganhe uma estrela em uma batalha multijogador usando <spell>."
"TID_CLANGAMES_TASK_USESUPERTROOP","Ganhe uma estrela em <num> batalhas multijogador usando <troop>."
"TID_9TH_CLASHIVERSARY_SCENERY","Paisagem de 9º aniversário"
"TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN","根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。"
"TID_CHAMPION_QUEEN","Rainha Campeã"
"TID_LOADING_CHINA_TENCENT","本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。\n粤网文【2017】6138-1456号、（总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 运营单位：北京昆仑乐享网络技术有限公司 文网游进字【2015】0062号 审批文号：新广出审【2015】1084号 出版物号：ISBN 978-7-89988-438-6"
"TID_SUPER_DRAGON","Superdragão"
"TID_SUPER_DRAGON_INFO","Às vezes não basta sentir o fogo ardendo por dentro. O Superdragão sente o fogo por dentro, por fora e ao seu redor!"
"TID_SUPER_DRAGON_ABILITY_NAME","Incendiar"
"TID_SUPER_DRAGON_ABILITY_HELP","Causa dano contínuo em área aos alvos próximos."
"TID_TASK_BANNER_START_NEW","Novo desafio"
"TID_LAST_ONLINE_WITHIN_24H","Jogou recentemente"
"TID_LAST_ONLINE_ONE_DAY_AGO","Jogou 1 dia atrás"
"TID_LAST_ONLINE_MULTIPLE_DAYS_AGO","Jogou <num> dias atrás"
"TID_LAST_ONLINE_OVER_WEEK_AGO","Jogou mais de 1 semana atrás"
"TID_MEMBERS_SORTED_BY_TROPHY","Mais troféus"
"TID_MEMBERS_SORTED_BY_TOWN_HALL","Maior centro da vila"
"TID_MEMBERS_SORTED_BY_TROOPS_DONATED","Mais tropas doadas"
"TID_MEMBERS_SORTED_BY_TROOPS_RECEIVED","Mais tropas recebidas"
"TID_MEMBERS_SORTED_ALPHABETICALLY","Ordem alfabética"
"TID_MEMBERS_SORTED_BY_ROLE","Função"
"TID_MEMBERS_SORTED_BY_ACTIVE","Última atividade"
"TID_MEMBERS_SORTED_BY_XP","Maior nível de XP"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_14","Os 14 formidáveis"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_14","Ganhe <num> estrelas enfrentando inimigos com centro da vila 14 em batalhas multijogador."
"TID_CHARACTER_SIEGE_MACHINE_CATAPULT","Trabuco flamejante"
"TID_CHARACTER_INFO_SIEGE_MACHINE_CATAPULT","O trabuco lança Espíritos de Fogo que não só acertam com toda a força como também deixam chamas para trás. Seu longo alcance o mantém longe do perigo, mas cuidado com defesas de longo alcance e armadilhas! Imune a feitiços."
"TID_TUTORIAL_CHECK_PARENTAL_CONSENT","Chefe, antes de jogar, precisamos da autorização de um adulto de confiança."
"TID_WARNING_1_GEM_DONATIONS_INACTIVE","A doação por 1 gema não está ativada. Tem certeza de que deseja doar usando gemas?"
"TID_WARNING_WAR_MEMBER_NOT_IN_CLAN","O jogador não está no clã."
"TID_SNOWED_IN_SCENERY","Um dia de neve"
"TID_MASTER_WARDEN","Mestre Guardião"
"TID_PUMPKIN_GRAVEYARD_SCENERY","Cemitério de abóboras"
"TID_GOLEM_KING","Rei Golem"
"TID_JOLLY_WARDEN","Bom Guardião"
"TID_ICE_KING","Rei do Gelo"
"TID_NO_OPENID_LOGIN_DISALLOWED_TENCENT","根据相关部门的最新防沉迷规则，请您打开设备设置，将设备语言切换至简体中文后，即可使用QQ/微信账号登录游戏。"
"TID_CHAT_JUST_DISABLED","Outros jogadores denunciaram você por comentários inadequados. O seu bate-papo foi desativado por <time>."
"TID_SHADOW_CHAMPION","Campeã das Sombras"
"TID_SHADOW_KING","Rei das Sombras"
"TID_SHADOW_WARDEN","Guardião das Sombras"
"TID_SHADOW_QUEEN","Rainha das Sombras"
"TID_TIGER_KING","Rei Lunar"
"TID_TIGER_MOUNTAIN_SCENERY","Montanha do tigre"
"TID_WARRIOR_WARDEN","Guardião Guerreiro"
"TID_TENCENT_THIRDPARTY_INFO","Lista de informações compartilhadas com terceiros"
"TID_SELF_SERVICE_BUTTON","Autoatendimento"
"TID_SETTING_SHOW_LEADERBOARDS","Aparecer no ranking"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","Se a opção ficar ativada, você vai aparecer no ranking para os demais jogadores. Se ficar desativada, você não vai aparecer no ranking e vai ficar visível para os demais jogadores."
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_1","用户与隐私相关协议指引"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_1","在您使用我们(腾讯)服务前，请您务必审慎阅读、充分理解<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>的各条款。同时，您应特别注意前述协议中免除或者限制我们责任的条款、对您权利进行限制的条款、约定争议解决方式和司法管辖的条款。如您已详细阅读并同意以上条款，请点击\q同意\q开始使用我们的服务。\n我已经详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>。\n"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_2","提示"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_2","尊敬的用户，您需要详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>，才可进入游戏哦。"
"TID_TENCENT_CUSTOMER_SUPPORT","Suporte ao cliente Tencent"
"TID_PRIVACY_CONTROLS_BUTTON","Controles de privacidade"
"TID_FAQ_BUTTON_TENCENT","Lista de informações compartilhadas com terceiros"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Termos de Uso da Tencent Game"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Política de Privacidade da Tencent Game"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Política de Privacidade Infantil da Tencent Game"
"TID_ALLIANCE_REPORT_TEXT","Tem certeza de que deseja denunciar o clã <name> por descrição ou nome inadequados?"
"TID_ANONYMOUS_PLAYER","Anônimo"
"TID_SETTINGS_PRIVACY","Privacidade"
"TID_SETTINGS_GENERAL","Geral"
