"TID","FR"
"TID_STARTER_TH2_UPGRADEARCHERTOWER","Devoir d'une sentinelle"
"TID_STARTER_TH2_INFO_UPGRADEARCHERTOWER","Achetez une tour d'archères dans le magasin."
"TID_STARTER_TH2_UPGRADEARMYCAMP","Camps militaires améliorés"
"TID_STARTER_TH2_INFO_UPGRADEARMYCAMP","Améliorez votre camp militaire au niveau <num2>."
"TID_STARTER_TH2_UPGRADEBARRACKS","Nouvelles recrues"
"TID_STARTER_TH2_INFO_UPGRADEBARRACKS","Construisez <num> casernes niveau <num2>."
"TID_STARTER_TH2_UPGRADEELXIR","Extractions extrêmes"
"TID_STARTER_TH2_INFO_UPGRADEELIXIR","Améliorez <num> extracteurs d'élixir au niveau <num2>."
"TID_STARTER_TH2_CLAIMACHIEVEMENT","Route du succès"
"TID_STARTER_TH2_INFO_CLAIMACHIEVEMENT","Récupérez <num> succès dans votre profil."
"TID_STARTER_TH3_JOINCLAN","Nouveaux amis"
"TID_PET_HEALER_INFO","Les licornes sont un peu craintives de prime abord, mais si on leur offre un peu d'amour, elles sont capables de soigner tous les bobos, comme les guérisseuses."
"TID_PET_WALLBUSTER_INFO","Bâti comme un engin de siège, le Yak est le familier qu'il vous faut pour détruire les murs sur votre chemin. Il est très protecteur, au point de devenir enragé si son héros est assommé."
"TID_PET_RANGEDATTACKER_INFO","L'électro-chouette attaque les défenses ennemies à distance et les réduit en poussière à coups de chocs. C'est une petite boule de plumes puissante qu'il faut bien protéger !"
"TID_PET_MELEEJUMPER_INFO","Il n'y a pas plus fidèle compagnon que L.A.S.S.I, qui monte la garde pour votre village. À moins que l'ennemi ne vole. Là, c'est un peu plus compliqué."
"TID_MAKE_SKIN","Skin Supercell Make.\n\nConcept de :\n<cff8000><CREDIT></c>"
"TID_MAKE_SCENERY","Décor Supercell Make.\n\nConcept de :\n<cff8000><CREDIT></c>"
"TID_STARTER_TH2_BUILDBARRACKS","Nouvelle caserne"
"TID_STARTER_TH2_INFO_BUILDBARRACKS","Achetez une autre caserne dans le magasin."
"TID_STARTER_TH2_UPGRADEGOLDMINE","Minage en folie"
"TID_STARTER_TH2_UPGRADEGOLDSTORAGE","Réserves sérieuses"
"TID_STARTER_TH2_INFO_UPGRADEGOLDSTORAGE","Améliorez votre réserve d'or au niveau <num2>."
"TID_STARTER_TH2_BUILDWALLS","Faire le mur"
"TID_STARTER_TH2_INFO_BUILDWALLS","Achetez <num> pièces de rempart dans le magasin."
"TID_STARTER_REQUESTTROOPS_TH3","Demande de renforts"
"TID_STARTER_INFO_REQUESTTROOPS_TH3","Demandez des renforts à votre clan <num> fois. Vous pouvez demander des renforts depuis le château de clan ou le menu d'entraînement."
"TID_STARTER_TH3_BUILDLABORATORY","Pour la science"
"TID_STARTER_TH3_INFO_BUILDLABORATORY","Achetez le laboratoire dans le magasin."
"TID_STARTER_TH3_TRAINLABORATORY","Armée améliorée"
"TID_STARTER_TH3_INFO_TRAINLABORATORY","Recherchez des améliorations <num> fois dans le laboratoire."
"TID_STARTER_TH3_WINSTARSGOBLINMAP","La fin des gobelins"
"TID_STARTER_TH3_INFO_WINSTARSGOBLINMAP","Gagnez <num> étoiles sur les cartes des gobelins en solo."
"TID_STARTER_TH3_BUILDCLANCASTLE","Réparer le château de clan"
"TID_STARTER_TH3_INFO_BUILDCLANCASTLE","Réparez les ruines du château de clan dans votre village."
"TID_STARTER_TH3_INFO_JOINCLAN","Rejoignez un clan ! Les membres profitent de tous les avantages, dont les troupes de renfort des autres membres."
"TID_STARTER_TH3_BUILDMORTAR","Menace à longue distance"
"TID_STARTER_TH3_INFO_BUILDMORTAR","Achetez un mortier dans le magasin."
"TID_STARTER_TH3_DESTROYARCHERTOWER","Grands travaux"
"TID_PRACTICE_MODE_UNLOCKS_LATER","Le mode entraînement est déverrouillé au niveau 4 de l'hôtel de ville."
"TID_STARTER_TH3_UPGRADEELIXIRSTORAGE","Faire le plein"
"TID_STARTER_TH3_INFO_DESTROYARCHERTOWER","Détruisez <num> tours d'archères lors de batailles multijoueur."
"TID_STARTER_WINSTARS","Guerre des étoiles"
"TID_STARTER_INFO_WINSTARS","Obtenez <num> étoiles en combat multijoueur."
"TID_STARTER_INFO_DESTROYANY","Détruisez <building> <num> fois en combat multijoueur."
"TID_STARTER_INFO_BUILDANY","Améliorez votre <building> <num> fois au niveau <num2>."
"TID_STARTER_TH4_BUILDAIRDEFENSE","Défenses aériennes"
"TID_STARTER_TH4_BUILDSPRINGTRAP","Piège déclenché"
"TID_STARTER_INFO_SECUREACCOUNT","Sécurisez votre village en vous connectant à un réseau social."
"TID_STARTER_TH4_UPGRADEARCHERTOWER","Puissance de feu"
"TID_STARTER_TH4_DESTROYMORTARS","Mort aux mortiers"
"TID_STARTER_TH4_UPGRADEBARRACKS","Casernes améliorées"
"TID_REPAIR_PER_SECOND","Réparations par seconde : <number>"
"TID_STARTER_TH5_BUILDSPELLFACTORY","Puissance magique"
"TID_STARTER_TH5_INFO_BUILDSPELLFACTORY","Achetez l'usine de sorts dans le magasin et débloquez des sorts."
"TID_STARTER_TH5_DESTROYANY","Tout détruire"
"TID_STARTER_TH5_INFO_DESTROYANY","Détruisez des bâtiments <num> fois lors de combats multijoueurs. Tous les bâtiments comptent."
"TID_STARTER_TH5_BUILDWIZARDTOWER","Sorcellerie défensive"
"TID_STARTER_TH5_INFO_BUILDWIZARDTOWER","Améliorez une tour de sorciers au niveau <num2>."
"TID_STARTER_TH4_UPGRADELABORATORY","Agrandissement du laboratoire"
"TID_STARTER_TH2_LOOTGOLD","Voleur d'or"
"TID_STARTER_TH2_INFO_LOOTGOLD","Pillez un total de <num> pièces d'or lors de combats solo ou multijoueurs."
"TID_STARTER_TH3_LOOTELIXIR","Voleur d'élixir"
"TID_STARTER_TH3_INFO_LOOTELIXIR","Pillez un total de <num> unités d'élixir lors de combats solo ou multijoueurs."
"TID_TUTORIAL_STARTER_CHALLENGE_1","J'ai préparé quelques défis que vous pouvez essayer de relever."
"TID_TUTORIAL_STARTER_CHALLENGE_2","Terminer un défi vous rapporte des points."
"TID_TUTORIAL_STARTER_CHALLENGE_2A","Parfois, vous débloquerez de nouveaux défis."
"TID_TUTORIAL_STARTER_CHALLENGE_3","Et avec assez de points, vous gagnerez des récompenses !"
"TID_TUTORIAL_STARTER_CHALLENGE_4","Ici vous pouvez voir combien de points il vous faut pour obtenir chaque récompense."
"TID_TUTORIAL_STARTER_CHALLENGE_5","Toutes ces récompenses vous permettront de renforcer votre village !"
"TID_FAVORITE_TARGET_HERO","Héros"
"TID_FAVORITE_TARGET_HEROS_TARGET","Cible du héros"
"TID_FAVORITE_TARGET_AROUND_HERO","À <num> cases du héros"
"TID_STARTER_TH4_WINSTARSPRACTICE","Apprendre les bases"
"TID_STARTER_TH4_INFO_WINSTARSPRACTICE","Gagnez un total de <num> étoiles dans les niveaux d'entraînement. Ils sont disponibles dans le menu Attaquer."
"TID_LABORATORY_UPGRADING_CANNOT_START_UNIT","Impossible de lancer l'amélioration d'une unité. Le laboratoire est occupé."
"TID_LABORATORY_UPGRADING_CANNOT_START_SPELL","Impossible de lancer l'amélioration d'un sort. Le laboratoire est occupé."
"TID_STAR_LABORATORY_UPGRADING_CANNOT_START_UNIT","Impossible de lancer l'amélioration d'une unité. Le laboratoire astral est occupé."
"TID_PET_DESCRIPTION","De courageux compagnons pour des héros encore plus courageux !"
"TID_CHAT_LANGUAGE","Langue du chat :"
"TID_BP_AUTO_REWARDS_TITLE","Récompenses de saison récupérées"
"TID_BP_AUTO_CONVERSION_TEXT","Votre inventaire est plein. Certaines récompenses ont été converties en gemmes."
"TID_LANGUAGE_OTHER","Autres"
"TID_PLAYER_PROFILE_PETS","Familiers"
"TID_CLAN_LANGUAGE_UNKNOWN","Non défini"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_TITLE","Pas cette fois"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH","Détruisez des hôtels de ville armés <number> fois lors de batailles multijoueur."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_COMPLETED","Hôtels de ville armés détruits : <value>"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_TITLE","Super travail"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP","Boostez une super troupe <number> fois."
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_COMPLETED","Total de super troupes boostées : <value>"
"TID_ACHIEVEMENT_DONATE_SIEGES_TITLE","Généreuses donations"
"TID_ACHIEVEMENT_DONATE_SIEGES","Donnez des engins de siège <number> fois."
"TID_ACHIEVEMENT_DONATE_SEIGES_COMPLETED","Total d'engins de siège donnés : <value>"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_TITLE","Anguille sous roche"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS","Détruisez des cabanes d'ouvrier armées <number> fois lors de batailles multijoueur."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_COMPLETED","Total de cabanes d'ouvrier armées détruites : <value>"
"TID_SCID_PURCHASE_DELIVERED_TITLE","Achat livré"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","Les objets suivants ont été ajoutés à votre compte :"
"TID_SCID_PURCHASE_PASS_EXPLANATION","Le pass or peut être utilisé pour votre propre compte depuis le menu des défis de saison ou donné à vos amis Supercell ID en passant par le menu Supercell ID."
"TID_SCID_GOLD_PASS_QUANTITY","<num> pass or"
"TID_UNLOCK_PET","Permet de débloquer : <name>"
"TID_FB_TRACKING_TITLE","Mise à jour de la connexion avec Facebook"
"TID_FB_TRACKING_TEXT","Les fonctionnalités sociales de Facebook imposent à Clash of Clans de partager certaines informations avec Facebook. Ces informations peuvent être utilisées par Facebook à des fins commerciales et de traçage.\n\nAutoriser : si vous souhaitez partager vos informations avec Facebook et activer les fonctionnalités sociales de Facebook.\n\nRefuser le suivi : si vous ne souhaitez pas partager vos informations avec Facebook. Vous n'aurez pas accès aux fonctionnalités sociales de Facebook dans Clash of Clans. Consultez les fonctionnalités sociales de Supercell ID qui respectent votre vie privée !"
"TID_BUTTON_PROCEED","Continuer"
"TID_SCENERY_JUNGLE","Décor de la jungle"
"TID_SCENERY_EPIC_JUNGLE","Décor épique de la jungle"
"TID_WARDEN_OF_THE_NORTH","Gardien nordique"
"TID_ROGUE_CHAMPION","Championne des Voleurs"
"TID_ROGUE_KING","Roi des voleurs"
"TID_ROGUE_QUEEN","Reine des voleurs"
"TID_WARRIOR_KING","Roi guerrier"
"TID_SCENERY_HOG_MOUNTAIN","Décor mont des cochons"
"TID_OBSTACLE_CNY2021","Arbuste de la fortune"
"TID_TUTORIAL_STARTER_CHALLENGE_6","Bonne chance, chef ! Vous allez assurer."
"TID_TUTORIAL_SEASON_CHALLENGE_1","Chef, je pense que vous êtes prêt pour le niveau supérieur."
"TID_TUTORIAL_SEASON_CHALLENGE_2","À partir de maintenant, il y aura de nouveaux défis et des récompenses disponibles tous les mois !"
"TID_TUTORIAL_SEASON_CHALLENGE_3","Et vous pourrez aussi obtenir des avantages comme récompenses. Allons voir ça !"
"TID_TUTORIAL_SEASON_CHALLENGE_4","La tirelire de saison se remplit quand vous récoltez du butin dans les batailles."
"TID_TUTORIAL_SEASON_CHALLENGE_5","À la fin de chaque mois, le contenu de la tirelire est transféré dans vos réserves."
"TID_TUTORIAL_SEASON_CHALLENGE_6","Les autres avantages peuvent être utilisés pour vous aider avec les frais de construction, de recherche, de formation et de dons."
"TID_TUTORIAL_SEASON_CHALLENGE_7","Et si vous achetez le pass or, vous obtiendrez non seulement tous les avantages, mais aussi des récompenses exceptionnelles !"
"TID_DECO_TH14_FOUNTAIN","Fontaine de Jouvence"
"TID_STARTER_TH5_UPGRADEBUILDERHUT","Grand marteau"
"TID_STARTER_TH5_INFO_UPGRADEBUILDERHUT","Achetez une troisième cabane d'ouvrier en magasin."
"TID_PET_ABILITY_BARKY","Saut en hauteur"
"TID_PET_ABILITY_INFO_BARKY","L.A.S.S.I bondit par-dessus les murs et attaque les cibles qui se croyaient à l'abri derrière les remparts."
"TID_PET_ABILITY_BULLDOZER","Gare aux remparts"
"TID_PET_ABILITY_INFO_BULLDOZER","Le yak, plus robuste que jamais, inflige des dégâts supplémentaires aux remparts."
"TID_PET_ABILITY_ELECTROWL","Haute tension"
"TID_PET_ABILITY_INFO_ELECTROWL","L'attaque de l'électro-chouette rebondit pour atteindre une cible proche."
"TID_PET_ABILITY_UNIPONY","Soins personnalisés"
"TID_PET_ABILITY_INFO_UNIPONY","La licorne suit son héros de près pour le soigner."
"TID_FACEBOOK_UNAVAILABLE_TRACKING_DISABLED","Les fonctionnalités sociales de Facebook sont désactivées en raison des préférences relatives à la confidentialité définies sur votre appareil."
"TID_TUTORIAL_BATTLE_BUILDERS_1","Chef, les ouvriers veulent essayer de nous aider pendant les combats."
"TID_TUTORIAL_BATTLE_BUILDERS_2","Améliorez leur cabane et vous allez voir !"
"TID_DIAMOND_BUNDLE_TH14","Pack hôtel de ville 14"
"TID_TUTORIAL_BUILDER_MENU","Voici des suggestions pour vous aider à décider quelle construction ou amélioration lancer."
"TID_TUTORIAL_PET_SHOP","Chef ! Laissez-moi vous présenter l'animalerie."
"TID_TUTORIAL_PETS_1","Allons vite voir !"
"TID_TUTORIAL_PETS_2","Les familiers sont des compagnons fidèles qui assistent vos héros lors des batailles."
"TID_TUTORIAL_PETS_3","Vous pouvez les améliorer et les rendre encore plus puissants."
"TID_TUTORIAL_PETS_4","Commençons par assigner L.A.S.S.I à un de vos héros."
"TID_TUTORIAL_PETS_5","En voilà une belle équipe ! Chaque familier est unique, donc vous pouvez créer beaucoup d'équipes complètement différentes les unes des autres."
"TID_TUTORIAL_PETS_6","Essayez des combinaisons différentes et vous trouverez bientôt la meilleure !"
"TID_SUGGESTED_PLAYERS_TITLE","Suggestions de joueurs"
"TID_SUGGESTED_PLAYERS_ABOUT_TEXT","Les suggestions de joueurs pour votre clan sont évaluées chaque jour selon divers facteurs. Les joueurs que vous voyez sont ceux qui ont récemment cherché à trouver un nouveau clan.\n\nQuelques facteurs pris en compte :\n- l'activité du joueur (attaques, dons et chat) ;\n- la région, la langue et les horaires de jeu habituels.\n\nLes paramètres du clan ont également un impact sur les recommandations. Vous ne verrez que des joueurs répondant aux critères suivants :\n- niveau minimum de l'hôtel de ville ;\n- nombre de trophées minimum pour le village principal et la base des ouvriers.\nModifier les paramètres du clan ne change pas immédiatement les suggestions."
"TID_CONFIRM_WANTS_SUGGESTED_PLAYERS_TEXT","Vous avez précédemment demandé à ce que votre profil soit suggéré à des clans. Voulez-vous toujours que cela soit le cas ?"
"TID_PLAYER_PREFERENCE_INVITES_AND_SUGGESTIONS","Recevoir des invitations et suggérer votre profil"
"TID_PLAYER_PREFERENCE_INVITES","Recevoir des invitations"
"TID_PLAYER_PREFERENCE_NO_INVITES","Pas d'invitations"
"TID_GOLD_PASS_SALES_ENDED","La saison va bientôt se terminer. Pour cette raison, il est impossible d'activer le pass or. Veuillez réessayer une fois que la saison suivante aura démarré."
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","IPS élevé"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","Si cette fonction est activée, le jeu utilise un affichage de <max> IPS, et donc plus de batterie. Si cette fonction est désactivée, le jeu utilise un affichage de 60 IPS."
"TID_JUNGLE_CHAMPION","Championne de la jungle"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","Qu'on lui coupe la tête !"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Gagner un combat multijoueur <num> fois en utilisant <num2> chasseuse(s) de tête."
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","Chasse aux niveaux de la Championne"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","Battre l'équivalent de <num> niveaux de la Championne royale en combat multijoueur."
"TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","Destruction erratique"
"TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","Détruire des catapultes erratiques <num> fois lors de combats multijoueurs."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","Coup du yéti"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_YETI","Gagnez un combat multijoueur <num> fois en utilisant <num2> yéti(s)."
"TID_LIVE_ESPORTS","En direct"
"TID_JUNGLE_WARDEN","Gardien de la jungle"
"TID_CHARACTER_MECHA_DRAGON","Chevaucheur de dragon"
"TID_CHARACTER_MECHA_DRAGON_INFO","Cet engin de destruction aérien sème la terreur et la destruction sur son passage. Le squelette qui le chevauche assure qu'il n'y est pour rien !"
"TID_COPY_HERE_BUTTON","Copier ici"
"TID_ARMY_DEEPLINK_INVALID","Ce lien d'armée n'est pas valide."
"TID_COPY_ARMY_CANNOT_TRAIN","Impossible de former cette armée."
"TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","Violence sur ouvriers"
"TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","Détruire des cabanes d'ouvrier <num> fois lors de combats multijoueurs."
"TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","Camping interdit"
"TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","Détruire des camps militaires <num> fois lors de combats multijoueurs."
"TID_STREAM_SHARED_ARMY","Composition d'armée partagée"
"TID_FRIENDLY_ARMY","Armée amicale"
"TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","Démolissage contrôlé"
"TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","Détruire des hôtels de ville <num> fois lors de combats multijoueurs."
"TID_COSMETICS_TIER_1","<cffffff>Normal</c>"
"TID_COSMETICS_TIER_2","<cffd345>Or</c>"
"TID_COSMETICS_TIER_3","<ce86fff>Légendaire</c>"
"TID_INVALID_PLAY_INSTALL","Clash of Clans n'a pas été installé correctement. Veuillez réinstaller l'application depuis le Google Play Store pour corriger ce problème."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Taille de la barre de déploiement"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Ajuster"
"TID_CADPA","《部落冲突》适龄提示：\n1）本游戏是一款战争策略类游戏，适用于年满12周岁及以上的用户，建议未成年人在家长监护下使用游戏产品。\n2）本游戏以荒蛮原始的孤岛为背景，讲述了原始部落为生存而相互抗争的故事，涉及的情节、环境、场景均为虚构，不会与现实生活相混淆。游戏玩法基于一定难度的思维判断，设有竞技对抗比赛，鼓励玩家提升和挑战自我。游戏中有基于文字和语音的陌生人社交系统。\n3）根据国家相关要求，游戏中有用户实名认证系统，未通过实名认证的用户不可进入游戏；认证为未成年人的用户除周五、周六、周日及法定节假日每日20时至21时外其他时间均不可进入游戏。\n游戏中部分玩法和道具需要付费。根据腾讯健康系统管理规定，认证为未成年人的用户将接受以\n管理：\n未满12周岁的用户不能付费；12周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n4）本游戏内所包含的对抗玩法需要玩家进行策略规划和推理判断，有助于帮助玩家提升逻辑思维能力。游戏设有需组队进行的大型团队任务和比赛，鼓励玩家互相配合完成比赛，有助于培养玩家的团队协作能力。游戏提供了丰富的社交系统，包括好友、公会等，玩家之间可以互相交流，互相配合，共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。"
"TID_COSMETICS_CUSTOM_TEXTURES","Textures personnalisées"
"TID_COSMETICS_CUSTOM_MODEL","Modèle personnalisé"
"TID_COSMETICS_CUSTOM_ANIMATIONS","Animations spéciales"
"TID_COSMETICS_CUSTOM_EFFECTS","Effets visuels"
"TID_COSMETICS_CUSTOM_SOUND","Effets sonores"
"TID_COSMETICS_CUSTOM_VO","Voix spéciale"
"TID_COSMETICS_CUSTOM_MUSIC","Musique personnalisée"
"TID_COSMETICS_CUSTOM_UNITS","Unités engendrées personnalisées"
"TID_COSMETICS_EXTRA_ANIMATIONS","Animations supplémentaires"
"TID_COSMETICS_EXTRA_EFFECTS","Effets supplémentaires"
"TID_COSMETICS_EXTRA_SOUNDS","Effets sonores supplémentaires"
"TID_COSMETICS_SKIN_FEATURES","Inclus avec ce skin :"
"TID_COSMETICS_SCENERY_FEATURES","Inclus avec ce décor :"
"TID_OBSTACLE_BIRTHDAY2021","Gâteau des 9 ans"
"TID_SAVAGE_KING","Roi sauvage"
"TID_JUNGLE_KING","Roi de la jungle"
"TID_JUNGLE_QUEEN","Reine de la jungle"
"TID_INFERNO_TOWN_SCENERY","Décor Base de guerre infernale"
"TID_SKIN_THEME_LNY","Skin du Nouvel An lunaire <year>"
"TID_SKIN_THEME_ANNIVERSARY","Skin anniversaire <year>"
"TID_SKIN_THEME_WORLDS","Skin du championnat du monde <year>"
"TID_BATTLEPASS_TASK_INFO_USE_BARBARIANS","Gagnez <num> étoiles en combat multijoueur en utilisant des barbares."
"TID_BATTLEPASS_TASK_INFO_USE_ARCHERS","Gagnez <num> étoiles en combat multijoueur en utilisant des archères."
"TID_BATTLEPASS_TASK_INFO_USE_GOBLINS","Gagnez <num> étoiles en combat multijoueur en utilisant des gobelins."
"TID_BATTLEPASS_TASK_INFO_USE_GIANTS","Gagnez <num> étoiles en combat multijoueur en utilisant des géants."
"TID_BATTLEPASS_TASK_INFO_USE_WALLBREAKERS","Gagnez <num> étoiles en combat multijoueur en utilisant des sapeurs."
"TID_BATTLEPASS_TASK_INFO_USE_LOONS","Gagnez <num> étoiles en combat multijoueur en utilisant des ballons."
"TID_BATTLEPASS_TASK_INFO_USE_WIZARDS","Gagnez <num> étoiles en combat multijoueur en utilisant des sorciers."
"TID_BATTLEPASS_TASK_INFO_USE_HEALERS","Gagnez <num> étoiles en combat multijoueur en utilisant des guérisseuses."
"TID_BATTLEPASS_TASK_INFO_USE_MINIONS","Gagnez <num> étoiles en combat multijoueur en utilisant des gargouilles."
"TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","Gagnez <num> étoiles en combat multijoueur en utilisant des chevaucheurs de cochon."
"TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","Gagnez <num> étoiles en combat multijoueur en utilisant des dragons."
"TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","Gagnez <num> étoiles en combat multijoueur en utilisant des P.E.K.K.As."
"TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","Gagnez <num> étoiles en combat multijoueur en utilisant des valkyries."
"TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","Gagnez <num> étoiles en combat multijoueur en utilisant des golems."
"TID_BATTLEPASS_TASK_INFO_USE_WITCHES","Gagnez <num> étoiles en combat multijoueur en utilisant des sorcières."
"TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","Gagnez <num> étoiles en combat multijoueur en utilisant des molosses de lave."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","Gagnez <num> étoiles en combat multijoueur en utilisant des bébés dragons."
"TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","Gagnez <num> étoiles en combat multijoueur en utilisant des boulistes."
"TID_BATTLEPASS_TASK_INFO_USE_MINERS","Gagnez <num> étoiles en combat multijoueur en utilisant des mineurs."
"TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","Utilisez des barbares enragés pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","Utilisez des archères furtives pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","Utilisez des bêta-gargouilles pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","Utilisez des géants boxeurs pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","Utilisez des bombardiers pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","Utilisez des charrettes à canon pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","Utilisez des ballons livreurs pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","Utilisez des bébés dragons pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","Utilisez des sorcières de la nuit pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","Gagnez <num> étoiles en combat des ouvriers avec des giga-P.E.K.K.A."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","Gagnez <num> étoiles en combat multijoueur en utilisant des démolisseurs."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","Gagnez <num> étoiles en combat multijoueur en utilisant des dirigeables de combat."
"TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","Gagnez <num> étoiles en combat multijoueur en utilisant des électro-dragons."
"TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","Utilisez des chevaucheurs du ciel pour gagner <num> étoiles en combat des ouvriers."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","Gagnez <num> combats multijoueurs en utilisant des yétis."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Gagnez <num> combats multijoueurs en utilisant des chasseuses de tête."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts d'invisibilité."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","Gagnez <num> combats multijoueurs en utilisant des sorts d'invisibilité."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de foudre."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de guérison."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de rage."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de saut."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de gel."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de clonage."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts d'empoisonnement."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de précipitation."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts sismiques."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts squelettiques."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","Gagnez <num> étoiles en combat multijoueur en utilisant des sorts de chauves souris."
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE","Braséro P.E.K.K.A"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE_INFO","Est-ce un feu de camp ? Une décoration pour le 9e anniversaire ? Un barbecue nouvelle génération ? Mystère !"
