"TID","CN"
"TID_BOB_TASK_TROOP_FLUFF","要建造一台与暴力毫不相干的机器人，却要先研究最可怕的部队。这要求好像挺奇怪的，确实奇怪。"
"TID_BOB_TASK_DEFENCE_FLUFF","建筑大师必须成功升级强大的防御，才能学会如何建造无比强大的建筑工人。"
"TID_BOB_TASK_HEROES_FLUFF","驾驭强大的英雄能让建筑大师获得有用的知识，从而将小博打造成强势而独立的机器人。"
"TID_BOB_UNLOCK_BUILDING_INFO","建筑大师最新发明的控制中心！全面升级后，小博会成为家乡村庄的又一位建筑工人！"
"TID_PER_WEEKEND","每周"
"TID_HOUSE_PART_UNLOCKED","部落营房该部分样式已解锁！"
"TID_FAMILY_FRIENDLY","全年龄部落"
"TID_FAMILY_FRIENDLY_INFO","全年龄部落通过更严格的聊天过滤机制来确保玩家安全。"
"TID_FAMILY_FRIENDLY_ENABLE_POPUP","全年龄部落通过更严格的聊天过滤机制来确保玩家安全。请注意：之后您将无法更改此设置。"
"TID_FAMILY_FRIENDLY_DISABLE_POPUP","全年龄部落通过更严格的聊天过滤机制来确保玩家安全。如果您更改此设置，部分玩家可能会被移出部落。请注意：之后您将无法更改此设置。"
"TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY","该部落仅对部分类型的账号开放，请您寻找其他部落加入。"
"TID_STREAM_EVENT_CHANGED_SETTINGS_PLAYERS_LEFT","部落设置已更新，部分玩家已离开部落。"
"TID_TOO_MANY_SHOVELED_OBSTACLES","可移动的障碍物数量已达上限，请先移除一个此类型障碍物。"
"TID_ONLY_FAMILY_FRIENDLY","仅限全年龄部落"
"TID_CAPITAL_HALL_LEVEL_STAT","都城大本营等级"
"TID_CAPITAL_UPGRADES","都城升级"
"TID_CLASHMAS_CAMPAIGN_TITLE","节日快乐"
"TID_POPUP_STORE_OBSTACLE","存放障碍物？"
"TID_POPUP_TEXT_STORE_OBSTACLE","<item>将被存放，可通过阵型编辑器再次摆放。"
"TID_BUILDER_BASE_BUTTON_STAR_BONUS_COUNTER","<progress>/<total>"
"TID_BUILDER_BASE_LEAGUE_TITLE","建筑大师基地联赛"
"TID_BUILDER_BASE_TROPHIES","建筑大师基地奖杯"
"TID_BUILDERHALL_LEVEL","<level>级建筑大师大本营"
"TID_SECOND_STAGE_FEATURE","深度探索"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION","深入黑暗洞穴进行建造！更多区域等您探索和进攻！"
"TID_OTTO_FEATURE","奥仔"
"TID_OTTO_FEATURE_DESCRIPTION","建筑大师造了一个机器人当帮手，协助他在建筑大师基地的工作。"
"TID_BB_RESULTS_REWARDS","奖励："
"TID_BB_STAR_BONUS_POPUP_TEXT","收到的胜利之星奖励："
"TID_BB_STAR_BONUS_POPUP_TITLE","胜利之星奖励！"
"TID_BUILDER_HALL_1_INFO_SHORT","这里是你漂洋过海开启新旅程的地方，也是建筑大师的家。"
"TID_CHARACTER_INFO_RAGED_BARBARIAN_SHORT","更快、更狂暴、更多口水！"
"TID_CANNON2_INFO_SHORT","经典回归。东西又没坏，为什么要修理？"
"TID_BUILDER_HALL_2_INFO_SHORT","弓箭手来了......还是说她们一直藏在这里？"
"TID_CHARACTER_INFO_SNEAKY_ARCHER_SHORT","比狙击敌方防御更厉害的是什么？当然是狙击时还会隐身。"
"TID_DOUBLE_CANNON_INFO_SHORT","双筒输出，火力超强。"
"TID_ARCHER_TOWER2_INFO_SHORT","防御建筑，可在快速攻击和远程攻击两种模式间切换。"
"TID_PUSHER_INFO_SHORT","打乱进攻者精心制定的计划。"
"TID_BUILDER_HALL_3_INFO_SHORT","清理障碍物、建造超赞的新建筑，扩大您的基地！"
"TID_CHARACTER_INFO_IRONFIST_GIANT_SHORT","部落拳击联赛超重量级冠军选手。"
"TID_CHARACTER_INFO_TOXIC_MINION_SHORT","一群发着绿光的亡灵在派发免费礼物。"
"TID_TESLA_TOWER2_INFO_SHORT","电你个措手不及。"
"TID_AIR_DEFENSE_SMALL_INFO_SHORT","发射一连串燃烧的小型火箭，攻击敌方飞行单位。"
"TID_BUILDING_CRUSHER_INFO_SHORT","如果你看得清这行字，那说明你站太近了。"
"TID_TRAP_EJECTOR_INFO_SHORT","给弹簧复位是村民们最不喜欢做的事情。"
"TID_ADVANCED_TRAP_INFO_SHORT","一枚等待敌人靠近的定时炸弹。"
"TID_BUILDER_HALL_4_INFO_SHORT","可使用时光钟楼加速时间，还可在战斗中炸翻敌人。"
"TID_CHARACTER_INFO_BOMBER_SHORT","一个喜欢炸弹讨厌城墙的兵种。"
"TID_CHARACTER_INFO_BABY_DRAGON2_SHORT","没人想让这个暴脾气宝宝打嗝。"
"TID_GUARD_POST_INFO_SHORT","他们说，加入守卫岗哨；他们说，去看看世界。"
"TID_AIR_DEFENSE2_INFO_SHORT","像蝴蝶一样飞舞，像炸弹一样爆炸。"
"TID_ADVANCED_MEGA_TRAP_INFO_SHORT","是哪个狡猾的人设计出了这么大的炸弹？"
"TID_BUILDER_HALL_5_INFO_SHORT","引进更多先进的建筑技术。"
"TID_WARMACHINE_INFO_SHORT","建筑大师穿着这身蒸汽驱动的装备，威风凛凛地走上战场。"
"TID_CHARACTER_INFO_MOVING_CANNON_SHORT","一台加农炮战车能运载多少门加农炮？"
"TID_MULTI_MORTAR_INFO_SHORT","可发射多枚炮弹进行密集轰炸。"
"TID_BUILDER_HALL_6_INFO_SHORT","该去看看那块巨石后面有什么了。"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION_SHORT","之前漂洋过海，现在深入地底，是时候开启地底的建造和战斗啦！"
"TID_CHARACTER_INFO_DARK_WITCH_SHORT","有蝙蝠陪着，你永远不会感到孤单。"
"TID_FLAMER_INFO_SHORT","炙烤战场，是敌人的梦魇。请自带棉花糖。"
"TID_BUILDER_HALL_7_INFO_SHORT","骷髅兵登场，附赠骷髅兵解决方案。"
"TID_INFO_BALLOON_CARRIER_SHORT","组装骷髅气球可能需要大伙一起努力。"
"TID_GIANT_CANNON_INFO_SHORT","一门巨大的加农炮，可轻易射穿生命值较低的部队。"
"TID_BUILDER_HALL_8_INFO_SHORT","电力十足的全新大本营。"
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA_SHORT","这个无比强大的皮卡超人步伐沉重，听脚步声就让人害怕。"
"TID_MEGA_TESLA_INFO_SHORT","\q超级\q指的是\q超级高压\q。"
"TID_BUILDER_HALL_9_INFO_SHORT","稍微建造一下，即可拥有巨大的摧毁力。"
"TID_OTTO_FEATURE_DESCRIPTION_SHORT","一个不知疲倦、热爱建造的机器人。"
"TID_CHARACTER_INFO_HOG_GLIDER_SHORT","像鸟一样自由，像野猪一样快乐。"
"TID_LAVA_LAUNCHER_INFO_SHORT","喷熔岩还是要比喷火焰强点。"
"TID_BUILDER_HALL_10_INFO_SHORT","坚定信念。"
"TID_BUILDING_REINFORCEMENT_CAMP","预备营"
"TID_REINFORCEMENT_CAMP_INFO","进入相应区域后，预备营会提供增援助您一臂之力。"
"TID_BB_LOOT_CART_POPUP_TITLE","圣水车"
"TID_BB_LOOT_CART_POPUP_TEXT","已收集防御奖励"
"TID_BB_LOOT_CART_ALL_COLLECTED","防御奖励："
"TID_BB_START_ATTACK_POPUP_TITLE","开始进攻"
"TID_BB_START_ATTACK_ALL_BUILDINGS_READY","所有防御准备就绪"
"TID_BB_LEAGUE_MAX_ELIXIR_REWARD","防御奖励上限："
"TID_BB_LEAGUE_THREE_STARS_PREFIX","3"
"TID_REPORT_PROFILE_IMAGE","举报头像"
"TID_REPORT_PROFILE_IMAGE_TEXT","确定要以头像不合适为由举报<name>吗？"
"TID_REPORT_PROFILE_IMAGE_NOTIFICATION","已举报该头像！"
"TID_LEAGUE_WOOD5","木头联赛5"
"TID_LEAGUE_WOOD4","木头联赛4"
"TID_LEAGUE_WOOD3","木头联赛3"
"TID_LEAGUE_WOOD2","木头联赛2"
"TID_LEAGUE_WOOD1","木头联赛1"
"TID_LEAGUE_WOOD5_SHORT","木头5"
"TID_LEAGUE_WOOD4_SHORT","木头4"
"TID_LEAGUE_WOOD3_SHORT","木头3"
"TID_LEAGUE_WOOD2_SHORT","木头2"
"TID_LEAGUE_WOOD1_SHORT","木头1"
"TID_LEAGUE_CLAY5","黏土联赛5"
"TID_LEAGUE_CLAY4","黏土联赛4"
"TID_LEAGUE_CLAY3","黏土联赛3"
"TID_LEAGUE_CLAY2","黏土联赛2"
"TID_LEAGUE_CLAY1","黏土联赛1"
"TID_LEAGUE_CLAY5_SHORT","黏土5"
"TID_LEAGUE_CLAY4_SHORT","黏土4"
"TID_LEAGUE_CLAY3_SHORT","黏土3"
"TID_LEAGUE_CLAY2_SHORT","黏土2"
"TID_LEAGUE_CLAY1_SHORT","黏土1"
"TID_LEAGUE_STONE5","石头联赛5"
"TID_LEAGUE_STONE4","石头联赛4"
"TID_LEAGUE_STONE3","石头联赛3"
"TID_LEAGUE_STONE2","石头联赛2"
"TID_LEAGUE_STONE1","石头联赛1"
"TID_LEAGUE_STONE5_SHORT","石头5"
"TID_LEAGUE_STONE4_SHORT","石头4"
"TID_LEAGUE_STONE3_SHORT","石头3"
"TID_LEAGUE_STONE2_SHORT","石头2"
"TID_LEAGUE_STONE1_SHORT","石头1"
"TID_LEAGUE_COPPER5","红铜联赛5"
"TID_LEAGUE_COPPER4","红铜联赛4"
"TID_LEAGUE_COPPER3","红铜联赛3"
"TID_LEAGUE_COPPER2","红铜联赛2"
"TID_LEAGUE_COPPER1","红铜联赛1"
"TID_LEAGUE_COPPER5_SHORT","红铜5"
"TID_LEAGUE_COPPER4_SHORT","红铜4"
"TID_LEAGUE_COPPER3_SHORT","红铜3"
"TID_LEAGUE_COPPER2_SHORT","红铜2"
"TID_LEAGUE_COPPER1_SHORT","红铜1"
"TID_LEAGUE_BRASS3","黄铜联赛3"
"TID_LEAGUE_BRASS2","黄铜联赛2"
"TID_LEAGUE_BRASS1","黄铜联赛1"
"TID_LEAGUE_BRASS3_SHORT","黄铜3"
"TID_LEAGUE_BRASS2_SHORT","黄铜2"
"TID_LEAGUE_BRASS1_SHORT","黄铜1"
"TID_LEAGUE_IRON3","精铁联赛3"
"TID_LEAGUE_IRON2","精铁联赛2"
"TID_LEAGUE_IRON1","精铁联赛1"
"TID_LEAGUE_IRON3_SHORT","精铁3"
"TID_LEAGUE_IRON2_SHORT","精铁2"
"TID_LEAGUE_IRON1_SHORT","精铁1"
"TID_LEAGUE_STEEL3","坚钢联赛3"
"TID_LEAGUE_STEEL2","坚钢联赛2"
"TID_LEAGUE_STEEL1","坚钢联赛1"
"TID_LEAGUE_STEEL3_SHORT","坚钢3"
"TID_LEAGUE_STEEL2_SHORT","坚钢2"
"TID_LEAGUE_STEEL1_SHORT","坚钢1"
"TID_LEAGUE_TITANIUM3","钛金联赛3"
"TID_LEAGUE_TITANIUM2","钛金联赛2"
"TID_LEAGUE_TITANIUM1","钛金联赛1"
"TID_LEAGUE_TITANIUM3_SHORT","钛金3"
"TID_LEAGUE_TITANIUM2_SHORT","钛金2"
"TID_LEAGUE_TITANIUM1_SHORT","钛金1"
"TID_LEAGUE_PLATINUM3","铂金联赛3"
"TID_LEAGUE_PLATINUM2","铂金联赛2"
"TID_LEAGUE_PLATINUM1","铂金联赛1"
"TID_LEAGUE_PLATINUM3_SHORT","铂金3"
"TID_LEAGUE_PLATINUM2_SHORT","铂金2"
"TID_LEAGUE_PLATINUM1_SHORT","铂金1"
"TID_LEAGUE_EMERALD3","绿宝石联赛3"
"TID_LEAGUE_EMERALD2","绿宝石联赛2"
"TID_LEAGUE_EMERALD1","绿宝石联赛1"
"TID_LEAGUE_EMERALD3_SHORT","绿宝石3"
"TID_LEAGUE_EMERALD2_SHORT","绿宝石2"
"TID_LEAGUE_EMERALD1_SHORT","绿宝石1"
"TID_LEAGUE_RUBY3","红宝石联赛3"
"TID_LEAGUE_RUBY2","红宝石联赛2"
"TID_LEAGUE_RUBY1","红宝石联赛1"
"TID_LEAGUE_RUBY3_SHORT","红宝石3"
"TID_LEAGUE_RUBY2_SHORT","红宝石2"
"TID_LEAGUE_RUBY1_SHORT","红宝石1"
"TID_LEAGUE_DIAMOND","钻石联赛"
"TID_LEAGUE_DIAMOND_SHORT","钻石"
"TID_HERO_BATTLE_COPTER","战斗直升机"
"TID_HERO_INFO_BATTLE_COPTER","快上直升机！建筑大师厌倦了锤城墙，于是他发明了可以飞跃城墙的新一代飞行器。战斗直升机可从远处发射威力巨大的炮弹，也可以使用爆弹冲锋技能靠近目标发动奇袭。"
"TID_HERO_ABILITY_BATTLE_COPTER","爆弹冲锋"
"TID_HERO_ABILITY_BATTLE_COPTER_DESC","战斗直升机冲向目标，投掷一枚威力十足的炸弹。在一声悦耳的巨响过后，该目标及其周围的一切都会遭到巨大的破坏。充能越满，炸弹的范围伤害越高！"
"TID_CHARGED_PEKKA_ABILITY_HELP","激活时会引发大爆炸，造成<num>伤害。"
"TID_ELECTROFIRE_WIZARD","电火法师"
"TID_ELECTROFIRE_WIZARD_INFO","作为精通魔法的时尚达人，电火法师既可释放烈火焚烧单一目标，也可使用超强电流电击多重目标。"
"TID_ACTIVE_ABILITY","主动技能"
"TID_PASSIVE_ABILITY","被动技能"
"TID_CANNON_CART_MORTAR_MODE","迫击炮模式"
"TID_ELECTROFIRE_WIZ_ELECTRO_MODE","电击模式"
"TID_RECOVERY_BUILDING","治疗小屋"
"TID_RECOVERY_BUILDING_INFO","按照建筑大师祖母的秘方，熬制一大锅丰盛又美味的汤。在进攻下一区域前，部队喝些汤可恢复部分生命值。"
"TID_HEALTH_RECOVERY","生命值恢复：<number>%"
"TID_STAGE_BUILD_LIMIT_REACHED_DEFENSE","您已拥有<number>个防御建筑，已达第<stage>区域上限。"
"TID_STAGE_BUILD_LIMIT_REACHED_TRAP","您已拥有<number>个陷阱，已达第<stage>区域上限。"
"TID_STAGE_BUILD_LIMIT_REACHED","您已拥有<number>个<name>，已达第<stage>区域上限。"
"TID_FORCED_TO_STAGE","必须在第<stage>区域放置<name>。"
"TID_BUILDING_OTTOS_OUTPOST","奥仔哨站"
"TID_BUILDING_OTTOS_OUTPOST_INFO","奥仔的家，也是第2区域的主要建筑，里面可能还有其他好斗的机器人。\n\n在进攻中摧毁奥仔哨站可额外获得一颗胜利之星。"
"TID_BB_BATTLE_LOG_VICTORY","胜利！"
"TID_BB_BATTLE_LOG_DEFEAT","失败"
"TID_BB_BATTLE_LOG_PERFECT","堪称完美！"
"TID_BATTLE_BUILDER_FEATURE","防守建筑工人"
"TID_BATTLE_BUILDER_FEATURE_DESC","建筑工人们不再袖手旁观，他们将小屋武装起来，并在战斗中走出小屋修复建筑！"
"TID_BB_LEAGUE_ITEM_STAR_BONUS_REWARD","胜利之星奖励："
"TID_BB_LEAGUE_ITEM_REQUIRED_STARS","所需胜利之星："
"TID_BB_LEAGUE_DETAILS_TITLE","<name>奖励"
"TID_BB_LEAGUE_DETAILS_ATTACK_COLUMN","进攻"
"TID_BB_LEAGUE_DETAILS_DEFENCE_COLUMN","防御"
"TID_BB_LEAGUE_DETAILS_STARS_COLUMN","胜利之星"
"TID_BB_BATTLE_LOG_REPLAY_BUTTON","回放"
"TID_BB_BATTLE_LOG_SHARE_BUTTON","分享"
"TID_BUILDING_XBOW2","十字连弩"
"TID_BUILDING_XBOW2_INFO","十字连弩会发射威力巨大的弩箭。您可将十字连弩设置为攻击地面单位，或攻击空中单位。"
"TID_BOB_FEATURE","小博"
"TID_BOB_FEATURE_DESCRIPTION","一个不知疲倦的机器人，也是家乡村庄建筑工人的朋友。绝对不会有人怀疑它的身份。"
"TID_CHARACTER_BABY_DRAGON_ACTIVE","烈焰喷嚏"
"TID_CHARACTER_BABY_DRAGON_ACTIVE_INFO","激活时喷出一团火焰，造成<num>伤害。"
"TID_CHARACTER_GIANT_ACTIVE","拳手格挡"
"TID_CHARACTER_GIANT_ACTIVE_INFO","激活时格挡所有伤害，持续<num>秒。"
"TID_CHARACTER_CHANGE_MODE_ACTIVE","模式切换"
"TID_CHARACTER_CANNON_CART_ACTIVE_INFO","激活时可在炮车和迫击炮两种模式间切换。"
"TID_ABILITY_COOLDOWN","冷却时间<number>秒"
"TID_GEM_MINE_INFO_SHORT","从地下开采珍贵宝石。"
"TID_CLOCK_TOWER_INFO_SHORT","利用发条的魔力操控时间。"
"TID_REINFORCEMENT_CAMP_INFO_SHORT","迟到总比不到好！进攻完第1区域后提供部队增援。"
"TID_BUILDING_OTTOS_OUTPOST_INFO_SHORT","每个优秀的基地都有大本营，这里的大本营由奥仔负责。"
"TID_RECOVERY_BUILDING_INFO_SHORT","在进攻第2区域前，美味的浓汤能帮助部队恢复元气。"
"TID_ELECTROFIRE_WIZARD_INFO_SHORT","最伟大的法师能熟练使用两种法术，当然还要有两身行头。"
"TID_HERO_INFO_BATTLE_COPTER_SHORT","探索地底需要一台飞行器，这很合理。"
"TID_BUILDING_XBOW2_INFO_SHORT","既可击溃地面敌军，也可消灭空中单位。"
"TID_CHARACTER_ELECTROFIRE_WIZARD_ACTIVE_INFO","激活时可在烈火和电击模式间切换。"
"TID_BB_LOOT_CART_EMPTY_LIST_TEXT","暂无全新防御奖励。您每发起一次进攻都会进行一次防御。"
"TID_BB_STAR_BONUS_MULTIPLIER","<mult>倍胜利之星奖励加成！"
"TID_ARMY_CAMPS","首发："
"TID_REINFORCEMENT_CAMPS","预备："
"TID_REINFORCEMENT_CAMPS_UNLOCK_BH","解锁于\n建筑大师大本营6级"
"TID_CHARGE_LEVEL","充能等级<number>"
"TID_CANNON_CART_MORTAR_MODE_UPGRADE_INFO","迫击炮模式下的伤害提升至<num>"
"TID_TUTORIAL_GOLD_EARNING_GETTING_STARS","首领，您的进攻非常精彩！获胜和赢取胜利之星很重要。"
"TID_TUTORIAL_GOLD_EARNING_LEAGUES","获得的奖杯越多，联赛段位越高。"
"TID_TUTORIAL_GOLD_EARNING_LEAGUES_AND_STARS","联赛段位越高，每颗胜利之星提供的金币奖励就越多！"
"TID_TUTORIAL_ELIXIR_CART_1","我们被攻击了，来看看我们的防御有多出色吧！"
"TID_TUTORIAL_ELIXIR_CART_2","好的防御和好的进攻同样重要！这很公平！"
"TID_TUTORIAL_ELIXIR_CART_3","防御时，每阻止对手获得一颗胜利之星都可赢得圣水奖励。"
"TID_TUTORIAL_ELIXIR_CART_4","收集圣水，充分发挥它们的作用！"
"TID_TUTORIAL_STAGE_2_INTRO","呃，这个你应该知道。"
"TID_TUTORIAL_SHOW_STAGE_2_1","我抡锤子抡得有点忘乎所以了......"
"TID_TUTORIAL_SHOW_STAGE_2_2","然后就发现了这个全新的洞穴，就等着放点东西进去了。"
"TID_TUTORIAL_SHOW_STAGE_2_3","我还在里面建造了一些东西，让它看起来像个家。"
"TID_TUTORIAL_OUTPOST_INTRO_1","奥仔就住在这个建筑里。"
"TID_TUTORIAL_OUTPOST_INTRO_2","噢，奥仔是谁？"
"TID_TUTORIAL_OUTPOST_INTRO_3","他是我造出来的小机器人，给我帮忙的。打个招呼，奥仔！"
"TID_TUTORIAL_OUTPOST_INTRO_4","......"
"TID_TUTORIAL_OUTPOST_INTRO_5","好吧，他可能不会打招呼......但他锤子抡得可好啦！"
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_1","我觉得要进攻两个区域还是挺难的。"
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_2","我不是在说你不擅长进攻，嗯，我不是那个意思。"
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_3","但要是在进攻第二个区域时有增援，你应该能打得更好！"
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_4","就由你来决定如何使用它们吧！"
"TID_BB_STAR_BONUS_COOLDOWN","胜利之星奖励需等待：<time>"
"TID_OBSTACLE_ROOT","树根"
"TID_OBSTACLE_ROOT_LARGE","大树根"
"TID_OBSTACLE_ROOT_SMALL","小树根"
"TID_OBSTACLE_POND","池塘"
"TID_OBSTACLE_POND_LARGE","大池塘"
"TID_POPUP_EDIT_MODE_COLLECT_STAGE","确定要收起第<stage>区域的所有建筑吗？"
"TID_STAGE","第<stage>区域"
"TID_ZAPPY","电击车"
"TID_ZAPPY_INFO","电击车永远充满能量，随时做好防御准备！谁要敢来破坏哨站，它们会立马释放能量发动电击！"
"TID_LOCAL_NOTIFICATION_BUILDER_STAR_BONUS_READY","可以赢取胜利之星奖励啦，快前往建筑大师基地发起进攻吧！"
"TID_TUTORIAL_ARTO_COMPLETE_4","我现在就派他去你的村庄帮忙。"
"TID_TUTORIAL_ARTO_COMPLETE_5","他们应该不会发现异常吧？"
"TID_STAGE_LIMIT_EDIT_MODE_DEFENSE","防御：<cur>/<max>"
"TID_STAGE_LIMIT_EDIT_MODE_TRAP","陷阱：<cur>/<max>"
"TID_STAGE_LIMIT_EDIT_MODE","<name>：<cur>/<max>"
"TID_BOOKS_OF_CLASH","冲突与战争"
"TID_MASTER_BUILDER'S_RETURN","建筑大师回归"
"TID_CLANGAMES_TASK_DESTROY_BB_OUTPOST","奥仔哨站破坏者"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_OUTPOST","在建筑大师基地战斗中摧毁<num>个<building>。"
"TID_CLANGAMES_TASK_DESTROY_BB_XBOW","终结十字连弩"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_XBOW","在建筑大师基地战斗中摧毁<num>个<building>。"
"TID_CLANGAMES_TASK_DESTROY_BB_HEALINGHUT","摧毁治疗小屋"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_HEALINGHUT","在建筑大师基地战斗中摧毁<num>个<building>。"
"TID_CLANGAMES_TASK_USE_ELECTROFIREWIZARD","电火交加"
"TID_BATTLEPASS_TASK_INFO_USE_ELECTROFIREWIZARD","使用电火法师在建筑大师基地战斗中赢得<num>颗胜利之星。"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ELECTROFIREWIZARD","多元素胜利"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ELECTROFIREWIZARD","使用<num2>个电火法师在<num>场建筑大师基地战斗中赢得一颗胜利之星。"
"TID_BUILDER_BASE_CAMPAIGN_TITLE","大狂欢挑战"
"TID_OBSTACLE_POND_OVERGROWN","枝蔓池塘"
"TID_DARKAGES_QUEEN","黑暗时代女皇"
"TID_LUNAR_QUEEN","如意兔女皇"
"TID_BEAST_KING","野兽蛮王"
"TID_VALENTINES_QUEEN","猎心女皇"
"TID_MAGIC_THEATRE_SCENERY","魔法剧院"
"TID_GOBLIN_QUEEN","哥布林女皇"
"TID_LEAGUE_KING","联赛蛮王"
"TID_PAINTER_SCENERY","缤纷乐园"
"TID_PAINTER_KING","粉刷匠蛮王"
"TID_PAINTER_QUEEN","粉刷匠女皇"
"TID_PAINTER_WARDEN","粉刷匠守护者"
"TID_PAINTER_CHAMPION","粉刷匠战神"
"TID_DARKAGES_WARDEN","黑暗时代守护者"
"TID_DARKAGES_CHAMPION","黑暗时代战神"
"TID_DARK_AGES_SCENERY","黑暗时代"
"TID_ARMOREDMACHINE","装甲机器"
"TID_DECO_PAINTED_BABY_DRAGON","炫彩飞龙宝宝雕像"
"TID_DECO_DARK_AGES_DRAGON","飞龙奖杯"
"TID_DECO_DARK_AGES_DRAGON_INFO","一座眼中冒火、口吐烈焰的凶狠雕像，凭借其强大的气场守护村庄。"
"TID_UNIT_ABILITY_COOLDOWN_ACTIVE","您需要稍等片刻才能再次使用该部队技能！"
"TID_CHANGE_HEROES","更换英雄"
"TID_ELECTROFIRE_WIZ_ELECTRO_MODE_UPGRADE_INFO","电击模式下，对每个目标造成的每秒伤害为<num>"
"TID_BB_DEFENCE_REWARD_CANT_COLLECT","没有可收集的奖励"
"TID_BOOSTER_ALL_HEROES_LOCKED","您需要先解锁一位英雄才能使用英雄药水"
"TID_BB_BATTLE_LOG_ONGOING_ATTACK","有人正在攻击您！"
"TID_BUILDING_REQUIRED","需要<building>"
"TID_CAN_COPY_ONLY_SAME_BH_TO_YOUR_OWN","无法复制建筑大师大本营等级不同的阵型。"
"TID_OBSTACLE_BIRTHDAY2023","11周岁生日蛋糕"
"TID_CHARACTER_APPRENTICE_WARDEN","守护者学徒"
"TID_CHARACTER_APPRENTICE_WARDEN_INFO","虽然守护者学徒雄心勃勃，但他只是一位学徒，所以他只能使用神奇的生命光环和没那么神奇的弹弓助部队一臂之力。"
"TID_CHARACTER_SUPER_HOG_RIDER","超级野猪骑士"
"TID_CHARACTER_SUPER_HOG_RIDER_INFO","野猪和骑士这对可怕的组合如今实力更加强劲。他们既可一起冲锋陷阵，也能分开行动，继续并肩作战。"
"TID_SUPER_HOG_RIDER_ABILITY","分头作战"
"TID_SUPER_HOG_RIDER_ABILITY_INFO","被击倒后，野猪和骑士会分开，成为相互独立的部队。"
"TID_CHARACTER_HOGLESS_RIDER","超猛骑士"
"TID_CHARACTER_HOGLESS_RIDER_INFO","没有野猪的骑士依旧势不可挡，他会抡起锤子攻击所有周围的目标。"
"TID_CHARACTER_RIDERLESS_HOG","超猛野猪"
"TID_CHARACTER_RIDERLESS_HOG_INFO","没有骑士的野猪也能跃过城墙、攻击防御建筑。所以骑士一开始存在的意义是什么？"
"TID_BOOSTER_PET_POTION","战宠药水"
"TID_BOOSTER_PET_POTION_INFO","要想战宠的皮毛看起来健康有光泽，战宠药水必不可少。战宠药水可使战宠的升级速度提升至原来的<multiplier>倍，持续<time>。"
"TID_BOOSTER_PET_POTION_ALT_2_LINE","战宠药水"
"TID_BOOSTER_PET_POTION_OFFER_INFO","<num>瓶战宠药水 - 战宠的升级速度提升至原来的<multiplier>倍，持续<time>。"
"TID_BOOSTER_STAR_POTION","建筑大师星瓶"
"TID_BOOSTER_STAR_POTION_INFO","打破这个装满星星的易碎瓶子，可立即激活建筑大师基地的胜利之星奖励。"
"TID_BOOSTER_STAR_POTION_ALT_2_LINE","建筑大师星瓶"
"TID_BOOSTER_STAR_POTION_OFFER_INFO","<num>个建筑大师星瓶 - 可立即激活建筑大师基地的胜利之星奖励。"
"TID_BP_PERK_SAVINGS_PAYOUT_BB","建筑大师资源箱"
"TID_BP_PERK_SAVINGS_PAYOUT_BB_DESC","您在建筑大师基地通过进攻和防守获得战利品时，您的建筑大师资源箱会发挥神奇功效同时存入资源。月度挑战结束时，这些资源将转存到您的资源仓库。"
"TID_BP_PERK_AUTO_FORGE","自动铸币栏位"
"TID_BP_PERK_AUTO_FORGE_DESC","在铸币坊解锁一个额外栏位，在该栏位铸造不需要建筑工人，且所需资源减半。"
"TID_BP_PERK_AUTO_FORGE_DESC_STARTER","铸币坊中的一个额外栏位，在该栏位铸造不需要建筑工人，且所需资源减半。"
"TID_BP_PERK_SAVINGS_MULTIPLIER","月度挑战资源箱加成"
"TID_BP_PERK_SAVINGS_MULTIPLIER_DESC","存入月度挑战资源箱中的资源数量为所获得战利品的<num>倍。"
"TID_BP_PERK_SAVINGS_MULTIPLIER_BB","建筑大师资源箱加成"
"TID_BP_PERK_SAVINGS_MULTIPLIER_BB_DESC","存入建筑大师资源箱中的资源数量为所获得战利品的<num>倍。"
"TID_BP_BUILDER_SEASON_BANK_INCREASE","建筑大师资源箱容量提升至\n建筑大师金币：<builderGold>\n建筑大师圣水：<builderElixir>"
"TID_BP_PERK_MULTIPLIER","<num>倍\n<perk>"
"TID_BP_SEASON_BANK_MULTIPLIER","更快填满"
"TID_AUTO_FORGE_UNLOCKED","自动铸币栏位已解锁"
"TID_BP_BANK_INFO","月度挑战结束时，资源箱中的资源将转存到您的资源仓库。"
"TID_AUTO_FORGE_SLOT_UNLOCKS","解锁需使用："
"TID_CONFIRM_SUPER_TROOP_CANCEL_TITLE","取消强化？"
"TID_CONFIRM_SUPER_TROOP_CANCEL_TEXT","确定要取消已启用的超级部队吗？剩余强化时间不会返还任何费用。"
