"TID","AR"
"TID_TENCENT_LOGIN_PROMPT_UNBLOCKED_WECHAT","طبقًا لآخر قواعد الحماية من الإدمان، لن يكون بإمكانك إتمام عملية التحقق من الهوية عند تسجيل الدخول عبر حساب ضيف، وستكون مدة اللعب المسموح بها محدودة في ساعة واحدة كل 15 يومًا.\n\nسبق تسجيل حسابك عبر WeChat. لضمان الاستمتاع بأفضل تجربة لعب، ننصحك بشدة بتسجيل الدخول مجددًا عبر WeChat وإتمام عملية التحقق من الهوية."
"TID_TENCENT_LOGIN_PROMPT_BLOCKED_WECHAT","طبقًا لآخر قواعد الحماية من الإدمان، لن يكون بإمكانك إتمام عملية التحقق من الهوية عند تسجيل الدخول عبر حساب ضيف، وستكون مدة اللعب المسموح بها محدودة في ساعة واحدة كل 15 يومًا.\n\nسبق تسجيل حسابك عبر WeChatِ. للاستمرار في اللعب، ننصحك بشدة بتسجيل الدخول مجددًا عبر WeChat وإتمام عملية التحقق من الهوية."
"TID_SHARE_SCID_ACTION_BUTTON","مشاركة Supercell ID"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_TENCENT_ID","تم العثور على قرية الزعيم <name> بقاعة مدينة من المستوى <number>! أتريد تحميلها بتسجيل الدخول عبر حساب WeChat أو QQ المسجل؟"
"TID_TENCENT_AUTH_SUCCESS","تمت المصادقة بنجاح"
"TID_TENCENT_AUTH_FAILED","لقد ألغيت مصادقة تسجيل الدخول."
"TID_OBSTACLE_HALLOWEEN2020","التابوت الفارغ"
"TID_GRAND_WARDEN_GLADIATOR","الآمر المبارز"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1","نظرًا لأنك لم تتمم عملية التحقق من الهوية، فأنت مقيد بنظام الحماية من الإدمان. لا يُسمح لك بتسجيل الدخول بين الساعة 10 مساءً والساعة 8 صباحًا من اليوم التالي. زر موقعنا الإلكتروني الرسمي لإتمام التحقق من الهوية. يمكنك محاولة تسجيل الدخول لاحقًا بعد إتمام عملية التحقق من الهوية."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2","نظرًا لأنك لم تتمم عملية التحقق من الهوية، فأنت مقيد بنظام الحماية من الإدمان. بلغت الحد الأقصى للعب المسموح به يوميًا خلال العطلات الرسمية، وهو 3 ساعات. زر موقعنا الإلكتروني الرسمي لإتمام التحقق من الهوية. يمكنك محاولة تسجيل الدخول لاحقًا بعد إتمام عملية التحقق من الهوية."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3","نظرًا لأنك لم تتمم عملية التحقق من الهوية، فأنت مقيد بنظام الحماية من الإدمان.بلغت الحد الأقصى للعب المسموح به يوميًا، وهو ساعة ونصف. زر موقعنا الإلكتروني الرسمي لإتمام التحقق من الهوية. يمكنك محاولة تسجيل الدخول لاحقًا بعد إتمام عملية التحقق من الهوية."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","نظرًا لأنك لم تتمم عملية التحقق من الهوية، فأنت مقيد بنظام الحماية من الإدمان. تبقت أمامك <MINS> د للعب اليوم."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1","نظرًا لأنك لم تتمم عملية التحقق من الهوية، فأنت مقيد بنظام الحماية من الإدمان. لا يسمح لك بتسجيل الدخول بين الساعة 10 مساءً والساعة 8 صباحًا من اليوم التالي."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. بلغت الحد الأقصى للعب المسموح به يوميًا خلال العطلات الرسمية، وهو 3 ساعات."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. بلغت الحد الأقصى للعب المسموح به يوميًا، وهو ساعة ونصف."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","نظرًا لأنك قاصر، فأنت مقيد بنظام الحماية من الإدمان. تبقت أمامك <MINS> د للعب اليوم."
"TID_ANTIADDICTION_WARNING_TITLE","تحذير"
"TID_VISIT_FAILED","تعذرت زيارة القرية. يُرجى إعادة المحاولة لاحقًا."
"TID_VISIT_FAILED_RESTRICTED","تتعذر زيارة هذه القرية."
"TID_PLAYER_SEARCH_RESTRICTED","تعذر تحميل ملف اللاعب."
"TID_ATTACK_FAIL_RESTRICTED","يتعذر الهجوم على هذه القرية."
"TID_CHALLENGE_FAIL_RESTRICTED","تعذر بدء التحدي."
"TID_GUEST_LOGIN_IAP_BLOCKED","حسب آخر قواعد الحماية من الإدمان، لا يسمح لك بإجراء عمليات شراء داخل اللعبة خلال تسجيلك الدخول بحساب ضيف. لضمان توفير أفضل تجربة لعب، ننصح بشدة بتسجيل الدخول باستخدام QQ أو WeChat، وإتمام عملية التحقق من الهوية. يمكنك ربط حسابك بـ WeChat أو QQ من إعدادات اللعبة إذا كنت قد سجلت الدخول بحساب ضيف."
"TID_CHAMPION_KING","الملك البطل"
"TID_ADD_FRIENDS_INFO_REQUESTS_YP","أضف أصدقاء في اللعبة عبر الملف الشخصي للاعب."
"TID_SUPER_WIZARD_INFO","الساحر الخارق مشحون بالطاقة السحرية الإيجابية. لا يقدر أحد على معارضته أو الوقوف في وجهه، وإلا ناله عقابه القاسي."
"TID_SUPER_WIZARD_ABILITY_NAME","السحر المتسلسل"
"TID_SUPER_WIZARD_ABILITY_HELP","تنط الكرة النارية الجديدة المدهشة التي يطلقها الساحر الخارق، فتضرب الأهداف القريبة."
"TID_ICE_PUP","جرو الجليد"
"TID_ICE_PUP_INFO","هذه الجراء غير عادية. لا تتوقع منها اللطف أو الوفاء؛ فقد تجمدت مشاعرها بفعل قواها الجليدية. ستبطئ هجماتها الأعداء."
"TID_ICE_HOUND_INFO","كلب الجليد مستعد دائمًا للقتال مهما اشتد حره."
"TID_ICE_HOUND_ABILITY_NAME","تجميد الجليد"
"TID_ICE_HOUND_ABILITY_INFO","تبطئ هجمات كلب الجليد الأهداف. يجمد كلب الجليد كل ما حوله عندما يُهزم."
"TID_BUTTON_VIEW_SKIN","عرض المظهر"
"TID_TOO_MANY_TRAINED_SUPER_TROOPS","لديك عدد كبير من القوى الخارقة المدربة بالفعل.\n\nاستخدم تلك القوات أو أزلها أولاً."
"TID_BOOSTER_SUPER_POTION","الجرعة الخارقة"
"TID_BOOSTER_SUPER_POTION_INFO","إكسير ظلام في صورة ذهبية جذابة. المشروب الأمثل للمشاركة مع أعز الأصدقاء. تسمح الجرعة الخارقة بتعزيز إحدى القوات لتتحول إلى نسختها الخارقة لمدة 3 أيام."
"TID_BOOSTER_SUPER_POTION_OFFER_INFO","<num> من الجرعات الخارقة: عزز إحدى القوات لتتحول إلى نسختها الخارقة لمدة 3 أيام."
"TID_BOOSTER_SUPER_POTION_ALT_2_LINE","الجرعة الخارقة"
"TID_OPTIONAL_AVAILABLE","هناك إصدار جديد من Clash of Clans. للاستمتاع بأفضل تجربة لعب، يرجى تحديث اللعبة."
"TID_OPTIONAL_AVAILABLE_TITLE","تحديث جديد!"
"TID_BP_RESOURCE_REWARD_GET_GEM_ALTERNATIVE_TEXT","لا تتسع مساحة التخزين لديك لكمية <resource>.\nأتريد بيع الكمية الزائدة مقابل <amount> من الجواهر؟"
"TID_CLANGAMES_TASK_USE_SUPER_WIZARDS","السحر الخارق"
"TID_CLANGAMES_TASK_INFO_USE_SUPER_WIZARDS","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من السحرة الخارقين."
"TID_CLANGAMES_TASK_USE_ICE_HOUNDS","موجة الصقيع"
"TID_CLANGAMES_TASK_INFO_USE_ICE_HOUNDS","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من كلاب الجليد."
"TID_CLANGAMES_TASK_USE_SUPER_MINIONS","فوضى المينيون"
"TID_CLANGAMES_TASK_INFO_USE_SUPER_MINIONS","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من المينيون الخارقة."
"TID_CLANGAMES_TASK_USE_LOG_LAUNCHER","أطلق الجذوع!"
"TID_CLANGAMES_TASK_INFO_USE_LOG_LAUNCHER","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من قاذفات الجذوع."
"TID_SHOP_CATEGORY_COSMETICS","الملحقات"
"TID_WINTER_CHAMPION","بطلة الشتاء"
"TID_SCENERY_PIRATE","منظر القراصنة"
"TID_INVISIBILITY_SPELL","تعويذة الاختفاء"
"TID_INVISIBILITY_SPELL_INFO","تجعل تعويذة الاختفاء كل شيء في منطقة تأثيرها غير مرئي وغير قابل للاستهداف، ما عدا الجدران وآلات الحصار."
"TID_NUM_ATTACKS","عدد الهجمات"
"TID_TAB_ESPORTS","Esports"
"TID_NUM_ATTACKS_SHORT","الهجمات:"
"TID_SIEGE_MACHINE_LOG_LAUNCHER","قاذفة الجذوع"
"TID_CHARACTER_INFO_SIEGE_MACHINE_LOG_LAUNCHER","قاذفة الجذوع ليست الأسرع ولا الأقوى، لكن خطورتها لا يستهان بها. آلة رمي الجذوع هذه تقصف كل شيء في طريقها بعدد مهول من الجذوع، لتفتح طريقًا مؤديًا إلى قاعة مدينة العدو. لا تؤثر التعويذات عليها إطلاقًا."
"TID_GOLD_PASS_PURCHASE_INFO_SCID","احصل على التذكرة الذهبية لهذا الموسم لتتمكن من فتح الجوائز أعلاه."
"TID_BP_ACTIVATE_BUTTON","الشراء"
"TID_BP_ACTIVATE_SCID_CONFIRM","لديك <num> من التذاكر الذهبية في Supercell ID. أتريد استخدام إحداها لتفعيل التذكرة الذهبية لهذا الموسم؟"
"TID_BP_ACTIVATE_SCID_TITLE","أتريد الحصول على التذكرة الذهبية؟"
"TID_SCENERY_EPIC_WINTER","منظر شتاء رائع"
"TID_DECO_LOGMAS_TREE","شجرة جذع الشتاء"
"TID_DECO_FIREWORK_FANBOY","برميل الألعاب النارية"
"TID_DELETE_ACCOUNT_TITLE","حذف حسابي"
"TID_TENCENT_LOGIN_AGREEMENTS","قرأت <TOS> و<PP> و<CHILDREN> و<THIRDPARTY> بعناية وأوافق عليها."
"TID_TENCENT_LOGIN_TOS","الترخيص واتفاقية الخدمة الخاصة بألعاب Tencent"
"TID_TENCENT_LOGIN_PP","إرشادات حماية الخصوصية الخاصة بألعاب Tencent"
"TID_TENCENT_LOGIN_CHILDREN","إرشادات حماية خصوصية الأطفال الخاصة بألعاب Tencent"
"TID_SCID_GIFT_RECEIVED_TITLE","تلقيت هدية!"
"TID_SCID_GIFT_RECEIVED_BODY","يريد إرسال تذكرة ذهبية إليك."
"TID_SCID_GIFT_ACCEPT_BUTTON","القبول"
"TID_SCID_GIFT_DECLINE_BUTTON","الرفض"
"TID_TOURNAMENT_HUB_DEFAULT_TITLE","بوابة البطولة"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY","لا يمكنك رؤيتي"
"TID_CLANGAMES_TASK_WIN_STARS_USING_INVISIBILITY_INFO","اربح <num> من النجوم في معارك متعددة اللاعبين باستخدام <num2> من تعويذات الاختفاء."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","خبير الغموض"
"TID_CLANGAMES_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","اربح <num> من المعارك متعددة اللاعبين باستخدام <num2> من تعويذات الاختفاء."
"TID_WEAPON_TOWN_HALL_14","البرج الناري العملاق"
"TID_WEAPON_TOWN_HALL_14_INFO","يجعل البرج الناري العملاق أعداءك كشرائح لحم في حفل شواء. بعد الترقية الجديدة أصبح هذا البرج الآن يطلق سحابة سامة بعد تدميره تبطئ المهاجمين الموجودين بالقرب منه وتلحق بهم الضرر."
"TID_BUTTON_ASSIGN","التحديد"
"TID_BP_REACH_NEXT_TH_TEASER","ابلغ قاعة المدينة <th> لفتح تحديات جديدة"
"TID_BP_TASK_HIDDEN_REQUIREMENT","أتمم المهام السابقة للكشف."
"TID_STARTER_CLEAROBSTACLES","تنظيف الحدائق"
"TID_STARTER_COLLECTGOLD","اربح الذهب!"
"TID_STARTER_COLLECTELIXIR","اربح الإكسير!"
"TID_STARTER_UPGRADEBUILDING","قم بترقية أي مبنى"
"TID_STARTER_UPGRADEBUILDING_INFO","ابدأ <num> من ترقيات المباني في قريتك."
"TID_STARTER_UPGRADEWALL","الاحتماء بحواجز"
"TID_STARTER_UPGRADEWALL_INFO","قم بترقية الجدران <num> من المرات."
"TID_STARTER_WINUSINGARCHER","راميات السهام المهاجمات"
"TID_STARTER_WINUSINGWB","اختراق!"
"TID_STARTER_WINUSINGWIZ","عاصفة السحرة"
"TID_STARTER_WINUSINGHEALER","أيادي الشفاء"
"TID_STARTER_WINGOLD","اغتنم الذهب!"
"TID_STARTER_WINELIXIR","اغتنم الإكسير!"
"TID_STARTER_WINUSINGARCHER_INFO","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من راميات السهام."
"TID_STARTER_WINUSINGWB_INFO","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من مدمري الجدران."
"TID_STARTER_WINUSINGWIZ_INFO","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من السحرة."
"TID_STARTER_WINUSINGHEALER_INFO","اربح <num> من النجوم من المعارك متعددة اللاعبين باستخدام <num2> من المعالجات."
"TID_STARTER_WINGOLD_INFO","اغنم <num2> من الذهب على الأقل من معركة واحدة متعددة اللاعبين."
"TID_STARTER_WINELIXIR_INFO","اغنم <num2> من الإكسير على الأقل من معركة واحدة متعددة اللاعبين."
"TID_CONFIRM_FINISH_TRAINING_TITLE","أتريد إنهاء التدريب؟"
"TID_CONFIRM_FINISH_TRAINING","أتريد استخدام الجواهر لإنهاء التدريب على الفور؟"
"TID_WL_NO_SIZE_CHOSEN","اختر حجم الحرب أعلاه"
"TID_CLAN_CASTLE_LEVEL_TOO_LOW","مستوى قلعة قبيلة المتلقي غير كافٍ."
"TID_PET_HEALER","أحادي القرن الخيالي"
"TID_PET_WALLBUSTER","الثور الأليف"
"TID_PET_RANGEDATTACKER","البومة الكهربية"
"TID_PET_MELEEJUMPER","لاسي"
"TID_PET_SHOP","بيت الحيوانات الأليفة"
"TID_PET_SHOP_INFO","يستحق كل بطل رفيقًا وفيًا. يمكّنك بيت الحيوانات الأليفة من فتح حيوانات أليفة قوية تملك قدرات متنوعة لتقاتل إلى جانب أبطالك."
"TID_BUTTON_PET_SHOP","الحيوانات الأليفة"
"TID_EQUIP_TITLE_PET","حيوان أليف"
"TID_EQUIP_TITLE_GEAR1","المعدات"
"TID_REQUIRED_PET_SHOP_LEVEL","تحتاج إلى بيت حيوانات أليفة من المستوى <number>"
"TID_PET_SHOP_UPGRADING","لا يمكن بدء ترقية الحيوان الأليف أثناء ترقية بيت الحيوانات الأليفة"
"TID_PET_ALREADY_AT_MAX_LEVEL","بلغ هذا الحيوان الأليف أقصى مستوى!"
"TID_ASSIGN_PET","تعيين الحيوان الأليف"
"TID_STARTER_TH2_UPGRADEARCHERTOWER","واجب الحراسة"
"TID_STARTER_TH2_INFO_UPGRADEARCHERTOWER","احصل على برج راميات سهام من المتجر."
"TID_STARTER_TH2_UPGRADEARMYCAMP","معسكرات أكبر"
"TID_STARTER_TH2_INFO_UPGRADEARMYCAMP","قم بترقية معسكر جيشك إلى المستوى <num2>."
"TID_STARTER_TH2_UPGRADEBARRACKS","وقت التجنيد"
"TID_STARTER_TH2_INFO_UPGRADEBARRACKS","قم بترقية <num> من الثكنات إلى المستوى <num2>."
"TID_STARTER_TH2_UPGRADEELXIR","ثورة الإكسير"
"TID_STARTER_TH2_INFO_UPGRADEELIXIR","قم بترقية <num> من مستخرجي الإكسير إلى المستوى <num2>."
"TID_STARTER_TH2_CLAIMACHIEVEMENT","مكرس للأهداف"
"TID_STARTER_TH2_INFO_CLAIMACHIEVEMENT","طالب بـ <num> من الإنجازات من ملفك الشخصي."
"TID_STARTER_TH3_JOINCLAN","البحث عن أصدقاء"
"TID_PET_HEALER_INFO","ليس من السهل ربح ثقة أحادي القرن الخيالي، لكن كل شيء ممكن بقليل من العناية والصبر. تضاهي قدرات أحادي القرن الخيالي العلاجية قدرات المعالِجة العادية."
"TID_PET_WALLBUSTER_INFO","هذا الثور الأليف أشبه بآلة حصار ويُعرف بنزعته إلى دك أي جدران يصادفها. حذار من ضرب رفيقه وإلا ستواجه غضبه العارم."
"TID_PET_RANGEDATTACKER_INFO","تصعق البومة الكهربية دفاعات العدو من مسافة بعيدة، وتحولها إلى تراب. تذكر أنها مغطاة بالريش؛ لذا فوفر لها حماية جيدة."
"TID_PET_MELEEJUMPER_INFO","تطارد كلبة القرية المخلصة لاسي الأعداء بلا تهاون أينما كانوا، ما عدا في السماء؛ حيث لا تستطيع سوى مراقبتهم."
"TID_MAKE_SKIN","مظهر Supercell Make.\n\nمن تصميم:\n<cff8000><CREDIT></c>"
"TID_MAKE_SCENERY","منظر Supercell Make.\n\nمن تصميم:\n<cff8000><CREDIT></c>"
"TID_STARTER_TH2_BUILDBARRACKS","ثكنات جديدة"
"TID_STARTER_TH2_INFO_BUILDBARRACKS","احصل على ثكنات أخرى من المتجر."
"TID_STARTER_TH2_UPGRADEGOLDMINE","جنون المناجم"
"TID_STARTER_TH2_UPGRADEGOLDSTORAGE","خزائن أكبر"
"TID_STARTER_TH2_INFO_UPGRADEGOLDSTORAGE","قم بترقية مخزن الذهب إلى المستوى <num2>."
"TID_STARTER_TH2_BUILDWALLS","بنّاء الجدران"
"TID_STARTER_TH2_INFO_BUILDWALLS","احصل على <num> من قطع الجدران من المتجر."
"TID_STARTER_REQUESTTROOPS_TH3","طلب التعزيزات"
"TID_STARTER_INFO_REQUESTTROOPS_TH3","اطلب تعزيزات من قبيلتك <num> من المرات. يمكنك طلب تعزيزات عبر قلعة القبيلة أو قائمة التدريب."
"TID_STARTER_TH3_BUILDLABORATORY","العالم المجنون"
"TID_STARTER_TH3_INFO_BUILDLABORATORY","احصل على المعمل من المتجر."
"TID_STARTER_TH3_TRAINLABORATORY","ترقية الجيش"
"TID_STARTER_TH3_INFO_TRAINLABORATORY","أجر أبحاث <num> من الترقيات في معملك."
"TID_STARTER_TH3_WINSTARSGOBLINMAP","نل من تلك الغيلان!"
"TID_STARTER_TH3_INFO_WINSTARSGOBLINMAP","اربح <num> من النجوم في خرائط الغيلان في وضع اللعب الفردي."
"TID_STARTER_TH3_BUILDCLANCASTLE","إصلاح قلعة القبيلة"
"TID_STARTER_TH3_INFO_BUILDCLANCASTLE","أعد بناء قلعة القبيلة المتهدمة في قريتك."
"TID_STARTER_TH3_INFO_JOINCLAN","انضم إلى قبيلة! ستستفيد من العضوية في قبيلة بمزايا، منها الحصول على تعزيزات قوات جبارة."
"TID_STARTER_TH3_BUILDMORTAR","خطر بعيد المدى"
"TID_STARTER_TH3_INFO_BUILDMORTAR","احصل على مدفع هاون من المتجر."
"TID_STARTER_TH3_DESTROYARCHERTOWER","إبادة أبراج راميات السهام"
"TID_PRACTICE_MODE_UNLOCKS_LATER","يتم فتح وضع التدريب عند بلوغ قاعة المدينة 4"
"TID_STARTER_TH3_UPGRADEELIXIRSTORAGE","رفع المخزون"
"TID_STARTER_TH3_INFO_DESTROYARCHERTOWER","دمر <num> من أبراج راميات السهام في معارك متعددة اللاعبين."
"TID_STARTER_WINSTARS","معارك النجوم"
"TID_STARTER_INFO_WINSTARS","اجمع <num> من النجوم في معارك متعددة اللاعبين."
"TID_STARTER_INFO_DESTROYANY","دمر <num> من <building> في معارك متعددة اللاعبين."
"TID_STARTER_INFO_BUILDANY","قم بترقية <num> من مبان <building> إلى المستوى <num2>."
"TID_STARTER_TH4_BUILDAIRDEFENSE","الدفاعات الجوية"
"TID_STARTER_TH4_BUILDSPRINGTRAP","تفعيل الفخ"
"TID_STARTER_INFO_SECUREACCOUNT","احم قريتك بالاتصال بشبكة تواصل اجتماعي."
"TID_STARTER_TH4_UPGRADEARCHERTOWER","أقواس أفضل"
"TID_STARTER_TH4_DESTROYMORTARS","مدمر مدافع الهاون"
"TID_STARTER_TH4_UPGRADEBARRACKS","ثكنات أفضل"
"TID_REPAIR_PER_SECOND","الإصلاح في الثانية: <number>"
"TID_STARTER_TH5_BUILDSPELLFACTORY","الحركات السحرية"
"TID_STARTER_TH5_INFO_BUILDSPELLFACTORY","افتح تعويذات بمصنع سحر من المتجر."
"TID_STARTER_TH5_DESTROYANY","دمر أي شيء"
"TID_STARTER_TH5_INFO_DESTROYANY","دمر <num> من المباني في معارك متعددة اللاعبين. كل أنواع المباني تحتسب."
"TID_STARTER_TH5_BUILDWIZARDTOWER","السحر الدفاعي"
"TID_STARTER_TH5_INFO_BUILDWIZARDTOWER","قم بترقية برج ساحر إلى المستوى <num2>."
"TID_STARTER_TH4_UPGRADELABORATORY","توسعة المعمل"
"TID_STARTER_TH2_LOOTGOLD","ناهب الذهب"
"TID_STARTER_TH2_INFO_LOOTGOLD","اغنم إجمالي <num> من الذهب في معارك فردية أو متعددة اللاعبين."
"TID_STARTER_TH3_LOOTELIXIR","سارق الإكسير"
"TID_STARTER_TH3_INFO_LOOTELIXIR","اغنم إجمالي <num> من الإكسير في معارك فردية أو متعددة اللاعبين."
"TID_TUTORIAL_STARTER_CHALLENGE_1","أعددت لك بعض التحديات لتواجهها!"
"TID_TUTORIAL_STARTER_CHALLENGE_2","يمنحك كل تحدٍ نقاطًا عند إتمامه."
"TID_TUTORIAL_STARTER_CHALLENGE_2A","أحيانًا أيضًا ستفتح تحديات جديدة."
"TID_TUTORIAL_STARTER_CHALLENGE_3","اربح ما يكفي من النقاط للفوز بجوائز!"
"TID_TUTORIAL_STARTER_CHALLENGE_4","هنا ترى عدد النقاط المطلوبة لكل جائزة."
"TID_TUTORIAL_STARTER_CHALLENGE_5","ستصبح قريتنا أقوى فأقوى بفضل ذلك."
"TID_FAVORITE_TARGET_HERO","البطل"
"TID_FAVORITE_TARGET_HEROS_TARGET","هدف البطل"
"TID_FAVORITE_TARGET_AROUND_HERO","يبعد عن البطل بـ <num> من الرقعات"
"TID_STARTER_TH4_WINSTARSPRACTICE","تعلم الأساسيات"
"TID_STARTER_TH4_INFO_WINSTARSPRACTICE","اربح <num> من النجوم من مستويات التدريب. ستجد مستويات التدريب في قائمة الهجوم."
"TID_LABORATORY_UPGRADING_CANNOT_START_UNIT","لا يمكن بدء ترقية الوحدات أثناء ترقية المعمل"
"TID_LABORATORY_UPGRADING_CANNOT_START_SPELL","لا يمكن بدء ترقية التعويذ أثناء ترقية المعمل"
"TID_STAR_LABORATORY_UPGRADING_CANNOT_START_UNIT","لا يمكن بدء ترقية الوحدات أثناء ترقية معمل النجوم"
"TID_PET_DESCRIPTION","أقوى المرافقين لأقوى الأبطال!"
"TID_CHAT_LANGUAGE","لغة المحادثة:"
"TID_BP_AUTO_REWARDS_TITLE","تم تحصيل جوائز الموسم"
"TID_BP_AUTO_CONVERSION_TEXT","ليست هناك مساحة كافية لتخزين بعض الجوائز، وتم تلقي جواهر بدلاً منها."
"TID_LANGUAGE_OTHER","غير ذلك"
"TID_PLAYER_PROFILE_PETS","الحيوانات الأليفة"
"TID_CLAN_LANGUAGE_UNKNOWN","غير محدد"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_TITLE","الأمر ليس سهلاً هذه المرة"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH","دمر <number> من قاعات المدينة المسلحة في معارك متعددة اللاعبين."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_COMPLETED","قاعات المدينة المسلحة المحطمة: <value>"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_TITLE","عمل رائع"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP","قم بتعزيز إحدى القوات الخارقة <number> من المرات."
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_COMPLETED","إجمالي مرات تعزيز القوات الخارقة: <value>"
"TID_ACHIEVEMENT_DONATE_SIEGES_TITLE","حصار التعاون"
"TID_ACHIEVEMENT_DONATE_SIEGES","تبرع بـ <number> من آلات الحصار."
"TID_ACHIEVEMENT_DONATE_SEIGES_COMPLETED","إجمالي آلات الحصار المتبرع بها: <value>"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_TITLE","حطّم هذا!"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS","دمر <number> من أكواخ البنّاء المسلحة في معارك متعددة اللاعبين."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_COMPLETED","إجمالي أكواخ البنّاء المسلحة المحطمة: <value>"
"TID_SCID_PURCHASE_DELIVERED_TITLE","تم تسليم العنصر المشترى"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","تمت إضافة العناصر التالية إلى حسابك:"
"TID_SCID_PURCHASE_PASS_EXPLANATION","يمكن استخدام التذاكر الذهبية لصالح حسابك الخاص في قائمة تحديات الموسم، أو يمكن التبرع بها لصالح أصدقاء Supercell ID عبر قائمة Supercell ID."
"TID_SCID_GOLD_PASS_QUANTITY","<num> من التذاكر الذهبية"
"TID_UNLOCK_PET","يفتح <name>"
"TID_FB_TRACKING_TITLE","تحديث تسجيل الدخول عبر Facebook"
"TID_FB_TRACKING_TEXT","تتطلب ميزات Facebook الاجتماعية من \qClash of Clans\q مشاركة بياناتك مع Facebook. تستخدم شركة Facebook هذه البيانات لأغراضها الخاصة، بما فيها الإعلانات والتتبع.\n\nقم بالسماح إذا كنت تريد مشاركة بياناتك مع Facebook وتمكين ميزات Facebook الاجتماعية.\n\nاطلب من التطبيق عدم التتبع إذا كنت لا تريد مشاركة بياناتك مع Facebook، وهو الأمر الذي سيؤدي إلى حذف ميزات Facebook الاجتماعية من \qClash of Clans\q. اطّلع على ميزات Supercell ID الاجتماعية الحافظة للخصوصية."
"TID_BUTTON_PROCEED","المتابعة"
"TID_SCENERY_JUNGLE","منظر الأدغال"
"TID_SCENERY_EPIC_JUNGLE","منظر أدغال رائع"
"TID_WARDEN_OF_THE_NORTH","آمر الشمال"
"TID_ROGUE_CHAMPION","البطلة المتمردة"
"TID_ROGUE_KING","الملك المتمرد"
"TID_ROGUE_QUEEN","الملكة المتمردة"
"TID_WARRIOR_KING","الملك المحارب"
"TID_SCENERY_HOG_MOUNTAIN","منظر جبل الخنزير"
"TID_OBSTACLE_CNY2021","زرعة الحظ"
"TID_TUTORIAL_STARTER_CHALLENGE_6","حظًا طيبًا، أيها الزعيم! أنت كفيل بالتحدي!"
"TID_TUTORIAL_SEASON_CHALLENGE_1","مرحبًا أيها الزعيم! شعرت أنك مستعد لشيء جديد!"
"TID_TUTORIAL_SEASON_CHALLENGE_2","من الآن فصاعدًا ستوجد تحديات وجوائز جديدة كل شهر!"
"TID_TUTORIAL_SEASON_CHALLENGE_3","هناك أيضًا جوائز جديدة تُعرف بالمزايا. لنلق نظرة!"
"TID_TUTORIAL_SEASON_CHALLENGE_4","سيمتلئ بنك الموسم تلقائيًا عند الحصول على غنيمة من المعارك العادية."
"TID_TUTORIAL_SEASON_CHALLENGE_5","في نهاية كل شهر، سيتم إيداعها كلها في مخازنك."
"TID_TUTORIAL_SEASON_CHALLENGE_6","تساعد المزايا الأخرى في البناء والأبحاث والتدريب وتخفيض تكاليف التبرعات."
"TID_TUTORIAL_SEASON_CHALLENGE_7","احصل على التذكرة الذهبية لتربح كل المزايا بجانب جوائز أخرى مميزة!"
"TID_DECO_TH14_FOUNTAIN","الينبوع الفياض"
"TID_STARTER_TH5_UPGRADEBUILDERHUT","وقت البناء"
"TID_STARTER_TH5_INFO_UPGRADEBUILDERHUT","احصل على كوخ بنّاء ثالث من المتجر"
"TID_PET_ABILITY_BARKY","بطلة القفز"
