"TID","NL"
"TID_PLAYER_PREFERENCE_INVITES_AND_SUGGESTIONS","Uitnodigingen ontvangen en je profiel aanbevelen"
"TID_PLAYER_PREFERENCE_INVITES","Uitnodigingen ontvangen"
"TID_PLAYER_PREFERENCE_NO_INVITES","Geen uitnodigingen"
"TID_GOLD_PASS_SALES_ENDED","Je kunt de gulden kaart niet activeren, omdat het seizoen binnenkort afloopt. Probeer het opnieuw nadat een nieuw seizoen is begonnen."
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","Hogere framesnelheid"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","Als je deze optie inschakelt, zal het spel op <max> FPS draaien en meer energie verbruiken. Anders draait het spel op 60 FPS en verbruikt het minder energie."
"TID_JUNGLE_CHAMPION","Junglekampioene"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","Antiheld"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Win <num> multiplayergevechten met behulp van <num2> heldenjager(s)."
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","Kampioeneleveljager"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","Versla koninklijke kampioenes ter waarde van <num> levels in multiplayergevechten."
"TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","Weg met die hap"
"TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","Vernietig <num> hapsnappen in multiplayergevechten."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","Verschrikkelijke sneeuwman"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_YETI","Win <num> multiplayergevechten met behulp van <num2> yeti('s)."
"TID_LIVE_ESPORTS","LIVE"
"TID_JUNGLE_WARDEN","Junglewachter"
"TID_CHARACTER_MECHA_DRAGON","Drakenrijder"
"TID_CHARACTER_MECHA_DRAGON_INFO","Deze mechanische draak is uit op vernietiging en rekent vol enthousiasme af met vijandelijke verdedigingswerken. Het skelet zweert dat hij niet aan de knoppen zit."
"TID_COPY_HERE_BUTTON","Hier kopiëren"
"TID_ARMY_DEEPLINK_INVALID","De link voor dit leger is ongeldig."
"TID_COPY_ARMY_CANNOT_TRAIN","Je kunt dit leger niet trainen."
"TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","Keet schoppen"
"TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","Vernietig <num> bouwketen in multiplayergevechten."
"TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","Kampen kapotmaken"
"TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","Vernietig <num> legerkampen in multiplayergevechten."
"TID_STREAM_SHARED_ARMY","heeft een legersamenstelling gedeeld."
"TID_FRIENDLY_ARMY","Vriendschappelijk leger"
"TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","Dorpsvijand"
"TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","Vernietig <num> stadhuizen in multiplayergevechten."
"TID_COSMETICS_TIER_1","<cffffff>Standaard</c>"
"TID_COSMETICS_TIER_2","<cffd345>Goud</c>"
"TID_COSMETICS_TIER_3","<ce86fff>Legendarisch</c>"
"TID_INVALID_PLAY_INSTALL","Clash of Clans is niet correct geïnstalleerd. Installeer het spel opnieuw via de Google Play Store om het probleem op te lossen."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Grootte inzetbalk"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Aanpassen"
"TID_CADPA","《部落冲突》适龄提示：\n1）本游戏是一款战争策略类游戏，适用于年满12周岁及以上的用户，建议未成年人在家长监护下使用游戏产品。\n2）本游戏以荒蛮原始的孤岛为背景，讲述了原始部落为生存而相互抗争的故事，涉及的情节、环境、场景均为虚构，不会与现实生活相混淆。游戏玩法基于一定难度的思维判断，设有竞技对抗比赛，鼓励玩家提升和挑战自我。游戏中有基于文字和语音的陌生人社交系统。\n3）根据国家相关要求，游戏中有用户实名认证系统，未通过实名认证的用户不可进入游戏；认证为未成年人的用户除周五、周六、周日及法定节假日每日20时至21时外其他时间均不可进入游戏。\n游戏中部分玩法和道具需要付费。根据腾讯健康系统管理规定，认证为未成年人的用户将接受以\n管理：\n未满12周岁的用户不能付费；12周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n4）本游戏内所包含的对抗玩法需要玩家进行策略规划和推理判断，有助于帮助玩家提升逻辑思维能力。游戏设有需组队进行的大型团队任务和比赛，鼓励玩家互相配合完成比赛，有助于培养玩家的团队协作能力。游戏提供了丰富的社交系统，包括好友、公会等，玩家之间可以互相交流，互相配合，共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。"
"TID_COSMETICS_CUSTOM_TEXTURES","Aangepaste texturen"
"TID_COSMETICS_CUSTOM_MODEL","Aangepast model"
"TID_COSMETICS_CUSTOM_ANIMATIONS","Speciale animaties"
"TID_COSMETICS_CUSTOM_EFFECTS","Visuele effecten"
"TID_COSMETICS_CUSTOM_SOUND","Geluidseffecten"
"TID_COSMETICS_CUSTOM_VO","Speciale stem"
"TID_COSMETICS_CUSTOM_MUSIC","Aangepaste muziek"
"TID_COSMETICS_CUSTOM_UNITS","Aangepaste voortgebrachte eenheden"
"TID_COSMETICS_EXTRA_ANIMATIONS","Extra animaties"
"TID_COSMETICS_EXTRA_EFFECTS","Extra effecten"
"TID_COSMETICS_EXTRA_SOUNDS","Extra geluiden"
"TID_COSMETICS_SKIN_FEATURES","Skin bevat:"
"TID_COSMETICS_SCENERY_FEATURES","Omgeving bevat:"
"TID_OBSTACLE_BIRTHDAY2021","Taart voor negende verjaardag"
"TID_SAVAGE_KING","Woeste koning"
"TID_JUNGLE_KING","Junglekoning"
"TID_JUNGLE_QUEEN","Junglekoningin"
"TID_INFERNO_TOWN_SCENERY","Infernostadomgeving voor de oorlogsbasis"
"TID_SKIN_THEME_LNY","Chinees Nieuwjaar-skin <year>"
"TID_SKIN_THEME_ANNIVERSARY","Verjaardagsskin <year>"
"TID_SKIN_THEME_WORLDS","Wereldkampioenschapsskin <year>"
"TID_BATTLEPASS_TASK_INFO_USE_BARBARIANS","Verdien <num> sterren in multiplayergevechten met behulp van barbaren."
"TID_BATTLEPASS_TASK_INFO_USE_ARCHERS","Verdien <num> sterren in multiplayergevechten met behulp van boogschutters."
"TID_BATTLEPASS_TASK_INFO_USE_GOBLINS","Verdien <num> sterren in multiplayergevechten met behulp van kobolden."
"TID_BATTLEPASS_TASK_INFO_USE_GIANTS","Verdien <num> sterren in multiplayergevechten met behulp van reuzen."
"TID_BATTLEPASS_TASK_INFO_USE_WALLBREAKERS","Verdien <num> sterren in multiplayergevechten met behulp van muurbrekers."
"TID_BATTLEPASS_TASK_INFO_USE_LOONS","Verdien <num> sterren in multiplayergevechten met behulp van ballonnen."
"TID_BATTLEPASS_TASK_INFO_USE_WIZARDS","Verdien <num> sterren in multiplayergevechten met behulp van tovenaars."
"TID_BATTLEPASS_TASK_INFO_USE_HEALERS","Verdien <num> sterren in multiplayergevechten met behulp van helers."
"TID_BATTLEPASS_TASK_INFO_USE_MINIONS","Verdien <num> sterren in multiplayergevechten met behulp van gunstelingen."
"TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","Verdien <num> sterren in multiplayergevechten met behulp van varkensruiters."
"TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","Verdien <num> sterren in multiplayergevechten met behulp van draken."
"TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","Verdien <num> sterren in multiplayergevechten met behulp van P.E.K.K.A.'s."
"TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","Verdien <num> sterren in multiplayergevechten met behulp van valkyries."
"TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","Verdien <num> sterren in multiplayergevechten met behulp van golems."
"TID_BATTLEPASS_TASK_INFO_USE_WITCHES","Verdien <num> sterren in multiplayergevechten met behulp van heksen."
"TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","Verdien <num> sterren in multiplayergevechten met behulp van lavahonden."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","Verdien <num> sterren in multiplayergevechten met behulp van babydraken."
"TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","Verdien <num> sterren in multiplayergevechten met behulp van bowlers."
"TID_BATTLEPASS_TASK_INFO_USE_MINERS","Verdien <num> sterren in multiplayergevechten met behulp van mijnwerkers."
"TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","Gebruik woedende barbaren om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","Gebruik geniepige boogschutters om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","Gebruik bètagunstelingen om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","Gebruik knokreuzen om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","Gebruik bommengooiers om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","Gebruik kanonnenkarren om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","Gebruik bottenballonnen om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","Gebruik babydraken om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","Gebruik nachtheksen om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","Gebruik kracht-P.E.K.K.A.'s om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","Verdien <num> sterren in multiplayergevechten met behulp van een muursloper."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","Verdien <num> sterren in multiplayergevechten met behulp van een strijdzeppelin."
"TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","Verdien <num> sterren in multiplayergevechten met behulp van elektrodraken."
"TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","Gebruik varkensvliegers om <num> ster(ren) te verdienen in bouwersbasisgevechten."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","Win <num> multiplayergevechten met behulp van yeti's."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Win <num> multiplayergevechten met behulp van heldenjagers."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","Verdien <num> sterren in multiplayergevechten met behulp van onzichtbaarheidsspreuken."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","Win <num> multiplayergevechten met behulp van onzichtbaarheidsspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","Verdien <num> sterren in multiplayergevechten met behulp van bliksemspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","Verdien <num> sterren in multiplayergevechten met behulp van genezingsspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","Verdien <num> sterren in multiplayergevechten met behulp van woedespreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","Verdien <num> sterren in multiplayergevechten met behulp van sprongspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","Verdien <num> sterren in multiplayergevechten met behulp van vriesspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","Verdien <num> sterren in multiplayergevechten met behulp van kloonspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","Verdien <num> sterren in multiplayergevechten met behulp van gifspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","Verdien <num> sterren in multiplayergevechten met behulp van haastspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Verdien <num> sterren in multiplayergevechten met behulp van aardbevingsspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","Verdien <num> sterren in multiplayergevechten met behulp van skeletspreuken."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","Verdien <num> sterren in multiplayergevechten met behulp van vleermuizenspreuken."
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE","Vurig standbeeld"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE_INFO","Is het een seinvuur? Een decoratie voor onze 9e verjaardag? Een ingewikkelde barbecue? Niemand die het weet!"
"TID_ANNIVERSARY_KING","Ritmekoning"
"TID_PARTY_QUEEN","Feestkoningin"
"TID_GLADIATOR_CHAMPION","Gladiatorkampioene"
"TID_CLANGAMES_TASK_USE_ROCKET_BALLOONS","Rakettenrel"
"TID_CLANGAMES_TASK_INFO_USE_ROCKET_BALLOONS","Verdien <num> sterren in multiplayergevechten met behulp van <num2> rakettenballon(nen)."
"TID_CLANGAMES_TASK_USE_DRAGON_RIDERS","Drakenrace"
"TID_CLANGAMES_TASK_INFO_USE_DRAGON_RIDERS","Verdien <num> sterren in multiplayergevechten met behulp van <num2> drakenrijder(s)."
"TID_WRONG_VILLAGE","Keer eerst terug naar je thuisdorp."
"TID_SUPER_BOWLER","Superbowler"
"TID_SUPER_BOWLER_INFO","De superbowler heeft alles wat hij ooit heeft gewild: antisliphandschoenen, comfortabel schoeisel en nog grotere stenen om mee te gooien."
"TID_SUPER_BOWLER_ABILITY_NAME","Derde strike"
"TID_SUPER_BOWLER_ABILITY_HELP","De stenen van de superbowler stuiteren naar een derde doelwit en richten extra gebiedsschade aan."
"TID_OBSTACLE_HALLOWEEN2021","Ongevaarlijke bloem"
"TID_SELECT_SINGLE_SKIN_MODE","Alleen de geselecteerde skin wordt gebruikt."
"TID_SELECT_RANDOM_SKIN_MODE","Er wordt willekeurig een skin gekozen uit de geselecteerde skins."
"TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","Verdien een ster in een multiplayergevecht met behulp van een <troop>."
"TID_CLANGAMES_TASK_USETROOP_BUILDERBASE","Verdien een ster in een bouwersbasisgevecht met behulp van een <troop>."
"TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","Verdien een ster in een multiplayergevecht met behulp van een <spell>."
"TID_CLANGAMES_TASK_USESUPERTROOP","Verdien een ster in <num> multiplayergevechten met behulp van een <troop>."
"TID_9TH_CLASHIVERSARY_SCENERY","9e Clash-jaardagsomgeving"
"TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN","根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。"
"TID_CHAMPION_QUEEN","Kampioenskoningin"
"TID_LOADING_CHINA_TENCENT","本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。\n粤网文【2017】6138-1456号、（总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 运营单位：北京昆仑乐享网络技术有限公司 文网游进字【2015】0062号 审批文号：新广出审【2015】1084号 出版物号：ISBN 978-7-89988-438-6"
"TID_SUPER_DRAGON","Superdraak"
"TID_SUPER_DRAGON_INFO","De superdraak brengt zijn vurige persoonlijkheid tot uiting door alles om hem heen in lichterlaaie te zetten!"
"TID_SUPER_DRAGON_ABILITY_NAME","Uitbrander"
"TID_SUPER_DRAGON_ABILITY_HELP","Spuwt voortdurende vlammen die gebiedsschade toebrengen aan doelwitten in de buurt."
"TID_TASK_BANNER_START_NEW","Nieuwe uitdaging"
"TID_LAST_ONLINE_WITHIN_24H","Recent gespeeld"
"TID_LAST_ONLINE_ONE_DAY_AGO","1 dag geleden gespeeld"
"TID_LAST_ONLINE_MULTIPLE_DAYS_AGO","<num> dagen geleden gespeeld"
"TID_LAST_ONLINE_OVER_WEEK_AGO","Meer dan een week geleden gespeeld"
"TID_MEMBERS_SORTED_BY_TROPHY","Meeste trofeeën"
"TID_MEMBERS_SORTED_BY_TOWN_HALL","Hoogste stadhuislevel"
"TID_MEMBERS_SORTED_BY_TROOPS_DONATED","Meeste troepen gedoneerd"
"TID_MEMBERS_SORTED_BY_TROOPS_RECEIVED","Meeste troepen ontvangen"
"TID_MEMBERS_SORTED_ALPHABETICALLY","Alfabetisch"
"TID_MEMBERS_SORTED_BY_ROLE","Rol"
"TID_MEMBERS_SORTED_BY_ACTIVE","Voor het laatst actief"
"TID_MEMBERS_SORTED_BY_XP","Hoogste XP-level"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_14","Verbazingwekkende 14"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_14","Verdien <num> sterren tegen tegenstanders met stadhuislevel 14 in multiplayergevechten."
"TID_CHARACTER_SIEGE_MACHINE_CATAPULT","Vlammenverspreider"
"TID_CHARACTER_INFO_SIEGE_MACHINE_CATAPULT","De vlammenverspreider slingert meerdere vuurgeesten per keer die hard aankomen en een brandende puinhoop achterlaten. Het grote bereik van de katapult houdt deze belegeringsmachine op een veilige afstand, maar pas op voor verdedigingswerken en vallen met een groot bereik! De vlammenverspreider is immuun voor spreuken."
"TID_TUTORIAL_CHECK_PARENTAL_CONSENT","Chief, we hebben de goedkeuring van een vertrouwde volwassene nodig voordat je kunt spelen."
"TID_WARNING_1_GEM_DONATIONS_INACTIVE","Donaties voor 1 edelsteen zijn niet actief. Weet je zeker dat je wilt doneren met behulp van edelstenen?"
"TID_WARNING_WAR_MEMBER_NOT_IN_CLAN","Deze speler is momenteel niet aangesloten bij de clan."
"TID_SNOWED_IN_SCENERY","Besneeuwd dorp"
"TID_MASTER_WARDEN","Meesterwachter"
"TID_PUMPKIN_GRAVEYARD_SCENERY","Pompoenenkerkhof"
"TID_GOLEM_KING","Golemkoning"
"TID_JOLLY_WARDEN","Jolige wachter"
"TID_ICE_KING","IJskoning"
"TID_NO_OPENID_LOGIN_DISALLOWED_TENCENT","根据相关部门的最新防沉迷规则，请您打开设备设置，将设备语言切换至简体中文后，即可使用QQ/微信账号登录游戏。"
"TID_CHAT_JUST_DISABLED","Andere spelers hebben je gerapporteerd voor ongepast gedrag. Je chat is uitgeschakeld voor <time>."
"TID_SHADOW_CHAMPION","Schaduwkampioene"
"TID_SHADOW_KING","Schaduwkoning"
"TID_SHADOW_WARDEN","Schaduwwachter"
"TID_SHADOW_QUEEN","Schaduwkoningin"
"TID_TIGER_KING","Chinees Nieuwjaar-koning"
"TID_TIGER_MOUNTAIN_SCENERY","Tijgerberg"
"TID_WARRIOR_WARDEN","Krijgerswachter"
"TID_TENCENT_THIRDPARTY_INFO","Lijst van gegevensdeling met derde partijen"
"TID_SELF_SERVICE_BUTTON","Zelfbediening"
"TID_SETTING_SHOW_LEADERBOARDS","Weergeven in klassementen"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","Als deze optie op 'Aan' staat, verschijn je in klassementen en ben je zichtbaar voor andere spelers. Als deze optie op 'Uit' staat, gebeurt dit niet."
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_1","用户与隐私相关协议指引"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_1","在您使用我们(腾讯)服务前，请您务必审慎阅读、充分理解<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>的各条款。同时，您应特别注意前述协议中免除或者限制我们责任的条款、对您权利进行限制的条款、约定争议解决方式和司法管辖的条款。如您已详细阅读并同意以上条款，请点击\q同意\q开始使用我们的服务。\n我已经详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>。\n"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_2","提示"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_2","尊敬的用户，您需要详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>，才可进入游戏哦。"
"TID_TENCENT_CUSTOMER_SUPPORT","Tencent-klantenondersteuning"
"TID_PRIVACY_CONTROLS_BUTTON","Privacyopties"
"TID_FAQ_BUTTON_TENCENT","Lijst van gegevensdeling met derde partijen"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Licentie- en serviceovereenkomst van Tencent Games"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Richtlijnen betreffende privacybescherming van Tencent Games"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Richtlijnen betreffende de privacybescherming van kinderen van Tencent Games"
"TID_ALLIANCE_REPORT_TEXT","Weet je zeker dat je de naam of beschrijving van de clan <name> wilt rapporteren als ongepast?"
"TID_ANONYMOUS_PLAYER","Anoniem"
"TID_SETTINGS_PRIVACY","Privacy"
"TID_SETTINGS_GENERAL","Algemeen"
"TID_EXISTING_PLAYER_PRIVACY_SETTINGS_ADVISORY","Het spel heeft een instelling voor persoonlijke informatie toegevoegd die momenteel is ingesteld op Weergeven. Je kunt deze optie wijzigen via Instellingen > Meer instellingen."
"TID_NEW_PLAYER_PRIVACY_SETTINGS_ADVISORY","Het spel heeft instellingen voor persoonlijke informatie toegevoegd die standaard zijn uitgeschakeld. Wil je het spel toestemming geven om deze instellingen in te schakelen?\n\n✅ Weergeven in klassementen"
"TID_ACCEPT_PRIVACY_SUGGESTIONS","Accepteren"
"TID_GENERIC_NOTIFICATION_TITLE","Bericht"
"TID_REPORT_REASON","原因"
"TID_REPORT_REASON_POLITICAL","政治敏感性"
"TID_REPORT_REASON_VULGAR","色情和低俗"
"TID_REPORT_REASON_ABUSIVE","辱骂"
"TID_REPORT_REASON_OTHER","其他内容"
"TID_REPORT_DESCRIPTION_TITLE","详细描述"
"TID_REPORT_DESCRIPTION_DEFAULT","请描述你要举报的内容"
"TID_REPORT_LAYOUT","举报排版"
"TID_REPORT_CONFIRM_SCREENSHOT","你确定要提交这张截图作为证据吗？"
"TID_REPORT_DONE","感谢您的举报"
"TID_RUINS","Ruïnes"
"TID_CAPITAL_RESOURCE","Stadsgoud"
"TID_CAPITAL_RESOURCE_FULL","Te weinig opslag!"
"TID_FORGE","Smederij"
"TID_CAPITAL_REWARD","Roofmedailles"
"TID_CAPITAL_REWARD_FULL","Te weinig opslag!"
"TID_REQUIRED_HQ_LEVEL","Capitoollevel <number> vereist"
"TID_CAPITAL_HALL_LEVEL_TOO_LOW","Je moet het Capitool naar level <number> upgraden."
"TID_DISTRICT_HALL_LEVEL_TOO_LOW","Je moet je districtshuis naar level <number> upgraden."
"TID_BLACKSMITH_LEVEL_TOO_LOW","Je moet je smid upgraden naar level <number>!"
"TID_CRAFT","Smeden"
"TID_POPUP_SPEED_UP_FORGE","Wil je het smeden van stadsgoud nu voltooien?"
"TID_FREE_IN","Gratis over:"
"TID_CAPBUILD_SPEAR_THROWER","Speerwerper"
"TID_CAPBUILD_SPEAR_THROWER_INFO","Gooit grote speren naar vijanden op de grond en in de lucht. Heel intimiderend."
"TID_CAPBUILD_CANNON","Kanon"
"TID_CAPBUILD_CANNON_INFO","Dit kanon is traag met vuren, maar des te krachtiger. Helaas kan het niet ver genoeg omhoog draaien om luchtdoelen te raken."
"TID_CAPBUILD_ARMY_FIELD_INFO","Een mooi veld waarop het leger van je clan kan uitrusten terwijl ze wachten op rooftochten. Het kan geüpgraded worden om de beschikbare ruimte te vergroten."
"TID_CAPBUILD_BARRACKS_GIANT","Superreuzenkazerne"
"TID_CAPBUILD_BARRACKS_GIANT_INFO","Hier wonen de superreuzen. Ze laten werkelijk overal trainingsapparatuur slingeren!"
"TID_CAPBUILD_BARRACKS_ARCHER","Geniepige-boogschutterskazerne"
"TID_CAPBUILD_BARRACKS_ARCHER_INFO","Trainingsveld voor geniepige boogschutters. Pas op voor geniepig rondvliegende pijlen."
"TID_CAPBUILD_BARRACKS_BARBARIAN","Superbarbarenkazerne"
"TID_CAPBUILD_BARRACKS_BARBARIAN_INFO","Trainingsveld voor superbarbaren. Het stinkt naar spiermassa en zweet."
"TID_CAPBUILD_BARRACKS_WIZARD","Supertovenaarskazerne"
"TID_CAPBUILD_BARRACKS_WIZARD_INFO","Een kazerne voor supertovenaars. Door al die explosies kun je beter niet te dichtbij komen."
"TID_CAPBUILD_BARRACKS_BALLOON","Rakettenballonnenkazerne"
"TID_CAPBUILD_BARRACKS_BALLOON_INFO","Er is geen tijd voor veiligheid als er rakettenballonnen gebouwd worden. De enige regel is snelheid voorop!"
"TID_CAPBUILD_BARRACKS_DRAGON","Superdrakenkazerne"
"TID_CAPBUILD_BARRACKS_DRAGON_INFO","Achteraf was hout misschien niet het beste materiaal om een verblijf voor draken mee te bouwen. Het is een wonder dat het gebouw nog niet in de fik is gevlogen."
"TID_CAPBUILD_BARRACKS_MEGAAIR","Vliegende-fortenveld"
"TID_CAPBUILD_BARRACKS_MEGAAIR_INFO","Een constructieplek voor vliegende forten. Het veld bevindt zich hoog in de bergen omdat de bouwer niet zeker was of de forten zouden vliegen."
"TID_CAPBUILD_BARRACKS_CANNONCART","Plunderkarrenkazerne"
"TID_CAPBUILD_BARRACKS_CANNONCART_INFO","Werkplaats voor plunderkarren. Het is nu duidelijk hoe de karren in elkaar gezet worden, maar waar komen die barbaren vandaan?"
"TID_CAPBUILD_BARRACKS_MEGAGROUND","Berggolemgroeve"
"TID_CAPBUILD_BARRACKS_MEGAGROUND_INFO","Een reusachtig gat in de grond in de vorm van een golem. Hopelijk is er niet elke keer een nieuw gat nodig."
"TID_CAPBUILD_ROCKET","Raketartillerie"
"TID_CAPBUILD_ROCKET_INFO","Slingert exploderende raketten naar lucht- en gronddoelen. Wonderlijk genoeg missen ze nooit!"
"TID_CAPBUILD_SPELLLAB_RAGE","Woedespreukenfabriek"
"TID_CAPBUILD_SPELLLAB_RAGE_INFO","Produceert grote vaten gevuld met de woedespreuk. Mensen worden al irrationeel woedend als ze ook maar in de buurt komen."
"TID_CAPBUILD_SPELLLAB_HEAL","Genezingsspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_HEAL_INFO","Produceert grote vaten gevuld met de genezingsspreuk. Hoofdpijn verdwijnt als sneeuw voor de zon door de bloemige geur!"
"TID_CAPBUILD_SPELLLAB_JUMP","Sprongspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_JUMP_INFO","Produceert grote vaten gevuld met de sprongspreuk. Het lijkt alsof het hele gebouw zomaar weg zou kunnen stuiteren."
