"TID","RU"
"TID_SUPER_BARBARIANS","Суперварвары"
"TID_SNEAKY_ARCHERS","Коварные лучницы"
"TID_RAID_CART","Рейдовая повозка"
"TID_SIEGE_CART","Осадная повозка"
"TID_SUPER_WIZARDS","Суперколдуны"
"TID_SUPER_GIANTS","Супергиганты"
"TID_ROCKET_BALLOONS","Ракетные шары"
"TID_SKELETON_BARRELS","Бочки со скелетами"
"TID_HOG_RAIDERS","Кабаньи рейдеры"
"TID_MINION_HORDE","Орда миньонов"
"TID_CONTRIBUTE","Внести вклад"
"TID_CAPITAL_HALL_LEVEL","Столичная ратуша <level>-го уровня"
"TID_NOT_UNLOCKED_YET","Еще не открыто."
"TID_MEMBERS_SORTED_BY_REPUTATION","Репутация"
"TID_ZAP_TRAP","Шоковая ловушка"
"TID_ZAP_TRAP_INFO","Сильно шокирует проходящих мимо воинов."
"TID_CAPBUILD_GUARDPOST_GIANTS","Караулка супергигантов"
"TID_CAPBUILD_GUARDPOST_GIANTS_INFO","Супергиганты всегда готовы угостить врага кулаком."
"TID_CAPBUILD_GUARDPOST_DRAGONS","Караулка супердраконов"
"TID_CAPBUILD_GUARDPOST_DRAGONS_INFO","Супердраконы не жалуют чужаков и испепелят любого, посягнувшего на их территорию."
"TID_CAPBUILD_GUARDPOST_CART","Караулка рейдовых повозок"
"TID_CAPBUILD_GUARDPOST_CART_INFO","Если бы рейдовые повозки могли испытывать чувства, то пальба по нападающим очень бы их обрадовала."
"TID_TUTORIAL_FORGE_1","Главный строитель прислал эту кузницу и сказал, что она поможет с делами в столице."
"TID_TUTORIAL_FORGE_2","Каждый день она будет производить немного золота столицы. Чтобы собрать его, нужно нажать здесь."
"TID_TUTORIAL_FORGE_3","Мы попросили объяснить его, как все работает, но он сказал, что мы все равно не поймем."
"TID_TUTORIAL_FORGE_CRAFTING_1","Строители могут также преобразовывать в золото столицы существующие ресурсы."
"TID_TUTORIAL_FORGE_CRAFTING_2","Это займет немало времени, но ускорит строительство столицы!"
"TID_TUTORIAL_SELF_DONATING_1","Вождь, полученные в столице медали рейда можно использовать здесь."
"TID_TUTORIAL_SELF_DONATING_2","С их помощью ты можешь заполнить крепость клана любыми войсками."
"TID_TUTORIAL_SELF_DONATING_3","Очень удобно, если все остальные участники клана спят."
"TID_INFOBUBBLE_BUILDER_NOT_INPROGRESS","Улучшения не ведутся."
"TID_CAPITAL_LOCKED_JOIN_CLAN","Чтобы посетить столицу клана, нужно состоять в клане."
"TID_CAPITAL_LOCKED_PLAYER_LEVEL_TOO_LOW","Столица клана открывается на <level>-м уровне ратуши."
"TID_CAPITAL_LOCKED_CLAN_LEVEL_TOO_LOW","Столица клана открывается на <level>-м уровне клана."
"TID_CHARACTER_INFO_SNEAKY_ARCHERS","Отряд скрытных лучниц — верный способ управиться с важной целью. До тех пор, пока их не заметят, конечно."
"TID_CHARACTER_INFO_RAID_CART","Еще одна повозка с пушкой? Недостаток оригинальности компенсируется увеличенной мощностью массированного залпа и сопровождением из буйных варваров!"
"TID_CHARACTER_INFO_SUPER_WIZARDS","А вы знали, что группа суперколдунов называется «эго»? Они идеальны для уничтожения расположенных рядом зданий, но не настолько выносливы, как сами о себе думают!"
"TID_CHARACTER_INFO_SUPER_BARBARIANS","Когда что-то нужно срочно разнести в хлам, положитесь на суперварваров. Лучше всего использовать их в свежем виде, но они неплохо справляются, даже успокоившись."
"TID_CHARACTER_INFO_SUPER_GIANTS","Пара супергигантов поистине универсальна: они мощны, идеальны для выноса защитных сооружений, а при необходимости могут и стену проломить."
"TID_CHARACTER_INFO_ROCKET_BALLOONS","Когда рельеф работает против вас, поможет группа ракетных шаров... Главное — успеть, пока ускорители не выдохлись!"
"TID_CHARACTER_INFO_SKELETON_BARRELS","Кто-то сказал «фестиваль бочек»? Это просто вечеринка скелетов в небе — до тех пор, пока их шары не лопнут. Тогда она превратится в вечеринку скелетов на земле!"
"TID_CHARACTER_INFO_HOG_RAIDERS","Восхитительный тандем наездников и пилотов — встречайте кабаньих рейдеров!"
"TID_CHARACTER_INFO_MINION_HORDE","Шесть быстрых летающих воинов без брони. Три — толпа, а шесть — орда!"
"TID_CAPITAL_JUMP_INFO","Продвижению мешает стена или вода? Используйте это заклинание, чтобы проложить путь прямо над ними. Ваши воины перепрыгнут через препятствия, как ни в чем не бывало!"
"TID_CAPITAL_FROST_INFO","Даже в пылу сражения нужно сохранять холодную голову!\n\nИспользуйте заклинание мороза, чтобы замедлить защитные сооружения и обороняющихся воинов или заморозить воду, чтобы ваши воины могли пройти по ней."
"TID_CAPITAL_SPELL_DURATION","Время действия:"
"TID_CAPITAL_SPELL_DURATION_ATTACKS","<num> атаки"
"TID_CAPITAL_RAID_RECENT_PROGRESS","Последние достижения:"
"TID_NEXT_RAID","Следующий рейд"
"TID_CONGRATULATIONS","Поздравляем!"
"TID_LOOT_SHORT","Добыча:"
"TID_RAID_NUMBER","<number>-й рейд"
"TID_ACHIEVEMENT_DONATE_CAPITAL_TITLE","Самый ценный участник клана"
"TID_ACHIEVEMENT_DONATE_CAPITAL","Пожертвуйте золото столицы (<number>) на улучшения в столице клана"
"TID_ACHIEVEMENT_DONATE_CAPITAL_COMPLETED","Пожертвовано золота столицы: <value>"
"TID_ACHIEVEMENT_LOOT_CAPITAL_TITLE","Агрессивный капитализм"
"TID_ACHIEVEMENT_LOOT_CAPITAL","Добудьте золото столицы (<number>), атакуя в рейдах"
"TID_ACHIEVEMENT_LOOT_CAPITAL_COMPLETED","Добыто золота столицы: <value>"
"TID_ACHIEVEMENTS_VILLAGE3","Столица клана"
"TID_BATTLEPASS_TASK_DO_RAID_ATTACKS","Рейд? Конечно!"
"TID_BATTLEPASS_TASK_INFO_DO_RAID_ATTACKS","Проведите атаку в рейде на столицу <num> р."
"TID_RUIN_DESC","Группа заброшенных зданий, которые можно перестроить во что-то новое.\n\n<building> <level>-го уровня требуется для начала перестройки."
"TID_CAPITAL_TUTORIAL_1","Вождь, с тобой кто-то хочет поговорить. Но он немного, э-э, грубоват."
"TID_CAPITAL_TUTORIAL_2","Почему здесь все такое крошечное? Тут что, муравьи живут?"
"TID_CAPITAL_TUTORIAL_3","Наконец-то! Идем скорее, у нас дел невпроворот."
"TID_CAPITAL_TUTORIAL_4","Вот здесь можно по-настоящему развернуться. На этой горе будет столица вашего клана!"
"TID_CAPITAL_TUTORIAL_5","Лучшие кланы и строят, и сражаются вместе. Это я тебе по опыту говорю."
"TID_CAPITAL_TUTORIAL_6","Ну что, начнем?"
"TID_CAPITAL_TUTORIAL_7","На столичном пике есть все необходимое — горячий источник, удобное жилье и столичная ратуша."
"TID_CAPITAL_TUTORIAL_8","Чем мощнее будет столичная ратуша, тем больше районов можно будет открыть и застроить."
"TID_CAPITAL_PLAYGROUND","Столичная игровая площадка"
"TID_CAPITAL_PLAYGROUND_INTRO","Соклановец уже провел атаку этого района. Давай продолжим начатое!"
"TID_CAPITAL_PLAYGROUND_INTRO_2","Он повредил и разрушил несколько зданий, а также оставил <cffe346>исцеляющее заклинание.</c>"
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION","В столице у заклинаний нет таймеров."
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION_2","Они действуют на протяжении всей атаки и продолжают действовать для следующего атакующего. Затем они исчезают."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION","В атаках на столицу нельзя отправлять войска в бой со всех сторон."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_2","Первоначальная зона высадки войск находится в высокой траве."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_3","Зона высадки расширяется, когда ты уничтожаешь здания и стены на ее пути."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_4","Обрати внимание, как будет расширяться зона высадки."
"TID_CAPITAL_PLAYGROUND_SUPER_BARBARIANS","Отправь <c54a0fe>суперварваров</c> уничтожить несколько зданий."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION","Наземные войска не могут обойти стены, примыкающие к воде, утесам или краю района."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION_2","Поэтому, чтобы добраться до <cf70d16>пушки,</c> им нужно разрушить стену."
"TID_CAPITAL_PLAYGROUND_JUMP","<c85ff3b>Заклинание прыжка</c> можно использовать, чтобы прыгать через стены, реки и прибрежные воды."
"TID_CAPITAL_PLAYGROUND_JUMP_2","<c85ff3b>Заклинание прыжка</c> также позволяет расширить зону высадки. Используй заклинание здесь."
"TID_CAPITAL_PLAYGROUND_JUMP_3","С помощью <c85ff3b>заклинания прыжка</c> нельзя перепрыгнуть утесы или открытую воду."
"TID_CAPITAL_PLAYGROUND_SNEAKY_ARCHERS","Отправь <c54a0fe>коварных лучниц</c> уничтожить <cf70d16>мультипушки</c> за стеной."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS","Используй <c54a0fe>супергигантов,</c> чтобы они приняли удар на себя."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS","Отправь <c54a0fe>суперколдунов</c> уничтожить <cf70d16>копьеметы</c> и <cf70d16>башни-бомбежки</c> за стеной."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS_2","<c54a0fe>Суперколдуны</c> немного уступают <c54a0fe>коварным лучницам</c> в дальнобойности."
"TID_CAPITAL_PLAYGROUND_GATES","Обороняющиеся воины столицы не могут прыгать, но могут использовать ворота."
"TID_CAPITAL_PLAYGROUND_GATES_2","А для атакующих ворота все равно что стены."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS_2","Усиль атаку, отправив еще нескольких <c54a0fe>супергигантов.</c>"
"TID_CAPITAL_PLAYGROUND_GATES_3","Эти бедные <cf70d16>супергиганты</c> оказались заперты в своем отсеке."
"TID_CAPITAL_PLAYGROUND_GATES_4","Они станут легкой мишенью для твоих дальнобойных воинов."
"TID_CAPITAL_PLAYGROUND_FROST","<c38eaff>Заклинание мороза</c> замедляет защитные сооружения и замораживает воду для прохода наземных войск."
"TID_CAPITAL_PLAYGROUND_FROST_2","Используй <c38eaff>заклинание мороза</c> здесь, чтобы атаковать защитные сооружения врага с тыла."
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","Теперь уничтожь оставшиеся защитные сооружения. Не бойся экспериментировать!"
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","Награда за нападение: <number>"
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","Награда за оборону: <number>"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","Акции за кристаллы появятся, когда ратуша достигнет <value>-го уровня."
"TID_PRIMAL_SCENERY","Первобытное оформление"
"TID_PRIMAL_CHAMPION","Первобытный чемпион"
"TID_SHADOW_SCENERY","Теневое оформление"
"TID_CAPITAL_TUTORIAL_9","В каждом районе свои здания и ландшафт. Все они помогают делать твою столицу сильнее."
"TID_CAPITAL_TUTORIAL_10","Но все же... Все же здесь мне нравится больше всего."
"TID_CAPITAL_TUTORIAL_11","Может, пойдешь и посмотришь, чем помочь?"
"TID_TUTORIAL_RUINS_1","Хм, кажется, тут давно не делали ремонт..."
"TID_TUTORIAL_RUINS_2","Восстанови эти руины, и в районе появятся новые здания."
"TID_TUTORIAL_RUINS_3","Здесь видно, что ты получишь и сколько золота столицы на это уйдет."
"TID_TUTORIAL_RUINS_4","Больше зданий означает больше вариантов для обороны и мощных атак."
"TID_TUTORIAL_CAPITAL_UPGRADE_1","Хм-м, есть куда стремиться. Давай проведем улучшение!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","Здания в столице улучшаются всем кланом. Каждый участник может внести вклад, пожертвовав золото столицы."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","Когда пожертвований будет достаточно, здание улучшится."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","А вот я, в отличие от некоторых, улучшаю все одним взмахом молота..."
"TID_TUTORIAL_CAPITAL_ARMY_1","Здесь для атак используются воины и заклинания вашей столицы."
"TID_TUTORIAL_CAPITAL_ARMY_2","У меня нет времени возить войска туда-сюда, пока ты думаешь."
"TID_TUTORIAL_CAPITAL_ARMY_3","Здесь твоя армия всегда готова сражаться, главное — определиться с тем, какие войска использовать."
"TID_TUTORIAL_CAPITAL_ARMY_4","Открывай и улучшай казармы и фабрики заклинаний, если хочешь иметь больше вариантов на выбор или усилить армию."
"TID_TUTORIAL_RAID_TEASER_1","Вы, молодежь, вечно хотите всего и сразу."
"TID_TUTORIAL_RAID_TEASER_2","Когда придет время, ваш клан сможет участвовать в днях рейдов."
"TID_TUTORIAL_RAID_TEASER_3","Придется немного подождать. Упражняйся в атаках и укрепляй оборону."
"TID_TUTORIAL_RAID_WEEKEND_1","Пора на рейд! В дни рейдов твой клан нападает на столицы других кланов."
"TID_TUTORIAL_RAID_WEEKEND_2","Здесь показан клан-соперник, который вы атакуете. Чтобы победить, твой клан должен уничтожить все районы его столицы."
"TID_TUTORIAL_RAID_WEEKEND_3","После разгрома этой столицы придет очередь столицы другого клана. Соперники будут сменяться, пока идут дни рейдов!"
"TID_TUTORIAL_RAID_WEEKEND_4","Каждый может провести определенное количество атак. Впервые заработав 3 звезды, ты получишь дополнительную атаку."
"TID_TUTORIAL_RAID_WEEKEND_5","В это время другие кланы будут атаковать твою столицу. Говорил же, надо было улучшить больше защитных сооружений..."
"TID_TUTORIAL_RAID_WEEKEND_6","По окончании дней рейдов ты получишь медали рейда в соответствии с успехами твоего клана в атаке и обороне."
"TID_BUTTON_BUY","Купить"
"TID_AVAILABLE_RAID_MEDALS","Доступно медалей рейда:"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","Обзор"
"TID_RAID_INFO_TAB_OVERVIEW","В дни рейдов ваш клан соревнуется с другими кланами, поочередно нападая на их столицы. Уничтожьте их одну за другой, чтобы заработать грандиозные награды. В это же время другие кланы будут атаковать вашу столицу — вы можете наблюдать за их действиями и менять планировку районов, чтобы прикрыть слабые места.\n\nВ дни рейдов у всех участников вашего клана будет одинаковое количество атак. После первой победы с 3 звездами игрок получает право на дополнительную атаку. Других способов увеличить количество атак не существует, так что используйте их с умом!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","Атака"
"TID_RAID_INFO_TAB_ATTACK","Для разрушения большинства столичных районов требуется несколько атак. Урон, нанесенный каждым атакующим, сохраняется, а заклинания действуют и на протяжении следующей атаки. По мере нанесения урона зона высадки войск расширяется, предоставляя дополнительные возможности для атаки.\n\nИспытайте свои силы на тренировочном уровне рейдовых атак!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","Награды"
"TID_RAID_INFO_TAB_REWARDS","В дни рейдов ваш клан зарабатывает медали рейда как при атаке, так и при обороне. Все атаковавшие игроки получат заработанные медали рейда в конце дней рейдов. Каждый уничтоженный кланом район принесет медали рейда, и чем сильнее район, тем больше медалей вам достанется. Медали рейда можно также получить за успешную оборону, так что постарайтесь придумать планировки, которые сделают ваши районы неприступными.\n\nАтакуя в рейдах, вы получаете золото столицы за разрушение зданий."
"TID_DECO_BOULDER","Валун"
"TID_RAID_WEEKEND_STARTS_IN","До начала дней рейдов <time>"
"TID_FIND_SPELL_FACTORY","Найти фабрику"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Запись на дни рейдов больше не доступна."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Записаться невозможно. Попробуйте позже."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Записаться невозможно: дни рейдов сейчас не идут."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Записаться невозможно: вы больше не состоите в клане."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Вы не можете записаться."
"TID_TRAP_RUIN_DESC","Группа заброшенных ловушек, которые можно восстановить.\n\n<building> <level>-го уровня требуется для начала восстановления."
"TID_DECO_RUIN_DESC","Набор украшений. Восстановите, чтобы переместить или отправить на склад.\n\n<building> <level>-го уровня требуется для начала восстановления."
"TID_DECO_RUIN_CAMPSITE","Место для привала"
"TID_DECO_RUIN_STONE_CIRCLE","Круг из камней"
"TID_DECO_RUIN_LARGE_FOREST","Большой лес"
"TID_DECO_FIREPLACE","Костер"
"TID_DECO_DEAD_TREE","Мертвое дерево"
"TID_CAPITAL_GOLD_INFO","Столичное золото производится в кузнице и добывается в рейдах на другие столицы. Используйте его для улучшений в столице клана."
"TID_RAID_MEDALS_INFO","Медали рейда можно заработать, участвуя в днях рейдов в столице клана. Их можно потратить у торговца или использовать для добавления подкреплений в крепость клана."
"TID_LEAGUE_MEDALS_INFO","Медали лиги можно заработать, участвуя в ежемесячной лиге войн кланов."
"TID_DECO_RUINED_PYRE","Заброшенный костер"
"TID_DECO_RUIN_ROCKS","Каменное поле"
"TID_RUINS_ARMY_CAMP","Руины военного лагеря"
"TID_RUINS_SPELL_FACTORY","Руины фабрики заклинаний"
"TID_RUINS_BARRACKS","Разрушенные казармы"
"TID_CONTRIBUTED","<name> жертвует"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Начались дни рейдов! Атакуйте столицы других кланов и продвигайтесь к победе."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Пора отправляться в рейд! Атакуйте столицы других кланов и продвигайтесь к победе."
"TID_TRADER_TUESDAY_NOTIFICATION","У торговца обновился ассортимент! Не пропустите новые акции недели!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Дни рейдов скоро закончатся! Проведите оставшиеся атаки!"
"TID_NOTIFICATION_FORGE_COMPLETE","Золото столицы можно забрать в кузнице!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Горный лес"
"TID_DECO_RUIN_LAKESIDE_FOREST","Лес у озера"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Лес у реки"
"TID_DECO_RUIN_RUINED_PILLARS","Поврежденные колонны"
"TID_DECO_RUIN_ABANDONED_PYRE","Заброшенный костер"
"TID_DECO_RUIN_TREE_FARM","Лесное хозяйство"
"TID_DECO_RUIN_TRUNKS","Сухие стволы"
"TID_DECO_RUIN_FOREST_CIRCLE","Кольцо деревьев"
"TID_ALL_CAPITAL_UPGRADES_DONE","Все возможные улучшения проведены."
"TID_NO_RAIDS_MADE_YET","Рейд еще не проводился."
"TID_NO_DEFENSES_YET","Оборона еще не проводилась."
"TID_FINDING_RAID","Поиск рейда"
"TID_RAID_ATTACK_CONFIRM_INFO","Подготовьтесь как следует, прежде чем начать рейдовую атаку!"
"TID_RAID_DONT_HAVE_RESULTS_YET","Результатов рейда пока нет."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Вы не атаковали с этим кланом в предыдущие дни рейдов."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","Клан не атаковал в предыдущие дни рейдов."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","Клан не участвовал в предыдущих днях рейдов."
"TID_RAID_RESULTS_INTERNAL_ERROR","Не удалось получить результаты предыдущих дней рейдов."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Нельзя атаковать: дни рейдов не идут."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Нельзя атаковать: дни рейдов заканчиваются."
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Все атаки дней рейдов использованы."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Атакующий рейд"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Предыдущий оборонный рейд"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Оборонный рейд"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Предыдущий атакующий рейд"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Дни рейдов заканчиваются, вам не хватит времени для участия!"
"TID_CAPITAL_RAID_SEASON_FULL","На текущие дни рейдов записалось максимальное количество участников клана."
"TID_CLAN_TAG_CLAN_CAPITAL","Столица клана"
"TID_MINER_QUEEN","Королева шахтеров"
"TID_SUMMER_QUEEN","Летняя королева"
"TID_ROYALE_SCENERY","Оформление Royale"
"TID_SUMMER_KING","Летний король"
"TID_SUMMER_WARDEN","Летний хранитель"
"TID_SUMMER_CHAMPION","Летний чемпион"
"TID_SUMMER_SCENERY","Летнее оформление"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Очистить очередь обучения?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Вы точно хотите очистить очередь обучения?"
"TID_SETTING_AUTO_TRAIN","Автоматическое обучение использованной армии"
"TID_SETTING_AUTO_TRAIN_INFO","Включите, чтобы использованная армия автоматически добавлялась в очередь обучения после сражения."
"TID_SOLD_OUT","Продано!"
"TID_CAPBUILD_WALL_INFO","Стены защищают районы от врагов.\n\nВсе стены в районе всегда находятся на одном уровне и улучшаются одновременно. Стройте вместе, сражайтесь вместе, улучшайте стены вместе!"
"TID_OBSTACLE_BIRTHDAY2022","Торт к 10-й годовщине"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","Планировка столицы клана была сброшена в связи с недопустимым содержанием."
"TID_BARRACKS_NOT_UNLOCKED","Эти казармы еще не построены."
"TID_SPELL_FACTORY_NOT_UNLOCKED","Эта фабрика заклинаний еще не построена."
"TID_WIZARD_STATUE","Статуя колдуна"
"TID_CHARACTER_INFO_SKELETON_GLIDER","Обычному скелету не так-то просто пробраться за стены, но скелет на дельтаплане может запросто перелететь через них!"
"TID_CHARACTER_INFO_SKELETON3","Этот костяной воин не представляет особой угрозы сам по себе, но скелеты никогда не сражаются в одиночку — их всегда целая толпа!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Подведение итогов дней рейдов еще не закончено."
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Подарок короля гоблинов"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Это бомба? Украшение к 10-й годовщине? Ратуша? Никто не знает..."
"TID_BUTTON_PLAY","Играть"
"TID_PLAYABLE_IN","Можно сыграть через:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","Пройдите предыдущее испытание"
"TID_ANNIVERSARY_TITLE","10 лет Clash"
"TID_CHALLENGE_INFO_2012","Clash of Clans выходит во всем мире. Веселье начинается!"
"TID_CHALLENGE_INFO_2013","Появление героев, первых воинов за черный эликсир и ратуши 10-го уровня!"
"TID_CHALLENGE_INFO_2014","В игре появилась адская гончая, герои получили способности, а кланы наконец обрели возможность сражаться в войнах кланов!"
"TID_CHALLENGE_INFO_2015","Появление хранителя и ратуши 11-го уровня. Первые темные заклинания. Ратуши внезапно переместились в центр деревень..."
"TID_CHALLENGE_INFO_2016","Мир Clash стал больше с выходом Clash Royale. Добавление дружеских испытаний и войн. Появление вышибалы, шахтера и дракончика."
"TID_CHALLENGE_INFO_2017","На другой стороне моря обнаружена деревня строителя. Здоровяк привез в деревню первые Игры кланов и волшебные предметы."
"TID_CHALLENGE_INFO_2018","Добавление ратуши 12-го уровня и электродракона. Появление осадных машин, лиг войн кланов и торговца."
"TID_CHALLENGE_INFO_2019","Сезонные испытания и скины для героев. Дом строителя 9-го уровня и переработка Легендарной лиги. Ратуша 13-го уровня, королевский чемпион и йети."
"TID_CHALLENGE_INFO_2020","С появлением супервоинов обычные воины обзавелись суперсилой и роскошными прическами. Появление охотницы за головами, бревномета и заклинания невидимости."
"TID_CHALLENGE_INFO_2021","Добавление ратуши 14-го уровня устроило настоящий переполох в джунглях. У героев появились атакующие компаньоны-животные, а прибытие всадника на драконе и огнеметателя усилило накал страстей!"
"TID_CHALLENGE_INFO_2022","В заоблачных высях обнаружена столица клана, где кланы могут строить и сражаться вместе! Первое десятилетие позади... Что принесет следующее?"
"TID_IN_PROGRESS","В процессе"
"TID_STARS_COLLECTED","Звезд: <number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","Вечный огонь"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Неужели этот огонь никогда не гаснет?"
"TID_INCOMPLETE_CAPITAL_ARMY","Соберите столичную армию перед атакой."
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Планировка района вашего клана изменена из-за недопустимого содержания. В случае повторного нарушения наказание будет серьезнее!\nКоснитесь кнопки ниже, чтобы подробнее узнать о недопустимых планировках в столице клана."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Вы получаете кристаллы (<num>) за атаки в столице в дни рейдов."
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Вы получаете кристаллы (<num>) за оборону в столице в дни рейдов."
"TID_CAPITAL_UPGRADE_PRIORITIZE","Установить\nприоритет"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Убрать\nприоритет"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Ошибка изменения приоритета"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Не в клане"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Изменение приоритета недоступно"
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Недопустимое действие"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","Достигнут предел смены приоритета"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","Отправьте отозванного героя в бой, чтобы применить способность"
"TID_PET_PHOENIX","Феникс"
"TID_PET_POISON_LIZARD","Ядовитый ящер"
"TID_PET_DIGGY","Копатик"
"TID_PET_FROSTY","Снежок"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","Боевой бур"
"TID_CHARACTER_ELECTRO_TITAN","Электротитанида"
"TID_CHARACTER_ICE_SPIRIT","Снежная блоха"
"TID_BUILDING_SPELL_TOWER","Башня заклинаний"
"TID_BUILDING_MONOLITH","Монолит"
"TID_SPELL_RECALL","Отзывающее заклинание"
"TID_CHALLENGE_START_FAILED","Не удалось начать испытание"
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Отзовите воинов, чтобы отправить их в бой заново"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","Отозванные воины уже отправлены"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Воины не были отозваны"
"TID_WEAPON_INVISIBILITY_SPELL","Башня с заклинанием невидимости"
"TID_CHOOSE_SPELL_MODE","Выберите заклинание"
"TID_WEAPON_POISON_SPELL","Башня с ядовитым заклинанием"
"TID_WEAPON_RAGE_SPELL","Башня с заклинанием ярости"
"TID_SPELL_RECALL_HOUSING","Количество отзываемых воинов: <number>"
"TID_PET_PHOENIX_INFO","Настоящий друг всегда поддержит в беде! Исходная форма феникса — беспомощное яйцо, но если герой окажется на волоске от гибели, оттуда вылетит пламенеющая от ярости огненная птица. Она на время делает героя неуязвимым и атакует врагов поблизости."
"TID_PET_POISON_LIZARD_INFO","Ядовитый ящер обгонит любого — неудивительно, учитывая, что его плевки замедляют врагов. В результате создается довольно токсичная атмосфера, но никто не решается жаловаться."
"TID_PET_DIGGY_INFO","Копатик — интроверт, большую часть времени прячущийся под землей, но на поле боя он забывает о робости и атакует здания, помогая своему герою. Если хозяин окажется побежден, Копатик отправится на поиски нового, который оценит его помощь и почешет за ушком."
"TID_PET_FROSTY_INFO","У Снежка очень свежее, прямо-таки ледяное дыхание, остужающее пыл врагов. А еще он выпускает целые стаи снежных блох, еще сильнее замедляющих защитные сооружения и помогающих герою."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","Боевой бур — превосходный пример гоблинской изобретательности. Он прокладывает подземный ход к ближайшему защитному сооружению, а затем выходит на поверхность, чтобы оглушать и разрушать!"
