"TID","FA"
"TID_SUPER_BOWLER_ABILITY_NAME","ضربه سه‌برابر"
"TID_SUPER_BOWLER_ABILITY_HELP","تخته‌سنگ‌ها اصابت می‌کنند و تا سومین هدف جهش می‌کنند و آسیب انفجاری بیشتری وارد می‌کنند."
"TID_OBSTACLE_HALLOWEEN2021","\qگل\q مهربان"
"TID_SELECT_SINGLE_SKIN_MODE","فقط جلد انتخاب‌شده استفاده خواهد شد"
"TID_SELECT_RANDOM_SKIN_MODE","جلدها به‌طور تصادفی از بین تمام موارد انتخاب‌شده انتخاب می‌شوند"
"TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","با استفاده از <troop>، یک ستاره در نبرد چند نفره کسب کنید."
"TID_CLANGAMES_TASK_USETROOP_BUILDERBASE","با استفاده از <troop>، یک ستاره در نبرد سازنده کسب کنید."
"TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","با استفاده از <spell>، یک ستاره در نبرد چند نفره کسب کنید."
"TID_CLANGAMES_TASK_USESUPERTROOP","در <num> نبرد چند نفره، یک ستاره با استفاده از <troop> کسب کنید."
"TID_9TH_CLASHIVERSARY_SCENERY","منظره نهمین سالگرد کلش"
"TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN","根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。"
"TID_CHAMPION_QUEEN","ملکه قهرمان"
"TID_LOADING_CHINA_TENCENT","本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。\n粤网文【2017】6138-1456号、（总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 运营单位：北京昆仑乐享网络技术有限公司 文网游进字【2015】0062号 审批文号：新广出审【2015】1084号 出版物号：ISBN 978-7-89988-438-6"
"TID_SUPER_DRAGON","اَبَر‌اژدها"
"TID_SUPER_DRAGON_INFO","گاهی‌اوقات، وجود آتش در درونتان کافی نیست. اَبَر‌اژدها در درون و بیرونش آتش دارد و اگر بتواند کارش را انجام دهد، اطرافش را آتش احاطه می‌کند!"
"TID_SUPER_DRAGON_ABILITY_NAME","جزغاله کردن"
"TID_SUPER_DRAGON_ABILITY_HELP","آسیب‌های مداومی را وارد می‌کند که به اهداف نزدیک اصابت می‌کنند"
"TID_TASK_BANNER_START_NEW","چالش جدید"
"TID_LAST_ONLINE_WITHIN_24H","اخیراً بازی شده است"
"TID_LAST_ONLINE_ONE_DAY_AGO","یک روز قبل بازی شده است"
"TID_LAST_ONLINE_MULTIPLE_DAYS_AGO","<num> روز قبل بازی شده است"
"TID_LAST_ONLINE_OVER_WEEK_AGO","بیشتر از یک هفته قبل بازی شده است"
"TID_MEMBERS_SORTED_BY_TROPHY","بیشترین جام‌ها"
"TID_MEMBERS_SORTED_BY_TOWN_HALL","بالاترین سطح تالار شهر"
"TID_MEMBERS_SORTED_BY_TROOPS_DONATED","بیشترین نیروهای اهدا‌‌شده"
"TID_MEMBERS_SORTED_BY_TROOPS_RECEIVED","بیشترین نیروهای دریافت‌شده"
"TID_MEMBERS_SORTED_ALPHABETICALLY","بر‌اساس حروف الفبا"
"TID_MEMBERS_SORTED_BY_ROLE","بر‌اساس نقش"
"TID_MEMBERS_SORTED_BY_ACTIVE","بر‌اساس آخرین فعالیت"
"TID_MEMBERS_SORTED_BY_XP","بالاترین سطح XP"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_14","14 قدرتمند"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_14","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 14، <num> ستاره کسب کنید."
"TID_CHARACTER_SIEGE_MACHINE_CATAPULT","شعله‌انداز"
"TID_CHARACTER_INFO_SIEGE_MACHINE_CATAPULT","این افسونگر کوچک بسته‌های ترکیبی ارواح آتشین را پرتاب می‌کند که هم ضربه شدیدی وارد می‌کنند و هم آشفتگی سوزانی را پشت سرشان به‌جا می‌گذارند. دامنه پرتاب دور‌بُردش به او کمک می‌کند تا از دردسر دور بماند، اما مراقب دفاع‌ها و تله‌های او با دامنه دور‌بُردتر باشید! از اثرات طلسم مصون است."
"TID_TUTORIAL_CHECK_PARENTAL_CONSENT","رئیس، قبل از اینکه بتوانید بازی کنید، بزرگسال قابل‌ اعتماد شما باید تأییدیه بدهد."
"TID_WARNING_1_GEM_DONATIONS_INACTIVE","«اهدا با 1 جواهر» را فعال نکرده‌اید. آیا مطمئنید که می‌خواهید با جواهر اهدا کنید؟"
"TID_WARNING_WAR_MEMBER_NOT_IN_CLAN","این بازیکن در‌حال‌حاضر عضو قبیله نیست."
"TID_SNOWED_IN_SCENERY","روز برفی"
"TID_MASTER_WARDEN","نگهبان حرفه‌ای"
"TID_PUMPKIN_GRAVEYARD_SCENERY","قبرستان کدو‌تنبل"
"TID_GOLEM_KING","پادشاه غول سنگی"
"TID_JOLLY_WARDEN","نگهبان شاد"
"TID_ICE_KING","پادشاه یخی"
"TID_NO_OPENID_LOGIN_DISALLOWED_TENCENT","根据相关部门的最新防沉迷规则，请您打开设备设置，将设备语言切换至简体中文后，即可使用QQ/微信账号登录游戏。"
"TID_CHAT_JUST_DISABLED","سایر بازیکنان نام شما را به خاطر دادن نظرات نامناسب گزارش کرده‌اند. چت شما برای <time> غیرفعال شده است."
"TID_SHADOW_CHAMPION","قهرمان سایه"
"TID_SHADOW_KING","پادشاه سایه"
"TID_SHADOW_WARDEN","نگهبان سایه"
"TID_SHADOW_QUEEN","ملکه سایه"
"TID_TIGER_KING","پادشاه قمری"
"TID_TIGER_MOUNTAIN_SCENERY","کوهستان ببر"
"TID_WARRIOR_WARDEN","نگهبان جنگجو"
"TID_TENCENT_THIRDPARTY_INFO","فهرست اشتراک‌گذاری اطلاعات شخص ثالث"
"TID_SELF_SERVICE_BUTTON","سلف‌سرویس"
"TID_SETTING_SHOW_LEADERBOARDS","نمایش در تابلو امتیازات"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","وقتی این قابلیت «روشن» باشد، در تابلو امتیازات نمایش داده می‌شوید و برای سایر بازیکنان قابل مشاهده هستید. وقتی این قابلیت «خاموش» باشد، در تابلو امتیازات نمایش داده نمی‌شوید و برای سایر بازیکنان قابل مشاهده هستید."
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_1","用户与隐私相关协议指引"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_1","在您使用我们(腾讯)服务前，请您务必审慎阅读、充分理解<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>的各条款。同时，您应特别注意前述协议中免除或者限制我们责任的条款、对您权利进行限制的条款、约定争议解决方式和司法管辖的条款。如您已详细阅读并同意以上条款，请点击\q同意\q开始使用我们的服务。\n我已经详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>。\n"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_2","提示"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_2","尊敬的用户，您需要详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>，才可进入游戏哦。"
"TID_TENCENT_CUSTOMER_SUPPORT","خدمات پشتیبانی مشتریان Tencent"
"TID_PRIVACY_CONTROLS_BUTTON","کنترل‌های حریم خصوصی"
"TID_FAQ_BUTTON_TENCENT","فهرست اشتراک‌گذاری اطلاعات شخص ثالث"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","توافق‌نامه خدمات و مجوز Tencent Game"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","دستورالعمل‌های Tencent Game برای حفاظت از حریم خصوصی"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","دستورالعمل‌های Tencent Game برای حفاظت از حریم خصوصی کودکان"
"TID_ALLIANCE_REPORT_TEXT","آیا مطمئنید که می‌خواهید نام یا توضیح قبیله <name> را به‌عنوان نامناسب گزارش کنید؟"
"TID_ANONYMOUS_PLAYER","ناشناس"
"TID_SETTINGS_PRIVACY","حریم خصوصی"
"TID_SETTINGS_GENERAL","عمومی"
"TID_EXISTING_PLAYER_PRIVACY_SETTINGS_ADVISORY","تنظیمات اطلاعات شخصی به بازی اضافه شده است که در‌حال‌حاضر برای نمایش باز است. می‌توانید آن را در «تنظیمات -> تنظیمات بیشتر» تنظیم کنید."
"TID_NEW_PLAYER_PRIVACY_SETTINGS_ADVISORY","تنظیمات اطلاعات شخصی به بازی اضافه شده است که به‌طور پیش‌فرض «خاموش» هستند. به بازی اجازه می‌دهید آنها را فعال کند؟\n\n✅ نمایش در تابلو امتیازات"
"TID_ACCEPT_PRIVACY_SUGGESTIONS","پذیرش"
"TID_GENERIC_NOTIFICATION_TITLE","توجه"
"TID_REPORT_REASON","原因"
"TID_REPORT_REASON_POLITICAL","政治敏感性"
"TID_REPORT_REASON_VULGAR","色情和低俗"
"TID_REPORT_REASON_ABUSIVE","辱骂"
"TID_REPORT_REASON_OTHER","其他内容"
"TID_REPORT_DESCRIPTION_TITLE","详细描述"
"TID_REPORT_DESCRIPTION_DEFAULT","请描述你要举报的内容"
"TID_REPORT_LAYOUT","举报排版"
"TID_REPORT_CONFIRM_SCREENSHOT","你确定要提交这张截图作为证据吗？"
"TID_REPORT_DONE","感谢您的举报"
"TID_RUINS","ویرانه‌ها"
"TID_CAPITAL_RESOURCE","طلای پایتخت"
"TID_CAPITAL_RESOURCE_FULL","فضای کافی ذخیره‌سازی وجود ندارد!"
"TID_FORGE","کوره"
"TID_CAPITAL_REWARD","مدال‌های یورش"
"TID_CAPITAL_REWARD_FULL","فضای کافی ذخیره‌سازی وجود ندارد!"
"TID_REQUIRED_HQ_LEVEL","به تالار پایتخت سطح <number> نیاز دارید"
"TID_CAPITAL_HALL_LEVEL_TOO_LOW","باید تالار پایتخت خود را به سطح <number> ارتقاء دهید!"
"TID_DISTRICT_HALL_LEVEL_TOO_LOW","باید تالار منطقه‌تان را به سطح <number> ارتقاء دهید!"
"TID_BLACKSMITH_LEVEL_TOO_LOW","باید آهنگر خود را به سطح <number> ارتقا دهید!"
"TID_CRAFT","ساختن"
"TID_POPUP_SPEED_UP_FORGE","اکنون می‌خواهید ساخت‌وساز طلای پایتخت را تمام کنید؟"
"TID_FREE_IN","رایگان در:"
"TID_CAPBUILD_SPEAR_THROWER","نیزه‌انداز"
"TID_CAPBUILD_SPEAR_THROWER_INFO","نیزه‌های بزرگ را روی زمین و هوا به‌سمت دشمنان پرتاب می‌کند. خیلی ترسناک است."
"TID_CAPBUILD_CANNON","توپ"
"TID_CAPBUILD_CANNON_INFO","این توپ شاید آهسته شلیک کند، اما موقع مشت زدن جبرانش می‌کند. اشکال دیگرش این است که برای رسیدن به اهداف هوایی به اندازه کافی به‌سمت بالا خم نمی‌شود."
"TID_CAPBUILD_ARMY_FIELD_INFO","میدان نبرد خوبی برای ارتش قبیله‌تان است تا وقتی منتظر حمله‌ها هستید در آن وقت‌گذرانی کنند. می‌توانید آن را ارتقاء دهید تا فضای ذخیره‌سازی موجود را افزایش دهید."
"TID_CAPBUILD_BARRACKS_GIANT","پادگان اَبَر غول"
"TID_CAPBUILD_BARRACKS_GIANT_INFO","خانه اَبَر غول‌ها. تجهیزات آموزشی کاملاً در همه جا پراکنده است!"
"TID_CAPBUILD_BARRACKS_ARCHER","پادگان کماندار زیرک"
"TID_CAPBUILD_BARRACKS_ARCHER_INFO","زمین تمرین کماندارهای زیرک. مواظب اشیاء پرنده تیز و بُرنده باشید."
"TID_CAPBUILD_BARRACKS_BARBARIAN","پادگان اَبَر بربر"
"TID_CAPBUILD_BARRACKS_BARBARIAN_INFO","منطقه مبارزه اَبَر بربرها. بوی لاف‌زنی و عرق به مشام می‌رسد."
"TID_CAPBUILD_BARRACKS_WIZARD","پادگان اَبَر جادوگر"
"TID_CAPBUILD_BARRACKS_WIZARD_INFO","شبیه به پادگان اَبَر جادوگرها است، اما انفجارهای مداوم باعث می‌شود که از نزدیک‌تر شدن به آن بترسید."
"TID_CAPBUILD_BARRACKS_BALLOON","پادگان بالون موشکی"
"TID_CAPBUILD_BARRACKS_BALLOON_INFO","وقتی قرار است بالون‌های موشکی ساخته شوند، هیچ فرصتی برای پناه گرفتن نیست. فقط یک قانون وجود دارد «سریع بروید!»"
"TID_CAPBUILD_BARRACKS_DRAGON","پادگان اَبَر‌اژدها"
"TID_CAPBUILD_BARRACKS_DRAGON_INFO","با نگاهی به گذشته، می‌بینیم که احتمالاً چوب بهترین ماده برای ذخیره‌سازی اژدها نیست. اینکه ساختمان هنوز آتش نگرفته، معجزه است."
"TID_CAPBUILD_BARRACKS_MEGAAIR","حیاط دژ پرنده"
"TID_CAPBUILD_BARRACKS_MEGAAIR_INFO","حیاط ساخت‌و‌ساز برای دژهای پرنده. در بالای کوه قرار دارد، شاید به‌ این خاطر که سازنده شک داشته که آیا پرواز می‌کند یا خیر."
"TID_CAPBUILD_BARRACKS_CANNONCART","پادگان ارابه یورش"
"TID_CAPBUILD_BARRACKS_CANNONCART_INFO","کارگاه ارابه‌های یورش. معلوم است که ارابه‌ها چطور ساخته می‌شوند، اما بربرها از کجا می‌آیند؟"
"TID_CAPBUILD_BARRACKS_MEGAGROUND","معدن غول سنگی کوهستان"
"TID_CAPBUILD_BARRACKS_MEGAGROUND_INFO","حفره‌ای عظیم به‌شکل غول سنگی در زمین. امیدواریم هر بار به حفره جدیدی نیاز نباشد."
"TID_CAPBUILD_ROCKET","توپخانه موشک"
"TID_CAPBUILD_ROCKET_INFO","موشک در‌حال انفجار را به‌سمت اهداف هوایی و زمینی پرتاب می‌کند. به‌طور معجزه‌آسایی هرگز تیرشان خطا نمی‌رود!"
"TID_CAPBUILD_SPELLLAB_RAGE","کارخانه طلسم خشم"
"TID_CAPBUILD_SPELLLAB_RAGE_INFO","بشکه‌های بزرگ پر از طلسم خشم را می‌جوشاند. فقط کافی است به آن نزدیک شوید، تا مثل دیوانه‌ها عصبانی شوید."
"TID_CAPBUILD_SPELLLAB_HEAL","کارخانه طلسم شفا"
"TID_CAPBUILD_SPELLLAB_HEAL_INFO","بشکه‌های بزرگ طلسم شفا را می‌جوشاند. بوی گل باعث می‌شود سردردتان به‌طرز جادویی از بین برود!"
"TID_CAPBUILD_SPELLLAB_JUMP","کارخانه طلسم پرش"
"TID_CAPBUILD_SPELLLAB_JUMP_INFO","بشکه‌های بزرگ طلسم پرش را می‌جوشاند. به نظر می‌رسد که کل ساختمان در حال بلند شدن است."
"TID_CAPBUILD_SPELLLAB_FREEZE","کارخانه طلسم یخبندان"
"TID_CAPBUILD_SPELLLAB_FREEZE_INFO","بشکه‌های بزرگ طلسم یخبندان را می‌جوشاند. به بازدید‌کنندگان توصیه می‌کنیم که لباس گرم همراهشان بیاورند!"
"TID_CAPBUILD_SPELLLAB_LIGHTNING","کارخانه طلسم رعد و برق"
"TID_CAPBUILD_SPELLLAB_LIGHTNING_INFO","بشکه‌های بزرگ طلسم رعد و برق را می‌جوشاند. هر کسی که نزدیکش باشد، کل روز موهایش بدحالت می‌شود."
"TID_CAPBUILD_SPELL_STORAGE","مخزن طلسم"
"TID_CAPBUILD_SPELL_STORAGE_INFO","مخزن طلسم‌ از طلسم‌های جوشانده‌شده پایتخت نگهداری می‌کند. آن را ارتقا دهید تا ظرفیت طلسم در یورش‌ها افزایش پیدا کند."
"TID_BALLOON_BUS","کشتی هوایی"
"TID_PLAYER_HOUSE","خانه قبیله"
"TID_PLAYER_HOUSE_INFO","خانه‌ای دور از دهکده خانه برای ملاقات با اعضای قبیله. برای تماشا بیایید و برای دیدن یورش‌های جذاب و دیدنی بمانید."
"TID_RIVER","رودخانه"
"TID_RIVER_BRIDGE","پل"
"TID_RIVER_CAVE","غار رودخانه‌ای"
"TID_LAKE_STRAIGHT1","مسیر مستقیم دریاچه"
"TID_WATER","آب"
"TID_LAKE_CURVE","خم دریاچه"
"TID_LAKE_CORNER","گوشه دریاچه"
"TID_DECO_HILL_3","کوهپایه"
"TID_DECO_HILL_6","قله کوچک"
"TID_DECO_HILL_8","قله بزرگ"
"TID_DECO_HILL_10","قله عظیم"
"TID_DECO_LAKE_5","آبگیر کوچک"
"TID_DECO_LAKE_8","آبگیر بزرگ"
"TID_DECO_FOREST_2","بیشه"
"TID_DECO_FOREST_3","جنگل"
"TID_DECO_QUARRY_5","معدن سنگ"
"TID_DISTRICT_CAPITAL_PEAK","قله پایتخت"
"TID_DISTRICT_BARBARIAN_CAMP","اردوگاه بربر"
"TID_DISTRICT_WIZARD_VALLEY","دره جادوگر"
"TID_CAPBUILD_CAPHQ","تالار پایتخت"
"TID_CAPBUILD_CAPHQ_INFO","قلب پایتخت! ارتقاء دهید تا قفل مناطق جدید و دیگر ارتقاءهای ساختمان در قله پایتخت باز شود."
"TID_CAPBUILD_DISHQ","تالار منطقه"
"TID_CAPBUILD_DISHQ_INFO","اهالی دهکده و سازنده بزرگ از اینجا مراقب این منطقه هستند. ارتقاء دهید تا قفل دیگر ارتقاء‌های ساختمان در این منطقه باز شود."
"TID_CAPITAL_SHOP_CONFIRM_TITLE","خریداری می‌کنید؟"
"TID_CAPITAL_SHOP_CONFIRM_TEXT","<num>x <item> می‌خرید؟"
"TID_CAPITAL_SHOP_RESOURCE_CONFIRM_TEXT","<num> <item> می‌خرید؟"
"TID_RUIN_INFO_UNLOCKS","برای کسب موارد زیر، بازسازی کنید:"
"TID_BUTTON_RAID","یورش"
"TID_BUTTON_CAPITAL_MAP","نقشه"
"TID_DISTRICT_UNLOCKS_AT_MESSAGE","در تالار پایتخت سطح <num> قفل‌گشایی می‌شود"
"TID_DISTRICT_LEVEL_COMBO","<name>\nسطح <num>"
"TID_INVALID_PLACEMENT_CAPITAL","نیروها را در منطقه سفید مستقر کنید!"
"TID_CRAFTING_FINISHES_IN","ساخت‌و‌ساز کامل شد:"
"TID_COLLECT_CRAFTED_RESOURCE","جمع‌آوری"
"TID_FREE_CRAFTING_FINISHES_IN","به‌زودی موجود می‌شود..."
"TID_CRAFT_RESOURCES_TITLE","ساخت‌‌و‌ساز را شروع می‌کنید؟"
"TID_FORGE_SLOT_UNLOCKS","در تالار شهر سطح <num> قفل‌گشایی می‌شود"
"TID_SPEED_UP_CRAFTING","اکنون ساخت‌‌و‌ساز طلای پایتخت را تمام می‌کنید؟"
"TID_ALLIANCE_VISIT_BUTTON","بازدید از پایتخت"
"TID_DISTRICT_LAYOUT_UPDATED","<player> چیدمان را تغییر داد. منطقه را بارگذاری مجدد کنید تا تغییرات را ببینید."
"TID_DISTRICT_LAYOUT_LOCKED","<player> در‌حال ویرایش چیدمان است."
"TID_NO_RIGHTS_TO_EDIT_DISTRICT_LAYOUT","فقط رهبرها و قائم مقام‌ها می‌توانند چیدمان‌های منطقه را ویرایش کنند."
"TID_CLAN_CHANGED_TITLE","قبیله تغییر کرد"
"TID_CLAN_CHANGED_TEXT","شما دیگر عضو این قبیله نیستید. لطفاً به دهکده خانه برگردید."
"TID_MORE_CAPITAL_UPGRADES_NEEDED","برای ارتقای «تالار پایتخت»، <number> ساختمان یا تله دیگر را در هر «منطقه» قفل‌گشایی کنید یا ارتقا دهید."
"TID_CAPBUILD_BLAST_BOW","کمان انفجار"
"TID_CAPBUILD_BLAST_BOW_INFO","کمان انفجار بالاخره به یک سؤال قدیمی پاسخ قطعی می‌دهد: تیرهایی به اندازه تنه درخت چقدر خطرناک هستند؟ بی‌شک بسیار خطرناک هستند."
"TID_ALL_WALLS","همه دیوارها"
"TID_GATE","دروازه"
"TID_DISTRICT_CHALLENGE_TITLE","شروع چالش دوستانه منطقه"
"TID_DISTRICT_CHALLENGE_DEFAULT_INPUT","می‌توانید این منطقه را شکست دهید؟"
"TID_CAPBUILD_AIR_DEFENSE","دفاع هوایی"
"TID_CAPBUILD_AIR_DEFENSE_INFO","این برج ضدهوایی برای دشمنان پرنده مرگبار است، اما نمی‌تواند دشمنان روی زمین را هدف قرار دهد. برای حداکثر پوشش‌دهی ممکن فضای هوایی، آن را هوشمندانه جاگذاری کنید."
"TID_CAPBUILD_SUPERWIZARDTOWER","برج اَبَر جادوگر"
"TID_CAPBUILD_SUPERWIZARDTOWER_INFO","قدرت برق اَبَر جادوگرها به‌طور شوکه‌کننده‌ای در‌برابر دسته‌های انبوه مهاجمان قدرتمند است، چون به هر کسی که نزدیک به هدف اولیه باشد برخورد می‌کند."
"TID_CAPBUILD_RAPID_ROCKETS","موشک‌های سریع"
"TID_CAPBUILD_RAPID_ROCKETS_INFO","این دسته پر از موشک در مقایسه با دفاع هوایی دارای دامنه کوتاه‌تری است، اما با ضربه‌های ماهرانه‌اش آن را جبران می‌کند."
"TID_CAPBUILD_INFERNO","برج جهنمی"
"TID_CAPBUILD_INFERNO_INFO","برج جهنمی که قاتل همه نیروهای بزرگ است، می‌تواند آسیبی مرگبار به واحدهایی تحمیل کند که روی آنها تمرکز می‌کند."
"TID_CAPBUILD_MEGATESLA","مگا تسلای مخفی"
"TID_CAPBUILD_MEGATESLA_INFO","وقتی تسلای مخفی تبدیل به مگا تسلا می‌شود، چه اتفاقی می‌افتد؟ ضربه قدرتمندش به مقاوم‌ترین واحدها هم آسیب شدیدی وارد می‌کند!"
"TID_CAPBUILD_BOMBTOWER","برج بمب"
"TID_CAPBUILD_BOMBTOWER_INFO","برج‌های بمب، نیروهای زمینی نزدیک را بمباران می‌کنند و وقتی تخریب شوند با یک انفجار بزرگ منفجر می‌شوند! بهتر است نیروهای جنگنده فاصله بگیرند!"
"TID_CAPBUILD_CRUSHER","سنگ‌شکن"
"TID_CAPBUILD_CRUSHER_INFO","سنگ‌شکن واقعاً روی محدوده شخصی خود حساس است. این سنگ بزرگ واحدهای زمینی را با ضربه‌های قدرتمندش خرد می‌کند!"
"TID_CAPBUILD_AIRBOMBS","بمب‌انداز هوایی"
"TID_CAPBUILD_AIRBOMBS_INFO","برای دفاع هوایی سنگین، بمب‌اندازهای هوایی کارساز هستند. تعداد نامحدودی بشکه‌ انفجاری را به آسمان پرتاب می‌کنند تا دشمنان پرنده را نابود کنند!"
"TID_CAPBUILD_MULTIMORTAR","خمپاره‌انداز چندتایی"
"TID_CAPBUILD_MULTIMORTAR_INFO","با شلیک‌های دوربرد، متعدد و با دامنه زیاد، شانس برخورد با هدف را به حداکثر می‌رساند!"
"TID_START_RAID","شروع یورش"
"TID_RAID_INFO","اطلاعات یورش"
"TID_RAID_MAP","نقشه یورش"
"TID_FRIENDLY_DISTRICT_CHALLENGE_DETAILS","جزئیات چالش دوستانه منطقه"
"TID_FRIENDLY_DISTRICT_CHALLENGE_CLOSED","قبلاً به منطقه حمله شده است!"
"TID_DECO_FIRST_BARBARIAN","اولین بربر"
"TID_DECO_FIRST_BARBARIAN_INFO","مجسمه‌ای قدیمی مربوط به دورانی که مدل موهای بی‌سلیقه خیلی پرطرفدار بود."
"TID_DECO_RESTORED_BARBARIAN","بربر بزرگ"
"TID_DECO_RESTORED_BARBARIAN_INFO","حال‌و‌هوای جشن و شادی را به تمام دهکده می‌آورَد!"
"TID_DECO_RUINED_PILLAR","ستون یادبود ویران‌شده"
"TID_DECO_RUINED_PILLAR_INFO","با گذر زمان فرسوده شده، اما هنوز پا‌برجاست."
"TID_DECO_RESTORED_PILLAR","ستون یادبود"
"TID_DECO_RESTORED_PILLAR_INFO","چاپ ریزی دارد. در‌واقع آنقدر ریز است که به‌سختی می‌توان آن را خواند."
"TID_DECO_GREAT_PYRE","تل بزرگ هیزم"
"TID_DECO_GREAT_PYRE_INFO","برای درست کردن مارشمالو و سرودن آهنگ‌های شورانگیز در‌مورد نبردهای بزرگ عالی است."
"TID_DECO_GOLDEN_BARBARIAN","بربر طلاکاری‌شده"
"TID_DECO_GOLDEN_BARBARIAN_INFO","موهایی از این براق‌تر وجود ندارد!"
"TID_ASK_LEADERSHIP_START_RAID","از رهبر، قائم مقام یا پیش‌کسوت بخواهید تا به آخر هفته یورش ملحق شود"
"TID_RAID_ERROR_NO_SEASON","یورش‌ها خارج از فصل یورش در‌دسترس نیستند."
"TID_FRIENDLY_DISTRICT_CHALLENGE_NO_ATTACKS_YET","هنوز هیچ حمله‌ای وجود ندارد."
"TID_CAPITAL_FROST","طلسم یخبندان"
"TID_CAPITAL_REWARD_END_BATTLE","مدال‌های یورش به صندوق پایتخت قبیله‌تان اضافه شده است"
"TID_CAPITAL_FRIENDLT_ARMY_DATA_NOT_AVAILABLE","لطفاً منتظر بمانید تا اطلاعات ارتش پایتخت در‌دسترس قرار گیرد"
"TID_PRESET_CAPITAL_PRODUCTION_BUILDING_MISSING","ساختمان تولید هنوز ساخته نشده است"
"TID_PRESET_CAPITAL_HOUSING_BUILDING_MISSING","ساختمان ذخیره‌سازی هنوز ساخته نشده است"
"TID_DONATION_FAILED_ALREADY_UPGRADED","یکی دیگر از اعضای قبیله ارتقاء را تمام کرد!"
"TID_DONATION_FAILED_PENDING_UPGRADE","اهدا انجام نشد، زیرا ارتقای قبلی هنوز در‌حال انتظار است. لطفاً بعداً دوباره امتحان کنید."
"TID_CAPITAL_VISIT_DISTRICT_FAILED","بازدید از پایتخت قبیله ناموفق بود"
"TID_CAPITAL_VISIT_OWN_CAPITAL_FAILED","ورود به پایتخت قبیله ناموفق بود"
"TID_RAID_DATA_ERROR_INTERNAL","نمی‌توان جزئیات یورش را دریافت کرد، لطفاً بعداً دوباره امتحان کنید."
"TID_CLAN_RAIDS","یورش‌های قبیله"
"TID_RAID_WEEKEND_SIGNUP_LEADERS","در آخر هفته‌های یورش، قبیله‌تان در‌مقابل پایتخت‌های قبیله‌های دیگر مبارزه می‌کند. با استفاده از حمله‌هایتان، با یکدیگر نبرد کنید تا جوایز ارزشمندی ببرید!\n\nقبیله‌تان آماده است؟ همین حالا ملحق شوید!\n\nآخر هفته یورش به پایان می‌رسد در: <time>"
"TID_RAID_WEEKEND_SIGNUP_MEMBERS","در آخر هفته‌های یورش، قبیله‌تان در‌مقابل پایتخت‌های قبیله‌های دیگر مبارزه می‌کند. با استفاده از حمله‌هایتان، با یکدیگر نبرد کنید تا جوایز ارزشمندی ببرید!\n\nاز رهبر، قائم مقام یا پیش‌کسوت بخواهید تا ملحق شود!\n\nآخر هفته یورش به پایان می‌رسد در: <time>"
"TID_CLAN_INFO","اطلاعات قبیله"
"TID_ATTACK_LOG","گزارش حمله"
"TID_DEFENCE_LOG","گزارش دفاع"
"TID_RAID_WEEKEND_INFO","اطلاعات آخر هفته یورش"
"TID_RAID_WEEKEND","آخر هفته یورش"
"TID_ATTACK_IN_PROGRESS","حمله در حال انجام"
"TID_DISTRICT_LOCKED","قفل‌شده"
"TID_DEFEATED","شکست‌خورده"
"TID_CAPITAL_DISTRICTS_DESTROYED","منطقه‌های تخریب‌شده <progress>/<total>"
