"TID","MS"
"TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","Mengerahkan Penunggang Khinzir untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","Mengerahkan Naga untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","Mengerahkan P.E.K.K.A untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","Mengerahkan Valkyrie untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","Mengerahkan Golem untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_WITCHES","Mengerahkan Sihir Perempuan untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","Mengerahkan Anjing Lava untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","Mengerahkan Bayi Naga untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","Mengerahkan Pembaling untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_MINERS","Mengerahkan Pelombong untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","Mengerahkan Orang Gasar Berang untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","Mengerahkan Pemanah Licik untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","Mengerahkan Konco Beta untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","Mengerahkan Gergasi Petinju untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","Mengerahkan Pengebom untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","Mengerahkan Kart Meriam untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","Mengerahkan Belon Pengangkut untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","Mengerahkan Bayi Naga untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","Mengerahkan Sihir Perempuan Malam untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","Mengerahkan P.E.K.K.A Gagah untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","Mengerahkan Peruntuh Benteng untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","Mengerahkan Kapal Tempur Udara untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","Mengerahkan Naga Elektro untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","Mengerahkan Khinzir Peluncur untuk meraih <num> bintang dari Pertempuran Pembina."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","Mengerahkan Yeti untuk memenangi <num> pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Mengerahkan Pemburu Wira untuk memenangi <num> pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","Guna Sihir Halimunan untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","Guna Sihir Halimunan untuk memenangi <num> pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","Guna Sihir Kilat untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","Guna Sihir Sembuh untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","Guna Sihir Kemarahan untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","Guna Sihir Lompatan untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","Guna Sihir Pembekuan untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","Guna Sihir Klon untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","Guna Sihir Beracun untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","Guna Sihir Pantas untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Guna Sihir Gempa Bumi untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","Guna Sihir Rangka untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","Guna Sihir Kelawar untuk meraih <num> bintang dari pertempuran berbilang pemain."
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE","Patung Berapi"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE_INFO","Adakah ini api isyarat? Hiasan ulang tahun ke-9? Atau gril barbeku yang istimewa? Tidak ada orang yang tahu!"
"TID_ANNIVERSARY_KING","Raja Rentak"
"TID_PARTY_QUEEN","Permaisuri Parti"
"TID_GLADIATOR_CHAMPION","Juara Gladiator"
"TID_CLANGAMES_TASK_USE_ROCKET_BALLOONS","Kecoh Roket"
"TID_CLANGAMES_TASK_INFO_USE_ROCKET_BALLOONS","Meraih <num> bintang dari pertempuran berbilang pemain menggunakan <num2> Belon Roket."
"TID_CLANGAMES_TASK_USE_DRAGON_RIDERS","Lumba Naga"
"TID_CLANGAMES_TASK_INFO_USE_DRAGON_RIDERS","Meraih <num> bintang dari pertempuran berbilang pemain menggunakan <num2> Penunggang Naga."
"TID_WRONG_VILLAGE","Kembali ke kampung asal dahulu"
"TID_SUPER_BOWLER","Pembaling Super"
"TID_SUPER_BOWLER_INFO","Pembaling Super kini memiliki semua yang dia menginginkan: sarung tangan antigelincir, kasut yang lebih selesa dan batu yang amat besar untuk dilontar."
"TID_SUPER_BOWLER_ABILITY_NAME","Tiga Serangan"
"TID_SUPER_BOWLER_ABILITY_HELP","Batu akan melantun ke sasaran ketiga dan melakukan kerosakan percikan tambahan."
"TID_OBSTACLE_HALLOWEEN2021","Bunga \qMesra\q"
"TID_SELECT_SINGLE_SKIN_MODE","Hanya kulit terpilih akan digunakan"
"TID_SELECT_RANDOM_SKIN_MODE","Kulit akan dipilih secara rawak daripada semua kulit terpilih"
"TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","Meraih satu bintang dari pertempuran berbilang pemain menggunakan <troop>."
"TID_CLANGAMES_TASK_USETROOP_BUILDERBASE","Meraih satu bintang dari Pertempuran Pembina menggunakan <troop>."
"TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","Meraih satu bintang dari pertempuran berbilang pemain menggunakan <spell>."
"TID_CLANGAMES_TASK_USESUPERTROOP","Meraih satu bintang dari <num> pertempuran berbilang pemain menggunakan <troop>."
"TID_9TH_CLASHIVERSARY_SCENERY","Latar Ulang Tahun Clash ke-9"
"TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN","根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。"
"TID_CHAMPION_QUEEN","Permaisuri Juara"
"TID_LOADING_CHINA_TENCENT","本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。\n粤网文【2017】6138-1456号、（总）网出证（粤）字第057号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 运营单位：北京昆仑乐享网络技术有限公司 文网游进字【2015】0062号 审批文号：新广出审【2015】1084号 出版物号：ISBN 978-7-89988-438-6"
"TID_SUPER_DRAGON","Naga Super"
"TID_SUPER_DRAGON_INFO","Kadangkala api dalam diri anda tidak mencukupi. Naga Super ada api di dalam, di luar dan juga di sekelilingnya apabila mula menyerang!"
"TID_SUPER_DRAGON_ABILITY_NAME","Panggang"
"TID_SUPER_DRAGON_ABILITY_HELP","Melakukan kerosakan kawasan yang berterusan ke atas sasaran berdekatan"
"TID_TASK_BANNER_START_NEW","Cabaran baharu"
"TID_LAST_ONLINE_WITHIN_24H","Main baru-baru ini"
"TID_LAST_ONLINE_ONE_DAY_AGO","Main sehari lalu"
"TID_LAST_ONLINE_MULTIPLE_DAYS_AGO","Main <num> hari lalu"
"TID_LAST_ONLINE_OVER_WEEK_AGO","Main lebih seminggu lalu"
"TID_MEMBERS_SORTED_BY_TROPHY","Trofi terbanyak"
"TID_MEMBERS_SORTED_BY_TOWN_HALL","Dewan Bandaran tertinggi"
"TID_MEMBERS_SORTED_BY_TROOPS_DONATED","Derma terbanyak askar"
"TID_MEMBERS_SORTED_BY_TROOPS_RECEIVED","Terima terbanyak askar"
"TID_MEMBERS_SORTED_ALPHABETICALLY","Mengikut abjad"
"TID_MEMBERS_SORTED_BY_ROLE","Mengikut peranan"
"TID_MEMBERS_SORTED_BY_ACTIVE","Terakhir aktif"
"TID_MEMBERS_SORTED_BY_XP","Tahap XP tertinggi"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_14","14 yang menggerunkan"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_14","Raih <num> bintang menentang lwn dgn Dewan Bandaran 14 dlm Pertempuran Berbilang Pemain."
"TID_CHARACTER_SIEGE_MACHINE_CATAPULT","Pelempar Api"
"TID_CHARACTER_INFO_SIEGE_MACHINE_CATAPULT","Pelempar kecil yang manawan ini melemparkan Roh Api yang melakukan kerosakan besar dan meninggalkan jejak api. Penyerang jauh ini boleh mengelak kebanyakan serangan tetapi berhati-hati dengan perangkap dan pertahanan jarak jauh! Imun terhadap kesan sihir."
"TID_TUTORIAL_CHECK_PARENTAL_CONSENT","Ketua, sebelum anda bermula, kami memerlukan kebenaran dari org dewasa yg blh dipercayai."
"TID_WARNING_1_GEM_DONATIONS_INACTIVE","Anda tiada 1 Dermaan Permata yang aktif. Anda pasti mahu menderma dengan permata?"
"TID_WARNING_WAR_MEMBER_NOT_IN_CLAN","Pemain ini kini tidak berada dalam klan."
"TID_SNOWED_IN_SCENERY","Hari Salji"
"TID_MASTER_WARDEN","Warden Mahaguru"
"TID_PUMPKIN_GRAVEYARD_SCENERY","Tanah Perkuburan Labu"
"TID_GOLEM_KING","Raja Golem"
"TID_JOLLY_WARDEN","Warden Salji"
"TID_ICE_KING","Raja Ais"
"TID_NO_OPENID_LOGIN_DISALLOWED_TENCENT","根据相关部门的最新防沉迷规则，请您打开设备设置，将设备语言切换至简体中文后，即可使用QQ/微信账号登录游戏。"
"TID_CHAT_JUST_DISABLED","Pemain lain telah melaporkan anda kerana memberikan komen yang tidak sesuai. Ciri bual anda telah dilumpuhkan selama <time>."
"TID_SHADOW_CHAMPION","Juara Bayang"
"TID_SHADOW_KING","Raja Bayang"
"TID_SHADOW_WARDEN","Warden Bayang"
"TID_SHADOW_QUEEN","Permaisuri Bayang"
"TID_TIGER_KING","Raja Tahun Baru Cina"
"TID_TIGER_MOUNTAIN_SCENERY","Gunung Harimau"
"TID_WARRIOR_WARDEN","Warden Pahlawan"
"TID_TENCENT_THIRDPARTY_INFO","Senarai maklumat dikongsi kepada pihak ketiga"
"TID_SELF_SERVICE_BUTTON","Layan diri"
"TID_SETTING_SHOW_LEADERBOARDS","Tunjukkan di carta pendahulu"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","Jika ini dihidupkan, anda akan muncul dalam carta pendahulu dan boleh dilihat oleh pemain lain. Jika ini dimatikan, anda tidak akan muncul di papan pendahulu dan tidak boleh dilihat oleh pemain lain."
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_1","用户与隐私相关协议指引"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_1","在您使用我们(腾讯)服务前，请您务必审慎阅读、充分理解<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>的各条款。同时，您应特别注意前述协议中免除或者限制我们责任的条款、对您权利进行限制的条款、约定争议解决方式和司法管辖的条款。如您已详细阅读并同意以上条款，请点击\q同意\q开始使用我们的服务。\n我已经详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>。\n"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_2","提示"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_2","尊敬的用户，您需要详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>，才可进入游戏哦。"
"TID_TENCENT_CUSTOMER_SUPPORT","Sokongan pelanggan Tencent"
"TID_PRIVACY_CONTROLS_BUTTON","Kawalan privasi"
"TID_FAQ_BUTTON_TENCENT","Senarai maklumat tiga pihak"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Perjanjian Lesen dan Perkhidmatan Tencent Game"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Panduan Perlindungan Privasi Tencent Game"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Panduan Perlindungan Privasi Kanak-Kanak Tencent Game"
"TID_ALLIANCE_REPORT_TEXT","Anda pasti mahu melaporkan nama atau perihalan klan <name> kerana tidak sesuai?"
"TID_ANONYMOUS_PLAYER","Tanpa nama"
"TID_SETTINGS_PRIVACY","Privasi"
"TID_SETTINGS_GENERAL","Umum"
"TID_EXISTING_PLAYER_PRIVACY_SETTINGS_ADVISORY","Permainan telah menambah tetapan maklumat peribadi yang kini boleh dilihat. Ini boleh ditukar dalam Tetapan -> Lebih Tetapan."
"TID_NEW_PLAYER_PRIVACY_SETTINGS_ADVISORY","Permainan telah menambah tetapan maklumat peribadi yang dimatikan secara lalai. Benarkan permainan menghidupkannya?\n\n✅ Tunjukkan di papan pendahulu"
"TID_ACCEPT_PRIVACY_SUGGESTIONS","Terima"
"TID_GENERIC_NOTIFICATION_TITLE","Notis"
"TID_REPORT_REASON","原因"
"TID_REPORT_REASON_POLITICAL","政治敏感性"
"TID_REPORT_REASON_VULGAR","色情和低俗"
"TID_REPORT_REASON_ABUSIVE","辱骂"
"TID_REPORT_REASON_OTHER","其他内容"
"TID_REPORT_DESCRIPTION_TITLE","详细描述"
"TID_REPORT_DESCRIPTION_DEFAULT","请描述你要举报的内容"
"TID_REPORT_LAYOUT","举报排版"
"TID_REPORT_CONFIRM_SCREENSHOT","你确定要提交这张截图作为证据吗？"
"TID_REPORT_DONE","感谢您的举报"
"TID_RUINS","Runtuhan"
"TID_CAPITAL_RESOURCE","Emas ibu kota"
"TID_CAPITAL_RESOURCE_FULL","Penyimpanan tidak cukup ruang!"
"TID_FORGE","Tempa"
"TID_CAPITAL_REWARD","Pingat serbuan"
"TID_CAPITAL_REWARD_FULL","Penyimpanan tidak cukup ruang!"
"TID_REQUIRED_HQ_LEVEL","Memerlukan dewan ibu kota tahap <number>"
"TID_CAPITAL_HALL_LEVEL_TOO_LOW","Anda perlu menaik taraf dewan ibu kota anda ke tahap <number>!"
"TID_DISTRICT_HALL_LEVEL_TOO_LOW","Anda perlu menaik taraf dewan daerah anda ke tahap <number>!"
"TID_BLACKSMITH_LEVEL_TOO_LOW","Anda perlu menaik taraf Tukang Besi ke tahap <number>!"
"TID_CRAFT","Kimpal"
"TID_POPUP_SPEED_UP_FORGE","Adakah anda ingin selesai mengimpal emas ibu kota sekarang?"
"TID_FREE_IN","Percuma dalam:"
"TID_CAPBUILD_SPEAR_THROWER","Pelempar Lembing"
"TID_CAPBUILD_SPEAR_THROWER_INFO","Melemparkan lembing besar ke arah musuh di darat dan di udara. Sangat menakutkan."
"TID_CAPBUILD_CANNON","Meriam"
"TID_CAPBUILD_CANNON_INFO","Meriam ini menembak dengan perlahan tetapi serangannya kuat. Kelemahan lainnya ialah kecondongannya tidak cukup tinggi untuk mencapai sasaran udara."
"TID_CAPBUILD_ARMY_FIELD_INFO","Padang yang luas untuk tentera klan anda melepak sambil menunggu serbuan berlaku. Boleh dinaik taraf untuk menambah ruang penempatan yang ada."
"TID_CAPBUILD_BARRACKS_GIANT","Berek Gergasi Super"
"TID_CAPBUILD_BARRACKS_GIANT_INFO","Rumah Gergasi Super. Peralatan latihan mereka tersebar di merata tempat!"
"TID_CAPBUILD_BARRACKS_ARCHER","Berek Pemanah Licik"
"TID_CAPBUILD_BARRACKS_ARCHER_INFO","Tempat latihan untuk Pemanah Licik. Berhati-hati dengan objek menerbang yang tajam dan membahayakan."
"TID_CAPBUILD_BARRACKS_BARBARIAN","Berek Orang Gasar Super"
"TID_CAPBUILD_BARRACKS_BARBARIAN_INFO","Kawasan sparing untuk Orang Gasar Super. Berbau keberanian dan peluh."
"TID_CAPBUILD_BARRACKS_WIZARD","Berek Ahli Sihir Super"
"TID_CAPBUILD_BARRACKS_WIZARD_INFO","Ia nampak seperti berek untuk Ahli Sihir Super tetapi letupan berterusan membuat orang tidak berani mendekati."
"TID_CAPBUILD_BARRACKS_BALLOON","Berek Belon Roket"
"TID_CAPBUILD_BARRACKS_BALLOON_INFO","Tiada masa untuk mendapat perlindungan apabila Belon Roket dibina. Satu-satunya cara ialah LARI CEPAT!"
"TID_CAPBUILD_BARRACKS_DRAGON","Berek Naga Super"
"TID_CAPBUILD_BARRACKS_DRAGON_INFO","Dengan pengalaman lalu kita tahu kayu bukan bahan terbaik untuk menempatkan naga. Hairannya bangunan ini belum terbakar."
"TID_CAPBUILD_BARRACKS_MEGAAIR","Laman Kubu Terbang"
"TID_CAPBUILD_BARRACKS_MEGAAIR_INFO","Laman pembinaan untuk Kubu Terbang. Mungkin ditempatkan di pergunungan kerana pembina tidak pasti sama ada ia akan terbang."
"TID_CAPBUILD_BARRACKS_CANNONCART","Berek Kart Serbuan"
"TID_CAPBUILD_BARRACKS_CANNONCART_INFO","Bengkel untuk Kart Serbuan. Boleh dilihat jelas cara kart dibina tetapi dari mana datangnya Orang Gasar?"
"TID_CAPBUILD_BARRACKS_MEGAGROUND","Kuari Golem Gunung"
"TID_CAPBUILD_BARRACKS_MEGAGROUND_INFO","Lubang gergasi berbentuk golem dilihat di tanah. Harap-harap tidak selalu memerlukan lubang baharu."
"TID_CAPBUILD_ROCKET","Meriam Roket"
"TID_CAPBUILD_ROCKET_INFO","Menembak roket yang meletup pada unit udara dan darat. Ia tidak pernah tersasar!"
"TID_CAPBUILD_SPELLLAB_RAGE","Kilang Sihir Kemarahan"
"TID_CAPBUILD_SPELLLAB_RAGE_INFO","Membru tong besar yang penuh dengan Sihir Kemarahan. Mendekatinya saja boleh membuat orang menjadi gila marah."
"TID_CAPBUILD_SPELLLAB_HEAL","Kilang Sihir Penyembuhan"
"TID_CAPBUILD_SPELLLAB_HEAL_INFO","Membru tong besar berisi Sihir Penyembuhan. Bau bunga menghilangkan sakit kepala secara ajaib!"
"TID_CAPBUILD_SPELLLAB_JUMP","Kilang Sihir Lompatan"
"TID_CAPBUILD_SPELLLAB_JUMP_INFO","Membru tong besar berisi Sihir Lompatan. Seluruh bangunan nampak seperti bakal berlepas ke udara."
"TID_CAPBUILD_SPELLLAB_FREEZE","Kilang Sihir Fros"
"TID_CAPBUILD_SPELLLAB_FREEZE_INFO","Membru tong besar diisi Sihir Fros. Pelawat dinasihatkan agar membawa pakaian hangat!"
"TID_CAPBUILD_SPELLLAB_LIGHTNING","Kilang Sihir Kilat"
"TID_CAPBUILD_SPELLLAB_LIGHTNING_INFO","Membru tong besar Sihir Kilat. Rambut kamu jadi kusut jika mendekatinya."
"TID_CAPBUILD_SPELL_STORAGE","Penyimpanan Sihir"
"TID_CAPBUILD_SPELL_STORAGE_INFO","Penyimpanan sihir menyimpan sihir yang dibru di ibu kota. Naik taraf untuk meningkatkan kapasiti sihir dalam serbuan."
"TID_BALLOON_BUS","Kapal Udara"
"TID_PLAYER_HOUSE","Rumah Klan"
"TID_PLAYER_HOUSE_INFO","Rumah jauh dari kampung asal untuk melawat ahli klan. Datang demi pemandangan yang indah, duduk untuk serbuan yang menakjubkan."
"TID_RIVER","Sungai"
"TID_RIVER_BRIDGE","Jambatan"
"TID_RIVER_CAVE","Gua sungai"
"TID_LAKE_STRAIGHT1","Tasik Lurus"
"TID_WATER","Air"
"TID_LAKE_CURVE","Tasik Lengkung"
"TID_LAKE_CORNER","Tasik Penjuru"
"TID_DECO_HILL_3","Kaki bukit"
"TID_DECO_HILL_6","Puncak kecil"
"TID_DECO_HILL_8","Puncak besar"
"TID_DECO_HILL_10","Puncak amat besar"
"TID_DECO_LAKE_5","Kolam kecil"
"TID_DECO_LAKE_8","Kolam besar"
"TID_DECO_FOREST_2","Dusun"
"TID_DECO_FOREST_3","Hutan"
"TID_DECO_QUARRY_5","Kuari"
"TID_DISTRICT_CAPITAL_PEAK","Puncak ibu kota"
"TID_DISTRICT_BARBARIAN_CAMP","Kem Orang Gasar"
"TID_DISTRICT_WIZARD_VALLEY","Lembah Ahli Sihir"
"TID_CAPBUILD_CAPHQ","Dewan Ibu Kota"
"TID_CAPBUILD_CAPHQ_INFO","Pusat ibu kota! Naik taraf untuk membuka daerah baharu dan naik taraf bangunan tambahan di puncak ibu kota."
"TID_CAPBUILD_DISHQ","Dewan Daerah"
"TID_CAPBUILD_DISHQ_INFO","Penduduk kampung dan pembina besar menjaga daerah ini dari sini. Naik taraf untuk membuka naik taraf bangunan tambahan di daerah ini."
"TID_CAPITAL_SHOP_CONFIRM_TITLE","Beli?"
"TID_CAPITAL_SHOP_CONFIRM_TEXT","Beli <num>x <item>?"
"TID_CAPITAL_SHOP_RESOURCE_CONFIRM_TEXT","Beli <num> <item>?"
"TID_RUIN_INFO_UNLOCKS","Bina semula untuk mendapat:"
"TID_BUTTON_RAID","Serbu"
"TID_BUTTON_CAPITAL_MAP","Peta"
"TID_DISTRICT_UNLOCKS_AT_MESSAGE","Dibuka di dewan ibu kota tahap <num>"
"TID_DISTRICT_LEVEL_COMBO","<name>\nTahap <num>"
"TID_INVALID_PLACEMENT_CAPITAL","Kerahkan askar di kawasan putih!"
"TID_CRAFTING_FINISHES_IN","Pengimpalan selesai:"
"TID_COLLECT_CRAFTED_RESOURCE","Kumpul"
"TID_FREE_CRAFTING_FINISHES_IN","Akan datang..."
"TID_CRAFT_RESOURCES_TITLE","Mula mengimpal?"
"TID_FORGE_SLOT_UNLOCKS","Dibuka di dewan bandaran tahap <num>"
"TID_SPEED_UP_CRAFTING","Menyelesaikan pengimpalan emas ibu kota sekarang?"
"TID_ALLIANCE_VISIT_BUTTON","Melawat ibu kota"
"TID_DISTRICT_LAYOUT_UPDATED","<player> menukar susun atur. Muat semula daerah untuk melihat perubahan itu."
"TID_DISTRICT_LAYOUT_LOCKED","<player> sedang mengedit susun atur."
"TID_NO_RIGHTS_TO_EDIT_DISTRICT_LAYOUT","Hanya ketua dan pembantu ketua boleh mengedit susun atur daerah."
"TID_CLAN_CHANGED_TITLE","Klan diubah"
"TID_CLAN_CHANGED_TEXT","Anda bukan lagi ahli klan ini. Sila kembali ke kampung asal."
"TID_MORE_CAPITAL_UPGRADES_NEEDED","Buka atau naik taraf <number> bangunan atau perangkap lagi di sebarang daerah untuk naik taraf dewan ibu kota."
"TID_CAPBUILD_BLAST_BOW","Busur Letupan"
"TID_CAPBUILD_BLAST_BOW_INFO","Busur Letupan akhirnya menjawab soalan yang lama: betapa berbahaya anak panah bersaiz batang pokok? Agaknya tidak mengejutkan, ia sangat berbahaya."
"TID_ALL_WALLS","Semua benteng"
"TID_GATE","Pagar"
"TID_DISTRICT_CHALLENGE_TITLE","Memulakan Cabaran Persahabatan Daerah"
"TID_DISTRICT_CHALLENGE_DEFAULT_INPUT","Bolehkah anda kalahkan daerah ini?"
"TID_CAPBUILD_AIR_DEFENSE","Pertahanan Udara"
"TID_CAPBUILD_AIR_DEFENSE_INFO","Menara anti-udara ini musuh ketat unit berterbangan tetapi tidak dapat menyasarkan musuh di darat. Menempatkannya dengan bijak untuk meliputi sebanyak mungkin ruang udara yang boleh."
"TID_CAPBUILD_SUPERWIZARDTOWER","Menara Ahli Sihir Super"
"TID_CAPBUILD_SUPERWIZARDTOWER_INFO","Silap mata elektrik Ahli Sihir Super amat kuat menentang kawanan penyerang kerana ia melantun ke semua orang yang mendekati sasaran awal."
"TID_CAPBUILD_RAPID_ROCKETS","Roket Pantas"
"TID_CAPBUILD_RAPID_ROCKETS_INFO","Julat ikatan roket ini lebih pendek berbanding Pertahanan Udara tetapi kuasa serangannya lebih kuat."
"TID_CAPBUILD_INFERNO","Menara Neraka"
"TID_CAPBUILD_INFERNO_INFO","Penderitaan kepada semua askar besar. Menara Neraka boleh menyebabkan kerosakan membinasakan pada unit yang ia menumpukan."
"TID_CAPBUILD_MEGATESLA","Tesla Besar Tersembunyi"
"TID_CAPBUILD_MEGATESLA_INFO","Apa yang berlaku apabila Tesla Tersembunyi menjadi besar? Kuasa renjatannya menyebabkan kerosakan besar malahan pada unit-unit paling tahan lasak!"
"TID_CAPBUILD_BOMBTOWER","Menara Bom"
"TID_CAPBUILD_BOMBTOWER_INFO","Menara Bom menjatuhkan bom pada askar darat berdekatan dan meletup apabila dimusnahkan! Lebih baik unit jarak dekat menjauhkan diri!"
"TID_CAPBUILD_CRUSHER","Penghancur"
"TID_CAPBUILD_CRUSHER_INFO","Penghancur benar-benar suka adanya ruang diri. Batu tersergam ini menghancurkan unit darat dengan hentaman berkuasa!"
"TID_CAPBUILD_AIRBOMBS","Kelompok Bom Udara"
"TID_CAPBUILD_AIRBOMBS_INFO","Pengebom Udara memainkan peranan besar dalam pertahanan udara. Bekalan tong letupan dilancarkan ke langit tidak henti-henti untuk menjatuhkan musuh berterbangan!"
"TID_CAPBUILD_MULTIMORTAR","Berbilang Mortar"
