"TID","FI"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• Tason 2 puhallin\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems> Jalokiviä\n• Barbaarikuningas-sankari\n• Tason 3 kätketty tesla\n\nEi rakennusaikoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• Tason 2 pommitorni\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> Jalokiviä\n• Jousikuningatar-sankari\n• Tason 2 varsijousi\n\nEi rakennusaikoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• Tason 2 Inferno-torni\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> Jalokiviä\n• Suursuojelija-sankari\n• Tason 1 Kotka-tykistö\n\nEi rakennusaikoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_OVERQUEUE_HELPER_TROOPS","Nämä joukot liittyvät armeijaasi, kun siinä on vapaata tilaa!"
"TID_OVERQUEUE_HELPER_SPELLS","Nämä loitsut lisätään armeijaasi, kun siinä on vapaata tilaa!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","Haluatko perua ystävyyssotahaasteen?"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","Peru sotahaaste?"
"TID_CANCEL_FRIENDLY_WAR_TEXT","Haluatko hylätä ystävyyssotahaasteen? Klaanille tulevat uudet haasteet estetään joksikin aikaa."
"TID_CANCEL_FRIENDLY_WAR_HEADER","Hylkää sotahaaste?"
"TID_SHOP_PURCHASED","Ostot"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Valitse ystävyyssodan osallistujat."
"TID_VALUE_STICKER_CONTENT","<value> X ARVO"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","Pommitornipaketti"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• Tason 2 pommitorni\n\nEi rakennusaikoja eikä varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_UNPLACED_BUILDINGS","Sijoittamattomat rakennukset"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Ystävyyssodista ei saa palkinnoksi saalista eikä klaanipisteitä."
"TID_ARRANGED_WAR_SIZE","Ystävyyssodan koko: <num> vastaan <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Ystävyyssodan osallistujat"
"TID_DIAMOND_PACK_6","Taskullinen jalokiviä"
"TID_TOWNHALL_LEVEL","Päärakennus <level>"
"TID_RES_PACK","Resurssipaketti"
"TID_RES_PACK_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• <res1> Eliksiiriä\n\nEi varastointirajoja!\n\nSaat rajoitetun ajan valtavan alennuksen resursseista!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Uusi puolustusrakennus: pommitorni!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• Pommita vihollisen maajoukkoja pienillä lyhyen kantaman pommeilla!\n• Pommitornit räjähtävät tuhoutuessaan, ja tekevät vahinkoa lähistöllä oleville lähikontaktijoukoille.\n• Pommitorni avautuu päärakennuksen tasolla 8."
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Uusia päivityksiä"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Päärakennus 11\n• Tason 6 lohikäärme\n• Tason 5 pikku lohikäärme\n• Tason 5 varsijousi\n• Tason 10 mörssäri\n• Tason 9 kätketty tesla\n• 25 lisäpalaa muuriin\n\nPäärakennus 10\n• Tason 7 velho\n• Tason 4 pikku lohikäärme on nyt avattu\n\nPäärakennus 9\n• Tason 6 velho on nyt avattu."
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Muita päivityksiä"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Ystävyyssodat: haasta toinen klaani mukautettuihin sotiin.\n• Lisää Clash-kavereita pelaajaprofiileista.\n• Klaanisotien sotasaaliin ja klaanin kokemuspisteiden säännöt on päivitetty.\n• Aikaa on lyhennetty ja kuluja pienennetty monilla päivitystasoilla.\n• Useita tasapainotusmuutoksia noidasta velhoon.\n• Pelissä on uusia kieliä: indonesia ja malaiji\n\nLue lisää päivityksen julkaisutiedotteesta!"
"TID_BUNDLE_TOWN_HALL","Päärakennuksen aloituspaketti"
"TID_BUNDLE_RESOURCE","Resurssipaketti"
"TID_BUNDLE_UPDATE","Päivityksen erikoispaketti"
"TID_OFFER_HAS_EXPIRED","Tarjous päättyi"
"TID_GOOD_VALUE","Mahtavan arvoinen!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> jalokiveä vastaanotettu!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• <res1> Mustaa eliksiiriä\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Eliksiiriä\n<res1>Mustaa eliksiiriä\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n<res1>Eliksiiriä\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Armeijan kouluttamisen parantelu"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","Olemme parannelleet armeijan koulutusta ja tehneet siitä vaivattomampaa pikakoulutuksella! Katso lyhyt esittelyvideo tästä uudesta toiminnosta!"
"TID_RED_NEWS_BUY","Kauppa"
"TID_OFFER_NOT_AVAILABLE","Tarjous ei ole juuri nyt saatavilla."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Sinulla on liikaa kavereita. Poista yksi, jos haluat lisätä uuden."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Kaverillasi on liikaa kavereita. Yritä myöhemmin uudelleen."
"TID_HALLOWEEN_2016_TITLE",
"TID_HALLOWEEN_2016_INFO",
"TID_BOOMBOX_NEWS","Uutiset"
"TID_BOOMBOX_FOR_YOU","Sinulle"
"TID_LOCKED_BY_BARRACK_LEVEL",
"TID_LOCKED_BY_LABORATORY_LEVEL",
"TID_TAB_EVENTS","Tapahtumat"
"TID_BOOMBOX_EVENTS","Tapahtumat"
"TID_TUTORIAL_SETTINGS_HELP","Päällikkö, tarvitsetko apua?"
"TID_ITEMS_LEFT","<number> jäljellä"
"TID_BUTTON_GET_GIFT","Lunasta lahja"
"TID_GIFT_CLAIM_FAIL_SERVER","Lahjan lunastaminen epäonnistui. Yritä myöhemmin uudelleen."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Et voi lunastaa lahjaa, sillä et ole klaanin jäsen."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Lahjan lunastaminen epäonnistui: Olet vaihtanut klaania liian vähän aikaa sitten! Yritä myöhemmin uudelleen."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Lahjan lunastaminen epäonnistui: Olet vaihtanut klaania liian vähän aikaa sitten! Yritä uudelleen <time> kuluttua."
"TID_DIAMOND_GIFT_RECEIVED","Sait klaanilahjasta <number> jalokiveä!"
"TID_DIAMONDS_GIFT_RECEIVED","Sait klaanilahjasta yhden jalokiven!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Mustaa eliksiiriä\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Eliksiiriä\n\nEi varastointirajoja!\n\nÄlä ohita tätä <cffec78><value>-kertaisen arvoista</c> ainutkertaista tarjousta!"
"TID_BLACK_FRIDAY_PACK","Mustan perjantain paketti"
"TID_XMAS_PACK","Joulun superpaketti"
"TID_XMAS_PACK_INFO","• <gems> Jalokiviä\n• <c80d8e8>Klaanilahjoja:</c>\n<giftgems> Jalokiviä jokaiselle\n\nSisältää lahjoja jopa <giftmates>:lle klaanin jäsenelle!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Käytä yksikköä <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Tapahtumahaaste: Voita moninpelitaisteluita!\n<cffec78>• Sinun on käytettävä <usecount> <unit>-joukkoa</c>."
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Tapahtumahaaste: Voita moninpelejä!\n<cffec78>• Sinun tulee käyttää 1 <unit></c>."
"TID_GIFT_DIAMOND_PACK_2","Pussillinen jalokiviä ja lahjoja"
"TID_GIFT_DIAMOND_PACK_3","Säkillinen jalokiviä ja lahjoja"
"TID_GIFT_DIAMOND_PACK_4","Laatikollinen jalokiviä ja lahjoja"
"TID_GIFT_DIAMOND_PACK_5","Arkullinen jalokiviä ja lahjoja"
"TID_YOU_GOT_REWARD","Sait:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Odota ennen uuden ilmiannon lähettämistä."
"TID_ONGOING_EVENTS","Tapahtumat tänään"
"TID_EVENT_ARMY_BOOST","Yhden jalokiven tehostus koulutuksille"
"TID_EVENT_TIME_LEFT","Jäljellä:"
"TID_EVENT_ARMY_BOOST_INFO","Kouluta joukkoja neljä kertaa nopeammin!\n\nTehosta joukkojen koulutusta vain yhden jalokiven hintaan."
"TID_ACHIEVEMENTS_PROGRESS","Edistyminen"
"TID_OPEN_TRAIN_TROOPS","Kouluta"
"TID_EVENT_COLLECTOR_BOOST","Yhden jalokiven tehostus pumpuille"
"TID_COLLECTOR_BOOST_INFO","Tuplaa resurssien tuotanto!\n\nTehosta resurssien kerääjiä vain yhden jalokiven hintaan."
"TID_EVENT_CW_TITLE","2 x klaanipisteet"
"TID_EVENT_CW_INFO","Laita klaanisi ylenemään tasoissa kaksi kertaa nopeammin!\n\nTämän tapahtuman aikana aktiivisena olevista klaanisodista saa tuplasti klaanipisteitä."
"TID_EVENT_CHRISTMAS","Joulutapahtuma"
"TID_EVENT_CHRISTMAS_INFO",
"TID_EVENT_STAR_BONUS","<starbonus> x tähtipalkkio"
"TID_EVENT_STAR_BONUS_INFO","Täytä aarrekammiosi nopeammin!\n\nTämän tapahtuman tähtipalkkio on <starbonus>-kertainen saalis."
"TID_EVENT_CHRISTMAS_SPELL","Clashin jouluspesiaali: Joulupukin yllätys"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Anna viholliselle lahjaksi katkeransuloinen paketti totaalituhoa!\n\nVoit valmistaa joulupukin yllätysloitsua rajoitetun ajan."
"TID_OPEN_TRAIN_SPELLS","Valmista"
"TID_EVENT_CHRISTMAS_TRAP","Clashin jouluspesiaali: jääansa"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Pysäytä hyökkääjät paikalleen!\n\nJääansat ovat saapuneet, mutta ne sulavat pois, kun tapahtuma päättyy."
"TID_OPEN_SHOP_TRAPS","Rakenna"
"TID_EVENT_CHRISTMAS_UNIT","Clashin jouluspesiaali: jäävelho"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Viilennä vihollisesi tällä legendaarisella joukolla!\n\nJäävelhot ovat saapuneet koulutettavaksi rajoitetuksi ajaksi."
"TID_UPCOMING_EVENTS","Tulevat tapahtumat"
"TID_GIFT_AVAILABLE_STREAM_TEXT","Klaanikaveri on lähettänyt lahjoja!"
"TID_TRAP_FREEZE","Jääloitsu"
"TID_TRAP_FREEZE_INFO","Pysäytä hyökkääjät paikalleen! Miten hyytävää!\n\nSaatavana rajoitetun ajan."
"TID_EVENT_TIME_UNTIL_START","Aikaa alkamiseen:"
"TID_EVENT_UPCOMING_TIME","<number> päivää"
"TID_EVENT_ARMYSPELL_BOOST","Yhden jalokiven tehostus armeijalle"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Hanki kokonaisia armeijoita neljä kertaa nopeammin!\n\nTehosta seuraavia toimintoja yhdellä jalokivellä toimintoa kohden:\n• Sankarit\n• Joukkojen koulutus\n• Loitsujen valmistus."
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> Jalokiviä\n• <res0> Kultaa\n• <res1> Eliksiiriä\n• <res2>Mustaa eliksiiriä\n\nEi varastointirajoja!\n\n<cffec78>Kaikkien aikojen</c> paras ainutkertainen tarjous! Älä siis ohita sitä!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Olet jo päivittänyt enimmäismäärän näitä rakennuksia."
"TID_UPGRADE_COUNT_LIMITED","Voit päivittää vielä <num> näitä rakennuksia."
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Et voi enää päivittää näitä rakennuksia.</c>"
"TID_WIZARD2","Jäävelho"
"TID_CHARACTER_INFO_WIZARD2","Tämä legendaarinen velho hidastaa vihollisen puolustusta murskaavilla jääsirpaleilla!\n\nSaatavana vain rajoitetun ajan."
"TID_WATCH","Katso video"
"TID_EVENT_SPELL_BOOST","Yhden jalokiven tehostus loitsujen valmistukselle!"
"TID_EVENT_SPELL_BOOST_INFO","Valmista loitsuja neljä kertaa nopeammin!\n\nTehosta loitsujen valmistusta vain yhdellä jalokivellä."
"TID_EVENT_TROOP","<troop>-tapahtuma"
"TID_EVENT_TROOP_INFO","Kouluta joukkoja <troop> alennettuun hintaan ja suorita tapahtumahaaste!"
"TID_EVENT_SPELL","<troop>-tapahtuma"
"TID_EVENT_SPELL_INFO","Valmista alennettuun hintaan: <troop>!"
"TID_REDUCE_COST","Kulualennus:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Tapahtuma suoritettu!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Päällikkö, joukkojen tapahtuma on alkanut!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Päällikkö, loitsutapahtuma on alkanut!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Päällikkö, uusi tapahtuma on alkanut: yhden jalokiven tehostus koulutuksille!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Päällikkö, uusi tapahtuma on alkanut: yhden jalokiven tehostus loitsujen valmistukselle!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Päällikkö, uusi tapahtuma on alkanut: yhden jalokiven tehostus armeijalle!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Päällikkö, uusi tapahtuma on alkanut: yhden jalokiven tehostus pumpuille!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Päällikkö, tähtipalkkiotapahtuma on alkanut!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Päällikkö, klaanipistetapahtuma on alkanut!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Päällikkö, erikoisjoukko on täällä rajoitetun ajan!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Päällikkö, erikoisloitsu on täällä rajoitetun ajan!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Päällikkö, erikoisansa on täällä rajoitetun ajan!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Päällikkö, erittäin arvokas tarjous on saatavana rajoitetun ajan!"
"TID_GIFT_GIVEN_STREAM_TEXT","Olet lähettänyt klaanilahjoja!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Olet jo lunastanut tämän lahjan!"
"TID_HOLIDAY_PACK","Pyhäpaketti"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Palaa kotiin saadaksesi lahjoja!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Saavutus suoritettu! Sait <gem> jalokiveä ja <xp> kokemuspistettä!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","Joulun 1. päivä!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","Joulun 2. päivä!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","Joulun 3. päivä!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ klaanilahjoja"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","Hauskaa joulua!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","Luminen kausi on alkanut täynnä erityisiä tapahtumia!\n\nTutustu uuteen <c76589b>Tapahtumat</c>-välilehteen ja pysy ajan tasalla tulevista tapahtumista!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Uusia päivityksiä"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Päärakennus 11\n• Barbaarikuninkaan tasot 41-45\n• Jousikuningattaren tasot 41-45\n• Tason 6 Golem\n• Tason 7 karjuratsastaja\n• Tason 5 myrkkyloitsu\n• Tason 7 klaanilinna\n• Tason 10 velhotorni\n• Tason 12 muuri (enintään 50 palaa)."
"TID_NEWS_XMAS_2016_MORE_TITLE","Muita päivityksiä"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Tason 9 velhotorni on nyt saatavilla päärakennuksen tasolla 10\n• Myrkkyloitsun vaikutusaluetta on hieman suurennettu\n• Noidan tuhovoimaa ja elämäpisteitä on parannettu\n• Kuumailmapallon, lohikäärmeen ja P.E.K.K.A.n hyökkäysnopeutta on parannettu\n• Useita päivityskuluja ja -aikoja on alennettu."
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num> x tähtipalkkiotapahtuma!</c>"
"TID_NO_EVENTS_TITLE",
"TID_NO_EVENTS_CONTENT","Tällä hetkellä ei ole tapahtumia saatavilla.\nTarkista myöhemmin uudelleen!"
"TID_FEEDBACK_BUTTON6","Tili estetty"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Päällikkö, juhlista Clashin joulua yhden jalokiven tehostuksilla ja joulupukin yllätyksellä!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Päällikkö, Clashin joulu jatkuu jääloitsutarjouksella. Käy tutustumassa siihen!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Päällikkö, kouluta jäävelhoa Clashin joulun viimeisinä päivinä!"
"TID_QQ_LOGIN_BUTTON","QQ-kirjautuminen"
"TID_WECHAT_LOGIN_BUTTON","WeChat-kirjautuminen"
"TID_GUEST_LOGIN_BUTTON","Kirjautuminen vierastilillä"
"TID_WECHAT_LOGGED_IN","Kirjautuneena WeChatiin"
"TID_QQ_LOGGED_IN","Kirjautuneena QQ:hun"
"TID_WECHAT_LOGOUT_BUTTON","Kirjaudu ulos"
"TID_WECHAT_NOT_INSTALLED","Et ole vielä asentanut WeChatia."
"TID_SHARE_DIALOG_TITLE","Jaa"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Uusi pelitili"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Nykyinen etenemisesi pelissä on yhdistettynä toiseen tiliin. Haluatko varmasti kirjautua sisään ja luoda uuden pelin tällä QQ/WeChat-tilillä?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","Haluatko ladata päällikön <name> kylän, jonka päärakennus on tasolla <number>?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clansia voi pelata ilmaiseksi, mutta voit myös nopeuttaa etenemistäsi pelinsisäisten ostojen avulla."
"TID_MULTIDEVICE_INFO_TENCENT","Pelataksesi useilla Android-laitteilla kirjaudu käyttämällä samaa WeChat- tai QQ-tiliä."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Synkronoi tilisi kanssa."
"TID_LINK_SAME_PLATFORM_TENCENT","Pelataksesi useilla Android-laitteilla varmista, että olet kirjautuneena WeChat- tai QQ-tilillesi pelin asetuksissa.\n\nKirjaudu sen jälkeen samalle WeChat- tai QQ-tilillesi toisella laitteella. Etenemisesi pelissä synkronoidaan automaattisesti."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Kyläsi on jo pysyvästi yhdistetty siihen tiliin, jolle olet kirjautunut.\n\nKoska kylällesi on jo tallennettu edistymistä (Sen päärakennus on tasolla <level> tai olet tehnyt ostoksen.), sitä ei voi enää korvata."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Pelataksesi useilla Android-laitteilla lataa Clash of Clans Tencent Storesta ja kirjaudu samalle WeChat- tai QQ-tilillesi.\n\nEtenemisesi pelissä synkronoidaan automaattisesti."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Lisää kavereita näiden pelaajaprofiilien kautta. WeChat- ja QQ-kaverit näkyvät automaattisesti, kun olet kirjautuneena sisään."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clansia voi pelata ilmaiseksi, mutta voit myös nopeuttaa etenemistäsi pelinsisäisten ostojen avulla. Hyväksy käyttöehdot ja yksityisyyskäytäntö napauttamalla OK."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Ristiriitainen tili"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Tili, jolle yrität kirjautua, ei ole sama kuin paikallisesti tallennettu tili. Haluatko vaihtaa uuteen tiliin?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Kyllä, vaihda nykyiseen tiliin."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Ei, käytä vanhaa tiliä."
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Tasapainotuspäivitys!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Ilmatorjunnan taso 9 on lisätty päärakennuksen tasolle 11.\n• Muurin tasolla 12 on nyt 25 lisäpalaa.\n• Karjuratsastajan, kaivosmiehen, noidan, lohikäärmeen ja P.E.K.K.A.n ominaisuuksia on parannettu."
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Yhdistä tilisi sosiaaliseen mediaan pitääksesi tilisi tallessa."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Turvaa kyläsi"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Valmis!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Yhdistä Game Centeriin"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Yhdistä Google Playhin"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Yhdistä Kunluniin"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Yhdistä WeChatiin tai QQ:hun"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Yhdistä WeChatiin, QQ:hun tai Game Centeriin"
"TID_NEWS_IOS7_TITLE","Tuen loppuminen laitteille, joiden iOS-versio on 5 tai 6"
"TID_NEWS_IOS7_TEXT","Seuraavassa Clash of Clans -päivityksessä lopetamme tuen kaikille Apple-laitteille, joiden iOS-versio on 5 tai 6. Voit jatkaa Clash of Clansin pelaamista päivittämällä käyttöjärjestelmäsi iOS-versioon 7 tai uudempaan. Lisätietoja löydät napauttamalla alla olevaa painiketta."
"TID_NEWS_IOS7_BUTTON","Lisätietoja"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Päällikkö, uusi tapahtuma on alkanut: yhden jalokiven tehostus sankarille!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Päällikkö, nelinkertainen tähtipalkkiotapahtuma on alkanut!"
"TID_EVENT_HERO_BOOST_ALT","Sankarin tehostustapahtuma"
"TID_EVENT_ARMY_GOWIWI","GoWiWi-tapahtuma"
"TID_EVENT_ARMY_GOWIWI_INFO","Tuhoa viholliskyliä vanhalla kunnon Golem-Noita-Velho-armeijalla! Kaikki kolme ovat nyt 50 % alennuksessa!"
"TID_CNY_PACK","Kiinalaisen uudenvuoden paketti"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Päällikkö, armeijan erikoistapahtuma on alkanut!"
"TID_OFFER_CW_TITLE","Klaanisotapaketti"
"TID_NEWS_CW_BD_GIFTS_TITLE","Klaanilahjoja!"
"TID_ATTACK_SPEED","Hyökkäysnopeus: <number>"
"TID_SUMMON_SPEED","Sijoitusnopeus: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Sijoita joukkosi!"
"TID_WAITING_FOR_ENEMY","Odotetaan vastustajaa."
"TID_DEFENCE_TROOP_COUNT","Puolustusjoukot: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Tehostuksen kesto: <number>"
"TID_DIAMOND_BUNDLE_RED","(Sankaripaketti)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> Jalokiviä\n• Mahtava sankaripatsas\n• Rajoitetun ajan voimassa oleva (RED)-asu barbaarikuninkaalle\n\n100 % tuotoista menee (RED)ille AIDSin vastaiseen taisteluun."
"TID_BUILDING_CLOCK_TOWER","Kellotorni"
"TID_CLOCK_TOWER_BOOST_TIME","Tehostuksen kesto: <number> s"
"TID_ARMY_CAMP_VILLAGE2","Leiri <num>"
"TID_BUILDING_DOUBLE_CANNON","Tuplatykki"
"TID_BUTTON_CHANGE_VILLAGE","Matkaan!"
"TID_BUILDING_MULTI_MORTAR","Multimörssäri"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Vanha barbaaripatsas"
"TID_BUILDING_TELESCOPE","Tähtilaboratorio"
"TID_UNIT_COUNT","Yksiköt:"
"TID_TRAINING_TIME2","Koulutusaika:"
"TID_FILL_ARMY_CAMPS","Täytä leirit"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Hyökkäys epäonnistui. Hyökkäys käytetty!"
"TID_ATTACK","Hyökkää"
"TID_LOOT_AVAILABLE","Saatavilla oleva saalis:"
"TID_LOOT_RECEIVED","Saatu saalit:"
"TID_FIND_MATCH_HEADER","Hae taistelu?"
"TID_HOUSING_VILLAGE2","Yksikköjä leiriä kohden:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Erikoisvoima avautuu tasolla <number>."
"TID_UPGRADE_INFO_START","Lisää"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> ja"
"TID_UPGRADE_INFO_HP","<old> elämäpisteitä (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> tuhoa sekuntia kohden (+<num>)"
