"TID","CN"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","收到了<amount>颗宝石"
"TID_UI_TOP_VIEWERS_TITLE","观战成员："
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","请先退出阵型编辑模式"
"TID_ARMY_USED","已投入的军队："
"TID_NEWS_CHALLENGE_BOOST_TEXT","准备好迎接更新和1宝石加速资源采集器的活动！"
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","友谊战即将登场！"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• 随时发起挑战，邀请部落成员攻击您的村庄\n• 友谊战不会消耗您任何部队\n• 分享友谊战结果和战斗回放，还可在部落内部开展比赛"
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","查看更多"
"TID_CHALLENGE_FAIL_SERVER","无法发起挑战，请稍后重试！"
"TID_VS_ATTACK_CONFIRM_INFO","请确保做好准备再开始友谊战！"
"TID_SPELL_SUMMON_TROOP_COUNT","<name>数量： <number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","狂暴状态伤害加成："
"TID_BABY_DRAGON","飞龙宝宝"
"TID_BABY_DRAGON_INFO","会喷火的飞龙宝宝在其他空中部队旁边时显得有些害羞，不过要是落单了，它可会大发雷霆。当周围没有其他空中部队时，飞龙宝宝会变得狂暴，它在狂暴状态下会获得额外的攻击力和攻击速度。"
"TID_MINER","掘地矿工"
"TID_MINER_INFO","聪明的掘地矿工可穿行于地底，钻过城墙，在攻击目标旁破土而出。他们在地底时不会受到任何伤害并且不会触发陷阱，不过即便在地下他们也能受到法术的增益效果。"
"TID_CHALLENGE_CANCELLED","挑战已失效！"
"TID_SCOUT_BUTTON","侦察"
"TID_TOP_HUD_FRIENDLY_BATTLE","友谊战"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","实时观看"
"TID_NEWS_MAYTROOPS_TITLE","全新兵种！"
"TID_NEWS_MAYTROOPS_TEXT","10级大本营解锁新兵种：掘地矿工\n•掘地矿工可穿行于地底，钻过城墙，在攻击目标旁破土而出\n•他们在地底时不会受到任何伤害并且不会触发陷阱\n•在新的12级训练营可训练掘地矿工\n•9级大本营解锁新兵种：飞龙宝宝\n•飞龙宝宝周围没有其他飞行军队时，他们会处于狂暴状态！\n•狂暴状态的飞龙宝宝伤害值和攻击速度会提高\n•在新的11级训练营可训练飞龙宝宝"
"TID_NEWS_MAYSPELLS_TITLE","全新法术！"
"TID_NEWS_MAYSPELLS_TEXT","10级大本营新增法术：镜像法术\n• 镜像法术可复制其作用范围内的部队\n• 升级镜像法术，可复制更多部队\n• 5级法术工厂可配制镜像法术\n\n9级大本营新增暗黑法术：骷髅法术\n• 在战场任意位置召唤一群骷髅兵\n• 升级骷髅法术，可召唤更多骷髅兵\n• 在新的4级暗黑法术工厂可配制骷髅法术"
"TID_NEWS_MAYUPGRADES_TITLE","更新与平衡性调整"
"TID_NEWS_MAYUPGRADES_TEXT","11级大本营可解锁\n• 14级加农炮\n• 4级熔岩猎犬\n• 7级气球兵\n\n7级以上大本营可解锁\n• 2-4级隐形弹簧\n\n10级以上大本营：\n• 巨石投手所需空间降至6"
"TID_STREAM_BUTTON_SCOUT","侦察"
"TID_STREAM_BUTTON_ATTACK","进攻"
"TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE","您不久前已发起过友谊战，请在<time>后再发起挑战"
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","无法再次发起友谊战，上次发起的友谊战仍在生效中！"
"TID_LAYOUTS_LAST_USED","最近使用"
"TID_LAYOUT_CHANGED_ERROR","该阵型不久前被编辑过，<time>后可再次使用。"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","回营观看回放！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","回营取消友谊战！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","回营发起进攻！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","回营进行侦察！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","回营实时观看！"
"TID_CHALLENGE_CHANGE_LAYOUT","更换阵型"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","更换"
"TID_CHALLENGE_LAYOUT","阵型"
"TID_CHALLENGE_SWITCH_LAYOUT","当前阵型"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","选择新的友谊战阵型"
"TID_FRIENDLY_WAR_CHOOSE_NEW_LAYOUT","选择新的友谊战阵型"
"TID_CHALLENGE_ALREADY_CLOSED","友谊战已关闭"
"TID_SCOUT_PREP_DAY_INFO","敌军战争基地阵型在对战日可显示"
"TID_REPLACE_LAYOUT","切换阵型"
"TID_INFOBUBBLE_BUILDER_INPROGRESS","升级中："
"TID_INFOBUBBLE_BUILDER_SUGGESTION","建议升级："
"TID_SEARCH_TAB_CLANS","搜索部落"
"TID_SEARCH_TAB_PLAYERS","玩家"
"TID_SEARCH_TAB","搜索"
"TID_PLAYER_SEARCH_HINT","输入您要搜索的玩家标签"
"TID_PROFILE_BUTTON_ADD_FRIEND","添加好友"
"TID_PLAYER_SEARCH","搜索玩家："
"TID_HASH","#"
"TID_PRESET_SAVE_OK","军队配置已保存！"
"TID_PRESET_LOAD_OK","军队配置已添加至训练队列！"
"TID_PRESET_SAVE_FAIL","无法保存军队配置，请重试"
"TID_PRESET_LOAD_FAIL","训练队列空间不足"
"TID_PRESET_LOAD_FAIL_LOCKED_TROOP","所需的部分军队建筑正在升级中"
"TID_PRESET_FULL","已满！"
"TID_PRESET_EMPTY","无可用的军队配置"
"TID_AVATAR_SEARCH_INVALID_TAG","玩家标签无效，请检查您输入的标签是否正确。"
"TID_AVATAR_SEARCH_TAG_NOT_FOUND","没有找到该玩家标签所对应的村庄。"
"TID_PROFILE_FRIEND_REQUEST_SENT","已发送好友请求"
"TID_PROFILE_FRIENDS","好友"
"TID_PROFILE_FRIEND_REQUEST_QUERY","添加好友？"
"TID_FRIENDLIST_FILTER","筛选条件："
"TID_FRIEND_LIST_ITEM_PENDING","添加好友？"
"TID_INVITE_FRIEND_CONFIRMATION_TITLE","添加好友？"
"TID_INVITE_FRIEND_CONFIRMATION","向<name>发送好友请求？"
"TID_ACCEPT_FRIEND_CONFIRMATION_TITLE","添加好友？"
"TID_ACCEPT_FRIEND_CONFIRMATION","是否添加<name>为您的好友？"
"TID_REMOVE_FRIEND_CONFIRMATION_TITLE","移除好友？"
"TID_REMOVE_FRIEND_CONFIRMATION","您确定将<name>从您的好友列表中移除？"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION_TITLE","撤回好友请求？"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION","您确定撤回您向<name>发送的好友请求？"
"TID_REJECT_FRIEND_CONFIRMATION_TITLE","拒绝好友请求？"
"TID_REJECT_FRIEND_CONFIRMATION","您确定拒绝<name>向您发送的好友请求？"
"TID_FRIEND_FILTER_ADDABLE","好友请求"
"TID_FRIEND_FILTER_INGAME","好友"
"TID_FRIEND_FILTER_REQUESTS","搜索玩家"
"TID_ATTACK_FRIEND_BUTTON","挑战"
"TID_USE_ATTACK_CODE_BUTTON","使用挑战代码"
"TID_FRIEND_LIST_ITEM_NEW","新！"
"TID_REMOVE_FRIEND_BUTTON","移除好友"
"TID_BOOST_POPUP_TITLE","加快采集速度！"
"TID_BOOST_THIS_BUILDING","此<building>"
"TID_BOOST_BARRACKS_POPUP_TITLE","加快部队训练！"
"TID_BOOST_ALL_DARK_BARRACKS","所有暗黑训练营"
"TID_BOOST_SPELLS_POPUP_TITLE","加快法术配制！"
"TID_BOOST_ALL_HEROES","所有英雄"
"TID_BOOST_ALL_ELIXIR","所有圣水收集器"
"TID_BOOST_ALL_DARK_ELIXIR","所有暗黑重油钻井"
"TID_BOOST_ALL_GOLD","所有金矿"
"TID_BOOST_ALL_RESOURCES","所有资源采集器"
"TID_BOOST_ALL_ATTACK","所有军队建筑"
"TID_PLAYER_NOT_FOUND","没有找到该玩家标签所对应的村庄。"
"TID_PLAYER_SEARCH_INTERNAL_ERROR","搜索玩家失败。请稍后重试。"
"TID_PLAYER_SEARCH_GENERIC","出错了。请稍后重试。"
"TID_BOOST_POPUP_TITLE_RESUME","恢复提速！"
"TID_FRIEND_LIST_ITEM_SENT","已发送好友请求"
"TID_BOOST_POPUP_ITEM_RESUME","恢复"
"TID_OPEN_CHALLENGE","发起挑战"
"TID_CHALLENGE_FRIEND_TITLE","挑战好友"
"TID_CHALLENGE_ATTACK_CODE","进攻代码："
"TID_CHALLENGE_ATTACK_CODE_HINT","邀请好友使用该代码来进攻您的村庄！您的好友也可以从他们自己的好友列表中直接接受挑战。"
"TID_CHALLENGE_FRIEND_CONTENT","邀请好友进攻您的村庄"
"TID_CHALLENGE_CANT_REQUEST","加入一个部落，向部落成员请求部队和法术增援"
"TID_WAITING_FOR_BATTLE_CODE","等待代码..."
"TID_POPUP_BOOST_RESOURCES","提速资源采集器使它们的资源产量在<time>内加倍。"
"TID_POPUP_BOOST_ATTACK","提速军队建筑使训练速度在<time>内提升至原来的<multiplier>倍。"
"TID_POPUP_RESUME_BOOST_TEXT","服务器维护期间提速已暂停。"
"TID_ALLIANCE_WAR_COOLDOWN","您的部落在<time>内无法进行部落对战。"
"TID_ADD_FRIENDS_INFO_CLASH","添加好友可以与好友进行友谊战，并随时了解他们在《部落冲突》中的动态！"
"TID_BUTTON_TRAIN_PRESETS","一键训练"
"TID_CHALLENGE_WAS_ACCEPTED","友谊战已接受！"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","观看实时回放，看看您的好友打得怎么样？"
"TID_CLANS_SELECTOR_BOOKMARKS","收藏"
"TID_CLANS_SELECTOR_SEARCH","搜索"
"TID_ALLIANCE_TAB_CLANS","部落"
"TID_BUTTON_CLAN_WAR_MATCHED_START","部落友谊战"
"TID_ARRANGED_WAR_START_BUTTON","发送挑战"
"TID_PREPARATION_DAY_DURATION","准备阶段"
"TID_WAR_DAY_DURATION","对战阶段"
"TID_WAR_SIZE_TEXT","规模："
"TID_PREPARE_DURATION","准备时间："
"TID_WAR_DURATION","对战时间："
"TID_ARRANGED_WAR_REQUEST_SENT","部落友谊战邀请已发送"
"TID_SENT_WAR_REQUEST_TO","部落友谊战邀请已发送至<clan>！"
"TID_RECEIVED_WAR_REQUEST_FROM","收到来自<clan>的部落友谊战邀请！"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","<name>已接受"
"TID_CLAN_WAR_CHALLENGE_REJECTED","<name>已拒绝"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","<name>已取消"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","部落友谊战邀请被拒绝"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","军队概况"
"TID_TRAINING_SCREEN_TAB_TROOPS","训练部队"
"TID_TRAINING_SCREEN_TAB_SPELLS","配制法术"
"TID_TRAINING_SCREEN_TAB_PRESETS","一键训练"
"TID_TRAINING_SCREEN_BARRACKS","训练营"
"TID_TRAINING_SCREEN_DARK_BARRACKS","暗黑训练营"
"TID_TRAINING_SCREEN_SPELLS","法术工厂"
"TID_TRAINING_SCREEN_DARK_SPELLS","暗黑法术工厂"
"TID_TRAINING_SCREEN_TIME_LEFT","剩余时间："
"TID_TRAINING_SCREEN_CAPACITY","空间："
"TID_OVERVIEW_TROOPS_TITLE","部队"
"TID_OVERVIEW_HEROES_TITLE","英雄"
"TID_TRAINING_SCREEN_ELIXIR","圣水："
"TID_TRAINING_SCREEN_DARK_ELIXIR","暗黑重油："
"TID_TRAINING_BUTTON_BOOST","提速"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","等待对手接受友谊战"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","您需要等待<time>后才可发送新的挑战"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","取消部落友谊战？"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","确定取消部落友谊战邀请吗？"
"TID_ADD_FRIENDS_INFO_REQUESTS","在其他玩家的简介页面可将其添加为好友。登录苹果游戏中心(Game Center)和Facebook账号后，您可以在这里查看您的好友。"
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","在其他玩家的简介页面可将其添加为好友。登录Facebook账号后，您可以在这里查看您的好友。"
"TID_OVERVIEW_TRAIN_PREVIOUS","训练"
"TID_BUTTON_TRAIN_PRESET","训练"
"TID_BUTTON_EDIT_PRESET","编辑"
"TID_BUTTON_CREATE_PRESET","创建"
"TID_BUTTON_CANCEL_PRESET","取消"
"TID_BUTTON_SAVE_PRESET","保存"
"TID_PRESET_RESOURCES","花费"
"TID_PRESET_TIME","时间"
"TID_TRAINING_SPELLS_INFO","法术将在大本营达到5级时解锁"
"TID_TRAINING_SPELLS_INFO_BUILD","要配制法术，请先建造法术工厂！"
"TID_SEARCH_TAB_BOOKMARKS","收藏"
"TID_TRAINING_RESOURCES","资源"
"TID_ADD_FRIEND_ERROR_GENERIC","无法发送好友请求，请稍后重试。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","您想要添加的好友不存在。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","您发送的好友请求过多，请先移除一个请求再重试。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","该玩家待处理的好友请求过多，请您稍后重试。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","您无法向自己发送好友邀请！"
"TID_ADVANCED_SEARCH_BUTTON_MORE","筛选条件"
"TID_ADVANCED_SEARCH_BUTTON_LESS","隐藏"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","部落友谊战"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","是否允许其他部落向您的部落发送部落友谊战邀请？"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","是否允许其他玩家通过您的部落简介查看部落对战结果"
"TID_DECORATION_BK_STATUE","超级英雄雕像"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","我们进行了如下惩戒措施：您的部落和村庄将暂时无法参加部落对战。"
"TID_BUTTON_SELECT","开始！"
"TID_PRESET_UNLOCK_INFO","一键训练功能在大本营达到<number>级时解锁！"
"TID_CREATE_PRESET_INFO","添加部队和法术，保存军队配置"
"TID_PRESET_INFO","创建军队配置，快捷训练军队！"
"TID_PREVIOUS_ARMY_INFO","训练上一次进攻中所使用的军队！"
"TID_BUILDING_CONSTRUCTION_PREVENTS","建造完成后可用！"
"TID_TITLE_RENAME_PRESET","重命名军队配置"
"TID_PREVIOUS_ARMY","上一次使用的军队配置"
"TID_ARMY_SLOT_DEFAULT_NAME","军队配置<num>"
"TID_DIAMOND_BUNDLE_BUILDER","建筑工人礼包"
"TID_DIAMOND_BUNDLE_TH4","4级大本营礼包"
"TID_DIAMOND_BUNDLE_TH5","5级大本营礼包"
"TID_DIAMOND_BUNDLE_TH6","6级大本营礼包"
"TID_DIAMOND_BUNDLE_TH7","7级大本营礼包"
"TID_DIAMOND_BUNDLE_TH8","8级大本营礼包"
"TID_DIAMOND_BUNDLE_TH9","9级大本营礼包"
"TID_DIAMOND_BUNDLE_TH10","10级大本营礼包"
"TID_DIAMOND_BUNDLE_TH11","11级大本营礼包"
"TID_VILLAGE_OBJECT_SHIP","帆船"
"TID_CLAN_IS_ALREADY_IN_WAR","部落已处于对战中"
"TID_CLAN_HAS_REQUEST_ALREADY","该部落有待处理的部落友谊战邀请"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","部落成员不够"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","您的部落已处于对战中"
"TID_OFFER_PURCHASE_PENDING","正在购买..."
"TID_OFFER_PURCHASE_PENDING_ERROR","系统正在处理您的订单。"
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","回营接受部落友谊战邀请！"
"TID_BUILDING_BOMB_TOWER","炸弹塔"
"TID_BUILDING_BOMB_TOWER_INFO","炸弹塔可以投掷炸弹轰炸附近的地面部队，被摧毁后会产生一个大爆炸！近战部队最好离它远点吧！"
"TID_DIAMOND_BUNDLE_HERO","英雄"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","剩余空间"
"TID_FRIENDLY_WAR","部落友谊战"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","一键训练您在上次战斗中使用的军队！"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","您可以在队列中训练额外的部队，当您的兵营有剩余空间时，这些兵种将会自动补充至军队！\n\n请注意：如果您有训练营正在建造或升级，训练部队的速度将会减慢。"
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","您可以在队列中配制额外的法术，当您有剩余的法术存储容量时，这些法术将会自动补充至军队！"
"TID_DIAMOND_BUNDLE_BUILDER_INFO","该礼包含有<gems>颗宝石和一个免费的建筑工人！"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems>宝石\n• <res0>金币\n• 2级防空火箭\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems>宝石\n• <res0>金币\n• 2级法师塔\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems>宝石\n• <res0>金币\n• 2级空气炮\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems>宝石\n• 野蛮人之王\n• 3级特斯拉电磁塔\n\n礼包中的建筑无需花费建造时间！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems>宝石\n• <res0>金币\n• 2级炸弹塔\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems>宝石\n• 弓箭女皇\n• 2级X连弩\n\n礼包中的建筑无需花费建造时间！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems>宝石\n• <res0>金币\n• 2级地狱之塔\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems>宝石\n• 大守护者\n• 1级天鹰火炮\n\n礼包中的建筑无需花费建造时间！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_OVERQUEUE_HELPER_TROOPS","当您的兵营有剩余空间时，这些兵种将会自动补充至军队！"
"TID_OVERQUEUE_HELPER_SPELLS","当您有剩余的法术存储容量时，这些法术将会自动补充至军队！"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","您想要取消部落友谊战邀请吗？"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","取消友谊战邀请？"
"TID_CANCEL_FRIENDLY_WAR_TEXT","您确定要拒绝该部落友谊战邀请？在一段时间内您将不会再次收到该部落发来的邀请。"
"TID_CANCEL_FRIENDLY_WAR_HEADER","拒绝友谊战邀请？"
"TID_SHOP_PURCHASED","已购买"
"TID_ARRANGED_WAR_EDIT_MEMBERS","选择部落友谊战参战成员"
"TID_VALUE_STICKER_CONTENT","<value>倍超值"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","炸弹塔礼包"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems>宝石\n• <res0>金币\n• 2级炸弹塔\n\n礼包中的建筑无需花费建造时间，存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_UNPLACED_BUILDINGS","待放置的建筑"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","部落友谊战不提供战利品和部落经验值"
"TID_ARRANGED_WAR_SIZE","部落友谊战规模：<num> vs <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","部落友谊战参战成员"
"TID_DIAMOND_PACK_6","一捧宝石"
"TID_TOWNHALL_LEVEL","<level>级大本营"
"TID_RES_PACK","资源礼包"
"TID_RES_PACK_INFO","• <gems>宝石\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的资源不受最大储量限制！\n\n巨大折扣，限时优惠！"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","全新防御建筑：炸弹塔！"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• 在小范围内投掷小型炸弹轰炸敌军地面部队！\n• 炸弹塔被摧毁后会爆炸，对周围的近战部队造成伤害！\n• 炸弹塔在8级大本营解锁"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","等级上限提高"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","11级大本营\n• 飞龙可升至6级\n• 飞龙宝宝可升至5级\n• X连弩可升至5级\n• 迫击炮可升至10级\n• 特斯拉电磁塔可升至9级\n• 新增25块城墙\n\n10级大本营\n• 法师可升至7级\n• 可解锁4级飞龙宝宝\n\n9级大本营\n• 可解锁6级法师"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","更多更新内容"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• 部落友谊战：向其他部落发起部落友谊战，可自定义对战\n• 在其他玩家的简介页面可直接添加其为好友\n• 调整了部落对战战利品和部落经验值分配标准\n• 减少了部分升级所需时间和花费\n• 一系列平衡性调整，包括法师和女巫！\n• 游戏设置中新增了两种语言：印度尼西亚语和马来语\n\n详细更新内容请阅读更新预告！"
"TID_BUNDLE_TOWN_HALL","大本营升级礼包"
"TID_BUNDLE_RESOURCE","资源礼包"
"TID_BUNDLE_UPDATE","更新特惠礼包"
"TID_OFFER_HAS_EXPIRED","优惠已过期"
"TID_GOOD_VALUE","超值"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> 宝石已收到！</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems>宝石\n• <res0>金币\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems>宝石\n• <res0>金币\n• <res1>暗黑重油\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems>宝石\n• <res0>圣水\n• <res1>暗黑重油\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems>宝石\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","优化军队训练系统"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","我们改进了军队训练系统！您现在可以使用一键训练按钮快捷地训练军队了！请观看视频以了解新的训练系统！"
"TID_RED_NEWS_BUY","商店"
"TID_OFFER_NOT_AVAILABLE","暂无优惠"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","您的好友人数过多，请先移除一些，再添加新的好友。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","您好友的好友人数过多，请稍后重试。"
"TID_BOOMBOX_NEWS","新闻"
"TID_BOOMBOX_FOR_YOU","为您推荐"
"TID_TAB_EVENTS","活动"
"TID_BOOMBOX_EVENTS","活动"
"TID_TUTORIAL_SETTINGS_HELP","需要帮助吗，首领？"
"TID_ITEMS_LEFT","剩余<number>"
"TID_BUTTON_GET_GIFT","领取礼物"
"TID_GIFT_CLAIM_FAIL_SERVER","领取礼物失败，请稍后重试。"
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","无法领取礼物，因为您不是该部落成员！"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","无法领取礼物，因为您刚刚更换了部落！请稍后重试。"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","无法领取礼物，因为您刚刚更换了部落！请在<time>后重试。"
"TID_DIAMOND_GIFT_RECEIVED","您从部落礼物中获得了<number>颗宝石！"
"TID_DIAMONDS_GIFT_RECEIVED","您从部落礼物中获得了1颗宝石！"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems>宝石\n• <res0>暗黑重油\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems>宝石\n• <res0>圣水\n\n存放礼包中的资源不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_BLACK_FRIDAY_PACK","黑色星期五礼包"
"TID_XMAS_PACK","节日超级礼包"
"TID_XMAS_PACK_INFO","• <gems>宝石\n• <c80d8e8>部落礼物：</c>\n每个包含<giftgems>宝石\n\n礼物可供<giftmates>部落成员领取！"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","使用<unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","活动挑战：在联机模式中获胜！\n<cffec78>• 必须使用<usecount>个<unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","活动挑战：在联机模式中获胜！\n<cffec78>• 必须使用1个<unit></c>"
"TID_GIFT_DIAMOND_PACK_2","一小袋宝石和礼物"
"TID_GIFT_DIAMOND_PACK_3","一麻袋宝石和礼物"
"TID_GIFT_DIAMOND_PACK_4","一小箱宝石和礼物"
"TID_GIFT_DIAMOND_PACK_5","一大箱宝石和礼物"
"TID_YOU_GOT_REWARD","您获得了："
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","您需要稍等片刻才能再次举报"
"TID_ONGOING_EVENTS","今日活动"
"TID_EVENT_ARMY_BOOST","1宝石加速训练"
"TID_EVENT_TIME_LEFT","剩余时间："
"TID_EVENT_ARMY_BOOST_INFO","部队训练加速至原来的4倍！\n\n只需1宝石即可加速部队训练。"
"TID_ACHIEVEMENTS_PROGRESS","进度"
"TID_OPEN_TRAIN_TROOPS","训练"
"TID_EVENT_COLLECTOR_BOOST","1宝石加速资源采集器"
"TID_COLLECTOR_BOOST_INFO","资源产量加倍！\n\n只需1宝石即可加速任意一个资源采集器。"
"TID_EVENT_CW_TITLE","部落经验值x2"
"TID_EVENT_CW_INFO","部落升级速度加倍！\n\n活动期间进行部落对战，对战双方获得的经验值加倍。"
"TID_EVENT_CHRISTMAS","节日活动"
"TID_EVENT_STAR_BONUS","胜利之星奖励x<starbonus>"
"TID_EVENT_STAR_BONUS_INFO","更快地填满您的宝库！\n\n活动期间可获得<starbonus>倍胜利之星奖励。"
"TID_EVENT_CHRISTMAS_SPELL","Clash圣诞节特别活动：圣诞奇袭"
"TID_EVENT_CHRISTMAS_SPELL_INFO","给敌人的村庄送上一份毁灭性的礼物！\n\n圣诞奇袭法术仅限活动期间配制。"
"TID_OPEN_TRAIN_SPELLS","配制"
