"TID","RU"
"TID_BOOMBOX_NEWS","Новости"
"TID_BOOMBOX_FOR_YOU","Для тебя"
"TID_TAB_EVENTS","События"
"TID_BOOMBOX_EVENTS","События"
"TID_TUTORIAL_SETTINGS_HELP","Нужна помощь, вождь?"
"TID_ITEMS_LEFT","Осталось: <number>"
"TID_BUTTON_GET_GIFT","Получить подарок"
"TID_GIFT_CLAIM_FAIL_SERVER","Не удалось забрать подарок. Пожалуйста, попробуйте позже."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Получить подарок нельзя, вы не состоите в клане!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Получить подарок нельзя, вы недавно сменили клан! Пожалуйста, попробуйте позже."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Получить подарок нельзя, вы недавно сменили клан! Пожалуйста, попробуйте снова через <time>"
"TID_DIAMOND_GIFT_RECEIVED","Подарок клана: кристаллы (<number>)!"
"TID_DIAMONDS_GIFT_RECEIVED","Подарок клана: 1 кристалл!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• Кристаллы — <gems>.\n• Черный эликсир — <res0>.\n\nНеограниченная вместимость!\n\nЭтот набор выгоднее в <cffec78><value> р.</c> и доступен лишь ОДАН РАЗ!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• Кристаллы — <gems>.\n• Эликсир — <res0>.\n\nНеограниченная вместимость!\n\nЭтот набор выгоднее в <cffec78><value> р.</c> и доступен лишь ОДАН РАЗ!"
"TID_BLACK_FRIDAY_PACK","Набор «Черная пятница»"
"TID_XMAS_PACK","Праздничный супернабор"
"TID_XMAS_PACK_INFO","• Кристаллы — <gems>.\n• <c80d8e8>Подарки клана:</c>\nкристаллы (<giftgems>) каждому.\n\nВключает подарки для членов клана (до <giftmates>)!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","<unit>: использовать"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Испытание: победите в многопользовательском режиме!\n<cffec78>• <unit>: нужно использовать<usecount>.</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Испытание: победите в многопользовательском режиме!\n<cffec78>• <unit>: нужно использовать 1.</c>"
"TID_GIFT_DIAMOND_PACK_2","Мешок кристаллов и подарков"
"TID_GIFT_DIAMOND_PACK_3","Куль кристаллов и подарков"
"TID_GIFT_DIAMOND_PACK_4","Ящик кристаллов и подарков"
"TID_GIFT_DIAMOND_PACK_5","Сундук кристаллов и подарков"
"TID_YOU_GOT_REWARD","Получено:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Подождите, прежде чем отправить другое сообщение"
"TID_ONGOING_EVENTS","Сегодняшние события"
"TID_EVENT_ARMY_BOOST","Ускорение тренировки за 1 кристалл"
"TID_EVENT_TIME_LEFT","Осталось времени:"
"TID_EVENT_ARMY_BOOST_INFO","Тренируйте войска в 4 раза быстрее!\n\nУскорьте тренировку войск всего за 1 кристалл."
"TID_ACHIEVEMENTS_PROGRESS","Достижения"
"TID_OPEN_TRAIN_TROOPS","Тренировать"
"TID_EVENT_COLLECTOR_BOOST","Ускорение сборщика за 1 кристалл"
"TID_COLLECTOR_BOOST_INFO","Удвойте производство ресурсов!\n\nУскорьте сборщиков ресурсов по 1 кристаллу за каждый."
"TID_EVENT_CW_TITLE","Опыт клана x2"
"TID_EVENT_CW_INFO","Повысьте уровень клана в 2 раза быстрее!\n\nЗа действующую войну кланов во время этого события можно получить двойной опыт клана."
"TID_EVENT_CHRISTMAS","Праздничное событие"
"TID_EVENT_STAR_BONUS","Звездный бонус x<starbonus>"
"TID_EVENT_STAR_BONUS_INFO","Наполняйте сокровищницу быстрее!\n\nВо время этого события звездные бонусы приносят в <starbonus> р. больше добычи."
"TID_EVENT_CHRISTMAS_SPELL","Clash-Рождество: сюрприз от Санты"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Подарите врагам кучу урона!\n\nСюрприз от Санты будет действовать ограниченное время."
"TID_OPEN_TRAIN_SPELLS","Приготовить"
"TID_EVENT_CHRISTMAS_TRAP","Clash-Рождество: ловушка-заморозка"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Остановите нападающих на полпути!\n\nЛовушки-заморозки уже здесь, но лед растает, когда событие закончится."
"TID_OPEN_SHOP_TRAPS","Строить"
"TID_EVENT_CHRISTMAS_UNIT","Clash-Рождество: ледяной колдун"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Легендарные воины охладят пыл врагов!\n\nЛедяные колдуны готовы к обучению, но пробудут с вами недолго."
"TID_UPCOMING_EVENTS","Приближающиеся события"
"TID_GIFT_AVAILABLE_STREAM_TEXT","Член клана отправил подарки!"
"TID_TRAP_FREEZE","Ловушка-заморозка"
"TID_TRAP_FREEZE_INFO","Остановите нападающих на полпути. Вот так мороз!\n\nДействует ограниченное время."
"TID_EVENT_TIME_UNTIL_START","Начало через:"
"TID_EVENT_UPCOMING_TIME","<number> дн."
"TID_EVENT_ARMYSPELL_BOOST","Ускорение войска за 1 кристалл"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Сделайте все войска в 4 раза быстрее!\n\nУскорьте за 1 кристалл:\n• героев;\n• тренировку войск;\n• приготовление заклинаний."
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• Кристаллы — <gems>.\n• Золото — <res0>.\n• Эликсир — <res1>.\n• Черный эликсир — <res2>.\n\nНеограниченная вместимость!\n\nЭтот набор <cffec78>самый выгодный</c> и доступен лишь однажды!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Максимальное число этих зданий уже улучшено."
"TID_UPGRADE_COUNT_LIMITED","Ты можешь улучшить еще здания: <num>"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Ты больше не можешь улучшать эти здания</c>"
"TID_WIZARD2","Ледяной колдун"
"TID_CHARACTER_INFO_WIZARD2","Легендарный колдун замедляет оборону врагов, швыряя в них кусками льда!\n\nДоступен только ограниченное время."
"TID_WATCH","Смотреть ролик"
"TID_EVENT_SPELL_BOOST","Ускорение приготовления за 1 кристалл"
"TID_EVENT_SPELL_BOOST_INFO","Заклинания готовятся в 4 раза быстрее!\n\nУскорьте приготовление заклинаний всего за 1 кристалл."
"TID_EVENT_TROOP","<troop>: событие"
"TID_EVENT_TROOP_INFO","<troop>: тренируйте войска со скидкой и выполните испытание!"
"TID_EVENT_SPELL","<troop>: событие"
"TID_EVENT_SPELL_INFO","<troop>: готовьте со скидкой!"
"TID_REDUCE_COST","Скидка:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Событие окончено!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Вождь, событие воинов началось!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Вождь, событие заклинаний началось!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Вождь, доступно ускорение тренировки за 1 кристалл!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Вождь, доступно ускорение приготовления заклинаний за 1 кристалл!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Вождь, доступно ускорение армии за 1 кристалл!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Вождь, доступно ускорение сборщика за 1 кристалл!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Вождь, событие звездного бонуса началось!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Вождь, событие кланового опыта началось!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Вождь, особый воин пробудет с вами ограниченное время!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Вождь, особое заклинание пробудет с вами ограниченное время!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Вождь, особая ловушка пробудет с вами ограниченное время!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Вождь, скидка на ценный предмет действует ограниченное время!"
"TID_GIFT_GIVEN_STREAM_TEXT","Вы отправили подарки клана!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Вы уже забрали этот подарок!"
"TID_HOLIDAY_PACK","Праздничный набор"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Вернитесь домой, чтобы получить подарки!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Событие завершено! Вы получили кристаллы (<gem>) и опыт (<xp>)!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","1-й день Clash-Рождества!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","2-й день Clash-Рождества!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","3-й день Clash-Рождества!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ подарк. клана"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","С Clash-Рождеством!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","Наступила зима, и она запомнится нам массой особых мероприятий!\n\nОзнакомьтесь с ними на новой вкладке <c76589b>событий</c> и продолжайте играть!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Новинки"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Ратуша 11-го уровня\n• Король Варваров 41-45-го уровней.\n• Королева Лучниц 41-45-го уровней.\n• Голем 6-го уровня.\n• Всадник на кабане 7-го уровня.\n• Ядовитое заклинание 5-го уровня.\n• Крепость клана 7-го уровня.\n• Башня колдуна 10-го уровня.\n• Стена 12-го уровня (не более 50 участков)."
"TID_NEWS_XMAS_2016_MORE_TITLE","Другие обновления"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Башня колдуна 9-го уровня теперь доступна на 10-м уровне ратуши.\n• Незначительно увеличен радиус ядовитого заклинания.\n• Увеличен урон и здоровье ведьмы.\n• Ускорена атака шара, дракона и П.Е.К.К.А.\n• Снижены стоимость и время некоторых улучшений."
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00>Событие звездного бонуса (x<num>)!</c>"
"TID_NO_EVENTS_CONTENT","События не проводятся.\nЗагляните позже!"
"TID_FEEDBACK_BUTTON6","Учетная запись заблокирована"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Вождь, встречайте Clash-Рождество с усилениями за 1 кристалл и сюрпризом от Санты!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Вождь, Clash-Рождество продолжается! Знакомьтесь: ловушка-заморозка!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Вождь, в последние дни Clash-Рождества вы можете обучить ледяных колдунов!"
"TID_QQ_LOGIN_BUTTON","Вход через QQ"
"TID_WECHAT_LOGIN_BUTTON","Вход через WeChat"
"TID_GUEST_LOGIN_BUTTON","Войти как гость"
"TID_WECHAT_LOGGED_IN","Вы вошли в WeChat"
"TID_QQ_LOGGED_IN","Вы вошли в QQ"
"TID_WECHAT_LOGOUT_BUTTON","Выход"
"TID_WECHAT_NOT_INSTALLED","Сначала нужно установить WeChat"
"TID_SHARE_DIALOG_TITLE","Поделиться"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Новая учетная запись"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Текущая игра привязана к другой учетной записи. Войти и создать новую игру с этой учетной записью QQ/WeChat?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","Хотите загрузить деревню вождя <name> с <number>-м уровнем ратуши?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans — бесплатная игра, но вы можете ускорить ее прохождение, делая покупки в игре."
"TID_MULTIDEVICE_INFO_TENCENT","Чтобы играть на другом устройстве Android, войдите на нем в ту же учетную запись WeChat или QQ."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Синхронизация с учетной записью"
"TID_LINK_SAME_PLATFORM_TENCENT","Чтобы играть на нескольких устройствах Android, убедитесь, что вы вошли в свою учетную запись WeChat или QQ в настройках игры.\n\nЗатем войдите в свою учетную запись WeChat или QQ на другом устройстве. Ваши данные синхронизируются автоматически."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Ваша деревня привязана к учетной записи, с помощью которой вы вошли.\n\nТак как деревня уже начала развиваться (уровень ратуши вырос до <level>-го, или были сделаны покупки), ее невозможно перезаписать."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Чтобы играть на другом устройстве Android, скачайте Clash of Clans в Tencent Store и войдите в ту же учетную запись WeChat или QQ.\n\nВаши сохраненные данные синхронизируются автоматически."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Добавьте друзей по Clash прямо из их профилей. Друзья по WeChat или QQ появляются в списке автоматически после входа в учетную запись."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans — бесплатная игра, но вы можете ускорить ее прохождение, делая встроенные покупки. Если вы согласны с Условиями пользования и Политикой конфиденциальности, нажмите \qOK\q."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Конфликтующая учетная запись"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Учетная запись, с которой вы пытаетесь войти, отличается от сохраненной на устройстве. Хотите переключиться на новую?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Да, переключиться на новую."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Нет, использовать прежнюю."
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Обновление баланса!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Воздушная оборона 9-го уровня добавлена на 11-м уровне ратуши.\n• К стене 12-го уровня добавлены 25 участков.\n• Повышение статистики: всадник на кабане, шахтер, ведьма, дракон и П.Е.К.К.А."
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Подключите свою учетную запись к социальной сети для безопасного сохранения."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Безопасная деревня"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Готово!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Подключитесь к Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Подключиться к Google Play"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Деревня под защитой"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Подключиться к WeChat или QQ"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Подключиться к WeChat, QQ или Game Center"
"TID_NEWS_IOS7_TITLE","Прекращается поддержка устройств, использующих iOS 5 и 6"
"TID_NEWS_IOS7_TEXT","После следующего обновления Clash of Clans прекратится поддержка всех устройств Apple, работающих на iOS 5 и 6. Чтобы продолжать играть в Clash of Clans, обновите свою iOS до версии 7 или выше. Нажмите на ссылку внизу, чтобы узнать больше!"
"TID_NEWS_IOS7_BUTTON","Подробнее"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Вождь, появилась возможность ускорить исцеление героя за 1 кристалл!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Вождь, звездный бонус увеличен в 4 раза!"
"TID_EVENT_HERO_BOOST_ALT","Ускорение героя"
"TID_EVENT_ARMY_GOWIWI","Событие GoWiWi"
"TID_EVENT_ARMY_GOWIWI_INFO","Соберите классическую армию — големы + колдуны + ведьмы — и разрушайте вражеские деревни! Каждый воин сейчас стоит на 50 % дешевле!"
"TID_CNY_PACK","Набор китайского Нового года"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Вождь, особое событие армий началось!"
"TID_OFFER_CW_TITLE","Набор войн кланов"
"TID_NEWS_CW_BD_GIFTS_TITLE","Подарки клана!"
"TID_ATTACK_SPEED","Скорость атаки: <number>"
"TID_SUMMON_SPEED","Скорость высадки войск: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Выпускай войска!"
"TID_WAITING_FOR_ENEMY","Ждем противника"
"TID_DEFENCE_TROOP_COUNT","Обороняющиеся войска: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Длительность ускорения: <number>"
"TID_DIAMOND_BUNDLE_RED","(Геройский набор)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• Кристаллы: <gems>.\n• Статуя могучего героя.\n• Обои (RED) с королем варваров.\n\n100 % выручки пойдет на борьбу (RED) со СПИДом."
"TID_BUILDING_CLOCK_TOWER","Часовая башня"
"TID_CLOCK_TOWER_BOOST_TIME","Длительность ускорения: <number> сек."
"TID_ARMY_CAMP_VILLAGE2","Лагерь <num>"
"TID_BUILDING_DOUBLE_CANNON","Двойная пушка"
"TID_BUTTON_CHANGE_VILLAGE","В плавание"
"TID_BUILDING_MULTI_MORTAR","Мультимортира"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Старая статуя варвара"
"TID_BUILDING_TELESCOPE","Обсерватория"
"TID_UNIT_COUNT","Воины:"
"TID_TRAINING_TIME2","Время тренировки:"
"TID_FILL_ARMY_CAMPS","Наполнить военные лагеря"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Атаковать не удалось, атака использована!"
"TID_ATTACK","Атаковать"
"TID_LOOT_AVAILABLE","Доступная добыча:"
"TID_LOOT_RECEIVED","Получена добыча:"
"TID_FIND_MATCH_HEADER","Подобрать противника?"
"TID_HOUSING_VILLAGE2","Кол-во в лагере:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Особая способность откроется на <number>-м уровне!"
"TID_UPGRADE_INFO_START","Увеличивает"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> и"
"TID_UPGRADE_INFO_HP","<old> здоровье (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> урон в секунду (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> скорость атаки (на <num> сек.)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> количество призываемых существ (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> количество воинов в военном лагере (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> скорость появления (<name> +20 %)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Открывает особую способность (<name>)."
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Улучшает способность (<name>)."
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> скорость высадки войск (<name> +15 %)"
"TID_NEXT_LEVEL","Следующий уровень"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Требуется обсерватория <number>-го уровня"
"TID_ABILITY","Особая способность:"
"TID_BARB2_ABILITY_NAME","ярость"
"TID_BARB2_ABILITY_HELP","Увеличивает скорость и урон на первые <num> сек."
"TID_ARCHER2_ABILITY_NAME","мантия"
"TID_ARCHER2_ABILITY_HELP","Невидимость для защитных сооружений на первые <num> сек."
"TID_GIANT_ABILITY_NAME","могучий удар"
"TID_GIANT_ABILITY_HELP","Первая атака наносит <num> % урона."
"TID_CANNON_ABILITY_NAME","последний рубеж"
"TID_CANNON_ABILITY_HELP","Пушка продолжает стрелять после уничтожения повозки и получает дополнительное здоровье (<num2> ед.)."
"TID_PEKKA2_ABILITY_NAME","мегаатака"
"TID_PEKKA2_ABILITY_HELP","При уничтожении взрывается и наносит урон (<num>)."
"TID_BALLOON2_ABILITY_NAME","взрыв скелета"
"TID_BALLOON2_ABILITY_HELP","При уничтожении наносит урон (<num2>) и выпускает скелетов (<num>)."
"TID_GARG2_ABILITY_NAME","дальний выстрел"
"TID_GARG2_ABILITY_HELP","Первые атаки (<num>) начинаются с дальней дистанции."
"TID_BOMBER_ABILITY","большая бомба"
"TID_BOMBER_ABILITY_HELP","Первая брошенная бомба наносит <num3> % урона."
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Собирайте ресурсы, обучайте войска, исследуйте и стройте в <multiplier> р. быстрее в течение <time>"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Ускорить деревню?"
"TID_POPUP_BOOST_VILLAGE","Собирайте ресурсы, обучайте войска, исследуйте и стройте в <multiplier> р. быстрее в течение <time>\n\nМожно использовать бесплатно раз в <cooldown>"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Бесплатное ускорение!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Ускорить!"
"TID_BUTTON_CLOCK_TOWER_BOOST","Бесплатное ускорение!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Продлевает действие ускорения на <time>"
"TID_CLOCK_TOWER_INFO","Часовая башня ускоряет все, что происходит в вашей деревне! Собирайте ресурсы, обучайте воинов, исследуйте и стройте быстрее."
"TID_BOOST","Ускорить"
"TID_BUILD_TRAINING_GROUNDS","Сначала постройте военный лагерь"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Сначала уберите имеющихся воинов"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Дальнее действие"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Быстрая атака"
"TID_BUTTON_ATTACK_MODE_BURST","Очередь"
"TID_BUTTON_ATTACK_MODE_NORMAL","Обычная"
"TID_RESOURCE_MAX","Макс.:"
"TID_RESOURCE_PRODUCTION","В час производится:"
"TID_RESOURCE_IN_TREASURY","В сокровищнице:"
"TID_FIND_NEW_MATCH","Подобрать противника"
"TID_BUTTON_FIND_NOW","Найти!"
"TID_TIME_LEFT","Осталось времени:"
"TID_YOUR_ATTACK","Ваша атака:"
"TID_WAITING_FOR_ATTACK","Противник атакует!"
"TID_DOUBLE_CANNON_INFO","Двойные пушки, стреляющие двойными снарядами, — в четыре раза больше урона!"
"TID_BUILDING_GUARD_POST","Караульная"
"TID_GUARD_POST_INFO","Место размещения воинов, участвующих в обороне! Эти бузотеры точно помотают нервы врагу."
"TID_BUILDING_MEGA_TESLA","Мегатесла"
"TID_MEGA_TESLA_INFO","Чем отличается тесла от мегатеслы? Мощный разряд последней наносит большой урон даже самым сильным воинам!"
"TID_GRASS","Высокая трава"
"TID_DUEL_NOTIFICATION","Начался бой с противником \q<attacker>\q!"
"TID_STONE_PATH","Каменная дорожка"
"TID_REPAIR_BUILDING_TITLE","Починить здание?"
"TID_REPAIR_HERO_TITLE","Восстановить героя?"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","Фейерверки"
"TID_AIR_DEFENSE_SMALL_INFO","Стайки маленьких ракет отгоняют летающих вредителей! В общем, действует почти как электромухобойка, только лучше."
"TID_BUILDING_ARCHER_TOWER2","Башня лучниц"
"TID_ARCHER_TOWER2_INFO","Никто не скроется от стрел лучниц. Башню можно настроить на дальнюю долгую атаку или ближнюю, но быструю!"
"TID_BUILDING_CANNON2","Пушка"
"TID_CANNON2_INFO","Легенда наземной обороны, надежная как скала! Классика, от которой у главного строителя сладко замирает сердце."
"TID_BUILDING_TESLA_TOWER2","Потайная тесла"
"TID_TESLA_TOWER2_INFO","Башня плюс ловушка — потрясающе! Против науки не попрешь: поражает как воздушные, так и наземные цели."
"TID_TUTORIAL_SHIP","Вождь, теперь мы можем восстановить разбившееся у нашего берега судно!"
"TID_TUTORIAL_SHIP_LOAD_SHIP","Вождь, наш корабль готов к плаванию!"
"TID_TUTORIAL_SHIP_READY","Не волнуйся, мы не заблудимся! Я запомню дорогу!"
"TID_TUTORIAL_SHIP_ARRIVE","Земля! Что за странное местечко?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","Нам повезло, вождь! Мы можем построить из этих старых зданий укрытие!"
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Фух! Переночуем здесь. Теперь это наш новый временный дом!"
"TID_TUTORIAL_MEET_NEW_BUILDER","Хр-р-р..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","М?! О, к нам гости! Ура!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Ой! Откуда ты взялся?"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Мой дом! Ты... ты его полностью убрал! За это тебе полагается экскурсия по деревне."
"TID_TUTORIAL_LOOK_LABORATORY","Я главный строитель. Хочешь посмотреть на мое любимое здание? Оно наделяет воинов особыми способностями!"
"TID_TUTORIAL_LOOK_LABORATORY_DO","Конечно, нам нужны войска, чтобы выяснить, кто лучший строитель!"
"TID_TUTORIAL_LOOK_FINISH","Используешь воинов? Вождь, здесь пригодятся твои навыки!"
"TID_TUTORIAL_ATTACK","Невероятно! Если ты можешь сражаться так же хорошо, как убирать, мы отлично сработаемся!"
"TID_TUTORIAL_ATTACK_DONE","О нет, они нас тоже атакуют?!"
"TID_TUTORIAL_ATTACK_DONE2","Вот как мы решаем все вопросы! Лучшая атака — и приз твой. Никакого воровства, это грубо."
"TID_TUTORIAL_ATTACK_DONE3","Вождь, наша атака была лучшей! А в награду мы получаем добычу!"
"TID_TUTORIAL_WORKER_MENU","Ура! У меня столько идей, я столько хочу построить. Смотри, вот мой список!"
"TID_TUTORIAL_WORKER_MENU2","Я всегда записываю сюда свои идеи. Но ты здорово знаешь свое дело, так что выбирать тебе!"
"TID_TUTORIAL_WORKER_MENU3","Отлично! Мы теперь команда! Может, я как-нибудь зайду к тебе и... Хр-р-р..."
"TID_TUTORIAL_WORKER_MENU4","Вождь, кажется, у нас море работы. И присматривать за нашей деревней тоже нужно."
"TID_WARMACHINE","Боевая машина"
"TID_WAITING_FOR_DUEL_NOTIFICATION","Игрок готов к бою с противником!"
"TID_UPGRADE_UNITS2","Улучшить воинов"
"TID_RESEARCH2_TITLE","Улучшить привилегии:"
"TID_RESERARCH2_SWIPE","Сдвигайте влево/вправо, чтобы увидеть больше улучшений"
"TID_VILLAGE2_PVP_LOOT","Победы"
"TID_BUTTON_START_MATCHMAKE","Найти!"
"TID_START_MATCHMAKE_HINT","Атакуйте и защищайтесь! Выиграйте бой с противником и получите бонусную добычу!"
"TID_SEARCHING","Поиск..."
"TID_NEWVILLAGE_LOG_INFO","Ждем, когда противник закончит атаку. У кого лучшая атака, тот и победит!"
"TID_BALLOON_CARRIER","Скелетоносец"
"TID_SUPER_CHARGED_PEKKA","СуперП.Е.К.К.А."
"TID_IRONFIST_GIANT","Гигант-боксер"
"TID_TOXIC_MINION","Радиоактивный миньон"
"TID_SNEAKY_ARCHER","Коварная лучница"
"TID_RAGED_BARBARIAN","Яростный варвар"
"TID_MOVING_CANNON","Повозка с пушкой"
"TID_BOMBER","Подрывник"
"TID_RESEARCH2_ABILITY_TITLE","Особая способность:"
"TID_BUILDING_CRUSHER","Дробильщик"
"TID_BUILDING_CRUSHER_INFO","Дробильщик очень ценит личное пространство. Эта неуклюжая глыба больше всего любит молотить наземных воинов тяжелым молотом!"
"TID_ADVANCED_TRAP","Мина"
"TID_ADVANCED_TRAP_INFO","Приготовьте сюрприз для наступающих войск, чтобы они не подбирались слишком близко. Выберите противовоздушную или наземную мину."
"TID_INFO_BALLOON_CARRIER","В корзине этого воздушного шара нет бомбы, зато она до краев забита костями! Скелетный десант высаживается рядом с врагом!"
"TID_YOUR_RESULT","Ваша атака:"
"TID_PUSHER","Подбрасывающая ловушка"
"TID_PUSHER_INFO","Подбрасывайте наземных воинов в любом выбранном направлении! Вжух!"
"TID_CHARACTER_INFO_BOMBER","Подрывников привлекают разрушения и качественная взрывчатка, поэтому они взрывают все на своем пути, попутно нанося дополнительный урон стенам!"
"TID_CHARACTER_INFO_MOVING_CANNON","Пушка на колесах?! Спорим, этого никто не ожидал! Мощнейшая военная машина, вот только не очень крепкая."
