"TID","FA"
"TID_BUTTON_TRAIN_PRESETS","آموزش سریع"
"TID_CHALLENGE_WAS_ACCEPTED","مبارزه‌طلبی دوستانه پذیرفته شد!"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","برای مشاهده اینکه دوستتان چه کاری می‌کند، یک بازپخش زنده را تماشا می‌کنید؟"
"TID_CLANS_SELECTOR_BOOKMARKS","نشانک‌ها"
"TID_CLANS_SELECTOR_SEARCH","جستجو"
"TID_ALLIANCE_TAB_CLANS","قبایل"
"TID_BUTTON_CLAN_WAR_MATCHED_START","مبارزه طلبی"
"TID_ARRANGED_WAR_START_BUTTON","ارسال مبارزه‌طلبی"
"TID_PREPARATION_DAY_DURATION","دوره آماده‌سازی"
"TID_WAR_DAY_DURATION","دوره نبرد"
"TID_WAR_SIZE_TEXT","اندازه:"
"TID_PREPARE_DURATION","آماده‌سازی:"
"TID_WAR_DURATION","نبرد:"
"TID_ARRANGED_WAR_REQUEST_SENT","درخواست جنگ ارسال شد"
"TID_SENT_WAR_REQUEST_TO","مبارزه‌طلبی جنگ به <clan> ارسال شد!"
"TID_RECEIVED_WAR_REQUEST_FROM","مبارزه‌طلبی جنگ از <clan>!"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","پذیرفته شده توسط <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED","رد شده توسط <name>"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","لغو شده توسط <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","مبارزه‌طلبی رد شد"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","سازه های نظامی"
"TID_TRAINING_SCREEN_TAB_TROOPS","آموزش نیروها"
"TID_TRAINING_SCREEN_TAB_SPELLS","ساخت طلسم"
"TID_TRAINING_SCREEN_TAB_PRESETS","آموزش سریع"
"TID_TRAINING_SCREEN_BARRACKS","پادگان"
"TID_TRAINING_SCREEN_DARK_BARRACKS","پادگان سیاه"
"TID_TRAINING_SCREEN_SPELLS","کارخانه طلسم"
"TID_TRAINING_SCREEN_DARK_SPELLS","کارخانه طلسم سیاه"
"TID_TRAINING_SCREEN_TIME_LEFT","زمان باقیمانده:"
"TID_TRAINING_SCREEN_CAPACITY","گنجایش:"
"TID_OVERVIEW_TROOPS_TITLE","نیروها"
"TID_OVERVIEW_HEROES_TITLE","قهرمان‌ها"
"TID_TRAINING_SCREEN_ELIXIR","اکسیر:"
"TID_TRAINING_SCREEN_DARK_ELIXIR","اکسیر سیاه:"
"TID_TRAINING_BUTTON_BOOST","تسریع"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","انتظار برای پذیرفتن توسط حریف"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","می‌توانید یک مبارزه‌طلبی دیگر را پس از <time> ارسال کنید"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","مبارزه‌طلبی لغو شود؟"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","آیا مطمئنید می‌خواهید مبارزه‌طلبی جنگ دوستانه را لغو کنید؟"
"TID_ADD_FRIENDS_INFO_REQUESTS","دوستان قبیله را از نمایه بازیکن آنها اضافه کنید. دوستان مرکز بازی و Facebook زمانی که وارد سیستم شوید، به طور خودکار نشان داده می‌شوند."
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","دوستان قبیله را از نمایه بازیکن آنها اضافه کنید. دوستان Facebook زمانی که وارد سیستم شوید، به طور خودکار نشان داده می‌شوند."
"TID_OVERVIEW_TRAIN_PREVIOUS","آموزش"
"TID_BUTTON_TRAIN_PRESET","آموزش"
"TID_BUTTON_EDIT_PRESET","ویرایش"
"TID_BUTTON_CREATE_PRESET","ایجاد"
"TID_BUTTON_CANCEL_PRESET","لغو"
"TID_BUTTON_SAVE_PRESET","ذخیره"
"TID_PRESET_RESOURCES","هزینه"
"TID_PRESET_TIME","زمان"
"TID_TRAINING_SPELLS_INFO","طلسم‌ها در تالار شهر سطح ۵ در دسترس مي شوند"
"TID_TRAINING_SPELLS_INFO_BUILD","برای قفل‌گشایی طلسم‌ها، کارخانه طلسم بسازید!"
"TID_SEARCH_TAB_BOOKMARKS","نشانک‌ها"
"TID_TRAINING_RESOURCES","منابع"
"TID_ADD_FRIEND_ERROR_GENERIC","نتوانستیم دعوت به دوستی ارسال کنیم. لطفاً بعداً دوباره امتحان کنید."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","بازیکنی که سعی کردید اضافه کنید، وجود ندارد."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","درخواست‌های دوستی بسیاری ارسال کرده‌اید. یکی را حذف کنید و دوباره امتحان کنید."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","دوست شما درخواست‌های معلق بسیاری دارد. لطفاً بعداً دوباره امتحان کنید."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","نمی‌توانید خودتان را به عنوان دوست دعوت کنید!"
"TID_ADVANCED_SEARCH_BUTTON_MORE","فیلترها"
"TID_ADVANCED_SEARCH_BUTTON_LESS","مخفی کردن فیلترها"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","جنگ‌های دوستانه"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","به سایر قبیله‌ها اجازه می‌دهید تا مبارزه‌طلبی‌های جنگ دوستانه برای شما ارسال کنند؟"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","به سایر بازیکنان اجازه دهید تا نتایج نبردهای شما را در نمایه قبیله‌تان مشاهده کنند"
"TID_DECORATION_BK_STATUE","مجسمه عظیم قهرمان"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","به دلیل اقدامات انضباطی، حساب قبیله و بازی شما به طور موقت از جنگ‌های قبیله معلق شده است."
"TID_BUTTON_SELECT","شروع!"
"TID_PRESET_UNLOCK_INFO","آموزش سریع در تالار شهر سطح <number> قفل‌گشایی می‌شود!"
"TID_CREATE_PRESET_INFO","نیروها و طلسم‌ها را اضافه کنید، سپس ارتش را ذخیره کنید"
"TID_PRESET_INFO","طرح‌های ارتش را برای آموزش آسان ایجاد کنید!"
"TID_PREVIOUS_ARMY_INFO","موارد قبلی را پس از انجام یک حمله آموزش دهید!"
"TID_BUILDING_CONSTRUCTION_PREVENTS","زمانی که ساخت تمام شود، در دسترس قرار می‌گیرد!"
"TID_TITLE_RENAME_PRESET","تغییر نام ارتش"
"TID_PREVIOUS_ARMY","ارتش قبلی"
"TID_ARMY_SLOT_DEFAULT_NAME","ارتش <num>"
"TID_DIAMOND_BUNDLE_BUILDER","بسته سازنده"
"TID_DIAMOND_BUNDLE_TH4","بسته تالار شهر سطح ۴"
"TID_DIAMOND_BUNDLE_TH5","بسته تالار شهر سطح ۵"
"TID_DIAMOND_BUNDLE_TH6","بسته تالار شهر سطح ۶"
"TID_DIAMOND_BUNDLE_TH7","بسته تالار شهر سطح ۷"
"TID_DIAMOND_BUNDLE_TH8","بسته تالار شهر سطح ۸"
"TID_DIAMOND_BUNDLE_TH9","بسته تالار شهر سطح ۹"
"TID_DIAMOND_BUNDLE_TH10","بسته تالار شهر سطح ۱۰"
"TID_DIAMOND_BUNDLE_TH11","بسته تالار شهر سطح ۱۱"
"TID_VILLAGE_OBJECT_SHIP","قایق"
"TID_CLAN_IS_ALREADY_IN_WAR","قبیله در یک جنگ است"
"TID_CLAN_HAS_REQUEST_ALREADY","قبیله یک مبارزه‌طلبی جنگ دوستانه معلق دارد"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","قبیله اعضای کافی ندارد"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","قبیله شما در جنگ است"
"TID_OFFER_PURCHASE_PENDING","در حال خرید..."
"TID_OFFER_PURCHASE_PENDING_ERROR","خرید شما پردازش شده است."
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","برای پذیرفتن مبارزه‌طلبی جنگ دوستانه، به خانه بازگردید!"
"TID_BUILDING_BOMB_TOWER","برج بمب"
"TID_BUILDING_BOMB_TOWER_INFO","برج‌های بمب، نیروهای نزدیک را بمباران می‌کنند و زمانی که تخریب شوند با یک انفجار بزرگ منفجر می‌شوند! نیروهای ستیزه‌گر نزدیک، پاکسازی می‌شوند!"
"TID_DIAMOND_BUNDLE_HERO","قهرمان"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","باقی ماند"
"TID_FRIENDLY_WAR","جنگ دوستانه"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","آخرین ارتشی که در نبرد استفاده کردید را سریع آموزش دهید!"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","می‌توانید نیروهای اضافی را آموزش دهید و تا زمانی که ارتشتان فضای خالی داشته باشد، آنها را اینجا رها کنید.\n\nتوجه: اگر یک سربازخانه در دست ساخت است، نیروهای شما کندتر آموزش خواهند دید."
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","می‌توانید طلسم‌های اضافی را بسازید و تا زمانی که ارتشتان فضای خالی داشته باشد، آنها را اینجا رها کنید."
"TID_DIAMOND_BUNDLE_BUILDER_INFO","این بسته سازنده شامل <gems> جواهر و یک سازنده رایگان است!"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems> جواهر\n• <res0> طلا\n• دفاع هوایی سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems> جواهر\n• <res0> طلا\n• برج جادوگر سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems> جواهر\n• <res0> طلا\n• جاروی هوایی سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems> جواهر\n• قهرمان پادشاه بربرها\n• تسلای مخفی سطح ۳\n\nبدون نیاز به صرف زمان برای ساخت!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد! آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems> جواهر\n• <res0> طلا\n• برج بمب سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> جواهر\n• قهرمان ملکه کماندار\n• کمان ایکس سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> جواهر\n• <res0> طلا\n• برج جهنمی سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> جواهر\n• قهرمان رئیس بزرگ\n• توپخانه عقاب سطح ۱\n\nبدون نیاز به صرف زمان برای ساخت!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد! آن را از دست ندهید!"
"TID_OVERQUEUE_HELPER_TROOPS","این واحدها زمانی به ارتش شما می‌پیوندد که فضای خالی وجود داشته باشد!"
"TID_OVERQUEUE_HELPER_SPELLS","این طلسم‌ها زمانی به ارتش شما منتقل می‌شوند که فضای خالی وجود داشته باشد!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","آیا می‌خواهید مبارزه‌طلبی جنگ دوستانه را لغو کنید؟"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","مبارزه‌طلبی لغو شود؟"
"TID_CANCEL_FRIENDLY_WAR_TEXT","آیا می‌خواهید مبارزه‌طلبی جنگ دوستانه را رد کنید؟ مبارزه‌طلبی‌های جدید از این قبیله برای مدتی مسدود خواهند شد."
"TID_CANCEL_FRIENDLY_WAR_HEADER","مبارزه‌طلبی رد شود؟"
"TID_SHOP_PURCHASED","خریداری شد"
"TID_ARRANGED_WAR_EDIT_MEMBERS","شرکت‌کنندگان جنگ دوستانه را انتخاب کنید"
"TID_VALUE_STICKER_CONTENT","به ارزش <value>برابر"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","بسته برج بمب"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> جواهر\n• <res0> طلا\n• برج بمب سطح ۲\n\nبدون نیاز به صرف زمان برای ساخت، و بدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_UNPLACED_BUILDINGS","ساختمان‌های مستقر نشده"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","پاداش جنگ‌های دوستانه، غنیمت یا تجربه قبیله نیست"
"TID_ARRANGED_WAR_SIZE","اندازه جنگ دوستانه: <num> در مقابل <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","شرکت‌کنندگان جنگ دوستانه"
"TID_DIAMOND_PACK_6","یک جیب پر از جواهر"
"TID_TOWNHALL_LEVEL","تالار شهر <level>"
"TID_RES_PACK","بسته منابع"
"TID_RES_PACK_INFO","• <gems> جواهر\n• <res0> طلا\n• <res1> اکسیر\n\nبدون محدودیت ذخیره‌سازی!\n\nبرای مدت محدود، روی منابع، تخفیف بزرگی دریافت کنید!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","دفاع جدید: برج بمب!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• دشمن‌های زمین بمب‌گذاری‌شده با بمب‌های کوچک و با برد کوتاه!\n• برج‌های بمب زمانی که تخریب شوند، منفجر می‌شوند و نیروهای ستیزه‌گر نزدیک را تنبیه می‌کنند!\n• برج بمب در تالار شهر سطح ۸ در دسترس است"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","ارتقاهای جدید"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","تالار شهر ۱۱\n• اژدها سطح ۶\n• بچه اژدها سطح ۵\n• کمان ایکس سطح ۵\n• خمپاره‌انداز سطح ۱۰\n• تسلای مخفی سطح ۹\n• ۲۵ تکه دیوار اضافی\n\nتالار شهر ۱۰\n• جادوگر سطح ۷\n• بچه اژدها سطح ۴ اکنون قفل‌گشایی شد\n\nتالار شهر ۹\n• جادوگر سطح ۶ اکنون قفل‌گشایی شد"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","سایر به‌روزرسانی‌ها"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• جنگ‌های دوستانه: به مبارزه طلبیدن سایر قبایل برای جنگ‌های سفارشی\n• افزودن دوستان قبیله از نمایه‌های بازیکن\n• پاداش غنیمت جنگ‌های قبیله و قوانین تجربه قبیله به‌روزرسانی شد\n• زمان و هزینه برای بسیاری از سطوح ارتقا کاهش یافت\n• بسیاری از تغییرات ترازبندی‌ها از ساحره‌ها گرفته تا جادوگران!\n• زبان‌های جدید در قسمت تنظیمات: اندونزیایی و مالایی\n\nبرای کسب اطلاعات بیشتر، به یادداشت‌های كامل مربوط به انتشار به‌روزرسانی‌ها مراجعه کنید!"
"TID_BUNDLE_TOWN_HALL","بسته مقدماتی تالار شهر"
"TID_BUNDLE_RESOURCE","بسته منابع"
"TID_BUNDLE_UPDATE","به‌روزرسانی بسته خاص"
"TID_OFFER_HAS_EXPIRED","پیشنهاد منقضی شده است"
"TID_GOOD_VALUE","مقدار زیاد!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> جواهر دریافت شد!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> جواهر\n• <res0> طلا\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> جواهر\n• <res0> طلا\n• <res1> اکسیر سیاه\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> جواهر\n• <res0> اکسیر\n• <res1> اکسیر سیاه\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> جواهر\n• <res0> طلا\n• <res1> اکسیر\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","نوسازی آموزش نظامی"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","با قابلیت آموزش سریع، آموزش نظامی را به کاری ساده و کارآمد تبدیل کرده‌ایم! ویدئوی کوتاه معرفی سیستم جدید را ببینید!"
"TID_RED_NEWS_BUY","فروشگاه"
"TID_OFFER_NOT_AVAILABLE","پیشنهاد در این لحظه در دسترس نیست"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","شما دوستان بسیار زیادی دارید. اگر می‌خواهید افراد جدیدی اضافه کنید، یکی را حذف کنید."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","دوست شما دوستان بسیاری دارد. لطفاً بعداً دوباره امتحان کنید."
"TID_BOOMBOX_NEWS","اخبار"
"TID_BOOMBOX_FOR_YOU","برای شما"
"TID_TAB_EVENTS","رویدادها"
"TID_BOOMBOX_EVENTS","رویدادها"
"TID_TUTORIAL_SETTINGS_HELP","به کمک احتیاج دارید، رئیس؟"
"TID_ITEMS_LEFT","<number> باقی ماند"
"TID_BUTTON_GET_GIFT","مطالبه هدایا"
"TID_GIFT_CLAIM_FAIL_SERVER","مطالبه هدیه انجام نشد. لطفاً بعداً دوباره امتحان کنید."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","امکان مطالبه هدیه وجود ندارد، شما عضو قبیله نیستید!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","امکان مطالبه هدیه وجود ندارد، شما اخیراً قبیله خود را عوض کرده‌اید! لطفاً بعداً دوباره امتحان کنید."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","امکان مطالبه هدیه وجود ندارد، شما اخیراً قبیله خود را عوض کرده‌اید! لطفاً پس از <time> دوباره امتحان کنید."
"TID_DIAMOND_GIFT_RECEIVED","شما <number> جواهر از هدیه قبیله دریافت کرده‌اید!"
"TID_DIAMONDS_GIFT_RECEIVED","شما یک جواهر از هدیه قبیله دریافت کرده‌اید!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> جواهر\n• <res0> اکسیر سیاه\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> جواهرات\n• <res0> اکسیر\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد به ارزش <cffec78><value>X</c> فقط یک بار اتفاق می‌افتد؛ آن را از دست ندهید!"
"TID_BLACK_FRIDAY_PACK","بسته جمعه سیاه"
"TID_XMAS_PACK","بسته فوق‌العاده تعطیلات"
"TID_XMAS_PACK_INFO","• <gems> جواهرات\n• <c80d8e8>هدایای قبیله:</c>\n<giftgems> جواهر برای هر نفر\n\nشامل هدایایی برای حداکثر <giftmates> هم قبیله‌ای می‌شود!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","از <unit>‌ها استفاده کنید"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","چالش رویداد: نبرد چندنفره را ببرید!\n<cffec78>• باید از <usecount><unit>ها استفاده کنید</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","رویداد چالش: نبردهای چند نفره را ببرید!\n<cffec78>• باید از 1 <unit></c> استفاده کنید"
"TID_GIFT_DIAMOND_PACK_2","کیسه جواهرات و هدایا"
"TID_GIFT_DIAMOND_PACK_3","ساک جواهرات و هدایا"
"TID_GIFT_DIAMOND_PACK_4","جعبه جواهرات و هدایا"
"TID_GIFT_DIAMOND_PACK_5","صندوق جواهرات و هدایا"
"TID_YOU_GOT_REWARD","شما دریافت کردید:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","لطفاً پیش از ارسال یک گزارش دیگر صبر کنید"
"TID_ONGOING_EVENTS","رویدادهای امروز"
"TID_EVENT_ARMY_BOOST","تسریع آموزش با 1 جواهر"
"TID_EVENT_TIME_LEFT","زمان باقیمانده:"
"TID_EVENT_ARMY_BOOST_INFO","نیروها را 4 برابر سریع‌تر آموزش دهید!\n\nآموزش نیروها را تنها با 1 جواهر تسریع کنید."
"TID_ACHIEVEMENTS_PROGRESS","پیشرفت"
"TID_OPEN_TRAIN_TROOPS","آموزش"
"TID_EVENT_COLLECTOR_BOOST","تسریع جمع‌کننده با 1 جواهر"
"TID_COLLECTOR_BOOST_INFO","تولید منابع خود را دو برابر کنید!\n\nهریک از جمع‌کننده‌های منابع خود را،تنها با 1 جواهر تسریع کنید."
"TID_EVENT_CW_TITLE","2 برابر Clan XP"
"TID_EVENT_CW_INFO","ارتقاء سطح قبیله با دو برابر سرعت!\n\nجنگ‌های قبیله ای انجام شده در طول این رویداد دوبرابر Clan XP دریافت میکنند."
"TID_EVENT_CHRISTMAS","رویداد تعطیلات"
"TID_EVENT_STAR_BONUS","<starbonus>برابر پاداش ستاره"
"TID_EVENT_STAR_BONUS_INFO","خزانه خود را سریع‌تر پر کنید!\n\nجایزه پاداش ستاره <starbonus>برابر غنیمت در طول این رویداد."
"TID_EVENT_CHRISTMAS_SPELL","ویژه کلش کریسمس: سورپرایز بابانوئل"
"TID_EVENT_CHRISTMAS_SPELL_INFO","نابودی کامل را به دشمنانتان هدیه کنید!\n\nبا سوپرایز بابانوئل می‌توانید برای مدت محدود طلسم بسازید."
"TID_OPEN_TRAIN_SPELLS","طلسم‌سازی"
"TID_EVENT_CHRISTMAS_TRAP","ویژه کلش کریسمس: تله منجمد"
"TID_EVENT_CHRISTMAS_TRAP_INFO","مهاجمین را در مسیرشان متوقف کنید!\n\nتله‌های منجمد اینجا هستند، اما در پایان رویداد آب خواهند شد."
"TID_OPEN_SHOP_TRAPS","ساختن"
"TID_EVENT_CHRISTMAS_UNIT","ویژه کلش کریسمس: جادوگر یخی"
"TID_EVENT_CHRISTMAS_UNIT_INFO","با این نیروهای افسانه‌ای دشمنان خود را متوقف کنید!\n\nجاودگرهای یخی اینجا هستند تا برای زمان محدودی آموزش بدهند!"
"TID_UPCOMING_EVENTS","رویدادهای پیش‌رو"
"TID_GIFT_AVAILABLE_STREAM_TEXT","یک هم قبیله‌ای هدایایی فرستاده lست!"
"TID_TRAP_FREEZE","تله منجمد"
"TID_TRAP_FREEZE_INFO","مهاجمین را با یک سرمای استخوان‌سوز در مسیرشان متوقف می‌کند.\n\nتنها برای زمان محدودی قابل استفاده است"
"TID_EVENT_TIME_UNTIL_START","شروع در:"
"TID_EVENT_UPCOMING_TIME","<number> روز"
"TID_EVENT_ARMYSPELL_BOOST","تسریع ارتش با 1 جواهر"
"TID_EVENT_ARMYSPELL_BOOST_INFO","4 برابر سریع‌تر ارتش کامل بسازید!\nاین موارد را تنها با 1 جواهر تسریع کنید:\n• قهرمانان\n• آموزش نیروها\n• ساخت طلسم"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> جواهر\n• <res0> طلا\n• <res1> اکسیر\n• <res2> اکسیر سیاه\n\nاز محدوده ذخیره بیشتر می‌شود!\n\n<cffec78>بهترین</c> پیشنهاد یک باره ما - آن را از دست ندهید!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","شما تا حداکثر مقدار این ساختمان‌ها را ارتقاء داده‌اید!"
"TID_UPGRADE_COUNT_LIMITED","می‌توانید <num> ساختمان بیشتر از این دست را ارتقاء دهید"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>نمی‌توانید تعداد بیشتری از این ساختمان‌ها را ارتقاء دهید</c>"
"TID_WIZARD2","جادوگر یخی"
"TID_CHARACTER_INFO_WIZARD2","جاودگر افسانه‌ای با پرتاب تکه یخ‌های ویران‌کننده سرعت نیروهای دفاعی دشمن را کم می‌کند!\n\nفقط برای زمان محدودی در دسترس است."
"TID_WATCH","تماشای ویدیو"
"TID_EVENT_SPELL_BOOST","تسریع طلسم‌سازی با 1 جواهر"
"TID_EVENT_SPELL_BOOST_INFO","طلسم‌ها را 4 برابر سریع‌تر بسازید!\n\nطلسم‌سازی را تنها با 1 جواهر تسریع کنید."
"TID_EVENT_TROOP","<troop> رویداد"
"TID_EVENT_TROOP_INFO","<troop>ها را با تخفیف آموزش دهید و چالش رویداد را تکمیل کنید!"
"TID_EVENT_SPELL","<troop> رویداد"
"TID_EVENT_SPELL_INFO","<troop>ها را با تخفیف بسازید!"
"TID_REDUCE_COST","تخفیف هزینه:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","رویداد کامل شد!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","رئیس، یک رویداد نیرو شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","رئیس، یک رویداد طلسم شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","رئیس، یک رویداد تسریع آموزش با 1 جواهر شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","رئیس، یک رویداد تسریع طلسم‌سازی با 1 جواهر شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","رئیس، یک رویداد تسریع ارتش با 1 جواهر شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","رئیس، یک رویداد تسریع جمع‌کننده با 1 جواهر شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","رئیس، یک رویداد پاداش ستاره شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","رئیس، یک رویداد Clan XP شروع شده است!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","رئیس، یک نیروی ویژه برای مدتی محدود اینجاست!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","رئیس، یک طلسم ویژه برای مدتی محدود اینجاست!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","رئیس، یک تله ویژه برای مدتی محدود اینجاست!"
