"TID","JP"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","その他のアップデート"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• フレンド対戦： 他のクランにチャレンジを送ってカスタム対戦\n• プレイヤープロフィールからクラッシュ・フレンドに追加\n• クラン対戦の戦利品ボーナスとクランXPのルールを変更\n• 多くのレベルアップグレードに際して、必要な時間とコストを低減\n• ネクロマンサーからウィザードに至るまで、数多くのバランス調整を実施！\n• 設定に新しい言語を追加： インドネシア語およびマレー語\n\n詳しくは、アップデートのリリースノートをご覧ください！"
"TID_BUNDLE_TOWN_HALL","タウンホールスターターパック"
"TID_BUNDLE_RESOURCE","資源パック"
"TID_BUNDLE_UPDATE","アップデートスペシャルパック"
"TID_OFFER_HAS_EXPIRED","セール終了"
"TID_GOOD_VALUE","超お得！"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount>個のエメラルドを受け取りました！</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems>エメラルド\n• <res0>ゴールド\n\n収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems>エメラルド\n• <res0>ゴールド\n• <res1>ダークエリクサー\n\n収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems>エメラルド\n• <res0>エリクサー\n• <res1>ダークエリクサー\n\n収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems>エメラルド\n• <res0>ゴールド\n• <res1>エリクサー\n\n収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のスターターパックは、1度きりの限定提供となります！"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","訓練を刷新"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","ユニットの訓練をライン化し、「高速訓練」でストレスのない訓練を実現しました！ 新しい訓練システムについては、短いビデオをご覧ください！"
"TID_RED_NEWS_BUY","ショップ"
"TID_OFFER_NOT_AVAILABLE","現在利用できるオファーはありません。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","フレンドが多すぎます。新しいフレンドを登録するには今いるフレンドを1人削除してください。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","あなたのフレンドが登録しているフレンドが多すぎます。あとでまたお試しください。"
"TID_BOOMBOX_NEWS","新着"
"TID_BOOMBOX_FOR_YOU","あなた宛て"
"TID_TAB_EVENTS","イベント"
"TID_BOOMBOX_EVENTS","イベント"
"TID_TUTORIAL_SETTINGS_HELP","チーフ、何かお困りですか？"
"TID_ITEMS_LEFT","残り <number>"
"TID_BUTTON_GET_GIFT","ギフト受け取り"
"TID_GIFT_CLAIM_FAIL_SERVER","ギフトを受け取れませんでした。しばらく待ってから再度お試しください。"
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","クランメンバーではないため、ギフトを受け取れません！"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","最近クランを変更したため、ギフトを受け取れません！ またのちほどお試しください。"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","最近クランを変更したため、ギフトを受け取れません！ <time>時間後にまたお試しください。"
"TID_DIAMOND_GIFT_RECEIVED","クランギフトとしてエメラルドを<number>個、受け取りました！"
"TID_DIAMONDS_GIFT_RECEIVED","クランギフトとしてエメラルドを1個、受け取りました！"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems>エメラルド\n• <res0>ダークエリクサー\n\n収容量制限なし！\n\nこの<cffec78><value>xバリュー</c>のセットは、1度きりの限定提供となります！"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems>エメラルド\n• <res0>エリクサー\n\n収容量制限なし！\n\nこの <cffec78><value>xバリュー</c>のセットは、1度きりの限定提供となります！"
"TID_BLACK_FRIDAY_PACK","ブラックフライデーパック"
"TID_XMAS_PACK","ホリデースーパーパック"
"TID_XMAS_PACK_INFO","• <gems>エメラルド\n• <c80d8e8>クランギフト：</c>\n各<giftgems>エメラルド\n\n最大<giftmates>人のクランメンバー向けのギフトを含みます！"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","<unit>個使う"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","イベントチャレンジ： マルチプレイ戦闘で勝利しましょう！\n<cffec78>• <usecount><unit>を使う必要があります</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","イベントチャレンジ： マルチプレイ戦闘で勝利しましょう！\n<cffec78>• 1<unit>を使用する必要があります</c>"
"TID_GIFT_DIAMOND_PACK_2","エメラルドの小袋とギフト"
"TID_GIFT_DIAMOND_PACK_3","エメラルドの大袋とギフト"
"TID_GIFT_DIAMOND_PACK_4","エメラルドの箱とギフト"
"TID_GIFT_DIAMOND_PACK_5","エメラルドの宝箱とギフト"
"TID_YOU_GOT_REWARD","戦利品："
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","次のレポートを送る前に、少し時間をあけてください"
"TID_ONGOING_EVENTS","本日のイベント"
"TID_EVENT_ARMY_BOOST","1エメラルド訓練ブースト"
"TID_EVENT_TIME_LEFT","残り時間："
"TID_EVENT_ARMY_BOOST_INFO","ユニットを4倍速で訓練しましょう！\n\nわずかエメラルド1個で、ユニットの訓練をブーストできます。"
"TID_ACHIEVEMENTS_PROGRESS","進行状況"
"TID_OPEN_TRAIN_TROOPS","訓練"
"TID_EVENT_COLLECTOR_BOOST","1エメラルド資源ブースト"
"TID_COLLECTOR_BOOST_INFO","資源の生産を2倍にしましょう！\n\nわずかエメラルド1個で、各生産施設の生産量をブーストできます。"
"TID_EVENT_CW_TITLE","クランXPが2倍"
"TID_EVENT_CW_INFO","クランを2倍速でレベルアップしましょう！\n\nこのイベント中に実行されたクラン対戦では、2倍のクランXPを獲得します。"
"TID_EVENT_CHRISTMAS","ホリデーイベント"
"TID_EVENT_STAR_BONUS","<starbonus>x星ボーナス"
"TID_EVENT_STAR_BONUS_INFO","宝庫を早くいっぱいにしましょう！\n\nこのイベント中は、星ボーナス報酬の戦利品が<starbonus>倍になります。"
"TID_EVENT_CHRISTMAS_SPELL","期間限定クリスマスイベント：サンタサプライズ"
"TID_EVENT_CHRISTMAS_SPELL_INFO","敵にでっかいダメージのプレゼントをお見舞いしましょう！\n\n「サンタのとっておき」の生成は期間限定です。"
"TID_OPEN_TRAIN_SPELLS","生成"
"TID_EVENT_CHRISTMAS_TRAP","期間限定クリスマスイベント：フリーズトラップ"
"TID_EVENT_CHRISTMAS_TRAP_INFO","敵の攻撃を阻止しましょう！\n\nフリーズトラップが使用可能ですが、イベントが終わると溶けてなくなってしまいます。"
"TID_OPEN_SHOP_TRAPS","建設"
"TID_EVENT_CHRISTMAS_UNIT","期間限定クリスマスイベント：アイスウィザード"
"TID_EVENT_CHRISTMAS_UNIT_INFO","伝説のユニットで敵の背筋を寒くしましょう！\n\nアイスウィザードの訓練は期間限定です！"
"TID_UPCOMING_EVENTS","今後のイベント"
"TID_GIFT_AVAILABLE_STREAM_TEXT","クランメンバーがギフトを送りました！"
"TID_TRAP_FREEZE","フリーズトラップ"
"TID_TRAP_FREEZE_INFO","敵の攻撃を阻止しましょう。冷徹に！\n\n期間限定で使用可能です"
"TID_EVENT_TIME_UNTIL_START","開始まで："
"TID_EVENT_UPCOMING_TIME","<number>日"
"TID_EVENT_ARMYSPELL_BOOST","1エメラルドユニットブースト"
"TID_EVENT_ARMYSPELL_BOOST_INFO","指定ユニット全員の速度を4倍にします！\n\n以下のユニットを各1エメラルドでブーストしましょう：\n• ヒーロー\n• ユニット訓練\n• 呪文の生成"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems>エメラルド\n• <res0>ゴールド\n• <res1>エリクサー\n• <res2>ダークエリクサー\n\n収容量を超えても大丈夫です！\n\n<cffec78>これまでで最高</c>にして1度きりの限定提供ですので、どうぞお見逃しなく！"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","このタイプの建物は、最大までアップグレード済みです！"
"TID_UPGRADE_COUNT_LIMITED","このタイプの建物は、あと<num>回アップグレードできます"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>このタイプの建物は、これ以上アップグレードできません</c>"
"TID_WIZARD2","アイスウィザード"
"TID_CHARACTER_INFO_WIZARD2","この伝説級のウィザードは、強烈な氷のかけらで敵の防衛設備をスロー状態にします！\n\n限定期間のみ使用可能です。"
"TID_WATCH","動画を視聴"
"TID_EVENT_SPELL_BOOST","1エメラルド生成ブースト"
"TID_EVENT_SPELL_BOOST_INFO","呪文の生成を4倍速にします！\n\nわずかエメラルド1個で、呪文の生成をブーストできます。"
"TID_EVENT_TROOP","<troop> イベント"
"TID_EVENT_TROOP_INFO","<troop>を格安で訓練して、イベントチャレンジをクリアしましょう！"
"TID_EVENT_SPELL","<troop> イベント"
"TID_EVENT_SPELL_INFO","<troop>を格安で生成しましょう！"
"TID_REDUCE_COST","コスト割引："
"TID_EVENT_ACHIEVEMENT_COMPLETE","イベントクリア！"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","チーフ、ユニットイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","チーフ、呪文イベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","チーフ、1エメラルド訓練ブーストイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","チーフ、1エメラルド生成ブーストイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","チーフ、1エメラルドユニットブーストイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","チーフ、1エメラルド資源ブーストイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","チーフ、星ボーナスイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","チーフ、クランXPイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","チーフ、期間限定のスペシャルユニットが登場しました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","チーフ、期間限定のスペシャル呪文が登場しました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","チーフ、期間限定のスペシャルトラップが登場しました！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","チーフ、期間限定の超お買い得なパックが発売中です！"
"TID_GIFT_GIVEN_STREAM_TEXT","クランギフトを送りました！"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","このギフトは受け取り済みです"
"TID_HOLIDAY_PACK","ホリデーパック"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","ホームに戻ってギフトを受け取りましょう！"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","イベントをクリアしました！ エメラルド<gem>個と<xp>XPを獲得しました！"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","クリスマス1日目！"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","クリスマス2日目！"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","クリスマス3日目！"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ クランギフト"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","メリークラッシュマス！"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","スペシャルイベント満載の雪の季節がやってきました！\n\n新しい<c76589b>イベント</c>タブを確認して、思いっきり楽しみましょう！"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","新アップグレード"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","レベル11のタウンホール\n• レベル41～45のバーバリアンキング\n• レベル41～45のアーチャークイーン\n• レベル6ゴーレム\n• レベル7のホグライダー\n• レベル5の「ポイズン」の呪文\n• レベル7のクランの城\n• レベル10のウィザードの塔\n• レベル12の壁（最大50ピース）"
"TID_NEWS_XMAS_2016_MORE_TITLE","その他のアップデート"
"TID_NEWS_XMAS_2016_MORE_TEXT","• タウンホールレベル10からレベル9のウィザードの塔を使用可能に\n• 「ポイズン」の呪文の効果範囲が若干拡大\n• ネクロマンサーのダメージとヒットポイントを強化\n• バルーン、ドラゴン、P.E.K.K.Aの攻撃速度を強化\n• 一部のアップグレードコストと時間を低減"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00>星ボーナス<num>倍イベント！</c>"
"TID_NO_EVENTS_CONTENT","現在、予定されているイベントはありません。\nまたのちほどご確認ください！"
"TID_FEEDBACK_BUTTON6","アカウントがロックされました"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","チーフ！ 1エメラルドのブーストと「サンタのとっておき」で、クラッシュマスをお祝いしましょう！"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","チーフ！ クラッシュマスは、フリーズトラップが加わってまだまだ続きます。お見逃しなく！"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","チーフ！ クラッシュマスもいよいよ終盤です。アイスウィザードを訓練しましょう！"
"TID_QQ_LOGIN_BUTTON","QQログイン"
"TID_WECHAT_LOGIN_BUTTON","WeChatログイン"
"TID_GUEST_LOGIN_BUTTON","ゲストログイン"
"TID_WECHAT_LOGGED_IN","WeChatにログインしました"
"TID_QQ_LOGGED_IN","QQにログインしました"
"TID_WECHAT_LOGOUT_BUTTON","ログアウト"
"TID_WECHAT_NOT_INSTALLED","まだWeChatをインストールしていません"
"TID_SHARE_DIALOG_TITLE","共有"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","新しいゲームアカウント"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","現在の進行状況は、別のアカウントに関連付けられています。こちらのQQ/WeChatアカウントにログインして、新たにセーブデータを作成しますか？"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","チーフ「<name>」のタウンホールレベル<number>の村をロードしますか？"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","クラッシュ・オブ・クランは無料でプレイできますが、アプリ内での購入によりゲームを早く進めることもできます。"
"TID_MULTIDEVICE_INFO_TENCENT","複数のAndroidデバイスにおいて、同一のWeChatまたはQQアカウントを使ってプレイするには。"
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","アカウントの同期"
"TID_LINK_SAME_PLATFORM_TENCENT","複数のデバイスでプレイするには、まずゲーム内の設定から、このデバイスがWeChatまたはQQのアカウントにログインしていることを確認してください。\n\n確認できましたら、他のデバイスからWeChatまたはQQにログインしてください。ゲームの進行状況は自動的に同期されます。"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","あなたの村は現在ログイン中のアカウントに恒久的に関連づけられています。\n\nこの村でのゲームが既に進行している (タウンホール レベル<level> または購入の履歴がある) ため、上書きできません。"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","他のAndroidデバイスで同じセーブデータのゲームをプレイするには、Tencentストアからクラッシュ・オブ・クランをダウンロードして、同一のWeChatまたはQQアカウントでログインしてください。\n\nゲームの進行状況は自動的に同期されます。"
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","プレイヤーのプロフィールから、クラッシュ・フレンドに追加しましょう。WeChatやQQのフレンドは、ログインすると自動的に表示されます。"
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","クラッシュ・オブ・クランは無料でプレイできますが、アプリ内での購入によりゲームを早く進めることもできます。「OK」をタップすると当社のサービス利用規約とプライバシーポリシーに同意したものとみなされます。"
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","アカウントの競合"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","ログインしようとしているアカウントは、ローカルに保存されているアカウントと異なっています。新しいアカウントに切り替えますか？"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","はい、このアカウントに切り替えます。"
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","いいえ、元のアカウントを使用します。"
"TID_NEWS_MARCH_2017_UPDATE_TITLE","バランス調整！"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• タウンホールレベル11に、レベル9の対空砲を追加\n• レベル12の壁の最大設置数が25増加\n• ホグライダー、ディガー、ネクロマンサー、ドラゴン、P.E.K.K.Aのステータスを強化"
"TID_ACHIEVEMENT_ACCOUNT_BOUND","セキュリティ向上のため、ご利用のアカウントをSNSと連携させましょう。"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","村の安全を守りましょう"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","達成！"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Game Centerと連携"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Google Playと連携"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","あなたの村は安全です"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","WeChatまたはQQと連携"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","WeChat、QQまたはGame Centerに接続"
"TID_NEWS_IOS7_TITLE","iOS 5および6で動作するデバイスへの対応を終了"
"TID_NEWS_IOS7_TEXT","クラッシュ・オブ・クランの次回アップデートでは、iOS 5および6で動作する、すべてのデバイスへの対応を終了します。クラッシュ・オブ・クランのプレイを続けたい場合は、iOS 7以降にアップデートしてください。詳しくは以下をタップしてください！"
"TID_NEWS_IOS7_BUTTON","詳しく"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","チーフ、1エメラルドヒーローブーストイベントが始まりました！"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","チーフ、星ボーナス4倍イベントが始まりました！"
"TID_EVENT_HERO_BOOST_ALT","ヒーローブーストイベント"
"TID_EVENT_ARMY_GOWIWI","GoWiWiイベント"
"TID_EVENT_ARMY_GOWIWI_INFO","皆さまおなじみゴーレム・ウィザード・ネクロマンサーの部隊で、村を破壊しましょう！ ユニット価格が50％オフになります！"
"TID_CNY_PACK","旧正月パック"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","チーフ、特別なアーミーイベントが始まりました！"
"TID_OFFER_CW_TITLE","クラン対戦パック"
"TID_NEWS_CW_BD_GIFTS_TITLE","クランギフト！"
"TID_ATTACK_SPEED","攻撃速度： <number>"
"TID_SUMMON_SPEED","出撃速度： <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","ユニットを配置しましょう！"
"TID_WAITING_FOR_ENEMY","対戦相手を待っています"
"TID_DEFENCE_TROOP_COUNT","防衛側ユニット： <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","ブースト時間： <number>"
"TID_DIAMOND_BUNDLE_RED","（ヒーローパック）RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems>エメラルド\n• スーパーヒーローの像\n• バーバリアンキング用の期間限定(RED)スキン\n\n売上金の100%の金額が、(RED)を通じてエイズ対策支援のために寄付されます。"
"TID_BUILDING_CLOCK_TOWER","時計塔"
"TID_CLOCK_TOWER_BOOST_TIME","ブースト時間： <number>秒"
"TID_ARMY_CAMP_VILLAGE2","キャンプ<num>"
"TID_BUILDING_DOUBLE_CANNON","二連砲"
"TID_BUTTON_CHANGE_VILLAGE","移動"
"TID_BUILDING_MULTI_MORTAR","連装迫撃砲"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","古いバーバリアンの像"
"TID_BUILDING_TELESCOPE","天文ラボ"
"TID_UNIT_COUNT","数："
"TID_TRAINING_TIME2","訓練時間："
"TID_FILL_ARMY_CAMPS","アーミーキャンプ"
"TID_ATTACK_VILLAGE2_ATTACK_USED","攻撃できません。すでに攻撃済みです！"
"TID_ATTACK","攻撃"
"TID_LOOT_AVAILABLE","入手可能な戦利品："
"TID_LOOT_RECEIVED","入手した戦利品："
"TID_FIND_MATCH_HEADER","マッチの検索"
"TID_HOUSING_VILLAGE2","キャンプごとのユニット数："
"TID_SPECIAL_UNLOCKS_AT_LEVEL","レベル<number>で特殊能力をアンロック"
"TID_UPGRADE_INFO_START","増加"
"TID_UPGRADE_INFO_ITEM_SPACER","<old>および"
"TID_UPGRADE_INFO_HP","<old>ヒットポイント(+<num>)"
"TID_UPGRADE_INFO_DPS","<old>秒間ダメージ(+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old>攻撃速度(<num>秒)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old>発生ユニット数(+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old>アーミーキャンプごとのユニット数(+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old><name>発生速度(+20%)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","特殊能力を解放： <name>！"
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","<name>の能力を強化！"
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old><name>出撃速度(+15%)"
"TID_NEXT_LEVEL","次のレベル"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","レベル<number>の天文ラボが必要です"
"TID_ABILITY","特殊能力"
"TID_BARB2_ABILITY_NAME","レイジ"
"TID_BARB2_ABILITY_HELP","最初の<num>秒間は移動速度とダメージがアップ"
"TID_ARCHER2_ABILITY_NAME","クローク"
"TID_ARCHER2_ABILITY_HELP","敵の防衛施設から<num>秒にわたって姿を隠すことができる"
"TID_GIANT_ABILITY_NAME","パワーパンチ"
"TID_GIANT_ABILITY_HELP","一撃目のダメージが<num>％"
"TID_CANNON_ABILITY_NAME","最後の抵抗"
"TID_CANNON_ABILITY_HELP","台車を破壊された後も、ヒットポイントが残り<num2>の状態で砲撃を続けます。"
"TID_PEKKA2_ABILITY_NAME","オーバーチャージ"
"TID_PEKKA2_ABILITY_HELP","撃破された際に大爆発を起こし、<num>ダメージを与える"
"TID_BALLOON2_ABILITY_NAME","スケルトンバースト"
"TID_BALLOON2_ABILITY_HELP","撃破された際に<num2> ダメージを与え、<num>体のスケルトンを発生させる"
"TID_GARG2_ABILITY_NAME","ロングショット"
"TID_GARG2_ABILITY_HELP","最初の<num>回分の攻撃は、より遠くのターゲットを攻撃します。"
"TID_BOMBER_ABILITY","特大ボム"
"TID_BOMBER_ABILITY_HELP","最初に投げる爆弾のみダメージが<num3>％"
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","資源の収集、訓練、研究および建設が、<time>にわたって<multiplier>倍に！"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","村をブースト！？"
"TID_POPUP_BOOST_VILLAGE","資源の収集、訓練、研究および建設が、<time>にわたって<multiplier>倍に！\n\nブーストは、<cooldown>おきに無料で利用できます！"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","無料ブースト！"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","今すぐブースト！"
"TID_BUTTON_CLOCK_TOWER_BOOST","無料ブースト！"
"TID_CLOCK_TOWER_UPGRADE_NOTE","ブースト時間を<time>延長"
"TID_CLOCK_TOWER_INFO","時計塔は、村の活動を早めることができます！\n資源の収集、訓練、研究および建設が早くなります。"
"TID_BOOST","ブースト"
"TID_BUILD_TRAINING_GROUNDS","先にアーミーキャンプを建設してください"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","先に現在のユニットを削除してください"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","長射程"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","速射"
"TID_BUTTON_ATTACK_MODE_BURST","バースト"
"TID_BUTTON_ATTACK_MODE_NORMAL","通常"
"TID_RESOURCE_MAX","最大："
"TID_RESOURCE_PRODUCTION","1時間ごとの生産量："
"TID_RESOURCE_IN_TREASURY","宝庫内："
"TID_FIND_NEW_MATCH","新しいマッチ"
"TID_BUTTON_FIND_NOW","今すぐ探す"
"TID_TIME_LEFT","残り時間："
"TID_YOUR_ATTACK","あなたの攻撃："
"TID_WAITING_FOR_ATTACK","相手が攻撃中！"
"TID_DOUBLE_CANNON_INFO","二連砲は、一基で二基分の働きをします。敵の頭痛も2倍になるでしょう！"
"TID_BUILDING_GUARD_POST","警備所"
"TID_GUARD_POST_INFO","村を守るユニットが控えている建物です！ 攻撃があれば真っ先に飛び出して、敵を食い止めてくれます。"
"TID_BUILDING_MEGA_TESLA","メガテスラ"
"TID_MEGA_TESLA_INFO","テスラに「メガ」がついたら、どうなってしまうのでしょうか？\nその強力な雷撃は、屈強なユニットに対しても大ダメージを与えます！"
"TID_GRASS","高い草"
"TID_DUEL_NOTIFICATION","<attacker>とのバーサス戦が始まりました！"
"TID_STONE_PATH","石の道"
"TID_REPAIR_BUILDING_TITLE","建物を修理しますか？"
"TID_REPAIR_HERO_TITLE","ヒーローを修理しますか？"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","ロケット花火"
"TID_AIR_DEFENSE_SMALL_INFO","小型のロケットをまとめて打ち出して、空中の敵を追い散らします！ 電気虫取り器をかわいらしくしたようなものです。"
"TID_BUILDING_ARCHER_TOWER2","アーチャータワー"
"TID_ARCHER_TOWER2_INFO","どんな敵も、アーチャーの矢からは逃れられません。\nこの塔にはスイッチが備わっており、長射程と速射を切り替えることができます！"
"TID_BUILDING_CANNON2","大砲"
"TID_CANNON2_INFO","陸の守りを象徴する兵器で、とっても頑丈です！\nマスター大工にとっては、ちょっぴり懐かしいものでしょう。"
"TID_BUILDING_TESLA_TOWER2","かくしテスラ"
"TID_TESLA_TOWER2_INFO","タワーでありトラップでもある、大変ショッキングな防衛施設です！\n科学の力で、地上の敵も空中の敵もビリビリさせましょう！"
"TID_TUTORIAL_SHIP","チーフ、海岸にある難破船を修理できるようになりました！"
"TID_TUTORIAL_SHIP_LOAD_SHIP","チーフ、船とクルーの準備ができました！ 出港準備完了です！"
"TID_TUTORIAL_SHIP_READY","迷う心配はありません。私たちが航路を覚えていますからね！"
"TID_TUTORIAL_SHIP_ARRIVE","上陸しました！\nここは一体どこなんでしょうか？"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","ついてますよ、チーフ！ 古い建物を修理すれば、隠れ家になりそうです！"
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","ふう！ 今夜はここで休みましょう。\n故郷から離れた、もう一つの我が家です！"
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","ほえ...？ お客さんかい！ いやっほう！"
"TID_TUTORIAL_MEET_NEW_BUILDER3","あなた！ どこから出てきたんですか！？"
"TID_TUTORIAL_MEET_NEW_BUILDER4","オレの家を... こんなにキレイに\nしてくれたのか！ 恩に着るぜ！\n案内なら任せてくれ。"
"TID_TUTORIAL_LOOK_LABORATORY","オレはマスター大工だ。オレの自慢の建物を見せてやろうか？ ユニットに特殊能力を与えられるんだぜ！"
"TID_TUTORIAL_LOOK_LABORATORY_DO","ちなみに、この辺りで大工の腕を見せつけるには、まずユニットが必要だからな！"
"TID_TUTORIAL_LOOK_FINISH","ユニットですって？ チーフ、あなたの経験が役に立ちそうですね！"
"TID_TUTORIAL_ATTACK","マジか？ 掃除と同じぐらい戦いも得意だってんなら、オレたちはいいチームになれるかもな！"
"TID_TUTORIAL_ATTACK_DONE","そんな... 向こうも攻撃してきますよ！"
