"TID","TR"
"TID_EVENT_TIME_UNTIL_START","Başlamasına:"
"TID_EVENT_UPCOMING_TIME","<number> gün"
"TID_EVENT_ARMYSPELL_BOOST","1 Taş Ordu Desteği"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Tam orduları 4 kat daha hızlı al!\n\nHer biri için 1 Taş vererek aşağıdakileri hızlandır:\n• Kahramanlar\n• Birlik Eğitimi\n• Büyü Üretimi"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> Taş\n• <res0> Altın\n• <res1> İksir\n• <res2> Kara İksir\n\nDepo sınırlarını aşıyor!\n\nŞimdiye kadarki <cffec78>en iyi</c> TEK seferlik fırsatımızı kaçırma!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Bu binaları zaten maksimum sayıda yükselttin!"
"TID_UPGRADE_COUNT_LIMITED","Bu binalardan <num> tane daha yükseltebilirsin"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Bu binalardan daha fazla yükseltemezsin</c>"
"TID_WIZARD2","Buz Büyücüsü"
"TID_CHARACTER_INFO_WIZARD2","Bu Efsanevi büyücü, yıkıcı buz parçaları ile düşman savunmalarını yavaşlatıyor!\n\nSadece sınırlı bir süre kullanılabilecek."
"TID_WATCH","Videoyu İzle"
"TID_EVENT_SPELL_BOOST","1 Taş Üretim Desteği"
"TID_EVENT_SPELL_BOOST_INFO","Büyüleri 4 kat daha hızlı üret!\n\nSadece 1 Taş karşılığında Büyü üretimini hızlandır."
"TID_EVENT_TROOP","<troop> Etkinliği"
"TID_EVENT_TROOP_INFO","<troop> birliklerini indirimli olarak eğit ve Etkinlik Meydan Okumasını tamamla!"
"TID_EVENT_SPELL","<troop> Etkinliği"
"TID_EVENT_SPELL_INFO","<troop> büyülerini indirimli üret!"
"TID_REDUCE_COST","İndirim:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Etkinlik Tamamlandı!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Şef, bir Birlik etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Şef, bir Büyü etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Şef, bir 1 Taş Eğitim Desteği etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Şef, bir 1 Taş Üretim Desteği etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Şef, bir 1 Taş Ordu Desteği etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Şef, bir 1 Taş Toplayıcı Desteği etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Şef, bir Yıldız Bonusu etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Şef, bir Klan TP etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Şef, özel bir Birlik sınırlı bir süre boyunca kullanılabilir!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Şef, özel bir Büyü sınırlı bir süre boyunca kullanılabilir!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Şef, özel bir Tuzak sınırlı bir süre boyunca kullanılabilir!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Şef, değerli bir teklif kısa bir süreliğine indirimde!"
"TID_GIFT_GIVEN_STREAM_TEXT","Klan hediyeleri gönderdin!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Bu hediyeyi zaten aldın!"
"TID_HOLIDAY_PACK","Tatil Paketi"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Hediye almak için eve dön!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Etkinlik tamamlandı! <gem> Taş ve <xp> TP kazandın!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","Clash Yeni Yılının 1. Günü"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","Clash Yeni Yılının 2. Günü"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","Clash Yeni Yılının 3. Günü"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ Klan Hediyeleri"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","Clash Noeliniz Kutlu Olsun!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","Özel etkinliklerle dolu bir kar sezonu!\n\nYeni<c76589b>Etkinlikler</c> sekmesini takip et, yaklaşan eğlenceli etkinlikleri kaçırma!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Yeni Yükseltmeler"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Belediye Binası Seviye 11\n• Barbar Kral Seviye 41-45\n• Okçu Kraliçe Seviye 41-45\n• Golem Seviye 6\n• Yaban Domuzu Binicisi Seviye 7\n• Zehir Büyüsü Seviye 5\n• Klan Kalesi Seviye 7\n• Büyücü Kulesi Seviye 10\n• Duvar Seviye 12 (en fazla 50 parça)"
"TID_NEWS_XMAS_2016_MORE_TITLE","Diğer Güncellemeler"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Büyücü Kulesi Seviye 9 artık BB10'da kullanılabilir\n• Zehir Büyüsü etki alanı biraz artırıldı\n• Cadı biriminin hasar ve isabet puanı artırıldı\n• Balon, Ejderha ve P.E.K.K.A'nın saldırı hızları artırıldı\n• Bazı yükseltme maliyetleri ve süreleri düşürüldü"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num>x Yıldız Bonusu Etkinliği</c>"
"TID_NO_EVENTS_CONTENT","Şu an zamanlanmış Etkinlik yok.\nDaha sonra tekrar kontrol et!"
"TID_FEEDBACK_BUTTON6","Hesap Kilitli"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Şef; Clash Yeni Yılını 1 Taşlı destekler ve Noel Baba'nın Sürprizi ile kutla!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Şef; Clash Yeni Yılı, Dondurma Tuzağı ile devam ediyor - göz at!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Şef; Clash Yeni Yılının son günlerinde Buz Büyücüleri eğit!"
"TID_QQ_LOGIN_BUTTON","QQ Girişi"
"TID_WECHAT_LOGIN_BUTTON","WeChat Girişi"
"TID_GUEST_LOGIN_BUTTON","Misafir Girişi"
"TID_WECHAT_LOGGED_IN","WeChat'e giriş yapıldı"
"TID_QQ_LOGGED_IN","QQ'ya giriş yapıldı"
"TID_WECHAT_LOGOUT_BUTTON","Oturumu kapat"
"TID_WECHAT_NOT_INSTALLED","WeChat'i henüz yüklemedin"
"TID_SHARE_DIALOG_TITLE","Paylaş"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Yeni Game Center Hesabı"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Şu anki ilerlemen başka bir hesaba bağlı. Bu QQ/WeChat hesabıyla giriş yaparak yeni bir oyun oluşturmak istediğinden emin misin?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","<name> adlı Şefin <number>. seviye Belediye Binasına sahip köyünü yüklemek istiyor musun?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans, ücretsiz bir oyundur ancak uygulama içi satın alımlarla gelişimini hızlandırabilirsin."
"TID_MULTIDEVICE_INFO_TENCENT","Birden fazla Android cihazda oynamak için aynı WeChat ya da QQ hesabını kullanarak giriş yap."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Hesabınla senkronize et"
"TID_LINK_SAME_PLATFORM_TENCENT","Birden çok cihazla oynamak için, oyun ayarlarına gidip WeChat ya da QQ hesabınla giriş yaptığından emin ol.\n\nDaha sonra diğer cihazda da aynı WeChat ya da QQ hesabıyla giriş yap. İlerlemen otomatik olarak senkronize edilir."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Köyün zaten bu giriş yaptığın hesabına kalıcı olarak bağlı.\n\nKöyün zaten ilerleme kaydetmiş olduğu için (<level>. seviye Belediye Binası veya yapılan satın alımlar) artık üstüne yazılamaz."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Başka bir Android cihazda oynamak için Tencent Store'dan Clash of Clans'ı indir ve aynı WeChat ya da QQ hesabıyla giriş yap.\n\nİlerlemen otomatik olarak senkronize edilir."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Clash Arkadaşlarını oyuncu profillerinden ekle. WeChat ya da QQ arkadaşların giriş yaptığında otomatik olarak görünür."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans'i oynamak ücretsizdir ancak uygulama içi satın alımlarla ilerlemeni hızlandırabilirsin. Hizmet Koşullarımızı ve Gizlilik Politikamızı kabul etmek için Tamam'a dokun."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Hesap Uyuşmazlığı"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Giriş yapmaya çalıştığın hesap, cihazda kayıtlı hesaptan farklı. Yeni hesaba geçmek istiyor musun?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Evet, yeni hesaba geç."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Hayır, orijinal hesabı kullan."
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Dengeleme Güncellemesi!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• 11. Seviye Belediye Binasına 9. Seviye Hava Savunması eklendi\n• 12. Seviye Duvar limiti 25 artırıldı\n• Yaban Domuzu Binicisi, Madenci, Cadı, Ejderha ve P.E.K.K.A birliklerinin bazı özellikleri yükseltildi"
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Hesabını güvende tutmak için bir sosyal ağa bağla."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Köyünü güvende tut"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Tamamlandı!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Game Center'a bağlan"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Google Play'e bağlan"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Köyün korunuyor"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","WeChat ya da QQ'ya bağlan"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","WeChat, QQ veya Game Center'a bağlan"
"TID_NEWS_IOS7_TITLE","iOS 5 veya 6 kullanan cihazlara verilen destek sona eriyor"
"TID_NEWS_IOS7_TEXT","Bir sonraki Clash of Clans güncellemesinde iOS 5 veya 6 yüklü Apple cihazlara verilen destek sona eriyor. Clash of Clans oynamaya devam etmek için lütfen iOS 7 veya sonrasına güncelle. Daha fazla bilgi için aşağıdaki seçeneğe dokun!"
"TID_NEWS_IOS7_BUTTON","Daha Fazla Bilgi"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Şef, bir 1 Taş Kahraman Desteği etkinliği başladı!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Şef, bir 4 Kat Yıldız Bonusu etkinliği başladı!"
"TID_EVENT_HERO_BOOST_ALT","Kahraman Desteği Etkinliği"
"TID_EVENT_ARMY_GOWIWI","GoWiWi Etkinliği"
"TID_EVENT_ARMY_GOWIWI_INFO","Klasik Golem-Büyücü-Cadı ordusuyla köyleri yok et! Bu birimler şu anda %50 indirimli!"
"TID_CNY_PACK","Yeni Ay Yılı Paketi"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Şef, özel bir Ordu Etkinliği başladı!"
"TID_OFFER_CW_TITLE","Klan Savaşları Paketi"
"TID_NEWS_CW_BD_GIFTS_TITLE","Klan Hediyeleri!"
"TID_ATTACK_SPEED","Saldırı Hızı: <number>"
"TID_SUMMON_SPEED","Gönderme Hızı: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Birliklerini gönder!"
"TID_WAITING_FOR_ENEMY","Rakip bekleniyor"
"TID_DEFENCE_TROOP_COUNT","Savunma birlikleri: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Hızlandırma süresi: <number>"
"TID_DIAMOND_BUNDLE_RED","(Kahraman Paketi)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> Taş\n• Dev Kahraman Heykeli\n• Sınırlı süreli Barbar Kral (RED) kostümü\n\nGelirin tamamı (RED) AIDS mücadelesine aktarılacak."
"TID_BUILDING_CLOCK_TOWER","Saat Kulesi"
"TID_CLOCK_TOWER_BOOST_TIME","Hızlandırma süresi: <number> saniye"
"TID_ARMY_CAMP_VILLAGE2","<num>. Kamp"
"TID_BUILDING_DOUBLE_CANNON","Çift Top"
"TID_BUTTON_CHANGE_VILLAGE","Yelken Aç"
"TID_BUILDING_MULTI_MORTAR","Çoklu Havan"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Eski Barbar Heykeli"
"TID_BUILDING_TELESCOPE","Yıldız Laboratuvarı"
"TID_UNIT_COUNT","Birimler:"
"TID_TRAINING_TIME2","Eğitim Süresi:"
"TID_FILL_ARMY_CAMPS","Ordu kamplarını doldur"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Saldırılamıyor, saldırı hakkı kullanılmış!"
"TID_ATTACK","Saldır"
"TID_LOOT_AVAILABLE","Mevcut Ganimet:"
"TID_LOOT_RECEIVED","Alınan Ganimet:"
"TID_FIND_MATCH_HEADER","Eşleşme bulmak ister misin?"
"TID_HOUSING_VILLAGE2","Kamp başına birim sayısı:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Özel yeteneğin kilidi <number>. seviyede açılır"
"TID_UPGRADE_INFO_START","Artanlar:"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> ve"
"TID_UPGRADE_INFO_HP","<old> isabet puanı (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> Saniye başına hasar (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> saldırı hızı (<num> sn.)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> Çağrılan birim sayısı (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> Ordu Kampı başına birim sayısı (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> <name> çağırma hızı (+%20)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","<name> özel yeteneğinin kilidini açar."
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","<name> yeteneğini geliştirir."
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> <name> gönderme hızı (+%20)"
"TID_NEXT_LEVEL","Sonraki Seviye"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","<number>. Seviye Yıldız Laboratuvarı Gerekir"
"TID_ABILITY","Özel Yetenek"
"TID_BARB2_ABILITY_NAME","Öfke"
"TID_BARB2_ABILITY_HELP","İlk <num> saniye yüksek hız ve hasar"
"TID_ARCHER2_ABILITY_NAME","Pelerin"
"TID_ARCHER2_ABILITY_HELP","İlk <num> saniye savunmalar tarafından görülmez"
"TID_GIANT_ABILITY_NAME","Güçlü Yumruk"
"TID_GIANT_ABILITY_HELP","İlk saldırı %<num> hasar verir"
"TID_CANNON_ABILITY_NAME","Son Savunma"
"TID_CANNON_ABILITY_HELP","Top, araba yok edildikten sonra da <num2> geçici isabet puanı bitene kadar ateş etmeye devam eder."
"TID_PEKKA2_ABILITY_NAME","Aşırı Yük"
"TID_PEKKA2_ABILITY_HELP","Yok edildiğinde dev bir patlamayla <num> hasar verir"
"TID_BALLOON2_ABILITY_NAME","İskelet Saçma"
"TID_BALLOON2_ABILITY_HELP","Yok edildiğinde <num2> hasar verir ve <num> İskelet çağırır"
"TID_GARG2_ABILITY_NAME","Uzun Menzilli Atış"
"TID_GARG2_ABILITY_HELP","İlk <num> saldırı uzaktan yapılır."
"TID_BOMBER_ABILITY","Büyük Bomba"
"TID_BOMBER_ABILITY_HELP","Atılan ilk bomba %<num3> hasar verir"
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Kaynak toplama, eğitim, araştırma ve inşaat <time> boyunca <multiplier> kat hızlanır!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Köyü hızlandırmak istiyor musun?"
"TID_POPUP_BOOST_VILLAGE","Kaynak toplama, eğitim, araştırma ve inşaat <time> boyunca <multiplier> kat hızlanır!\n\nHer <cooldown> içinde bir kez ücretsiz kullanabilirsin!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Ücretsiz Hızlandırıcı!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Şimdi Hızlandır!"
"TID_BUTTON_CLOCK_TOWER_BOOST","Ücretsiz Hızlandırıcı!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Hızlandırıcının <time> daha uzun sürmesini sağlar"
"TID_CLOCK_TOWER_INFO","Saat Kulesi köyündeki her şeyi hızlandırır! Kaynak toplama hızı artar, eğitim, araştırma ve inşaat süresi azalır."
"TID_BOOST","Artır"
"TID_BUILD_TRAINING_GROUNDS","Önce Ordu Kampını inşa et"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Önce mevcut birimleri çıkar"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Uzun Menzil"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Hızlı Saldırı"
"TID_BUTTON_ATTACK_MODE_BURST","Seri"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Maks:"
"TID_RESOURCE_PRODUCTION","Saatlik üretim:"
"TID_RESOURCE_IN_TREASURY","Hazinede:"
"TID_FIND_NEW_MATCH","Yeni eşleşme bul"
"TID_BUTTON_FIND_NOW","Şimdi Bul!"
"TID_TIME_LEFT","Kalan Süre:"
"TID_YOUR_ATTACK","Saldırı Sonucu:"
"TID_WAITING_FOR_ATTACK","Rakip saldırıyor!"
"TID_DOUBLE_CANNON_INFO","Çift top, top başına çift atış, iki kere iki iyi bir artış!"
"TID_BUILDING_GUARD_POST","Muhafız Kulübesi"
"TID_GUARD_POST_INFO","Savunmaya yardım edecek birlikler içerir! Sorun çıkarmayı seven bu adamlar düşmanı yavaşlatır."
"TID_BUILDING_MEGA_TESLA","Mega Tesla"
"TID_MEGA_TESLA_INFO","Bir Tesla, Mega olursa ne olur? Güçlü yıldırımı, en sağlam birimlere bile büyük hasar verir!"
"TID_GRASS","Uzun Çimler"
"TID_DUEL_NOTIFICATION","<attacker> ile Karşılıklı Savaş başladı!"
"TID_STONE_PATH","Taşlı Patika"
"TID_REPAIR_BUILDING_TITLE","Binayı onarmak ister misin?"
"TID_REPAIR_HERO_TITLE","Kahramanı onarmak istiyor musun?"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","Havai Fişekler"
"TID_AIR_DEFENSE_SMALL_INFO","Küçük roket bulutlarıyla uçan baş belalarını savuştur! Elektrikli sineklik gibi, ama çok daha etkili."
"TID_BUILDING_ARCHER_TOWER2","Okçu Kulesi"
"TID_ARCHER_TOWER2_INFO","Okçunun oklarından hiçbir düşman kaçamaz. Bu kulenin özel bir düğmesi var. Uzun menzil ya da hızlı saldırı arasında seçim yapabilirsin!"
"TID_BUILDING_CANNON2","Top"
"TID_CANNON2_INFO","Kara savunmalarının simgesi. Zamana meydan okuyor! Bu klasik parça, Usta İnşaatçıyı biraz duygulandırır."
"TID_BUILDING_TESLA_TOWER2","Gizli Tesla"
"TID_TESLA_TOWER2_INFO","Kısmen kule, kısmen tuzak, tamamen şok edici! Havadaki ve yerdeki düşmanlara teknolojinin gücünü gösterir!"
"TID_TUTORIAL_SHIP","Şef, artık sahildeki gemiyi onarabiliriz!"
"TID_TUTORIAL_SHIP_LOAD_SHIP","Şef, gemimiz ve tayfamız yola çıkmaya hazır!"
"TID_TUTORIAL_SHIP_READY","Endişelenme, kaybolmayız. Geri dönüş yolunu biliyoruz!"
"TID_TUTORIAL_SHIP_ARRIVE","Kara göründü! Bu tuhaf yer de neresi?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","Şanslıyız, Şef! Bu eski binaları tamir edip buraya yerleşebiliriz!"
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Oh! Bugün burada kalalım. Burası bizim yazlığımız olsun!"
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","O da ne?! Ah, ziyaretçiler! Hoş geldiniz!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Hop! Sen de nereden çıktın?!"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Burası benim evim. Ama güzel temizlemişsiniz! Gelin size etrafı gezdireyim."
"TID_TUTORIAL_LOOK_LABORATORY","Ben Usta İnşaatçıyım. En sevdiğim binayı görmek ister misiniz? Birliklere özel yetenekler kazandırıyor!"
"TID_TUTORIAL_LOOK_LABORATORY_DO","Buralarda en iyi İnşaatçının kim olduğunu görecek birliklere de ihtiyacımız var tabii."
"TID_TUTORIAL_LOOK_FINISH","Birlikler mi? Şef, burada senin becerilerine ihtiyacımız olacak!"
"TID_TUTORIAL_ATTACK","Savaş becerilerin de temizlik yeteneğin kadar iyiyse, iyi bir ekip olabiliriz."
"TID_TUTORIAL_ATTACK_DONE","Olamaz, onlar da bize mi saldırıyorlar?!"
"TID_TUTORIAL_ATTACK_DONE2","Burada işler böyle yürür! En iyi saldırıyı yapan ödülü alır. Yağmalamak yok. Çok ayıp."
"TID_TUTORIAL_ATTACK_DONE3","Şef, en iyi saldırıyı sen yaptın! Ödül olarak ganimet kazandık!"
"TID_TUTORIAL_WORKER_MENU","Yaşasın! İnşa edilecek şeylerle ilgili BİR SÜRÜ fikrim var. İstek listeme baksana!"
"TID_TUTORIAL_WORKER_MENU2","Fikirlerimi burada bulabilirsin. Ama sen de işinde bayağı iyisin. Seçimi sen yap!"
"TID_TUTORIAL_WORKER_MENU3","Harika! Artık bir ekibiz! Belki bir gün diğer köyünü ziyarete gelirim ve... Zzz..."
"TID_TUTORIAL_WORKER_MENU4","Şef, burada yapılacak çok iş var. Kendi köyümüzü de unutmayalım!"
"TID_WARMACHINE","Savaş Makinesi"
"TID_WAITING_FOR_DUEL_NOTIFICATION","Bir oyuncu Karşılıklı Savaşa hazır!"
"TID_UPGRADE_UNITS2","Birimleri Yükselt"
"TID_RESEARCH2_TITLE","Yükseltme avantajları:"
"TID_RESERARCH2_SWIPE","Diğer yükseltmeleri görmek için sağa ve sola kaydır"
"TID_VILLAGE2_PVP_LOOT","Galibiyet"
"TID_BUTTON_START_MATCHMAKE","Şimdi Bul!"
"TID_START_MATCHMAKE_HINT","Saldır ve savun! Bonus ganimet için Karşılıklı savaşı kazan!"
"TID_SEARCHING","Aranıyor..."
"TID_NEWVILLAGE_LOG_INFO","Rakibin saldırısını bitirmesini bekle. En iyi saldırı kazanacak!"
"TID_BALLOON_CARRIER","Hava İndirme Balonu"
"TID_SUPER_CHARGED_PEKKA","Süper P.E.K.K.A"
"TID_IRONFIST_GIANT","Boksör Dev"
"TID_TOXIC_MINION","Beta Dalkavuk"
"TID_SNEAKY_ARCHER","Sinsi Okçu"
"TID_RAGED_BARBARIAN","Öfkeli Barbar"
"TID_MOVING_CANNON","Top Arabası"
"TID_BOMBER","Bombacı"
"TID_RESEARCH2_ABILITY_TITLE","Özel Yetenek"
"TID_BUILDING_CRUSHER","Ezici"
"TID_BUILDING_CRUSHER_INFO","Ezici, kişisel alanına gerçekten çok önem verir. Bu dev taş yığını, yakınlardaki kara birimlerini tam anlamıyla tepeler!"
"TID_ADVANCED_TRAP","Mayın"
"TID_ADVANCED_TRAP_INFO","Fazla yaklaşan birliklere bomba gibi bir sürpriz. Üstelik ister havada, ister karada!"
"TID_INFO_BALLOON_CARRIER","Bu balon, bomba yerine kemiklerle dolu. Taşıdığı iskeletler balondan düşmanın üstüne atlamaya bayılıyor!"
"TID_YOUR_RESULT","Saldırı Sonucu:"
"TID_PUSHER","Fırlatma Tuzağı"
"TID_PUSHER_INFO","Kara birliklerini istediğin yönde fırlatır. Güle güle!"
"TID_CHARACTER_INFO_BOMBER","Patlamalara ve özel efektlere meraklı Bombacı, görüş alanındaki herkese hediye gönderir! Duvarlara da bonus hasar verir."
"TID_CHARACTER_INFO_MOVING_CANNON","Tekerlekli bir top mu? Bunu kimse tahmin edemezdi! Ateş gücü yüksek ama çok dayanıklı değil."
"TID_CHARACTER_INFO_IRONFIST_GIANT","Sağlam yapılı ve eli ağır bu Dev, uzun zamandır balyoz gibi indireceği özel darbesi üzerinde çalışıyor!"
"TID_CHARACTER_INFO_TOXIC_MINION","Hedeflere uzaktan saldırır, geceleri ışıldar ve dans pistini kasıp kavurur."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","Ay ışığı altında gizlenen Okçular, kendilerini göstermeden hedefleri indirir. Peki ya zayıf yönleri? Kendilerine fazla güvenmeleri."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","Neden bu kadar kızgın, hızlı ve acımasız? Kimse ona sormaya cesaret edemedi. Belki de kılıcını bulamadığı içindir?"
"TID_TARGET_FOUND","Hedef Bulundu!"
"TID_BABY_DRAGON2","Bebek Ejderha"
"TID_CHARACTER_INFO_BABY_DRAGON2","Sevimli, sarılmalık ve ateş püskürttüğü öfke nöbetlerine yatkın. Korkunç bir yıkım hiç bu kadar sevimli olmamıştı."
"TID_BDRAG2_ABILITY_NAME","Öfke Nöbeti"
"TID_BDRAG2_ABILITY_HELP","Diğer hava birimlerinden uzaktayken hasarı %<num> artar."
"TID_MULTI_MORTAR_INFO","Hedefi vurma şansını maksimuma çıkarmak için alan hasarı veren uzun menzilli saldırıları art arda yapar!"
"TID_FULL_ARMY_REQUIRED_V2","Saldırmak için ordun tam olmalı!"
"TID_ADVANCED_MEGA_TRAP","Mega Mayın"
"TID_ADVANCED_MEGA_TRAP_INFO","Gizli bir doz yüksek infilak maddesi. Üstelik ister havada, ister karada!"
"TID_CHANGE_TROOPS","Birlikleri Değiştir"
"TID_WITCH2_ABILITY_NAME","Yarasa Sürüsü"
"TID_WITCH2_ABILITY_HELP","Yok edildiğinde <num> Yarasa içeren bir sürüye dönüşür."
"TID_DARK_WITCH","Gece Cadısı"
"TID_CHARACTER_INFO_DARK_WITCH","Korkusuz uçan yaratık sürüleri çağırır ve kız kardeşinin aksine çimlere zarar vermez."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","İnşaatçı Üssü <level>. seviye <name> binası gerekli!"
"TID_BUILDING_FLAMER","Fırın"
"TID_FLAMER_INFO","Düşmanları kaynayan bir plazma seliyle yıkar! Hem hava hem de kara birliklerine karşı etkilidir."
"TID_MATCHMAKE_VILLAGE2_TITLE","Karşılıklı Savaş"
"TID_YOU","Sen"
"TID_YOUR_BONUS","3 Galibiyet Bonusu alındı!"
"TID_BAT","Yarasa"
"TID_VILLAGE_ROWBOAT","İnşaatçı Gemisi"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","Usta İnşaatçı, Köyünü ziyaret ederek binalarına özel geliştirmeler yapar. Köy savunmalarında Geliştir seçeneğini bul!"
"TID_OBSTACLE_SMALL_TREE","Küçük Ağaç"
"TID_OBSTACLE_BIG_TREE","Büyük Ağaç"
"TID_OBSTACLE_TREE_STUMP","Ağaç Kökü"
"TID_OBSTACLE_LARGE_PINE_TREE","Koru"
