"TID","IT"
"TID_POPUP_BOOST_RESOURCES","Potenziare gli edifici delle risorse raddoppia la loro produzione di risorse per <time>."
"TID_POPUP_BOOST_ATTACK","Potenziare gli edifici dell'esercito moltiplica la loro velocità di produzione per <multiplier> per <time>."
"TID_POPUP_RESUME_BOOST_TEXT","Il tuo potenziamento è stato messo in pausa durante la manutenzione."
"TID_ALLIANCE_WAR_COOLDOWN","Il tuo clan è stato sospeso dalle guerre tra clan per <time>"
"TID_ADD_FRIENDS_INFO_CLASH","Aggiungi giocatori ai tuoi amici Clash per iniziare sfide amichevoli e seguirli in Clash of Clans!"
"TID_BUTTON_TRAIN_PRESETS","Addestra velocemente"
"TID_CHALLENGE_WAS_ACCEPTED","Sfida amichevole accettata!"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","Vuoi guardare un replay live per scoprire come sta andando il tuo amico?"
"TID_CLANS_SELECTOR_BOOKMARKS","Preferiti"
"TID_CLANS_SELECTOR_SEARCH","Cerca"
"TID_ALLIANCE_TAB_CLANS","Clan"
"TID_BUTTON_CLAN_WAR_MATCHED_START","Sfida"
"TID_ARRANGED_WAR_START_BUTTON","Invia sfida"
"TID_PREPARATION_DAY_DURATION","Periodo di preparativi"
"TID_WAR_DAY_DURATION","Periodo di battaglia"
"TID_WAR_SIZE_TEXT","Dimensione:"
"TID_PREPARE_DURATION","Preparativi:"
"TID_WAR_DURATION","Battaglia:"
"TID_ARRANGED_WAR_REQUEST_SENT","Richiesta di guerra inviata"
"TID_SENT_WAR_REQUEST_TO","Sfida di guerra inviata a <clan>!"
"TID_RECEIVED_WAR_REQUEST_FROM","Sfida di guerra ricevuta da <clan>!"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","Accettata da <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED","Rifiutata da <name>"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","Annullata da <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","La sfida è stata rifiutata"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","Esercito"
"TID_TRAINING_SCREEN_TAB_TROOPS","Addestra truppe"
"TID_TRAINING_SCREEN_TAB_SPELLS","Prepara incantesimi"
"TID_TRAINING_SCREEN_TAB_PRESETS","Addestra velocemente"
"TID_TRAINING_SCREEN_BARRACKS","Caserma"
"TID_TRAINING_SCREEN_DARK_BARRACKS","Caserma nera"
"TID_TRAINING_SCREEN_SPELLS","Fabbrica degli incantesimi"
"TID_TRAINING_SCREEN_DARK_SPELLS","Fabbrica di incantesimi oscuri"
"TID_TRAINING_SCREEN_TIME_LEFT","Tempo rimasto:"
"TID_TRAINING_SCREEN_CAPACITY","Capacità:"
"TID_OVERVIEW_TROOPS_TITLE","Truppe"
"TID_OVERVIEW_HEROES_TITLE","Eroi"
"TID_TRAINING_SCREEN_ELIXIR","Elisir:"
"TID_TRAINING_SCREEN_DARK_ELIXIR","Elisir nero:"
"TID_TRAINING_BUTTON_BOOST","Potenzia"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","In attesa che l'avversario accetti"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","Puoi inviare un'altra sfida tra <time>"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","Annullare la sfida?"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","Vuoi davvero annullare la sfida di guerra amichevole?"
"TID_ADD_FRIENDS_INFO_REQUESTS","Aggiungi amici Clash dal loro profilo giocatore. Gli amici di Game Center e Facebook appaiono automaticamente dopo che hai effettuato l'accesso."
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","Aggiungi amici Clash dal loro profilo giocatore. Gli amici di Facebook appaiono automaticamente dopo che hai effettuato l'accesso."
"TID_OVERVIEW_TRAIN_PREVIOUS","Addestra"
"TID_BUTTON_TRAIN_PRESET","Addestra"
"TID_BUTTON_EDIT_PRESET","Modifica"
"TID_BUTTON_CREATE_PRESET","Crea"
"TID_BUTTON_CANCEL_PRESET","Annulla"
"TID_BUTTON_SAVE_PRESET","Salva"
"TID_PRESET_RESOURCES","Costo"
"TID_PRESET_TIME","Tempo"
"TID_TRAINING_SPELLS_INFO","Gli incantesimi diventano disponibili al livello 5 del municipio"
"TID_TRAINING_SPELLS_INFO_BUILD","Costruisci la fabbrica degli incantesimi per sbloccare gli incantesimi!"
"TID_SEARCH_TAB_BOOKMARKS","Preferiti"
"TID_TRAINING_RESOURCES","Risorse"
"TID_ADD_FRIEND_ERROR_GENERIC","Impossibile inviare la richiesta di amicizia. Riprova più tardi."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Il giocatore che hai cercato di aggiungere non esiste."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Hai spedito troppe richieste di amicizia. Rimuovine una e riprova."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Il tuo amico ha troppe richieste in sospeso. Riprova più tardi."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Non puoi invitare come amico te stesso!"
"TID_ADVANCED_SEARCH_BUTTON_MORE","Filtri"
"TID_ADVANCED_SEARCH_BUTTON_LESS","Nascondi filtri"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","Guerre amichevoli"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","Permettere agli altri clan di inviarti sfide di guerra amichevole?"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","Permette agli altri giocatori di vedere i risultati delle tue battaglie di guerra dal profilo clan del tuo clan"
"TID_DECORATION_BK_STATUE","Statua dell'eroe imponente"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","A causa di un'azione disciplinare, il tuo clan e il tuo account di gioco sono stati temporaneamente sospesi dalle guerre tra clan."
"TID_BUTTON_SELECT","Inizio!"
"TID_PRESET_UNLOCK_INFO","L'addestramento veloce si sblocca al livello <number> del municipio!"
"TID_CREATE_PRESET_INFO","Aggiungi truppe e incantesimi, poi salva l'esercito"
"TID_PRESET_INFO","Crea piani dell'esercito per semplificare l'addestramento!"
"TID_PREVIOUS_ARMY_INFO","Effettua prima un attacco!"
"TID_BUILDING_CONSTRUCTION_PREVENTS","Disponibile al termine della costruzione!"
"TID_TITLE_RENAME_PRESET","Rinomina esercito"
"TID_PREVIOUS_ARMY","Esercito precedente"
"TID_ARMY_SLOT_DEFAULT_NAME","Esercito <num>"
"TID_DIAMOND_BUNDLE_BUILDER","Pacchetto costruttore"
"TID_DIAMOND_BUNDLE_TH4","Pacchetto municipio 4"
"TID_DIAMOND_BUNDLE_TH5","Pacchetto municipio 5"
"TID_DIAMOND_BUNDLE_TH6","Pacchetto municipio 6"
"TID_DIAMOND_BUNDLE_TH7","Pacchetto municipio 7"
"TID_DIAMOND_BUNDLE_TH8","Pacchetto municipio 8"
"TID_DIAMOND_BUNDLE_TH9","Pacchetto municipio 9"
"TID_DIAMOND_BUNDLE_TH10","Pacchetto municipio 10"
"TID_DIAMOND_BUNDLE_TH11","Pacchetto municipio 11"
"TID_VILLAGE_OBJECT_SHIP","Barca"
"TID_CLAN_IS_ALREADY_IN_WAR","Il clan sta già combattendo una guerra"
"TID_CLAN_HAS_REQUEST_ALREADY","Il clan ha una sfida di guerra amichevole in sospeso"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","Il clan non ha abbastanza membri"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","Il tuo clan sta già combattendo una guerra"
"TID_OFFER_PURCHASE_PENDING","Acquisto in corso..."
"TID_OFFER_PURCHASE_PENDING_ERROR","Il tuo acquisto è in fase di elaborazione."
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","Torna al villaggio per accettare sfide di guerra amichevole!"
"TID_BUILDING_BOMB_TOWER","Torre bombardiera"
"TID_BUILDING_BOMB_TOWER_INFO","Le torri bombardiere bersagliano le truppe terrestri vicine ed esplodono con un bel BUM quando vengono distrutte! È meglio che le unità di mischia stiano alla larga!"
"TID_DIAMOND_BUNDLE_HERO","Eroe"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","Rimanenti"
"TID_FRIENDLY_WAR","Guerra amichevole"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","Addestra velocemente l'ultimo esercito che hai utilizzato in battaglia!"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","Puoi addestrare truppe extra e lasciarle qui fino a quando il tuo esercito non ha spazio libero.\n\nNota: le tue truppe si addestreranno più lentamente se una caserma è in costruzione."
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","Puoi preparare incantesimi extra e lasciarli qui fino a quando il tuo esercito non ha spazio libero."
"TID_DIAMOND_BUNDLE_BUILDER_INFO","Il pacchetto costruttore contiene <gems> gemme e un costruttore gratis!"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems> gemme\n• <res0> oro\n• Difesa aerea livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems> gemme\n• <res0> oro\n• Torre dello stregone livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems> gemme\n• <res0> oro\n• Volanò livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems> gemme\n• Eroe re barbaro\n• Tesla occulta livello 3\n\nNessun tempo di costruzione!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems> gemme\n• <res0> oro\n• Torre bombardiera livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> gemme\n• Eroe regina degli arcieri\n• Arco-X livello 2\n\nNessun tempo di costruzione!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> gemme\n• <res0> oro\n• Torre infernale livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> gemme\n• Eroe gran sorvegliante\n• Artiglieria Aquila livello 1\n\nNessun tempo di costruzione!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_OVERQUEUE_HELPER_TROOPS","Queste unità si uniranno al tuo esercito quando ci sarà spazio libero!"
"TID_OVERQUEUE_HELPER_SPELLS","Questi incantesimi saranno aggiunti al tuo esercito quando ci sarà spazio libero!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","Vuoi annullare la sfida di guerra amichevole?"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","Annullare la sfida?"
"TID_CANCEL_FRIENDLY_WAR_TEXT","Vuoi rifiutare la sfida di guerra amichevole? Per un po' di tempo le nuove sfide da questo clan saranno bloccate."
"TID_CANCEL_FRIENDLY_WAR_HEADER","Rifiutare la sfida?"
"TID_SHOP_PURCHASED","Acquisto effettuato"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Seleziona i partecipanti alla guerra amichevole"
"TID_VALUE_STICKER_CONTENT","VALORE X <value>"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","Pacchetto torre bombardiera"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> gemme\n• <res0> oro\n• Torre bombardiera livello 2\n\nNessun tempo di costruzione, nessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_UNPLACED_BUILDINGS","Edifici non posizionati"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Le guerre amichevoli non forniscono bottino o XP del clan"
"TID_ARRANGED_WAR_SIZE","Dimensioni della guerra amichevole: <num> contro <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Partecipanti alla guerra amichevole"
"TID_DIAMOND_PACK_6","Manciata di gemme"
"TID_TOWNHALL_LEVEL","Municipio <level>"
"TID_RES_PACK","Pacchetto di risorse"
"TID_RES_PACK_INFO","• <gems> gemme\n• <res0> oro\n• <res1> elisir\n\nNessun limite per i depositi!\n\nOttieni uno sconto enorme sulle risorse per un tempo limitato!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Nuova difesa: torre bombardiera!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• Bombarda i nemici a terra con piccole bombe a corto raggio!\n• Le torri bombardiere esplodono quando vengono distrutte, colpendo le truppe da mischia vicine!\n• La torre bombardiera è disponibile al livello 8 del municipio"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Nuovi miglioramenti"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Municipio 11\n• Drago livello 6\n• Cucciolo di drago livello 5\n• Arco-X livello 5\n• Mortaio livello 10\n• Tesla occulta livello 9\n• 25 parti di mura addizionali\n\nMunicipio 10\n• Stregone livello 7\n• Cucciolo di drago livello 4 ora sbloccato\n\nMunicipio 9\n• Stregone livello 6 ora sbloccato"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Altri aggiornamenti"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Guerre amichevoli: sfida altri clan in guerre personalizzate\n• Aggiungi amici Clash dai profili giocatore\n• Aggiornate le regole del bottino bonus e degli XP del clan nelle guerre tra clan\n• Ridotti tempi e costi per molti livelli di miglioramento\n• Molte modifiche al bilanciamento, dalle streghe agli stregoni!\n• Nuove lingue nelle impostazioni: indonesiano e malese\n\nScopri di più nelle note di pubblicazione dell'aggiornamento complete!"
"TID_BUNDLE_TOWN_HALL","Pacchetto municipio principiante"
"TID_BUNDLE_RESOURCE","Pacchetto di risorse"
"TID_BUNDLE_UPDATE","Pacchetto speciale aggiornamento"
"TID_OFFER_HAS_EXPIRED","Offerta scaduta"
"TID_GOOD_VALUE","Grande occasione!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> gemme ricevute!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> gemme\n• <res0> oro\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato x<value></c>!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> gemme\n• <res0> oro\n• <res1> elisir nero\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato x<value></c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> gemme\n• <res0> elisir\n• <res1> elisir nero\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> gemme\n• <res0> oro\n• <res1> elisir\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Aggiornamento addestramento esercito"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","Abbiamo reso più immediato e semplice l'addestramento dell'esercito grazie all'addestramento veloce! Guarda un breve video sul nuovo sistema!"
"TID_RED_NEWS_BUY","Negozio"
"TID_OFFER_NOT_AVAILABLE","L'offerta non è disponibile al momento"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Hai troppi amici. Rimuovine uno se ne vuoi aggiungere di nuovi."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Il tuo amico ha troppi amici. Riprova più tardi."
"TID_BOOMBOX_NEWS","Notizie"
"TID_BOOMBOX_FOR_YOU","Per te"
"TID_TAB_EVENTS","Eventi"
"TID_BOOMBOX_EVENTS","Eventi"
"TID_TUTORIAL_SETTINGS_HELP","Serve aiuto, capo?"
"TID_ITEMS_LEFT","Rimanenti: <number>"
"TID_BUTTON_GET_GIFT","Riscuoti regalo"
"TID_GIFT_CLAIM_FAIL_SERVER","Riscossione regalo non riuscita. Riprova più tardi."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Impossibile riscuotere il regalo, non sei un membro del clan!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Impossibile riscuotere il regalo, hai cambiato clan troppo recentemente! Riprova più tardi."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Impossibile riscuotere il regalo, hai cambiato clan troppo recentemente! Riprova tra <time>"
"TID_DIAMOND_GIFT_RECEIVED","Hai ricevuto <number> gemme dal regalo del clan!"
"TID_DIAMONDS_GIFT_RECEIVED","Hai ricevuto una gemma dal regalo del clan!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> gemme\n• <res0> elisir nero\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> gemme\n• <res0> elisir\n\nNessun limite per i depositi!\n\nNon perderti questa offerta UNICA dal <cffec78>valore moltiplicato per <value></c>!"
"TID_BLACK_FRIDAY_PACK","Pacchetto Black Friday"
"TID_XMAS_PACK","Super pacchetto festivo"
"TID_XMAS_PACK_INFO","• <gems> gemme\n• <c80d8e8>Regali del clan:</c>\n<giftgems> gemme ciascuno\n\nInclude regali per un massimo di <giftmates> compagni di clan!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Usa: <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Evento sfida: vinci battaglie multigiocatore!\n<cffec78>• Devi usare <usecount> unità di <unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Evento sfida: vinci battaglie multigiocatore!\n<cffec78>• Devi usare 1 <unit></c>"
"TID_GIFT_DIAMOND_PACK_2","Borsa di gemme e regali"
"TID_GIFT_DIAMOND_PACK_3","Sacco di gemme e regali"
"TID_GIFT_DIAMOND_PACK_4","Scatola di gemme e regali"
"TID_GIFT_DIAMOND_PACK_5","Cassa di gemme e regali"
"TID_YOU_GOT_REWARD","Ricevi:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Aspetta prima di inviare una nuova segnalazione"
"TID_ONGOING_EVENTS","Eventi di oggi"
"TID_EVENT_ARMY_BOOST","Potenzia addestramento con 1 gemma"
"TID_EVENT_TIME_LEFT","Tempo rimasto:"
"TID_EVENT_ARMY_BOOST_INFO","Addestra truppe 4 volte più in fretta!\n\nPotenzia l'addestramento delle truppe al costo di 1 sola gemma."
"TID_ACHIEVEMENTS_PROGRESS","Progressi"
"TID_OPEN_TRAIN_TROOPS","Addestra"
"TID_EVENT_COLLECTOR_BOOST","Potenzia raccoglitori con 1 gemma"
"TID_COLLECTOR_BOOST_INFO","Raddoppia la produzione di risorse!\n\nPotenzia gli estrattori di risorse al costo di 1 sola gemma ciascuno."
"TID_EVENT_CW_TITLE","XP del clan x2"
"TID_EVENT_CW_INFO","Fai salire di livello il tuo clan al doppio della velocità!\n\nLe guerre tra clan attive durante questo evento danno XP del clan doppi."
"TID_EVENT_CHRISTMAS","Evento festivo"
"TID_EVENT_STAR_BONUS","Bonus stella x<starbonus>"
"TID_EVENT_STAR_BONUS_INFO","Riempi la tua tesoreria più in fretta!\n\nI bonus stella moltiplicano il bottino x<starbonus> durante questo evento."
"TID_EVENT_CHRISTMAS_SPELL","Speciale Clashtale: Regalo di Natale"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Regala ai nemici un sacco di danno!\n\nPuoi preparare il Regalo di Natale per un periodo limitato."
"TID_OPEN_TRAIN_SPELLS","Prepara"
"TID_EVENT_CHRISTMAS_TRAP","Speciale Clashtale: Trappola congelante"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Immobilizza gli attaccanti!\n\nSono arrivate le trappole congelanti, ma si scioglieranno al termine dell'evento."
"TID_OPEN_SHOP_TRAPS","Costruisci"
"TID_EVENT_CHRISTMAS_UNIT","Speciale Clashtale: Stregone di ghiaccio"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Fai rabbrividire gli avversari con questa truppa leggendaria!\nPuoi addestrare gli stregoni di ghiaccio per un periodo limitato!"
"TID_UPCOMING_EVENTS","Eventi in arrivo"
"TID_GIFT_AVAILABLE_STREAM_TEXT","Un compagno di clan ha mandato dei regali!"
"TID_TRAP_FREEZE","Trappola congelante"
"TID_TRAP_FREEZE_INFO","Immobilizza gli attaccanti con una mossa a sangue freddo!\n\nUtilizzabile solo per un periodo limitato"
"TID_EVENT_TIME_UNTIL_START","Inizia tra:"
"TID_EVENT_UPCOMING_TIME","<number> giorni"
"TID_EVENT_ARMYSPELL_BOOST","Potenzia esercito con 1 gemma"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Ottieni eserciti completi 4 volte più in fretta!\n\nPotenzia quanto segue al costo di 1 gemma ciascuno:\n• eroi\n• addestramento truppe\n• preparazione incantesimi"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> gemme\n• <res0> oro\n• <res1> elisir\n• <res2> elisir nero\n\nSupera i limiti per i depositi!\n\nL'offerta UNICA <cffec78>migliore di sempre</c>: non perdertela!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Hai migliorato il numero massimo di edifici di questo tipo!"
"TID_UPGRADE_COUNT_LIMITED","Puoi migliorare ancora <num> di questi edifici"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Non puoi migliorare altri edifici di questo tipo</c>"
"TID_WIZARD2","Stregone di ghiaccio"
"TID_CHARACTER_INFO_WIZARD2","Questo stregone leggendario rallenta le difese nemiche con devastanti schegge di ghiaccio!\n\nDisponibile solo per un periodo limitato."
"TID_WATCH","Guarda video"
"TID_EVENT_SPELL_BOOST","Potenzia preparazione con 1 gemma"
"TID_EVENT_SPELL_BOOST_INFO","Prepara gli incantesimi 4 volte più in fretta!\n\nPotenzia la preparazione di incantesimi al costo di 1 sola gemma."
"TID_EVENT_TROOP","Evento <troop>"
"TID_EVENT_TROOP_INFO","Addestra la truppa <troop> a un costo scontato e completa l'evento sfida!"
"TID_EVENT_SPELL","Evento <troop>"
"TID_EVENT_SPELL_INFO","Prepara l'incantesimo <troop> a un costo scontato!"
"TID_REDUCE_COST","Costo scontato:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Evento completato!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Capo, è iniziato un evento truppa!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Capo, è iniziato un evento incantesimo!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Capo, è iniziato un evento potenzia addestramento con 1 gemma!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Capo, è iniziato un evento potenzia preparazione con 1 gemma!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Capo, è iniziato un evento potenzia esercito con 1 gemma!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Capo, è iniziato un evento potenzia estrazione con 1 gemma!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Capo, è iniziato un evento bonus stella!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Capo, è iniziato un evento XP del clan!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Capo, una truppa speciale è disponibile per un periodo limitato!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Capo, un incantesimo speciale è disponibile per un periodo limitato!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Capo, una trappola speciale è disponibile per un periodo limitato!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Capo, è disponibile una preziosa offerta per un periodo limitato!"
"TID_GIFT_GIVEN_STREAM_TEXT","Hai spedito dei regali del clan!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Hai già riscosso questo regalo!"
"TID_HOLIDAY_PACK","Pacchetto festivo"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Torna al villaggio per ricevere i regali!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Evento completato! Hai ricevuto <gem> gemme e <xp> XP!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","1º giorno di Clashtale!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","2º giorno di Clashtale!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","3º giorno di Clashtale!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ regali del clan"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","Buon Clashtale!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","Arriva la neve, e con lei gli eventi speciali!\n\nControlla la nuova scheda degli <c76589b>eventi</c> e non perderti il divertimento in arrivo!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Nuovi miglioramenti"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Municipio 11\n• Re barbaro di livello 41-45\n• Regina degli arcieri di livello 41-45\n• Golem di livello 6\n• Domatore di cinghiali di livello 7\n• Incantesimo Veleno di livello 5\n• Castello del clan di livello 7\n• Torre dello stregone di livello 10\n• Mura di livello 12 (massimo 50 parti)"
"TID_NEWS_XMAS_2016_MORE_TITLE","Altri aggiornamenti"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Torre dello stregone di livello 9 disponibile al municipio 10\n• Raggio dell'incantesimo Veleno leggermente incrementato\n• Danni e punti ferita della strega incrementati\n• Velocità d'attacco della mongolfiera, del drago e di P.E.K.K.A incrementate\n• Riduzione di costi e tempi per diversi miglioramenti"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00>Evento Bonus stella x<num>!</c>"
"TID_NO_EVENTS_CONTENT","Nessun evento previsto al momento.\nTorna più tardi!"
"TID_FEEDBACK_BUTTON6","Account bloccato"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Capo, festeggia Clashtale con potenziamenti per 1 gemma e il Regalo di Natale!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Capo, Clashtale continua con la trappola congelante: provala!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Capo, addestra gli stregoni di ghiaccio prima che Clashtale finisca!"
"TID_QQ_LOGIN_BUTTON","Accesso QQ"
"TID_WECHAT_LOGIN_BUTTON","Accesso WeChat"
"TID_GUEST_LOGIN_BUTTON","Accesso come ospite"
"TID_WECHAT_LOGGED_IN","Accesso a WeChat effettuato"
"TID_QQ_LOGGED_IN","Accesso a QQ effettuato"
"TID_WECHAT_LOGOUT_BUTTON","Esci"
"TID_WECHAT_NOT_INSTALLED","Non hai ancora installato WeChat"
"TID_SHARE_DIALOG_TITLE","Condividi"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Nuovo account di gioco"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","I tuoi progressi attuali sono collegati a un altro account. Sei sicuro di voler effettuare l'accesso e creare una nuova partita con questo account QQ/WeChat?"
