"TID","CNT"
"TID_PLAYER_SEARCH_GENERIC","出錯了。請稍後重試。"
"TID_BOOST_POPUP_TITLE_RESUME","恢復加速！"
"TID_FRIEND_LIST_ITEM_SENT","已發送好友請求"
"TID_BOOST_POPUP_ITEM_RESUME","恢復"
"TID_OPEN_CHALLENGE","發起挑戰"
"TID_CHALLENGE_FRIEND_TITLE","挑戰好友"
"TID_CHALLENGE_ATTACK_CODE","進攻代碼："
"TID_CHALLENGE_ATTACK_CODE_HINT","邀請好友使用該代碼來進攻您的村莊！您的好友也可以從他們自己的好友列表中直接接受挑戰。"
"TID_CHALLENGE_FRIEND_CONTENT","邀請好友進攻您的村莊"
"TID_CHALLENGE_CANT_REQUEST","加入一個部落，向部落成員請求部隊和法術增援"
"TID_WAITING_FOR_BATTLE_CODE","等待代碼..."
"TID_POPUP_BOOST_RESOURCES","加速資源採集器使它們的資源產量在<time>內加倍。"
"TID_POPUP_BOOST_ATTACK","加速軍隊建築使訓練速度在<time>內加快至原來的<multiplier>倍。"
"TID_POPUP_RESUME_BOOST_TEXT","伺服器維護期間加速已暫停。"
"TID_ALLIANCE_WAR_COOLDOWN","您的部落在<time>內無法進行部落對戰。"
"TID_ADD_FRIENDS_INFO_CLASH","新增好友可以與好友進行友誼戰，並隨時瞭解他們在《部落衝突》中的動態！"
"TID_BUTTON_TRAIN_PRESETS","一鍵訓練"
"TID_CHALLENGE_WAS_ACCEPTED","友誼戰已接受！"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","觀看即時重播，看看您的好友打得怎麼樣？"
"TID_CLANS_SELECTOR_BOOKMARKS","收藏"
"TID_CLANS_SELECTOR_SEARCH","搜尋"
"TID_ALLIANCE_TAB_CLANS","部落"
"TID_BUTTON_CLAN_WAR_MATCHED_START","部落友誼戰"
"TID_ARRANGED_WAR_START_BUTTON","發送挑戰"
"TID_PREPARATION_DAY_DURATION","準備階段"
"TID_WAR_DAY_DURATION","對戰階段"
"TID_WAR_SIZE_TEXT","規模："
"TID_PREPARE_DURATION","準備時間："
"TID_WAR_DURATION","對戰時間："
"TID_ARRANGED_WAR_REQUEST_SENT","部落友誼戰邀請已發送"
"TID_SENT_WAR_REQUEST_TO","部落友誼戰邀請已發送至<clan>！"
"TID_RECEIVED_WAR_REQUEST_FROM","收到來自<clan>的部落友誼戰邀請！"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","<name>已接受"
"TID_CLAN_WAR_CHALLENGE_REJECTED","<name>已拒絕"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","<name>已取消"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","部落友誼戰邀請被拒絕"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","軍隊概況"
"TID_TRAINING_SCREEN_TAB_TROOPS","訓練部隊"
"TID_TRAINING_SCREEN_TAB_SPELLS","配製法術"
"TID_TRAINING_SCREEN_TAB_PRESETS","一鍵訓練"
"TID_TRAINING_SCREEN_BARRACKS","訓練營"
"TID_TRAINING_SCREEN_DARK_BARRACKS","闇黑訓練營"
"TID_TRAINING_SCREEN_SPELLS","法術工廠"
"TID_TRAINING_SCREEN_DARK_SPELLS","闇黑法術工廠"
"TID_TRAINING_SCREEN_TIME_LEFT","剩餘時間："
"TID_TRAINING_SCREEN_CAPACITY","空間："
"TID_OVERVIEW_TROOPS_TITLE","部隊"
"TID_OVERVIEW_HEROES_TITLE","英雄"
"TID_TRAINING_SCREEN_ELIXIR","聖水："
"TID_TRAINING_SCREEN_DARK_ELIXIR","闇黑重油："
"TID_TRAINING_BUTTON_BOOST","加速"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","等待對手接受友誼戰"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","您需要等待<time>後才可發送新的挑戰"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","取消部落友誼戰？"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","確定取消部落友誼戰邀請嗎？"
"TID_ADD_FRIENDS_INFO_REQUESTS","在其他玩家的簡介頁面可將其新增為好友。登入蘋果遊戲中心(Game Center)和Facebook帳號後，您可以在這裡查看您的好友。"
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","在其他玩家的簡介頁面可將其新增為好友。登入Facebook帳號後，您可以在這裡查看您的好友。"
"TID_OVERVIEW_TRAIN_PREVIOUS","訓練"
"TID_BUTTON_TRAIN_PRESET","訓練"
"TID_BUTTON_EDIT_PRESET","編輯"
"TID_BUTTON_CREATE_PRESET","創建"
"TID_BUTTON_CANCEL_PRESET","取消"
"TID_BUTTON_SAVE_PRESET","保存"
"TID_PRESET_RESOURCES","花費"
"TID_PRESET_TIME","時間"
"TID_TRAINING_SPELLS_INFO","法術將在大本營達到5級時解鎖"
"TID_TRAINING_SPELLS_INFO_BUILD","要配製法術，請先建造法術工廠！"
"TID_SEARCH_TAB_BOOKMARKS","收藏"
"TID_TRAINING_RESOURCES","資源"
"TID_ADD_FRIEND_ERROR_GENERIC","無法發送好友請求，請稍後重試。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","您想要新增的好友不存在。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","您發送的好友請求過多，請先移除一個請求再重試。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","該玩家待處理的好友請求過多，請您稍後重試。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","您無法向自己發送好友邀請！"
"TID_ADVANCED_SEARCH_BUTTON_MORE","篩選條件"
"TID_ADVANCED_SEARCH_BUTTON_LESS","隱藏"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","部落友誼戰"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","是否允許其他部落向您的部落發送部落友誼戰邀請？"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","是否允許其他玩家透過您的部落簡介查看部落對戰結果"
"TID_DECORATION_BK_STATUE","超級英雄雕像"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","我們進行了如下懲罰措施：您的部落和村莊將暫時無法參加部落對戰。"
"TID_BUTTON_SELECT","開始！"
"TID_PRESET_UNLOCK_INFO","一鍵訓練功能在大本營達到<number>級時解鎖！"
"TID_CREATE_PRESET_INFO","新增部隊和法術，保存軍隊設定"
"TID_PRESET_INFO","創建軍隊設定，快捷訓練軍隊！"
"TID_PREVIOUS_ARMY_INFO","訓練上一次進攻中所使用的軍隊！"
"TID_BUILDING_CONSTRUCTION_PREVENTS","建造完成後可用！"
"TID_TITLE_RENAME_PRESET","重命名軍隊設定"
"TID_PREVIOUS_ARMY","上一次使用的軍隊設定"
"TID_ARMY_SLOT_DEFAULT_NAME","軍隊設定<num>"
"TID_DIAMOND_BUNDLE_BUILDER","建築工人包"
"TID_DIAMOND_BUNDLE_TH4","4級大本營包"
"TID_DIAMOND_BUNDLE_TH5","5級大本營包"
"TID_DIAMOND_BUNDLE_TH6","6級大本營包"
"TID_DIAMOND_BUNDLE_TH7","7級大本營包"
"TID_DIAMOND_BUNDLE_TH8","8級大本營包"
"TID_DIAMOND_BUNDLE_TH9","9級大本營包"
"TID_DIAMOND_BUNDLE_TH10","10級大本營包"
"TID_DIAMOND_BUNDLE_TH11","11級大本營包"
"TID_VILLAGE_OBJECT_SHIP","帆船"
"TID_CLAN_IS_ALREADY_IN_WAR","部落已處於對戰中"
"TID_CLAN_HAS_REQUEST_ALREADY","該部落有待處理的部落友誼戰邀請"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","部落成員不夠"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","您的部落已處於對戰中"
"TID_OFFER_PURCHASE_PENDING","正在購買..."
"TID_OFFER_PURCHASE_PENDING_ERROR","系統正在處理您的訂單。"
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","回營接受部落友誼戰邀請！"
"TID_BUILDING_BOMB_TOWER","炸彈塔"
"TID_BUILDING_BOMB_TOWER_INFO","炸彈塔可以投擲炸彈轟炸附近的地面部隊，被摧毀後會產生一個大爆炸！近戰部隊最好離它遠點吧！"
"TID_DIAMOND_BUNDLE_HERO","英雄"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","剩餘空間"
"TID_FRIENDLY_WAR","部落友誼戰"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","一鍵訓練您在上次戰鬥中使用的軍隊！"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","您可以在佇列中訓練額外的部隊，當您的兵營有剩餘空間時，這些兵種將會自動補充至軍隊！\n\n請注意：如果您有訓練營正在建造或升級，訓練部隊的速度將會減慢。"
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","您可以在佇列中配製額外的法術，當您有剩餘的法術儲存容量時，這些法術將會自動補充至軍隊！"
"TID_DIAMOND_BUNDLE_BUILDER_INFO","該包含有<gems>顆寶石和一個免費的建築工人！"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems>寶石\n• <res0>金幣\n• 2級防空火箭\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems>寶石\n• <res0>金幣\n• 2級法師塔\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems>寶石\n• <res0>金幣\n• 2級空氣炮\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems>寶石\n• 野蠻人之王\n• 3級特斯拉電磁塔\n\n超值包中的建築無需花費建造時間！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems>寶石\n• <res0>金幣\n• 2級炸彈塔\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems>寶石\n• 弓箭女皇\n• 2級X連弩\n\n超值包中的建築無需花費建造時間！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems>寶石\n• <res0>金幣\n• 2級地獄之塔\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems>寶石\n• 大守護者\n• 1級天鷹火炮\n\n超值包中的建築無需花費建造時間！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_OVERQUEUE_HELPER_TROOPS","當您的兵營有剩餘空間時，這些兵種將會自動補充至軍隊！"
"TID_OVERQUEUE_HELPER_SPELLS","當您有剩餘的法術儲存容量時，這些法術將會自動補充至軍隊！"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","您想要取消部落友誼戰邀請嗎？"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","取消友誼戰邀請？"
"TID_CANCEL_FRIENDLY_WAR_TEXT","您確定要拒絕該部落友誼戰邀請？在一段時間內您將不會再次收到該部落發來的邀請。"
"TID_CANCEL_FRIENDLY_WAR_HEADER","拒絕友誼戰邀請？"
"TID_SHOP_PURCHASED","已購買"
"TID_ARRANGED_WAR_EDIT_MEMBERS","選擇部落友誼戰參戰成員"
"TID_VALUE_STICKER_CONTENT","<value>倍超值"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","炸彈塔包"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems>寶石\n• <res0>金幣\n• 2級炸彈塔\n\n超值包中的建築無需花費建造時間，存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_UNPLACED_BUILDINGS","待設置的建築"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","部落友誼戰不提供戰利品和部落經驗值"
"TID_ARRANGED_WAR_SIZE","部落友誼戰規模：<num> vs <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","部落友誼戰參戰成員"
"TID_DIAMOND_PACK_6","一小包寶石"
"TID_TOWNHALL_LEVEL","<level>級大本營"
"TID_RES_PACK","資源包"
"TID_RES_PACK_INFO","• <gems>寶石\n• <res0>金幣\n• <res1>聖水\n\n存放包中的資源不受最大儲存量限制！\n\n巨大折扣，限時優惠！"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","全新防禦建築：炸彈塔！"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• 在小範圍內投擲小型炸彈轟炸敵軍地面部隊！\n• 炸彈塔被摧毀後會爆炸，對周圍的近戰部隊造成傷害！\n• 炸彈塔在8級大本營解鎖"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","等級上限提高"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","11級大本營\n• 飛龍可升至6級\n• 飛龍寶寶可升至5級\n• X連弩可升至5級\n• 迫擊炮可升至10級\n• 特斯拉電磁塔可升至9級\n• 新增25塊城牆\n\n10級大本營\n• 法師可升至7級\n• 可解鎖4級飛龍寶寶\n\n9級大本營\n• 可解鎖6級法師"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","更多更新內容"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• 部落友誼戰：向其他部落發起部落友誼戰，可自訂對戰\n• 在其他玩家的簡介頁面可直接新增其為好友\n• 調整了部落對戰戰利品和部落經驗值分配標準\n• 減少了部分升級所需時間和花費\n• 一系列平衡性調整，包括法師和女巫！\n• 遊戲設定中新增了兩種語言：印尼語和馬來語\n\n詳細更新內容請閱讀更新預告！"
"TID_BUNDLE_TOWN_HALL","大本營升級包"
"TID_BUNDLE_RESOURCE","資源包"
"TID_BUNDLE_UPDATE","更新特惠包"
"TID_OFFER_HAS_EXPIRED","優惠已過期"
"TID_GOOD_VALUE","超值"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> 寶石已收到！</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems>寶石\n• <res0>金幣\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems>寶石\n• <res0>金幣\n• <res1>闇黑重油\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems>寶石\n• <res0>聖水\n• <res1>闇黑重油\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems>寶石\n• <res0>金幣\n• <res1>聖水\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","優化軍隊訓練系統"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","我們改進了軍隊訓練系統！您現在可以使用一鍵訓練按鈕快捷地訓練軍隊了！請觀看影片以瞭解新的訓練系統！"
"TID_RED_NEWS_BUY","商店"
"TID_OFFER_NOT_AVAILABLE","暫無優惠"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","您的好友人數過多，請先移除一些，再增加新的好友。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","您好友的好友人數過多，請稍後再試一次。"
"TID_BOOMBOX_NEWS","新聞"
"TID_BOOMBOX_FOR_YOU","為您推薦"
"TID_TAB_EVENTS","活動"
"TID_BOOMBOX_EVENTS","活動"
"TID_TUTORIAL_SETTINGS_HELP","需要幫助嗎，首領？"
"TID_ITEMS_LEFT","剩餘<number>"
"TID_BUTTON_GET_GIFT","領取禮物"
"TID_GIFT_CLAIM_FAIL_SERVER","領取禮物失敗，請稍後重試。"
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","無法領取禮物，因為您不是該部落成員！"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","無法領取禮物，因為您剛剛更換了部落！請稍後重試。"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","無法領取禮物，因為您剛剛更換了部落！請在<time>後重試。"
"TID_DIAMOND_GIFT_RECEIVED","您從部落禮物中獲得了<number>顆寶石！"
"TID_DIAMONDS_GIFT_RECEIVED","您從部落禮物中獲得了1顆寶石！"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems>寶石\n• <res0>闇黑重油\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems>寶石\n• <res0>聖水\n\n存放超值包中的資源不受最大儲存量限制！\n\n該<cffec78><value>倍超值包</c>只可購買\n一次，千萬不要錯過喔！"
"TID_BLACK_FRIDAY_PACK","黑色星期五特惠包"
"TID_XMAS_PACK","節日超級特惠包"
"TID_XMAS_PACK_INFO","• <gems>寶石\n• <c80d8e8>部落禮物：</c>\n每個包含<giftgems>寶石\n\n禮物可供<giftmates>部落成員領取！"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","使用<unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","活動挑戰：在連線模式中獲勝！\n<cffec78>• 必須使用<usecount>個<unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","活動挑戰：在連線模式中獲勝！\n<cffec78>• 必須使用1個<unit></c>"
"TID_GIFT_DIAMOND_PACK_2","一小袋寶石和禮物"
"TID_GIFT_DIAMOND_PACK_3","一麻袋寶石和禮物"
"TID_GIFT_DIAMOND_PACK_4","一小箱寶石和禮物"
"TID_GIFT_DIAMOND_PACK_5","一大箱寶石和禮物"
"TID_YOU_GOT_REWARD","您獲得了："
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","您需要稍等片刻才能再次舉報"
"TID_ONGOING_EVENTS","今日活動"
"TID_EVENT_ARMY_BOOST","1寶石加速訓練"
"TID_EVENT_TIME_LEFT","剩餘時間："
"TID_EVENT_ARMY_BOOST_INFO","部隊訓練加快至原來的4倍！\n\n只需1寶石即可加速部隊訓練。"
"TID_ACHIEVEMENTS_PROGRESS","進度"
"TID_OPEN_TRAIN_TROOPS","訓練"
"TID_EVENT_COLLECTOR_BOOST","1寶石加速資源採集器"
"TID_COLLECTOR_BOOST_INFO","資源產量加倍！\n\n只需1寶石即可加速任意一個資源採集器。"
"TID_EVENT_CW_TITLE","部落經驗值x2"
"TID_EVENT_CW_INFO","部落升級速度加倍！\n\n活動期間進行部落對戰，對戰雙方獲得的經驗值加倍。"
"TID_EVENT_CHRISTMAS","節日活動"
"TID_EVENT_STAR_BONUS","勝利之星獎勵x<starbonus>"
"TID_EVENT_STAR_BONUS_INFO","更快地填滿您的寶庫！\n\n活動期間可獲得<starbonus>倍勝利之星獎勵"
"TID_EVENT_CHRISTMAS_SPELL","Clash耶誕節特別活動：聖誕奇襲"
"TID_EVENT_CHRISTMAS_SPELL_INFO","給敵人的村莊送上一份毀滅性的禮物！\n\n聖誕奇襲法術僅限活動期間配製。"
"TID_OPEN_TRAIN_SPELLS","配製"
"TID_EVENT_CHRISTMAS_TRAP","Clash耶誕節特別活動：冰凍陷阱"
"TID_EVENT_CHRISTMAS_TRAP_INFO","凍住進攻中的敵軍！\n\n冰凍陷阱出現啦，不過活動結束後就會消失不見。"
"TID_OPEN_SHOP_TRAPS","建造"
"TID_EVENT_CHRISTMAS_UNIT","Clash耶誕節特別活動：寒冰法師"
"TID_EVENT_CHRISTMAS_UNIT_INFO","這一傳奇兵種會讓您的敵人顫慄不已！\n\n寒冰法師僅限活動期間訓練。"
"TID_UPCOMING_EVENTS","即將開始的活動"
"TID_GIFT_AVAILABLE_STREAM_TEXT","一個部落成員送出了禮物！"
"TID_TRAP_FREEZE","冰凍陷阱"
"TID_TRAP_FREEZE_INFO","凍住進攻中的敵軍，凍起來！\n\n僅限活動期間使用"
"TID_EVENT_TIME_UNTIL_START","離開始還有："
"TID_EVENT_UPCOMING_TIME","<number>天"
"TID_EVENT_ARMYSPELL_BOOST","1寶石加速軍隊訓練"
"TID_EVENT_ARMYSPELL_BOOST_INFO","軍隊訓練加快至原來的4倍！\n\n分別使用1寶石加速：\n• 單個英雄\n• 部隊訓練\n• 法術配製"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems>寶石\n• <res0>金幣\n• <res1>聖水\n• <res2>闇黑重油\n\n存放特惠包中的資源不受最大儲量限制！\n\n<cffec78>最超值特惠包</c>，只可購買一次，千萬不要錯過哦！"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","此建築可升級數量已達上限！"
"TID_UPGRADE_COUNT_LIMITED","您還可升級<num>個這樣的建築"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>您無法升級更多這樣的建築</c>"
"TID_WIZARD2","寒冰法師"
"TID_CHARACTER_INFO_WIZARD2","這位傳奇法師發射的冰晶具有很大的殺傷力，能降低敵軍防禦建築的攻擊速度！\n\n僅限活動期間使用。"
"TID_WATCH","點擊觀看"
"TID_EVENT_SPELL_BOOST","1寶石加速法術配製"
"TID_EVENT_SPELL_BOOST_INFO","法術配製速度加快至原來的4倍！\n\n只需1寶石即可加速法術配製。"
"TID_EVENT_TROOP","<troop>活動"
"TID_EVENT_TROOP_INFO","訓練<troop>可享受折扣，快來完成活動挑戰吧！"
"TID_EVENT_SPELL","<troop>活動"
"TID_EVENT_SPELL_INFO","配製<troop>可享受折扣！"
"TID_REDUCE_COST","花費折扣："
"TID_EVENT_ACHIEVEMENT_COMPLETE","活動挑戰已完成！"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","首領，部隊活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","首領，法術活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","首領，1寶石加速訓練的活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","首領，1寶石加速法術配製的活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","首領，1寶石加速軍隊訓練的活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","首領，1寶石加速資源採集器的活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","首領，勝利之星獎勵活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","首領，部落經驗值活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","首領，特殊兵種的限時活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","首領，特殊法術的限時活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","首領，特殊陷阱的限時活動開始啦！"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","首領，超值特惠包現已推出，限時供應哦！"
"TID_GIFT_GIVEN_STREAM_TEXT","您已送出部落禮物！"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","您已領取過該禮物了！"
"TID_HOLIDAY_PACK","節日特惠包"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","回營領取禮物！"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","活動挑戰已完成！您收到了<gem>顆寶石和<xp>點經驗值！"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","Clash耶誕節第一天"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","Clash耶誕節第二天"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","Clash耶誕節第三天"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+部落禮物"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","Clash耶誕節快樂！"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","在這個飄雪的季節裡，我們推出了各種特別活動！\n\n查看新的<c76589b>活動</c>選單，關注這些有趣的活動吧！"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","新的等級"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","11級大本營\n• 野蠻人之王可升至41-45級\n• 弓箭女皇可升至41-45級\n• 戈侖石人可升至6級\n• 野豬騎士可升至7級\n• 毒藥法術可升至5級\n• 部落城堡可升至7級\n• 法師塔可升至10級\n• 城牆可升至12級 （最多升級50塊）"
"TID_NEWS_XMAS_2016_MORE_TITLE","其他更新"
"TID_NEWS_XMAS_2016_MORE_TEXT","• 10級大本營可解鎖9級法師塔\n• 毒藥法術範圍略微增加\n• 女巫傷害和生命值增加\n• 氣球兵、飛龍和皮卡超人攻擊速度提升\n• 部分升級費用和時間減少"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00>勝利之星獎勵x<num>活動！</c>"
"TID_NO_EVENTS_CONTENT","暫無活動安排。\n請稍後再次查看！"
"TID_FEEDBACK_BUTTON6","帳號已鎖定"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","首領，為了迎接Clash耶誕節的到來，我們特別推出了1寶石加速活動和聖誕奇襲法術！"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","首領，Clash耶誕節期間還有新奇的冰凍陷阱喔，趕快去看看吧！"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","首領，抓住Clash耶誕節的尾巴，帶著寒冰法師出征吧！"
"TID_QQ_LOGIN_BUTTON","QQ登入"
"TID_WECHAT_LOGIN_BUTTON","微信登入"
"TID_GUEST_LOGIN_BUTTON","遊客登入"
"TID_WECHAT_LOGGED_IN","已登入微信"
"TID_QQ_LOGGED_IN","已登入QQ"
"TID_WECHAT_LOGOUT_BUTTON","退出登入"
"TID_WECHAT_NOT_INSTALLED","您的裝置尚未安裝微信"
"TID_SHARE_DIALOG_TITLE","分享"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","新的遊戲帳號"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","您目前的遊戲進度已綁定了另一個帳號。您確定要登入這個QQ/微信帳號來創建新的遊戲進度嗎？"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","您要載入大本營<number>級且名為<name>的村莊嗎？"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","《部落衝突》是一款免費遊戲，但是您可以透過應用內購買加速遊戲進度。"
"TID_MULTIDEVICE_INFO_TENCENT","要在多台安卓裝置上玩同一個村莊，請登入同一個微信或QQ帳號。"
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","同步您的遊戲進度"
"TID_LINK_SAME_PLATFORM_TENCENT","要在多台裝置上玩同一個村莊，請確保您已在遊戲設定中登入微信或QQ帳號。\n\n然後，在另一台裝置上登入同一個微信或QQ帳號，您的遊戲進度將會自動同步。"
