"TID","NO"
"TID_POPUP_BOOST_ATTACK","Når du gir militærbygninger en økning, produserer de <multiplier>x så raskt i <time>."
"TID_POPUP_RESUME_BOOST_TEXT","Økningen din ble satt på pause under vedlikeholdet."
"TID_ALLIANCE_WAR_COOLDOWN","Klanen din er blitt utestengt fra klankriger i <time>"
"TID_ADD_FRIENDS_INFO_CLASH","Legg til spillere som Clash-venner for å starte uhøytidelige utfordringer og følge dem i Clash of Clans!"
"TID_BUTTON_TRAIN_PRESETS","Hurtigtrening"
"TID_CHALLENGE_WAS_ACCEPTED","Uhøytidelig utfordring akseptert!"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","Vil du følge med på direktesendingen for å se hvordan vennen din klarer seg?"
"TID_CLANS_SELECTOR_BOOKMARKS","Bokmerker"
"TID_CLANS_SELECTOR_SEARCH","Søk"
"TID_ALLIANCE_TAB_CLANS","Klaner"
"TID_BUTTON_CLAN_WAR_MATCHED_START","Utfordre"
"TID_ARRANGED_WAR_START_BUTTON","Send utfordring"
"TID_PREPARATION_DAY_DURATION","Forberedelsesperiode"
"TID_WAR_DAY_DURATION","Kampperiode"
"TID_WAR_SIZE_TEXT","Størrelse:"
"TID_PREPARE_DURATION","Forberedelse:"
"TID_WAR_DURATION","Kamp:"
"TID_ARRANGED_WAR_REQUEST_SENT","Krigsforespørsel sendt"
"TID_SENT_WAR_REQUEST_TO","Krigsutfordring sendt til <clan>!"
"TID_RECEIVED_WAR_REQUEST_FROM","Krigsutfordring fra <clan>!"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","Godtatt av <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED","Avvist av <name>"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","Avbrutt av <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","Utfordringen ble avvist"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","Hær"
"TID_TRAINING_SCREEN_TAB_TROOPS","Tren tropper"
"TID_TRAINING_SCREEN_TAB_SPELLS","Brygg formler"
"TID_TRAINING_SCREEN_TAB_PRESETS","Hurtigtrening"
"TID_TRAINING_SCREEN_BARRACKS","Brakker"
"TID_TRAINING_SCREEN_DARK_BARRACKS","Mørke brakker"
"TID_TRAINING_SCREEN_SPELLS","Formelfabrikk"
"TID_TRAINING_SCREEN_DARK_SPELLS","Mørkeformelfabrikk"
"TID_TRAINING_SCREEN_TIME_LEFT","Tid igjen:"
"TID_TRAINING_SCREEN_CAPACITY","Kapasitet:"
"TID_OVERVIEW_TROOPS_TITLE","Tropper"
"TID_OVERVIEW_HEROES_TITLE","Helter"
"TID_TRAINING_SCREEN_ELIXIR","Eliksir:"
"TID_TRAINING_SCREEN_DARK_ELIXIR","Mørk eliksir:"
"TID_TRAINING_BUTTON_BOOST","Forsterk"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","Venter på at motstanderen skal godta"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","Du kan sende en ny utfordring om <time>"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","Vil du avbryte utfordringen?"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","Er du sikker på at du vil avbryte den uhøytidelige krigsutfordringen?"
"TID_ADD_FRIENDS_INFO_REQUESTS","Du kan legge til Clash-venner fra spillerprofilen deres. Game Center- og Facebook-venner legges til automatisk når du har logget inn."
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","Du kan legge til Clash-venner fra spillerprofilen deres. Facebook-venner legges til automatisk når du har logget inn."
"TID_OVERVIEW_TRAIN_PREVIOUS","Tren"
"TID_BUTTON_TRAIN_PRESET","Tren"
"TID_BUTTON_EDIT_PRESET","Rediger"
"TID_BUTTON_CREATE_PRESET","Lag"
"TID_BUTTON_CANCEL_PRESET","Avbryt"
"TID_BUTTON_SAVE_PRESET","Lagre"
"TID_PRESET_RESOURCES","Pris"
"TID_PRESET_TIME","Tid"
"TID_TRAINING_SPELLS_INFO","Formler blir tilgjengelig ved rådhusnivå 5"
"TID_TRAINING_SPELLS_INFO_BUILD","Bygg en formelfabrikk for å låse opp formler!"
"TID_SEARCH_TAB_BOOKMARKS","Bokmerker"
"TID_TRAINING_RESOURCES","Ressurser"
"TID_ADD_FRIEND_ERROR_GENERIC","Kunne ikke sende en venneinvitasjon. Prøv igjen senere."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Spilleren du forsøkte å legge til, eksisterer ikke."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Du har sendt for mange venneinvitasjoner. Fjern en og prøv på nytt."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Vennen din har for mange ubesvarte forespørsler. Prøv igjen senere."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Du kan ikke bli venn med deg selv!"
"TID_ADVANCED_SEARCH_BUTTON_MORE","Filter"
"TID_ADVANCED_SEARCH_BUTTON_LESS","Skjul filter"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","Uhøytidelige kriger"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","Vil du tillate andre klaner å sende deg uhøytidelige krigsutfordringer?"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","La andre spillere se resultatene fra krigene dine i klanens profil."
"TID_DECORATION_BK_STATUE","Statue av stor helt"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","På grunn av disiplinære tiltak har klanen din og spillkontoen blitt midlertidig utestengt fra klankriger."
"TID_BUTTON_SELECT","Start!"
"TID_PRESET_UNLOCK_INFO","Hurtigtrening låses opp ved rådhusnivå <number>!"
"TID_CREATE_PRESET_INFO","Legg til tropper og formler, så lagrer du hæren"
"TID_PRESET_INFO","Lag militære planer som gjør treningen enklere!"
"TID_PREVIOUS_ARMY_INFO","Tren forrige hær etter at du har utført et angrep!"
"TID_BUILDING_CONSTRUCTION_PREVENTS","Tilgjengelig når byggingen er fullført!"
"TID_TITLE_RENAME_PRESET","Gi hæren et nytt navn"
"TID_PREVIOUS_ARMY","Forrige hær"
"TID_ARMY_SLOT_DEFAULT_NAME","Hær <num>"
"TID_DIAMOND_BUNDLE_BUILDER","Byggepakke"
"TID_DIAMOND_BUNDLE_TH4","Rådhus 4-pakke"
"TID_DIAMOND_BUNDLE_TH5","Rådhus 5-pakke"
"TID_DIAMOND_BUNDLE_TH6","Rådhus 6-pakke"
"TID_DIAMOND_BUNDLE_TH7","Rådhus 7-pakke"
"TID_DIAMOND_BUNDLE_TH8","Rådhus 8-pakke"
"TID_DIAMOND_BUNDLE_TH9","Rådhus 9-pakke"
"TID_DIAMOND_BUNDLE_TH10","Rådhus 10-pakke"
"TID_DIAMOND_BUNDLE_TH11","Rådhus 11-pakke"
"TID_VILLAGE_OBJECT_SHIP","Båt"
"TID_CLAN_IS_ALREADY_IN_WAR","Klanen er allerede med i en krig"
"TID_CLAN_HAS_REQUEST_ALREADY","Klanen har en ubesvart uhøytidelig krigsutfordring"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","Klanen har ikke nok medlemmer"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","Klanen din er allerede med i en krig"
"TID_OFFER_PURCHASE_PENDING","Kjøper ..."
"TID_OFFER_PURCHASE_PENDING_ERROR","Kjøpet ditt blir behandlet."
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","Dra hjem for å si ja til en uhøytidelig krigsutfordring!"
"TID_BUILDING_BOMB_TOWER","Bombetårn"
"TID_BUILDING_BOMB_TOWER_INFO","Bombetårn bombarderer bakkestyrker i nærheten og går i lufta med et stort SMELL når de ødelegges! Nærkampenheter bør holde seg på avstand!"
"TID_DIAMOND_BUNDLE_HERO","Helt"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","igjen"
"TID_FRIENDLY_WAR","Uhøytidelig krig"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","Hurtigtren den forrige hæren du brukte i kamp!"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","Du kan trene ekstra tropper og oppbevare dem her til hæren din har ledig plass.\n\nMerk: Troppene dine trener saktere hvis en brakke er under konstruksjon."
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","Du kan brygge ekstra formler og oppbevare dem her til hæren din har ledig plass."
"TID_DIAMOND_BUNDLE_BUILDER_INFO","Denne byggepakken inneholder <gems> juveler og en gratis bygger!"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems> Juveler\n• <res0> Gull\n• Luftforsvar på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems> Juveler\n• <res0> Gull\n• Trollmannstårn på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems> Juveler\n• <res0> Gull\n• Luftblåsere på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems> Juveler\n• Barbarkonge\n• Skjult tesla på nivå 3\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems> Juveler\n• <res0> Gull\n• Bombetårn på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> Juveler\n• Bueskytterdronning\n\n• X-bue på nivå 2\n\nIngen byggetid!\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> Juveler\n• <res0> Gull\n• Infernotårn på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> Juveler\n• Storvokter\n\n• Ørneartilleri på nivå 1\n\nIngen byggetid!\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_OVERQUEUE_HELPER_TROOPS","Disse enhetene slutter seg til hæren din når den får ledig plass!"
"TID_OVERQUEUE_HELPER_SPELLS","Disse formlene overføres til hæren din når den får ledig plass!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","Ønsker du å avbryte den uhøytidelige krigsutfordringen?"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","Vil du avbryte utfordringen?"
"TID_CANCEL_FRIENDLY_WAR_TEXT","Ønsker du å avvise den uhøytidelige krigsutfordringen? Nye utfordringer fra denne klanen blokkeres da i en periode."
"TID_CANCEL_FRIENDLY_WAR_HEADER","Vil du avvise utfordringen?"
"TID_SHOP_PURCHASED","Kjøpt"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Velg deltakere i uhøytidelig krig"
"TID_VALUE_STICKER_CONTENT","<value>X I VERDI"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","Bombetårnpakke"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> Juveler\n• <res0> Gull\n• Bombetårn på nivå 2\n\nIngen byggetid, ingen lagringsbegrensninger!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_UNPLACED_BUILDINGS","Uplasserte bygninger"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Uhøytidelige kriger gir ikke bytte eller klan-XP"
"TID_ARRANGED_WAR_SIZE","Størrelse på uhøytidelig krig: <num> mot <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Deltakere i uhøytidelig krig"
"TID_DIAMOND_PACK_6","En håndfull juveler"
"TID_TOWNHALL_LEVEL","Rådhus <level>"
"TID_RES_PACK","Ressurspakke"
"TID_RES_PACK_INFO","• <gems> Juveler\n• <res0> Gull\n• <res1> Eliksir\n\nIngen lagringsbegrensninger!\n\nFå enorm rabatt på ressurser i en begrenset periode!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Nytt forsvarsverk: Bombetårn!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• Bombarder fiendens bakkestyrker med små kortdistansebomber!\n• Bombetårn eksploderer når de ødelegges, noe nærkampsoldater i nærheten vil merke!\n• Bombetårn blir tilgjengelig på rådhus 8"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Nye oppgraderinger"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Rådhus 11\n• Drage på nivå 6\n• Drageunge på nivå 5\n• X-bue på nivå 5\n• Morter på nivå 10\n• Skjult tesla på nivå 9\n• 25 ekstra murdeler\n\nRådhus 10\n• Trollmann på nivå 7\n• Drageunge på nivå 4 er nå låst opp\n\nRådhus 9\n• Trollmann på nivå 6 er nå låst opp"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Andre oppdateringer"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Uhøytidelige kriger: Utfordre andre klaner til egendefinerte kriger\n• Legg til Clash-venner fra spillerprofiler\n• Reglene for klan-XP og byttebonuser i klankriger er oppdatert\n• Tid og kostnader er redusert for mange oppgraderingsnivåer\n• Mange balanseendringer, fra hekser til trollmenn!\n• Nye språk i Innstillinger: indonesisk og malaysisk\n\nDu kan lese mer i de fullstendige merknadene om oppdateringen!"
"TID_BUNDLE_TOWN_HALL","Rådhus-startpakke"
"TID_BUNDLE_RESOURCE","Ressurspakke"
"TID_BUNDLE_UPDATE","Spesiell oppdateringspakke"
"TID_OFFER_HAS_EXPIRED","Tilbud utløpt"
"TID_GOOD_VALUE","Mye for pengene!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> juveler mottatt!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> Juveler\n• <res0> Gull\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> Juveler\n• <res0> Gull\n• <res1> Mørk eliksir\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> Juveler\n• <res0> Eliksir\n• <res1> Mørk eliksir\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> Juveler\n• <res0> Gull\n• <res1> Eliksir\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Den militære treningen er gjort om"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","Vi har gjort den militære treningen mer strømlinjeformet - og enklere med hurtigtrening! Se en kort video om det nye systemet!"
"TID_RED_NEWS_BUY","Butikk"
"TID_OFFER_NOT_AVAILABLE","Tilbudet er ikke tilgjengelig for øyeblikket"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Du har for mange venner. Fjern en hvis du vil legge til en ny."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Vennen din har for mange venner. Prøv igjen senere."
"TID_BOOMBOX_NEWS","Nyheter"
"TID_BOOMBOX_FOR_YOU","For deg"
"TID_TAB_EVENTS","Hendelser"
"TID_BOOMBOX_EVENTS","Hendelser"
"TID_TUTORIAL_SETTINGS_HELP","Trenger du hjelp, høvding?"
"TID_ITEMS_LEFT","<number> igjen"
"TID_BUTTON_GET_GIFT","Hent gave"
"TID_GIFT_CLAIM_FAIL_SERVER","Kunne ikke hente gaven. Prøv igjen senere."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Kan ikke hente gaven. Du er ikke medlem av klanen!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Kan ikke hente gaven. Du har nettopp byttet klan! Prøv igjen senere."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Kan ikke hente gaven. Du har nettopp byttet klan! Prøv igjen om <time>"
"TID_DIAMOND_GIFT_RECEIVED","Det var <number> juveler i klangaven du fikk!"
"TID_DIAMONDS_GIFT_RECEIVED","Det var én juvel i klangaven du fikk!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> Juveler\n• <res0> Mørk eliksir\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> Juveler\n• <res0> Eliksir\n\nIngen byggetid!\n\nIkke gå glipp av dette engangstilbudet med <cffec78><value>X høyere verdi</c>!"
"TID_BLACK_FRIDAY_PACK","Black Friday-pakke"
"TID_XMAS_PACK","Super høytidspakke"
"TID_XMAS_PACK_INFO","• <gems> Juveler\n• <c80d8e8>Klangaver:</c>\n<giftgems> juveler hver\n\nInneholder gaver for inntil <giftmates> klanvenner!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Bruk: <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Hendelsesutfordring: Vinn flerspillerkamper!\n<cffec78>• Du må bruke <usecount>x <unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Hendelsesutfordring: Vinn flerspillerkamper!\n<cffec78>• Du må bruke 1 <unit></c>"
"TID_GIFT_DIAMOND_PACK_2","Pose med juveler og gaver"
"TID_GIFT_DIAMOND_PACK_3","Sekk med juveler og gaver"
"TID_GIFT_DIAMOND_PACK_4","Eske med juveler og gaver"
"TID_GIFT_DIAMOND_PACK_5","Kiste med juveler og gaver"
"TID_YOU_GOT_REWARD","Du fikk:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Vent før du sender en ny rapport"
"TID_ONGOING_EVENTS","Dagens hendelser"
"TID_EVENT_ARMY_BOOST","Treningsforsterkning til 1 juvel"
"TID_EVENT_TIME_LEFT","Tid igjen:"
"TID_EVENT_ARMY_BOOST_INFO","Tren tropper fire ganger så raskt!\n\nForsterk troppetreningen for bare 1 juvel."
"TID_ACHIEVEMENTS_PROGRESS","Fremdrift"
"TID_OPEN_TRAIN_TROOPS","Tren"
"TID_EVENT_COLLECTOR_BOOST","Innsamlerforsterkning til 1 juvel"
"TID_COLLECTOR_BOOST_INFO","Fordoble ressursproduksjonen din!\n\nForsterk ressursinnsamlere for bare 1 juvel hver."
"TID_EVENT_CW_TITLE","2x klan-XP"
"TID_EVENT_CW_INFO","Øk klanens nivå dobbelt så raskt!\n\nDu får dobbel XP i klankriger som er aktive under denne hendelsen."
"TID_EVENT_CHRISTMAS","Høytidshendelse"
"TID_EVENT_STAR_BONUS","<starbonus>x stjernebonus"
"TID_EVENT_STAR_BONUS_INFO","Fyll skattekammeret ditt raskere!\n\nI denne hendelsen gir stjernebonuser <starbonus>x utbytte."
"TID_EVENT_CHRISTMAS_SPELL","Clashmas-spesial: Nissens overraskelse"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Gi fiendene dine total skade i gave!\n\nNissens overraskelse putrer og går i en begrenset periode."
"TID_OPEN_TRAIN_SPELLS","Brygg"
"TID_EVENT_CHRISTMAS_TRAP","Clashmas-spesial: Frysefelle"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Stopp angripere før de når frem!\n\nFrysefellene er her, men de smelter når hendelsen er over."
"TID_OPEN_SHOP_TRAPS","Bygg"
"TID_EVENT_CHRISTMAS_UNIT","Clashmas-spesial: Is-trollmann"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Kjøl ned fiendene dine med denne legendariske troppen!\n\nNå kan du trene is-trollmenn i en begrenset periode!"
"TID_UPCOMING_EVENTS","Kommende hendelser"
"TID_GIFT_AVAILABLE_STREAM_TEXT","En klanvenn har sendt deg gaver!"
"TID_TRAP_FREEZE","Frysefelle"
"TID_TRAP_FREEZE_INFO","Stanser angripere før de når frem. Kaldt som bare det!\n\nKan bare brukes i en begrenset periode."
"TID_EVENT_TIME_UNTIL_START","Starter om:"
"TID_EVENT_UPCOMING_TIME","<number> dager"
"TID_EVENT_ARMYSPELL_BOOST","Hærforsterkning til 1 juvel"
"TID_EVENT_ARMYSPELL_BOOST_INFO","Få komplette hærer fire ganger så raskt!\n\nForsterk disse for 1 juvel hver:\n• Helter\n• Troppetrening\n• Formelbrygging"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> Juveler\n• <res0> Gull\n• <res1> Eliksir\n• <res2> Mørk eliksir\n\nOvergår lagringskapasiteten!\n\nTidenes <cffec78>beste</c> engangstilbud - slå til nå!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Du har oppgradert det maksimale antallet av disse bygningene!"
"TID_UPGRADE_COUNT_LIMITED","Du kan oppgradere <num> til av disse bygningene"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Du kan ikke oppgradere flere av disse bygningene</c>"
"TID_WIZARD2","Is-trollmann"
"TID_CHARACTER_INFO_WIZARD2","Denne legendariske trollmannen sinker fiendens forsvar med destruktive isskår!\n\nKun tilgjengelig i en begrenset periode."
"TID_WATCH","Se video"
"TID_EVENT_SPELL_BOOST","Bryggeforsterkning til 1 juvel"
"TID_EVENT_SPELL_BOOST_INFO","Brygg formler fire ganger så raskt!\n\nForsterk formelbryggingen din for bare 1 juvel."
"TID_EVENT_TROOP","<troop>-hendelse"
"TID_EVENT_TROOP_INFO","Tren troppetypen <troop> billigere og fullfør hendelseutfordringen!"
"TID_EVENT_SPELL","<troop>-hendelse"
"TID_EVENT_SPELL_INFO","Brygg formelen <troop> billigere!"
"TID_REDUCE_COST","Prisavslag:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Hendelse fullført!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Høvding, en troppehendelse har startet!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Høvding, en formelhendelse har startet!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Høvding, du kan nå få en treningsforsterkning til 1 juvel!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Høvding, du kan nå få en formelforsterkning til 1 juvel!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Høvding, du kan nå få en hærforsterkning til 1 juvel!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Høvding, du kan nå få en innsamlerforsterkning til 1 juvel!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Høvding, en stjernebonushendelse har startet!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Høvding, en klan-XP-hendelse har startet!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Høvding, du kan få en spesialtropp i en begrenset periode!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Høvding, du kan få en spesialformel i en begrenset periode!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Høvding, du kan få en spesialfelle i en begrenset periode!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Høvding, et supertilbud er tilgjengelig i en begrenset periode!"
"TID_GIFT_GIVEN_STREAM_TEXT","Du har sendt klangaver!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Du har allerede hentet denne gaven!"
"TID_HOLIDAY_PACK","Høytidspakke"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Gå hjem for å motta gaver!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Hendelse fullført! Du fikk <gem> juveler og <xp> XP!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","1. dag av clashmas"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","2. dag av clashmas"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","3. dag av clashmas"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ klangaver"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","God clashmas!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","På denne tiden av året finnes det snø og spesialhendelser i massevis!\n\nSjekk den nye delen <c76589b>Hendelser</c> for å få med deg all den kommende moroa!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Nye oppgraderinger"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Rådhus 11\n• Barbarkonge på nivå 41-45\n• Bueskytterdronning på nivå 41-45\n• Golem på nivå 6\n• Villsvinrytter på nivå 7\n• Giftformel på nivå 5\n• Klanslott på nivå 7\n• Trollmannstårn på nivå 10\n• Mur på nivå 12 (maks 50 deler)"
"TID_NEWS_XMAS_2016_MORE_TITLE","Andre oppdateringer"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Trollmanstårn på nivå 9 er nå tilgjengelig ved rådhus 10\n• Giftformelens radius er økt noe\n• Heksers skade og treffpoeng er økt\n• Ballonger, drager og P.E.K.K.A har fått økt angrepshastighet\n• Pris og tid for flere oppgraderinger er redusert"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num>x stjernebonushendelse!</c>"
"TID_NO_EVENTS_CONTENT","Det er for øyeblikket ingen planlagte hendelser.\nKom tilbake senere!"
"TID_FEEDBACK_BUTTON6","Konto låst"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Høvding, ring clashmas inn med 1-juvelsøkninger og nissens overraskelse!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Høvding, vi fortsetter clashmas-feiringen med frysefeller - prøv dem!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Høvding, tren opp is-trollmenn mens det fortsatt er clashmas!"
"TID_QQ_LOGIN_BUTTON","Logg på QQ"
"TID_WECHAT_LOGIN_BUTTON","Logg på WeChat"
"TID_GUEST_LOGIN_BUTTON","Logg på som gjest"
"TID_WECHAT_LOGGED_IN","Du er nå logget på WeChat"
"TID_QQ_LOGGED_IN","Du er nå logget på QQ"
"TID_WECHAT_LOGOUT_BUTTON","Logg ut"
"TID_WECHAT_NOT_INSTALLED","Du har ikke installert WeChat ennå."
"TID_SHARE_DIALOG_TITLE","Del"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Ny spillkonto"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Den nåværende fremdriften din er tilknyttet en annen konto. Er du sikker på at du vil logge på og opprette et nytt spill med denne QQ- eller WeChat-kontoen?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","Vil du laste inn landsbyen til høvding <name>, med rådhus på nivå <number>?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Det er gratis å spille Clash of Clans, men du kan få raskere fremgang ved å foreta kjøp i appen."
"TID_MULTIDEVICE_INFO_TENCENT","Hvis du vil spille på flere Android-enheter, kan du logge på med samme WeChat- eller QQ-konto."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Synkroniser med kontoen din"
