"TID","DE"
"TID_UNPLACED_BUILDINGS","Nicht platzierte Gebäude"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Freundschaftskriege gewähren weder Beute noch Clan-EP."
"TID_ARRANGED_WAR_SIZE","Größe des Freundschaftskriegs: <num> gg. <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Teilnehmer des Freundschaftskriegs"
"TID_DIAMOND_PACK_6","Juwelentasche"
"TID_TOWNHALL_LEVEL","Rathaus-Level <level>"
"TID_RES_PACK","Ressourcenpaket"
"TID_RES_PACK_INFO","• <gems> Juwelen\n• <res0> Gold\n• <res1> Elixier\n\nKein Lagerlimit!\n\nHol dir Ressourcen mit einem zeitlich befristeten Riesenrabatt!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Neue Verteidigung: Bombenturm!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• Bombardiert Bodentruppen mit kleinen Bomben! Geringe Reichweite.\n• Bombentürme explodieren wenn sie zerstört werden und schaden so Nahkampftruppen im Umkreis!\n• Bombentürme werden auf Rathaus-Level 8 freigeschaltet."
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Neue Verbesserungen"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Rathaus-Level 11\n• Drache Level 6\n• Drachenbaby Level 5\n• X-Bogen Level 5\n• Minenwerfer Level 10\n• Verborgener Tesla Level 9\n• 25 zusätzliche Mauerabschnitte\n\nRathaus-Level 10\n• Magier Level 7\n• Drachenbaby Level 4 (wird jetzt freigeschaltet)\n\nRathaus-Level 9\n• Magier Level 6 (wird jetzt freigeschaltet)"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Weitere Aktualisierungen"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Freundschaftskriege: Fordere andere Clans zu Kriegen heraus!\n• Füge über Spielerprofile Clash-Freunde hinzu!\n• Regeln für Bonusbeute und Clan-EP bei Clankriegen aktualisiert\n• Geringere Wartezeiten und Kosten bei vielen Verbesserungen\n• Viele Balanceänderungen, u. a. für Hexe und Magier!\n• Neue Sprachen in den Einstellungen: Indonesisch und Malaiisch\n\nMehr erfährst du in den kompletten Anmerkungen zum Update!"
"TID_BUNDLE_TOWN_HALL","Rathaus-Starterpaket"
"TID_BUNDLE_RESOURCE","Ressourcenpaket"
"TID_BUNDLE_UPDATE","Spezial-Updatepaket"
"TID_OFFER_HAS_EXPIRED","Angebot abgelaufen"
"TID_GOOD_VALUE","Superangebot!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff><amount> Juwelen erhalten!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> Juwelen\n• <res0> Gold\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Gold\n• <res1> Dunkles Elixier\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Elixier\n• <res1> Dunkles Elixier\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Gold\n• <res1> Elixier\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Neue Armeeausbildung"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","Wir haben die Armeeausbildung optimiert und sie mit der Schnellausbildung vereinfacht! Sieh dir ein kurzes Video zum neuen System an!"
"TID_RED_NEWS_BUY","Shop"
"TID_OFFER_NOT_AVAILABLE","Angebot momentan nicht verfügbar."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Du hast zu viele Freunde. Entferne einen, wenn du neue hinzufügen willst."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Dein Freund hat zu viele Freunde. Bitte versuche es später erneut."
"TID_BOOMBOX_NEWS","Neues"
"TID_BOOMBOX_FOR_YOU","Für dich"
"TID_TAB_EVENTS","Ereignisse"
"TID_BOOMBOX_EVENTS","Ereignisse"
"TID_TUTORIAL_SETTINGS_HELP","Brauchst du Hilfe, Häuptling?"
"TID_ITEMS_LEFT","Noch <number>"
"TID_BUTTON_GET_GIFT","Geschenk abholen"
"TID_GIFT_CLAIM_FAIL_SERVER","Geschenk konnte nicht abgeholt werden. Bitte versuche es später erneut."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","Du bist kein Clanmitglied. Geschenk kann nicht abgeholt werden."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","Du hast kürzlich den Clan gewechselt. Geschenk kann nicht abgeholt werden. Versuche es später erneut."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","Du hast kürzlich den Clan gewechselt. Geschenk kann nicht abgeholt werden. Versuche es in <time> erneut."
"TID_DIAMOND_GIFT_RECEIVED","Du erhältst <number> Juwelen vom Clangeschenk!"
"TID_DIAMONDS_GIFT_RECEIVED","Du erhältst ein Juwel vom Clangeschenk!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Dunkles Elixier\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Elixier\n\nKein Lagerlimit!\n\nVerpasse nicht dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c>!"
"TID_BLACK_FRIDAY_PACK","Black-Friday-Paket"
"TID_XMAS_PACK","Super-Weihnachtspaket"
"TID_XMAS_PACK_INFO","• <gems> Juwelen\n• <c80d8e8>Clangeschenke:</c>\n<giftgems> Juwelen für jeden\n\nBeinhaltet Geschenke für bis zu <giftmates> Clankameraden!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Benutze Folgendes: <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Herausforderungsereignis: Gewinne Mehrspieler-Kämpfe!\n<cffec78>• <usecount> <unit> müssen benutzt werden</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Herausforderungsereignis: Gewinne Mehrspielerkämpfe!\n<cffec78>• 1 <unit> muss benutzt werden</c>"
"TID_GIFT_DIAMOND_PACK_2","Juwelenbeutel und Geschenke"
"TID_GIFT_DIAMOND_PACK_3","Juwelensack und Geschenke"
"TID_GIFT_DIAMOND_PACK_4","Juwelenkiste und Geschenke"
"TID_GIFT_DIAMOND_PACK_5","Juwelentruhe und Geschenke"
"TID_YOU_GOT_REWARD","Du erhältst:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Warte bitte, bevor du eine weitere Meldung schickst."
"TID_ONGOING_EVENTS","Heutige Ereignisse"
"TID_EVENT_ARMY_BOOST","Ausbildungsschub für 1 Juwel"
"TID_EVENT_TIME_LEFT","Restzeit:"
"TID_EVENT_ARMY_BOOST_INFO","Bilde Truppen 4-mal schneller aus!\n\nBeschleunige die Truppenausbildung für nur 1 Juwel."
"TID_ACHIEVEMENTS_PROGRESS","Fortschritt"
"TID_OPEN_TRAIN_TROOPS","Ausbilden"
"TID_EVENT_COLLECTOR_BOOST","Sammlerschub für 1 Juwel"
"TID_COLLECTOR_BOOST_INFO","Verdopple deine Produktionsrate!\n\nBeschleunige Ressourcensammler für jeweils nur ein Juwel."
"TID_EVENT_CW_TITLE","2-fache Clan-EP"
"TID_EVENT_CW_INFO","Steige doppelt so schnell im Clanlevel auf!\n\nWährend dieses Ereignisses geben aktive Clankriege zweifache Clan-EP."
"TID_EVENT_CHRISTMAS","Weihnachtsereignis"
"TID_EVENT_STAR_BONUS","<starbonus>-facher Sternebonus"
"TID_EVENT_STAR_BONUS_INFO","Fülle deine Schatzkammer schneller!\n\nWährend dieses Ereignisses gibt es <starbonus>-fache Beute durch Sterneboni."
"TID_EVENT_CHRISTMAS_SPELL","Clash-Weihnacht: Weihnachtspräsent"
"TID_EVENT_CHRISTMAS_SPELL_INFO","Schenke Gegnern die völlige Vernichtung!\n\nBraue das Weihnachtspräsent - nur für kurze Zeit."
"TID_OPEN_TRAIN_SPELLS","Brauen"
"TID_EVENT_CHRISTMAS_TRAP","Clash-Weihnacht: Frostfalle"
"TID_EVENT_CHRISTMAS_TRAP_INFO","Bringe Angreifer zum Stillstand!\n\nDie Frostfallen sind da, aber wenn das Ereignis endet, schmelzen sie."
"TID_OPEN_SHOP_TRAPS","Bauen"
"TID_EVENT_CHRISTMAS_UNIT","Clash-Weihnacht: Eismagier"
"TID_EVENT_CHRISTMAS_UNIT_INFO","Friere Gegner mit dieser legendären Truppe ein!\n\nDu kannst jetzt nur für kurze Zeit Eismagier ausbilden!"
"TID_UPCOMING_EVENTS","Kommende Ereignisse"
"TID_GIFT_AVAILABLE_STREAM_TEXT","Ein Clankamerad hat Geschenke gesendet!"
"TID_TRAP_FREEZE","Frostfalle"
"TID_TRAP_FREEZE_INFO","Bringe Angreifer eiskalt zum Stillstand!\n\nNur für kurze Zeit benutzbar."
"TID_EVENT_TIME_UNTIL_START","Beginnt in:"
"TID_EVENT_UPCOMING_TIME","<number> Tagen"
"TID_EVENT_ARMYSPELL_BOOST","Armeeschub für 1 Juwel"
"TID_EVENT_ARMYSPELL_BOOST_INFO","4-mal schneller vollständige Armeen!\n\nBeschleunige Folgendes für jeweils nur 1 Juwel:\n• Helden\n• Truppenausbildung\n• Brauen von Zaubern"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> Juwelen\n• <res0> Gold\n• <res1> Elixier\n• <res2> Dunkles Elixier\n\nKein Lagerlimit!\n\nUnser <cffec78>bislang bestes</c> EINMALIGES Angebot - nicht verpassen!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Du hast die maximale Anzahl dieser Gebäude verbessert!"
"TID_UPGRADE_COUNT_LIMITED","Du kannst noch <num> dieser Gebäude verbessern."
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Du kannst keine dieser Gebäude mehr verbessern.</c>"
"TID_WIZARD2","Eismagier"
"TID_CHARACTER_INFO_WIZARD2","Dieser legendäre Magier verlangsamt die gegnerische Verteidigung mit vernichtenden Eisscherben!\n\nNur für kurze Zeit verfügbar."
"TID_WATCH","Video ansehen"
"TID_EVENT_SPELL_BOOST","Brauschub für 1 Juwel"
"TID_EVENT_SPELL_BOOST_INFO","Braue Zauber 4-mal schneller!\n\nBeschleunige das Brauen von Zaubern für nur 1 Juwel."
"TID_EVENT_TROOP","<troop>-Ereignis"
"TID_EVENT_TROOP_INFO","Bilde <troop> günstiger aus und schließe das Herausforderungsereignis ab!"
"TID_EVENT_SPELL","<troop>-Ereignis"
"TID_EVENT_SPELL_INFO","Braue <troop> günstiger!"
"TID_REDUCE_COST","Preisnachlass:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","Ereignis abgeschlossen!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","Häuptling, ein Truppenereignis hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","Häuptling, ein Zauberereignis hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","Häuptling, ein Ereignis mit Ausbildungsschüben für 1 Juwel hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","Häuptling, ein Ereignis mit Brauschüben für 1 Juwel hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","Häuptling, ein Ereignis mit Armeeschüben für 1 Juwel hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","Häuptling, ein Ereignis mit Sammlerschüben für 1 Juwel hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","Häuptling, ein Sternebonusereignis hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","Häuptling, ein Clan-EP-Ereignis hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","Häuptling, es gibt nur für kurze Zeit eine besondere Truppe!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","Häuptling, es gibt nur für kurze Zeit einen besonderen Zauber!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","Häuptling, es gibt nur für kurze Zeit eine besondere Falle!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","Häuptling, es gibt nur für kurze Zeit ein hochwertiges Angebot!"
"TID_GIFT_GIVEN_STREAM_TEXT","Du hast Clangeschenke gesendet!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","Du hast dieses Geschenk bereits abgeholt!"
"TID_HOLIDAY_PACK","Weihnachtspaket"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Kehre zurück, um Geschenke zu erhalten!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","Ereignis abgeschlossen! Du hast <gem> Juwelen und <xp> EP erhalten!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","1. Clash-Weihnachtstag!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","2. Clash-Weihnachtstag!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","3. Clash-Weihnachtstag!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ Clangeschenke"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","Frohe Clash-Weihnacht!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","Ein Winter voller Sonderereignisse!\n\nSchau im neuen <c76589b>Ereignismenü</c> vorbei, damit du auf dem Laufenden bleibst!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Neue Verbesserungen"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Rathaus-Level 11\n• Barbarenkönig Level 41-45\n• Bogenschützen-Königin Level 41-45\n• Golem Level 6\n• Schweinereiter Level 7\n• Giftzauber Level 5\n• Clanburg Level 7\n• Magierturm Level 10\n• Mauer Level 12 (max. 50 Stück)"
"TID_NEWS_XMAS_2016_MORE_TITLE","Weitere Aktualisierungen"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Magierturm Level 9 nun ab Rathaus-Level 10 verfügbar\n• Radius des Giftzaubers vergrößert\n• Schaden und Trefferpunkte der Hexe erhöht\n• Angriffsgeschwindigkeit von Ballon, Drache und P.E.K.K.A. erhöht\n• Einige schnellere und günstigere Verbesserungen"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num>-facher Sternebonus!</c>"
"TID_NO_EVENTS_CONTENT","Derzeit keine Ereignisse.\nBitte schau später noch mal vorbei!"
"TID_FEEDBACK_BUTTON6","Konto gesperrt"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","Häuptling, feiere die Clash-Weihnacht mit Schüben für 1 Juwel und dem Weihnachtspräsent!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Häuptling, die Clash-Weihnacht geht mit der Frostfalle weiter - sieh sie dir an!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","Häuptling, bilde in den letzten Tagen der Clash-Weihnacht Eismagier aus!"
"TID_QQ_LOGIN_BUTTON","Bei QQ anmelden"
"TID_WECHAT_LOGIN_BUTTON","Bei WeChat anmelden"
"TID_GUEST_LOGIN_BUTTON","Als Gast anmelden"
"TID_WECHAT_LOGGED_IN","Bei WeChat angemeldet"
"TID_QQ_LOGGED_IN","Bei QQ angemeldet"
"TID_WECHAT_LOGOUT_BUTTON","Abmelden"
"TID_WECHAT_NOT_INSTALLED","Du hast WeChat noch nicht installiert."
"TID_SHARE_DIALOG_TITLE","Teilen"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Neues Spielkonto"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Dein aktueller Fortschritt ist mit einem anderen Konto verbunden. Möchtest du dich wirklich anmelden und ein neues Spiel mit diesem QQ/WeChat-Konto erstellen?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","Möchtest du das Dorf von Häuptling <name> mit einem Rathaus auf Level <number> laden?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans ist kostenlos spielbar, aber man kann seinen Fortschritt durch In-App-Käufe beschleunigen."
"TID_MULTIDEVICE_INFO_TENCENT","Um auf mehreren Android-Geräten spielen zu können, musst du dich mit demselben WeChat- oder QQ-Konto anmelden."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Mit deinem Konto synchronisieren"
"TID_LINK_SAME_PLATFORM_TENCENT","Um auf mehreren Geräten spielen zu können, vergewissere dich zuerst, dass du auf diesem Gerät mit deinem WeChat- oder QQ-Konto angemeldet bist.\n\nMelde dich dann auch auf dem anderen Gerät bei demselben Konto an. Dein Fortschritt wird automatisch synchronisiert."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Dein Dorf ist bereits dauerhaft mit dem Konto verknüpft, mit dem du angemeldet bist.\n\nDa für das Dorf bereits Fortschritte bestehen (Rathaus-Level <level> oder Kauf getätigt), kann es nicht mehr überschrieben werden."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Um auf einem anderen Android-Gerät spielen zu können, musst du Clash of Clans aus dem Tencent-Store herunterladen und dich mit demselben WeChat- oder QQ-Konto anmelden.\n\nDein Fortschritt wird automatisch synchronisiert."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Füge Clash-Freunde über ihr Spielerprofil hinzu. WeChat- oder QQ-Freunde werden automatisch angezeigt, wenn dein Spiel damit verbunden ist."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans ist kostenlos spielbar, aber durch In-App-Käufe kann dein Fortschritt beschleunigt werden. Tippe auf {0}Okay{0}, um unsere Nutzungsbedingungen und Datenschutzrichtlinien zu akzeptieren."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","In Konflikt stehendes Konto"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Das Konto, mit dem du dich anmelden willst, ist nicht das lokal gespeicherte Konto. Möchtest du zum neuen Konto wechseln?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Ja, zu aktuellem Konto wechseln"
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","Nein, ursprüngliches Konto verwenden"
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Update zur Änderung der Spielbalance!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Luftabwehr Level 9 wurde Rathaus-Level 11 hinzugefügt\n• Mauer Level 12 um 25 Stück erhöht\n• Werteverbesserungen für Schweinereiter, Tunnelgräber, Hexe, Drache und P.E.K.K.A."
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Verknüpfe dein Spielkonto mit einem sozialen Netzwerk, um es zu sichern."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Sichere dein Dorf"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Abgeschlossen!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Mit Game Center verknüpfen"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Mit Google Play verknüpfen"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Dein Dorf ist gesichert"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Mit WeChat oder QQ verknüpfen"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Mit WeChat, QQ oder Game Center verknüpfen"
"TID_NEWS_IOS7_TITLE","Keine Unterstützung mehr für Geräte mit iOS 5 und 6"
"TID_NEWS_IOS7_TEXT","Im nächsten Update von Clash of Clans beenden wir die Unterstützung aller Apple-Geräte mit iOS 5 und 6. Um weiterhin Clash of Clans spielen zu können, aktualisiere bitte auf iOS 7 oder höher. Tippe unten, um mehr Infos zu erhalten."
"TID_NEWS_IOS7_BUTTON","Mehr Infos"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Häuptling, ein Ereignis mit Heldenschüben für 1 Juwel hat begonnen!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Häuptling, ein 4x-Sternebonusereignis hat begonnen!"
"TID_EVENT_HERO_BOOST_ALT","Heldenschub-Ereignis"
"TID_EVENT_ARMY_GOWIWI","GoWiWi-Ereignis"
"TID_EVENT_ARMY_GOWIWI_INFO","Zerstöre Dörfer mit der klassischen Armee aus Golems, Magiern und Hexen! Jede Einheit kostet jetzt 50 % weniger!"
"TID_CNY_PACK","Chinesisches Neujahrspaket"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Häuptling, ein besonderes Armee-Ereignis hat begonnen!"
"TID_OFFER_CW_TITLE","Clankriegpaket"
"TID_NEWS_CW_BD_GIFTS_TITLE","Clangeschenke!"
"TID_ATTACK_SPEED","Angriffstempo: <number>"
"TID_SUMMON_SPEED","Entsendungstempo: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Entsende deine Einheiten!"
"TID_WAITING_FOR_ENEMY","Warten auf Gegner"
"TID_DEFENCE_TROOP_COUNT","Abwehrtruppen: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Schubdauer: <number>"
"TID_DIAMOND_BUNDLE_RED","(Heldenpaket)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> Juwelen\n• Mächtige Heldenstatue\n• Zeitlich begrenztes Alternativdesign für Barbarenkönig\n\n100 % der Erlöse gehen an (RED)s Kampf gegen AIDS."
"TID_BUILDING_CLOCK_TOWER","Uhrenturm"
"TID_CLOCK_TOWER_BOOST_TIME","Schubdauer: <number> s"
"TID_ARMY_CAMP_VILLAGE2","Lager <num>"
"TID_BUILDING_DOUBLE_CANNON","Doppelkanone"
"TID_BUTTON_CHANGE_VILLAGE","Abfahren"
"TID_BUILDING_MULTI_MORTAR","Multimörser"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Alte Barbarenstatue"
"TID_BUILDING_TELESCOPE","Sternlabor"
"TID_UNIT_COUNT","Truppen:"
"TID_TRAINING_TIME2","Ausbildungsdauer:"
"TID_FILL_ARMY_CAMPS","Armeelager füllen"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Angriff konnte nicht gestartet werden, kein Angriff übrig!"
"TID_ATTACK","Angreifen"
"TID_LOOT_AVAILABLE","Verfügbare Beute:"
"TID_LOOT_RECEIVED","Erhaltene Beute:"
"TID_FIND_MATCH_HEADER","Kampf finden?"
"TID_HOUSING_VILLAGE2","Truppen pro Lager:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Spezialfähigkeit wird auf Level <number> freigeschaltet"
"TID_UPGRADE_INFO_START","Erhöht"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> und"
"TID_UPGRADE_INFO_HP","<old> Trefferpunkte (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> Schaden pro Sekunde (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> Angriffstempo (um <num> s)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> Anzahl entsendeter Truppen (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> Anzahl Truppen pro Armeelager (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> Erscheinungstempo von <name> (+20 %)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Schaltet Spezialfähigkeit \q<name>\q frei!"
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Verbessert die Fähigkeit \q<name>\q!"
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> Entsendungstempo von <name> (+15 %)"
"TID_NEXT_LEVEL","Nächster Level"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Level <number> Sternlabor benötigt"
"TID_ABILITY","Spezialfähigkeit"
"TID_BARB2_ABILITY_NAME","Wut"
"TID_BARB2_ABILITY_HELP","Schaden und Tempo werden in den ersten <num> Sekunden erhöht"
"TID_ARCHER2_ABILITY_NAME","Tarnung"
"TID_ARCHER2_ABILITY_HELP","<num> Sekunden für Verteidiger unsichtbar"
"TID_GIANT_ABILITY_NAME","Machthieb"
"TID_GIANT_ABILITY_HELP","Der erste Schlag verursacht <num> % Schaden"
"TID_CANNON_ABILITY_NAME","Letztes Gefecht"
"TID_CANNON_ABILITY_HELP","Die Kanone schießt mit <num2> temporären Trefferpunkten weiter, nachdem die Karre zerstört ist."
"TID_PEKKA2_ABILITY_NAME","Überladung"
"TID_PEKKA2_ABILITY_HELP","Verursacht bei Zerstörung <num> Schaden durch eine massive Explosion"
"TID_BALLOON2_ABILITY_NAME","Knochenknall"
"TID_BALLOON2_ABILITY_HELP","Verursacht bei Zerstörung <num2> Schaden und lässt <num> Skelette erscheinen"
"TID_GARG2_ABILITY_NAME","Weitschuss"
"TID_GARG2_ABILITY_HELP","Die ersten <num> Angriffe werden aus größerer Distanz geworfen"
"TID_BOMBER_ABILITY","Große Bombe"
"TID_BOMBER_ABILITY_HELP","Die erste geworfene Bombe verursacht <num3> % Schaden"
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Macht Ressourcenproduktion, Ausbildung, Forschen und Bauen <time> lang <multiplier>x schneller!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Dorf Schub verpassen?"
"TID_POPUP_BOOST_VILLAGE","Macht Ressourcenproduktion, Ausbildung, Forschen und Bauen <time> lang <multiplier>x schneller!\n\nAlle <cooldown> ist ein Schub gratis!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Gratisschub!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Jetzt Schub einsetzen!"
"TID_BUTTON_CLOCK_TOWER_BOOST","Gratisschub!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Schübe halten <time> länger"
"TID_CLOCK_TOWER_INFO","Mit dem Uhrenturm werden Sachen in deinem Dorf schneller erledigt! Beschleunige Ressourcenproduktion, Ausbildung, Forschen und Bauen."
"TID_BOOST","Schub"
"TID_BUILD_TRAINING_GROUNDS","Baue zuerst ein Armeelager"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Entferne zuerst bereits vorhandene Truppen"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Hohe Reichweite"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Schnelle Angriffe"
"TID_BUTTON_ATTACK_MODE_BURST","Salven"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Max.:"
"TID_RESOURCE_PRODUCTION","Produktion pro Stunde:"
"TID_RESOURCE_IN_TREASURY","In Schatzkammer:"
"TID_FIND_NEW_MATCH","Neuen Kampf suchen"
"TID_BUTTON_FIND_NOW","Jetzt suchen!"
"TID_TIME_LEFT","Restzeit:"
"TID_YOUR_ATTACK","Dein Angriff:"
"TID_WAITING_FOR_ATTACK","Gegner greift an!"
