"TID","ES"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> gemas\n• <res0> de oro\n• Torre infernal de nivel 2\n\n¡Sin tiempo de construcción ni límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> gemas\n• Gran centinela\n• Águila de artillería de nivel 1\n\n¡Sin tiempo de construcción!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_OVERQUEUE_HELPER_TROOPS","¡Estas unidades se unirán a tu ejército cuando haya espacio!"
"TID_OVERQUEUE_HELPER_SPELLS","¡Estos hechizos se añadirán a tu ejército cuando haya espacio!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","¿Quieres cancelar el desafío de guerra amistosa?"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","Cancelar desafío"
"TID_CANCEL_FRIENDLY_WAR_TEXT","¿Quieres rechazar el desafío de guerra amistosa? No podréis recibir desafíos de este clan durante un tiempo."
"TID_CANCEL_FRIENDLY_WAR_HEADER","Rechazar desafío"
"TID_SHOP_PURCHASED","Comprado"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Selecciona a los participantes de la guerra amistosa."
"TID_VALUE_STICKER_CONTENT","<value> veces más barato"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","Lote de torre bombardera"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> gemas\n• <res0> de oro\n• Torre bombardera de nivel 2\n\n¡Sin tiempo de construcción ni límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_UNPLACED_BUILDINGS","Edificios no colocados"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Las guerras amistosas no conceden ningún botín ni XP del clan."
"TID_ARRANGED_WAR_SIZE","Tamaño de la guerra amistosa: <num> contra <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","Participantes en la guerra amistosa"
"TID_DIAMOND_PACK_6","Puñado de gemas"
"TID_TOWNHALL_LEVEL","Ayuntamiento de nivel <level>"
"TID_RES_PACK","Lote de recursos"
"TID_RES_PACK_INFO","• <gems> gemas\n• <res0> de oro\n• <res1> de elixir\n\n¡Sin límite de almacenaje!\n\n¡Consigue un gran descuento en recursos por tiempo limitado!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","Nueva defensa: ¡La torre bombardera!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• ¡Bombardea a unidades terrestres enemigas con bombas de corto alcance!\n• Las torres bombarderas explotan cuando son destruidas y dañan a las tropas cuerpo a cuerpo cercanas.\n• Está disponible con el ayuntamiento de nivel 8."
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","Nuevas mejoras"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","Ayuntamiento de nivel 11\n• Dragón de nivel 6\n• Bebé dragón de nivel 5\n• Ballesta de nivel 5\n• Mortero de nivel 10\n• Torre Tesla de nivel 9\n• 25 muros más\n\nAyuntamiento de nivel 10\n• Mago de nivel 7\n• Ahora se desbloquea el bebé dragón de nivel 4.\n\nAyuntamiento de nivel 9\n• Ahora se desbloquea el mago de nivel 6."
"TID_NEWS_BOMB_TOWER_MORE_TITLE","Otras mejoras"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• Guerras amistosas: Desafía a otros clanes a guerras personalizadas.\n• Añade amigos desde sus perfiles de jugador.\n• Se han actualizado las normas de botín de bonus y XP del clan en las guerras de clanes.\n• Se han reducido el tiempo y el coste de muchos niveles de mejora.\n• Hemos realizado muchos cambios de equilibrio, ¡desde las brujas hasta los magos!\n• Nuevos idiomas en Ajustes: indonesio y malayo.\n\nEncontrarás más información en las notas de actualización."
"TID_BUNDLE_TOWN_HALL","Lote de principiante de ayuntamiento"
"TID_BUNDLE_RESOURCE","Lote de recursos"
"TID_BUNDLE_UPDATE","Lote especial de actualización"
"TID_OFFER_HAS_EXPIRED","Oferta caducada"
"TID_GOOD_VALUE","¡Gran precio!"
"TID_BUNDLE_GEMS_CONFIRMATION","<ce53cff>¡Has recibido <amount> gemas!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> gemas\n• <res0> de oro\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> gemas\n• <res0> de oro\n• <res1> de elixir oscuro\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> gemas\n• <res0> de elixir\n• <res1> de elixir oscuro\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> gemas\n• <res0> de oro\n• <res1> de elixir\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","Entrenamiento del ejército mejorado"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","Entrenar a tu ejército es ahora más fácil y no requiere esfuerzo con el Entrenamiento rápido. Echa un vistazo a un vídeo breve sobre el nuevo sistema."
"TID_RED_NEWS_BUY","Tienda"
"TID_OFFER_NOT_AVAILABLE","La oferta no está disponible en estos momentos."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Tienes demasiado amigos. Elimina uno si quieres añadir otro."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Tu amigo tiene demasiados amigos. Inténtalo más tarde."
"TID_BOOMBOX_NEWS","Novedades"
"TID_BOOMBOX_FOR_YOU","Para ti"
"TID_TAB_EVENTS","Eventos"
"TID_BOOMBOX_EVENTS","Eventos"
"TID_TUTORIAL_SETTINGS_HELP","¿Necesitas ayuda?"
"TID_ITEMS_LEFT","Queda(n) <number>"
"TID_BUTTON_GET_GIFT","Reclamar regalo"
"TID_GIFT_CLAIM_FAIL_SERVER","Error al reclamar el regalo. Inténtalo de nuevo más tarde."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","No has podido reclamar el regalo porque no eres miembro del clan."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","No has podido reclamar el regalo porque acabas de cambiarte de clan. Inténtalo de nuevo más tarde."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","No has podido reclamar el regalo porque acabas de cambiarte de clan. Inténtalo de nuevo en <time>."
"TID_DIAMOND_GIFT_RECEIVED","¡Has conseguido <number> gemas como regalo del clan!"
"TID_DIAMONDS_GIFT_RECEIVED","¡Has conseguido una gema como regalo del clan!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> gemas\n• <res0> de elixir oscuro\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> gemas\n• <res0> de elixir\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!"
"TID_BLACK_FRIDAY_PACK","Lote del viernes negro"
"TID_XMAS_PACK","Superlote festivo"
"TID_XMAS_PACK_INFO","• <gems> gemas\n• <c80d8e8>Regalos del clan:</c>\n<giftgems> gemas cada uno\n\nIncluye regalos para hasta<giftmates> aliados del clan."
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Usar <unit>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Evento de desafío: ¡Gana batallas multijugador!\n<cffec78>• Debes usar <usecount> tropas de <unit>.</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Evento de desafío: ¡Gana batallas multijugador!\n<cffec78>• Debes usar 1 <unit>.</c>"
"TID_GIFT_DIAMOND_PACK_2","Bolsa de gemas y regalos"
"TID_GIFT_DIAMOND_PACK_3","Saco de gemas y regalos"
"TID_GIFT_DIAMOND_PACK_4","Caja de gemas y regalos"
"TID_GIFT_DIAMOND_PACK_5","Cofre de gemas y regalos"
"TID_YOU_GOT_REWARD","Has conseguido:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","Espera antes de enviar otra denuncia."
"TID_ONGOING_EVENTS","Eventos de hoy"
"TID_EVENT_ARMY_BOOST","Acelera el entrenamiento por 1 gema"
"TID_EVENT_TIME_LEFT","Tiempo restante:"
"TID_EVENT_ARMY_BOOST_INFO","¡Entrena a tus tropas 4 veces más rápido!\n\nAcelera el entrenamiento de tropas por solo 1 gema."
"TID_ACHIEVEMENTS_PROGRESS","Progreso"
"TID_OPEN_TRAIN_TROOPS","Entrenar"
"TID_EVENT_COLLECTOR_BOOST","Acelera extractores por 1 gema"
"TID_COLLECTOR_BOOST_INFO","¡Duplica tu producción de recursos!\n\nAcelera los extractores de recursos por solo 1 gema."
"TID_EVENT_CW_TITLE","XP del clan x2"
"TID_EVENT_CW_INFO","¡Sube el nivel de tu clan el doble de rápido!\n\nLas guerras de clanes activas durante este evento obtendrán el doble de XP del clan."
"TID_EVENT_CHRISTMAS","Evento festivo"
"TID_EVENT_STAR_BONUS","Bonus estelar x <starbonus>"
"TID_EVENT_STAR_BONUS_INFO","¡Llena tu tesorería más rápido!\n\nLos bonus estelares multiplicarán por <starbonus> tu botín durante este evento."
"TID_EVENT_CHRISTMAS_SPELL","Especial de Clashvidad: La sorpresa de Papá Noel"
"TID_EVENT_CHRISTMAS_SPELL_INFO","¡Regálale una buena tunda a tus enemigos!\n\nYa puedes elaborar la sorpresa de Papá Noel por tiempo limitado."
"TID_OPEN_TRAIN_SPELLS","Elaborar"
"TID_EVENT_CHRISTMAS_TRAP","Especial de Clashvidad: Trampa de hielo"
"TID_EVENT_CHRISTMAS_TRAP_INFO","¡Párale los pies a quien te ataque!\n\nUsa las trampas de hielo antes de que el evento concluya y se derritan."
"TID_OPEN_SHOP_TRAPS","Construir"
"TID_EVENT_CHRISTMAS_UNIT","Especial de Clashvidad: Mago de hielo"
"TID_EVENT_CHRISTMAS_UNIT_INFO","¡Congela a tus enemigos con esta tropa legendaria!\n\nYa puedes entrenar magos de hielo por tiempo limitado."
"TID_UPCOMING_EVENTS","Próximos eventos"
"TID_GIFT_AVAILABLE_STREAM_TEXT","¡Un aliado del clan te ha enviado regalos!"
"TID_TRAP_FREEZE","Trampa de hielo"
"TID_TRAP_FREEZE_INFO","Párale los pies a quien te ataque y demuestra tu frialdad.\n\nSolo disponible por tiempo limitado."
"TID_EVENT_TIME_UNTIL_START","Empieza en"
"TID_EVENT_UPCOMING_TIME","<number> días"
"TID_EVENT_ARMYSPELL_BOOST","Acelera ejércitos por 1 gema"
"TID_EVENT_ARMYSPELL_BOOST_INFO","¡Completa un ejército 4 veces más rápido!\n\nAcelera todo esto por 1 gema:\n• Héroes\n•Entrenamientos\n• Elaboración de hechizos"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> gemas\n• <res0> de oro\n• <res1> de elixir\n• <res2> de elixir oscuro\n\n¡Sin límite de almacenaje!\n\nNuestra <cffec78>mejor</c> oferta única. ¡No te la pierdas!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Has mejorado la cantidad máxima de este tipo de edificios."
"TID_UPGRADE_COUNT_LIMITED","Puedes mejorar <num> edificios más de este tipo."
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>No puedes mejorar más edificios de este tipo.</c>"
"TID_WIZARD2","Mago de hielo"
"TID_CHARACTER_INFO_WIZARD2","Este legendario mago ralentiza las defensas enemigas con destructivas esquirlas de hielo.\n\nSolo disponible por tiempo limitado."
"TID_WATCH","Ver vídeo"
"TID_EVENT_SPELL_BOOST","Acelera hechizos por 1 gema"
"TID_EVENT_SPELL_BOOST_INFO","¡Elabora tus hechizos 4 veces más rápido!\n\nAcelera la elaboración de hechizos por solo 1 gema."
"TID_EVENT_TROOP","Evento de <troop>"
"TID_EVENT_TROOP_INFO","Entrena tropas de <troop> con un descuento y completa el evento de desafío."
"TID_EVENT_SPELL","Evento de <troop>"
"TID_EVENT_SPELL_INFO","¡Elabora hechizos de <troop> con un descuento!"
"TID_REDUCE_COST","Descuento:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","¡Evento completado!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","¡Un evento de tropas ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","¡Un evento de hechizos ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","¡Un evento de aceleración de entrenamiento por 1 gema ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","¡Un evento de aceleración de hechizos por 1 gema ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","¡Un evento de aceleración de ejércitos por 1 gema ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","¡Un evento de aceleración de extractores por 1 gema ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","¡Un evento de bonus estelar ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","¡Un evento de XP del clan ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","¡Ya puedes disfrutar de una tropa especial por tiempo limitado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","¡Ya puedes disfrutar de un hechizo especial por tiempo limitado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","¡Ya puedes disfrutar de una trampa especial por tiempo limitado!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","¡Ya puedes disfrutar de una gran oferta por tiempo limitado!"
"TID_GIFT_GIVEN_STREAM_TEXT","¡Has enviado regalos al clan!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","¡Ya has reclamado este regalo!"
"TID_HOLIDAY_PACK","Lote festivo"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","Vuelve a tu aldea para recibir regalos."
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","¡Evento completado! Has recibido <gem> gemas y <xp> de XP."
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","¡Día 1 de Clashvidad!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","¡Día 2 de Clashvidad!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","¡Día 3 de Clashvidad!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ regalos del clan"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","¡Feliz Clashvidad!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","¡El invierno ha llegado cargadito de eventos exclusivos!\n\nEcha un vistazo a la nueva pestaña <c76589b>Eventos</c> y disfruta de todo lo que queda por venir."
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","Nuevas mejoras"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","Ayuntamiento de nivel 11\n• Rey bárbaro de niveles del 41 al 45\n• Reina arquera de niveles del 41 al 45\n• Gólem de nivel 6\n• Montapuercos de nivel 7\n• Hechizo de veneno de nivel 5\n• Castillo del clan de nivel 7\n• Torre de mago de nivel 10\n• Muros de nivel 12 (máximo 50 unidades)"
"TID_NEWS_XMAS_2016_MORE_TITLE","Otras mejoras"
"TID_NEWS_XMAS_2016_MORE_TEXT","• Torre de mago de nivel 9 disponible con un ayuntamiento de nivel 10.\n• Se ha aumentado ligeramente el radio del hechizo de veneno.\n• Se han aumentado los puntos de vida y el daño de la bruja.\n• Se ha mejorado la velocidad de ataque del globo bombástico, el dragón y el P.E.K.K.A.\n• Se han reducido muchos costes y tiempos de mejora."
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00>¡Evento de bonus estelar x<num>!</c>"
"TID_NO_EVENTS_CONTENT","En estos momentos no hay ningún evento.\n¡Vuelve más tarde!"
"TID_FEEDBACK_BUTTON6","Cuenta bloqueada"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","¡Celebra la Clashvidad con aceleradores por 1 gema y la sorpresa de Papá Noel!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","Nuevo regalo de Clashvidad: la trampa de hielo. ¡Descúbrela!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","¡Entrena magos de hielo en los últimos días de Clashvidad!"
"TID_QQ_LOGIN_BUTTON","Conectar con QQ"
"TID_WECHAT_LOGIN_BUTTON","Conectar con WeChat"
"TID_GUEST_LOGIN_BUTTON","Conectar como invitado"
"TID_WECHAT_LOGGED_IN","Has conectado con WeChat."
"TID_QQ_LOGGED_IN","Has conectado con QQ."
"TID_WECHAT_LOGOUT_BUTTON","Cerrar sesión"
"TID_WECHAT_NOT_INSTALLED","WeChat no está instalado."
"TID_SHARE_DIALOG_TITLE","Compartir"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Nueva cuenta de juego"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Tus progresos actuales están vinculados a otra cuenta. ¿Seguro que quieres conectarte y crear una nueva partida con esta cuenta de QQ o WeChat?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","¿Quieres cargar la aldea del jefe <name> con un ayuntamiento de nivel <number>?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas."
"TID_MULTIDEVICE_INFO_TENCENT","Para jugar en varios dispositivos Android, conéctate a la misma cuenta de WeChat o QQ."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Sincronizar con la cuenta"
"TID_LINK_SAME_PLATFORM_TENCENT","Para jugar en varios dispositivos, conecta con tu cuenta de WeChat o QQ desde los ajustes del juego.\n\nLuego, conecta con esa misma cuenta de WeChat o QQ en el otro dispositivo. Tu progreso se sincronizará automáticamente entre los dos dispositivos."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Tu aldea ya está enlazada de forma permanente a la cuenta con la que te has conectado.\n\nDebido a que ya existe un progreso en la aldea (tienes un ayuntamiento de nivel <level> o has efectuado alguna compra), no se puede volver a sobrescribir."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Para jugar en otro dispositivo Android, descarga Clash of Clans desde la Tencent Store y conéctate a la misma cuenta de WeChat o QQ.\n\nEl progreso se sincronizará automáticamente."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Añade amigos desde sus perfiles. Los amigos de WeChat o QQ aparecerán automáticamente cuando te conectes."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas. Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Conflicto de cuentas"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","La cuenta con la que intentas iniciar sesión es diferente a la cuenta local. ¿Quieres cambiar a la nueva?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Sí, cambiar a la cuenta nueva"
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","No, usar la cuenta local"
"TID_NEWS_MARCH_2017_UPDATE_TITLE","¡Actualización de equilibrio!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Cohetes de defensa de nivel 9 disponibles con un ayuntamiento de nivel 11.\n• 25 nuevos muros de nivel 12.\n• Mejora de las estadísticas del montapuercos, el minero, la bruja, el dragón y el P.E.K.K.A."
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Conecta tu cuenta a una red social para mantenerla a salvo."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Mantén a salvo tu aldea"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","¡Conseguido!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Conectar con Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Conectar con Google Play"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Tu aldea está a salvo."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Conectar con WeChat o QQ"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Conectar con WeChat, QQ o Game Center"
"TID_NEWS_IOS7_TITLE","Fin de compatibilidad con dispositivos"
"TID_NEWS_IOS7_TEXT","La próxima versión de Clash of Clans dejará de ser compatible con los dispositivos que ejecuten las versiones de iOS 5 y 6. Para seguir jugando a Clash of Clans, actualiza a iOS 7 o a una versión superior. Toca el siguiente botón para saber más."
"TID_NEWS_IOS7_BUTTON","Más información"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","¡Un evento de aceleración de héroes por 1 gema ha comenzado!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","¡Un evento de bonus estelar x4 ha comenzado!"
"TID_EVENT_HERO_BOOST_ALT","Evento de aceleración de héroes"
"TID_EVENT_ARMY_GOWIWI","Evento GoWiWi"
"TID_EVENT_ARMY_GOWIWI_INFO","Destruye aldeas con el clásico ejército de brujas, magos y gólems. ¡Cada unidad tiene un 50 % de descuento!"
"TID_CNY_PACK","Lote de Año Nuevo lunar"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","¡Un evento especial de ejército ha comenzado!"
"TID_OFFER_CW_TITLE","Lote de guerras de clanes"
"TID_NEWS_CW_BD_GIFTS_TITLE","¡Regalos del clan!"
"TID_ATTACK_SPEED","Velocidad de ataque: <number>"
"TID_SUMMON_SPEED","Velocidad de despliegue: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","¡Despliega a tus tropas!"
"TID_WAITING_FOR_ENEMY","Esperando al rival..."
"TID_DEFENCE_TROOP_COUNT","Tropas de defensa: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Duración de aceleración: <number>"
"TID_DIAMOND_BUNDLE_RED","(Lote de héroe)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> gemas\n• Estatua de poder de héroe\n• Modelo (RED) de edición limitada para el rey bárbaro\n\nEl 100 % de los beneficios se destinará a ayudar a (RED) a luchar contra el sida."
"TID_BUILDING_CLOCK_TOWER","Torre del reloj"
"TID_CLOCK_TOWER_BOOST_TIME","Duración de aceleración: <number> s"
"TID_ARMY_CAMP_VILLAGE2","Campamento <num>"
"TID_BUILDING_DOUBLE_CANNON","Cañón doble"
"TID_BUTTON_CHANGE_VILLAGE","Zarpar"
"TID_BUILDING_MULTI_MORTAR","Mortero múltiple"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Estatua de bárbaro antigua"
"TID_BUILDING_TELESCOPE","Laboratorio astral"
"TID_UNIT_COUNT","Unidades:"
"TID_TRAINING_TIME2","Entrenamiento:"
"TID_FILL_ARMY_CAMPS","Ocupa los campamentos"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Error al atacar. ¡Ataque usado!"
"TID_ATTACK","Atacar"
"TID_LOOT_AVAILABLE","Botín disponible:"
"TID_LOOT_RECEIVED","Botín recibido:"
"TID_FIND_MATCH_HEADER","¿Buscar batalla?"
"TID_HOUSING_VILLAGE2","Unidades por campamento:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","La habilidad especial se desbloquea en el nivel <number>."
"TID_UPGRADE_INFO_START","Aumenta"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> y"
"TID_UPGRADE_INFO_HP","<old> los puntos de vida (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> el daño por segundo (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> la velocidad de ataque (por <num> s)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> las unidades generadas (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> las unidades por campamento (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> la velocidad de generación de <name> (+20 %)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Desbloquea esta habilidad especial: <name>."
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Mejora esta habilidad: <name>."
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> la velocidad de despliegue de <name> (+15 %)"
"TID_NEXT_LEVEL","Próximo nivel"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Requiere laboratorio astral de nivel <number>."
"TID_ABILITY","Habilidad especial"
"TID_BARB2_ABILITY_NAME","Furia"
"TID_BARB2_ABILITY_HELP","La velocidad y el daño aumentan durante los primeros <num> segundos."
"TID_ARCHER2_ABILITY_NAME","Manto"
"TID_ARCHER2_ABILITY_HELP","Esta tropa es invisible ante las defensas durante los primeros <num> segundos."
"TID_GIANT_ABILITY_NAME","Puñetazo potente"
"TID_GIANT_ABILITY_HELP","El primer ataque causa un <num> % de daño."
"TID_CANNON_ABILITY_NAME","Último bastión"
"TID_CANNON_ABILITY_HELP","Si se destruye el carro, el cañón seguirá disparando con <num2> puntos de vida temporales."
"TID_PEKKA2_ABILITY_NAME","Sobrecarga"
"TID_PEKKA2_ABILITY_HELP","Inflige <num> de daño con una enorme explosión al destruirse."
"TID_BALLOON2_ABILITY_NAME","Explosión esquelética"
"TID_BALLOON2_ABILITY_HELP","Inflige <num2> de daño y genera <num> esqueletos al destruirse."
"TID_GARG2_ABILITY_NAME","Larga distancia"
"TID_GARG2_ABILITY_HELP","Los primeros <num> ataques tienen un mayor alcance."
"TID_BOMBER_ABILITY","Gran bomba"
"TID_BOMBER_ABILITY_HELP","La primera bomba lanzada inflige un <num3> % de daño."
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","¡Recoge recursos, entrena e investiga a tus tropas, y construye edificios <multiplier> veces más rápido durante <time>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","¿Acelerar aldea?"
"TID_POPUP_BOOST_VILLAGE","¡Recoge recursos, entrena e investiga a tus tropas, y construye edificios <multiplier> veces más rápido durante <time>!\n\nPuedes acelerar gratis una vez cada <cooldown>."
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","¡Aceleración gratis!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Acelerar"
"TID_BUTTON_CLOCK_TOWER_BOOST","¡Aceleración gratis!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Prolonga la duración de la aceleración <time>."
"TID_CLOCK_TOWER_INFO","¡La torre del reloj hará que las cosas sucedan antes en tu aldea! Recoge recursos, entrena e investiga a tus tropas, y construye edificios más rápido."
"TID_BOOST","Acelerar"
"TID_BUILD_TRAINING_GROUNDS","Construye antes el campamento."
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Elimina antes a las unidades existentes."
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Largo alcance"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Ataque rápido"
"TID_BUTTON_ATTACK_MODE_BURST","Explosión"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Máx.:"
"TID_RESOURCE_PRODUCTION","Producción por hora:"
"TID_RESOURCE_IN_TREASURY","En la tesorería:"
"TID_FIND_NEW_MATCH","Buscar nueva batalla"
"TID_BUTTON_FIND_NOW","Buscar"
