"TID","AR"
"TID_OVERVIEW_TRAIN_PREVIOUS","تدريب"
"TID_BUTTON_TRAIN_PRESET","تدريب"
"TID_BUTTON_EDIT_PRESET","تعديل"
"TID_BUTTON_CREATE_PRESET","إنشاء"
"TID_BUTTON_CANCEL_PRESET","إلغاء"
"TID_BUTTON_SAVE_PRESET","حفظ"
"TID_PRESET_RESOURCES","التكلفة"
"TID_PRESET_TIME","الوقت"
"TID_TRAINING_SPELLS_INFO","تصبح التعويذات متاحة في قاعة المدينة من المستوى 5"
"TID_TRAINING_SPELLS_INFO_BUILD","قم ببناء مصنع السحر لفتح التعويذات!"
"TID_SEARCH_TAB_BOOKMARKS","المرجعيات"
"TID_TRAINING_RESOURCES","الموارد"
"TID_ADD_FRIEND_ERROR_GENERIC","تعذّر إرسال دعوة الصديق. حاول مرة أخرى لاحقًا."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","اللاعب الذي حاولت إضافته غير موجود."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","لقد أرسلت الكثير من طلبات الصداقة. قم بإزالة واحد وحاول مرة أخرى."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","لدى صديقك الكثير من الطلبات المعلّقة. حاول مرة أخرى لاحقًا."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","لا يمكنك دعوة نفسك كصديق!"
"TID_ADVANCED_SEARCH_BUTTON_MORE","عوامل تصفية"
"TID_ADVANCED_SEARCH_BUTTON_LESS","إخفاء عوامل التصفية"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","الحروب الودية"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","أتريد السماح للقبائل الأخرى بإرسال تحديات حرب ودية لك؟"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","يسمح لبقية اللاعبين برؤية نتائج معارك حربك من على ملف قبيلتك التعريفي"
"TID_DECORATION_BK_STATUE","تمثال البطل العظيم"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","تم إيقاف قبيلتك وحسابك على اللعبة مؤقتًا من حروب القبائل كإجراء تأديبي."
"TID_BUTTON_SELECT","بدء!"
"TID_PRESET_UNLOCK_INFO","يصبح التدريب السريع مفتوحًا في قاعة المدينة من المستوى <number>!"
"TID_CREATE_PRESET_INFO","أضف القوات والتعويذات ثم احفظ الجيش"
"TID_PRESET_INFO","ضع مخططات الجيش من أجل تدريب سهل!"
"TID_PREVIOUS_ARMY_INFO","درّب ما سبق بعد القيام بهجوم!"
"TID_BUILDING_CONSTRUCTION_PREVENTS","متوفر عند انتهاء الإنشاء!"
"TID_TITLE_RENAME_PRESET","إعادة تسمية الجيش"
"TID_PREVIOUS_ARMY","الجيش السابق"
"TID_ARMY_SLOT_DEFAULT_NAME","الجيش <num>"
"TID_DIAMOND_BUNDLE_BUILDER","حزمة البنّاء"
"TID_DIAMOND_BUNDLE_TH4","حزمة قاعة المدينة 4"
"TID_DIAMOND_BUNDLE_TH5","حزمة قاعة المدينة 5"
"TID_DIAMOND_BUNDLE_TH6","حزمة قاعة المدينة 6"
"TID_DIAMOND_BUNDLE_TH7","حزمة قاعة المدينة 7"
"TID_DIAMOND_BUNDLE_TH8","حزمة قاعة المدينة 8"
"TID_DIAMOND_BUNDLE_TH9","حزمة قاعة المدينة 9"
"TID_DIAMOND_BUNDLE_TH10","حزمة قاعة المدينة 10"
"TID_DIAMOND_BUNDLE_TH11","حزمة قاعة المدينة 11"
"TID_VILLAGE_OBJECT_SHIP","قارب"
"TID_CLAN_IS_ALREADY_IN_WAR","القبيلة في حرب بالفعل"
"TID_CLAN_HAS_REQUEST_ALREADY","لدى القبيلة تحدي حرب ودية معلق"
"TID_CLAN_HAS_TOO_FEW_MEMBERS","لا يوجد لدى القبيلة ما يكفي من الأعضاء"
"TID_YOUR_CLAN_IS_ALREADY_IN_WAR","قبيلتك في حرب بالفعل"
"TID_OFFER_PURCHASE_PENDING","جارِ الشراء..."
"TID_OFFER_PURCHASE_PENDING_ERROR","عملية شرائك قيد المعالجة."
"TID_ACCEPT_FRIENDLY_WAR_NOT_AVAILABLE_IN_MODE","العودة إلى الصفحة الرئيسية لقبول تحدي الحرب الودية!"
"TID_BUILDING_BOMB_TOWER","برج القنابل"
"TID_BUILDING_BOMB_TOWER_INFO","تقوم أبراج القنابل بقصف القوات الأرضية المجاورة وتنفجر انفجارًا هائلاً عند تدميرها! ينبغي على وحدات الاشتباك الاحتماء!"
"TID_DIAMOND_BUNDLE_HERO","بطل"
"TID_CAPACITY_LEFT_INDICATOR_TEXT","باقي"
"TID_FRIENDLY_WAR","حرب ودية"
"TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY","درب سريعًا الجيش الأخير الذي استخدمته في المعركة!"
"TID_HELP_TRAINING_TROOPS_HELP_POPUP","يمكنك تدريب المزيد من القوات وتركها هنا حتى تتوفر لدى جيشك مساحة فارغة.\n\nملحوظة: يتم تدريب قواتك بشكل أبطأ إذا كانت الثكنات قيد الإنشاء."
"TID_HELP_TRAINING_SPELLS_HELP_POPUP","يمكنك تحضير المزيد من التعويذات وتركها هنا حتى تتوفر لدى جيشك مساحة فارغة."
"TID_DIAMOND_BUNDLE_BUILDER_INFO","تتضمن حزمة البنّاء هذه <gems> من الجواهر وبنّاءً مجانيًا!"
"TID_DIAMOND_BUNDLE_TH4_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• دفاع جوي من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH5_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• برج الساحر من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH6_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• كنّاس جوي من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي لمرة واحدة!"
"TID_DIAMOND_BUNDLE_TH7_INFO","• <gems> من الجواهر\n• بطل الملك البربري\n• تيسلا مخفية من المستوى 3\n\nبدون وقت للبناء!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH8_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• برج قنابل من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH9_INFO","• <gems> من الجواهر\n• بطل الملكة رامية السهام\n• القوس-X من المستوى 2\n\nبدون وقت للبناء!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH10_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• برج النار من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_TH11_INFO","• <gems> من الجواهر\n• بطل الآمر الكبير\n• مدفعية النسر من المستوى 1\n\nبدون وقت للبناء!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_OVERQUEUE_HELPER_TROOPS","ستنضم هذه الوحدات إلى جيشك عندما تتوافر مساحة فارغة!"
"TID_OVERQUEUE_HELPER_SPELLS","ستتحرك هذه التعويذات إلى جيشك عندما تتوافر مساحة فارغة!"
"TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT","هل تريد إلغاء تحدي الحرب الودية؟"
"TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER","هل تود إلغاء التحدي؟"
"TID_CANCEL_FRIENDLY_WAR_TEXT","هل تود رفض تحدي الحرب الودية؟ سيتم حظر التحديات الجديدة الصادرة من هذه القبيلة لبعض الوقت."
"TID_CANCEL_FRIENDLY_WAR_HEADER","هل تود رفض التحدي؟"
"TID_SHOP_PURCHASED","ما تم شراؤه"
"TID_ARRANGED_WAR_EDIT_MEMBERS","اختر المشاركين في الحرب الودية"
"TID_VALUE_STICKER_CONTENT","<value> أضعاف القيمة"
"TID_DIAMOND_BUNDLE_BOMB_TOWER","حزمة برج القنابل"
"TID_DIAMOND_BUNDLE_BOMB_TOWER_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• برج قنابل من المستوى 2\n\nبدون وقت للبناء وبلا حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_UNPLACED_BUILDINGS","مباني غير موضوعة"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","لا تأتي الحروب الودية بغنائم أو نقاط خبرة القبيلة"
"TID_ARRANGED_WAR_SIZE","حجم الحرب الودية: <num> ضد <num>"
"TID_FRIENDLY_WAR_PARTICIPANTS","المشاركون في الحرب الودية"
"TID_DIAMOND_PACK_6","ملء جيب من الجواهر"
"TID_TOWNHALL_LEVEL","قاعة المدينة <level>"
"TID_RES_PACK","حزمة موارد"
"TID_RES_PACK_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• <res1> من الإكسير\n\nبدون حدود على التخزين!\n\nاحصل على خصم هائل على الموارد لوقت محدود!"
"TID_NEWS_BOMB_TOWER_UPDATE_TITLE","دفاع جديد: برج القنابل!"
"TID_NEWS_BOMB_TOWER_UPDATE_TEXT","• اقصف الأعداء المجاورين بقنابل صغيرة قصيرة المدى!\n• تنفجر أبراج القنابل عند تدميرها لتفتك بقوات الاشتباك المجاورة لها!\n• يتوافر برج القنابل في قاعة المدينة من المستوى 8"
"TID_NEWS_BOMB_TOWER_UPGRADES_TITLE","ترقيات جديدة"
"TID_NEWS_BOMB_TOWER_UPGRADES_TEXT","قاعة المدينة 11\n• تنين من المستوى 6\n• تنين صغير من المستوى 5\n• القوس-X من المستوى 5\n• مدفع هاون من المستوى 10\n• تيسلا مخفية من المستوى 9\n• 25 من قطع الجدار الإضافية\n\nقاعة المدينة 11\n• الساحر من المستوى 7\n• أصبح التنين الصغير من المستوى 4 مفتوح الآن\n\nقاعة المدينة 9\n• أصبح الساحر من المستوى 6 مفتوح الآن"
"TID_NEWS_BOMB_TOWER_MORE_TITLE","تحديثات أخرى"
"TID_NEWS_BOMB_TOWER_MORE_TEXT","• الحروب الودية: تحدى القبائل الأخرى في حروب مخصصة\n• إضافة أصدقاء Clash من ملف اللاعب الشخصي\n• تم تحديث قواعد مكافآت غنيمة حروب القبائل ونقاط خبرة القبيلة\n• تقليل الوقت والتكلفة الخاصين بالعديد من مستويات الترقية\n• العديد من التغييرات لخلق التوازن، من الساحرات إلى السحرة!\nلغات جديدة في الإعدادات: الإندونيسية والمالايو\n\nاعرف المزيد من الملاحظات الكاملة الخاصة بالإصدار!"
"TID_BUNDLE_TOWN_HALL","حزمة البادئ لقاعة المدينة"
"TID_BUNDLE_RESOURCE","حزمة موارد"
"TID_BUNDLE_UPDATE","حزمة تحديث خاصة"
"TID_OFFER_HAS_EXPIRED","انتهت صلاحية العرض"
"TID_GOOD_VALUE","قيمة رائعة!"
"TID_BUNDLE_GEMS_CONFIRMATION","تم تلقي <ce53cff><amount> من الجواهر!</c>"
"TID_DIAMOND_BUNDLE_GOLD_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n\nبدون حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_GOLD_DARK_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• <res1> من إكسير الظلام\n\nبدون حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_ELIXIR_DARK_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من الإكسير\n• <res1> من إكسير الظلام\n\nبدون حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• <res1> من الإكسير\n\nبدون حدود على التخزين!\nلا تفوّت هذا العرض الذي يعطي\n<cffec78><value>أضعاف القيمة</c> ويأتي مرة واحدة."
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TITLE","تجديد تدريب الجيش"
"TID_NEWS_BOMB_TOWER_ARMY_REVAMP_TEXT","لقد قمنا بتبسيط عملية تدريب الجيش وجعلنا من التدريب أمرًا سهلاً لا يحتاج إلى جهد من خلال خاصية التدريب السريع! شاهد هذا الفيديو القصير عن النظام الجديد!"
"TID_RED_NEWS_BUY","المتجر"
"TID_OFFER_NOT_AVAILABLE","العرض غير متاح حاليًا"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","لديك الكثير من الأصدقاء. أزل واحدًا إن كنت تريد إضافة صديق جديد."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","لدى صديقك الكثير من الأصدقاء. يرجى إعادة المحاولة لاحقًا."
"TID_BOOMBOX_NEWS","الأخبار"
"TID_BOOMBOX_FOR_YOU","لك"
"TID_TAB_EVENTS","الأحداث"
"TID_BOOMBOX_EVENTS","الأحداث"
"TID_TUTORIAL_SETTINGS_HELP","هل تحتاج إلى المساعدة يا زعيم؟"
"TID_ITEMS_LEFT","يتبقى <number>"
"TID_BUTTON_GET_GIFT","المطالبة بالهدية"
"TID_GIFT_CLAIM_FAIL_SERVER","فشل المطالبة بالهدية. يُرجى إعادة المحاولة لاحقًا."
"TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN","لا يمكنك المطالبة بالهدية؛ لستَ عضوًا في القبيلة!"
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN","لا يمكن المطالبة بالهدية، فقد غيّرت قبيلتك مؤخرًا! يُرجى إعادة المحاولة في وقت لاحق."
"TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME","لا يمكن المطالبة بالهدية، فقد غيّرت قبيلتك مؤخرًا! يُرجى إعادة المحاولة بعد <time>"
"TID_DIAMOND_GIFT_RECEIVED","حصلتَ من هدية القبيلةَ على <number> من الجواهر!"
"TID_DIAMONDS_GIFT_RECEIVED","حصلتَ من هدية القبيلةَ على جوهرة واحدة!"
"TID_DIAMOND_BUNDLE_DARK_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من إكسير الظلام\n\nبدون حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_DIAMOND_BUNDLE_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من الإكسير\n\nبدون حدود على التخزين!\n\nلا تفوّت هذا العرض الذي يعطي <cffec78><value> أضعاف القيمة</c> ويأتي مرة واحدة!"
"TID_BLACK_FRIDAY_PACK","مجموعة الجمعة السوداء"
"TID_XMAS_PACK","باقة العطلات المذهلة"
"TID_XMAS_PACK_INFO","• <gems>جواهر\n• <c80d8e8>هدايا القبيلة:</c>\n<giftgems> جواهر لكل أعضائها\n\nبما في ذلك هدايا حتى <giftmates>زملاء القبيلة!"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","استخدم <unit> من الوحدات"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","حدث التحدي: اظفر بمعارك متعددة اللاعبين!\n<cffec78>• يجب استخدام <usecount> وحدات <unit> </c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","حدث التحدي: اظفر بمعارك متعددة اللاعبين!\n<cffec78>• يجب استخدام <unit> واحدة</c>"
"TID_GIFT_DIAMOND_PACK_2","حقيبة جواهر وهدايا"
"TID_GIFT_DIAMOND_PACK_3","كيس جواهر وهدايا"
"TID_GIFT_DIAMOND_PACK_4","صندوق جواهر وهدايا"
"TID_GIFT_DIAMOND_PACK_5","صندوق جواهر وهدايا"
"TID_YOU_GOT_REWARD","لقد حصلتَ على:"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","يرجى الانتظار قبل إرسال بلاغ آخر"
"TID_ONGOING_EVENTS","أحداث اليوم"
"TID_EVENT_ARMY_BOOST","تسريع التدريب مقابل جوهرة"
"TID_EVENT_TIME_LEFT","الوقت المتبقي:"
"TID_EVENT_ARMY_BOOST_INFO","درَّب القوات بسرعة أكبر 4 أضعاف!\n\nسرّع تدريب القوات بجوهرة واحدة."
"TID_ACHIEVEMENTS_PROGRESS","التقدم"
"TID_OPEN_TRAIN_TROOPS","تدريب"
"TID_EVENT_COLLECTOR_BOOST","تسريع المستخرِج مقابل جوهرة واحدة"
"TID_COLLECTOR_BOOST_INFO","ضاعف إنتاج مواردك!\n\nيمكنك تسريع مستخرجات الموارد مقابل جوهرة واحدة فقط في كل مرة."
"TID_EVENT_CW_TITLE","ضعف نقاط خبرة القبيلة"
"TID_EVENT_CW_INFO","ارتقِ بمستوى قبيلتك بضعف السرعة!\n\nحروب القبائل النشطة أثناء هذا الحدث، تكسبك ضِعف خبرة القبيلة."
"TID_EVENT_CHRISTMAS","حدث العطلة"
"TID_EVENT_STAR_BONUS","<starbonus>أضعاف مكافأة النجوم"
"TID_EVENT_STAR_BONUS_INFO","املأ خزينتك بسرعة أكبر!\n\nمكافآت النجوم تمنحك <starbonus> أضعاف الغنائم أثناء هذا الحدث."
"TID_EVENT_CHRISTMAS_SPELL","في Clash عيد الميلاد فقط: مفاجأة بابا نويل"
"TID_EVENT_CHRISTMAS_SPELL_INFO","يمكنك إهداء الأعداء الدمار الكامل!\n\nمفاجأة بابا نويل تتيح لك تطوير العناصر السحرية لفترة محدودة."
"TID_OPEN_TRAIN_SPELLS","تحضير"
"TID_EVENT_CHRISTMAS_TRAP","في Clash عيد الميلاد فقط: فخ التجمد"
"TID_EVENT_CHRISTMAS_TRAP_INFO","أوقف المهاجمين في أماكنهم!\n\nيمكنك استخدام فخاخ التجمد، ولكن الجليد سيذوب عندما ينتهي الحدث."
"TID_OPEN_SHOP_TRAPS","بناء"
"TID_EVENT_CHRISTMAS_UNIT","في Clash عيد الميلاد فقط: ساحر الثلج"
"TID_EVENT_CHRISTMAS_UNIT_INFO","جمِّد أعداءك في أماكنهم بفضل هذه القوات الأسطورية!\n\nسحرة الثلج جاهزون للتدريب لفترة محدودةّ!"
"TID_UPCOMING_EVENTS","الأحداث القادمة"
"TID_GIFT_AVAILABLE_STREAM_TEXT","أرسل أحد زملاء القبيلة هدايا!"
"TID_TRAP_FREEZE","فخ التجمد"
"TID_TRAP_FREEZE_INFO","يوقف المهاجمين في أماكنهم، يا له من جو بارد!\n\nمتاح للاستخدام لفترة محدودة فقط"
"TID_EVENT_TIME_UNTIL_START","يبدأ خلال:"
"TID_EVENT_UPCOMING_TIME","<number> من الأيام"
"TID_EVENT_ARMYSPELL_BOOST","تسريع الجيش بجوهرة"
"TID_EVENT_ARMYSPELL_BOOST_INFO","فز بجيوش كاملة بـ 4 أضعاف السرعة!\nسرّع ما يلي مقابل جوهرة واحدة لكل منها:\n• الأبطال\n• تدريب القوات\n• صناعة التعويذات"
"TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO","• <gems> من الجواهر\n• <res0> من الذهب\n• <res1> من الإكسير\n• <res2> من إكسير الظلام\n\nبما يفوق حدود المخزن!\n\nهذا العرض لن يتكرر وهو أفضل عروضنا <cffec78>على الإطلاق</c> - فلا تفوّته!"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","لقد قمتَ بترقية الكمية القصوى من هذه المباني!"
"TID_UPGRADE_COUNT_LIMITED","يمكنك أن ترقّي عددًا إضافيًا يبلغ <num> من هذه المباني"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>لا يمكنك ترقية أي مباني أخرى من هذه المباني</c>"
"TID_WIZARD2","ساحر الثلج"
"TID_CHARACTER_INFO_WIZARD2","هذا الساحر الأسطوري سيبطئ من دفاعات أعدائك باستخدام قاذفات ثلج مدمرة!\n\nمتاح لفترة محدودة فقط."
"TID_WATCH","مشاهدة الفيديو"
"TID_EVENT_SPELL_BOOST","تسريع التطوير بجوهرة واحدة"
"TID_EVENT_SPELL_BOOST_INFO","اصنع السحر بسرعة أكبر 4 أضعاف!\n\nسرّع صناعة السحر بجوهرة واحدة."
"TID_EVENT_TROOP","حدث <troop>"
"TID_EVENT_TROOP_INFO","درّب قوات <troop> مقابل خصم وأكمل حدث التحدي!"
"TID_EVENT_SPELL","حدث <troop>"
"TID_EVENT_SPELL_INFO","تحضير قوات <troop> مقابل خصم!"
"TID_REDUCE_COST","الخصم على التكلفة:"
"TID_EVENT_ACHIEVEMENT_COMPLETE","اكتمل الحدث!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_DISCOUNT","أيها الزعيم، بدأ أحد أحداث القوات!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_DISCOUNT","أيها الزعيم، بدأ أحد أحداث التعويذات!"
"TID_LOCAL_NOTIFICATION_EVENT_TROOP_TRAINING_BOOST","أيها الزعيم، بدأ أحد أحداث تسريع التدريب بجوهرة واحدة!"
"TID_LOCAL_NOTIFICATION_EVENT_SPELL_BREWING_BOOST","أيها الزعيم، بدأ أحد أحداث تسريع التطوير بجوهرة واحدة!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_ARMY_BOOST","أيها الزعيم، بدأ أحد أحداث تسريع الجيش بجوهرة واحدة!"
"TID_LOCAL_NOTIFICATION_EVENT_ALL_COLLECTORS_BOOST","أيها الزعيم، بدأ أحد أحداث تسريع المستخرج بجوهرة واحدة!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS","أيها الزعيم، بدأ أحد أحداث مكافآت النجوم!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_XP","أيها الزعيم، بدأ أحد أحداث نقاط خبرة القبيلة!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP","أيها الزعيم، هناك قوات خاصة متاحة لفترة محدودة!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_SPELL","أيها الزعيم، هناك تعويذة خاصة متاحة لفترة محدودة!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TRAP","أيها الزعيم، هناك فخ خاص متاح لفترة محدودة!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_OFFER","أيها الزعيم، لديك عرض خصومات عالي القيمة متاحٌ لفترة محدودة!"
"TID_GIFT_GIVEN_STREAM_TEXT","لقد أرسلتَ هدايا القبيلة!"
"TID_YOU_HAVE_ALREADY_CLAIMED_THE_GIFT","لقد طالبت بهذه الهدية بالفعل!"
"TID_HOLIDAY_PACK","باقة العطلات"
"TID_GIFT_NOT_AVAILABLE_IN_MODE","عد للصفحة الرئيسية لتسلّم الهدايا!"
"TID_EVENT_ACHIEVEMENT_REWARD_CLAIMED","انتهى الحدث! حصلت على <gem> من الجواهر و<xp> من نقاط الخبرة!"
"TID_EVENT_CHRISTMAS_SPELL_UPCOMING","اليوم الأول من Clash عيد الميلاد!"
"TID_EVENT_CHRISTMAS_TRAP_UPCOMING","اليوم الثاني من Clash عيد الميلاد!"
"TID_EVENT_CHRISTMAS_UNIT_UPCOMING","اليوم الثالث من Clash عيد الميلاد!"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ هدايا القبيلة"
"TID_NEWS_XMAS_2016_UPDATE_TITLE","عيد Clash مجيد!"
"TID_NEWS_XMAS_2016_UPDATE_TEXT","إنه موسم مثلج تملؤه الأحداث المميزة!\n\nتفقَّدوا علامة تبويب<c76589b>الأحداث</c> الجديدة وتابعوا كل المرح القادم!"
"TID_NEWS_XMAS_2016_UPGRADES_TITLE","ترقيات جديدة"
"TID_NEWS_XMAS_2016_UPGRADES_TEXT","قاعة المدينة 11\n• الملك البربري من المستويات 41-45\n• الملكة رامية السهام من المستويات 41-45\n• غولم من المستوى 6\n• راكب الخنزير من المستوى 7\n• تعويذة السم من المستوى 5\n• قلعة القبيلة من المستوى 7\n• برج الساحر من المستوى 10\n• الجدار من المستوى 12 (بحد أقصى 50 قطعة)"
"TID_NEWS_XMAS_2016_MORE_TITLE","تحديثات أخرى"
"TID_NEWS_XMAS_2016_MORE_TEXT","• برج الساحر من المستوى 9 متوفر الآن عند قاعة المدينة 10\n• تمت زيادة مدى تعويذة السم قليلاً\n• تمت زيادة ضرر الساحرة ونقاط الإصابة\n• تم تحسين سرعة الهجوم لبالون والتنين وبيكا\n• تم تخفيض تكاليف وفترات عدة ترقيات"
"TID_MULTIPLAYER_STAR_BONUS_EVENT_ACTIVE","<c66CC00><num>حدث مكافأة النجوم!</c>"
"TID_NO_EVENTS_CONTENT","لم يتم ترتيب أي حدث حاليًا.\nيُرجى المراجعة لاحقًا!"
"TID_FEEDBACK_BUTTON6","تم قفل الحساب"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_1","يا زعيم، احتفل بعيد Clash المجيد مع تعزيزات مقابل جوهرة واحدة ومفاجأة بابا نويل!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_2","يا زعيم، يستمر عيد Clash المجيد مع فخ التجمد - اطّلع عليه!"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_3","يا زعيم، درِّب سحرة الثلج خلال أيام عيد Clash المجيد الأخيرة!"
"TID_QQ_LOGIN_BUTTON","تسجيل الدخول إلى QQ"
"TID_WECHAT_LOGIN_BUTTON","تسجيل الدخول إلى WeChat"
"TID_GUEST_LOGIN_BUTTON","تسجيل الدخول للضيف"
"TID_WECHAT_LOGGED_IN","الدخول مُسجل إلى WeChat"
"TID_QQ_LOGGED_IN","الدخول مُسجل إلى QQ"
"TID_WECHAT_LOGOUT_BUTTON","تسجيل الخروج"
"TID_WECHAT_NOT_INSTALLED","لم تقم بتثبيت WeChat بعد"
"TID_SHARE_DIALOG_TITLE","مشاركة"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","حساب لعبة جديد"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","مستوى تقدمك الحالي مرتبط بحساب آخر. هل أنت متأكد من رغبتك في تسجيل الدخول وإنشاء لعبة جديدة باستخدام حساب QQ/WeChat هذا؟"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","هل تريد تحميل قرية الزعيم <name> حيث مستوى قاعة المدينة هو <number>؟"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","لعبة Clash of Clans مجانية، لكن يمكنك تسريع تقدمك في اللعبة بواسطة عمليات الشراء داخل التطبيق."
"TID_MULTIDEVICE_INFO_TENCENT","للعب على أجهزة متعددة تعمل بنظام التشغيل Android، عليك تسجيل الدخول باستخدام حساب WeChat أو QQ نفسه."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","المزامنة مع حسابك"
"TID_LINK_SAME_PLATFORM_TENCENT","للعب على العديد من الأجهزة، تأكد من أنك قمت بتسجيل الدخول إلى حساب WeChat أو QQ الخاص بك في إعدادات اللعبة.\n\nثم سجّل دخولك باستخدام حساب WeChat أو QQ نفسه على الجهاز الآخر أيضًا. ستتم مزامنة تقدمك تلقائيًا."
