"TID","EN"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Your village is already permanently attached to the account you have signed in with.\n\nBecause the base already has progress (Town Hall level <level> or a purchase made), it cannot be overwritten anymore."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","To play on another Android device, download Clash of Clans from the Tencent Store and sign-in using the same WeChat or QQ account.\n\nYour progress will be automatically synchronized."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Add Clash Friends from their player profile. WeChat or QQ friends automatically appear once you've logged in."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Clash of Clans is free to play, but you can speed up progress with in-app purchases. Tap OK to accept our Terms and Privacy Policy."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Conflicting Account"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","The account you try to log in with is different from the account stored locally, do you want to switch to the new one?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Yes, switch to current account."
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","No, use the original one."
"TID_NEWS_MARCH_2017_UPDATE_TITLE","Balancing Update!"
"TID_NEWS_MARCH_2017_UPDATE_TEXT","• Air Defense level 9 added to Town Hall 11\n• Wall level 12 limit increased by 25\n• Stat increases to Hog Rider, Miner, Witch, Dragon and P.E.K.K.A"
"TID_ACHIEVEMENT_ACCOUNT_BOUND","Connect your account to a social network for safe keeping."
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","Keep your village safe"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","Completed!"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Connect to Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GOOGLE_PLAY","Connect to Google Play"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_KUNLUN","Your village is safeguarded"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Connect to WeChat or QQ"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT_AND_GAME_CENTER","Connect to WeChat, QQ or Game Center"
"TID_NEWS_IOS7_TITLE","End of support for devices running iOS 5 and 6"
"TID_NEWS_IOS7_TEXT","The next Clash of Clans update will remove support for all Apple devices running iOS versions 5 and 6. In order to keep playing Clash of Clans, please update to iOS 7 or higher. For more information, tap below!"
"TID_NEWS_IOS7_BUTTON","More Info"
"TID_LOCAL_NOTIFICATION_EVENT_HERO_BOOST","Chief, a 1-Gem Hero Boost event has started!"
"TID_LOCAL_NOTIFICATION_EVENT_STAR_BONUS_4X","Chief, a 4x Star Bonus event has started!"
"TID_EVENT_HERO_BOOST_ALT","Hero Boost Event"
"TID_EVENT_ARMY_GOWIWI","GoWiWi Event"
"TID_EVENT_ARMY_GOWIWI_INFO","Destroy villages with the classic Golem-Wizard-Witch army! Each unit is now 50% cheaper!"
"TID_CNY_PACK","Lunar New Year Pack"
"TID_LOCAL_NOTIFICATION_EVENT_ARMY_DISCOUNT","Chief, a special Army Event has started!"
"TID_OFFER_CW_TITLE","Clan Wars Pack"
"TID_NEWS_CW_BD_GIFTS_TITLE","Clan Gifts!"
"TID_ATTACK_SPEED","Attack Speed: <number>"
"TID_SUMMON_SPEED","Deployment Speed: <number>"
"TID_PLACEMENT_HINT_TUTORIAL3","Deploy your troops!"
"TID_WAITING_FOR_ENEMY","Waiting for opponent"
"TID_DEFENCE_TROOP_COUNT","Defense troops: <number>"
"TID_CLOCK_TOWER_BOOST_DURATION","Boost duration: <number>"
"TID_DIAMOND_BUNDLE_RED","(Hero Pack)RED"
"TID_DIAMOND_BUNDLE_RED_INFO","• <gems> Gems\n• Mighty Hero Statue\n• Limited time (RED) skin for Barbarian King\n\n100% of proceeds will go to (RED)´s fight against AIDS."
"TID_BUILDING_CLOCK_TOWER","Clock Tower"
"TID_CLOCK_TOWER_BOOST_TIME","Boost duration: <number> sec"
"TID_ARMY_CAMP_VILLAGE2","Camp <num>"
"TID_BUILDING_DOUBLE_CANNON","Double Cannon"
"TID_BUTTON_CHANGE_VILLAGE","Travel"
"TID_BUILDING_MULTI_MORTAR","Multi Mortar"
"TID_OBSTACLE_OLD_BARBARIAN_STATUE","Old Barbarian Statue"
"TID_BUILDING_TELESCOPE","Star Laboratory"
"TID_UNIT_COUNT","Units:"
"TID_TRAINING_TIME2","Training Time:"
"TID_FILL_ARMY_CAMPS","Fill army camps"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Failed to attack, attack used!"
"TID_ATTACK","Attack"
"TID_LOOT_AVAILABLE","Loot Available:"
"TID_LOOT_RECEIVED","Loot Received:"
"TID_FIND_MATCH_HEADER","Find a Match?"
"TID_HOUSING_VILLAGE2","Units per camp:"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Special ability unlocks at level <number>"
"TID_UPGRADE_INFO_START","Increases"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> and"
"TID_UPGRADE_INFO_HP","<old> hitpoints (+<num>)"
"TID_UPGRADE_INFO_DPS","<old> damage per second (+<num>)"
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> attack speed (by <num>s)"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> number of units spawned (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> number of units per Army Camp (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> <name> spawning speed (+20%)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Unlocks special ability: <name>!"
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Improves the <name> ability!"
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> <name> deployment speed (+15%)"
"TID_NEXT_LEVEL","Next Level"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Level <number> Star Laboratory Required"
"TID_ABILITY","Special Ability"
"TID_BARB2_ABILITY_NAME","Rage"
"TID_BARB2_ABILITY_HELP","Speed and damage are increased for the first <num> seconds"
"TID_ARCHER2_ABILITY_NAME","Cloak"
"TID_ARCHER2_ABILITY_HELP","Invisible to defenses for the first <num> seconds"
"TID_GIANT_ABILITY_NAME","Power Punch"
"TID_GIANT_ABILITY_HELP","First attack deals <num>% damage"
"TID_CANNON_ABILITY_NAME","Last Stand"
"TID_CANNON_ABILITY_HELP","Cannon keeps shooting after cart is destroyed with <num2> temporary hitpoints"
"TID_PEKKA2_ABILITY_NAME","Overcharge"
"TID_PEKKA2_ABILITY_HELP","Deals <num> damage in a massive explosion when destroyed"
"TID_BALLOON2_ABILITY_NAME","Skeleton Burst"
"TID_BALLOON2_ABILITY_HELP","Deals <num2> damage and spawns <num> Skeletons when destroyed"
"TID_GARG2_ABILITY_NAME","Long Shot"
"TID_GARG2_ABILITY_HELP","First <num> attacks are thrown from longer range"
"TID_BOMBER_ABILITY","Big Bomb"
"TID_BOMBER_ABILITY_HELP","First bomb thrown deals <num3>% damage"
"TID_POPUP_BOOST_VILLAGE_SPEEDUP","Collect resources, train, research and build <multiplier>x faster for <time>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Boost Village?"
"TID_POPUP_BOOST_VILLAGE","Collect resources, train, research and build <multiplier>x faster for <time>!\n\nYou can boost for free once per <cooldown>!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Free Boost!"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Boost Now!"
"TID_BUTTON_CLOCK_TOWER_BOOST","Free Boost!"
"TID_CLOCK_TOWER_UPGRADE_NOTE","Makes boost last <time> longer"
"TID_CLOCK_TOWER_INFO","The Clock Tower makes things happen faster in your village! Collect resources, train, research and build faster."
"TID_BOOST","Boost"
"TID_BUILD_TRAINING_GROUNDS","Build Army Camp first"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Remove existing units first"
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Long Range"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Fast Attack"
"TID_BUTTON_ATTACK_MODE_BURST","Burst"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Max:"
"TID_RESOURCE_PRODUCTION","Production per hour:"
"TID_RESOURCE_IN_TREASURY","In treasury:"
"TID_FIND_NEW_MATCH","Find new match"
"TID_BUTTON_FIND_NOW","Find Now!"
"TID_TIME_LEFT","Time Left:"
"TID_YOUR_ATTACK","Your attack:"
"TID_WAITING_FOR_ATTACK","Opponent is attacking!"
"TID_DOUBLE_CANNON_INFO","Double cannons, double shots per cannon, It's a double-double dose of trouble!"
"TID_BUILDING_GUARD_POST","Guard Post"
"TID_GUARD_POST_INFO","Houses troops to aid in defense! These rabble rousers are sure to slow down the enemy."
"TID_BUILDING_MEGA_TESLA","Mega Tesla"
"TID_MEGA_TESLA_INFO","What happens when a Tesla goes Mega? It's powerful jolt deals heavy damage to even the toughest units!"
"TID_GRASS","Tall Grass"
"TID_DUEL_NOTIFICATION","A Versus battle has started against <attacker>!"
"TID_STONE_PATH","Stone Path"
"TID_REPAIR_BUILDING_TITLE","Repair Building?"
"TID_REPAIR_HERO_TITLE","Rebuild Hero?"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","Firecrackers"
"TID_AIR_DEFENSE_SMALL_INFO","Keep flying pests away with flurries of small rockets! It's like a bug zapper, but prettier."
"TID_BUILDING_ARCHER_TOWER2","Archer Tower"
"TID_ARCHER_TOWER2_INFO","No foe can escape the Archer's arrows. This tower has a special switch - choose long range or fast attack!"
"TID_BUILDING_CANNON2","Cannon"
"TID_CANNON2_INFO","The iconic ground defense, built to last! This classic makes the Master Builder a bit sentimental."
"TID_BUILDING_TESLA_TOWER2","Hidden Tesla"
"TID_TESLA_TOWER2_INFO","Part tower, part trap, completely shocking! Zap air and ground foes alike with the power of science!"
"TID_TUTORIAL_SHIP","Chief, we can now rebuild the shipwreck on our shores!"
"TID_TUTORIAL_SHIP_LOAD_SHIP","Chief, our boat and crew are ready to set sail!"
"TID_TUTORIAL_SHIP_READY","Don't worry about getting lost. We'll remember the way back!"
"TID_TUTORIAL_SHIP_ARRIVE","Land ho! What is this strange place?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","We're in luck, Chief! We can fix up those old buildings for shelter!"
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Phew! Let's settle here for tonight. It's our home away from home!"
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","Huh?! Oh, visitors! Hooray!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Whoa! Where did you come from?!"
"TID_TUTORIAL_MEET_NEW_BUILDER4","My place! You... completely cleaned it! You TOTALLY earned yourself a tour."
"TID_TUTORIAL_LOOK_LABORATORY","I'm a Master Builder. Wanna see my favorite building? It gives troops special abilities!"
"TID_TUTORIAL_LOOK_LABORATORY_DO","We need troops to see who's the best Builder around, of course!"
"TID_TUTORIAL_LOOK_FINISH","Using troops? Chief, your skills might come in handy here!"
"TID_TUTORIAL_ATTACK","Really? If you can battle as well as you clean, we might make a good team!"
"TID_TUTORIAL_ATTACK_DONE","Oh no, they're attacking us, too!?"
"TID_TUTORIAL_ATTACK_DONE2","That's how we settle things! Best attack wins the prize. No stealing - that's RUDE."
"TID_TUTORIAL_ATTACK_DONE3","Chief, you did the best attack! We got loot as a prize!"
"TID_TUTORIAL_WORKER_MENU","Hooray! I have SO many ideas of things to build. Just look at my wish list!"
"TID_TUTORIAL_WORKER_MENU2","I always have ideas here. But you really know your stuff. You should choose!"
"TID_TUTORIAL_WORKER_MENU3","Awesome! We're a team now! Maybe I can even visit your home some day and... Zzz..."
"TID_TUTORIAL_WORKER_MENU4","Chief, seems there is plenty to do here. Let's be sure to look after our village too!"
"TID_WARMACHINE","Battle Machine"
"TID_WAITING_FOR_DUEL_NOTIFICATION","A player is ready for a Versus battle!"
"TID_UPGRADE_UNITS2","Upgrade Units"
"TID_RESEARCH2_TITLE","Upgrade benefits:"
"TID_RESERARCH2_SWIPE","Swipe left/right to see more upgrades"
"TID_VILLAGE2_PVP_LOOT","Wins"
"TID_BUTTON_START_MATCHMAKE","Find Now!"
"TID_START_MATCHMAKE_HINT","Attack and defend! Win the Versus battle for bonus loot!"
"TID_SEARCHING","Searching.."
"TID_NEWVILLAGE_LOG_INFO","Wait for the opponent to finish attacking. The best attack will win!"
"TID_BALLOON_CARRIER","Drop Ship"
"TID_SUPER_CHARGED_PEKKA","Super P.E.K.K.A"
"TID_IRONFIST_GIANT","Boxer Giant"
"TID_TOXIC_MINION","Beta Minion"
"TID_SNEAKY_ARCHER","Sneaky Archer"
"TID_RAGED_BARBARIAN","Raged Barbarian"
"TID_MOVING_CANNON","Cannon Cart"
"TID_BOMBER","Bomber"
"TID_RESEARCH2_ABILITY_TITLE","Special Ability"
"TID_BUILDING_CRUSHER","Crusher"
"TID_BUILDING_CRUSHER_INFO","The Crusher REALLY likes its personal space. This hulking stone slams ground units with a mighty wallop!"
"TID_ADVANCED_TRAP","Mine"
"TID_ADVANCED_TRAP_INFO","Plan an explosive surprise for troops that get too close. Choose air or ground!"
"TID_INFO_BALLOON_CARRIER","Packed to the brim with bones instead of bombs, Skeletons leap out of these balloons directly next to the enemy!"
"TID_YOUR_RESULT","Your attack:"
"TID_PUSHER","Push Trap"
"TID_PUSHER_INFO","Toss ground troops in a direction you choose. Heave ho!"
"TID_CHARACTER_INFO_BOMBER","With an appetite for destruction and high quality special effects, Bombers blow up anything in sight with bonus damage to Walls!"
"TID_CHARACTER_INFO_MOVING_CANNON","A cannon on wheels?! Bet they won't see that coming! Tons of firepower, but not that sturdy!"
"TID_CHARACTER_INFO_IRONFIST_GIANT","Heavy-handed and built like an ox, these Giants have been practicing their haymaker punch!"
"TID_CHARACTER_INFO_TOXIC_MINION","Attacks targets from a distance, glows in the dark, and is a maniac on the dance floor."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","Cloaked under cover of moonlight, Archers can take out targets before ever being seen. Their weakness? Overconfidence."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","Why is he so angry, speedy and vicious? Nobody's brave enough to ask. Maybe it's because he can't find his sword?"
"TID_TARGET_FOUND","Target Found!"
"TID_BABY_DRAGON2","Baby Dragon"
"TID_CHARACTER_INFO_BABY_DRAGON2","Cute, snuggly and prone to fire-spitting tantrums. Rampant destruction has never been so adorable."
"TID_BDRAG2_ABILITY_NAME","Tantrum"
"TID_BDRAG2_ABILITY_HELP","When separated from other air units, damage is increased by <num>%"
"TID_MULTI_MORTAR_INFO","Fires long range splash damage multiple times to maximize chances of hitting its target!"
"TID_FULL_ARMY_REQUIRED_V2","You need a full army to attack!"
"TID_ADVANCED_MEGA_TRAP","Mega Mine"
"TID_ADVANCED_MEGA_TRAP_INFO","A hidden dose of heavy destruction. Choose air or ground!"
"TID_CHANGE_TROOPS","Change Troops"
"TID_WITCH2_ABILITY_NAME","Bat Swarm"
"TID_WITCH2_ABILITY_HELP","Transforms into a swarm of <num> Bats when destroyed"
"TID_DARK_WITCH","Night Witch"
"TID_CHARACTER_INFO_DARK_WITCH","Fearlessly summons flocks of flying creatures and, unlike her sister, leaves the grass in pristine condition."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","Builder Base <name> level <level> required!"
"TID_BUILDING_FLAMER","Roaster"
"TID_FLAMER_INFO","Bathe foes with a fiery flood of scalding plasma! Both air and ground troops will feel the burn!"
"TID_MATCHMAKE_VILLAGE2_TITLE","Versus Battle"
"TID_YOU","You"
"TID_YOUR_BONUS","3-Win Bonus awarded!"
"TID_BAT","Bat"
"TID_VILLAGE_ROWBOAT","Builder Boat"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","The Master Builder can visit your Village to give your buildings special enhancements! Look for the Gear Up option in your Village defenses!"
"TID_OBSTACLE_SMALL_TREE","Small Tree"
"TID_OBSTACLE_BIG_TREE","Big Tree"
"TID_OBSTACLE_TREE_STUMP","Tree Stump"
"TID_OBSTACLE_LARGE_PINE_TREE","Grove"
"TID_WARMACHINE_INFO","This massive machine broke attempting to hoist the realm's biggest hammer. With some repairs, it could be taken into battle!"
"TID_TELESCOPE_INFO","The Star Laboratory searches the heavens for secrets to unlock a troop's full potential. Improve troop hitpoints, damage and housing space in addition to special troop abilities!"
"TID_TOWN_HALL2_INFO","Home of the Master Builder and the main objective in battle.\n\nDestroying a Builder Hall awards an extra star in attacks. Win a Versus Battle by getting the most Stars, or dealing more damage if tied.\n\nUpgrade the Builder Hall to unlock advanced buildings and troops!"
"TID_BUILDING_TOWN_HALL2","Builder Hall"
"TID_CHARACTER_INFO_BAT","Bats are frightfully fast and deadly in big swarms, but are easily wiped out by splash damage."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","Unstable energy radiates from this powerful suit of dark armor, waiting to be unleashed!"
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","Ancient Barbarian Statue"
"TID_DECORATION_ARCHER_QUEEN_STATUE","Archer Queen Statue"
"TID_WORKER2_INFO","Nothing gets done around here without the Master Builder! You can speed up his work by using green gems."
"TID_WORKER2_BUILDING","Master Builder's Hut"
"TID_HOUSING2_INFO","Your troops are stationed in Army Camps. Each camp can house only one troop type at a time. Some troops can be upgraded to fit more units per camp!"
"TID_HERO_INSTRUCTIONS_WARMACHINE","The Master Builder's prize invention smashes enemy buildings to bits. What better way is there to show who's the best builder around? Unlock the Electric Hammer ability to give opponents a real pounding!"
"TID_HERO_ABILITY_WARMACHINE_TITLE","Electric Hammer"
"TID_HERO_ABILITY_WARMACHINE_DESC","The Battle Machine calls down an energizing bolt of lightning, recovering some health and making its next attacks do increased damage. After a time, this ability recharges and can be used again!"
"TID_VILLAGE_OBJECT_SHIP_INFO","The boat lets you visit new places!"
"TID_GEAR_UP_AVAILABLE_LATER","Upgrade this building to level <level> first!"
"TID_USES_VILLAGE2_BUILDER","Requires Master Builder!"
"TID_GEAR_UP_BUILDING","Gear Up Building?"
"TID_GEAR_UP_BUILDING_SUBTITLE","Special upgrade:"
"TID_GEAR_UP_ARCHER_TOWER","Install a switch that can lower this Archer Tower to shoot at a much faster pace!"
"TID_GEAR_UP_CANNON","Turn this Cannon into a Double Cannon that does much more damage in a smaller range!"
"TID_GEAR_UP_MORTAR","Turn this Mortar into a Multi Mortar that makes a bigger splash with burst fire!"
"TID_ELIXIR2","Elixir"
"TID_GOLD2","Gold"
"TID_VILLAGE2_DUEL_WAITING","Another Player is looking for a Versus battle!"
"TID_LAYOUTS_VILLAGE2","Builder Base"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","Builder Base Troops"
"TID_COLLECTORS_FULL_NOTIFICATION","Chief, your collectors are full and waiting!"
"TID_MORE_AVAILABLE_AGAIN_IN","All loot won for today! More available in:"
"TID_DUEL_TARGET_FOUND","Versus battle opponent was found! Go and attack!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","Chief, more Builder Base loot is available. Time to battle!"
"TID_DAILY_BONUS_LIMIT_REACHED","Daily loot limit reached"
"TID_DUEL_WIN_BONUS","Victory Bonus:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage>% Versus battle Bonus:"
"TID_DAILY_LOOT_LIMIT_FILLED","Daily Loot Limit Reached"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","You have already won all available loot today. You can still battle for trophies!"
"TID_REPAIR_SHIP_TITLE","Rebuild Boat?"
"TID_REPAIR_SHIP_2","The boat lets you visit new places!"
"TID_DEFENCE_TROOP_LEVEL","Troop level: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","Build the following buildings to unlock the next Builder Hall level!"
"TID_UPGRADE_TH_LOCKED_TITLE","Upgrade Locked"
"TID_UPGRADE_TH_LOCKED_TITLE2","Required Buildings:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Upgrade the Builder Hall to level <number> to Gear Up more buildings!"
"TID_UPGRADE_TH_LOCKED_GEARUP","You have Geared Up the maximum amount of these buildings!"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","Attack an opponent while they attack you. The best attack wins!"
"TID_YOUR_TROOPS","Your troops"
"TID_TRAIN_TROOPS_HINT","Train an army before attacking!"
"TID_BUTTON_RESET_NOW","Get more now!"
"TID_LOG_BUTTON","Battle Log"
"TID_BUILDING_GEM_MINE","Gem Mine"
"TID_GEM_MINE_INFO","Gem Mines access a rare deposit of this highly valuable resource! Mining gems is slow and hard work."
"TID_PRODUCTION_RATE_PER_DAY","Production Rate: <number> per day"
"TID_NO_CLAN","No Clan"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","Conflicting Account"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","The account you try to log in with is different from the account stored locally, do you want to switch to the new one?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","Yes, switch to current account."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","No, use the original one."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","Master Engineering"
"TID_ACHIEVEMENT_TOWN_HALL2","Upgrade Builder Hall to level <number>"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","Current Builder Hall level: <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","Next Generation Model"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","Unlock <name> in the Builder Barracks"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","Un-Build It"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","Destroy <number> Builder Halls in Versus battles"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","Total Builder Halls destroyed: <value>"
"TID_BUILDING_GIANT_CANNON","Giant Cannon"
"TID_DECORATION_SMALL_PINETREE","Small Pine Tree"
"TID_DECORATION_PINETREE","Pine Tree"
"TID_TARGET","Target"
"TID_GIANT_CANNON_INFO","Nothing gets in the way of the Giant Cannon. It's mammoth-sized cannon balls push past anything and just keep going and going and going..."
"TID_EVENT_ARMY","Army Event"
"TID_EVENT_ARMY_INFO","Destroy villages with this army! Each unit is now <num>% cheaper!"
"TID_CAMP_FIRE_DECO","Goblin Camp Fire"
"TID_TRAP_AIR2","Air Trap"
"TID_TRAP_AIR2_INFO","Air Trap Info texts"
"TID_DECORATION_GENERIC","Decoration"
"TID_BUTTON_FREE","FREE"
"TID_FIREPLACE","Bonfire"
"TID_REPLAY_SHARE_TEXT","Share Versus Battle replays to your clan chat?"
"TID_BUTTON_GEAR_UP","Gear Up"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Rebuild the boat to visit new places!"
"TID_BUILDING_AIR_DEFENSE2","Air Bombs"
"TID_AIR_DEFENSE2_INFO","For heavyweight air defense, Air Bombs do the trick. An endless supply of explosive barrels launch into the sky to ravage flying enemies!"
"TID_DIAMOND_BUNDLE_BH3","Builder Hall 3 Pack"
"TID_DIAMOND_BUNDLE_BH4","Builder Hall 4 Pack"
"TID_DIAMOND_BUNDLE_BH5","Builder Hall 5 Pack"
"TID_DIAMOND_BUNDLE_BH6","Builder Hall 6 Pack"
"TID_DIAMOND_BUNDLE_BH7","Builder Hall 7 Pack"
"TID_DIAMOND_BUNDLE_BH8","Builder Hall 8 Pack"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> Gems\n• <res0> Elixir\n• Crusher level 1\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> Gems\n• <res0> Elixir\n• Guard Post level 1\n• Air Bombs level 1\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> Gems\n• <res0> Elixir\n• Multi Mortar level 1\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> Gems\n• <res0> Elixir\n• Roaster level 1\n• Crusher level 1\n\nNo building time!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n• Giant Cannon level 4\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> Gems\n• <res0> Elixir\n• <res1> Gold\n• Mega Tesla level 4\n\nNo building time, no storage limits!\n\nDon't miss this <cffec78><value>X value</c> ONE time offer!"
"TID_WORKER_TARGET_OTHER_VILLAGE","Builder is working in another village!"
"TID_GEAR_UP_ITEM","Gear Up <item>"
"TID_V2_TRAINING_BARRACKS_UPGRADING","Troop training is paused while Barracks is under upgrade!"
"TID_V2_START_DUEL_GENERIC_ERROR","Matchmaking failed!"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Matchmaking failed, already in matchmaking"
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Matchmaking failed, could not get snapshot"
"TID_V2_START_DUEL_ACTIVE","Matchmaking failed, duel already active"
"TID_V2_DUEL_FEED_DESTROYED","Destroyed"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Battle Started!"
"TID_V2_DUEL_FEED_BH_DESTROYED","Builder Hall destroyed!"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","Get more now?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Unlock more Versus Battle bonuses now?"
"TID_SHARE_DUEL_TEXT","Share Versus Battle replay with your clan?"
"TID_BUILDING_BARRACK2","Builder Barracks"
"TID_BARRACK2_INFO","The Builder Barracks trains troops for Versus Battles! You can also quickly swap troops immediately before attacking. Upgrade the Builder Barracks to unlock more troop types!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","Upgrade <building> to level <number> to build more!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","Upgrade <building> to level <number> to unlock!"
"TID_DUEL_REWARDS_TITLE","Versus Battle Rewards"
"TID_CURRENT_REWARDS","Current"
"TID_NEXT_REWARDS","Next"
"TID_WIN_BONUS","Win Bonus"
"TID_3_WIN_BONUS","3-Win Bonus"
"TID_DUEL_REWARDS_INFO_TEXT","Win a Versus Battle to earn loot! No resources are lost on defense.\n\nGet more trophies to increase your rewards!"
"TID_TEST_PACK_RES_V2","Test Pack for v2 Res"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Test Pack for both v res from th"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","Chief, your Gem Mine is full of Gems!"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","<item> gear up is ready"
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","Clock Tower boost is available"
"TID_LAYOUTS_ACTIVE_BASE","Active Base"
"TID_BROKEN_BUILDING","Broken Building"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","Champion Builder"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","Achieve a total of <number> trophies in Versus battles"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","Versus Trophy record: <value>"
"TID_ACHIEVEMENT_GEAR_UP_TITLE","High Gear"
"TID_ACHIEVEMENT_GEAR_UP_ONE","Gear Up one building using the Master Builder"
"TID_ACHIEVEMENT_GEAR_UP","Gear Up <number> buildings using the Master Builder"
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","Total buildings geared up: <value>"
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","Hidden Treasures"
