"TID","KR"
"TID_MATCHMAKE_VILLAGE2_TITLE","대전"
"TID_YOU","나"
"TID_YOUR_BONUS","3승 보너스 보상 지급됨!"
"TID_BAT","박쥐"
"TID_VILLAGE_ROWBOAT","장인의 배"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","마스터 장인은 여러분의 마을을 방문해 건물을 강화할 수 있습니다! 마을 방어에서 개조 옵션을 찾아보세요!"
"TID_OBSTACLE_SMALL_TREE","작은 나무"
"TID_OBSTACLE_BIG_TREE","큰 나무"
"TID_OBSTACLE_TREE_STUMP","나무 그루터기"
"TID_OBSTACLE_LARGE_PINE_TREE","거목"
"TID_WARMACHINE_INFO","이 거대한 기계는 제일 큰 망치를 들어 올리다가 망가졌습니다. 약간의 수리를 하면 전투에서 사용할 수 있습니다!"
"TID_TELESCOPE_INFO","천체 연구소는 하늘의 비밀을 연구해 유닛의 숨은 잠재력을 찾아냅니다.\n유닛의 HP, 공격력, 인구수를 향상시키고 특수 능력을 이끌어냅니다!"
"TID_TOWN_HALL2_INFO","마스터 장인의 집이자 전투에서 주요 표적이 됩니다.\n\n공격 시 장인회관을 파괴하면 추가로 별을 얻습니다. 최대한 많은 별을 얻거나, 똑같은 별을 얻었을 경우 더 큰 피해를 입히면, 대전에서 승리할 수 있습니다.\n\n장인회관을 업그레이드하면 고급 건물과 부대원들이 해제됩니다!"
"TID_BUILDING_TOWN_HALL2","장인회관"
"TID_CHARACTER_INFO_BAT","박쥐들은 무섭도록 빠르고 많이 모이면 매우 위험하지만, 광역 피해로 쉽게 제거됩니다."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","이 강력한 어둠의 피조물은 금방이라도 터질 듯 불안정한 에너지를 방출합니다!"
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","고대 바바리안 조각상"
"TID_DECORATION_ARCHER_QUEEN_STATUE","아처 퀸 조각상"
"TID_WORKER2_INFO","마스터 장인 없이는 아무것도 건설할 수 없습니다! 초록색 보석을 사용하면 작업 시간을 단축할 수 있습니다."
"TID_WORKER2_BUILDING","마스터 장인의 집"
"TID_HOUSING2_INFO","유닛들은 집합소에서 대기합니다. 각 집합소에는 한 번에 한 종류의 유닛만 수용할 수 있습니다. 일부 유닛은 업그레이드해서 집합소에 더 많이 수용할 수도 있습니다."
"TID_HERO_INSTRUCTIONS_WARMACHINE","마스터 장인의 발명품은 적군의 건물들을 산산조각 냅니다. 최고의 장인임을 보여주는 데 이만큼 좋은 방법이 있을까요? 전기 망치 능력을 해제해서 적들을 사정없이 두들기세요!"
"TID_HERO_ABILITY_WARMACHINE_TITLE","전기 망치"
"TID_HERO_ABILITY_WARMACHINE_DESC","배틀 머신은 짜릿한 번개를 떨어트리며, 체력을 일부 회복하고 다음 공격의 피해량도 늘려줍니다. 시간이 지나면 이 능력은 재충전되어 다시 사용할 수 있습니다!"
"TID_VILLAGE_OBJECT_SHIP_INFO","배가 있으면 새로운 곳으로 갈 수 있습니다!"
"TID_GEAR_UP_AVAILABLE_LATER","먼저 이 건물을 <level>레벨로 업그레이드하세요!"
"TID_USES_VILLAGE2_BUILDER","마스터 장인 필요!"
"TID_GEAR_UP_BUILDING","건물을 개조할까요?"
"TID_GEAR_UP_BUILDING_SUBTITLE","특별 업그레이드:"
"TID_GEAR_UP_ARCHER_TOWER","아처 타워의 높이를 낮춰 공격 속도를 높일 수 있는 스위치를 장착합니다!"
"TID_GEAR_UP_CANNON","이 대포를 쌍둥이 대포로 만들어 좁은 범위에 더 많은 피해를 줍니다!"
"TID_GEAR_UP_MORTAR","이 박격포를 다중 박격포로 바꿔 점발사격으로 더 큰 범위 피해를 주세요!"
"TID_ELIXIR2","엘릭서"
"TID_GOLD2","골드"
"TID_VILLAGE2_DUEL_WAITING","다른 플레이어가 대전 상대를 찾고 있습니다!"
"TID_LAYOUTS_VILLAGE2","장인기지"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","장인기지 병력"
"TID_COLLECTORS_FULL_NOTIFICATION","대장님, 자원 정제소가 가득 찼습니다!"
"TID_MORE_AVAILABLE_AGAIN_IN","오늘의 전리품을 모두 획득했습니다! 다음 획득까지 남은 시간:"
"TID_DUEL_TARGET_FOUND","대전 상대를 찾았습니다! 공격하세요!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","대장님, 장인기지의 전리품을 더 받을 수 있습니다! 용감하게 싸우세요!"
"TID_DAILY_BONUS_LIMIT_REACHED","일일 전리품 한도 도달"
"TID_DUEL_WIN_BONUS","승리 보너스:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage>% 대전 보너스:"
"TID_DAILY_LOOT_LIMIT_FILLED","일일 전리품 한도 도달"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","오늘 받을 수 있는 전리품을 모두 받았습니다. 계속 싸워 트로피를 얻으세요!"
"TID_REPAIR_SHIP_TITLE","배를 재건할까요?"
"TID_REPAIR_SHIP_2","배가 있으면 새로운 곳으로 갈 수 있습니다!"
"TID_DEFENCE_TROOP_LEVEL","유닛 레벨: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","다음 건물들을 건설해서 장인회관의 다음 레벨을 해제하세요!"
"TID_UPGRADE_TH_LOCKED_TITLE","업그레이드 잠김"
"TID_UPGRADE_TH_LOCKED_TITLE2","필요한 건물:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","장인회관을 <number>레벨로 업그레이드해 더 많은 건물을 개조하세요!"
"TID_UPGRADE_TH_LOCKED_GEARUP","이 건물을 최대 수만큼 개조했습니다!"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","상대와 공격을 주고받으세요. 더 성공적으로 공격한 쪽이 승리합니다!"
"TID_YOUR_TROOPS","내 병력"
"TID_TRAIN_TROOPS_HINT","공격하기 전에 군대를 훈련시키세요!"
"TID_BUTTON_RESET_NOW","지금 더 얻기!"
"TID_LOG_BUTTON","전투 기록"
"TID_BUILDING_GEM_MINE","보석 광산"
"TID_GEM_MINE_INFO","보석 광산에서 이 귀중한 자원을 캐낼 수 있습니다! 보석 채굴은 시간이 오래 걸리는 중노동입니다."
"TID_PRODUCTION_RATE_PER_DAY","생산량: <number>/1일"
"TID_NO_CLAN","클랜 없음"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","충돌 계정"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","현재 로그인하려는 계정이 기기에 저장된 계정과 다릅니다. 계정을 변경하시겠습니까?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","네, 현재 계정으로 변경합니다."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","아니요, 기기에 저장된 계정을 사용합니다."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","마스터 엔지니어링"
"TID_ACHIEVEMENT_TOWN_HALL2","장인회관을 <number>레벨로 업그레이드"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","장인회관 현재 레벨: <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","차세대 모델"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","장인 훈련소에서 <name> 잠금 해제"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","파괴"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","대전에서 장인회관 <number>개 파괴"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","총 파괴한 장인회관: <value>"
"TID_BUILDING_GIANT_CANNON","자이언트 대포"
"TID_DECORATION_SMALL_PINETREE","작은 소나무"
"TID_DECORATION_PINETREE","소나무"
"TID_TARGET","과녁"
"TID_GIANT_CANNON_INFO","자이언트 대포 앞에 장애물이란 없습니다. 이 대포가 뱉어내는 집채만한 대포알은 모든 것을 밀어버리며 날아갑니다."
"TID_EVENT_ARMY","군대 이벤트"
"TID_EVENT_ARMY_INFO","이 군대로 마을을 격파하세요! 각 유닛의 훈련 비용이 <num>% 낮아집니다!"
"TID_CAMP_FIRE_DECO","고블린 캠프파이어"
"TID_TRAP_AIR2","대공 함정"
"TID_TRAP_AIR2_INFO","대공 함정 정보"
"TID_DECORATION_GENERIC","장식"
"TID_BUTTON_FREE","무료"
"TID_FIREPLACE","모닥불"
"TID_REPLAY_SHARE_TEXT","대전 리플레이를 클랜 채팅에 공유하시겠습니까?"
"TID_BUTTON_GEAR_UP","개조"
"TID_UPGRADE_SHIPYARD_TO_SAIL","배를 수리해 새로운 곳을 방문하세요!"
"TID_BUILDING_AIR_DEFENSE2","대공 폭탄"
"TID_AIR_DEFENSE2_INFO","대공 폭탄은 묵직한 대공 방어 시설입니다. 강력한 폭탄을 계속 하늘로 쏘아 올려, 날아다니는 적들에게 막대한 피해를 줍니다!"
"TID_DIAMOND_BUNDLE_BH3","장인회관 3 팩"
"TID_DIAMOND_BUNDLE_BH4","장인회관 4 팩"
"TID_DIAMOND_BUNDLE_BH5","장인회관 5 팩"
"TID_DIAMOND_BUNDLE_BH6","장인회관 6 팩"
"TID_DIAMOND_BUNDLE_BH7","장인회관 7 팩"
"TID_DIAMOND_BUNDLE_BH8","장인회관 8 팩"
"TID_DIAMOND_BUNDLE_BH3_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• 1레벨 크러셔\n\n즉시 건설할 수 있고 저장소 한도도 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• 1레벨 경계 초소\n• 1레벨 대공 폭탄\n\n즉시 건설할 수 있고 저장소 한도도 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• 1레벨 다중 박격포\n\n즉시 건설할 수 있고 저장 한도도 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• 1레벨 로스터\n• 1레벨 크러셔\n\n즉시 건설할 수 있습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n• 4레벨 자이언트 대포\n\n즉시 건설할 수 있고 저장소 한도도 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n• 4레벨 메가 뇌전탑\n\n즉시 건설할 수 있고 저장소 한도도 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_WORKER_TARGET_OTHER_VILLAGE","장인이 다른 마을에서 작업 중입니다!"
"TID_GEAR_UP_ITEM","<item> 개조"
"TID_V2_TRAINING_BARRACKS_UPGRADING","훈련소 업그레이드 중에는 병력 훈련이 일시 중지됩니다!"
"TID_V2_START_DUEL_GENERIC_ERROR","매치메이킹 실패!"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","매치메이킹에 실패했습니다. 이미 매치메이킹 중입니다."
"TID_V2_START_DUEL_SNAPSHOT_FAILED","매치메이킹에 실패했습니다. 스냅샷을 가져오지 못했습니다."
"TID_V2_START_DUEL_ACTIVE","매치메이킹에 실패했습니다. 이미 대결 중입니다."
"TID_V2_DUEL_FEED_DESTROYED","파괴됨"
"TID_V2_DUEL_FEED_BATTLE_STARTED","전투 시작!"
"TID_V2_DUEL_FEED_BH_DESTROYED","장인회관 파괴됨!"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","지금 더 얻으시겠습니까?"
"TID_SPEED_UP_DUEL_CONFIRMATION","더 많은 대전 보너스를 지금 잠금 해제할까요?"
"TID_SHARE_DUEL_TEXT","대전 리플레이를 클랜에 공유하시겠습니까?"
"TID_BUILDING_BARRACK2","장인 훈련소"
"TID_BARRACK2_INFO","장인 훈련소는 대전에서 싸울 병력을 훈련시킵니다! 또한 공격 전에 병력을 빠르게 교체할 수 있습니다. 장인 훈련소를 업그레이드하면 더 많은 유형의 병력이 잠금 해제됩니다!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","<building> 건물을 <number>레벨로 업그레이드해서 더 많이 건설하세요!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","<building> 건물을 <number>레벨로 업그레이드해서 잠금 해제하세요!"
"TID_DUEL_REWARDS_TITLE","대전 보상"
"TID_CURRENT_REWARDS","현재"
"TID_NEXT_REWARDS","다음"
"TID_WIN_BONUS","승리 보너스"
"TID_3_WIN_BONUS","3승 보너스"
"TID_DUEL_REWARDS_INFO_TEXT","대전에서 이겨 전리품을 획득하세요. 방어 시 자원은 손실되지 않습니다.\n\n트로피 수가 많아지면 보상도 늘어납니다!"
"TID_TEST_PACK_RES_V2","Test Pack for v2 Res"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Test Pack for both v res from th"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","대장님, 보석 광산에 보석이 가득 찼습니다!"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","<item> 개조 준비 완료"
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","시계탑 가속 이용 가능"
"TID_LAYOUTS_ACTIVE_BASE","활성 기지"
"TID_BROKEN_BUILDING","부서진 건물"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","챔피언 장인"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","대전에서 트로피 총 <number>개 획득"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","대전 트로피 기록: <value>"
"TID_ACHIEVEMENT_GEAR_UP_TITLE","개조 최고조"
"TID_ACHIEVEMENT_GEAR_UP_ONE","마스터 장인으로 건물 하나 개조"
"TID_ACHIEVEMENT_GEAR_UP","마스터 장인으로 건물 <number>개 개조"
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","총 개조된 건물: <value>"
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","숨겨진 보물"
"TID_ACHIEVEMENT_REPAIR_BUILDING","<name> 재건"
"TID_TAB_VIEW_VILLAGE","내 마을"
"TID_TAB_VIEW_VILLAGE2","장인기지"
"TID_DUEL_TOTAL_WINS","대전 승리:"
"TID_VILLAGE_EDIT_MODE_V2","장인기지 배치 모드"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","대전 토너먼트"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","대전 승리자는 여기에 등록됩니다!"
"TID_ACHIEVEMENTS_VILLAGE1","내 마을 도전 과제"
"TID_ACHIEVEMENTS_VILLAGE2","장인기지 도전 과제"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> 곧 공개!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","기기 클립보드에 복사되었습니다!"
"TID_TENCENT_AUTH_EXPIRED","인증이 만료되었습니다. 다시 로그인해 주세요."
"TID_TROOP_INFO_COMING_SOON","곧 출시!"
"TID_HINT_REBUILD_BOAT","해안에 있는 배를 이용해 장인기지로 가세요!"
"TID_HINT_TROOP_ABILITIES","천체 연구소에서 유닛의 특수 능력을 잠금 해제하고 업그레이드 해 보세요."
"TID_HINT_RESOURCES_ARE_SAFE","장인기지의 자원은 적이 약탈할 수 없습니다."
"TID_HINT_ARCHER_TOWER2","아처 타워를 낮추면 좁은 범위에서 저지력이 두 배가 됩니다."
"TID_HINT_SWAP_TROOPS","공격 전에 전략을 바꾸고 싶으신가요? 초록색 화살을 눌러 유닛을 변경하세요!"
"TID_HINT_GEM_MINE","보석 광산을 재건해 추가 보석을 얻으세요!"
"TID_HINT_AIRGROUND_MINES","지뢰와 메가 지뢰는 지상이나 공중 유닛을 공격하도록 설정할 수 있습니다."
"TID_HINT_PUSH_TRAP","푸시 트랩을 회전시켜 원하는 방향으로 적들을 날려버리세요."
"TID_HINT_CRUSHER","크러셔는 지상 유닛을 완전히 파괴해버리지만 공중이나원거리 유닛으로 공격하면 쉽게"
"TID_HINT_CLOCK_TOWER","시계탑으로 건설 속도, 자원 생산 등 모든 것을 빠르게 해 보세요!"
"TID_HINT_TOXIC_MINION","베타 미니언을 적 건물에서 먼 곳에 배치해 장거리 공격 능력을 활용해 보세요."
"TID_HINT_WARMACHINE1","배틀 머신을 재건해 강력한 영웅을 공격에 동원해 보세요!"
"TID_HINT_WARMACHINE2","배틀 머신의 전기 망치 능력은 재충전 후 다시 사용할 수 있습니다!"
"TID_HINT_GEAR_UP","개조 옵션을 통해 마스터 장인이 내 마을의 방어 시설에 특수 능력을 부여하도록 해 보세요!"
"TID_HINT_VERSUS_BATTLE1","별을 더 획득해서 대전에서 승리하세요! 파괴 퍼센트가 승리의 열쇠입니다."
"TID_HINT_VERSUS_BATTLE2","더 많은 트로피를 획득해서 대전 보상을 더 많이 늘리세요!"
"TID_HINT_VERSUS_BATTLE3","하루에 대전에서 3회 승리하면 어마어마한 전리품 보너스를 받습니다."
"TID_HINT_VERSUS_BATTLE4","대전에서 승리하기가 힘드신가요? 리플레이를 보고 방어를 강화해 보세요!"
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","여러 iOS 기기에서 게임을 즐기고 싶으면 이 기기에서 WeChat 또는 QQ에 로그인하세요.\n\n그런 다음, 다른 기기에서도 동일한 WeChat 또는 QQ에 로그인하세요. 게임 진행 상황이 자동으로 동기화됩니다."
"TID_GEAR_UP_COMING_SOON","<building> 개조 곧 이용 가능!"
"TID_NEWS_BUILDER_BASE_TITLE1","새로운 세계를 향해 출항"
"TID_NEWS_BUILDER_BASE_TEXT1","• 장인기지: 해안을 건너 새로운 모험을 하세요!\n• 특별한 유닛, 건물 등으로 완전히 새로운 기지를 건설하세요!\n• 배를 수리해 모험을 시작하세요!"
"TID_NEWS_BUILDER_BASE_TITLE2","신규 대전 모드에서 전투"
"TID_NEWS_BUILDER_BASE_TEXT2","• 신규 부대, 게임플레이, 순위표 등과 함께 정면으로 공격하세요.\n• 은신 아처의 망토 같은 특별한 능력과 함께 유닛을 훈련시키세요.\n• 재사용 가능한 능력과 함께 강력한 신규 유닛을 활용해 보세요!"
"TID_NEWS_BUILDER_BASE_TITLE3","신규 건물, 비법, 그리고 보물"
"TID_NEWS_BUILDER_BASE_TEXT3","• 크러셔와 푸시 트랩처럼 다루기 힘든 방어시설로 상대를 앞지르세요!\n• 보석 광산과 시계탑으로 기지를 가속하세요.\n• 장인기지의 특별 업그레이드를 통해 기존 마을의 방어시설을 개조하세요!"
"TID_NEWS_BUTTON_FIND_OUT_MORE","더 알아보기!"
"TID_NEWS_MAY_BALANCING_TITLE","2017년 5월 밸런스 업데이트"
"TID_NEWS_MAY_BALANCING_TEXT","• 치유, 얼음, 복제 마법의 신규 레벨\n• 마을회관 9레벨에 7번째 금광 및 엘릭서 정제소\n• 다른 밸런스 조정 및 할인"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","링크가 클립보드에 복사되었습니다!"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","확인"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","현재 마을은 이미 연동되었습니다. 마을은 한 번만 연동할 수 있습니다."
"TID_RES_PACK_INFO_GOLD","• 보석 <gems>개\n• <res0> 골드\n\n저장소 한도가 없습니다!\n\n한정 기간 동안 할인된 가격에 자원을 구매해 보세요!"
"TID_RES_PACK_INFO_ELIXIR","• 보석 <gems>개\n• <res0> 엘릭서\n\n저장소 한도가 없습니다!\n\n한정 기간 동안 할인된 가격에 자원을 구매해 보세요!"
"TID_RES_PACK_SPECIAL","자원 팩"
"TID_TRAINING_BUILDING_STATUS","훈련소"
"TID_BUILDING_STATUS","방어"
"TID_BATTLERAM","배틀 램"
"TID_CHARACTER_INFO_BATTLERAM","바바리안 네 명이 큰 통나무를 들고 목표물에 달려들어 큰 피해를 줍니다. 목표물에 닿으면 큰 보너스 피해를 줍니다. 그런 다음 검으로 적들과 싸웁니다!"
"TID_DECORATION_BUILDER_STATUE","장인 조각상"
"TID_TRAP_SHRINK","축소 함정"
"TID_TRAP_SHRINK_INFO","마녀가 병에 담은 이 저주는 적을 축소시켜 일시적으로 체력과 공격력을 낮추고 치명적인 귀여움을 발산하게 만듭니다."
"TID_BUTTON_NOTE","메모"
"TID_SIGN_TITLE","장인의 메모"
"TID_SIGN_MESSAGE","!"
"TID_BIRTHDAY_SPELL","생일 축하탄"
"TID_BIRTHDAY_SPELL_INFO","깜짝 폭탄을 소환해 생일을 축하하세요! 이 멋진 선물은 주변의 건물과 병력에 피해를 주고 기절시킵니다."
"TID_LAYOUTS_COPY_EXPLANATION_V2","슬롯을 선택하여 선택한 배치를 복사하세요."
"TID_OBSTACLE_BIRTHDAY2017","5주년 기념 케이크"
"TID_NEWS_JUNE_V1_BALANCING_TITLE","마을 업그레이드"
"TID_NEWS_JUNE_V1_BALANCING_TEXT","• 대포, 아처 타워, 인페르노 타워 업그레이드\n• P.E.K.K.A, 치유사, 마법사, 광부, 해골 돌격병 레벨 업\n• 할인, 밸런스 조정, 마을회관 10레벨의 신규 레벨"
"TID_BALLOON_HASTE_EVENT_TITLE","해골 비행선 가속 이벤트"
"TID_BALLOON_HASTE_EVENT_INFO","해골 비행선이 신속 마법을 걸고 빠르게 날아갑니다. 두 가지를 할인된 가격으로 만들어보세요!"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","이벤트 도전: 멀티플레이 전투에서 승리하세요!\n<cffec78>• 필수 사용 : <usecount> <unit> 마법</c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","이벤트 도전: 멀티플레이 전투에서 승리하세요!\n<cffec78>• 필수 사용: <unit> x 1</c>"
"TID_OFFER_ANNIVERSARY","클래시 기념일 팩"
"TID_ONLINE","온라인"
"TID_POINTS_HOME_VILLAGE","내 마을"
"TID_POINTS_BB","장인기지"
"TID_SUGGESTED_CLANS","추천 클랜"
"TID_CLAN_JOIN_FAIL_NO_DUEL_SCORE","대전 트로피가 부족해 가입할 수 없습니다!"
"TID_GHOST","할로윈 유령"
"TID_CHARACTER_INFO_GHOST","유령 정보"
"TID_OBSTACLE_HALLOWEEN2017","할로윈 장애물"
"TID_ACCEPT_EXISTING_CHALLENGE","도전을 수락할까요?"
"TID_WAITING","대기 중"
"TID_PUMPKIN_BARBARIAN","호박 바바리안"
"TID_CHARACTER_INFO_PUMPKIN_BARBARIAN","호박이 갑옷 대용으로 쓰기 좋을 줄 누가 알았을까요? 호박 투구를 쓴 바바리안은 투구가 부서질 때까지 추가 HP를 받습니다."
"TID_GIANT_SKELETON","자이언트 해골"
"TID_CHARACTER_INFO_GIANT_SKELETON","어릴 때부터 통뼈였던 자이언트 해골은 장벽 말고도 많은 것을 때려 부술 팔자였습니다. 자이언트 해골이 쓰러지면 들고 있던 폭탄이 주변의 모든 것에 피해를 줍니다."
"TID_FRIENDS_ONLINE","온라인"
"TID_FRIEND_LEADERBOARD","순위표"
"TID_UNABLE_TO_WATCH","플레이어가 전투 중이 아닙니다."
"TID_DIAMOND_BUNDLE_BH3_ALT","초보 장인 팩"
"TID_DIAMOND_BUNDLE_BH4_ALT","견습 장인 팩"
"TID_DIAMOND_BUNDLE_BH5_ALT","중급 장인 팩"
"TID_DIAMOND_BUNDLE_BH6_ALT","전문 장인 팩"
"TID_DIAMOND_BUNDLE_BH7_ALT","마스터 장인 팩"
"TID_DIAMOND_BUNDLE_BH8_ALT","그랜드마스터 장인 팩"
"TID_DIAMOND_BUNDLE_BH3_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH4_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH5_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH6_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH7_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_DIAMOND_BUNDLE_BH8_INFO_ALT","• 보석 <gems>개\n• <res0> 엘릭서\n• <res1> 골드\n\n저장소 한도가 없습니다!\n\n이번 한 번뿐인 <cffec78><value>배 가치</c>의 구매 기회를 놓치지 마세요!"
"TID_CLAN_GATE","클랜 배너"
"TID_VERSUS_BATTLE_TRAIN_ARMY","군대를 훈련시켜 친선 전투를 시작하세요!"
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","친선 전투에 맞는 배치를 고르세요!"
"TID_VERSUS_BATTLE_ADD_MESSAGE","메시지를 추가해 친선 전투를 시작하세요!"
"TID_PERK_NEW","신규!"
"TID_NEWS_BD_GIFTS_TEXT","클래시 오브 클랜이 5주년을 맞이했습니다! 클랜원들과 함께 축하하세요. <c80d8e8>보석+클랜 선물</c>을 구매할 때마다 클랜은 보너스 보석을 받습니다."
"TID_LOCAL_NOTIFICATION_EVENT_ANNIVERSARY_OFFER","대장, 5주년 특별 상품을 기간 한정 할인합니다!"
"TID_NEWS_CLASHIVERSARY_TITLE","대장, 클래시 5주년을 축하합니다!"
"TID_NEWS_CLASHIVERSARY_TEXT","야호! 클래시 오브 클랜이 5주년을 맞이했습니다! 기념일 축하를 위해 게임에 다양한 특별 선물을 준비했습니다. 새로운 장애물, 특가 상품, 보석 1개 가속 등 많은 선물이 있습니다!\n앞으로 5년 동안도 열심히 만들고... 열심히 부수도록 하죠!"
"TID_NEWS_BUILDER_GONE","어, 장인 못 보셨나요?"
"TID_BUTTON_WATCH_EXCL","보기!"
"TID_FOLLOW_BUILDER_TITLE","인스타그램에서 장인을 팔로우하세요!"
"TID_FOLLOW_BUILDER_TEXT","장인이 모험을 떠났습니다. 장인이 우리의 인스타그램 비밀번호를 알아냈습니다! 그의 여행을 따라가 보고 다음에는 무엇을 할지 확인해 보세요!"
