"TID","VI"
"TID_DECORATION_SMALL_PINETREE","Cây Thông Nhỏ"
"TID_DECORATION_PINETREE","Cây Thông"
"TID_TARGET","Mục tiêu"
"TID_GIANT_CANNON_INFO","Không có gì cản bước được Đại bác Khổng lồ. Các viên đạn đại bác có kích cỡ bằng voi ma mút sẽ đẩy văng mọi thứ và cứ lăn đi mãi đi mãi..."
"TID_EVENT_ARMY","Sự kiện Quân đội"
"TID_EVENT_ARMY_INFO","Tiêu diệt làng mạc với quân đội này! Mỗi đơn vị hiện rẻ hơn <num>%!"
"TID_CAMP_FIRE_DECO","Lửa Doanh trại Yêu tinh"
"TID_TRAP_AIR2","Bẫy Không quân"
"TID_TRAP_AIR2_INFO","Thông tin Bẫy Không quân"
"TID_DECORATION_GENERIC","Trang trí"
"TID_BUTTON_FREE","MIỄN PHÍ"
"TID_FIREPLACE","Lửa trại"
"TID_REPLAY_SHARE_TEXT","Chia sẻ video phát lại Trận chiến Đối đầu đến kênh trò chuyện của hội?"
"TID_BUTTON_GEAR_UP","Củng cố"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Đóng lại chiếc thuyền này để đến những miền đất mới!"
"TID_BUILDING_AIR_DEFENSE2","Bom Phòng không"
"TID_AIR_DEFENSE2_INFO","Bom Phòng không có thể đối phó với tháp phòng không hạng nặng. Một nguồn thùng thuốc nổ vô tận bắn lên bầu trời để phá hủy không lực của địch!"
"TID_DIAMOND_BUNDLE_BH3","Gói Hội trường Thợ xây 3"
"TID_DIAMOND_BUNDLE_BH4","Gói Hội trường Thợ xây 4"
"TID_DIAMOND_BUNDLE_BH5","Gói Hội trường Thợ xây 5"
"TID_DIAMOND_BUNDLE_BH6","Gói Hội trường Thợ xây 6"
"TID_DIAMOND_BUNDLE_BH7","Gói Hội trường Thợ xây 7"
"TID_DIAMOND_BUNDLE_BH8","Gói Hội trường Thợ xây 8"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• Máy đập cấp 1\n\nKhông có thời gian xây dựng, không giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• Vọng Gác cấp 1\n• Bom Phòng không cấp 1\n\nKhông có thời gian xây dựng, không giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• Súng cối Đa nòng cấp 1\n\nKhông có thời gian xây dựng, không giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đã MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• Lò nung cấp 1\n• Máy đập cấp 1\n\nKhông có thời gian xây dựng!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n• Đại bác Khổng lồ cấp 4\n\nKhông có thời gian xây dựng, không giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1>Vàng\n• Tháp Hồ quang điện Siêu cấp cấp 4\n\nKhông có thời gian xây dựng, không giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_WORKER_TARGET_OTHER_VILLAGE","Thợ xây đang xây ở làng khác!"
"TID_GEAR_UP_ITEM","Củng cố <item>"
"TID_V2_TRAINING_BARRACKS_UPGRADING","Huấn luyện binh lính bị tạm dừng khi đang nâng cấp Trại lính!"
"TID_V2_START_DUEL_GENERIC_ERROR","Ghép trận thất bại!"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Ghép trận thất bại, ghép trận đã được thực hiện"
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Ghép trận thất bại, không thể nhận hình chụp nhanh"
"TID_V2_START_DUEL_ACTIVE","Ghép trận thất bại, cuộc song đấu đã bắt đầu"
"TID_V2_DUEL_FEED_DESTROYED","Đã phá hủy"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Trận chiến đã bắt đầu!"
"TID_V2_DUEL_FEED_BH_DESTROYED","Hội trường Thợ xây đã bị phá hủy!"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","Nhận thêm ngay?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Mở khóa thêm phần thưởng Trận chiến Đối đầu ngay?"
"TID_SHARE_DUEL_TEXT","Chia sẻ đoạn phim phát lại Trận chiến Đối đầu với hội của bạn?"
"TID_BUILDING_BARRACK2","Trại lính Thợ xây"
"TID_BARRACK2_INFO","Trại lính Thợ xây huấn luyện binh lính cho các Trận chiến Đối đầu! Bạn cũng có thể hoán đổi binh lính tức thời trước khi tấn công. Hãy nâng cấp Trại lính Thợ xây để mở khóa thêm các loại quân!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","Nâng cấp <building> lên cấp <number> để xây thêm!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","Nâng cấp <building> lên cấp <number> để mở khóa!"
"TID_DUEL_REWARDS_TITLE","Phần thưởng Trận chiến Đối đầu"
"TID_CURRENT_REWARDS","Hiện tại"
"TID_NEXT_REWARDS","Tiếp theo"
"TID_WIN_BONUS","Thưởng chiến thắng"
"TID_3_WIN_BONUS","Thưởng cho 3 chiến thắng"
"TID_DUEL_REWARDS_INFO_TEXT","Chiến thắng một Trận chiến Đối đầu sẽ kiếm cho bạn chiến lợi phẩm! Không mất tài nguyên khi phòng thủ.\n\nLấy thêm chiến tích để tăng số phần thưởng của bạn!"
"TID_TEST_PACK_RES_V2","Gói Thử nghiệm cho Tài nguyên v2"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Gói Thử nghiệm Tài nguyên dành cho cả hai làng từ NC"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","Chỉ huy, Mỏ Ngọc đã có đầy Ngọc!"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","Sẵn sàng củng cố <item>"
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","Đã có cường hóa Tháp Đồng hồ"
"TID_LAYOUTS_ACTIVE_BASE","Căn cứ đang hoạt động"
"TID_BROKEN_BUILDING","Công trình bị hỏng"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","Thợ xây Vô địch"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","Giành được tổng số <number> chiến tích trong trận chiến Đối đầu"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","Kỷ lục Chiến tích Đối đầu: <value>"
"TID_ACHIEVEMENT_GEAR_UP_TITLE","Thiết bị cao"
"TID_ACHIEVEMENT_GEAR_UP_ONE","Củng cố một công trình sử dụng Thợ xây Bậc thầy"
"TID_ACHIEVEMENT_GEAR_UP","Củng cố <number> công trình sử dụng Thợ xây Bậc thầy"
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","Tổng số công trình đã củng cố: <value>"
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","Kho báu Ẩn"
"TID_ACHIEVEMENT_REPAIR_BUILDING","Xây dựng lại <name>"
"TID_TAB_VIEW_VILLAGE","Làng Chính"
"TID_TAB_VIEW_VILLAGE2","Căn cứ Thợ xây"
"TID_DUEL_TOTAL_WINS","Trận chiến Đối đầu đã thắng:"
"TID_VILLAGE_EDIT_MODE_V2","Chế độ Chỉnh sửa Căn cứ Thợ xây"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Giải đấu Trận chiến Đối đầu"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Người chiến thắng Giải đấu Trận chiến Đối đầu sẽ được vinh danh tại đây!"
"TID_ACHIEVEMENTS_VILLAGE1","Thành tích Làng Chính"
"TID_ACHIEVEMENTS_VILLAGE2","Thành tích Căn cứ Thợ xây"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> sắp ra mắt!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Đã được sao chép vào bảng ghi tạm của thiết bị!"
"TID_TENCENT_AUTH_EXPIRED","Phiên cho phép đã hết hạn, vui lòng đăng nhập lại."
"TID_TROOP_INFO_COMING_SOON","Sắp ra mắt!"
"TID_HINT_REBUILD_BOAT","Hãy sử dụng chiếc thuyền trên bãi biển của bạn để tiếp cận Căn cứ Thợ xây!"
"TID_HINT_TROOP_ABILITIES","Mở khóa và nâng cấp các khả năng đặc biệt cho binh lính của bạn trong Phòng thí nghiệm Sao."
"TID_HINT_RESOURCES_ARE_SAFE","Kẻ thù không thể cướp được tài nguyên trong Căn cứ Thợ xây của bạn."
"TID_HINT_ARCHER_TOWER2","Hạ thấp Tháp Cung thủ để nhân đôi sức mạnh ngăn chặn của nó ở tầm gần hơn."
"TID_HINT_SWAP_TROOPS","Muốn thay đổi chiến lược trước khi tấn công? Hãy nhấn vào các mũi tên màu xanh lục để hoán đổi binh lính!"
"TID_HINT_GEM_MINE","Xây dựng lại Mỏ Ngọc để bắt đầu thu thập thêm Ngọc!"
"TID_HINT_AIRGROUND_MINES","Có thể đặt Mìn và Siêu Mìn để gây sát thương cho binh lính trên bộ hoặc trên không."
"TID_HINT_PUSH_TRAP","Xoay Bẫy Đẩy để tung binh lính theo hướng bạn muốn."
"TID_HINT_CRUSHER","Máy đập có thể gây thiệt hại nghiêm trọng cho binh lính trên bộ nhưng binh lính trên không hoặc tầm xa có thể phá hủy chúng mà không bị tổn hại."
"TID_HINT_CLOCK_TOWER","Cường hóa xây dựng, sản xuất tài nguyên và mọi thứ khác với Tháp Đồng hồ!"
"TID_HINT_TOXIC_MINION","Triển khai Minion Beta cách xa công trình của kẻ thù để tận dụng khả năng Trường Kích của chúng."
"TID_HINT_WARMACHINE1","Xây dựng lại Cỗ máy Chiến đấu để sử dụng vị Tướng mạnh mẽ này trong các cuộc tấn công của bạn!"
"TID_HINT_WARMACHINE2","Khả năng Búa Điện của Cỗ máy Chiến đấu có thể được sử dụng lại sau khi nạp lại!"
"TID_HINT_GEAR_UP","Hãy tìm tùy chọn Củng cố trong công trình phòng thủ của làng chính để áp dụng các nâng cấp đặc biệt từ Thợ xây Bậc thầy!"
"TID_HINT_VERSUS_BATTLE1","Kiếm thêm Sao để giành chiến thắng Trận chiến Đối đầu! Tỷ lệ phá hủy là yếu tố phân định thắng thua."
"TID_HINT_VERSUS_BATTLE2","Giành thêm Chiến tích để tăng phần thưởng Trận chiến Đối đầu!"
"TID_HINT_VERSUS_BATTLE3","Thắng 3 Trận chiến Đối đầu một ngày sẽ nhận được một phần thưởng chiến lợi phẩm lớn."
"TID_HINT_VERSUS_BATTLE4","Bạn đang phải chật vật giành chiến thắng Trận chiến Đối đầu? Hãy xem đoạn phim phát lại và cố gắng cải thiện khả năng phòng thủ!"
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Để chơi trên nhiều thiết bị, hãy đảm bảo rằng bạn đã đăng nhập vào WeChat hoặc QQ trên thiết bị này.\n\nSau đó, đăng nhập vào WeChat hoặc QQ trên thiết bị kia. Tiến trình của bạn sẽ tự động được đồng bộ hóa."
"TID_GEAR_UP_COMING_SOON","Củng cố cho công trình <building> sắp ra mắt!"
"TID_NEWS_BUILDER_BASE_TITLE1","Dong thuyền đến một thế giới hoàn toàn mới"
"TID_NEWS_BUILDER_BASE_TEXT1","• Bắt đầu một cuộc phiêu lưu mới trên khắp bãi biển của bạn: Căn cứ Thợ xây!\n• Xây dựng một căn cứ hoàn toàn mới với binh lính, công trình đặc biệt và nhiều thứ khác nữa!\n• Sửa chữa thuyền của bạn để khởi hành"
"TID_NEWS_BUILDER_BASE_TITLE2","Chiến đấu trong chế độ Trận chiến Đối đầu mới"
"TID_NEWS_BUILDER_BASE_TEXT2","• Tấn công đối đầu với quân đội, cách chơi & bảng xếp hạng hoàn toàn mới\n• Huấn luyện binh lính có các kỹ năng như Tàng Y của Cung thủ Lén lút!\n• Sử dụng triệt để Tướng mới nhiều sức mạnh với kỹ năng có thể tái sử dụng!"
"TID_NEWS_BUILDER_BASE_TITLE3","Công trình, thủ thuật và kho báu mới"
"TID_NEWS_BUILDER_BASE_TEXT3","• Dùng trí khôn để vượt qua đối thủ bằng các công trình phòng thủ khó nhằn như Máy đập và Bẫy Đẩy!\n• Cường hóa căn cứ của bạn bằng Mỏ Ngọc và Tháp Đồng hồ\n• Củng cố làng chính của bạn bằng các nâng cấp đặc biệt trong vương quốc này!"
"TID_NEWS_BUTTON_FIND_OUT_MORE","Tìm hiểu thêm!"
"TID_NEWS_MAY_BALANCING_TITLE","Cập nhật Cân bằng tháng Năm năm 2017"
"TID_NEWS_MAY_BALANCING_TEXT","• Các cấp mới cho Thần chú Chữa lành, Đóng băng và Nhân bản\n• Mỏ Vàng và Máy hút Tiên dược thứ 7 ở Nhà Chính 9\n• Cân bằng và giảm giá khác"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Liên kết đã được sao chép vào bảng ghi tạm"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","Ok"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Làng hiện tại đã được liên kết. Chỉ có thể liên kết một lần."
"TID_RES_PACK_INFO_GOLD","• <gems> Ngọc\n• <res0> Vàng\n\nKhông có giới hạn lưu trữ!\n\nĐược giảm giá lớn các tài nguyên trong thời gian có hạn!"
"TID_RES_PACK_INFO_ELIXIR","• <gems> Ngọc\n• <res0> Tiên dược\n\nKhông có giới hạn lưu trữ!\n\nĐược giảm giá lớn các tài nguyên trong thời gian có hạn!"
"TID_RES_PACK_SPECIAL","Gói Tài nguyên"
"TID_TRAINING_BUILDING_STATUS","Trại lính"
"TID_BUILDING_STATUS","Phòng thủ"
"TID_BATTLERAM","Vũ khí Phá thành"
"TID_CHARACTER_INFO_BATTLERAM","Bốn Man di cùng khiêng một khúc gỗ lớn xung phong tiến lên đánh hạ mục tiêu. Nếu chúng phối hợp với nhau thì sẽ gây thêm sát thương lớn; sau đó chúng sẽ tiếp tục tấn công bằng kiếm!"
"TID_DECORATION_BUILDER_STATUE","Tượng Thợ xây"
"TID_TRAP_SHRINK","Bẫy Thu nhỏ"
"TID_TRAP_SHRINK_INFO","Lời nguyền đóng chai từ Phù thủy này sẽ thu nhỏ kẻ tấn công, tạm thời giảm máu, sát thương và khiến chúng trở nên cực kỳ dễ thương. Đúng là ác nghiệt."
"TID_BUTTON_NOTE","Ghi chú"
"TID_SIGN_TITLE","Ghi chú của Thợ xây"
"TID_SIGN_MESSAGE","!"
"TID_BIRTHDAY_SPELL","Bom Sinh nhật"
"TID_BIRTHDAY_SPELL_INFO","Triệu hồi một món quà nổ bất ngờ để chào mừng dịp kỷ niệm! Món quà độc đáo này gây sát thương và làm choáng các công trình và binh lính gần kề."
"TID_LAYOUTS_COPY_EXPLANATION_V2","Chọn một ô để sao chép sơ đồ đã chọn."
"TID_OBSTACLE_BIRTHDAY2017","Bánh Kỷ niệm lần thứ 5"
"TID_NEWS_JUNE_V1_BALANCING_TITLE","Nỗ lực Nâng cấp Làng Chính"
"TID_NEWS_JUNE_V1_BALANCING_TEXT","• Nâng cấp Đại bác, Tháp Cung thủ và Tháp Hỏa ngục\n• Thăng cấp P.E.K.K.A, Thầy thuốc, Pháp sư, Thợ mỏ và Công thành Binh\n• Giảm giá và cân bằng, trong đó có 10 cấp Nhà Chính mới"
"TID_BALLOON_HASTE_EVENT_TITLE","Sự kiện Tăng tốc Khinh khí cầu"
"TID_BALLOON_HASTE_EVENT_INFO","Khinh khí cầu bay vèo qua làn cao tốc được làm từ Thần chú Tăng tốc. Huấn luyện cả hai với giá khuyến mãi. Tăng tốc và oanh tạc nào!"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","Sự kiện Thử thách: Thắng trận chiến nhiều người chơi!\n<cffec78>• Phải sử dụng <usecount> thần chú <unit></c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","Sự kiện Thử thách: Chiến thắng trận chiến Nhiều người chơi!\n<cffec78>• Phải sử dụng 1 <unit></c>"
"TID_OFFER_ANNIVERSARY","Gói sinh nhật Clash"
"TID_ONLINE","Trực tuyến"
"TID_POINTS_HOME_VILLAGE","Làng Chính"
"TID_POINTS_BB","Căn cứ Thợ xây"
"TID_SUGGESTED_CLANS","Hội được đề xuất"
"TID_CLAN_JOIN_FAIL_NO_DUEL_SCORE","Bạn không có đủ chiến tích của Trận chiến Đối đầu để gia nhập hội này!"
"TID_GHOST","Bóng ma Halloween"
"TID_CHARACTER_INFO_GHOST","Thông tin bóng ma"
"TID_OBSTACLE_HALLOWEEN2017","Chướng ngại vật Halloween"
"TID_ACCEPT_EXISTING_CHALLENGE","Chấp nhận thách đấu?"
"TID_WAITING","Đang chờ"
"TID_PUMPKIN_BARBARIAN","Man di Bí ngô"
"TID_CHARACTER_INFO_PUMPKIN_BARBARIAN","Ai mà ngờ được rằng bí ngô lại cực kỳ thích hợp để làm một bộ giáp tạm thời cơ chứ? Mũ bảo hiểm bí ngô mang lại cho các Man di này thêm một ít máu cho đến khi họ bị tiêu diệt."
"TID_GIANT_SKELETON","Bộ xương Khổng lồ"
"TID_CHARACTER_INFO_GIANT_SKELETON","Hắn có bộ xương to từ khi còn nhỏ, mục đích của Bộ xương Khổng lồ là làm nổ tung rất nhiều thứ chứ không phải chỉ tường thành mà thôi. Quả bom đồ sộ của hắn gây sát thương cho mọi thứ xung quanh sau khi hắn bị tiêu diệt."
"TID_FRIENDS_ONLINE","Trực tuyến"
"TID_FRIEND_LEADERBOARD","Bảng xếp hạng"
"TID_UNABLE_TO_WATCH","Người chơi hiện không tham chiến."
"TID_DIAMOND_BUNDLE_BH3_ALT","Gói Thợ xây Nghiệp dư"
"TID_DIAMOND_BUNDLE_BH4_ALT","Gói Thợ xây Học nghề"
"TID_DIAMOND_BUNDLE_BH5_ALT","Gói Thợ xây Thành thạo"
"TID_DIAMOND_BUNDLE_BH6_ALT","Gói Thợ xây Chuyên nghiệp"
"TID_DIAMOND_BUNDLE_BH7_ALT","Gói Thợ xây Bậc thầy"
"TID_DIAMOND_BUNDLE_BH8_ALT","Gói Thợ xây Đại cao thủ"
"TID_DIAMOND_BUNDLE_BH3_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH4_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH5_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH6_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH7_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_DIAMOND_BUNDLE_BH8_INFO_ALT","• <gems> Ngọc\n• <res0> Tiên dược\n• <res1> Vàng\n\nKhông giới hạn lưu trữ!\n\nĐừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_CLAN_GATE","Cờ hiệu Hội"
"TID_VERSUS_BATTLE_TRAIN_ARMY","Huấn luyện một đội quân hoàn chỉnh để bắt đầu cuộc Thách đấu Thân thiện!"
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","Chọn một sơ đồ hợp lệ để bắt đầu cuộc Thách đấu Thân thiện!"
"TID_VERSUS_BATTLE_ADD_MESSAGE","Chèn tin nhắn để bắt đầu cuộc Thách đấu Thân thiện!"
"TID_PERK_NEW","MỚI!"
"TID_NEWS_BD_GIFTS_TEXT","Mừng sinh nhật lần thứ 5 của Clash! Ăn mừng cùng với các Hội Viên. Họ sẽ nhận được phần thưởng ngọc mỗi khi bạn mua<c80d8e8>Ngọc + Quà Hội</c>."
"TID_LOCAL_NOTIFICATION_EVENT_ANNIVERSARY_OFFER","Chỉ huy, ưu đãi kỷ niệm 5 năm sẽ được khuyến mãi trong thời gian có hạn!"
"TID_NEWS_CLASHIVERSARY_TITLE","Chúc mừng sinh nhật Clash lần thứ 5, Chỉ huy!"
"TID_NEWS_CLASHIVERSARY_TEXT","Đúng rồi! Đó là sinh nhật lần thứ 5 của Clash of Clans! Và để chào mừng dịp này, chúng tôi sẽ thêm vào game thật nhiều đãi ngộ đặc biệt cho các game thủ, bao gồm cả những chướng ngại vật đặc biệt mới, những ưu đãi, cường hóa 1 ngọc và nhiều nội dung khác nữa!\nCác bạn lại sẽ có thêm 5 năm để xây dựng và... phá hủy nữa!"
"TID_NEWS_BUILDER_GONE","À, có ai thấy Thợ xây không nhỉ?"
"TID_BUTTON_WATCH_EXCL","Xem!"
"TID_FOLLOW_BUILDER_TITLE","Theo dõi Thợ xây trên Instagram!"
"TID_FOLLOW_BUILDER_TEXT","Thợ xây đang có một chuyến phiêu lưu, và anh ta cũng mang theo cả mật khẩu Instagram của chúng tôi nữa! Cùng theo dõi chuyến hành trình để xem anh ấy sẽ làm gì tiếp theo nào!"
"TID_NOTIFICATION_BUILDER_IS_BACK","Thợ xây đã trở về!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GoVaHo","Chỉ huy hãy nhớ sử dụng bộ ba Thạch nhân, Valkyrie và Trư Kị sĩ trong sự kiện đặc biệt này nhé!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DragonLighting","Chỉ huy, hãy nhớ kiếm 200 ngọc trong thời gian diễn ra sự kiện Rồng/Thần chú Sấm sét nhé!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LootXP","Trong thời gian diễn ra sự kiện Hội Chiến, Chỉ huy có thể giành được gấp đôi Chiến lợi phẩm và Điểm Kinh nghiệm đấy!"
"TID_NEWS_SEP_V2_BALANCING_TITLE","Đã có Hội trường Thợ xây cấp 7!"
"TID_NEWS_SEP_V2_BALANCING_TEXT","• Căn cứ Thợ xây sẽ có thêm 2 đơn vị mới: công trình phòng thủ Đại bác Khổng lồ và không quân Tàu Thả xuống.\n• Bạn đã có thể nâng cấp binh lính lên cấp 14 và nâng cấp các công trình lên cấp 7.\n• Đã có thể nâng cấp Cỗ máy Chiến đấu lên cấp 15."
"TID_NEWS_OCT_2017_UPDATE_MAIN_TITLE","Cập nhật tháng Mười!"
"TID_NEWS_OCT_2017_UPDATE","Hội, bạn bè và chiến hữu đồng hội"
"TID_NEWS_OCT_2017_UPDATE_TEXT","• Thách đấu chiến hữu đồng hội tham gia trận chiến giao hữu trong Căn cứ Thợ xây\n• Phối hợp với hội để mở khóa các cấp Đặc quyền Hội mới và nhận các Huy hiệu Hội theo cấp bậc\n• Xem trạng thái trực tuyến của bạn bè\n• Xem trực tiếp các đợt tấn công của bạn bè trong cả Làng Chính lẫn Căn cứ Thợ xây"
"TID_NEWS_OCT_2017_UPDATE_TITLE_2","Cấp công trình và binh lính mới"
"TID_NEWS_OCT_2017_UPDATE_TEXT_2","• Cấp binh lính mới cho Thạch nhân và Valkyrie\n• Cấp công trình mới cho Tháp Thổi khí và Tháp Bom\n• Thêm 25 mảnh tường thành cấp tối đa"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Đã kết nối"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Đã ngắt kết nối"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Đăng nhập bằng Supercell ID"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Chơi mà không sử dụng Supercell ID"
"TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","Diệt trừ Pháo Đại bàng"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","Diệt trừ Máy hút Tiên dược"
"TID_CLANGAMES_TASK_DESTROY_GOLDMINES","Cơn sốt Mỏ Vàng"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","Đột kích Kho chứa Tiên dược"
"TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","Đột kích Kho chứa Vàng"
"TID_CLANGAMES_TASK_DESTROY_MORTARS","Diệt trừ Súng cối"
"TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","Trận chiến Tháp Pháp sư"
"TID_CLANGAMES_TASK_DESTROY_CANNONS","Đại bác Xả đạn"
"TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","Tấn công Tháp Cung thủ"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","Thợ hút Hắc Tiên dược"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","Đột kích Kho chứa Hắc Tiên dược"
"TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","Binh lính Hội Thành Xung phong"
"TID_CLANGAMES_TASK_DESTROY_LABORATORIES","Đột kích Phòng thí nghiệm"
"TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","Phá hoại Nhà máy Thần chú"
"TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","Phá hoại Nhà máy Hắc Thần chú"
"TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","Tiêu diệt Tháp Thổi khí"
"TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","Tiêu diệt Tháp Phòng Không"
"TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","Tiêu diệt Tháp Hỏa ngục"
"TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","Tiêu diệt Tháp Bom"
"TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","Tiêu diệt Tháp Hồ quang điện"
"TID_CLANGAMES_TASK_DESTROY_XBOWS","Tiêu diệt Tháp cung"
"TID_CLANGAMES_TASK_DESTROY_KINGALTARS","Tiêu diệt Bệ thờ Man di Vương"
