"TID","TH"
"TID_VILLAGE_EDIT_MODE_V2","โหมดแก้ไขฐานช่างก่อสร้าง"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","ทัวร์นาเมนต์การรบประจันหน้า"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","ผู้ชนะทัวร์นาเมนต์การรบประจันหน้าจะถูกแสดงที่นี่!"
"TID_ACHIEVEMENTS_VILLAGE1","ความสำเร็จหมู่บ้านตนเอง"
"TID_ACHIEVEMENTS_VILLAGE2","ความสำเร็จฐานช่างก่อสร้าง"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> จะมาเร็วๆ นี้!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","คัดลอกไปยังคลิปบอร์ดของอุปกรณ์แล้ว!"
"TID_TENCENT_AUTH_EXPIRED","การอนุญาตหมดอายุแล้ว โปรดล็อกอินอีกครั้ง"
"TID_TROOP_INFO_COMING_SOON","เร็วๆ นี้!"
"TID_HINT_REBUILD_BOAT","ใช้เรือที่ชายฝั่งของคุณเพื่อเข้าถึงฐานช่างก่อสร้าง!"
"TID_HINT_TROOP_ABILITIES","ปลดล็อคและอัปเกรดความสามารถพิเศษของคุณในห้องทดลองดวงดาว"
"TID_HINT_RESOURCES_ARE_SAFE","ศัตรูไม่สามารถขโมยทรัพยากรในฐานช่างก่อสร้างของคุณได้"
"TID_HINT_ARCHER_TOWER2","ลดความสูงของหอคอยพลธนูลงเพื่อเพิ่มกำลังการหยุดยั้งขึ้นเป็นสองเท่าในระยะที่สั้นกว่า"
"TID_HINT_SWAP_TROOPS","ต้องการเปลี่ยนกลยุทธ์ก่อนโจมตีหรือ? แตะลูกศรสีเขียวเพื่อสับเปลี่ยนกองกำลัง!"
"TID_HINT_GEM_MINE","สร้างเหมืองอัญมณีขึ้นมาใหม่เพื่อเริ่มเก็บอัญมณีพิเศษ!"
"TID_HINT_AIRGROUND_MINES","สามารถตั้งค่าเหมืองและเหมืองขั้นเทพให้สร้างความเสียหายแก่กองกำลังภาคพื้นดินหรืออากาศได้"
"TID_HINT_PUSH_TRAP","หมุนกับดักผลักดันเพื่อขว้างศัตรูไปในทิศทางที่คุณต้องการ"
"TID_HINT_CRUSHER","ครัชเชอร์จะทำลายล้างกองกำลังภาคพื้นดิน แต่กองกำลังทางอากาศหรือกองกำลังระยะไกลจะทำลายพวกเขาได้โดยไม่เป็นอันตรายแม้แต่น้อย"
"TID_HINT_CLOCK_TOWER","บูสต์การก่อสร้าง, การผลิตทรัพยากร และสิ่งอื่นๆ ด้วยหอนาฬิกา!"
"TID_HINT_TOXIC_MINION","ปล่อยลูกกระจ๊อกเบต้าห่างจากสิ่งก่อสร้างของศัตรูเพื่อใช้ประโยชน์จากความสามารถยิงไกลของพวกเขา"
"TID_HINT_WARMACHINE1","สร้างเครื่องจักรการรบขึ้นมาใหม่เพื่อใช้ผู้กล้าทรงพลังนี้ในการโจมตีของคุณ!"
"TID_HINT_WARMACHINE2","ความสามารถค้อนไฟฟ้าของเครื่องจักรการรบจะสามารถใช้ได้อีกครั้งหลังรีชาร์จ"
"TID_HINT_GEAR_UP","มองหาตัวเลือกเตรียมพร้อมในการป้องกันหมู่บ้านตัวเองเพื่อใช้การอัปเกรดพิเศษจากช่างก่อสร้างยอดฝีมือ!"
"TID_HINT_VERSUS_BATTLE1","รับดาวมากขึ้นเพื่อชนะในการรบประจันหน้า! เปอร์เซ็นต์การทำลายล้างคือตัวตัดเชือก"
"TID_HINT_VERSUS_BATTLE2","ชนะถ้วยรางวัลมากขึ้นเพื่อเพิ่มรางวัลรางวัลการรบประจันหน้ามากขึ้น!"
"TID_HINT_VERSUS_BATTLE3","ชนะการรบประจันหน้าวันละ 3 ครั้งเพื่อรับโบนัสการปล้นจำนวนมาก"
"TID_HINT_VERSUS_BATTLE4","ประสบปัญหาในการชนะการรบประจันหน้าหรือ? ดูการเล่นซ้ำแล้วพยายามปรับปรุงการป้องกันของคุณ"
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","เพื่อเล่นในอุปกรณ์หลายเครื่อง โปรดมั่นใจว่าท่านได้ล็อกอินเข้า WeChat หรือ QQ บนอุปกรณ์เครื่องนี้\n\nจากนั้นล็อกอินเข้า WeChat หรือ QQ ด้วยอุปกรณ์เครื่องอื่น ความคืบหน้าของท่านจะเชื่อมประสานโดยอัตโนมัติ"
"TID_GEAR_UP_COMING_SOON","เตรียมพร้อมสำหรับ <building> เร็วๆ นี้!"
"TID_NEWS_BUILDER_BASE_TITLE1","กางใบสู่โลกใหม่"
"TID_NEWS_BUILDER_BASE_TEXT1","• ล่องไปในการผจญภัยใหม่ข้ามชายฝั่งของคุณ: ฐานช่างก่อสร้าง!\n• สร้างฐานใหม่หมดด้วยกองกำลังและสิ่งก่อสร้างพิเศษ และอื่นๆ อีกมาก!\n• ซ่อมแซมเรือของคุณเพื่อเริ่มต้นการเดินทาง"
"TID_NEWS_BUILDER_BASE_TITLE2","ต่อสู้กันในโหมดการรบประจันหน้า"
"TID_NEWS_BUILDER_BASE_TEXT2","• สู้ประจันหน้ากันไปกับกองทัพ, รูปแบบการเล่น และกระดานผู้นำใหม่\n• ฝึกกองกำลังด้วยความสามารถต่างๆ เช่น เสื้อคลุมพลธนูเร้นกาย!\n• ควบคุมฮีโร่ทรงพลังคนใหม่กับความสามารถที่นำมาใช้ซ้ำได้!"
"TID_NEWS_BUILDER_BASE_TITLE3","สมบัติ, สิ่งก่อสร้าง และลูกเล่นใหม่ๆ"
"TID_NEWS_BUILDER_BASE_TEXT3","• ใช้สมองเอาชนะศัตรูด้วยการป้องกันอันควบคุมไม่ได้อย่างครัชเชอร์และกับดักผลักดัน!\n• บูสต์ฐานของคุณด้วยเหมืองอัญมณีและหอนาฬิกา\n• เตรียมหมู่บ้านตัวเองให้พร้อมด้วยการอัปเกรดพิเศษจากอาณาจักรนี้!"
"TID_NEWS_BUTTON_FIND_OUT_MORE","และอื่นๆ อีกมากมาย!"
"TID_NEWS_MAY_BALANCING_TITLE","อัปเดตเพื่อความสมดุล พฤษภาคม 2017"
"TID_NEWS_MAY_BALANCING_TEXT","• เลเวลใหม่สำหรับอาคมเยียวยา, แช่แข็ง และร่างโคลน\n• เหมืองทองคำและเครื่องสูบน้ำอมฤตหลังที่ 7 เมื่อศาลากลางเลเวล 9\n• การสร้างสมดุลอื่นๆ และส่วนลด"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","คัดลอกลิงก์คำเชิญไปไว้ในคลิปบอร์ดแล้ว!"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","ตกลง"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","หมู่บ้านปัจจุบันได้เชื่อมโยงไว้อยู่แล้ว การเชื่อมโยงสามารถทำได้ครั้งเดียว"
"TID_RES_PACK_INFO_GOLD","• อัญมณี <gems> เม็ด\n• ทองคำ <res0> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nทรัพยากรราคาลดกระหน่ำ สำหรับช่วงเวลาจำกัด!"
"TID_RES_PACK_INFO_ELIXIR","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n\nไม่มีขีดจำกัดคลัง!\n\nทรัพยากรราคาลดกระหน่ำ สำหรับช่วงเวลาจำกัด!"
"TID_RES_PACK_SPECIAL","แพ็คทรัพยากร"
"TID_TRAINING_BUILDING_STATUS","โรงทหาร"
"TID_BUILDING_STATUS","การป้องกัน"
"TID_BATTLERAM","ซุงทะลวงศึก"
"TID_CHARACTER_INFO_BATTLERAM","คนเถื่อนสี่คนแบกซุงใหญ่พุ่งมาทำลายเป้าหมาย เมื่อปะทะจะสร้างความเสียหายใหญ่หลวง จากนั้นก็รบต่อด้วยดาบของพวกเขา!"
"TID_DECORATION_BUILDER_STATUE","รูปปั้นช่างก่อสร้าง"
"TID_TRAP_SHRINK","กับดักหดตัว"
"TID_TRAP_SHRINK_INFO","คำสาปบรรจุขวดจากแม่มดนี้จะเปลี่ยนผู้โจมตีให้มีขนาดเล็ก ลดพลังชีวิตและพลังความเสียหายลงชั่วคราว รวมทั้งทำให้พวกเขาน่ารักสุดๆ รุนแรงชะมัด"
"TID_BUTTON_NOTE","หมายเหตุ"
"TID_SIGN_TITLE","หมายเหตุช่างก่อสร้าง"
"TID_SIGN_MESSAGE","!"
"TID_BIRTHDAY_SPELL","ระเบิดวันเกิด"
"TID_BIRTHDAY_SPELL_INFO","อันเชิญสิ่งน่าตกใจแบบตูมตามที่ได้มาเพื่อฉลองวันครบรอบ! ของขวัญระดับนี้จะสร้างความเสียหายแก่สิ่งก่อสร้างและกองกำลังที่อยู่ใกล้ๆ รวมทั้งทำให้มึนงงด้วย"
"TID_LAYOUTS_COPY_EXPLANATION_V2","เลือกช่องเพื่อคัดลอกผังที่เลือกเอาไว้"
"TID_OBSTACLE_BIRTHDAY2017","เค้กฉลองครบรอบ 5 ปี"
"TID_NEWS_JUNE_V1_BALANCING_TITLE","อัปเกรดหมู่บ้านตนเองแบบสายฟ้าแลบ"
"TID_NEWS_JUNE_V1_BALANCING_TEXT","• อัปเกรดปืนใหญ่, หอคอยพลธนู และหอคอยเพลิงนรก\n• เพิ่มเลเวลให้ P.E.K.K.A, ผู้เยียวยา, พ่อมด, คนทำเหมือง และนักระเบิดกำแพง\n• ส่วนลดและการสร้างสมดุล รวมทั้งศาลากลางใหม่เลเวล 10"
"TID_BALLOON_HASTE_EVENT_TITLE","อีเวนท์บอลลูนซูม"
"TID_BALLOON_HASTE_EVENT_INFO","บอลลูนล่องผ่านช่องทางลัดที่ทำจากอาคมเร่งรีบ มีส่วนลดสำหรับการสร้างทั้งสองอย่าง ซูม ตูม!"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","การท้าทายของอีเวนท์: ชนะการรบแบบผู้เล่นหลายคน!\n<cffec78>• ต้องใช้อาคม <unit> <usecount> ครั้ง</c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","การท้าทายของอีเวนท์: ชนะการรบแบบผู้เล่นหลายคน!\n<cffec78>• ต้องใช้ <unit> 1 หน่วย</c>"
"TID_OFFER_ANNIVERSARY","แพ็คครบรอบปีปะทะ"
"TID_ONLINE","ออนไลน์"
"TID_POINTS_HOME_VILLAGE","หมู่บ้านตนเอง"
"TID_POINTS_BB","ฐานช่างก่อสร้าง"
"TID_SUGGESTED_CLANS","แคลนแนะนำ"
"TID_CLAN_JOIN_FAIL_NO_DUEL_SCORE","ท่านมีถ้วยรางวัลการรบประจันหน้าไม่มากพอจะเข้าร่วมแคลนนี้!"
"TID_GHOST","ผีฮาโลวีน"
"TID_CHARACTER_INFO_GHOST","ข้อมูลผี"
"TID_OBSTACLE_HALLOWEEN2017","สิ่งกีดขวางฮาโลวีน"
"TID_ACCEPT_EXISTING_CHALLENGE","ยอมรับคำท้าหรือไม่?"
"TID_WAITING","กำลังรอ"
"TID_PUMPKIN_BARBARIAN","คนเถื่อนฟักทอง"
"TID_CHARACTER_INFO_PUMPKIN_BARBARIAN","ใครจะไปคิดว่าฟักทองนั้นเอามาทำเป็นชุดเกราะชั่วคราวดีๆ ได้? หมวกเกราะฟักทองเพิ่มพลังชีวิตพิเศษให้คนเถื่อนธรรมดาได้นิดหน่อยจนกว่าจะถูกทำลายไป"
"TID_GIANT_SKELETON","โครงกระดูกยักษ์"
"TID_CHARACTER_INFO_GIANT_SKELETON","กระดูกชิ้นโตจากยุคโบราณ ชะตาของโครงกระดูกยักษ์นั้นถูกกำหนดไว้มากกว่าแค่การระเบิดกำแพงกระจุย ระเบิดลูกโตของพวกเขาสร้างความเสียหายแก่ทุกสิ่งรอบตัวหลังจากที่ตัวเองถูกทำลายไปแล้ว"
"TID_FRIENDS_ONLINE","ออนไลน์"
"TID_FRIEND_LEADERBOARD","กระดานผู้นำ"
"TID_UNABLE_TO_WATCH","ขณะนี้ผู้เล่นไม่ได้อยู่ในการรบ"
"TID_DIAMOND_BUNDLE_BH3_ALT","แพ็คช่างก่อสร้างฝึกหัด"
"TID_DIAMOND_BUNDLE_BH4_ALT","แพ็คช่างก่อสร้างฝึกงาน"
"TID_DIAMOND_BUNDLE_BH5_ALT","แพ็คช่างก่อสร้างเป็นงาน"
"TID_DIAMOND_BUNDLE_BH6_ALT","แพ็คช่างก่อสร้างผู้เชี่ยวชาญ"
"TID_DIAMOND_BUNDLE_BH7_ALT","แพ็คช่างก่อสร้างยอดฝีมือ"
"TID_DIAMOND_BUNDLE_BH8_ALT","แพ็คช่างก่อสร้างปรมาจารย์"
"TID_DIAMOND_BUNDLE_BH3_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_DIAMOND_BUNDLE_BH4_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_DIAMOND_BUNDLE_BH5_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_DIAMOND_BUNDLE_BH6_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_DIAMOND_BUNDLE_BH7_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_DIAMOND_BUNDLE_BH8_INFO_ALT","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ทองคำ <res1> เหรียญ\n\nไม่มีขีดจำกัดคลัง!\n\nอย่าพลาดข้อเสนอ <cffec78>มูลค่า X<value></c> เพียงครั้งเดียวนี้!"
"TID_CLAN_GATE","ธงแคลน"
"TID_VERSUS_BATTLE_TRAIN_ARMY","ฝึกฝนกองทัพเต็มอัตราศึกเพื่อเริ่มการท้าฉันมิตร!"
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","เลือกผังที่ใช้ได้เพื่อเริ่มการท้าฉันมิตร!"
"TID_VERSUS_BATTLE_ADD_MESSAGE","เพิ่มข้อความเพื่อเริ่มการท้าฉันมิตร!"
"TID_PERK_NEW","ใหม่!"
"TID_NEWS_BD_GIFTS_TEXT","ฉลองวันครบรอบปีปะทะที่ 5! ร่วมฉลองกับเพื่อนร่วมแคลนของท่านและรับอัญมณีโบนัสสำหรับแคลนของท่านทุกครั้งที่ซื้อ<c80d8e8>อัญมณี + ของขวัญแคลน</c>"
"TID_LOCAL_NOTIFICATION_EVENT_ANNIVERSARY_OFFER","ท่านหัวหน้า ข้อเสนอครบรอบ 5 ปีกำลังลดราคาเป็นเวลาจำกัด!"
"TID_NEWS_CLASHIVERSARY_TITLE","สุขสันต์วันครบรอบปีปะทะที่ 5 นะท่านหัวหน้า!"
"TID_NEWS_CLASHIVERSARY_TEXT","ใช่แล้ว! มันคือวันครบรอบปีปะทะที่ 5 ของ Clash of Clans! และเพื่อเป็นการฉลอง เราได้เพิ่มของพิเศษสำหรับผู้เล่นเข้าไปในเกม ประกอบด้วยสิ่งกีดขวางใหม่พิเศษ, ข้อเสนอบูสต์ด้วยอัญมณีเม็ดเดียว และอื่นๆ อีกมากมายที่จะตามมา!\nแด่การสร้างทุกสิ่งต่างๆ ขึ้นมาในอีกห้าปีต่อไป...แล้วเป่ามันกระจายเป็นชิ้นๆ!"
"TID_NEWS_BUILDER_GONE","อืม มีใครเห็นช่างก่อสร้างบ้าง?"
"TID_BUTTON_WATCH_EXCL","ดูนั่น!"
"TID_FOLLOW_BUILDER_TITLE","ติดตามช่างก่อสร้างบน Instagram!"
"TID_FOLLOW_BUILDER_TEXT","ช่างก่อสร้างออกไปผจญภัย และเขาเอารหัสผ่าน Instagram ของเราติดตัวไปด้วย! ติดตามการเดินทางของเขาแล้วดูว่าเขาจะไปไหนต่อ!"
"TID_NOTIFICATION_BUILDER_IS_BACK","ช่างก่อสร้างกลับมาแล้ว!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GoVaHo","ท่านหัวหน้า ใช้โกเล็ม, วัลคีรี และคนขี่หมูป่า สำหรับอีเวนท์พิเศษนี้เถิด!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DragonLighting","ท่านหัวหน้า รับอัญมณี 200 เม็ดระหว่างอีเวนท์มังกร/อาคมสายฟ้า!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LootXP","ท่านหัวหน้า รับของปล้นและค่าประสบการณ์ 2 เท่าระหว่างอีเวนท์สงครามแคลน!"
"TID_NEWS_SEP_V2_BALANCING_TITLE","หอช่างก่อสร้างเลเวล 7 มาแล้ว!"
"TID_NEWS_SEP_V2_BALANCING_TEXT","• แนะนำยูนิตใหม่สองหน่วยในฐานช่างก่อสร้าง นั่นก็คือ เครื่องป้องกันอย่างปืนใหญ่ยักษ์และกองกำลังทางอากาศอย่างเรือลำเลียง\n• อัปเกรดกองกำลังของท่านถึงเลเวล 14 และสิ่งก่อสร้างถึงเลเวล 7\n• สามารถอัปเกรดเครื่องจักรการรบได้ถึงเลเวล 15"
"TID_NEWS_OCT_2017_UPDATE_MAIN_TITLE","อัปเดตเดือนตุลาคม!"
"TID_NEWS_OCT_2017_UPDATE","แคลน, เพื่อน และเพื่อนในแคลน"
"TID_NEWS_OCT_2017_UPDATE_TEXT","• ท้าเพื่อนร่วมแคลนเข้าสู่การรบฉันมิตรในฐานช่างก่อสร้าง\n• ทำงานร่วมกับแคลนเพื่อปลดล็อคผลประโยชน์แคลนเลเวลใหม่และได้รับสิทธิเข้าถึงการจัดระดับตราสัญลักษณ์แคลน\n• ดูสถานะออนไลน์ของเพื่อน\n• ดูการโจมตีของเพื่อนแบบสดๆ ทั้งในหมู่บ้านตนเองและในฐานช่างก่อสร้าง"
"TID_NEWS_OCT_2017_UPDATE_TITLE_2","เลเวลใหม่ๆ ของกองกำลังและสิ่งก่อสร้าง"
"TID_NEWS_OCT_2017_UPDATE_TEXT_2","• เลเวลใหม่ๆ ของกองกำลังอย่างโกเล็มและวัลคีรี\n• เลเวลใหม่ๆ ของสิ่งก่อสร้างอย่างเครื่องกวาดอากาศและหอคอยระเบิด\n• กำแพงเลเวลสูงสุดเพิ่มขึ้น 25 ชิ้น"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","เชื่อมต่อแล้ว"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","ไม่ได้เชื่อมต่อ"
"TID_SUPERCELL_ID_LOGIN_BUTTON","ล็อกอินด้วย Supercell ID"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","เล่นโดยไม่ใช้ Supercell ID"
"TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","การกำจัดปืนใหญ่อินทรี"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","การกำจัดเครื่องสูบน้ำอมฤต"
"TID_CLANGAMES_TASK_DESTROY_GOLDMINES","เหมืองทองโกลาหล"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","ปล้นคลังเก็บน้ำอมฤต"
"TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","ปล้นคลังเก็บทองคำ"
"TID_CLANGAMES_TASK_DESTROY_MORTARS","พังปืนครก"
"TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","ศึกหอคอยพ่อมด"
"TID_CLANGAMES_TASK_DESTROY_CANNONS","ปืนใหญ่สังหารโหด"
"TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","โจมตีหอคอยพลธนู"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","ช่างท่อน้ำอมฤตมืด"
"TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","ปล้นคลังเก็บน้ำอมฤตมืด"
"TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","บุกปราสาทแคลน"
"TID_CLANGAMES_TASK_DESTROY_LABORATORIES","โจมตีห้องทดลอง"
"TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","วินาศกรรมโรงงานอาคม"
"TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","วินาศกรรมโรงงานอาคมมืด"
"TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","ทำลายเครื่องกวาดอากาศ"
"TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","ทำลายการป้องกันทางอากาศ"
"TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","ทำลายหอคอยเพลิงนรก"
"TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","ทำลายหอคอยระเบิด"
"TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","ทำลายหอคอยเทสลา"
"TID_CLANGAMES_TASK_DESTROY_XBOWS","ทำลายคันศรเอ็กซ์"
"TID_CLANGAMES_TASK_DESTROY_KINGALTARS","ทำลายแท่นบูชาราชันคนเถื่อน"
"TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","ทำลายแท่นบูชาราชินีธนู"
"TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","ทำลายแท่นบูชาผู้คุมยิ่งใหญ่"
"TID_CLANGAMES_TASK_DESTROY_GEAREDUPARCHERTOWERS","ทำลายหอคอยพลธนูที่เตรียมพร้อมแล้ว"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLES","กองชัยชนะ"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLES3STARS","ล่าสามดาว"
"TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","นักสะสมดาว"
"TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","เจ้าแห่งการทำลายล้าง"
"TID_CLANGAMES_TASK_LOOT_GOLD","โกยทองคำ"
"TID_CLANGAMES_TASK_LOOT_ELIXIR","ยักยอกน้ำอมฤต"
"TID_CLANGAMES_TASK_LOOT_DARKELIXIR","โจรกรรมน้ำอมฤตมืด"
"TID_CLANGAMES_TASK_DONATE_TROOPS","ช่วยเหลือ"
"TID_CLANGAMES_TASK_CLEAR_OBSTACLES","ออกกำลังทำสวน"
"TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","ชนะต่อเนื่อง"
"TID_CLANGAMES_TASK_BEAT_DARKELIXIRTARGET","ความท้าทายน้ำอมฤตมืด"
"TID_CLANGAMES_TASK_BEAT_GOLDTARGET","ความท้าทายทองคำ"
"TID_CLANGAMES_TASK_BEAT_ELIXIRTARGET","ความท้าทายน้ำอมฤต"
"TID_CLANGAMES_TASK_USE_BARBARIANS","วิวาทคนเถื่อน"
"TID_CLANGAMES_TASK_USE_ARCHERS","พลธนูซุ่มยิง"
"TID_CLANGAMES_TASK_USE_GOBLINS","ก็อบลินลวง"
"TID_CLANGAMES_TASK_USE_GIANTS","โอกาสของยักษ์"
"TID_CLANGAMES_TASK_USE_WALLBREAKERS","วันกำแพงเปิด"
"TID_CLANGAMES_TASK_USE_LOONS","บอลลูนสายฟ้าแลบ"
"TID_CLANGAMES_TASK_USE_WIZARDS","สงครามพ่อมด"
"TID_CLANGAMES_TASK_USE_HEALERS","เยียวยาพลัง"
"TID_CLANGAMES_TASK_USE_MINIONS","หายนะฝูง"
"TID_CLANGAMES_TASK_USE_HOGRIDERS","ปล้นคนขี่หมูป่า"
"TID_CLANGAMES_TASK_USE_DRAGONS","มังกรโกลาหล"
"TID_CLANGAMES_TASK_USE_PEKKAS","PEKKA เสริมพลัง"
"TID_CLANGAMES_TASK_USE_VALKYRIES","วัลคีรีควบ"
"TID_CLANGAMES_TASK_USE_GOLEMS","ไปได้สวย"
"TID_CLANGAMES_TASK_USE_WITCHES","ชั่วโมงแม่มด"
"TID_CLANGAMES_TASK_USE_LAVAHOUNDS","ลาวาคือรัก"
"TID_CLANGAMES_TASK_USE_BABYDRAGONS","ช่วงเวลานิทานมังกรน้อย"
"TID_CLANGAMES_TASK_USE_BOWLERS","ช่วงเวลาโบว์ลิ่ง"
"TID_CLANGAMES_TASK_USE_MINERS","ปฏิบัติการทำเหมือง"
"TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","ชัยชนะศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","เจ้าดวงดาวศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","จอมทำลายล้างศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_DONATE_SPELLS","บริจาคอาคม"
"TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRPUMPS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_GOLDMINES","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRSTORAGES","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_GOLDSTORAGES","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRPUMPS","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","ทำลาย <num>x <building> ในการรบแบบผู้เล่นหลายคน"
