"TID","FR"
"TID_WORKER2_BUILDING","Cabane de maître ouvrier"
"TID_HOUSING2_INFO","Vos troupes sont stationnées dans les camps militaires. Chaque camp peut abriter un seul type de troupes à la fois. Certaines troupes peuvent être améliorées pour que chaque camp abrite plus d'unités !"
"TID_HERO_INSTRUCTIONS_WARMACHINE","La grande invention du maître ouvrier réduit les bâtiments ennemis en morceaux. Quel meilleur moyen de montrer qui est le meilleur ouvrier du coin ? Débloquez la capacité Marteau électrique pour en mettre un coup à vos adversaires !"
"TID_HERO_ABILITY_WARMACHINE_TITLE","Marteau électrique"
"TID_HERO_ABILITY_WARMACHINE_DESC","La machine de combat fait tomber un puissant éclair, ce qui lui permet de récupérer des points de vie et de faire plus de dégâts lors de son attaque suivante !"
"TID_VILLAGE_OBJECT_SHIP_INFO","Ce bateau vous permet de visiter de nouveaux endroits !"
"TID_GEAR_UP_AVAILABLE_LATER","Améliorez d'abord ce bâtiment au niveau <level> !"
"TID_USES_VILLAGE2_BUILDER","Nécessite un maître ouvrier !"
"TID_GEAR_UP_BUILDING","Équiper le bâtiment ?"
"TID_GEAR_UP_BUILDING_SUBTITLE","Amélioration spéciale :"
"TID_GEAR_UP_ARCHER_TOWER","Installez un interrupteur qui abaissera cette tour pour lui permettre de tirer plus vite !"
"TID_GEAR_UP_CANNON","Transformez ce canon en double canon infligeant beaucoup plus de dégâts, mais à plus faible portée !"
"TID_GEAR_UP_MORTAR","Transformez ce mortier en multi-mortier pour une plus grande zone de dégâts et des tirs en rafale !"
"TID_ELIXIR2","Élixir"
"TID_GOLD2","Or"
"TID_VILLAGE2_DUEL_WAITING","Un autre joueur recherche un combat en duel !"
"TID_LAYOUTS_VILLAGE2","Base des ouvriers"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","Unités de la base des ouvriers"
"TID_COLLECTORS_FULL_NOTIFICATION","Chef, vos extracteurs sont pleins !"
"TID_MORE_AVAILABLE_AGAIN_IN","Vous avez gagné tout le butin disponible aujourd'hui ! Nouveau butin à gagner dans :"
"TID_DUEL_TARGET_FOUND","Un adversaire de duel a été trouvé ! Lancez votre attaque !"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","Chef, du butin de la base des ouvriers est disponible. C'est l'heure du combat !"
"TID_DAILY_BONUS_LIMIT_REACHED","Limite de butin quotidien atteinte"
"TID_DUEL_WIN_BONUS","Bonus de victoire :"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage> % de bonus de duel :"
"TID_DAILY_LOOT_LIMIT_FILLED","Limite de butin quotidien atteinte"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","Vous avez déjà remporté tout le butin disponible pour aujourd'hui. Vous pouvez continuer à vous battre pour obtenir des trophées !"
"TID_REPAIR_SHIP_TITLE","Réparer le bateau ?"
"TID_REPAIR_SHIP_2","Ce bateau vous permet de visiter de nouveaux endroits !"
"TID_DEFENCE_TROOP_LEVEL","Niveau de l'unité : <number>"
"TID_UPGRADE_TH_LOCKED_INFO","Construisez ces bâtiments pour débloquer le niveau suivant de la maison des ouvriers !"
"TID_UPGRADE_TH_LOCKED_TITLE","Amélioration bloquée"
"TID_UPGRADE_TH_LOCKED_TITLE2","Bâtiments requis :"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Améliorez la maison des ouvriers au niveau <number> pour équiper plus de bâtiments !"
"TID_UPGRADE_TH_LOCKED_GEARUP","Vous avez équipé le nombre maximum de ces bâtiments !"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","Attaquez un adversaire pendant qu'il vous attaque. La meilleure attaque remportera la victoire !"
"TID_YOUR_TROOPS","Vos troupes"
"TID_TRAIN_TROOPS_HINT","Formez une armée avant d'attaquer !"
"TID_BUTTON_RESET_NOW","Obtenez-en davantage !"
"TID_LOG_BUTTON","Journal de combat"
"TID_BUILDING_GEM_MINE","Mine de gemmes"
"TID_GEM_MINE_INFO","Les mines de gemmes exploitent un filon de ces précieuses ressources ! Le processus d'extraction des gemmes est lent et difficile."
"TID_PRODUCTION_RATE_PER_DAY","Taux de production : <number> par jour"
"TID_NO_CLAN","Pas de clan"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","Conflit de compte"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","Le compte avec lequel vous essayez de vous connecter n'est pas celui qui est enregistré localement. Voulez-vous utiliser ce nouveau compte ?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","Oui, utiliser le nouveau compte"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","Non, utiliser le compte enregistré"
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","Maîtrise d'ouvrage"
"TID_ACHIEVEMENT_TOWN_HALL2","Améliorer la maison des ouvriers au niveau <number>"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","Niveau actuel de la maison des ouvriers : <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","Modèle nouvelle génération"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","Débloquer l'unité <name> dans la caserne des ouvriers"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","Déconstruction"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","Détruire <number> maisons des ouvriers lors de duels"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","Nombre total de maisons des ouvriers détruites : <value>"
"TID_BUILDING_GIANT_CANNON","Canon géant"
"TID_DECORATION_SMALL_PINETREE","Petit sapin"
"TID_DECORATION_PINETREE","Sapin"
"TID_TARGET","Cible"
"TID_GIANT_CANNON_INFO","Il n'y a pas d'obstacles qui tiennent face au canon géant. Ses énormes boulets détruisent tout sur leur passage et ne s'arrêtent jamais..."
"TID_EVENT_ARMY","Événement armée"
"TID_EVENT_ARMY_INFO","Détruisez des villages avec cette armée ! Chaque unité coûte actuellement <num> % de moins !"
"TID_CAMP_FIRE_DECO","Feu de camp gobelin"
"TID_TRAP_AIR2","Piège aérien"
"TID_TRAP_AIR2_INFO","Textes d'information de pièges aériens"
"TID_DECORATION_GENERIC","Décoration"
"TID_BUTTON_FREE","GRATUIT"
"TID_FIREPLACE","Feu de joie"
"TID_REPLAY_SHARE_TEXT","Partager vos duels sur le chat de clan ?"
"TID_BUTTON_GEAR_UP","Équiper"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Reconstruisez le bateau pour visiter de nouveaux endroits !"
"TID_BUILDING_AIR_DEFENSE2","Bombes aériennes"
"TID_AIR_DEFENSE2_INFO","Les bombes aériennes sont une bonne défense contre les unités lourdes. Lancez une succession sans fin de barils explosifs dévastateurs pour les ennemis volants !"
"TID_DIAMOND_BUNDLE_BH3","Pack Maison des ouvriers 3"
"TID_DIAMOND_BUNDLE_BH4","Pack Maison des ouvriers 4"
"TID_DIAMOND_BUNDLE_BH5","Pack Maison des ouvriers 5"
"TID_DIAMOND_BUNDLE_BH6","Pack Maison des ouvriers 6"
"TID_DIAMOND_BUNDLE_BH7","Pack Maison des ouvriers 7"
"TID_DIAMOND_BUNDLE_BH8","Pack Maison des ouvriers 8"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• Broyeur niveau 1\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• Poste de garde niveau 1\n• Bombes aériennes niveau 1\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• Multi-mortier niveau 1\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• Rôtissoire niveau 1\n• Broyeur niveau 1\n\nAucune durée de construction !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n• Canon géant niveau 4\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n• Méga tesla niveau 4\n\nAucune durée de construction, aucune limite de stockage !\n\nNe manquez pas cette <cffec78>offre UNIQUE de valeur X<value></c> !"
"TID_WORKER_TARGET_OTHER_VILLAGE","L'ouvrier travaille dans un autre village !"
"TID_GEAR_UP_ITEM","Équiper <item>"
"TID_V2_TRAINING_BARRACKS_UPGRADING","La formation des troupes s'interrompt lors de l'amélioration des casernes."
"TID_V2_START_DUEL_GENERIC_ERROR","Échec de la recherche d'adversaire"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Échec de la recherche d'adversaire, recherche déjà en cours"
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Échec de la recherche d'adversaire, aperçu non disponible"
"TID_V2_START_DUEL_ACTIVE","Échec de la recherche d'adversaire, duel déjà en cours"
"TID_V2_DUEL_FEED_DESTROYED","Destruction"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Le combat a commencé !"
"TID_V2_DUEL_FEED_BH_DESTROYED","Maison des ouvriers détruite !"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","En obtenir davantage ?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Débloquer plus de bonus de duel maintenant ?"
"TID_SHARE_DUEL_TEXT","Partager vos duels avec votre clan ?"
"TID_BUILDING_BARRACK2","Caserne des ouvriers"
"TID_BARRACK2_INFO","La caserne des ouvriers forme les unités aux duels ! Vous pouvez aussi rapidement changer de troupes juste après une attaque. Améliorez la caserne des ouvriers pour débloquer davantage de types de troupes !"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","<building> niveau <number> requis pour en construire plus !"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","<building> niveau <number> requis pour débloquer !"
"TID_DUEL_REWARDS_TITLE","Récompenses de duel"
"TID_CURRENT_REWARDS","Actuelles"
"TID_NEXT_REWARDS","Suivantes"
"TID_WIN_BONUS","Bonus de victoire"
"TID_3_WIN_BONUS","Bonus 3 victoires"
"TID_DUEL_REWARDS_INFO_TEXT","Remportez un duel pour obtenir du butin ! Aucune perte de ressources en défense.\n\nObtenez davantage de trophées pour augmenter vos récompenses !"
"TID_TEST_PACK_RES_V2","Test Pack for v2 Res"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Test Pack for both v res from th"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","Chef, votre mine de gemmes est pleine !"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","<item> : équipement terminé"
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","Le boost de la tour de l'horloge est disponible"
"TID_LAYOUTS_ACTIVE_BASE","Base active"
"TID_BROKEN_BUILDING","Bâtiment endommagé"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","Ouvrier de compétition"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","Remporter un total de <number> trophées lors de duels"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","Record de trophées des duels : <value>"
"TID_ACHIEVEMENT_GEAR_UP_TITLE","Équipement d'expert"
"TID_ACHIEVEMENT_GEAR_UP_ONE","Équiper un bâtiment à l'aide du maître ouvrier"
"TID_ACHIEVEMENT_GEAR_UP","Équiper <number> bâtiments à l'aide du maître ouvrier"
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","Total des bâtiments équipés : <value>"
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","Trésors cachés"
"TID_ACHIEVEMENT_REPAIR_BUILDING","Réparer <name>"
"TID_TAB_VIEW_VILLAGE","Village principal"
"TID_TAB_VIEW_VILLAGE2","Base des ouvriers"
"TID_DUEL_TOTAL_WINS","Duels remportés :"
"TID_VILLAGE_EDIT_MODE_V2","Mode édition de la base des ouvriers"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Tournoi de duels"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Les gagnants du tournoi de duels seront affichés ici !"
"TID_ACHIEVEMENTS_VILLAGE1","Succès du village principal"
"TID_ACHIEVEMENTS_VILLAGE2","Succès de la base des ouvriers"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> disponible prochainement !"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Copié dans le presse-papier de l'appareil !"
"TID_TENCENT_AUTH_EXPIRED","L'autorisation a expiré, veuillez vous reconnecter."
"TID_TROOP_INFO_COMING_SOON","Bientôt !"
"TID_HINT_REBUILD_BOAT","Utilisez le bateau amarré sur votre côte pour accéder à la base des ouvriers !"
"TID_HINT_TROOP_ABILITIES","Débloquez et améliorez des capacités spéciales pour vos troupes dans le laboratoire astral."
"TID_HINT_RESOURCES_ARE_SAFE","Les ennemis ne peuvent pas voler les ressources stockées dans votre base des ouvriers."
"TID_HINT_ARCHER_TOWER2","Abaissez une tour d'archers pour la rendre deux fois plus puissante dans un rayon limité."
"TID_HINT_SWAP_TROOPS","Vous voulez modifier votre stratégie avant d'attaquer ? Touchez les flèches vertes pour changer de troupes !"
"TID_HINT_GEM_MINE","Reconstruisez la mine de gemmes pour récupérer des gemmes supplémentaires !"
"TID_HINT_AIRGROUND_MINES","Les mines et méga mines peuvent être programmées pour infliger des dégâts aux troupes terrestres ou aériennes."
"TID_HINT_PUSH_TRAP","Faites pivoter les pièges à poussée pour écarter les troupes dans la direction que vous voulez."
"TID_HINT_CRUSHER","Les broyeurs écrasent les unités terrestres, mais les troupes volantes ou à longue portée peuvent les détruire sans être touchées."
"TID_HINT_CLOCK_TOWER","Accélérez la construction, la production de ressources et le reste avec la tour de l'horloge !"
"TID_HINT_TOXIC_MINION","Déployez des bêta-gargouilles loin des bâtiments ennemis pour utiliser leur capacité d'attaque à distance."
"TID_HINT_WARMACHINE1","Reconstruisez la machine de combat pour utiliser ce puissant héros lors de vos attaques !"
"TID_HINT_WARMACHINE2","La capacité Marteau électrique de la machine de combat peut être réutilisée une fois rechargée."
"TID_HINT_GEAR_UP","Cherchez l'option Équiper des défenses de votre village pour leur appliquer les améliorations spéciales du maître ouvrier !"
"TID_HINT_VERSUS_BATTLE1","Gagnez plus d'étoiles que l'adversaire pour remporter un duel ! En cas d'égalité, le pourcentage de destruction déterminera le vainqueur."
"TID_HINT_VERSUS_BATTLE2","Gagnez plus de trophées pour améliorer les récompenses de vos duels !"
"TID_HINT_VERSUS_BATTLE3","Gagnez 3 duels par jour pour obtenir un gros bonus de butin."
"TID_HINT_VERSUS_BATTLE4","Vous avez du mal à gagner en duel ? Regardez des rediffusions pour apprendre à améliorer votre défense !"
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Pour jouer sur d'autres appareils, vous devez vous connecter à WeChat ou QQ sur cet appareil.\n\nEnsuite, connectez-vous à WeChat ou QQ avec l'autre appareil. Votre progression sera synchronisée automatiquement."
"TID_GEAR_UP_COMING_SOON","Vous pourrez bientôt équiper votre <building> !"
"TID_NEWS_BUILDER_BASE_TITLE1","Voguez vers un nouveau monde"
"TID_NEWS_BUILDER_BASE_TEXT1","• Lancez-vous dans une nouvelle aventure et traversez l'océan pour découvrir la base des ouvriers !\n• Construisez une nouvelle base avec des troupes spéciales, d'autres bâtiments et plus !\n• Réparez votre bateau pour embarquer"
"TID_NEWS_BUILDER_BASE_TITLE2","Mesurez-vous à vos adversaires avec le nouveau mode duel"
"TID_NEWS_BUILDER_BASE_TEXT2","• Battez-vous en face à face avec de nouvelles armées, un nouveau mode de jeu et un classement spécifique\n• Entraînez des troupes dotées de capacités spéciales, comme le voile des archères furtives !\n• Maîtrisez un nouveau héros et sa capacité réutilisable !"
"TID_NEWS_BUILDER_BASE_TITLE3","Nouveaux bâtiments, trésors et surprises"
"TID_NEWS_BUILDER_BASE_TEXT3","• Piégez vos adversaires avec des défenses imprévisibles comme le broyeur ou le piège à poussée !\n• Accélérez la production de votre base avec la mine de gemmes et la tour de l'horloge\n• Équipez votre village d'origine avec des améliorations exclusives !"
"TID_NEWS_BUTTON_FIND_OUT_MORE","Plus d'infos"
"TID_NEWS_MAY_BALANCING_TITLE","Mise à jour d'équilibrage de mai 2017"
"TID_NEWS_MAY_BALANCING_TEXT","• Niveaux supplémentaires pour les sorts de guérison, de gel et de clonage\n• 7e mine d'or et extracteur d'élixir disponibles à l'hôtel de ville de niveau 9\n• Autres changements et réductions"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Lien copié dans le presse-papiers"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","OK"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Le village actuel a déjà été associé. L'association ne peut être effectuée qu'une fois."
"TID_RES_PACK_INFO_GOLD","• <gems> gemmes\n• <res0> pièces d'or\n\nAucune limite de stockage !\n\nProfitez d'une énorme réduction sur les ressources pendant une durée limitée !"
"TID_RES_PACK_INFO_ELIXIR","• <gems> gemmes\n• <res0> doses d'élixir\n\nAucune limite de stockage !\n\nProfitez d'une énorme réduction sur les ressources pendant une durée limitée !"
"TID_RES_PACK_SPECIAL","Pack ressources"
"TID_TRAINING_BUILDING_STATUS","Caserne"
"TID_BUILDING_STATUS","Défenses"
"TID_BATTLERAM","Bélier de combat"
"TID_CHARACTER_INFO_BATTLERAM","Quatre barbares transportant un tronc chargent pour démolir leur cible, infligeant des dégâts supplémentaires importants s'ils l'atteignent, avant de continuer à se battre l'épée à la main !"
"TID_DECORATION_BUILDER_STATUE","Statue d'ouvrier"
"TID_TRAP_SHRINK","Piège rétrécissant"
"TID_TRAP_SHRINK_INFO","Cette malédiction en bouteille de la sorcière rapetisse les attaquants. Leurs points de vie et dégâts sont temporairement réduits, et en plus, ils deviennent tout mignons. Les pauvres."
"TID_BUTTON_NOTE","Note"
"TID_SIGN_TITLE","Message de l'ouvrier"
"TID_SIGN_MESSAGE","!"
"TID_BIRTHDAY_SPELL","Boum d'anniversaire"
"TID_BIRTHDAY_SPELL_INFO","Invoquez une surprise explosive pour fêter cet anniversaire ! Ce chouette cadeau inflige des dégâts aux bâtiments et aux troupes et les étourdit."
"TID_LAYOUTS_COPY_EXPLANATION_V2","Sélectionnez un emplacement où copier le plan sélectionné."
"TID_OBSTACLE_BIRTHDAY2017","Gâteau des 5 ans"
"TID_NEWS_JUNE_V1_BALANCING_TITLE","Des tonnes d'améliorations pour le village principal"
"TID_NEWS_JUNE_V1_BALANCING_TEXT","• Améliorez le canon, la tour d'archers et la tour de l'enfer\n• Améliorez le niveau du P.E.K.K.A, de la guérisseuse, du sorcier, du mineur et du sapeur\n• Réductions et équilibrage, nouveaux niveaux de l'hôtel de ville 10"
"TID_BALLOON_HASTE_EVENT_TITLE","Évènement des ballons à réaction"
"TID_BALLOON_HASTE_EVENT_INFO","Rien de tel qu'un sort de précipitation pour faire passer un ballon à la vitesse supérieure. Justement, les deux sont en promotion. Accrochez-vous !"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","Défi d'événement : remportez des combats multijoueur !\n<cffec78>• Vous devez utiliser <usecount> <unit></c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","Défi d'événement : remportez des combats multijoueur !\n<cffec78>• Vous devez utiliser 1 <unit></c>"
"TID_OFFER_ANNIVERSARY","Pack clashiversaire"
"TID_ONLINE","En ligne"
"TID_POINTS_HOME_VILLAGE","Village principal"
"TID_POINTS_BB","Base des ouvriers"
"TID_SUGGESTED_CLANS","Clans suggérés"
"TID_CLAN_JOIN_FAIL_NO_DUEL_SCORE","Vous n'avez pas assez de trophées de duel pour rejoindre ce clan !"
"TID_GHOST","Fantôme d'Halloween"
"TID_CHARACTER_INFO_GHOST","Info fantôme"
"TID_OBSTACLE_HALLOWEEN2017","Obstacle d'Halloween"
"TID_ACCEPT_EXISTING_CHALLENGE","Accepter le défi ?"
"TID_WAITING","En attente"
"TID_PUMPKIN_BARBARIAN","Barbare à citrouille"
"TID_CHARACTER_INFO_PUMPKIN_BARBARIAN","Incroyable, mais vrai : les citrouilles font de bonnes armures improvisées. Grâce aux citrouilles qui leur servent de casques, ces barbares ordinaires obtiennent des points de vie supplémentaires jusqu'à leur destruction."
"TID_GIANT_SKELETON","Squelette géant"
"TID_CHARACTER_INFO_GIANT_SKELETON","Le squelette géant a toujours eu de gros os, mais aussi des capacités explosives hors normes. Son énorme bombe inflige des dégâts à tout ce qui l'entoure après sa destruction."
"TID_FRIENDS_ONLINE","En ligne"
"TID_FRIEND_LEADERBOARD","Classement"
"TID_UNABLE_TO_WATCH","Ce joueur ne combat pas actuellement."
"TID_DIAMOND_BUNDLE_BH3_ALT","Pack ouvrier novice"
"TID_DIAMOND_BUNDLE_BH4_ALT","Pack ouvrier apprenti"
"TID_DIAMOND_BUNDLE_BH5_ALT","Pack ouvrier habile"
"TID_DIAMOND_BUNDLE_BH6_ALT","Pack ouvrier compagnon"
"TID_DIAMOND_BUNDLE_BH7_ALT","Pack maître ouvrier"
"TID_DIAMOND_BUNDLE_BH8_ALT","Pack grand maître ouvrier"
"TID_DIAMOND_BUNDLE_BH3_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH4_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH5_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH6_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH7_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_DIAMOND_BUNDLE_BH8_INFO_ALT","• <gems> gemmes\n• <res0> doses d'élixir\n• <res1> pièces d'or\n\nAucune limite de stockage !\n\nNe manquez pas cette offre UNIQUE de<cffec78>valeur X<value></c> !"
"TID_CLAN_GATE","Bannière de clan"
"TID_VERSUS_BATTLE_TRAIN_ARMY","Formez une armée complète pour lancer un défi amical !"
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","Sélectionnez un plan valide pour lancer un défi amical !"
"TID_VERSUS_BATTLE_ADD_MESSAGE","Ajoutez un message pour lancer un défi amical !"
"TID_PERK_NEW","NOUVEAU !"
"TID_NEWS_BD_GIFTS_TEXT","Joyeux cinquième clashiversaire ! Pour fêter ça, obtenez un bonus de gemmes pour votre clan avec chaque achat de <c80d8e8>gemmes + cadeaux de clan</c>."
"TID_LOCAL_NOTIFICATION_EVENT_ANNIVERSARY_OFFER","Chef, l'offre du cinquième anniversaire est disponible pour une durée limitée !"
"TID_NEWS_CLASHIVERSARY_TITLE","Joyeux cinquième clashiversaire, chef !"
"TID_NEWS_CLASHIVERSARY_TEXT","Mais oui, Clash of Clans a 5 ans ! Et pour fêter ça, nous allons intégrer au jeu plein de cadeaux spéciaux pour vous tous : de nouveaux obstacles, des promotions, un boost à une gemme et bien plus encore !\nNous vous souhaitons cinq ans de plus à construire... et à détruire !"
"TID_NEWS_BUILDER_GONE","Vous n'auriez pas vu l'ouvrier ?"
"TID_BUTTON_WATCH_EXCL","Regarder"
"TID_FOLLOW_BUILDER_TITLE","Suivez l'ouvrier sur Instagram !"
"TID_FOLLOW_BUILDER_TEXT","L'ouvrier est parti à l'aventure, et il a emporté le mot de passe de notre compte Instagram ! Suivez-le pour découvrir ce qu'il prépare !"
"TID_NOTIFICATION_BUILDER_IS_BACK","L'ouvrier est de retour !"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GoVaHo","Chef, utilisez vos golems, valkyries et chevaucheurs de cochon pour cet évènement spécial !"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DragonLighting","Chef, gagnez 200 gemmes avec l'évènement dragon/sort de foudre !"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LootXP","Chef, gagnez 2x plus de butin et d'EXP avec l'évènement guerre de clans !"
"TID_NEWS_SEP_V2_BALANCING_TITLE","Maison des ouvriers niveau 7 disponible"
"TID_NEWS_SEP_V2_BALANCING_TEXT","• Deux nouvelles unités dans la base des ouvriers : le canon géant et le ballon livreur.\n• Améliorez vos troupes au niveau 14 et vos bâtiments au niveau 7.\n• La machine de combat peut être améliorée au niveau 15."
"TID_NEWS_OCT_2017_UPDATE_MAIN_TITLE","Mise à jour d´octobre"
"TID_NEWS_OCT_2017_UPDATE","Clans, amis et amis du clan"
"TID_NEWS_OCT_2017_UPDATE_TEXT","• Défiez les membres de votre clan en combat amical dans la base des ouvriers\n• Coopérez avec votre clan pour obtenir des avantages de clan et des écussons de clan correspondant à votre niveau\n• Vérifiez si vos amis sont en ligne\n• Regardez en live les attaques de vos amis via votre village ou base des ouvriers"
"TID_NEWS_OCT_2017_UPDATE_TITLE_2","Nouveaux niveaux de bâtiments et de troupes"
"TID_NEWS_OCT_2017_UPDATE_TEXT_2","• Nouveaux niveaux d'amélioration pour golem et valkyrie\n• Nouveaux niveaux d'amélioration pour propulseur d'air et tour à bombes\n• 25 pièces de rempart supplémentaires"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Connecté"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Déconnecté"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Se connecter à Supercell ID"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Jouer sans Supercell ID"
"TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","Élimination d'aigle artilleur"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","Élimination d'extracteur d'élixir"
"TID_CLANGAMES_TASK_DESTROY_GOLDMINES","Panique à la mine d'or"
"TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","Pillage de réservoir d'élixir"
