"TID","NL"
"TID_TUTORIAL_SHIP_ARRIVE","Land in zicht! Wat is dit voor vreemde plek?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","We hebben geluk, Chief. Als we die oude gebouwen opknappen, hebben we een schuilplaats."
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Poeh! Laten we vannacht maar hier blijven. Dit is ons tweede thuis."
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","Hè? O, bezoekers. Hoera!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Wauw! Waar kom jij vandaan?"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Mijn huis! Je hebt het... helemaal schoongemaakt. Dat is ABSOLUUT een rondleiding waard."
"TID_TUTORIAL_LOOK_LABORATORY","Ik ben een meesterbouwer. Wil je mijn favoriete gebouw zien? Het geeft troepen speciale talenten."
"TID_TUTORIAL_LOOK_LABORATORY_DO","We hebben natuurlijk wel troepen nodig om te kunnen demonstreren dat ik de beste bouwer ben."
"TID_TUTORIAL_LOOK_FINISH","Gebruik je troepen? Chief, je vaardigheden komen hier misschien van pas."
"TID_TUTORIAL_ATTACK","Echt? Als je net zo goed vecht als dat je schoonmaakt, vormen wij misschien wel een goed team."
"TID_TUTORIAL_ATTACK_DONE","O nee! Ze vallen ons ook aan?"
"TID_TUTORIAL_ATTACK_DONE2","En zo regelen we dat! De beste aanval wint de prijs. Niet stelen. Dat is erg onbeleefd."
"TID_TUTORIAL_ATTACK_DONE3","Chief, jij hebt de beste aanval uitgevoerd. We hebben buit gekregen als prijs."
"TID_TUTORIAL_WORKER_MENU","Hoera! Ik heb zoveel ideeën voor dingen om te bouwen. Moet je mijn verlanglijstje zien."
"TID_TUTORIAL_WORKER_MENU2","Ik heb hier altijd de ideeën, maar jij weet wat belangrijk is. Jij mag kiezen!"
"TID_TUTORIAL_WORKER_MENU3","Te gek! Nu zijn we een team. Misschien kan ik een keer bij jou op bezoek komen en... zzz..."
"TID_TUTORIAL_WORKER_MENU4","Chief, er is hier genoeg te doen, maar we moeten ook voor ons eigen dorp zorgen."
"TID_WARMACHINE","Gevechtsmachine"
"TID_WAITING_FOR_DUEL_NOTIFICATION","Er is een speler klaar voor een duel."
"TID_UPGRADE_UNITS2","Eenheden upgraden"
"TID_RESEARCH2_TITLE","Upgradevoordelen:"
"TID_RESERARCH2_SWIPE","Veeg naar links/rechts om meer upgrades te bekijken."
"TID_VILLAGE2_PVP_LOOT","Overwinningen"
"TID_BUTTON_START_MATCHMAKE","Nu zoeken"
"TID_START_MATCHMAKE_HINT","Val aan en verdedig. Win het duel voor bonusbuit!"
"TID_SEARCHING","Aan het zoeken..."
"TID_NEWVILLAGE_LOG_INFO","Wacht tot de tegenstander klaar is met aanvallen. De beste aanval wint!"
"TID_BALLOON_CARRIER","Bottenballon"
"TID_SUPER_CHARGED_PEKKA","Super-P.E.K.K.A."
"TID_IRONFIST_GIANT","Knokreus"
"TID_TOXIC_MINION","Bètagunsteling"
"TID_SNEAKY_ARCHER","Geniepige boogschutter"
"TID_RAGED_BARBARIAN","Woedende barbaar"
"TID_MOVING_CANNON","Kanonnenkar"
"TID_BOMBER","Bommengooier"
"TID_RESEARCH2_ABILITY_TITLE","Speciaal talent"
"TID_BUILDING_CRUSHER","Vermorzelaar"
"TID_BUILDING_CRUSHER_INFO","De vermorzelaar is ENORM gesteld op persoonlijke ruimte. Deze kolossale steen verplettert grondeenheden met een gigantische dreun."
"TID_ADVANCED_TRAP","Mijn"
"TID_ADVANCED_TRAP_INFO","Plan een explosieve verrassing voor troepen die te dichtbij komen. Kies voor een lucht- of landmijn."
"TID_INFO_BALLOON_CARRIER","Tot barstens toe gevuld met botten in plaats van bommen. Deze skeletten springen pal naast de vijand uit deze heteluchtballonnen!"
"TID_YOUR_RESULT","Jouw aanval:"
"TID_PUSHER","Duwval"
"TID_PUSHER_INFO","Werp grondtroepen in de richting die jij kiest. Een, twee, huppakee!"
"TID_CHARACTER_INFO_BOMBER","Bommengooiers zijn dol op verwoesting en hoogwaardige special effects. Ze blazen alles wat ze maar zien op en brengen bonusschade toe aan muren."
"TID_CHARACTER_INFO_MOVING_CANNON","Een kanon op wielen? Dat zien ze vast niet aankomen. Massa's vuurkracht, maar niet zo robuust."
"TID_CHARACTER_INFO_IRONFIST_GIANT","Zwaar op de hand en met de bouw van een os. Deze reuzen hebben hun mokerslagen tot in het oneindige geperfectioneerd."
"TID_CHARACTER_INFO_TOXIC_MINION","Valt doelen aan vanaf een afstand, licht op in het donker en is een maniak op de dansvloer."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","In het maanlicht kunnen boogschutters hun doelwit uitschakelen voordat ze worden gezien. Hun zwakte? Overmoed."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","Waarom is hij zo boos, snel en wreed? Niemand durft het te vragen. Misschien omdat hij zijn zwaard niet kan vinden?"
"TID_TARGET_FOUND","Doelwit gevonden!"
"TID_BABY_DRAGON2","Babydraak"
"TID_CHARACTER_INFO_BABY_DRAGON2","Schattig, aaibaar en geneigd tot vurige driftbuien. De totale verwoesting heeft er nog nooit zo lief uitgezien."
"TID_BDRAG2_ABILITY_NAME","Driftbui"
"TID_BDRAG2_ABILITY_HELP","Als hij wordt gescheiden van andere luchttroepen, neemt de schade toe met <num>%."
"TID_MULTI_MORTAR_INFO","Vuurt meerdere keren over een lange afstand schoten af die gebiedsschade veroorzaken waardoor de kans om het doelwit te raken optimaal is."
"TID_FULL_ARMY_REQUIRED_V2","Je hebt een volledig leger nodig om te kunnen aanvallen."
"TID_ADVANCED_MEGA_TRAP","Mega-mijn"
"TID_ADVANCED_MEGA_TRAP_INFO","Een verborgen dosis ontzagwekkende vernietiging. Kies voor een lucht- of landmijn."
"TID_CHANGE_TROOPS","Vervang troepen"
"TID_WITCH2_ABILITY_NAME","Vleermuizenzwerm"
"TID_WITCH2_ABILITY_HELP","Transformeert bij vernietiging in een zwerm van <num> vleermuizen."
"TID_DARK_WITCH","Nachtheks"
"TID_CHARACTER_INFO_DARK_WITCH","Roept onbevreesd zwermen vliegende wezens op en laat in tegenstelling tot haar zus het gras keurig netjes achter."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","<name> van level <level> in de bouwersbasis vereist."
"TID_BUILDING_FLAMER","Plasmaketel"
"TID_FLAMER_INFO","Overgiet vijanden met een vurige golf kokendheet plasma. Zowel lucht- als grondtroepen staan in vuur en vlam."
"TID_MATCHMAKE_VILLAGE2_TITLE","Duel"
"TID_YOU","Jij"
"TID_YOUR_BONUS","Drie-overwinningen-bonus toegekend!"
"TID_BAT","Vleermuis"
"TID_VILLAGE_ROWBOAT","Boot van de bouwer"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","De meesterbouwer kan je dorp bezoeken en je gebouwen van speciale verbeteringen voorzien. Ga op zoek naar de optie Verbeteren bij de verdedigingswerken van je dorp."
"TID_OBSTACLE_SMALL_TREE","Kleine boom"
"TID_OBSTACLE_BIG_TREE","Grote boom"
"TID_OBSTACLE_TREE_STUMP","Boomstronk"
"TID_OBSTACLE_LARGE_PINE_TREE","Bosje"
"TID_WARMACHINE_INFO","Deze enorme machine ging kapot tijdens het omhoogtakelen van de grootste hamer van het rijk. Na een paar reparaties is de machine zo weer klaar voor de strijd."
"TID_TELESCOPE_INFO","Het sterrenlaboratorium speurt het heelal af naar geheimen om het volledige potentieel van een eenheid te ontgrendelen. Verbeter de levenspunten, schade en huisvesting van je troepen en maak gebruik van een aantal speciale troepentalenten."
"TID_TOWN_HALL2_INFO","Het thuis van de meesterbouwer en het hoofddoel in de strijd.\n\nDoor de bouwerszaal te vernietigen bij een aanval, krijg je een extra ster. Win een duel door de meeste sterren te behalen of door een hogere schade bij een gelijkspel.\n\nUpgrade de bouwerszaal om geavanceerde gebouwen en troepen te ontgrendelen."
"TID_BUILDING_TOWN_HALL2","Bouwerszaal"
"TID_CHARACTER_INFO_BAT","Vleermuizen zijn razendsnel en dodelijk in grote zwermen, maar makkelijk uit te schakelen met gebiedsschade."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","Dit krachtige duistere harnas straalt een wispelturige energie uit, die erop wacht te worden ontketend."
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","Eeuwenoud\nbarbarenstandbeeld"
"TID_DECORATION_ARCHER_QUEEN_STATUE","Boogschutterskoningin-\nstandbeeld"
"TID_WORKER2_INFO","Zonder de meesterbouwer komt hier niets van de grond! Je kunt zijn werk versnellen met groene edelstenen."
"TID_WORKER2_BUILDING","Meesterbouwkeet"
"TID_HOUSING2_INFO","Je troepen zijn gelegerd in legerkampen. Elk kamp kan maar één troepentype tegelijkertijd huisvesten. Sommige troepen kun je upgraden, zodat er meer eenheden in een kamp passen."
"TID_HERO_INSTRUCTIONS_WARMACHINE","De ultieme uitvinding van de meesterbouwer verbrijzelt vijandelijke gebouwen, bewijs voor het feit dat hij de beste bouwer in het rijk is. Ontgrendel de elektrische hamer om je tegenstanders helemaal te verpletteren."
"TID_HERO_ABILITY_WARMACHINE_TITLE","Elektrische hamer"
"TID_HERO_ABILITY_WARMACHINE_DESC","De gevechtsmachine laat een versterkende bliksemschicht neerdalen, waardoor een deel van de gezondheid wordt aangevuld en de volgende aanvallen van de machine meer schade toebrengen. Na een tijdje is het talent weer opgeladen en kan het opnieuw worden gebruikt."
"TID_VILLAGE_OBJECT_SHIP_INFO","Met de boot kun je nieuwe locaties bezoeken."
"TID_GEAR_UP_AVAILABLE_LATER","Upgrade dit gebouw eerst naar level <level>."
"TID_USES_VILLAGE2_BUILDER","Meesterbouwer vereist!"
"TID_GEAR_UP_BUILDING","Gebouw verbeteren?"
"TID_GEAR_UP_BUILDING_SUBTITLE","Speciale upgrade:"
"TID_GEAR_UP_ARCHER_TOWER","Plaats een schakelaar waardoor deze boogschuttertoren in een veel hoger tempo kan vuren."
"TID_GEAR_UP_CANNON","Verander dit kanon in een dubbel kanon dat veel meer schade veroorzaakt binnen een kleiner bereik."
"TID_GEAR_UP_MORTAR","Verander deze mortier in een multimortier voor meer schade door salvo's met gebiedsschade af te vuren."
"TID_ELIXIR2","Elixir"
"TID_GOLD2","Goud"
"TID_VILLAGE2_DUEL_WAITING","Er is nog een speler op zoek naar een duel."
"TID_LAYOUTS_VILLAGE2","Bouwersbasis"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","Bouwersbasistroepen"
"TID_COLLECTORS_FULL_NOTIFICATION","Chief, je grondstofgebouwen zijn vol en wachten op je."
"TID_MORE_AVAILABLE_AGAIN_IN","Alle buit gewonnen voor vandaag. Meer beschikbaar over:"
"TID_DUEL_TARGET_FOUND","Tegenstander voor duel gevonden. Val nu aan!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","Chief, er is meer buit in de bouwersbasis beschikbaar. Tijd om te vechten!"
"TID_DAILY_BONUS_LIMIT_REACHED","Limiet dagelijkse buit bereikt"
"TID_DUEL_WIN_BONUS","Overwinningsbonus:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage>% duelbonus:"
"TID_DAILY_LOOT_LIMIT_FILLED","Limiet dagelijkse buit bereikt"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","Je hebt alle beschikbare buit voor vandaag gewonnen. Je kunt nog wel vechten voor trofeeën."
"TID_REPAIR_SHIP_TITLE","Boot repareren?"
"TID_REPAIR_SHIP_2","Met de boot kun je nieuwe locaties bezoeken."
"TID_DEFENCE_TROOP_LEVEL","Troepenlevel: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","Bouw de volgende gebouwen om het volgende level van de bouwerszaal te ontgrendelen."
"TID_UPGRADE_TH_LOCKED_TITLE","Upgrade vergrendeld"
"TID_UPGRADE_TH_LOCKED_TITLE2","Vereiste gebouwen:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Upgrade de bouwerszaal naar level <number> om meer gebouwen te verbeteren."
"TID_UPGRADE_TH_LOCKED_GEARUP","Je hebt het maximale aantal van deze gebouwen al verbeterd."
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","Val een tegenstander aan terwijl hij jou aanvalt. De beste aanval wint."
"TID_YOUR_TROOPS","Jouw troepen"
"TID_TRAIN_TROOPS_HINT","Train een leger voordat je aanvalt."
"TID_BUTTON_RESET_NOW","Meer halen"
"TID_LOG_BUTTON","Logboek"
"TID_BUILDING_GEM_MINE","Edelsteenmijn"
"TID_GEM_MINE_INFO","Edelsteenmijnen verschaffen je toegang tot een zeldzame afzetting van deze zeer waardevolle grondstof. Het delven van edelstenen is traag en lastig werk."
"TID_PRODUCTION_RATE_PER_DAY","Productiesnelheid: <number> per dag"
"TID_NO_CLAN","Geen clan"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","Conflicterend account"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","Het account waarmee je je probeert aan te melden verschilt van het lokaal opgeslagen account. Wil je wisselen naar het nieuwe?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","Ja, wissel naar het huidige account."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","Nee, gebruik het oorspronkelijke account."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","Meesterlijke bouwtechniek"
"TID_ACHIEVEMENT_TOWN_HALL2","Upgrade de bouwerszaal naar level <number>"
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","Huidig level bouwerszaal: <value>"
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","De volgende generatie"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","Ontgrendel een <name> in de bouwerskazerne"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","Breek het af"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","Vernietig <number> bouwerszalen in duels"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","Totaal aantal bouwerszalen vernietigd: <value>"
"TID_BUILDING_GIANT_CANNON","Reuzenkanon"
"TID_DECORATION_SMALL_PINETREE","Kleine dennenboom"
"TID_DECORATION_PINETREE","Dennenboom"
"TID_TARGET","Doelwit"
"TID_GIANT_CANNON_INFO","Niets kan het reusachtige kanon tegenhouden. De kanonskogels van olifantenformaat knallen overal doorheen en blijven maar komen en komen en komen..."
"TID_EVENT_ARMY","Legerevenement"
"TID_EVENT_ARMY_INFO","Vernietig dorpen met dit leger. Elke eenheid is nu <num>% goedkoper!"
"TID_CAMP_FIRE_DECO","Koboldenkampvuur"
"TID_TRAP_AIR2","Luchtval"
"TID_TRAP_AIR2_INFO","Infotekst luchtval"
"TID_DECORATION_GENERIC","Decoratie"
"TID_BUTTON_FREE","GRATIS"
"TID_FIREPLACE","Vreugdevuur"
"TID_REPLAY_SHARE_TEXT","Herhalingen van duels delen in je clanchat?"
"TID_BUTTON_GEAR_UP","Verbeteren"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Repareer de boot om nieuwe locaties te bezoeken."
"TID_BUILDING_AIR_DEFENSE2","Luchttonnen"
"TID_AIR_DEFENSE2_INFO","Voor een krachtige luchtafweer zijn luchttonnen je beste keus. Een eindeloze voorraad explosieve tonnen vliegt door de lucht en rijt vliegende vijanden uiteen."
"TID_DIAMOND_BUNDLE_BH3","Bouwerszaal 3-pakket"
"TID_DIAMOND_BUNDLE_BH4","Bouwerszaal 4-pakket"
"TID_DIAMOND_BUNDLE_BH5","Bouwerszaal 5-pakket"
"TID_DIAMOND_BUNDLE_BH6","Bouwerszaal 6-pakket"
"TID_DIAMOND_BUNDLE_BH7","Bouwerszaal 7-pakket"
"TID_DIAMOND_BUNDLE_BH8","Bouwerszaal 8-pakket"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> edelstenen\n• <res0> elixir\n• Vermorzelaar level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> edelstenen\n• <res0> elixir\n• Wachtpost level 1\n• Luchttonnen level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> edelstenen\n• <res0> elixir\n• Multimortier level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> edelstenen\n• <res0> elixir\n• Plasmaketel level 1\n• Vermorzelaar level 1\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> edelstenen\n• <res0> elixir\n• <res1> goud\n• Reuzenkanon level 4\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> edelstenen\n• <res0> elixir\n• <res1> goud\n• Mega-Tesla level 4\n\nGeen bouwtijd, geen opslaglimieten!\n\nMis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_WORKER_TARGET_OTHER_VILLAGE","Bouwer is aan het werk in een ander dorp!"
"TID_GEAR_UP_ITEM","<item> verbeteren"
"TID_V2_TRAINING_BARRACKS_UPGRADING","De troepentraining is gepauzeerd terwijl de kazerne wordt geüpgraded."
"TID_V2_START_DUEL_GENERIC_ERROR","Koppelprocedure mislukt!"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Koppelprocedure mislukt. Er is al een koppelprocedure gestart."
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Koppelprocedure mislukt. Er kon geen momentopname worden gemaakt."
"TID_V2_START_DUEL_ACTIVE","Koppelprocedure mislukt. Er is al een duel actief."
"TID_V2_DUEL_FEED_DESTROYED","Vernietigd"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Gevecht gestart!"
"TID_V2_DUEL_FEED_BH_DESTROYED","Bouwerszaal vernietigd!"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","Nu meer halen?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Nu meer duelbonussen ontgrendelen?"
"TID_SHARE_DUEL_TEXT","Wil je de herhaling van het duel delen met je clan?"
"TID_BUILDING_BARRACK2","Bouwerskazerne"
"TID_BARRACK2_INFO","In de bouwerskazerne kun je troepen trainen voor duels. Je kunt ook snel van troepen wisselen vlak voordat je aanvalt. Upgrade de bouwerskazerne om meer troepentypen te ontgrendelen."
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","Upgrade je <building> naar level <number> om er meer te bouwen!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","Upgrade je <building> naar level <number> om te ontgrendelen!"
"TID_DUEL_REWARDS_TITLE","Duelbeloningen"
"TID_CURRENT_REWARDS","Huidig"
"TID_NEXT_REWARDS","Volgende"
"TID_WIN_BONUS","Overwinningsbonus"
"TID_3_WIN_BONUS","Drie-overwinningen-bonus"
"TID_DUEL_REWARDS_INFO_TEXT","Win een duel om buit te verdienen. Je verliest geen grondstoffen bij de verdediging.\n\nBehaal meer trofeeën om je beloningen te vergroten."
"TID_TEST_PACK_RES_V2","Test Pack for v2 Res"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Test Pack for both v res from th"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","Chief, je edelsteenmijn zit vol edelstenen!"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","Verbetering van <item> is klaar."
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","Er is een boost voor de klokkentoren beschikbaar."
"TID_LAYOUTS_ACTIVE_BASE","Actieve basis"
"TID_BROKEN_BUILDING","Kapot gebouw"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","Kampioenbouwer"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","Behaal <number> trofeeën in duelgevechten."
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","Record dueltrofeeën: <value>"
"TID_ACHIEVEMENT_GEAR_UP_TITLE","Goed, beter, best"
"TID_ACHIEVEMENT_GEAR_UP_ONE","Verbeter een gebouw met de meesterbouwer"
"TID_ACHIEVEMENT_GEAR_UP","Verbeter <number> gebouwen met de meesterbouwer"
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","Totaal aantal verbeterde gebouwen: <value>"
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","Verborgen schatten"
"TID_ACHIEVEMENT_REPAIR_BUILDING","Repareer <name>"
"TID_TAB_VIEW_VILLAGE","Thuisdorp"
"TID_TAB_VIEW_VILLAGE2","Bouwersbasis"
"TID_DUEL_TOTAL_WINS","Dueloverwinningen:"
"TID_VILLAGE_EDIT_MODE_V2","Bewerkingsmodus voor bouwersbasis"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Dueltoernooi"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Hier worden de winnaars van het dueltoernooi vermeld."
"TID_ACHIEVEMENTS_VILLAGE1","Thuisdorpprestaties"
"TID_ACHIEVEMENTS_VILLAGE2","Bouwersbasisprestaties"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","Binnenkort verwacht: <target>!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Gekopieerd naar klembord van apparaat."
"TID_TENCENT_AUTH_EXPIRED","De autorisatie is verlopen. Meld je opnieuw aan."
"TID_TROOP_INFO_COMING_SOON","Binnenkort!"
"TID_HINT_REBUILD_BOAT","Gebruik de boot op het strand om naar de bouwersbasis te reizen."
"TID_HINT_TROOP_ABILITIES","Je kunt speciale vaardigheden voor je troepen ontgrendelen en upgraden in het sterrenlaboratorium."
"TID_HINT_RESOURCES_ARE_SAFE","Grondstoffen in je bouwersbasis kunnen niet worden gestolen door vijanden."
"TID_HINT_ARCHER_TOWER2","Verlaag een boogschuttertoren om de schade in een kleiner bereik te verdubbelen."
"TID_HINT_SWAP_TROOPS","Wil je je strategie wijzigen voordat je aanvalt? Tik dan op de de groene pijlen om van troepen te wisselen."
"TID_HINT_GEM_MINE","Repareer de edelsteenmijn om extra edelstenen te verzamelen."
"TID_HINT_AIRGROUND_MINES","Met mijnen en mega-mijnen kun je schade toebrengen aan grond- of luchttroepen."
"TID_HINT_PUSH_TRAP","Draai duwvallen om troepen in een andere richting te werpen."
"TID_HINT_CRUSHER","Vermorzelaars verpulveren grondtroepen, maar vliegende troepen of afstandseenheden kunnen ze vernietigen zonder schade op te lopen."
"TID_HINT_CLOCK_TOWER","Geef de meesterbouwer, grondstofproductie en al de rest in je bouwersbasis een boost met de klokkentoren."
"TID_HINT_TOXIC_MINION","Zet bètagunstelingen ver weg van vijandelijke gebouwen in om gebruik te maken van hun talent Afstandsschot."
"TID_HINT_WARMACHINE1","Repareer de gevechtsmachine om deze krachtige held te gebruiken in je aanvallen."
"TID_HINT_WARMACHINE2","Je kunt het talent Elektrische hamer van de gevechtsmachine weer gebruiken nadat deze is opgeladen."
"TID_HINT_GEAR_UP","Ga op zoek naar de knop Verbeteren bij de verdedigingswerken van je thuisdorp om de meesterbouwer speciale upgrades te laten uitvoeren."
"TID_HINT_VERSUS_BATTLE1","Verdien meer sterren om een duel te winnen. Het vernietigingspercentage is de beslissende factor."
"TID_HINT_VERSUS_BATTLE2","Win meer trofeeën voor betere duelbeloningen."
"TID_HINT_VERSUS_BATTLE3","Win dagelijks drie duels om een enorme bonusbuit te verdienen."
"TID_HINT_VERSUS_BATTLE4","Heb je moeite met het winnen van duels? Bekijk herhalingen om je verdediging te verbeteren."
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Als je op meerdere apparaten wilt spelen, moet je op dit apparaat zijn aangemeld bij WeChat of QQ.\n\nMeld je vervolgens met het andere apparaat aan bij WeChat of QQ. Je voortgang wordt automatisch gesynchroniseerd."
"TID_GEAR_UP_COMING_SOON","Verbeteren van <building> binnenkort verwacht!"
"TID_NEWS_BUILDER_BASE_TITLE1","Hijs de zeilen en reis naar een nieuwe wereld!"
"TID_NEWS_BUILDER_BASE_TEXT1","• Ga op avontuur en reis naar de bouwersbasis!\n• Bouw een geheel nieuwe basis met speciale troepen, gebouwen en meer!\n• Repareer de boot om aan je reis te beginnen"
"TID_NEWS_BUILDER_BASE_TITLE2","Vecht het uit in de nieuwe duelmodus"
"TID_NEWS_BUILDER_BASE_TEXT2","• Val aan met nieuwe legers en gameplay en plaats jezelf in een nieuw klassement\n• Train de talenten van je troepen, zoals de mantel van de geniepige boogschutter\n• Maak gebruik van een krachtige nieuwe held met een herbruikbaar talent"
"TID_NEWS_BUILDER_BASE_TITLE3","Nieuwe gebouwen, talenten en schatten"
"TID_NEWS_BUILDER_BASE_TEXT3","• Wees je tegenstanders te slim af met wispelturige verdedigingswerken, zoals de vermorzelaar en de duwval\n• Geef je basis een boost met de edelsteenmijn en de klokkentoren\n• Verbeter je thuisdorp met speciale upgrades uit het nieuwe rijk"
"TID_NEWS_BUTTON_FIND_OUT_MORE","Ontdek meer"
"TID_NEWS_MAY_BALANCING_TITLE","Balansaanpassingen mei 2017"
"TID_NEWS_MAY_BALANCING_TEXT","• Nieuwe levels voor de genezings-, vries- en kloonspreuken\n• Een zevende goudmijn en elixirpomp vanaf stadhuislevel 9\n• Andere balansaanpassingen en kortingen"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Link naar klembord gekopieerd."
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","OK"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Het huidige dorp is al gekoppeld. Je kunt maar één keer koppelen."
"TID_RES_PACK_INFO_GOLD","• <gems> edelstenen\n• <res0> goud\n\nGeen opslaglimieten!\n\nKrijg tijdelijk een enorme korting op grondstoffen!"
"TID_RES_PACK_INFO_ELIXIR","• <gems> edelstenen\n• <res0> elixir\n\nGeen opslaglimieten!\n\nKrijg tijdelijk een enorme korting op grondstoffen!"
"TID_RES_PACK_SPECIAL","Grondstoffenpakket"
"TID_TRAINING_BUILDING_STATUS","Kazerne"
"TID_BUILDING_STATUS","Verdedigingswerken"
"TID_BATTLERAM","Strijdram"
"TID_CHARACTER_INFO_BATTLERAM","Vier barbaren met een grote boomstam stormen vooruit om hun doel te vermorzelen en veroorzaken aanzienlijke schade als ze het rammen. Daarna vechten ze verder met hun zwaarden!"
"TID_DECORATION_BUILDER_STATUE","Bouwvakkersbeeld"
"TID_TRAP_SHRINK","Krimpval"
"TID_TRAP_SHRINK_INFO","Deze gebottelde vloek van de heks maakt aanvallers heel klein, zodat hun levenspunten en schade tijdelijk worden verminderd en ze superlief zijn. Pittig."
