"TID","PT"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Aceleração grátis"
"TID_BUTTON_CLOCKTOWER_SPEEDUP","Acelerar agora"
"TID_BUTTON_CLOCK_TOWER_BOOST","Aceleração grátis"
"TID_CLOCK_TOWER_UPGRADE_NOTE","A aceleração durará <time> a mais."
"TID_CLOCK_TOWER_INFO","A torre de relógios faz tudo acontecer mais rápido na vila. Colete recursos, treine, pesquise e construa mais rápido."
"TID_BOOST","Acelerar"
"TID_BUILD_TRAINING_GROUNDS","Construa o acampamento primeiro."
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Remova as unidades existentes primeiro."
"TID_BUTTON_ATTACK_MODE_FAR_SLOW","Longo alcance"
"TID_BUTTON_ATTACK_MODE_NEAR_FAST","Ataque rápido"
"TID_BUTTON_ATTACK_MODE_BURST","Explosão"
"TID_BUTTON_ATTACK_MODE_NORMAL","Normal"
"TID_RESOURCE_MAX","Máx.:"
"TID_RESOURCE_PRODUCTION","Produção por hora:"
"TID_RESOURCE_IN_TREASURY","No cofre:"
"TID_FIND_NEW_MATCH","Encontrar nova partida"
"TID_BUTTON_FIND_NOW","Encontrar agora!"
"TID_TIME_LEFT","Tempo restante:"
"TID_YOUR_ATTACK","Seu ataque:"
"TID_WAITING_FOR_ATTACK","O oponente está atacando!"
"TID_DOUBLE_CANNON_INFO","Canhões duplos, tiros duplos por canhão. Problema em dose dupla!"
"TID_BUILDING_GUARD_POST","Posto de Guarda"
"TID_GUARD_POST_INFO","Abriga tropas para ajudar na defesa. Um bom jeito de atrasar a vida do inimigo."
"TID_BUILDING_MEGA_TESLA","Megatesla"
"TID_MEGA_TESLA_INFO","O que acontece quando uma tesla fica mega? Dano severo até mesmo às unidades mais fortes!"
"TID_GRASS","Grama alta"
"TID_DUEL_NOTIFICATION","A batalha simultânea contra <attacker> começou!"
"TID_STONE_PATH","Caminho de Pedra"
"TID_REPAIR_BUILDING_TITLE","Consertar edifício?"
"TID_REPAIR_HERO_TITLE","Reparar herói?"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_BUILDING_AIR_DEFENSE_SMALL","Foguetinhos"
"TID_AIR_DEFENSE_SMALL_INFO","Afaste as pestes com esses foguetinhos. É como uma raquete de mosquito, só que com mais charme."
"TID_BUILDING_ARCHER_TOWER2","Torre Arqueira"
"TID_ARCHER_TOWER2_INFO","Ninguém escapa das flechas da Arqueira. E a torre tem algo especial: você pode escolher entre ataque de longo alcance ou alta velocidade."
"TID_BUILDING_CANNON2","Canhão"
"TID_CANNON2_INFO","Defesa terrestre icônica feita para durar. Um clássico que sempre deixa o mestre construtor mais sentimental."
"TID_BUILDING_TESLA_TOWER2","Tesla Oculta"
"TID_TESLA_TOWER2_INFO","Parte torre, parte armadilha. Impressionante! Acerta inimigos aéreos e terrestres com o poder da ciência."
"TID_TUTORIAL_SHIP","Chefe, agora podemos reconstruir o barco naufragado na nossa costa."
"TID_TUTORIAL_SHIP_LOAD_SHIP","Chefe, o barco e a tripulação estão prontos para zarpar!"
"TID_TUTORIAL_SHIP_READY","Não se preocupe com o caminho. A gente sabe como voltar!"
"TID_TUTORIAL_SHIP_ARRIVE","Mas que lugar é esse?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","Estamos com sorte, Chefe! Podemos consertar esses edifícios velhos para fazê-los de refúgio."
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Ufa! Vamos passar a noite aqui. Nosso lar, doce lar, por hoje."
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","Oi? Ah, visitantes! Oba!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","De onde você veio?"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Minha casa! Você a deixou mais bonita! Fez por merecer um passeio!"
"TID_TUTORIAL_LOOK_LABORATORY","Sou um mestre construtor. Quer saber qual é minha construção favorita? Dica: ela dá habilidades especiais às tropas."
"TID_TUTORIAL_LOOK_LABORATORY_DO","Precisamos que as tropas vejam quem é o melhor construtor da região, claro."
"TID_TUTORIAL_LOOK_FINISH","Usando tropas? Chefe, suas habilidades vêm a calhar aqui."
"TID_TUTORIAL_ATTACK","Sério? Se você lutar tão bem quanto deixa este lugar bonito, essa parceria vai dar certo, hein?"
"TID_TUTORIAL_ATTACK_DONE","Ah, não! Estão nos atacando também?"
"TID_TUTORIAL_ATTACK_DONE2","É assim que se resolve as coisas! O melhor ataque leva. Sem trapaça!"
"TID_TUTORIAL_ATTACK_DONE3","Chefe, o seu ataque foi o melhor! E ganhamos saque como prêmio!"
"TID_TUTORIAL_WORKER_MENU","Ah, tenho tantas ideias para construções... Olha só a minha lista."
"TID_TUTORIAL_WORKER_MENU2","Sempre tenho ideias aqui, mas você é quem sabe mesmo do que precisa. Você decide!"
"TID_TUTORIAL_WORKER_MENU3","Incrível! Agora somos uma equipe! De repente, posso ir à sua casa um dia e... Zzz..."
"TID_TUTORIAL_WORKER_MENU4","Chefe, parece que há muito a fazer aqui. Vamos ficar de olho na nossa vila também."
"TID_WARMACHINE","Máquina de batalha"
"TID_WAITING_FOR_DUEL_NOTIFICATION","Um jogador está pronto para uma batalha simultânea."
"TID_UPGRADE_UNITS2","Melhoria de unidades"
"TID_RESEARCH2_TITLE","Benefícios da melhoria:"
"TID_RESERARCH2_SWIPE","Deslize para a esquerda/direita para ver mais melhorias."
"TID_VILLAGE2_PVP_LOOT","Vitórias"
"TID_BUTTON_START_MATCHMAKE","Encontrar agora!"
"TID_START_MATCHMAKE_HINT","Ataque e defenda. Vença a batalha simultânea para receber bônus de saque."
"TID_SEARCHING","Buscando..."
"TID_NEWVILLAGE_LOG_INFO","Espere o oponente terminar o ataque. O melhor ataque vencerá."
"TID_BALLOON_CARRIER","Balão de Ossos"
"TID_SUPER_CHARGED_PEKKA","Super P.E.K.K.A"
"TID_IRONFIST_GIANT","Gigante Boxeador"
"TID_TOXIC_MINION","Servo Beta"
"TID_SNEAKY_ARCHER","Arqueira Sorrateira"
"TID_RAGED_BARBARIAN","Bárbaro Furioso"
"TID_MOVING_CANNON","Carrinho de Canhão"
"TID_BOMBER","Bombardeiro"
"TID_RESEARCH2_ABILITY_TITLE","Habilidade especial"
"TID_BUILDING_CRUSHER","Esmagador"
"TID_BUILDING_CRUSHER_INFO","O esmagador preza muito seu espaço pessoal. Essa pedrona acaba com as unidades terrestres com um belo golpe."
"TID_ADVANCED_TRAP","Mina"
"TID_ADVANCED_TRAP_INFO","Planeje uma surpresinha explosiva para as tropas que ousarem chegar muito perto. Escolha aérea ou terrestre."
"TID_INFO_BALLOON_CARRIER","Carregado de ossos em vez de bombas. Os Esqueletos pulam desses balões diretamente do lado do inimigo."
"TID_YOUR_RESULT","Seu ataque:"
"TID_PUSHER","Empurrão"
"TID_PUSHER_INFO","Empurra as tropas terrestres na direção que você escolher. Eita!"
"TID_CHARACTER_INFO_BOMBER","Com um apetite para a destruição e efeitos especiais de alta qualidade, os Bombardeiros explodem o que estiver na frente e ainda danificam uns muros."
"TID_CHARACTER_INFO_MOVING_CANNON","Um canhão com rodinha: quem podia imaginar? Poderoso, mas não muito firme."
"TID_CHARACTER_INFO_IRONFIST_GIANT","De mão pesada e com jeitão de touro, esses Gigantes têm praticado seus socos certeiros."
"TID_CHARACTER_INFO_TOXIC_MINION","Ataca o alvo a distância, brilha no escuro e se acaba na pista de dança."
"TID_CHARACTER_INFO_SNEAKY_ARCHER","Nas sombras da noite, as Arqueiras conseguem atingir alvos antes mesmo de serem vistas. Elas têm alguma fraqueza? Sim, excesso de autoconfiança."
"TID_CHARACTER_INFO_RAGED_BARBARIAN","Por que ele é tão nervoso, acelerado e insensível? Ninguém nunca teve coragem de perguntar. Talvez porque perdeu a espada."
"TID_TARGET_FOUND","Alvo encontrado!"
"TID_BABY_DRAGON2","Bebê Dragão"
"TID_CHARACTER_INFO_BABY_DRAGON2","Uma coisinha fofa demais que tem uns surtos de cuspir fogo que só vendo! A destruição nunca teve uma carinha tão fofa."
"TID_BDRAG2_ABILITY_NAME","Fúria"
"TID_BDRAG2_ABILITY_HELP","Quando está separado de outras unidades aéreas, o dano aumenta em <num>%."
"TID_MULTI_MORTAR_INFO","Atira de longe diversas vezes para aumentar as chances de atingir o alvo."
"TID_FULL_ARMY_REQUIRED_V2","Treine um exército completo para poder atacar!"
"TID_ADVANCED_MEGA_TRAP","Megamina"
"TID_ADVANCED_MEGA_TRAP_INFO","Uma dose massiva de destruição escondida. Escolha aérea ou terrestre."
"TID_CHANGE_TROOPS","Alterar tropas"
"TID_WITCH2_ABILITY_NAME","Revoada de Morcegos"
"TID_WITCH2_ABILITY_HELP","Quando destruída, transforma-se em uma revoada de <num> Morcegos."
"TID_DARK_WITCH","Bruxa Sombria"
"TID_CHARACTER_INFO_DARK_WITCH","Invoca hordas de criaturas voadoras e, diferentemente da irmã, deixa a grama em perfeitas condições."
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","Na base do construtor, é necessário ter <name> de nível <level>."
"TID_BUILDING_FLAMER","Assador"
"TID_FLAMER_INFO","Causa um alagamento de plasma fervente. Tanto as tropas aéreas quanto as terrestres sentirão a temperatura subir!"
"TID_MATCHMAKE_VILLAGE2_TITLE","Batalha Simultânea"
"TID_YOU","Você"
"TID_YOUR_BONUS","Bônus de 3 vitórias concedido!"
"TID_BAT","Morcego"
"TID_VILLAGE_ROWBOAT","Barco do construtor"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","O mestre construtor pode visitar sua vila e dar uns retoques em suas construções. Procure a opção de aprimoramento nas defesas da vila."
"TID_OBSTACLE_SMALL_TREE","Árvore pequena"
"TID_OBSTACLE_BIG_TREE","Árvore grande"
"TID_OBSTACLE_TREE_STUMP","Cepo de árvore"
"TID_OBSTACLE_LARGE_PINE_TREE","Arvoredo"
"TID_WARMACHINE_INFO","Esta máquina poderosa quebrou tentando levantar o maior martelo do reino. Mas, com alguns ajustes, dá para levar para a batalha."
"TID_TELESCOPE_INFO","O laboratório estelar busca no céu os segredos para explorar todo o potencial de uma tropa. Melhore os pontos de vida, danos, espaços para tropas, além das habilidades especiais da tropa."
"TID_TOWN_HALL2_INFO","Este é o doce lar do mestre construtor, mas também é o principal objetivo da batalha.\n\nDestrua a casa do construtor para ganhar uma estrela extra em seus ataques. Ganhe mais estrelas ou destrua uma porcentagem maior da vila do adversário para vencer a batalha simultânea.\n\nMelhore a casa do construtor para desbloquear construções e tropas."
"TID_BUILDING_TOWN_HALL2","Casa do construtor"
"TID_CHARACTER_INFO_BAT","Os Morcegos são muito rápidos e mortais quando estão em grupo, mas é mole acabar com eles com dano indireto."
"TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","Uma energia instável está guardada nesta armadura sombria, só esperando ser liberada."
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","Estátua de Bárbaro clássica"
"TID_DECORATION_ARCHER_QUEEN_STATUE","Estátua da Rainha Arqueira"
"TID_WORKER2_INFO","Nada é feito por aqui sem o Mestre Construtor! Você pode acelerar o trabalho usando gemas."
"TID_WORKER2_BUILDING","Cabana do Mestre Construtor"
"TID_HOUSING2_INFO","Suas tropas ficam alojadas nos acampamentos. Cada um só pode abrigar um tipo de tropa por vez. Há tropas que podem ser melhoradas a fim de acomodar mais unidades delas por acampamento."
"TID_HERO_INSTRUCTIONS_WARMACHINE","A invenção do mestre construtor esmaga as construções inimigas. Não tem forma melhor de mostrar quem é o melhor construtor do mundo. Desbloqueie a habilidade do martelo elétrico para dar aos oponentes um belo golpe."
"TID_HERO_ABILITY_WARMACHINE_TITLE","Martelo elétrico"
"TID_HERO_ABILITY_WARMACHINE_DESC","A máquina de batalhas invoca um relâmpago que recupera um pouco de saúde e faz os próximos ataques causarem mais danos. Depois de um tempo, essa habilidade se recarrega e pode ser usada novamente."
"TID_VILLAGE_OBJECT_SHIP_INFO","O barco permite que você visite lugares novos!"
"TID_GEAR_UP_AVAILABLE_LATER","Melhore esta construção para o nível <level> primeiro."
"TID_USES_VILLAGE2_BUILDER","Mestre construtor necessário!"
"TID_GEAR_UP_BUILDING","Aprimorar construção?"
"TID_GEAR_UP_BUILDING_SUBTITLE","Melhoria especial:"
"TID_GEAR_UP_ARCHER_TOWER","Instale uma alavanca que pode reduzir a altura da Torre Arqueira para atirar em um ritmo muito mais rápido."
"TID_GEAR_UP_CANNON","Transforme o canhão em um canhão duplo que causa muito mais dano com um alcance menor."
"TID_GEAR_UP_MORTAR","Transforme este morteiro em um multimorteiro que causa um dano explosivo muito maior."
"TID_ELIXIR2","Elixir"
"TID_GOLD2","Ouro"
"TID_VILLAGE2_DUEL_WAITING","Outro jogador está procurando uma batalha simultânea."
"TID_LAYOUTS_VILLAGE2","Base do construtor"
"TID_PLAYER_PROFILE_TROOPS_VILLAGE2","Tropas da base do construtor"
"TID_COLLECTORS_FULL_NOTIFICATION","Chefe, seus coletores estão cheios à sua espera!"
"TID_MORE_AVAILABLE_AGAIN_IN","Todo o saque de hoje já foi ganho. Mais disponível em:"
"TID_DUEL_TARGET_FOUND","Foi encontrado um oponente para a batalha simultânea. Atacar!"
"TID_LOOT_LIMIT_RESET_NOTIFICATION","Chefe, temos mais bônus disponível na base do construtor. Ao ataque!"
"TID_DAILY_BONUS_LIMIT_REACHED","Limite de saque diário atingido"
"TID_DUEL_WIN_BONUS","Bônus de vitória:"
"TID_DUEL_WIN_BONUS_PERCENTAGE","<percentage>% de bônus de batalha simultânea."
"TID_DAILY_LOOT_LIMIT_FILLED","Limite de saque diário atingido."
"TID_DAILY_LOOT_LIMIT_FULL_INFO","Você já ganhou todo o saque disponível por hoje. Mas ainda pode lutar por troféus!"
"TID_REPAIR_SHIP_TITLE","Reconstruir barco?"
"TID_REPAIR_SHIP_2","O barco permite que você visite lugares novos!"
"TID_DEFENCE_TROOP_LEVEL","Nível da tropa: <number>"
"TID_UPGRADE_TH_LOCKED_INFO","Construa os seguintes edifícios para desbloquear o próximo nível da casa do construtor."
"TID_UPGRADE_TH_LOCKED_TITLE","Melhoria bloqueada"
"TID_UPGRADE_TH_LOCKED_TITLE2","Construções necessárias:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Melhore a casa do construtor para o nível <number> para aprimorar mais construções."
"TID_UPGRADE_TH_LOCKED_GEARUP","Você atingiu o limite de aprimoramento destas construções!"
"TID_NEWVILLAGE_LOG_SEARCHING_INFO","Ataque um oponente enquanto ele ataca você. O melhor ataque vence."
"TID_YOUR_TROOPS","Suas tropas"
"TID_TRAIN_TROOPS_HINT","Treine um exército antes de atacar!"
"TID_BUTTON_RESET_NOW","Obter mais agora!"
"TID_LOG_BUTTON","Registro de Batalhas"
"TID_BUILDING_GEM_MINE","Mina de gemas"
"TID_GEM_MINE_INFO","As minas de gemas acessam um depósito raro desse recurso tão valioso. Minerar gemas é um trabalho difícil e lento."
"TID_PRODUCTION_RATE_PER_DAY","Velocidade de produção: <number> por dia"
"TID_NO_CLAN","Sem clã"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_TITLE","Conta em conflito"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_MESSAGE","A conta à qual tentou se conectar é diferente da armazenada neste dispositivo. Quer mudar para a nova conta?"
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_YES_BUTTON","Sim, mudar para a conta atual."
"TID_NATIVE_DIALOG_TENCENT_ACCOUNT_CONFLICT_NO_BUTTON","Não, usar a conta original."
"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","Engenharia primorosa"
"TID_ACHIEVEMENT_TOWN_HALL2","Melhore a casa do construtor para o nível <number>."
"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","Casa do construtor atual de nível: <value>."
"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","Modelo da próxima geração"
"TID_ACHIEVEMENT_UNIT_UNLOCK2","Desbloqueie <name> no quartel do construtor."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","Desconstrução"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2","Destrua <number> casas do construtor em batalhas simultâneas."
"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","Total de casas do construtor destruídas: <value>."
"TID_BUILDING_GIANT_CANNON","Canhão Gigante"
"TID_DECORATION_SMALL_PINETREE","Pinheiro Pequeno"
"TID_DECORATION_PINETREE","Pinheiro"
"TID_TARGET","Alvo"
"TID_GIANT_CANNON_INFO","Nada fica no caminho do canhão gigante. Suas balas atingem de tudo e não param nunca..."
"TID_EVENT_ARMY","Evento de exército"
"TID_EVENT_ARMY_INFO","Destrua as vilas com este exército. Cada unidade com <num>% de desconto!"
"TID_CAMP_FIRE_DECO","Fogueira do acampamento Goblin"
"TID_TRAP_AIR2","Armadilha aérea"
"TID_TRAP_AIR2_INFO","Textos informativos sobre armadilha aérea."
"TID_DECORATION_GENERIC","Decoração"
"TID_BUTTON_FREE","GRÁTIS"
"TID_FIREPLACE","Fogueira"
"TID_REPLAY_SHARE_TEXT","Compartilhe replays das batalhas simultâneas no bate-papo do clã."
"TID_BUTTON_GEAR_UP","Aprimorar"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Reconstrua o barco para visitar novos locais."
"TID_BUILDING_AIR_DEFENSE2","Bombas Aéreas"
"TID_AIR_DEFENSE2_INFO","Se você quer uma defesa aérea peso-pesado, conte com as bombas aéreas. Barris explosivos lentos, mas mortais, são lançados ao céu para causar danos de peso a vários inimigos aéreos ao mesmo tempo."
"TID_DIAMOND_BUNDLE_BH3","Pacote Casa do Construtor 3"
"TID_DIAMOND_BUNDLE_BH4","Pacote Casa do Construtor 4"
"TID_DIAMOND_BUNDLE_BH5","Pacote Casa do Construtor 5"
"TID_DIAMOND_BUNDLE_BH6","Pacote Casa do Construtor 6"
"TID_DIAMOND_BUNDLE_BH7","Pacote Casa do Construtor 7"
"TID_DIAMOND_BUNDLE_BH8","Pacote Casa do Construtor 8"
"TID_DIAMOND_BUNDLE_BH3_INFO","• <gems> gemas\n• <res0> de elixir\n• Esmagador nível 1\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_DIAMOND_BUNDLE_BH4_INFO","• <gems> gemas\n• <res0> de elixir\n• Posto de Guarda nível 1\n• Bombas aéreas nível 1\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_DIAMOND_BUNDLE_BH5_INFO","• <gems> gemas\n• <res0> de elixir\n• Multimorteiro nível 1\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_DIAMOND_BUNDLE_BH6_INFO","• <gems> gemas\n• <res0> de elixir\n• Assador nível 1\n• Esmagador nível 1\n\nSem tempo de construção!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_DIAMOND_BUNDLE_BH7_INFO","• <gems> gemas\n• <res0> de elixir\n• <res1> de ouro\n• Canhão Gigante de nível 4\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_DIAMOND_BUNDLE_BH8_INFO","• <gems> gemas\n• <res0> de elixir\n• <res1> de ouro\n• Megatesla nível 4\n\nSem tempo de construção, sem limite de armazenamento!\n\nNão perca esta oferta única! <cffec78><value>x mais barata</c>!"
"TID_WORKER_TARGET_OTHER_VILLAGE","O construtor está trabalhando em outra vila!"
"TID_GEAR_UP_ITEM","Aprimorar <item>"
"TID_V2_TRAINING_BARRACKS_UPGRADING","O treinamento de tropas é interrompido enquanto o quartel está sob melhoria."
"TID_V2_START_DUEL_GENERIC_ERROR","Falha ao buscar adversário!"
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Falha ao buscar adversário: já está no sistema de batalhas."
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Falha ao buscar adversário: não foi possível fazer um snapshot."
"TID_V2_START_DUEL_ACTIVE","Falha ao buscar adversário: duelo já ativo."
"TID_V2_DUEL_FEED_DESTROYED","Destruído"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Batalha iniciada"
"TID_V2_DUEL_FEED_BH_DESTROYED","Casa do construtor destruída!"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","Obter mais agora?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Desbloquear mais bônus de batalha simultânea agora?"
"TID_SHARE_DUEL_TEXT","Compartilhar replay da batalha simultânea no bate-papo do clã?"
"TID_BUILDING_BARRACK2","Quartel do Construtor"
"TID_BARRACK2_INFO","O quartel do construtor treina as tropas para batalhas simultâneas. Também é possível trocar rapidamente as tropas logo antes do ataque. Melhore o quartel para desbloquear novas tropas."
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","Melhore <building> para o nível <number> para construir mais!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","Melhore <building> para o nível <number> para desbloquear!"
"TID_DUEL_REWARDS_TITLE","Recompensas pela batalha simultânea"
"TID_CURRENT_REWARDS","Atual"
"TID_NEXT_REWARDS","Próxima"
"TID_WIN_BONUS","Bônus de vitória"
"TID_3_WIN_BONUS","Bônus de 3 vitórias"
"TID_DUEL_REWARDS_INFO_TEXT","Vença uma batalha simultânea para ganhar saque. Não se perde recursos na defesa.\n\nAumente sua contagem de troféus para melhorar sua recompensa."
"TID_TEST_PACK_RES_V2","Pacote de teste para v2 Res"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","Pacote de teste para v res de th"
"TID_DIAMOND_MINE_FULL_NOTIFICATION","Chefe, sua mina de gemas está cheia de gemas!"
"TID_LOCAL_NOTIFICATION_GEARUP_READY","Aprimoramento de <item> concluído."
"TID_LOCAL_NOTIFICATION_CLOCK_TOWER","Aceleração disponível para a torre de relógios."
"TID_LAYOUTS_ACTIVE_BASE","Base ativa"
"TID_BROKEN_BUILDING","Construção quebrada"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","Campeão Construtor"
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","Conquiste <number> troféus em batalhas simultâneas."
"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","Recorde de troféus em batalhas simultâneas: <value>."
"TID_ACHIEVEMENT_GEAR_UP_TITLE","Um primor"
"TID_ACHIEVEMENT_GEAR_UP_ONE","Aprimore uma construção com o mestre construtor."
"TID_ACHIEVEMENT_GEAR_UP","Aprimore <number> construções com o mestre construtor."
"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","Total de construções aprimoradas: <value>."
"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","Tesouros escondidos"
"TID_ACHIEVEMENT_REPAIR_BUILDING","Reconstrua <name>."
"TID_TAB_VIEW_VILLAGE","Vila Principal"
"TID_TAB_VIEW_VILLAGE2","Base do construtor"
"TID_DUEL_TOTAL_WINS","Vitórias em batalhas simultâneas:"
"TID_VILLAGE_EDIT_MODE_V2","Modo edição da base do construtor"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Torneio de batalhas simultâneas"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Os vencedores do torneio de batalhas simultâneas aparecerão aqui!"
"TID_ACHIEVEMENTS_VILLAGE1","Conquistas da vila principal"
"TID_ACHIEVEMENTS_VILLAGE2","Conquistas da base do construtor"
"TID_LOADING_CHINA","本网络游戏适合年满13周岁以上的用户使用；为了您的健康，请合理控制游戏时间。京网文[2016]4066-516号 （总）网出证（京）字第149号 著作权人：SUPERCELL OY 出版单位：北京昆仑乐享网络技术有限公司 文网游进字[2015]0062号 新广出审[2015]1084号 出版物号：ISBN 978-7-89988-438-6 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_BUY_BUILDING_COMING_SOON","<target> em breve!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Copiado para área de transferência do dispositivo."
"TID_TENCENT_AUTH_EXPIRED","A autorização expirou. Faça login novamente."
"TID_TROOP_INFO_COMING_SOON","Em breve!"
"TID_HINT_REBUILD_BOAT","Use o barco para visitar a base do construtor."
"TID_HINT_TROOP_ABILITIES","Desbloqueie e melhores as habilidades especiais de suas tropas no laboratório estelar."
"TID_HINT_RESOURCES_ARE_SAFE","Os inimigos não podem roubar os recursos da sua base do construtor."
"TID_HINT_ARCHER_TOWER2","Abaixe uma Torre Arqueira para aumentar seu poder de deter tropas com um alcance menor."
"TID_HINT_SWAP_TROOPS","Quer mudar de estratégia antes de atacar? Toque nas setas verdes para alterar as tropas."
"TID_HINT_GEM_MINE","Reconstrua a mina de gemas e colete mais gemas."
"TID_HINT_AIRGROUND_MINES","As minas e megaminas podem ser usadas para danificar tropas terrestres e aéreas."
"TID_HINT_PUSH_TRAP","Gire as armadilhas de empurrão para lançar as tropas na direção que quiser."
"TID_HINT_CRUSHER","O esmagador acaba com as tropas terrestres, mas tropas aéreas ou de longo alcance o destroem facilmente."
"TID_HINT_CLOCK_TOWER","Acelere construções, produções de recursos e tudo o que quiser com a torre de relógios."
"TID_HINT_TOXIC_MINION","Coloque os Servos Beta longe de construções inimigas para usar sua habilidade de ataque a longa distância."
"TID_HINT_WARMACHINE1","Reconstrua a máquina de batalha para usar o poderoso herói em seus ataques."
"TID_HINT_WARMACHINE2","O martelo elétrico da máquina de batalha pode ser usado novamente após carregado."
"TID_HINT_GEAR_UP","Procure uma opção de aprimoramento em sua vila para aplicar as melhorias especiais do mestre construtor."
"TID_HINT_VERSUS_BATTLE1","Ganhe mais estrelas para vencer uma batalha simultânea. A porcentagem de destruição é o que define o jogo."
"TID_HINT_VERSUS_BATTLE2","Ganhe mais troféus para aumentar suas recompensas nas batalhas simultâneas."
"TID_HINT_VERSUS_BATTLE3","Vença 3 batalhas simultâneas por dia para ganhar um grande bônus de saque."
"TID_HINT_VERSUS_BATTLE4","Está difícil de vencer as batalhas simultâneas? Assista a replays para ver como melhorar sua defesa."
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ帐号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ帐号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Para jogar em vários dispositivos iOS, faça login no WeChat ou QQ neste dispositivo.\n\nA seguir, faça login no WeChat ou QQ no outro dispositivo. O progresso será automaticamente sincronizado."
"TID_GEAR_UP_COMING_SOON","Aprimoramento de <building> disponível em breve!"
"TID_NEWS_BUILDER_BASE_TITLE1","Viaje para um novo mundo"
"TID_NEWS_BUILDER_BASE_TEXT1","• Embarque em uma nova jornada pelos mares: a base do construtor!\n• Construa uma base completamente nova com tropas e construções especiais e muito mais!\n• Conserte o barco para começar a jornada!"
"TID_NEWS_BUILDER_BASE_TITLE2","Lute no novo modo de batalhas simultâneas"
"TID_NEWS_BUILDER_BASE_TEXT2","• Aproveite exércitos, modo de jogo e ranking novíssimos.\n• Treine tropas com habilidades especiais, como a Arqueira Sorrateira e sua poderosa capa!\n• Use um novo herói superpoderoso com uma habilidade reutilizável!"
"TID_NEWS_BUILDER_BASE_TITLE3","Novas construções, truques e tesouros."
"TID_NEWS_BUILDER_BASE_TEXT3","• Derrote oponentes com defesas incontroláveis, como o esmagador e a armadilha de empurrão!\n• Acelere sua base com a mina de gemas e a torre de relógios.\n• Aprimore sua vila original com melhorias especiais do reino!"
"TID_NEWS_BUTTON_FIND_OUT_MORE","Saiba mais!"
