"Name","Buildings","BuildingX","BuildingY","BuildingAltMode","Character","CharacterTimeMS","CharacterX","CharacterY","CharacterDefense","CharacterMaster","CharacterItem","CharacterAbilityTimeMS","Spell","SpellX","SpellY","SpellTimeMS","CameraScale","CameraOffsetX","CameraOffsetY","VillagersCount","ShouldRestart"
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"LogLauncher","Town Hall",22,23,,"<selected>",100,24,10,,,,,,,,,60,-250,-500,,
,"Barrack",23,18,,"PEKKA",,,,,"Siege Log Launcher",,,,,,,,,,,
,"Dark Tower",23,21,"TRUE","PEKKA",,,,,"Siege Log Launcher",,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"BattleDrill","Town Hall",22,23,,"<selected>",100,25,12,,,,,,,,,60,-270,-480,,
,"Barrack",21,18,,"PEKKA",,,,,"Battle Drill",,,,,,,,,,,
,"Dark Tower",24,21,"TRUE","PEKKA",,,,,"Battle Drill",,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"FlameFlinger","Town Hall",22,23,,"<selected>",100,20,8,,,,,,,,,55,-250,-500,,
,"Mortar",24,18,,"PEKKA",,,,,"Siege Catapult",,,,,,,,,,,
,"Cannon",21,18,,"PEKKA",,,,,"Siege Catapult",,,,,,,,,,,
,"Dark Tower",23,21,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"BattleBlimp","Town Hall",22,23,,"<selected>",100,24,12,,,,,,,,,60,-250,-450,,
,"Cannon",23,18,,"Dragon",,,,,"Siege Machine Flyer",,,,,,,,,,,
,"Wall",20,17,,"Dragon",,,,,"Siege Machine Flyer",,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"StoneSlammer","Town Hall",22,23,,"<selected>",100,24,12,,,,,,,,,60,-250,-450,,
,"Archer Tower",24,18,,"Dragon",,,,,"Siege Bowler Balloon",,,,,,,,,,,
,"Archer Tower",21,18,,"Dragon",,,,,"Siege Bowler Balloon",,,,,,,,,,,
,"Dark Tower",24,21,"TRUE",,,,,,,,,,,,,,,,,
,"Dark Tower",21,21,"TRUE",,,,,,,,,,,,,,,,,
,"MegaAirTrap",26,24,,,,,,,,,,,,,,,,,,
,"Barrack",22,14,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",20,19,,,,,,,,,,,,,,,,,,
,"Wall",20,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SiegeBarrack","Town Hall",22,23,,"<selected>",100,22,13,,,,,,,,,70,-350,-700,,
,"Wizard Tower",24,20,,"PEKKA",,,,,"Siege Machine Carrier",,,,,,,,,,,
,"Wizard Tower",21,20,,"PEKKA",,,,,"Siege Machine Carrier",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperBarbarian","Cannon",24,24,,"<selected>",100,26,20,,,,,,,,,100,30,-170,,
,"Gold Mine",27,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperTroopLongRange","Elixir Pump",24,24,,"<selected>",100,26,18,,,,,,,,,70,30,-170,,
,"Elixir Pump",24,27,,,,,,,,,,,,,,,,,,
,"Elixir Pump",24,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperWizard","Gold Mine",24,24,,"<selected>",100,26,18,,,,,,,,,70,30,-170,,
,"Gold Mine",24,27,,,,,,,,,,,,,,,,,,
,"Gold Mine",27,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",27,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SneakyGoblin","Dark Elixir Storage",24,24,,"<selected>",100,27,21,,,,,,,,,70,30,-170,,
,"Archer Tower",24,27,,"<selected>",400,28,21,,,,,,,,,,,,,
,,,,,"<selected>",700,28,22,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperWallBreaker","Cannon",24,24,,"<selected>",100,24,16,,,,,,,,,70,30,-170,,
,"Wall",23,23,,,,,,,,,,,,,,,,,,
,"Wall",23,24,,,,,,,,,,,,,,,,,,
,"Wall",23,25,,,,,,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Superbomb",23,20,,,,,,,,,,,,,,,,,,
,"Superbomb",25,20,,,,,,,,,,,,,,,,,,
,"Ejector",24,18,,,,,,,,,,,,,,,,,,
,"Ejector",24,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperGiant","Cannon",24,24,,"<selected>",100,24,18,,,,,,,,,70,30,-170,,
,"Wall",23,23,,"<selected>",400,24,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",700,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",1000,24,18,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",1300,24,18,,,,,,,,,,,,,
,"Wall",24,23,,"<selected>",1600,24,18,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"InfernoDragon","Dark Tower",24,24,,"<selected>",100,26,20,,,,,,,,,100,30,-170,,
,,,,,,,,,,,,,,,,,,,,,
"SuperTroopAir","Wizard Tower",24,24,,"<selected>",100,26,15,,,,,,,,,80,30,-450,,
,,,,,,,,,,,,,,,,,,,,,
"SuperDragon","Wizard Tower",24,24,,"<selected>",100,26,17,,,,,,,,,80,30,-300,,
,"Barrack",27,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",26,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperWitch","Wizard Tower",24,24,,"<selected>",100,26,16,,,,,,,,,90,10,-250,,
,"Wizard Tower",27,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",26,21,,,,,,,,,,,,,,,,,,
,"Halloweenskels",25,23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperValkyrie","Bow",24,24,,"<selected>",100,24,19,,,,,,,,,90,30,-100,,
,"Bow",21,24,,"<selected>",11000,25,19,,,,,,,,,,,,,
,"Bow",27,24,,"<selected>",12000,28,19,,,,,,,,,,,,,
,"Barrack",21,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"IceHound","Air Defense",24,24,,"<selected>",100,23,18,,,,,,,,,80,10,-200,,
,"Air Defense",21,24,,"Balloon",8000,23,18,,,,,,,,,,,,,
,"Gold Mine",21,21,,,,,,,,,,,,,,,,,,
,"Cannon",24,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,"Dark Elixir Storage",24,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperMiner","Bow",24,24,,"<selected>",100,30,20,,,,,,,,,80,10,-100,,
,"Bow",27,24,,"<selected>",10000,30,20,,,,,,,,,,,,,
,"Barrack",24,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SuperHogRider","Gold Mine",24,24,,"<selected>",100,26,20,,,,,,,,,80,100,-150,,
,"Bow",24,29,,"<selected>",10000,21,20,,,,,,,,,,,,,
,"Gold Mine",21,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SecondaryTroop","Gold Mine",24,24,,"<selected>",100,21,22,,,,,,,,,100,-100,-150,,
,,,,,"<selected>",200,22,22,,,,,,,,,,,,,
,,,,,"<selected>",300,23,22,,,,,,,,,,,,,
,,,,,"<selected>",400,24,22,,,,,,,,,,,,,
,,,,,"<selected>",500,25,22,,,,,,,,,,,,,
,,,,,"<selected>",600,26,22,,,,,,,,,,,,,
,,,,,"<selected>",700,27,22,,,,,,,,,,,,,
,,,,,"<selected>",800,28,22,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SecondaryTroopDefense","Air Blaster",24,24,,"<selected>",100,21,22,,,,,,,,,100,-100,-150,,
,,,,,"<selected>",200,22,22,,,,,,,,,,,,,
,,,,,"<selected>",300,23,22,,,,,,,,,,,,,
,,,,,"<selected>",400,24,22,,,,,,,,,,,,,
,,,,,"<selected>",500,25,22,,,,,,,,,,,,,
,,,,,"<selected>",600,26,22,,,,,,,,,,,,,
,,,,,"<selected>",700,27,22,,,,,,,,,,,,,
,,,,,"<selected>",800,28,22,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TownHall12Death","<selected>",24,24,,"Boar Rider",100,25,30,,,,,,,,,100,50,50,,
,,,,,"Boar Rider",300,26,30,,,,,,,,,,,,,
,,,,,"Boar Rider",500,27,30,,,,,,,,,,,,,
,,,,,"Boar Rider",700,30,25,,,,,,,,,,,,,
,,,,,"Boar Rider",900,30,26,,,,,,,,,,,,,
,,,,,"Boar Rider",1100,30,27,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TownHallDeath","<selected>",24,24,,"Boar Rider",100,24,30,,,,,,,,,100,50,50,,
,,,,,"Boar Rider",300,25,30,,,,,,,,,,,,,
,,,,,"Boar Rider",500,26,30,,,,,,,,,,,,,
,,,,,"Boar Rider",700,27,30,,,,,,,,,,,,,
,,,,,"Boar Rider",900,28,30,,,,,,,,,,,,,
,,,,,"Boar Rider",1100,30,24,,,,,,,,,,,,,
,,,,,"Boar Rider",1300,30,25,,,,,,,,,,,,,
,,,,,"Boar Rider",1500,30,26,,,,,,,,,,,,,
,,,,,"Boar Rider",1700,30,27,,,,,,,,,,,,,
,,,,,"Boar Rider",1900,30,28,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"DefensiveBuilder","<selected>",24,24,,"Barbarian",100,31,29,,,,,,,,,100,10,10,,
,"Gold Mine",25,27,,"Barbarian",300,31,30,,,,,,,,,,,,,
,,,,,"Barbarian",500,30,31,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopBarcher","Cannon",24,24,,"<selected>",100,26,20,,,,,,,,,100,30,-170,,
,"Gold Mine",27,24,,"<selected>",7200,23,20,,,,,,,,,,,,,
,,,,,"<selected>",7500,24,20,,,,,,,,,,,,,
,,,,,"<selected>",7800,25,20,,,,,,,,,,,,,
,,,,,"<selected>",8100,26,20,,,,,,,,,,,,,
,,,,,"<selected>",8400,27,20,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopHogWizard","Cannon",23,24,,"<selected>",100,29,18,,,,,,,,,70,30,-170,,
,"Gold Mine",21,21,,"<selected>",2000,24,18,,,,,,,,,,,,,
,"Wall",20,20,,"<selected>",2300,25,17,,,,,,,,,,,,,
,"Wall",21,20,,"<selected>",2600,23,17,,,,,,,,,,,,,
,"Wall",22,20,,"<selected>",2900,26,17,,,,,,,,,,,,,
,"Wall",23,20,,"<selected>",3200,26,18,,,,,,,,,,,,,
,"Wall",24,20,,"<selected>",3500,27,17,,,,,,,,,,,,,
,"Wall",25,20,,"<selected>",3800,28,17,,,,,,,,,,,,,
,"Wall",26,20,,"<selected>",4100,28,18,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Halloweenskels",22,25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopLavaLoon","Air Defense",24,24,,"<selected>",100,26,15,,,,,,,,,70,0,-200,,
,"Gold Mine",21,20,,"<selected>",6000,22,18,,,,,,,,,,,,,
,"Archer Tower",24,20,,"<selected>",6500,26,15,,,,,,,,,,,,,
,"MegaAirTrap",23,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopWitchGolemLVL6","Cannon",24,24,,"<selected>",100,27,17,,,,,,,,,90,30,-170,,
,"Cannon",27,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopWitchGolem","Cannon",24,24,,"<selected>",100,27,17,,,,,,,,,80,30,-100,,
,"Cannon",27,24,,"<selected>",9000,30,20,,,,,,,,,,,,,
,"Gold Storage",24,21,,,,,,,,,,,,,,,,,,
,"Cannon",24,27,,,,,,,,,,,,,,,,,,
,"Cannon",27,27,,,,,,,,,,,,,,,,,,
,"Cannon",30,24,,,,,,,,,,,,,,,,,,
,"Cannon",30,27,,,,,,,,,,,,,,,,,,
,"Superbomb",27,22,,,,,,,,,,,,,,,,,,
,"Superbomb",29,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WallPieces","<selected>",25,25,,,,,,,,,,,,,,80,80,80,2,"false"
,"<selected>",24,25,,,,,,,,,,,,,,,,,,
,"<selected>",23,25,,,,,,,,,,,,,,,,,,
,"<selected>",23,26,,,,,,,,,,,,,,,,,,
,"<selected>",22,26,,,,,,,,,,,,,,,,,,
,"<selected>",22,27,,,,,,,,,,,,,,,,,,
,"<selected>",22,28,,,,,,,,,,,,,,,,,,
,"<selected>",23,28,,,,,,,,,,,,,,,,,,
,"<selected>",23,29,,,,,,,,,,,,,,,,,,
,"<selected>",24,29,,,,,,,,,,,,,,,,,,
,"<selected>",25,29,,,,,,,,,,,,,,,,,,
,"<selected>",26,29,,,,,,,,,,,,,,,,,,
,"<selected>",27,29,,,,,,,,,,,,,,,,,,
,"<selected>",28,29,,,,,,,,,,,,,,,,,,
,"<selected>",29,29,,,,,,,,,,,,,,,,,,
,"<selected>",25,24,,,,,,,,,,,,,,,,,,
,"<selected>",25,23,,,,,,,,,,,,,,,,,,
,"<selected>",26,23,,,,,,,,,,,,,,,,,,
,"<selected>",26,22,,,,,,,,,,,,,,,,,,
,"<selected>",27,22,,,,,,,,,,,,,,,,,,
,"<selected>",28,22,,,,,,,,,,,,,,,,,,
,"<selected>",28,23,,,,,,,,,,,,,,,,,,
,"<selected>",29,23,,,,,,,,,,,,,,,,,,
,"<selected>",29,24,,,,,,,,,,,,,,,,,,
,"<selected>",29,25,,,,,,,,,,,,,,,,,,
,"<selected>",29,26,,,,,,,,,,,,,,,,,,
,"<selected>",29,27,,,,,,,,,,,,,,,,,,
,"<selected>",29,28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellFrostmites","Cannon",25,24,,"Barbarian",7000,24,18,,,,,"<selected>",24,24,100,95,-150,-150,,
,"Gold Mine",20,24,,"Barbarian",7300,22,18,,,,,"<selected>",24,24,6800,,,,,
,"Archer Tower",22,20,,"Barbarian",7600,23,18,,,,,,,,,,,,,
,,,,,"Barbarian",7900,23,17,,,,,,,,,,,,,
,,,,,"Barbarian",7000,29,22,,,,,,,,,,,,,
,,,,,"Barbarian",7300,30,22,,,,,,,,,,,,,
,,,,,"Barbarian",7600,29,23,,,,,,,,,,,,,
,,,,,"Barbarian",7900,30,23,,,,,,,,,,,,,
,,,,,"Barbarian",7000,29,23,,,,,,,,,,,,,
,,,,,"Barbarian",7100,30,23,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopCookie","Town Hall",24,24,,"<selected>",100,25,15,,,,,,,,,80,-250,-200,,
,"Wall",23,23,,"<selected>",11300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,,,,,,,,,,,,,,,,,
,"Wall",23,25,,,,,,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",28,23,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",23,28,,,,,,,,,,,,,,,,,,
,"Wall",24,28,,,,,,,,,,,,,,,,,,
,"Wall",25,28,,,,,,,,,,,,,,,,,,
,"Wall",26,28,,,,,,,,,,,,,,,,,,
