"Barbarian",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"celebrate","false",,,"WarriorGirl_lvl1_Idle1_3","false","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,100,,,
"WarriorGirl_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"WarriorGirl_lvl2_Run1","true","true",,,,,,,100,,,
,"idle","false",1,,"WarriorGirl_lvl2_Idle1_3","true","true",,,,,,,100,,,
,"attack","true",1,10,"WarriorGirl_lvl2_Attack1","false","true",,,,,,,100,,,
,"celebrate","false",,,"WarriorGirl_lvl2_Idle1_3","false","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,100,,,
"WarriorGirl_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"WarriorGirl_lvl3_Run1","true","true",,,,,,,100,,,
,"idle","false",1,,"WarriorGirl_lvl3_Idle1_3","true","true",,,,,,,100,,,
,"attack","true",1,10,"WarriorGirl_lvl3_Attack1","false","true",,,,,,,100,,,
,"celebrate","false",,,"WarriorGirl_lvl3_Idle1_3","false","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,100,,,
"WarriorGirl_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"WarriorGirl_lvl4_Run1","true","true",,,,,,,105,,,
,"idle","false",1,,"WarriorGirl_lvl4_Idle1_3","true","true",,,,,,,105,,,
,"attack","true",1,10,"WarriorGirl_lvl4_Attack1","false","true",,,,,,,105,,,
,"celebrate","false",,,"WarriorGirl_lvl4_Idle1_3","false","true",,,,,,,105,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,100,,,
"GolemSmall_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl1_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl1_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl1_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl1_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl2_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl2_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl2_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl2_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl3_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl3_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl3_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl3_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl4_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl4_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl4_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl4_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl5_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl5_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl5_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl5_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl6_walk1","true","true",,,,,,,75,,,
,"idle","true",,,"golem_lvl6_idle1","true","true",,,,,,,75,,,
,"attack","true",,11,"golem_lvl6_attack1","false","true",,,,,,,75,,,
,"celebrate","true",,,"golem_lvl6_attack1","true","true",,,,,,,75,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"GolemSmall_lvl7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl7_walk1","true","true",,,,,,,80,,,
,"idle","true",,,"golem_lvl7_idle1","true","true",,,,,,,80,,,
,"attack","true",,11,"golem_lvl7_attack1","false","true",,,,,,,80,,,
,"celebrate","true",,,"golem_lvl7_attack1","true","true",,,,,,,80,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl1_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl1_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl1_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl1_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl2_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl2_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl2_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl2_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl3_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl3_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl3_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl3_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl4_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl4_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl4_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl4_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl5_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl5_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl5_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl5_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl6_walk1","true","true",,,,,,,120,,,
,"idle","true",,,"golem_lvl6_idle1","true","true",,,,,,,120,,,
,"attack","true",,11,"golem_lvl6_attack1","false","true",,,,,,,120,,,
,"celebrate","true",,,"golem_lvl6_idle1","true","true",,,,,,,120,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Golem_lvl7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"golem_lvl7_walk1","true","true",,,,,,,125,,,
,"idle","true",,,"golem_lvl7_idle1","true","true",,,,,,,125,,,
,"attack","true",,11,"golem_lvl7_attack1","false","true",,,,,,,125,,,
,"celebrate","true",,,"golem_lvl7_idle1","true","true",,,,,,,125,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
"Necromancer_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"necromancer_lvl1_run","true","true",,,,,,,,,,
,"idle","true",,,"necromancer_lvl1_idle1","true","true",,,,,,,,,,
,"attack","true",,9,"necromancer_lvl1_attack1","false","true",,,,,,,,,,
,"celebrate","true",,,"necromancer_lvl1_idle1","true","true",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
,"attack2","true",,22,"necromancer_lvl1_summon","false","true",,,,,,,,,,
"Necromancer_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"necromancer_lvl2_run","true","true",,,,,,,,,,
,"idle","true",,,"necromancer_lvl2_idle1","true","true",,,,,,,,,,
,"attack","true",,9,"necromancer_lvl2_attack1","false","true",,,,,,,,,,
,"celebrate","true",,,"necromancer_lvl2_idle1","true","true",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
,"attack2","true",,22,"necromancer_lvl2_summon","false","true",,,,,,,,,,
"Necromancer_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"necromancer_lvl3_run","true","true",,,,,,,,,,
,"idle","true",,,"necromancer_lvl3_idle1","true","true",,,,,,,,,,
,"attack","true",,9,"necromancer_lvl3_attack1","false","true",,,,,,,,,,
,"celebrate","true",,,"necromancer_lvl3_idle1","true","true",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
,"attack2","true",,22,"necromancer_lvl3_summon","false","true",,,,,,,,,,
"Skeleton",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skele_warrior1_run1","true","true",,,,,,,,,,
,"idle","true",1,,"skele_warrior1_idle1","true","true",,,,,,,,,,
,"attack","true",,8,"skele_warrior1_attack1","false","true",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,
,"spawn","false",,,"skele_warrior1_spawn1_3","false","true",,,,,,,,,,
"AirTank_old",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"chariot1_idle","true","true",,,,,,,,,,
,"idle","true",1,,"chariot1_idle","true","true",,,,,,,,,,
,"attack","true",1,,"chariot1_idle","false","true",,,,,,,,,,
,"celebrate","true",4,,"chariot1_idle","true","true",,,,,,,,,,
,"die","false",1,,"balloon1_die1","false","true",,,,,,,,,,
"AirTank",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"Stone_Gargoyle1_fly_1","true","true",,,,,,,,,,
,"idle","false",1,,"Stone_Gargoyle1_fly_1","true","true",,,,,,,,,,
,"attack","false",1,,"Stone_Gargoyle1_fly_1","false","true",,,,,,,,,,
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true","true",,,,,,,,,,
,"die","false",1,,"balloon1_die1","false","true",,,,,,,,,,
"ADSeeker_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle1_fly","true","true",,,,,,,90,,,
,"idle","true",1,,"Stone_Gargoyle1_fly","true","true",,,,,,,90,,,
,"attack","true",1,,"Stone_Gargoyle1_fly","false","true",,,,,,,90,,,
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true","true",,,,,,,90,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"ADSeeker_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle1_fly","true","true",,,,,,,95,,,
,"idle","true",1,,"Stone_Gargoyle1_fly","true","true",,,,,,,95,,,
,"attack","true",1,,"Stone_Gargoyle1_fly","false","true",,,,,,,95,,,
,"celebrate","false",4,,"Stone_Gargoyle1_fly_1","true","true",,,,,,,95,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"ADSeeker_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle3_fly","true","true",,,,,,,100,,,
,"idle","true",1,,"Stone_Gargoyle3_fly","true","true",,,,,,,100,,,
,"attack","true",1,,"Stone_Gargoyle3_fly","false","true",,,,,,,100,,,
,"celebrate","false",4,,"Stone_Gargoyle3_fly_1","true","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"ADSeeker_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle3_fly","true","true",,,,,,,100,,,
,"idle","true",1,,"Stone_Gargoyle3_fly","true","true",,,,,,,100,,,
,"attack","true",1,,"Stone_Gargoyle3_fly","false","true",,,,,,,100,,,
,"celebrate","false",4,,"Stone_Gargoyle3_fly_1","true","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"ADSeeker_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle4_fly","true","true",,,,,,,100,,,
,"idle","true",1,,"Stone_Gargoyle4_fly","true","true",,,,,,,100,,,
,"attack","true",1,,"Stone_Gargoyle4_fly","false","true",,,,,,,100,,,
,"celebrate","false",4,,"Stone_Gargoyle4_fly_1","true","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"ADSeeker_lvl6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Stone_Gargoyle5_fly","true","true",,,,,,,100,,,
,"idle","true",1,,"Stone_Gargoyle5_fly","true","true",,,,,,,100,,,
,"attack","true",1,,"Stone_Gargoyle5_fly","false","true",,,,,,,100,,,
,"celebrate","false",4,,"Stone_Gargoyle5_fly_1","true","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"TinyBaby_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",1,,"tinybaby_lvl1_fly","true","true",,,,,,,70,,,
,"idle","true",1,,"tinybaby_lvl1_fly","true","true",,,,,,,70,,,
,"attack","true",1,,"tinybaby_lvl1_fly","false","true",,,,,,,70,,,
,"celebrate","false",4,,"tinybaby_lvl1_fly_1","false","true",,,,,,,70,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,100,,,
"Airskeleton",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",1,,"air_skeleton_idle_height1","true","true",,,,,,,,,,
,"idle","true",1,,"air_skeleton_idle_height1","true","true",,,,,,,,,,
,"attack","true",1,,"air_skeleton_attack_height1","false","true",,,,,,,,,,
,"celebrate","false",4,,"air_skeleton_idle_height1_3","false","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
,"spawn","true",,,"air_skeleton_spawn1","false","true",,,,,,,,,,
"Prototype_Ghost",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",1,,"ghost_blue_run1","true","true",100,,,,,,,,,
,"idle","true",1,,"ghost_blue_idle1","true","true",100,,,,,,,,,
,"attack","true",1,17,"ghost_blue_attack1","false","true",100,,,,,,,,,
,"celebrate","false",1,,"ghost_blue_idle1_1","false","true",100,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
,"spawn","true",1,,"ghost_blue_idle1","false","true",100,,,,,,,,,
"prototype_bee",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Gargoyle1_FastFly","true","true",205,166,205,0,0,0,50,,,
,"idle","true",1,,"Gargoyle1_fly","true","true",205,166,205,0,0,0,50,,,
,"attack","true",1,8,"Gargoyle1_Attack2","false","true",205,166,205,0,0,0,50,,,
,"celebrate","false",,,"Gargoyle1_Attack2_3","false","true",205,166,205,0,0,0,50,,,
,"die","false",1,,"barbarian_death_1","true","true",205,166,205,0,0,0,50,,,
"Troll_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"troll_lvl1_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"troll_lvl1_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"troll_lvl1_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"troll_lvl1_idle1_1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Troll_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"troll_lvl2_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"troll_lvl2_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"troll_lvl2_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"troll_lvl2_idle1_1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Troll_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"troll_lvl3_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"troll_lvl3_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"troll_lvl3_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"troll_lvl3_idle1_1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Troll_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"troll_lvl4_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"troll_lvl4_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"troll_lvl4_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"troll_lvl4_idle1_1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Troll_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"troll_lvl5_walk1","true","true",,,,,,,105,,,
,"idle","true",1,,"troll_lvl5_idle1","true","true",,,,,,,105,,,
,"attack","true",1,14,"troll_lvl5_attack1","false","true",,,,,,,105,,,
,"celebrate","false",1,,"troll_lvl5_idle1_1","true","true",,,,,,,105,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,105,,,
"BabyDragon_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"baby_dragon_lvl1_fly1","true","true",,,,,,,100,,,
,"idle","true",10,,"baby_dragon_lvl1_fly1","true","true",,,,,,,100,,,
,,"true",2,,"baby_dragon_lvl1_fly1","true","true",,,,,,,100,,,
,"attack","true",1,11,"baby_dragon_lvl1_attack1","false","false",,,,,,,100,,,
,,"true",1,11,"baby_dragon_lvl1_attack1","false","false",,,,,,,100,,,
,"celebrate","true",4,,"baby_dragon_lvl1_fly1","true","true",,,,,,,100,,,
,,"true",1,,"baby_dragon_lvl1_fly1","true","true",,,,,,,100,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,100,,,
"BabyDragon_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"baby_dragon_lvl1_fly1","true","true",,,,,,,110,,,
,"idle","true",10,,"baby_dragon_lvl1_fly1","true","true",,,,,,,110,,,
,,"true",2,,"baby_dragon_lvl1_fly1","true","true",,,,,,,110,,,
,"attack","true",1,11,"baby_dragon_lvl1_attack1","false","false",,,,,,,110,,,
,,"true",1,11,"baby_dragon_lvl1_attack1","false","false",,,,,,,110,,,
