"Name","TroopLevel","TID","InfoTID","SWF","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","TrainingResource","TrainingCost","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DisableProduction","SecondaryTroop","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","SummonTroop","SummonTroopCount","SummonCooldown","SummonEffect","SummonLimit","SpawnIdle","SpawnOnAttack","StrengthWeight","ChildTroop","ChildTroopCount","SpeedDecreasePerChildTroopLost","ChildTroop0_X","ChildTroop0_Y","ChildTroop1_X","ChildTroop1_Y","ChildTroop2_X","ChildTroop2_Y","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","HitEffectOffset","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","MoveTrailEffect","BecomesTargetableEffect","BoostedIfAlone","BoostRadius","BoostDmgPerfect","BoostAttackSpeed","HideEffect","VillageType","UnitsInCamp","SpecialAbilityLevel","SpecialAbilityName","SpecialAbilityInfo","SpecialAbilityType","SpecialAbilityAttribute","SpecialAbilityAttribute2","SpecialAbilityAttribute3","SpecialAbilitySpell","SpecialAbilityEffect","SpecialAbilityIcon","DisableDonate","ScaleByTH","EnabledByCalendar","LoseHpPerTick","LoseHpInterval","UpgradeLevelByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget"
,6,,,,,,3,,121,,,,24,0,,320000,,,,,44,,,,,,,,,"Arrow_small_elixirFire",,,,,,,,,,,,,,,,"Archer_new_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,5,,,,,,,,,,,,,,,,,
,7,,,,,,4,,133,,,,24,0,,350000,,,,,48,,,,,,,,,"Arrow_small_elixirFire",,,,,,,,,,,,,,,,"Archer_new_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,5,,,,,,,,,,,,,,,,,
,8,,,,,,4,,133,,,,48,0,,800000,,,,,48,,,,,,,,,"Arrow_small_darkElixirFire",,,,,,,,,,,,,,,,"Archer_new_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,7,,,,,,,,,,,,,,,,,
,9,,,,,,5,,146,,,,48,0,,1000000,,,,,53,,,,,,,,,"Arrow_small_darkElixirFire",,,,,,,,,,,,,,,,"Archer_new_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,7,,,,,,,,,,,,,,,,,
,10,,,,,,5,,146,,,,72,0,,1100000,,,,,53,,,,,,,,,"Arrow_small_darkElixirFire",,,,,,,,,,,,,,,,"Archer_new_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,7,,,,,,,,,,,,,,,,,
,11,,,,,,6,,161,,,,72,0,,1300000,,,,,58,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,7,,,,,,,,,,,,,,,,,
,12,,,,,,6,,161,,,,96,0,,2100000,,,,,58,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,8,,,,,,,,,,,,,,,,,
,13,,,,,,7,,177,,,,96,0,,2300000,,,,,64,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,8,,,,,,,,,,,,,,,,,
,14,,,,,,7,,177,,,,120,0,,3100000,,,,,64,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,8,,,,,,,,,,,,,,,,,
,15,,,,,,8,,195,,,,120,,,3300000,,,,,70,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,8,,,,,,,,,,,,,,,,,
,16,,,,,,8,,195,,,,,,,,,,,,70,,,,,,,,,"Arrow_small_darkElixirFire2",,,,,,,,,,,,,,,,"Archer_new_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,8,,,,,,,,,,,,,,,,,
"Gargoyle2",1,"TID_TOXIC_MINION","TID_CHARACTER_INFO_TOXIC_MINION","sc/characters.cs",2,4,2,400,100,60,"Elixir2",,1,,"Elixir2",50000,1,400,1000,,36,1,,,,"sc/ui.sc","icon_unit_glowing_minion","unit_glow_minion_big","sc/info_glowing_minion.sc","gargoyle2_projectile","gargoyle2_special_projectile",,,,"Toxic Gargoyle Deploy","Toxic Gargoyle Attack","Toxic Gargoyle Attack 2","Toxic Gargoyle Hit","Gargoyle2 Hit","true","true","true",,"Toxic Gargoyle Die",,"New_Gargoyle_lvl1","Barrack2","false",,100,"TombStone_village2",,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,-200,60,,,,,,,,,,200,100,,"true",,,,,,,,,,,,,,,,1,4,,"TID_GARG2_ABILITY_NAME","TID_GARG2_ABILITY_HELP","SpecialProjectile",,100,100,,,,,,,,,,,,,,,
,2,,,,,,2,,100,,,,3,,,80000,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,2,100,100,,,,,,,,,,,,,,,
,3,,,,,,3,,110,,,,5,,,120000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,2,100,100,,,,,,,,,,,,,,,
,4,,,,,,3,,110,,,,12,,,250000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,3,100,100,,,,,,,,,,,,,,,
,5,,,,,,4,,121,,,,12,,,280000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,3,100,100,,,,,,,,,,,,,,,
,6,,,,,,4,,121,,,,24,,,320000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,3,100,100,,,,,,,,,,,,,,,
,7,,,,,,4,,133,,,,24,,,360000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,3,100,100,,,,,,,,,,,,,,,
,8,,,,,,4,,133,,,,48,,,900000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,4,100,100,,,,,,,,,,,,,,,
,9,,,,,,5,,146,,,,48,,,1100000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,4,100,100,,,,,,,,,,,,,,,
,10,,,,,,5,,146,,,,72,,,1300000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,4,100,100,,,,,,,,,,,,,,,
,11,,,,,,6,,161,,,,72,,,1500000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,4,100,100,,,,,,,,,,,,,,,
,12,,,,,,6,,161,,,,96,,,2300000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,4,100,100,,,,,,,,,,,,,,,
,13,,,,,,7,,177,,,,96,,,2500000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,4,100,100,,,,,,,,,,,,,,,
,14,,,,,,7,,177,,,,120,,,3300000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,5,100,100,,,,,,,,,,,,,,,
,15,,,,,,8,,195,,,,120,,,3500000,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,5,100,100,,,,,,,,,,,,,,,
,16,,,,,,8,,195,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,6,100,100,,,,,,,,,,,,,,,
"Giant2",1,"TID_IRONFIST_GIANT","TID_CHARACTER_INFO_IRONFIST_GIANT","sc/characters.cs",5,3,2,150,1200,60,"Elixir2",,0,30,"Elixir2",20000,2,100,2000,,36,1,,,,"sc/ui.sc","icon_unit_boxergiant","unit_boxer_giant_big","sc/info_ironfist_giant.sc",,,,"Defense",,"Giant Deploy","Giant Attack",,"Giant Hit",,"false","false","true",,"Giant Die",,"Giant1_new","Barrack2","false",,0,"TombStone_village2",,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,600,500,,"true",,,,,,,,,,,,,,,,1,2,,"TID_GIANT_ABILITY_NAME","TID_GIANT_ABILITY_HELP","BigFirstHit",,,,,"Giant Big Hit",,,,,,,,,,,,,
,2,,,,,,2,,1200,,,,1,0,,40000,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,"Giant1_new",,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,250,,,,,,,,,,,,,,,,,
,3,,,,,,3,,1320,,,,2,0,,60000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"Giant1_new",,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,250,,,,,,,,,,,,,,,,,
,4,,,,,,3,,1520,,,,12,0,,300000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"Giant1_new",,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,250,,,,,,,,,,,,,,,,,
,5,,,,,,4,,1652,,,,12,0,,320000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2_new",,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,250,,,,,,,,,,,,,,,,,
,6,,,,,,4,,1652,,,,24,0,,340000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2_new",,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,300,,,,,,,,,,,,,,,,,
,7,,,,,,4,,1797,,,,48,0,,380000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2_new",,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,300,,,,,,,,,,,,,,,,,
,8,,,,,,4,,1797,,,,48,0,,1000000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"Giant2_new",,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,300,,,,,,,,,,,,,,,,,
,9,,,,,,5,,1957,,,,72,0,,1200000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"Giant3_new",,,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,300,,,,,,,,,,,,,,,,,
,10,,,,,,5,,1957,,,,72,0,,1300000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"Giant3_new",,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,400,,,,,,,,,,,,,,,,,
,11,,,,,,6,,2133,,,,96,0,,1500000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"Giant3_new",,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,400,,,,,,,,,,,,,,,,,
,12,,,,,,6,,2383,,,,96,0,,2300000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"Giant3_new",,,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,400,,,,,,,,,,,,,,,,,
,13,,,,,,7,,2576,,,,120,0,,2500000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"Giant4_new",,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,400,,,,,,,,,,,,,,,,,
,14,,,,,,7,,2576,,,,120,0,,3300000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"Giant4_new",,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,500,,,,,,,,,,,,,,,,,
,15,,,,,,8,,2789,,,,144,,,3500000,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"Giant4_new",,,,,,,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,500,,,,,,,,,,,,,,,,,
,16,,,,,,8,,2789,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"Giant4_new",,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,500,,,,,,,,,,,,,,,,,
"Bomber2",1,"TID_BOMBER","TID_CHARACTER_INFO_BOMBER","sc/characters.cs",2,5,3,200,100,60,"Elixir2",,6,,"Elixir2",150000,2,350,2000,,36,15,160,,,"sc/ui.sc","icon_unit_bomber","unit_bomber_big","sc/info_bomber.sc","Bomber Projectile","Bomber Projectile Alt",,"Wall","TRUE","Bomber Deploy","Bomber Attack",,"Bomber Hit",,"false","false","true",,"Bomber Die",,"Wall Breaker1_new","Barrack2","false",,0,"TombStone_village2",,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,50,50,,"true",,,,,,,,,,,,,,,,1,2,,"TID_BOMBER_ABILITY","TID_BOMBER_ABILITY_HELP","SpecialProjectile",,0,200,,"Bomber Big Hit",,,,,,,,,,,,,
,2,,,,,,3,,100,,,,8,,,200000,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker1_new",,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,0,200,,,,,,,,,,,,,,,
,3,,,,,,4,,110,,,,12,,,250000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker1_new",,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,0,200,,,,,,,,,,,,,,,
,4,,,,,,4,,110,,,,12,,,280000,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker1_new",,,,,,,,,,,,,,,,,,,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,1,0,200,,,,,,,,,,,,,,,
,5,,,,,,4,,121,,,,24,,,320000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2_new",,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,1,0,200,,,,,,,,,,,,,,,
,6,,,,,,4,,121,,,,24,,,340000,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2_new",,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,1,0,250,,,,,,,,,,,,,,,
,7,,,,,,4,,133,,,,48,,,360000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2_new",,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,1,0,250,,,,,,,,,,,,,,,
,8,,,,,,4,,133,,,,48,,,900000,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker2_new",,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,1,0,300,,,,,,,,,,,,,,,
,9,,,,,,5,,146,,,,48,,,1000000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker3_new",,,,,,,,,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,1,0,300,,,,,,,,,,,,,,,
,10,,,,,,5,,146,,,,72,,,1200000,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker3_new",,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,1,0,300,,,,,,,,,,,,,,,
,11,,,,,,6,,161,,,,72,,,1400000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker4_new",,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,1,0,300,,,,,,,,,,,,,,,
,12,,,,,,6,,161,,,,96,,,2200000,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker4_new",,,,,,,,,,,,,,,,,,,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,1,0,350,,,,,,,,,,,,,,,
,13,,,,,,7,,177,,,,96,,,2400000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker5_new",,,,,,,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,1,0,350,,,,,,,,,,,,,,,
,14,,,,,,7,,177,,,,120,,,3200000,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker5_new",,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,1,0,400,,,,,,,,,,,,,,,
,15,,,,,,8,,195,,,,120,,,3400000,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker6_new",,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,1,0,400,,,,,,,,,,,,,,,
,16,,,,,,8,,195,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker6_new",,,,,,,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,1,0,400,,,,,,,,,,,,,,,
"PEKKA2",1,"TID_SUPER_CHARGED_PEKKA","TID_CHARACTER_INFO_SUPER_CHARGED_PEKKA","sc/characters.cs",25,10,7,240,3300,60,"Elixir2",,24,,"Elixir2",1600000,25,80,1800,,305,1,,,,"sc/ui.sc","icon_unit_electric_pekka","unit_charged_pekka_big","sc/info_super_charged_pekka.sc",,,,,,"Pekka Deploy","Pekka Attack",,"Pekka Hit",,"false","false","true",,,,"PEKKA1_new","Barrack2","false",,0,"TombStone_village2",,200,"New Pekka death",1500,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,3000,2000,,"true",,,,,,,,,,,,,,,,1,1,,"TID_PEKKA2_ABILITY_NAME","TID_PEKKA2_ABILITY_HELP","DieDamage",,,,,,,,,,,,,,,,,,
,2,,,,,,7,,3300,,,,48,,,1700000,,,,,305,,,,,,,,,,,,,,,,,,,,,,,"New Pekka pre death",,"PEKKA1_new",,,,,,400,,,,,,,,,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,400,,,,,,,,,,,,,,,,,
,3,,,,,,8,,3630,,,,48,,,1800000,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA1_new",,,,,,400,,,,,,,,,,,,,,,,,,,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,400,,,,,,,,,,,,,,,,,
,4,,,,,,8,,3630,,,,48,,,1900000,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA1_new",,,,,,480,,,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,480,,,,,,,,,,,,,,,,,
,5,,,,,,8,,3993,,,,72,,,2000000,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA1_new",,,,,,480,,,,,,,,,,,,,,,,,,,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,480,,,,,,,,,,,,,,,,,
,6,,,,,,8,,3993,,,,72,,,2200000,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA1_new",,,,,,580,,,,,,,,,,,,,,,,,,,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,580,,,,,,,,,,,,,,,,,
,7,,,,,,8,,4392,,,,72,,,2400000,,,,,406,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA1_new",,,,,,580,,,,,,,,,,,,,,,,,,,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,580,,,,,,,,,,,,,,,,,
,8,,,,,,8,,4392,,,,96,,,2600000,,,,,406,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2_new",,,,,,680,,,,,,,,,,,,,,,,,,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,680,,,,,,,,,,,,,,,,,
