"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Village not ready, please try again in a few minutes.","Le village n'est pas prêt, réessayez dans quelques minutes.","Dorf nicht bereit. Bitte versuche es in einigen Minuten erneut!","La aldea no está preparada. Inténtalo en unos minutos.","Il villaggio non è pronto. Riprova tra qualche minuto.","Het dorp is niet klaar. Probeer het over een paar minuten opnieuw.","Landsbyen er ikke klar, prøv igjen om noen minutter.","A vila não está pronta, tente novamente em alguns minutos.","Köy hazır değil, lütfen birkaç dakika içinde tekrar dene.","村の準備が整っていません。数分待ってから再度お試しください。","村庄未准备就绪，请在几分钟后重试。","마을이 아직 준비 중입니다. 몇 분 후 다시 시도해주세요.","Деревня не готова. Пожалуйста, повторите через несколько минут."
"TID_HERO_ABILITY_QUEEN_TITLE","Royal Cloak","Voile royal","Königliche Tarnung","Manto real","Mimetismo","Koninklijke mantel","Kongelig kappe","Manto Real","Kraliyet Pelerini","ロイヤルクローク","皇室披风","왕의 망토","Королевская Мантия"
"TID_HERO_ABILITY_QUEEN_DESC","The queen vanishes from sight to recover some health and unleash devastating volleys of high-damage ammunition. Defenses will lose her as their target, and a group of archers will appear to distract them!","La reine devient invisible pour récupérer des points de santé et lancer des volées de projectiles dévastateurs sur ses ennemis. Les défenses ne peuvent plus la prendre pour cible et un groupe d'archers apparaît pour les distraire !","Die Königin verschwindet aus dem Blickfeld, um sich ein wenig zu heilen und entfesselt dann einen verheerenden Hagel tödlicher Munition. Verteidigungsbauten können die Königin nicht mehr als Ziel erfassen und eine Gruppe Bogenschützen sorgt für zusätzliche Ablenkung!","La reina se esfuma ante los ojos del enemigo para recuperar parte de su salud, y liberar una lluvia de munición devastadora que inflige grandes daños. En su lugar aparece un grupo de arqueras que distrae a las defensas enemigas.","La regina scompare brevemente per recuperare salute, poi scatena devastanti raffiche di munizioni ad alto potenziale. Le difese la perdono di vista come obiettivo mentre un gruppo di arcieri compare a distrarle.","De koningin verdwijnt uit het zicht om haar gezondheid iets aan te vullen en verwoestende salvo's af te vuren die veel schade aanrichten. Verdedigingswerken raken haar kwijt als doel. Bovendien verschijnt er een groep boogschutters als afleiding!","Dronningen forsvinner ut av syne for å gjenvinne helse og skyte ut ammunisjon som daler ned og gjør stor skade. Forsvaret vil miste henne som mål, og en gruppe bueskyttere dukker opp for å distrahere dem!","A rainha desaparece de vista para recuperar um pouco de energia e solta descargas devastadoras de munição, causando dano expressivo. A defesa não conseguirá atingi-la e um grupo de arqueiras aparecerá para distraí-los!","Kraliçe gözden kaybolarak sağlığının bir kısmını yeniler ve tahrip gücü yüksek mühimmatla yıkıcı bir yaylım ateşi açar. Savunmalar onu hedef alamaz ve bir grup okçu ortaya çıkarak savunmaların dikkatini dağıtır!","アーチャークイーンは姿を消し、ある程度体力を回復すると共に、凄まじい威力の連続射撃を行います。彼女を攻撃していた防衛設備は目標を見失います。しかもアーチャーの集団が現れ、防衛施設の注意をそらします！","弓箭女皇披上皇室披风后可以短暂隐身。隐身后，她能恢复一定生命值并连续发射大量毁灭性、高伤害弓箭。任何锁定她的防御将重新搜索新的攻击目标。同时，弓箭女皇还将在她身边召唤一队弓箭手一起战斗。","여왕이 모습을 감추고 일부 체력을 회복하며 강력한 사격을 퍼붓습니다. 방어 시설은 여왕을 놓치게 되며, 궁수 무리가 소환되어 적의 주의를 분산시킵니다!","Королева исчезает, чтобы восстановить здоровье и подготовить разрушительное оружие. Защитные сооружения теряют ее из виду, а на поле боя появляется группа лучниц, чтобы их отвлечь!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Summoned units: <number>","Unités invoquées : <number>","Herbeigerufene Einheiten: <number>","Unidades invocadas: <number>","Unità evocate: <number>","Opgeroepen eenheden: <number>","Tilkalte enheter: <number>","Unidades convocadas: <number>","Çağrılan birimler: <number>","召喚するユニット数：<number>","召唤数量：<number>","소환한 유닛: <number>","Призвано воинов: <number>"
"TID_POPUP_BOOST_HERO_REST","Boost the hero's healing rate by <multiplier>x for <time>?","Accélérer la guérison du héros x<multiplier> pendant <time> ?","Heilungsgeschwindigkeit für <time> um <multiplier>x erhöhen?","¿Quieres multiplicar por <multiplier> la velocidad de curación del héroe durante <time>?","Vuoi moltiplicare x<multiplier> il tasso di guarigione dell'eroe per <time>?","De genezingskracht van de held <multiplier>x sterker maken gedurende <time>?","Øke heltens helbredelsesrate med <multiplier>x i <time>?","Acelerar a velocidade de cura do herói em <multiplier>x por <time>?","Kahramanın iyileştirmesi <time> süreliğine <multiplier> kez artırılsın mı?","ヒーローの回復速度を <time>だけ <multiplier> 倍にしますか？","在<time>内将英雄的恢复速度提高<multiplier>倍吗？","<time> 동안 영웅의 회복 속도를 <multiplier>배로 가속할까요?","Увеличить скорость исцеления героя в <multiplier> р. на <time>?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Boost healing rate!","Accélérer le taux de guérison","Heilungsgeschwindigkeit erhöhen!","¡Acelera la velocidad de curación!","Incremento tasso di guarigione!","Geef de genezingskracht een boost!","Øk helbredelsesraten!","Acelere a velocidade de cura!","İyileştirme oranını artır!","回復速度アップ！","加快恢复速度！","회복 속도를 올리세요!","Ускорить скорость исцеления!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Upgrading the hero will end the boost. Are you sure?","L'amélioration du héros mettra fin à son accélération. Confirmer ?","Durch das Verbessern des Helden endet der Schub. Bist du sicher?","Si mejoras al héroe, se detendrá la aceleración. ¿Seguro que quieres continuar?","Migliorando l'eroe, il potenziamento terminerà. Vuoi davvero procedere?","De boost eindigt als je de held upgradet. Weet je het zeker?","Hvis du oppgraderer helten, avbrytes forsterkningen. Er du sikker?","Melhorar o herói interromperá a aceleração. Tem certeza?","Kahramanı yükseltmek güçlendirmeyi sonlandıracak. Emin misin?","ヒーローをアップグレードすると回復速度アップが終了してしまいます。アップグレードしますか？","升级英雄将结束恢复提速。您确定吗？","영웅을 업그레이드하면 가속 효과가 사라집니다. 진행할까요?","Улучшение героя уберет ускорение. Вы уверены?"
"TID_ITEM_LOCKED","<item> (Locked)","<item> (verrouillé)","<item> (gesperrt)","<item> (bloqueado)","<item> (bloccato)","<item> (vergrendeld)","<item> (låst)","<item> (Bloqueado)","<item> (Kilitli)","<item>（ロック中）","<item>（未解锁）","<item> (잠김)","<item> (заблокировано)"
"TID_HERO_ABILITY_DURATION","Ability duration:","Durée de la capacité :","Fähigkeitsdauer:","Duración de la habilidad:","Durata abilità:","Duur van talent:","Ferdighetens varighet:","Duração da habilidade:","Yetenek süresi:","能力の効果時間：","技能有效时间：","능력 지속 시간:","Действие способности:"
"TID_HINT_HEROES_ABILITIES","Heroes have upgradable special abilities that unlock at level 5 and can be used while attacking.","Les héros ont des capacités spéciales améliorables, débloquées au niveau 5, à utiliser pendant les attaques.","Helden haben verbesserbare Spezialfähigkeiten. Diese sind ab Level 5 verfügbar und können bei Angriffen eingesetzt werden.","Los héroes tienen ahora habilidades especiales mejorables que se desbloquearán en el nivel 5. ¡Podrás usarlas al atacar!","Gli eroi sono dotati di abilità speciali potenziabili che si sbloccano al livello 5 e possono essere utilizzate durante gli attacchi.","Helden hebben speciale aanvalstalenten die beschikbaar komen op level 5. Deze talenten kun je upgraden en gebruiken als je aanvalt.","Når heltene når nivå 5, låses det opp spesialferdigheter som kan oppgraderes og brukes i angrep.","Os Heróis têm habilidades especiais melhoráveis que são desbloqueadas no nível 5 e podem usadas durante o ataque.","Kahramanların 5. seviyede açılan yükseltilebilir özel yetenekleri vardır ve bu yetenekler saldırıda kullanılabilir.","ヒーローには、レベル5でアンロックされ、攻撃時に使用可能となる、アップグレード可能な特殊能力があります。","英雄等级达到 5 级便拥有可升级的特殊技能，可在进攻时使用。","영웅에게는 레벨 5에서 해제되는 업그레이드 가능한 특별 능력이 있으며, 공격 중에 사용할 수 있습니다.","У Героев есть особые способности, которые открываются на 5 уровне. Их можно использовать во время атаки."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Total loot stolen:","Total butin pillé :","Beute insgesamt:","Botín total robado:","Bottino totale sottratto:","Totale gestolen buit:","Utbytte stjålet totalt:","Saque Total:","Çalınan toplam ganimet:","奪われた戦利品の総数：","被盗的战利品总数：","도난당한 전리품 합계:","Украдено добычи:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Enemy Clan","Clan ennemi","Feindlicher Clan","Clan enemigo","Clan nemico","Vijandelijke clan","Fiendeklan","Clã inimigo","Düşman klan","敵クラン","敌军部落","적 클랜","Вражеский клан"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","War Hero","Héros de guerre","Kriegsheld","Héroe de guerra","Eroe di guerra","Oorlogsheld","Krigshelt","Herói de guerra","Savaş Kahramanı","クラン対戦の英雄","战争英雄","전쟁 영웅","Герой Войны"
"TID_ACHIEVEMENT_WAR_STARS","Score <number> stars for your clan in Clan War battles","Gagner <number> étoiles pour votre clan dans les guerres de clans","Verdiene <number> Sterne für deinen Clan in Clankrieg-Kämpfen","Obtén <number> estrellas para tu clan en batallas de guerras de clanes.","Ottieni <number> stelle per il tuo clan nelle Guerre tra clan","Verdien <number> sterren voor je clan in clanoorloggevechten","Tjen <number> stjerner til klanen din i klankrigkamper","Conquiste <number> estrelas para seu clã em batalhas da Guerra de Clãs","Klan Savaşlarında klanın için <number> yıldız kazan","クラン対戦の戦闘で星を <number>個獲得する","在部落对战中为您的部落赢得<number>颗星","클랜전 전투에서 클랜 별 <number>개 획득","Заработайте звезды (<number>) для клана в битвах Войны кланов"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Total stars scored for clan in Clan War battles: <value>","Total d'étoiles gagnées pour votre clan dans les guerres de clan : <value>","Gesamtanzahl verdienter Sterne in Clankrieg-Kämpfen: <value>","Estrellas ganadas en batallas de guerras de clanes: <value>","Stelle totali ottenute per il tuo clan nelle Guerre tra clan: <value>","Aantal gewonnen sterren voor je clan in clanoorloggevechten: <value>","Antall stjerner tjent til klanen i klankrigkamper: <value>","Total de estrelas conquistadas para o clã em batalhas da Guerra de Clãs: <value>","Klan Savaşlarında kazanılan toplam yıldız: <value>","クラン対戦の戦闘で獲得した星の総数：<value>","在部落对战中为部落赢得的总星星数：<value>","클랜전 전투에서 획득한 클랜 별 합계: <value>","Звезд для клана заработано в битвах Войны Кланов: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Clan Storage:","Réserves de clan :","Clanlager:","Almacenamiento del clan:","Deposito clan:","Opslagruimte van clan:","Klanlagring:","Depósito do Clã:","Klan Deposu:","クランの蔵：","部落储备：","클랜 저장소:","Склад Клана:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>","<resource> : <number>","<resource>: <number>","<resource>: <number>","<resource>: <number>","<resource>: <number>","<resource>: <number>","<resource>: <number>","<resource>: <number>","<resource>：<number>","<resource>：<number>","<resource>: <number>","<resource>: <number>"
"TID_WAR_GOLD","War Gold","Or de guerre","Kriegsgold","Oro de guerra","Oro di guerra","Goud (oorlog)","Gull fra krig","Ouro de Guerra","Savaş Altını","対戦のゴールド","战争金币","전쟁 골드","Военное Золото"
"TID_WAR_ELIXIR","War Elixir","Élixir de guerre","Kriegselixier","Elixir de guerra","Elisir di guerra","Elixir (oorlog)","Eliksir fra krig","Elixir de Guerra","Savaş İksiri","対戦のエリクサー","战争圣水","전쟁 엘릭서","Военный Эликсир"
"TID_WAR_DARK_ELIXIR","War Dark Elixir","Élixir noir de guerre","Dunkles Kriegselixier","Elixir oscuro de guerra","Elisir nero di guerra","Duister-elixir (oorlog)","Mørk eliksir fra krig","Elixir Negro de Guerra","Savaş Kara İksiri","対戦のダークエリクサー","战争暗黑重油","전쟁 다크 엘릭서","Военный Черный Эликсир"
"TID_CLAN_WAR_SAVE_VILLAGE_BUTTON","I am ready!","C'est parti !","Ich bin bereit!","¡Todo listo!","Sono pronto!","Ik ben er klaar voor!","Jeg er klar!","Estou pronto!","Hazırım!","準備よし！","准备就绪！","마을 저장!","Готов!"
"TID_WAR_PREPARE_INFO","Prepare your village for the war!\nFill your <c2>clan castle</c>, arm your <c2>traps</c>, reload your <c2>defenses</c> and make sure your <c2>heroes</c> are ready to fight!","Préparez votre village pour la guerre !\nRemplissez votre <c2>château de clan</c>, armez vos <c2>pièges</c>, rechargez vos <c2>défenses</c> et assurez-vous que vos <c2>héros</c> sont prêts à se battre !","Bereite dein Dorf auf den Krieg vor!\nFülle deine <c2>Clanburg</c>, aktiviere deine <c2>Fallen</c>, lade deine <c2>Verteidigungsbauten</c> nach und sorge dafür, dass deine <c2>Helden</c> kampfbereit sind!","¡Prepara tu aldea para la guerra!\nLlena tu <c2>castillo del clan</c>, arma tus <c2>trampas</c>, recarga tus <c2>defensas</c> ¡y asegúrate de que tus <c2>héroes</c> están listos para luchar!","Prepara il tuo villaggio per la guerra!\nFai scorte nel <c2>castello del clan</c>, piazza le <c2>trappole</c>, ripristina le <c2>difese</c> e assicurati che i tuoi <c2>eroi</c> siano pronti per combattere!","Bereid je dorp voor op een oorlog!\nVul je <c2>clankasteel</c>, zet je <c2>vallen</c>, laad je <c2>verdediging</c> opnieuw en zorg dat je <c2>helden</c> klaar zijn om te vechten!","Gjør landsbyen klar til krig!\nFyll <c2>klanslottet</c>, armer <c2>fellene</c>, lad om <c2>forsvarsverkene</c> og sørg for at <c2>heltene</c> dine er klare til å kjempe!","Prepare sua vila para a guerra!\nPovoe o <c2>castelo do clã</c>, arme as <c2>armadilhas</c>, recarregue as <c2>defesas</c> e tenha certeza de que os <c2>heróis</c> estão prontos para lutar!","Köyünü savaşa hazırla!\n<c2>Klan kaleni</c> doldur, <c2>tuzaklarını</c> hazırla, <c2>savunmalarını</c> tekrar yükle ve <c2>kahramanlarının</c> savaşa hazır olduğundan emin ol!","クラン対戦に備えて村の戦闘態勢を整えましょう！\n<c2>クランの城</c>が満員になるよう仲間と援軍を送り合い、<c2>罠</c>や<c2>防衛設備</c>を整備し、<c2>ヒーロー</c>が出撃できるようにしておきましょう！","让您的村庄准备参战吧！\n补给<c2>部落城堡</c>，布好<c2>陷阱</c>，加固<c2>防御</c>，同时务必让您的<c2>英雄们</c>做好战斗准备！","마을에서 전쟁을 준비하세요!\n<c2>클랜 성</c>을 채우고 <c2>함정</c>을 설치하며, <c2>방어 건물</c>을 세우고 <c2>영웅</c>들이 싸울 수 있게 준비시켜야 합니다!","Готовьте деревню к войне!\nЗаполните<c2>Крепость Клана</c>, приготовьте </c>ловушки</c>, зарядите <c2>защитные орудия</c> и убедитесь, что <c2>герои</c> готовы к сражению!"
"TID_BUTTON_CLAN_WAR_HISTORY","War Log","Journal de guerre","Kriegslog","Registro de guerra","Registro guerre","Oorlogs-\nlogboek","Krigslogg","Registro de Guerra","Savaş Günlüğü","クラン対戦ログ","部落对战日志","전쟁 기록","Ход войны"
"TID_CLAN_WAR_PREPARE_BUTTON","Prepare!","Se préparer","Bereit machen!","Prepararse","Preparati!","Bereid je voor!","Gjør deg klar!","Prepare-se!","Hazır ol!","戦闘準備！","开始准备！","준비!","Приготовьтесь!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","The clan war preparation is about to end!","Préparation à la guerre de clans bientôt terminée !","Die Vorbereitung für den Clankrieg endet gleich!","La preparación de la guerra de clanes está a punto de terminar.","I preparativi per la guerra tra clan stanno per terminare.","De voorbereiding van de clanoorlog is bijna afgelopen.","Forberedelsene til klankrigen er snart over!","A preparação para a guerra de clãs está acabando!","Klan savaşı hazırlığı sona ermek üzere!","クラン対戦の準備期間がまもなく終了します！","部落对战准备日即将结束！","클랜전 준비가 곧 끝납니다!","Подготовка клана к войне почти закончена!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","The clan war is about to end!","La guerre de clans va se terminer !","Der Clankrieg endet gleich!","¡La guerra de clanes está a punto de acabar!","La guerra tra clan sta per terminare.","De clanoorlog is bijna afgelopen!","Klankrigen er snart over!","A guerra de clãs está acabando!","Klan savaşı sona ermek üzere!","クラン対戦がまもなく終了します！","部落对战即将结束！","클랜전이 곧 끝납니다!","Война Кланов почти закончена!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","War Spectator","Spectateur de guerre","Kriegszuschauer","Espectador de guerra","Spettatore di guerra","Oorlogstoeschouwer","Krigstilskuer","Espectador da Guerra","Savaş İzleyicisi","観戦モード","观战模式","전쟁 관전","Военный наблюдатель"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","You didn't qualify for this war","Conditions pour cette guerre non remplies.","Du bist für diesen Krieg nicht zugelassen","No reúnes los requisitos para luchar en esta guerra.","Non possiedi i requisiti per partecipare a questa guerra","Je mag niet deelnemen aan deze oorlog","Du er ikke kvalifisert til denne krigen","Você não está qualificado para esta guerra","Bu savaşa katılma hakkı kazanamadın","このクラン対戦への参加資格がありません","您无法参与此次部落对战","이 전쟁에 참가할 자격이 없습니다.","Вы не готовы к этой войне"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYou need at least 10 clan members to begin.","Battez-vous clan contre clan pour la gloire, des butins bonus et de l'EXP de clan !\n\n\nIl vous faut au moins 10 membres de clan pour déclarer la guerre.","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nDu brauchst dazu mindestens 10 Clanmitglieder.","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\nNecesitas al menos 10 miembros del clan para empezar.","Affronta altri clan per conquistare gloria, ricompense e XP del clan!\n\n\nTi servono almeno 10 membri del clan per iniziare.","Vecht clan tegen clan om de eer, bonusbuit en clan-XP!\n\n\nJe hebt minimaal 10 clanleden nodig om te beginnen.","Kjemp klan mot klan for å vinne ære, rikdom og klan-XP!\n\n\nDu trenger minst 10 klanmedlemmer for å starte.","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nVocê precisa de pelo menos 10 membros do clã para começar.","Şöhret, bonus ganimet ve Klan TP kazanmak için klana karşı klan savaşlarına katıl!\n\n\nBaşlamak için en az 10 klan üyesine ihtiyacın var.","栄光とボーナス戦利品、そしてクランXPをかけたクラン同士の戦い！\n\n\nクラン対戦を行うには最低10人のメンバーが必要です。","参与部落对战，为荣誉、战利品和部落经验值而战！\n\n\n您的部落至少需要10名部落成员才能参与部落对战。","클랜전에서 영광과 전리품, 클랜 XP를 획득하세요!\n\n\n전쟁을 시작하려면 최소 10명의 클랜 회원 수가 필요합니다.","Сражайтесь клан против клана за славу, добычу и опыт клана!\n\n\nДля начала нужно минимум 10 соклановцев."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYour clan ready? Take them to war!","Battez-vous clan contre clan pour la gloire, des butins bonus et de l'EXP de clan !\n\n\nPrêt ? Déclarez la guerre !","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nIst dein Clan bereit? Führe ihn in den Krieg!","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\n¿Está tu clan listo para luchar? ¡La guerra os espera!","Affronta altri clan per conquistare gloria, ricompense e XP del clan!\n\n\nIl tuo clan è pronto? Guidalo in guerra!","Vecht clan tegen clan om de eer, bonusbuit en clan-XP!\n\n\nIs je clan er klaar voor? Geef het sein om oorlog te voeren!","Kjemp klan mot klan for å vinne ære, rikdom og klan-XP!\n\n\nEr klanen din klar? Led dem ut i krig!","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nSeu clã está pronto? À guerra!","Şöhret, bonus ganimet ve Klan TP kazanmak için klana karşı klan savaşlarına katıl!\n\n\nKlanın hazır mı? Hadi savaşa!","栄光とボーナス戦利品、そしてクランXPをかけたクラン同士の戦い！\n\n\nクランメンバーの準備が整ったら、いざ開戦！","参与部落对战，为荣誉、战利品和部落经验值而战！\n\n\n您的部落准备好了吗？那就开战吧！","클랜전에서 영광과 전리품, 클랜 XP를 획득하세요!\n\n\n클랜이 준비를 마쳤습니까? 전쟁터로 나가세요!","Сражайтесь клан против клана за славу, добычу и опыт клана!\n\n\nГотовы начать? Ведите соклановцев в бой!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nReady to begin? Ask a clan leader to start a war.","Battez-vous clan contre clan pour la gloire, des butins bonus et de l'EXP de clan !\n\n\nTout est prêt ? Demandez à un chef du clan de déclarer la guerre.","Kämpfe Clan gegen Clan - für Ruhm, Bonusbeute und Clan-EP!\n\n\nBist du bereit? Bitte einen Clanführer, einen Krieg zu beginnen.","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\n¿Lo tienes todo listo para luchar? Pide a uno de los líderes de tu clan que inicie una guerra.","Affronta altri clan per conquistare gloria, ricompense e XP del clan!\n\n\nPronto a cominciare? Chiedi a un capo di scatenare una guerra.","Vecht clan tegen clan om de eer, bonusbuit en clan-XP!\n\n\nKlaar om te beginnen? Vraag een clanleider om een oorlog te beginnen.","Kjemp klan mot klan for å vinne ære, rikdom og klan-XP!\n\n\nEr du klar? Be en klanleder om å starte en krig.","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nPronto para começar? Peça a um líder do clã para começar a guerra.","Şöhret, bonus ganimet ve Klan TP kazanmak için klana karşı klan savaşlarına katıl!\n\n\nBaşlamaya hazır mısın? Bir klan liderinden bir savaş başlatmasını iste.","栄光とボーナス戦利品、そしてクランXPをかけたクラン同士の戦い！\n\n\n準備ができたら、開戦するようリーダーに進言しましょう。","参与部落对战，为荣誉、战利品和部落经验值而战！\n\n\n准备好了吗？向部落首领请求开战吧。","클랜전에서 영광과 전리품, 클랜 XP를 획득하세요!\n\n\n출격 준비가 되었습니까? 클랜 대표에게 전쟁 시작을 요청하세요.","Сражайтесь клан против клана за славу, добычу и опыт клана!\n\n\nВы уже готовы? Предложите главе клана начать войну."
"TID_DRAW","Draw","Égalité","Unentschieden","Empate","Pareggio","Gelijkspel","Uavgjort","Empate","Berabere","引き分け","平局","무승부","Призвать"
"TID_ALLIANCE_WAR_NEW_WAR","New war","Nouvelle guerre","Neuer Krieg","Nueva guerra","Nuova guerra","Nieuwe oorlog","Ny krig","Nova guerra","Yeni savaş","新たなクラン対戦","新战争","새 전쟁","Новая война"
"TID_ALLIANCE_WAR_SCOUT","Scout","Explorer","Spähen","Explorar","Ricognizione","Verkennen","Speid","Explorar","Gözcülük yap","偵察","侦察","정찰","Шпионить"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Not attacked","Aucune attaque","Nicht angegriffen","Sin ataques","Non attaccato","Niet aangevallen","Ikke angrepet","Não houve ataque","Saldırıya uğramadı","攻撃していません","未遭受攻击","공격하지 않음","Не атаковали"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","War win bonus","Bonus de victoire de guerre","Siegbonus","Bonus por victoria","Bonus vittoria guerra","Oorlogsbonus\nwinst","Bonus for krigsseier","Bônus de vitória na guerra","Savaş kazanma bonusu","クラン対戦勝利ボーナス","战争胜利奖金","전쟁 승리 보너스","Бонус за победу"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Spectators cannot attack!","Les spectateurs ne peuvent pas attaquer !","Zuschauer können nicht angreifen!","Los espectadores no pueden atacar.","Gli spettatori non possono attaccare!","Toeschouwers kunnen niet aanvallen!","Tilskuere kan ikke angripe!","Espectadores não podem atacar!","İzleyiciler saldıramaz!","戦いに直接参加していないと攻撃できません！","观战的玩家不能参与进攻！","관전자는 공격할 수 없습니다!","Наблюдатель не может напасть!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Cannot attack, this war has not started yet!","Attaque impossible, cette guerre n'a pas encore commencé !","Angriff nicht möglich. Dieser Krieg hat noch nicht begonnen!","No puedes atacar, la guerra todavía no ha empezado.","Impossibile attaccare: questa guerra non è ancora iniziata.","Je kunt niet aanvallen. Deze oorlog is nog niet begonnen.","Kan ikke angripe, krigen har ikke startet ennå.","Impossível atacar: a guerra ainda não começou!","Saldırı yapılamıyor, bu savaş henüz başlamadı!","攻撃できません。まだクラン対戦の開始前です！","不能进攻，这场战争尚未开始！","이 전쟁은 아직 시작하지 않았으므로 공격할 수 없습니다!","Напасть нельзя — война еще не началась!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Cannot attack, this war has ended!","Attaque impossible, cette guerre est terminée !","Angriff nicht möglich. Dieser Krieg ist zu Ende!","No puedes atacar, esta guerra ha terminado.","Impossibile attaccare: questa guerra è terminata.","Je kunt niet aanvallen. Deze oorlog is afgelopen!","Kan ikke angripe, krigen er over.","Impossível atacar: a guerra terminou!","Saldırı yapılamıyor, bu savaş sona erdi!","攻撃できません。クラン対戦は終了しました！","不能进攻，这场战争已经结束！","이 전쟁은 끝났으므로 공격할 수 없습니다!","Напасть нельзя — война уже закончилась!"
"TID_WAR_PREPARE","Prepare!","Se préparer","Bereit machen!","¡A prepararse!","Preparati!","Bereid je voor!","Gjør deg klar!","Prepare-se!","Hazır ol!","準備しましょう！","准备！","준비!","Приготовьтесь!"
"TID_WAR_STARTS_IN","The war starts in:","Début de la guerre dans :","Der Krieg beginnt in:","La guerra empieza en:","La guerra inizierà tra:","De oorlog begint over:","Krigen starter om:","A guerra começa em:","Savaşa kalan süre:","クラン対戦開始まで：","战争开始倒计时：","전쟁 시작까지:","Война через:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Attacks used","Attaques utilisées","Benutzte Angriffe","Ataques usados","Attacchi usati","Gebruikte aanvallen","Angrep brukt","Ataques usados","Kullanılan saldırılar","攻撃回数","总进攻次数","사용한 공격","Атак использовано"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Average destruction","Moyenne de destruction","Durchschnittliche Zerstörung","Destrucción media","Distruzione media","Gemiddelde vernietiging","Gjennomsnittlig ødeleggelse","Média de destruição","Ortalama yıkım","平均破壊率","平均摧毁程度","평균 파괴","Средний урон"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Cannot scout, this war has ended!","Exploration impossible, cette guerre est terminée !","Spähen nicht möglich. Dieser Krieg ist zu Ende!","No puedes explorar, esta guerra ha terminado.","Ricognizione impossibile: questa guerra è terminata.","Je kunt niet verkennen. Deze oorlog is afgelopen!","Kan ikke speide, krigen er over.","Impossível explorar: a guerra terminou!","Gözcülük yapılamıyor, bu savaş sona erdi!","偵察できません。クラン対戦は終了しました！","无法侦察，这场战争已结束！","이 전쟁은 끝났으므로 정찰할 수 없습니다!","Шпионить невозможно: война окончена!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Spoils of War","Butin de guerre","Kriegsbeute","Botín de guerra","Bottino di guerra","Oorlogsbuit","Krigens frukter","Espólios de guerra","Savaş Ganimetleri","鹵獲のロックンロール","战争横财","전리품","Отголоски Войны"
"TID_ACHIEVEMENT_WAR_LOOT","Collect <number> gold in Clan War bonuses","Obtenir <number> or en bonus des guerres de clans","Sammle <number> Gold durch Clankrieg-Boni","Consigue <number> de oro en los bonus de guerras de clanes.","Ottieni <number> unità d'oro bonus nelle Guerre tra clan","Verzamel <number> eenheden goud via clanoorlogbonussen","Få <number> gull i klankrigbonus","Colete <number> unidades de ouro em bônus de Guerra de Clãs","Klan Savaşı bonuslarında <number> altın topla","クラン対戦ボーナスでゴールドを合計 <number> 集める","通过部落对战赢取<number>金币","클랜전 보너스로 <number> 골드 획득","Получите золото (<number>) как бонус за Войну Кланов"
