"TID","VI"
"TID_CAPITAL_PLAYGROUND_SNEAKY_ARCHERS","Triển khai <c54a0fe>Cung thủ lén lút</c> để phá hủy <cf70d16>Đại bác đa nòng</c> phía sau tường thành."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS","Triển khai <c54a0fe>Siêu Khổng nhân</c> để hấp thụ sát thương."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS","Triển khai <c54a0fe>Siêu Pháp sư</c> để phá hủy <cf70d16>Máy phóng lao</c> và <cf70d16>Tháp Bom</c> phía sau tường thành."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS_2","Tầm tấn công của <c54a0fe>Siêu Pháp sư</c> ngắn hơn một chút so với <c54a0fe>Cung thủ lén lút</c>."
"TID_CAPITAL_PLAYGROUND_GATES","Các đơn vị phòng thủ không thể bật nhảy trong Kinh đô, nhưng có thể đi qua các cổng."
"TID_CAPITAL_PLAYGROUND_GATES_2","Giống như tường thành, cổng có tác dụng cản bước tiến của các đơn vị tấn công."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS_2","Triển khai thêm <c54a0fe>Siêu Khổng nhân</c> để tăng cường tấn công."
"TID_CAPITAL_PLAYGROUND_GATES_3","Những anh chàng <cf70d16>Siêu Khổng nhân</c> tội nghiệp này đã bị nhốt trong phòng của mình."
"TID_CAPITAL_PLAYGROUND_GATES_4","Họ là mục tiêu dễ dàng cho các đơn vị tầm xa của bạn."
"TID_CAPITAL_PLAYGROUND_FROST","Có thể dùng <c38eaff>Thần chú băng giá</c> để làm chậm các đơn vị phòng thủ và đóng băng vũng nước cho bộ binh đi qua."
"TID_CAPITAL_PLAYGROUND_FROST_2","Triển khai <c38eaff>Thần chú Băng giá</c> ở đây để có thể tấn công đơn vị phòng thủ của kẻ địch từ phía sau."
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","Giờ thì phá hủy hệ thống phòng thủ còn lại đi nào. Hãy tự do trải nghiệm!"
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","Phần thưởng tấn công: <number>"
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","Phần thưởng phòng thủ: <number>"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","Ưu đãi Ngọc mở khóa khi Nhà Chính đạt cấp <value>"
"TID_PRIMAL_SCENERY","Phong cảnh Tiền sử"
"TID_PRIMAL_CHAMPION","Nữ tướng Tiền sử"
"TID_SHADOW_SCENERY","Phong cảnh Bóng tối"
"TID_CAPITAL_TUTORIAL_9","Mỗi Quận sẽ có các công trình và địa hình khác nhau. Tất cả những đặc điểm này đều có ích trong việc phát triển Kinh đô mạnh hơn."
"TID_CAPITAL_TUTORIAL_10","Tuy nhiên... đây vẫn là nơi mà tôi thích nhất."
"TID_CAPITAL_TUTORIAL_11","Sao bạn không bắt đầu và xem thử mình có thể giúp được gì nào?"
"TID_TUTORIAL_RUINS_1","Hừmm. Có vẻ như mọi thứ đều trong tình trạng đổ nát..."
"TID_TUTORIAL_RUINS_2","Hãy xây lại các tàn tích để Quận có thêm công trình mới."
"TID_TUTORIAL_RUINS_3","Tại đây, bạn có thể xem mình sẽ xây được các công trình gì và số Vàng Kinh đô cần có cho việc xây dựng."
"TID_TUTORIAL_RUINS_4","Càng xây nhiều công trình, bạn càng có nhiều lựa chọn để củng cố phòng thủ và tăng cường tấn công."
"TID_TUTORIAL_CAPITAL_UPGRADE_1","Hừmmm. Công trình này cần phải tốt hơn nữa. Hãy nâng cấp nào!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","Ở Kinh đô, cả Hội sẽ cùng nhau nâng cấp các công trình. Mỗi hội viên đều có thể phụ giúp và đóng góp Vàng Kinh đô."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","Khi đóng góp đủ số lượng, quá trình nâng cấp sẽ hoàn tất."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","Tôi chỉ cần giáng một phát búa là xong mọi việc, không như một số người..."
"TID_TUTORIAL_CAPITAL_ARMY_1","Khi tấn công ở đây, bạn sẽ sử dụng binh lính và thần chú từ Kinh đô của chính mình."
"TID_TUTORIAL_CAPITAL_ARMY_2","Tôi không có thời gian để đưa binh lính đi đi về về nếu bạn đổi ý đâu."
"TID_TUTORIAL_CAPITAL_ARMY_3","Quân đội của bạn luôn sẵn sàng tham chiến tại đây, khi bạn quyết định sẽ sử dụng binh lính nào."
"TID_TUTORIAL_CAPITAL_ARMY_4","Mở khóa và nâng cấp các Trại lính và Nhà máy Thần chú nếu bạn muốn có thêm lựa chọn hoặc muốn có quân đội mạnh hơn."
"TID_TUTORIAL_RAID_TEASER_1","Người trẻ như các bạn lúc nào cũng muốn làm hết mọi thứ."
"TID_TUTORIAL_RAID_TEASER_2","Khi đến lúc, Hội của bạn có thể tham gia Đột kích cuối tuần."
"TID_TUTORIAL_RAID_TEASER_3","Hãy kiên nhẫn một chút. Luyện tập tấn công và củng cố phòng thủ!"
"TID_TUTORIAL_RAID_WEEKEND_1","Ồ, đến lúc đột kích rồi! Trong các cuộc Đột kích cuối tuần, bạn sẽ tấn công Kinh đô của các Hội khác."
"TID_TUTORIAL_RAID_WEEKEND_2","Tại đây bạn có thể xem Hội địch mà mình đang đột kích. Để chiến thắng, Hội của bạn cần phải phá hủy tất cả các quận của đối thủ."
"TID_TUTORIAL_RAID_WEEKEND_3","Sau khi đánh bại Kinh đô này, bạn sẽ được ghép trận với một Kinh đô khác. Bạn sẽ tiếp tục có thêm đối thủ cho đến khi cuối tuần kết thúc!"
"TID_TUTORIAL_RAID_WEEKEND_4","Mỗi người có một số lượt tấn công. Giành được 3 sao trong lượt tấn công quận đầu tiên, bạn sẽ được thưởng thêm 1 lượt tấn công."
"TID_TUTORIAL_RAID_WEEKEND_5","Trong khi đó, các Hội khác đang tấn công Kinh đô của chúng ta. Tôi đã bảo là ta nên nâng cấp hệ thống phòng thủ mà..."
"TID_TUTORIAL_RAID_WEEKEND_6","Khi cuối tuần kết thúc, bạn sẽ nhận được số Huy chương đột kích tùy vào kết quả tấn công và phòng thủ của Hội mình."
"TID_BUTTON_BUY","Mua"
"TID_AVAILABLE_RAID_MEDALS","Huy chương đột kích khả dụng:"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","Tổng quan"
"TID_RAID_INFO_TAB_OVERVIEW","Đột kích cuối tuần là cơ hội để các Hội thể hiện bản lĩnh khi đối đầu với nhau. Hội của bạn sẽ chiến đấu chống lại một loạt Kinh đô của các Hội khác. Đánh bại càng nhiều Kinh đô thì phần thưởng bạn nhận được càng hấp dẫn! Trong khi đó, các Hội khác cũng sẽ tấn công Kinh đô của bạn. Bạn có thể theo dõi trận chiến tại Kinh đô của mình để điều chỉnh sơ đồ Quận và củng cố phòng thủ.\n\nMỗi hội viên đều sẽ có một số lượt tấn công như nhau để sử dụng vào cuối tuần. Nếu giành được 3 sao trong lượt tấn công quận đầu tiên, bạn sẽ được thưởng thêm một lượt tấn công. Không có cách nào khác để nhận thêm lượt tấn công đâu, nên hãy cân nhắc thật kỹ trước khi sử dụng lượt của mình nhé!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","Tấn công"
"TID_RAID_INFO_TAB_ATTACK","Cần phải thực hiện nhiều lượt tấn công để phá hủy hầu hết các Quận của Kinh đô. Sát thương từ đợt tấn công trước sẽ được ghi nhận cho các đợt tấn công sau. Ngoài ra, các Thần chú vẫn duy trì tác dụng trong đợt tấn công ngay sau đó. Khi bạn gây càng nhiều sát thương, khu vực triển khai binh lính sẽ càng mở rộng hơn, mang đến cho bạn các tùy chọn mới.\n\nHãy chơi thử Đột kích trong màn chơi Luyện tập này!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","Phần thưởng"
"TID_RAID_INFO_TAB_REWARDS","Hội của bạn sẽ nhận được Huy chương đột kích từ cả việc tấn công và phòng thủ trong các cuộc Đột kích cuối tuần. Khi Đột kích cuối tuần kết thúc, Huy chương đột kích sẽ được phân chia cho tất cả người chơi đã tham gia tấn công. Mỗi khi phá hủy một Quận, Hội của bạn sẽ nhận được Huy chương đột kích. Quận càng mạnh thì nhận được càng nhiều huy chương. Tùy thuộc vào khả năng phòng thủ trước những đợt tấn công của các Hội khác, Hội của bạn cũng sẽ nhận được một số lượng Huy chương đột kích tương ứng. Vì vậy, hãy thiết lập sơ đồ quận thật phức tạp để gây khó khăn cho đối phương.\n\nKhi tấn công trong các cuộc Đột kích, bạn có thể phá hủy các công trình để kiếm Vàng Kinh đô."
"TID_DECO_BOULDER","Tảng đá"
"TID_RAID_WEEKEND_STARTS_IN","Đột kích cuối tuần bắt đầu sau: <time>"
"TID_FIND_SPELL_FACTORY","Tìm Nhà máy"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Đã hết hạn đăng ký Đột kích cuối tuần."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Không thể đăng ký. Vui lòng thử lại sau."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Không thể đăng ký. Đột kích cuối tuần chưa bắt đầu."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Không thể đăng ký. Bạn không còn là thành viên của Hội."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Bạn không có quyền đăng ký"
"TID_TRAP_RUIN_DESC","Một số cạm bẫy bị bỏ hoang đang chờ bạn xây dựng lại.\n\nCó thể xây dựng lại khi <building> đạt cấp <level>."
"TID_DECO_RUIN_DESC","Một số đồ trang trí. Xây lại để di chuyển hoặc cất giữ chúng.\n\nCó thể xây lại khi <building> đạt cấp <level>."
"TID_DECO_RUIN_CAMPSITE","Bãi cắm trại"
"TID_DECO_RUIN_STONE_CIRCLE","Vòng tròn đá"
"TID_DECO_RUIN_LARGE_FOREST","Rừng cây lớn"
"TID_DECO_FIREPLACE","Lửa trại"
"TID_DECO_DEAD_TREE","Cây khô"
"TID_CAPITAL_GOLD_INFO","Bạn có thể tạo ra Vàng Kinh đô từ Lò luyện kim, đồng thời, bạn cũng sẽ nhận được tài nguyên này dưới dạng chiến lợi phẩm từ các cuộc Đột kích Kinh đô. Sử dụng chúng để thực hiện các nâng cấp trong Kinh đô Hội."
"TID_RAID_MEDALS_INFO","Bạn sẽ nhận được Huy chương đột kích khi tham gia đột kích Kinh đô Hội vào cuối tuần. Sử dụng những huy chương này khi gặp Thương gia để bổ sung Quân tiếp viện cho Hội Thành."
"TID_LEAGUE_MEDALS_INFO","Bạn sẽ nhận được Huy chương Giải đấu khi tham gia sự kiện Giải đấu Hội Chiến hằng tháng."
"TID_DECO_RUINED_PYRE","Giàn thiêu đổ nát"
"TID_DECO_RUIN_ROCKS","Sân đá"
"TID_RUINS_ARMY_CAMP","Tàn tích Doanh trại Quân đội"
"TID_RUINS_SPELL_FACTORY","Tàn tích Nhà máy Thần chú"
"TID_RUINS_BARRACKS","Tàn tích Trại lính"
"TID_CONTRIBUTED","<name> đã đóng góp"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Đột kích cuối tuần đã bắt đầu! Hãy tấn công Kinh đô Hội đối thủ và giành chiến thắng."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Đến lúc đột kích rồi! Hãy tấn công Kinh đô Hội đối thủ và giành chiến thắng."
"TID_TRADER_TUESDAY_NOTIFICATION","Thứ Ba Thương gia đã đến rồi! Hãy xem qua các ưu đãi hằng tuần mới nào!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Đột kích cuối tuần sắp kết thúc! Hoàn thành các lượt tấn công của bạn đi nào!"
"TID_NOTIFICATION_FORGE_COMPLETE","Vàng Kinh đô đã sẵn sàng. Hãy đến Lò luyện kim để thu thập!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Rừng cây bên vách đá"
"TID_DECO_RUIN_LAKESIDE_FOREST","Rừng cây bên bờ hồ"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Rừng cây bên bờ sông"
"TID_DECO_RUIN_RUINED_PILLARS","Cột đá đổ nát"
"TID_DECO_RUIN_ABANDONED_PYRE","Giàn thiêu bỏ hoang"
"TID_DECO_RUIN_TREE_FARM","Trang trại cây"
"TID_DECO_RUIN_TRUNKS","Gốc cây"
"TID_DECO_RUIN_FOREST_CIRCLE","Vòng tròn rừng cây"
"TID_ALL_CAPITAL_UPGRADES_DONE","Đã hoàn thành tất cả nâng cấp có thể thực hiện"
"TID_NO_RAIDS_MADE_YET","Chưa thực hiện cuộc đột kích nào."
"TID_NO_DEFENSES_YET","Chưa có phòng thủ."
"TID_FINDING_RAID","Đang tìm cuộc đột kích"
"TID_RAID_ATTACK_CONFIRM_INFO","Hãy chắc chắn bạn đã chuẩn bị sẵn sàng trước khi bắt đầu tấn công trong cuộc Đột kích!"
"TID_RAID_DONT_HAVE_RESULTS_YET","Chưa có kết quả đột kích."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Bạn đã không tham gia tấn công cùng với hội này trong cuộc Đột kích cuối tuần vừa qua."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","Hội này đã không tấn công trong cuộc Đột kích cuối tuần vừa qua."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","Hội này đã không tham gia cuộc Đột kích cuối tuần vừa qua."
"TID_RAID_RESULTS_INTERNAL_ERROR","Đã xảy ra lỗi trong quá trình xử lý kết quả của cuộc Đột kích cuối tuần vừa qua."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Không thể tấn công! Hiện bạn không tham gia cuộc đột kích này."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Không thể tấn công! Đột kích cuối tuần sắp kết thúc."
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Đã sử dụng tất cả lượt tấn công trong Đột kích cuối tuần."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Cuộc đột kích (tấn công)"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Cuộc đột kích (phòng thủ) trước đó"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Cuộc đột kích (phòng thủ)"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Cuộc đột kích (tấn công) trước đó"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Đột kích cuối tuần sắp kết thúc, không đủ thời gian để đăng ký!"
"TID_CAPITAL_RAID_SEASON_FULL","Hội của bạn đã đạt số hội viên tối đa tham gia cuộc Đột kích cuối tuần này."
"TID_CLAN_TAG_CLAN_CAPITAL","Kinh đô Hội"
"TID_MINER_QUEEN","Nữ hoàng Thợ mỏ"
"TID_SUMMER_QUEEN","Nữ hoàng Mùa hè"
"TID_ROYALE_SCENERY","Phong cảnh Royale"
"TID_SUMMER_KING","Vua Mùa hè"
"TID_SUMMER_WARDEN","Quản giáo Mùa hè"
"TID_SUMMER_CHAMPION","Nữ tướng Mùa hè"
"TID_SUMMER_SCENERY","Phong cảnh Mùa hè"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Xóa hàng đợi huấn luyện?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Bạn có chắc muốn xóa hàng đợi huấn luyện không?"
"TID_SETTING_AUTO_TRAIN","Tự động huấn luyện đội quân đã sử dụng"
"TID_SETTING_AUTO_TRAIN_INFO","Nếu \qBật\q cài đặt này, đội quân bạn đã sử dụng sẽ tự động được thêm vào hàng đợi huấn luyện sau trận chiến."
"TID_SOLD_OUT","Hết hàng!"
"TID_CAPBUILD_WALL_INFO","Tường thành giúp bảo vệ quận và ngăn cản bước tiến của kẻ thù.\n\nCác mảnh Tường thành của một quận luôn có cùng cấp độ và nâng cấp cùng lúc. Cùng nhau xây dựng, cùng nhau chiến đấu và cùng nhau nâng cấp tường thành!"
"TID_OBSTACLE_BIRTHDAY2022","Bánh Kỷ niệm lần thứ 10"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","Một sơ đồ Kinh đô Hội đã được thiết lập lại do có chứa nội dung không phù hợp."
"TID_BARRACKS_NOT_UNLOCKED","Chưa xây dựng Trại lính này."
"TID_SPELL_FACTORY_NOT_UNLOCKED","Chưa xây dựng Nhà máy Thần chú này."
"TID_WIZARD_STATUE","Tượng Pháp sư"
"TID_CHARACTER_INFO_SKELETON_GLIDER","Do di chuyển khá chậm nên Bộ xương không thể vượt qua Tường thành. Tuy nhiên tàu lượn sẽ giúp những bộ xương nhẹ bỗng này bay qua Tường thành một cách dễ dàng!"
"TID_CHARACTER_INFO_SKELETON3","Nếu chỉ một mình thì sinh vật đến từ cõi chết này không đáng lo ngại, nhưng chúng không bao giờ chiến đấu đơn độc mà luôn đi theo nhóm!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Hệ thống vẫn đang xử lý kết quả của cuộc Đột kích cuối tuần"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Đài tưởng niệm Yêu tinh Vương"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Đây là một quả bom? Hay đồ trang trí mừng sinh nhật lần thứ 10? Hay là tòa thị chính? Không ai biết cả!"
"TID_BUTTON_PLAY","Chơi"
"TID_PLAYABLE_IN","Có thể chơi sau:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","Hoàn thành thử thách trước đó"
"TID_ANNIVERSARY_TITLE","Clash of Clans tròn 10 tuổi"
"TID_CHALLENGE_INFO_2012","Clash of Clans phát hành trên toàn thế giới và cuộc phiêu lưu thú vị bắt đầu!"
"TID_CHALLENGE_INFO_2013","Tướng, Binh lính Hắc Tiên dược đầu tiên và Nhà Chính 10 ra mắt!"
"TID_CHALLENGE_INFO_2014","Các hội cuối cùng cũng có thể đấu với nhau trong Hội Chiến! Tướng có được kỹ năng và Nham khuyển gia nhập đội quân Clash."
"TID_CHALLENGE_INFO_2015","Đại Quản giáo xuất hiện cùng với Nhà Chính 11. Hắc Thần chú đầu tiên ra mắt. Và đột nhiên người chơi di chuyển Nhà Chính của họ vào trung tâm căn cứ..."
"TID_CHALLENGE_INFO_2016","Thế giới Clash phát triển lớn mạnh cùng với sự ra mắt của game Clash Royale. Thách đấu thân thiện và Chiến tranh đã được bổ sung vào game. Thạch thủ, Thợ mỏ và Tiểu Long xuất hiện."
"TID_CHALLENGE_INFO_2017","Căn cứ Thợ xây đã được phát hiện ở phía xa bên kia bờ biển. Lực sĩ xuất hiện cùng với Vật phẩm Thần kỳ và Trò chơi Hội đầu tiên."
"TID_CHALLENGE_INFO_2018","Nhà Chính 12 và Điện Long được bổ sung vào game. Cỗ máy Công thành, Giải đấu Hội Chiến và Thương gia cũng xuất hiện khiến mọi thứ trở nên sôi nổi hơn."
"TID_CHALLENGE_INFO_2019","Thử thách Mùa giải và Trang phục Tướng ra mắt. Tiếp theo là Hội trường Thợ xây 9 và các cải tiến dành cho Giải đấu Huyền thoại. Và vào cuối năm, Nhà Chính 13, Nữ tướng Hoàng gia cùng Người tuyết Yeti xuất hiện."
"TID_CHALLENGE_INFO_2020","Siêu Binh lính được bổ sung vào game giúp các Binh lính thông thường có được sức mạnh mới và kiểu tóc ấn tượng. Với sự ra mắt của Thợ săn Tướng, Máy phóng Khúc gỗ và Thần chú Tàng hình, người chơi càng có thêm nhiều lựa chọn chiến thuật hơn."
"TID_CHALLENGE_INFO_2021","Nhà Chính 14 ra mắt và cuộc hỗn chiến trong rừng rậm bắt đầu. Các vị Tướng có Linh thú đi theo trợ chiến khiến sức mạnh tấn công tăng vọt! Mọi thứ trở nên sôi nổi hơn khi Kỵ sĩ Rồng và Xe phóng lửa ra mắt."
"TID_CHALLENGE_INFO_2022","Người chơi đã khám phá ra Kinh đô Hội trên đỉnh núi cao được bao phủ bởi các đám mây. Tại đây, các Hội có thể cùng nhau xây dựng và chiến đấu! 10 năm đầu tiên đã trôi qua, nhưng ai biết được điều gì sẽ xảy ra trong 10 năm tiếp theo?"
"TID_IN_PROGRESS","Đang diễn ra"
"TID_STARS_COLLECTED","Số Sao: <number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","Ngọn lửa vĩnh cửu"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Ngọn lửa này sẽ không bao giờ tắt ư?"
"TID_INCOMPLETE_CAPITAL_ARMY","Hoàn thành Quân đội Kinh đô của bạn trước khi tấn công."
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Sơ đồ quận của hội đã được cài đặt lại do sơ đồ không phù hợp. Nếu tiếp tục vi phạm, bạn sẽ bị đình chỉ lâu hơn!\nĐể biết thêm thông tin về Sơ đồ Kinh đô Hội không phù hợp, vui lòng nhấn bên dưới."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Bạn đã nhận được <num> Ngọc từ phần thưởng tấn công trong Đột kích cuối tuần Kinh đô."
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Bạn đã nhận được <num> Ngọc từ phần thưởng phòng thủ trong Đột kích cuối tuần Kinh đô."
"TID_CAPITAL_UPGRADE_PRIORITIZE","Ưu tiên"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Bỏ ưu tiên"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Xảy ra lỗi khi ưu tiên nâng cấp"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Không ở trong hội"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Không được quyền ưu tiên nâng cấp"
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Thao tác không hợp lệ"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","Đã đạt giới hạn ưu tiên nâng cấp"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","Triển khai Tướng đã gọi về để sử dụng kỹ năng."
"TID_PET_PHOENIX","Phượng hoàng lửa"
"TID_PET_POISON_LIZARD","Thằn lằn phun độc"
"TID_PET_DIGGY","Tê tê độn thổ"
"TID_PET_FROSTY","Voi biển băng giá"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","Máy khoan Chiến tranh"
"TID_CHARACTER_ELECTRO_TITAN","Chiến binh Phóng điện"
"TID_CHARACTER_ICE_SPIRIT","Rệp băng"
"TID_BUILDING_SPELL_TOWER","Tháp Thần chú"
"TID_BUILDING_MONOLITH","Pháo đài đá"
"TID_SPELL_RECALL","Thần chú Thu quân"
"TID_CHALLENGE_START_FAILED","Không thể bắt đầu thử thách."
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Gọi binh lính quay trở về để triển khai lại"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","Đã triển khai binh lính được gọi về"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Không có binh lính nào được gọi về"
"TID_WEAPON_INVISIBILITY_SPELL","Tháp Thần chú Tàng hình"
"TID_CHOOSE_SPELL_MODE","Chọn chế độ thần chú"
"TID_WEAPON_POISON_SPELL","Tháp Thần chú Độc dược"
"TID_WEAPON_RAGE_SPELL","Tháp Thần chú Thịnh nộ"
"TID_SPELL_RECALL_HOUSING","Số lượng gọi về: <number>"
"TID_PET_PHOENIX_INFO","Người bạn thân thiết sẽ luôn bên cạnh khi bạn gặp khó khăn. Khi trận chiến bắt đầu, Phượng hoàng lửa chỉ là một quả trứng dễ vỡ, nhưng quả trứng này sẽ nở ra khi Tướng có nguy cơ bị hạ gục. Lúc này, Phượng hoàng lửa sẽ mang lại cho Tướng khả năng bất khả xâm phạm tạm thời và bắt đầu tấn công kẻ địch xung quanh."
"TID_PET_POISON_LIZARD_INFO","Thằn lằn phun độc rất nhanh nhẹn và linh hoạt. Nó sẽ phun nọc độc khiến đối thủ di chuyển chậm lại. Chất độc này có gây chết người không? Có thể lắm, có ai đủ can đảm để xác nhận điều này không?"
"TID_PET_DIGGY_INFO","Tê tê độn thổ có tính cách hướng nội và phần lớn thời gian đều ẩn mình dưới lòng đất. Tuy nhiên, khi cần phải chiến đấu, Tê tê độn thổ luôn sẵn sàng xuất hiện để phá hủy công trình và hỗ trợ Tướng của mình. Nếu Tướng bị hạ gục, nó sẽ tìm đến một Tướng khác để hỗ trợ."
"TID_PET_FROSTY_INFO","Voi biển băng giá có thể khiến kẻ thù lạnh sống lưng... theo đúng nghĩa đen. Linh thú này sẽ đóng băng kẻ thù bằng hơi thở băng giá của mình. Ngoài ra, nó còn giải phóng một bầy Rệp băng để hỗ trợ Tướng và làm chậm tốc độ của hệ thống phòng thủ."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","Một ví dụ điển hình cho trí tuệ của yêu tinh, Máy khoan Chiến tranh đào đường hầm dưới lòng đất và tiến về phía công trình phòng thủ gần nhất. Khi đến nơi, Máy khoan Chiến tranh sẽ chui lên, gây choáng và phá hủy công trình bằng mũi khoan tà ác."
"TID_CHARACTER_ELECTRO_TITAN_INFO","Chiến binh Phóng điện là đơn vị đáng gờm trên chiến trường, cô ta hầu như không kiểm soát được sức mạnh ma thuật nguyên thủy của mình. Cô ta chuyển một phần phép thuật vào chiếc roi điện quyền năng, và phần phép thuật còn lại sẽ tỏa ra gây sát thương lên mọi thứ xung quanh."
"TID_CHARACTER_ICE_SPIRIT_INFO","Mặc dù bản thân chính là những quả cầu tuyết băng giá nhưng Rệp băng lại rất nóng nảy. Chúng sẽ nhảy ra từ trên người Voi biển băng giá và lao đến đóng băng các công trình phòng thủ của kẻ địch ở gần nhất."
"TID_BUILDING_SPELL_TOWER_INFO","Trong nhiều năm, các Pháp sư luôn chỉ có thể phóng mỗi lần một quả cầu lửa trên chiến trường. Nhưng giờ đây, với sự phát triển của công nghệ phép thuật hoàn toàn tự động, bạn sẽ có thêm nhiều cách sử dụng phép thuật để đối phó với những kẻ tấn công!"
"TID_BUILDING_MONOLITH_INFO","Lần đầu tiên Thợ xây thử dùng Hắc Tiên dược để xây dựng công trình và đã tạo ra một sản phẩm cực kỳ đáng sợ. Mục tiêu có càng nhiều máu, Pháo đài đá sẽ gây ra càng nhiều sát thương. Một phương pháp hiệu quả để phòng thủ Làng, nhưng thật đáng sợ nếu bạn phải đối đầu với nó."
"TID_SPELL_RECALL_INFO","Tấn công không hiệu quả? Cần triển khai binh lính ở một vị trí khác? Thần chú Thu quân sẽ gọi Binh lính, Tướng và Linh thú quay về thanh triển khai. Sau đó, bạn có thể triển khai các đơn vị đã gọi về để thực hiện tấn công lần nữa."
"TID_PET_PHOENIX_ABILITY","Một phút huy hoàng"
"TID_PET_PHOENIX_ABILITY_INFO","Nở ra từ quả trứng và giúp Tướng bất khả xâm phạm vào khoảnh khắc cuối trước khi bị hạ gục."
"TID_PET_POISON_LIZARD_ABILITY","Hơi thở độc hại"
"TID_PET_POISON_LIZARD_ABILITY_INFO","Phun nọc độc về phía kẻ địch."
"TID_PET_DIGGY_ABILITY","Bất ngờ cực sốc"
"TID_PET_DIGGY_ABILITY_INFO","Tê tê độn thổ thường ẩn mình dưới lòng đất, nhưng nó sẽ chui lên gây choáng và phá hủy hệ thống phòng thủ."
"TID_PET_FROSTY_ABILITY","Bầy Rệp băng"
"TID_PET_FROSTY_ABILITY_INFO","Thỉnh thoảng sẽ giải phóng các chú Rệp băng để tấn công các công trình phòng thủ gần đó."
"TID_LOGIN_RESTRICTED_BY_LOCATION","Địa điểm hiện tại của bạn không hỗ trợ đăng nhập"
"TID_FAVORITE_TARGET_HEROES_AND_TROOPS","Tướng và Binh lính"
"TID_INFO_THROWING_POSITION","Vị trí triển khai:"
