"TID","FI"
"TID_CAPITAL_PLAYGROUND_FROST_2","Sijoita <c38eaff>pakkasloitsu</c> tähän, niin voit yllättää vihollisen puolustuksen takaapäin."
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","Tuhoa sitten jäljellä oleva puolustus. Kokeile vapaasti!"
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","Hyökkäyspalkinto: <number>"
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","Puolustuspalkinto: <number>"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","Jalokivitarjoukset avautuvat päärakennuksen tasolla <value>."
"TID_PRIMAL_SCENERY","Muinaismaisema"
"TID_PRIMAL_CHAMPION","Muinaistaituri"
"TID_SHADOW_SCENERY","Varjomaisema"
"TID_CAPITAL_TUTORIAL_9","Jokaisessa piirikunnassa on omanlaisensa rakennukset ja maasto. Tästä on hyötyä vahvemman keskuksen rakentamisessa."
"TID_CAPITAL_TUTORIAL_10","Tämä on silti edelleen suosikkini."
"TID_CAPITAL_TUTORIAL_11","Miksi et menisi katsomaan, miten voit olla avuksi?"
"TID_TUTORIAL_RUINS_1","Hmm, paikka näyttääkin olevan aika rempallaan."
"TID_TUTORIAL_RUINS_2","Rakenna näihin raunioihin uudet rakennukset piirikunnallesi."
"TID_TUTORIAL_RUINS_3","Tästä näet, mitä työstä saa ja paljonko keskuksen kultaa tarvitaan."
"TID_TUTORIAL_RUINS_4","Rakentamalla enemmän saatte paremmat puolustus- ja hyökkäysvalmiudet."
"TID_TUTORIAL_CAPITAL_UPGRADE_1","No jaa, tämä voisi olla parempikin. Päivitetään se!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","Keskuksessa koko klaani päivittää rakennuksia yhdessä. Jokainen jäsen voi avustaa keskuksen kultapotin kartuttamisessa."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","Kun koossa on tarpeeksi, päivitys valmistuu."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","Toisin kuin moni muu, minä saan hommat valmiiksi yhdellä riuskalla vasaranheilautuksella..."
"TID_TUTORIAL_CAPITAL_ARMY_1","Täällä hyökätessäsi käytät oman keskuksesi joukkoja ja loitsuja."
"TID_TUTORIAL_CAPITAL_ARMY_2","Ei minulla ole aikaa rahdata joukkoja eestaas, kun muutat mieltäsi."
"TID_TUTORIAL_CAPITAL_ARMY_3","Armeijasi on täällä aina valmiina taisteluun, kunhan päätät, mitä joukkoja haluat käyttää."
"TID_TUTORIAL_CAPITAL_ARMY_4","Avaa ja päivitä joukkojen parakkeja ja loitsukattiloita, jos haluat lisää valinnanvaraa tai vahvemman armeijan."
"TID_TUTORIAL_RAID_TEASER_1","Te nuoret haluatte tehdä kaikenlaista koko ajan."
"TID_TUTORIAL_RAID_TEASER_2","Kun oikea hetki koittaa, klaanisi voi osallistua ryöstöviikonloppuihin."
"TID_TUTORIAL_RAID_TEASER_3","Nyt tarvitaan vain hieman kärsivällisyyttä. Harjoittele hyökkäämistä ja rakenna vahva puolustus!"
"TID_TUTORIAL_RAID_WEEKEND_1","No niin, nyt on aika lähteä ryöstelemään! Ryöstöviikonloppuina hyökkäät muiden klaanien keskuksiin."
"TID_TUTORIAL_RAID_WEEKEND_2","Tästä näet vihollisklaanin, jota klaanisi tällä hetkellä ryöstää. Klaanisi voittaa tuhoamalla kaikki vihollisen piirikunnat."
"TID_TUTORIAL_RAID_WEEKEND_3","Kun voitatte tämän keskuksen, saatte uuden kohteen. Saatte uusia vastustajia koko viikonlopun ajan!"
"TID_TUTORIAL_RAID_WEEKEND_4","Jokainen saa käyttöönsä tietyn määrän hyökkäyksiä. Kun saat ensimmäisen kerran 3 tähteä piirikunnasta, saat lisähyökkäyksen."
"TID_TUTORIAL_RAID_WEEKEND_5","Samaan aikaan muut klaanit hyökkäävät meidän keskukseemme. Olisi varmaan kannattanut päivittää puolustusta..."
"TID_TUTORIAL_RAID_WEEKEND_6","Viikonlopun päättyessä saat ryöstömitaleja sen mukaan, kuinka hyvin klaanisi hyökkäys ja puolustus sujuivat."
"TID_BUTTON_BUY","Osta"
"TID_AVAILABLE_RAID_MEDALS","Ryöstömitaleja saatavilla:"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","Yleiskatsaus"
"TID_RAID_INFO_TAB_OVERVIEW","Ryöstöviikonloppuina klaanisi ottaa mittaa toisista klaaneista hyökkäämällä muiden klaanien keskuksiin. Jokaisen voittamanne keskuksen myötä etenette kohti parempia palkintoja. Samalla muut klaanit hyökkäävät teidän keskukseenne, ja voitte seurata tapahtumia ja hioa piirikuntien pohjapiirroksia.\n\nJokaisella klaanin jäsenellä on viikonlopun aikana käytettävissään yhtä monta hyökkäystä. Ensimmäisestä 3 tähden piirikuntavoitosta saa yhden lisähyökkäyksen. Muita tapoja lisähyökkäysten hankkimiseen ei ole, joten hyökkää harkiten!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","Hyökkääminen"
"TID_RAID_INFO_TAB_ATTACK","Useimpien keskusten piirikuntien voittamiseen vaaditaan monta hyökkäystä. Aiempien hyökkääjien aiheuttama tuho säilyy seuraaviin hyökkäyksiin, ja myös loitsut säilyvät seuraavalle hyökkääjälle. Lisääntyneen tuhon myötä myös joukkojen sijoitusalue laajenee, joten vaihtoehdotkin lisääntyvät.\n\nKokeile ryöstöhyökkäyksiä harjoitustasolla!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","Palkinnot"
"TID_RAID_INFO_TAB_REWARDS","Klaanisi saa ryöstömitaleja ryöstöviikonloppuina sekä hyökkäämisestä että puolustamisesta. Ryöstömitalit jaetaan kaikille hyökänneille pelaajille ryöstöviikonlopun päätteeksi. Ryöstömitaleja saa jokaisesta klaanin tuhoamasta piirikunnasta - mitä vahvempi piirikunta, sitä enemmän mitaleja. Ryöstömitaleja saa myös sen perusteella, miten hyvin klaani puolustautuu muita klaaneja vastaan. Suunnitelkaa siis klaanille mahdollisimman ovelat pohjapiirrokset, jotta piirikunnat olisi vaikea tuhota.\n\nRyöstöhyökkäyksissä voit varastaa keskuksen kultaa tuhoamalla rakennuksia."
"TID_DECO_BOULDER","Lohkare"
"TID_RAID_WEEKEND_STARTS_IN","Ryöstöviikonloppuun: <time>"
"TID_FIND_SPELL_FACTORY","Etsi kattila"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Ryöstöviikonlopun ilmoittautuminen on päättynyt."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Ilmoittautuminen ei onnistu. Yritä myöhemmin uudelleen."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Ilmoittautuminen ei onnistu. Ryöstöviikonloppu ei ole käynnissä."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Ilmoittautuminen ei onnistu. Et ole enää tässä klaanissa."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Sinulla ei ole lupaa ilmoittautua."
"TID_TRAP_RUIN_DESC","Kasa rappiolle jätettyjä ansoja odottaa kunnostusta.\n\nVoit korjata ne, kun <building> on tasolla <level>."
"TID_DECO_RUIN_DESC","Kasa koristeita. Korjaa ne, jos haluat liikutella tai jemmata niitä.\n\nKorjattavissa, kun <building> on vähintään tasolla <level>."
"TID_DECO_RUIN_CAMPSITE","Leiri"
"TID_DECO_RUIN_STONE_CIRCLE","Kivirinki"
"TID_DECO_RUIN_LARGE_FOREST","Suuri metsä"
"TID_DECO_FIREPLACE","Nuotio"
"TID_DECO_DEAD_TREE","Laho puu"
"TID_CAPITAL_GOLD_INFO","Keskuksen kultaa saa takomosta sekä saaliina ryöstämällä muita keskuksia. Käytä sitä klaanikeskuksen päivityksiin."
"TID_RAID_MEDALS_INFO","Ryöstömitaleja saa osallistumalla klaanikeskuksen ryöstöviikonloppuihin. Käytä niitä ostoksiisi kauppiaalta tai lisää vahvistusjoukkoja klaanilinnaasi."
"TID_LEAGUE_MEDALS_INFO","Liigamitaleja saa osallistumalla kuukausittaiseen klaanisotaliigatapahtumaan."
"TID_DECO_RUINED_PYRE","Kokon rauniot"
"TID_DECO_RUIN_ROCKS","Kivikko"
"TID_RUINS_ARMY_CAMP","Leirin rauniot"
"TID_RUINS_SPELL_FACTORY","Loitsukattilan rauniot"
"TID_RUINS_BARRACKS","Parakin rauniot"
"TID_CONTRIBUTED","<name> lahjoitti."
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Ryöstöviikonloppu on alkanut! Hyökkää kilpailijoiden klaanikeskuksiin ja nouse voittajaksi."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Nyt ryöstellään! Hyökkää kilpailijoiden klaanikeskuksiin ja nouse voittajaksi."
"TID_TRADER_TUESDAY_NOTIFICATION","Nyt on toritiistai! Katso kauppiaan uudet viikon tarjoukset!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Ryöstöviikonloppu päättyy pian! Vie hyökkäyksesi loppuun!"
"TID_NOTIFICATION_FORGE_COMPLETE","Keskuksen kulta on kerättävissä takomosta!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Jyrkännemetsä"
"TID_DECO_RUIN_LAKESIDE_FOREST","Järvimetsä"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Jokimetsä"
"TID_DECO_RUIN_RUINED_PILLARS","Pylväiden rauniot"
"TID_DECO_RUIN_ABANDONED_PYRE","Hylätty kokko"
"TID_DECO_RUIN_TREE_FARM","Puufarmi"
"TID_DECO_RUIN_TRUNKS","Rungot"
"TID_DECO_RUIN_FOREST_CIRCLE","Metsärinki"
"TID_ALL_CAPITAL_UPGRADES_DONE","Kaikki mahdolliset päivitykset tehty"
"TID_NO_RAIDS_MADE_YET","Ryöstöjä ei ole vielä tehty."
"TID_NO_DEFENSES_YET","Ei vielä puolustuksia."
"TID_FINDING_RAID","Etsitään ryöstöä..."
"TID_RAID_ATTACK_CONFIRM_INFO","Varmista, että olet valmiina ennen kuin aloitat ryöstöhyökkäyksen!"
"TID_RAID_DONT_HAVE_RESULTS_YET","Ryöstötuloksia ei vielä ole."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Et hyökännyt edellisen ryöstöviikonlopun aikana tässä klaanissa."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","Klaani ei hyökännyt edellisen ryöstöviikonlopun aikana."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","Klaani ei osallistunut edelliseen ryöstöviikonloppuun."
"TID_RAID_RESULTS_INTERNAL_ERROR","Jokin meni vikaan edellisen ryöstöviikonlopun tulosten haussa."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Ei voida hyökätä! Ei mukana ryöstöissä."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Ei voida hyökätä! Ryöstöviikonloppu päättyy."
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Kaikki ryöstöviikonlopun hyökkäykset on käytetty."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Ryöstö (hyökkäys)"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Aiempi ryöstö (puolustus)"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Ryöstö (puolustus)"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Aiempi ryöstö (hyökkäys)"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Tämä ryöstöviikonloppu on melkein ohi, enää ei ehdi ilmoittautua!"
"TID_CAPITAL_RAID_SEASON_FULL","Klaanisi sai enimmäismäärän osallistujia tähän ryöstöviikonloppuun."
"TID_CLAN_TAG_CLAN_CAPITAL","Klaanikeskus"
"TID_MINER_QUEEN","Kaivoskuningatar"
"TID_SUMMER_QUEEN","Kesäkuningatar"
"TID_ROYALE_SCENERY","Royale-maisema"
"TID_SUMMER_KING","Kesäkuningas"
"TID_SUMMER_WARDEN","Kesäsuojelija"
"TID_SUMMER_CHAMPION","Kesätaituri"
"TID_SUMMER_SCENERY","Kesämaisema"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Tyhjennä koulutusjono?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Haluatko varmasti tyhjentää koulutusjonon?"
"TID_SETTING_AUTO_TRAIN","Edellisen armeijan automaattikoulutus"
"TID_SETTING_AUTO_TRAIN_INFO","Jos tämä on päällä, käytetty armeija lisätään automaattisesti koulutusjonoon taistelun jälkeen."
"TID_SOLD_OUT","Loppuunmyyty!"
"TID_CAPBUILD_WALL_INFO","Muurit suojaavat piirikuntia ja pitävät viholliset loitolla.\n\nPiirikunnan muurit ovat aina keskenään samalla tasolla ja päivittyvät yhtä aikaa. Rakentakaa yhdessä, taistelkaa yhdessä, päivittäkää muurinne yhdessä!"
"TID_OBSTACLE_BIRTHDAY2022","10-vuotissynttärikakku"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","Klaanikeskuksen pohjapiirroksen muutokset on nollattu sopimattoman sisällön vuoksi."
"TID_BARRACKS_NOT_UNLOCKED","Tätä parakkia ei ole vielä korjattu."
"TID_SPELL_FACTORY_NOT_UNLOCKED","Tätä loitsukattilaa ei ole vielä korjattu."
"TID_WIZARD_STATUE","Velhopatsas"
"TID_CHARACTER_INFO_SKELETON_GLIDER","Muurit ovat vaikea pala hentoiselle luurangolle. Liitimellä keveät luut voi kuitenkin liidättää muurien ylitse leikiten."
"TID_CHARACTER_INFO_SKELETON3","Tämä luukasa ei muuten olisi kovinkaan vaarallinen, mutta se ei koskaan taistele yksin, vaan mukana on aina koko kaliseva komppania!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Ryöstöviikonlopun tuloksia valmistellaan vielä."
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Hiisikuninkaan ylistys"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Onko se pommi? 10-vuotissynttärien koriste? Uusi päärakennus? Mene ja tiedä!"
"TID_BUTTON_PLAY","Pelaa"
"TID_PLAYABLE_IN","Odota vielä:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","Suorita edellinen haaste"
"TID_ANNIVERSARY_TITLE","10 vuotta Clashia"
"TID_CHALLENGE_INFO_2012","Clash of Clans julkaistaan maailmanlaajuisesti, ja hauskanpito alkaa!"
"TID_CHALLENGE_INFO_2013","Sankarit, ensimmäiset mustan eliksiirin joukot ja päärakennuksen taso 10 saapuvat!"
"TID_CHALLENGE_INFO_2014","Klaanit alkavat ottaa mittaa toisistaan klaanisodissa! Sankarit saavat taitonsa, ja laavahurtta liittyy joukkoon."
"TID_CHALLENGE_INFO_2015","Suursuojelija saapuu päärakennuksen tason 11 myötä. Ensimmäiset mustat loitsut valmistetaan. Yhtäkkiä päärakennukset ovatkin tukikohdan sisällä..."
"TID_CHALLENGE_INFO_2016","Clash-maailma kasvaa, kun Clash Royale julkaistaan. Ystävyystaistelut ja -sodat lisätään peliin, samoin kuin keilaajat, kaivosmiehet ja pikku lohikäärmeet."
"TID_CHALLENGE_INFO_2017","Rakentajan tukikohta löydetään merten takaa. Voimamies ilmestyy paikalle taikaesineiden kera ja järjestää ensimmäiset klaanikisat."
"TID_CHALLENGE_INFO_2018","Päärakennuksen taso 12 ja salamalohikäärme saapuvat sähköistämään tunnelmaa, ja piirityskoneet, klaanisotaliigat ja kauppias sekoittavat pakkaa entisestään."
"TID_CHALLENGE_INFO_2019","Ensin riemastumme kausihaasteista ja sankariasuista, ja keskellä vuotta jatkamme rakentajan talon tasolla 9 ja parannellulla legendaliigalla. Vuosi kruunataan päärakennuksen tasolla 13 sekä kuninkaallisella taiturilla ja jetillä."
"TID_CHALLENGE_INFO_2020","Superjoukot saapuvat peliin piristämään perusjoukkoja uusilla voimilla ja kiiltävämmillä kuontaloilla. Saalistaja, tukkilinko ja näkymättömyysloitsu tuovat peliin lisää vaihtoehtoja."
"TID_CHALLENGE_INFO_2021","Päärakennuksen tasolla 14 viidakosta alkaa kuulua jyrinää. Lemmikit tarjoavat sankareille seuraa ja lisävoimia, ja lohikäärmeratsastaja ja roihunheitin tuovat mukavaa lämpöä."
"TID_CHALLENGE_INFO_2022","Klaanikeskus löydetään pilvien yläpuolelta, ja klaanit pääsevät rakentamaan ja taistelemaan yhdessä! Ensimmäiset kymmenen vuotta ovat nyt takanapäin... Mitä muutoksia seuraavat kymmenen vuotta mahtavat tuoda?"
"TID_IN_PROGRESS","Käynnissä"
"TID_STARS_COLLECTED","Tähtiä: <number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","Ikuinen liekki"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Onko tämä se liekki, joka ei koskaan sammu?"
"TID_INCOMPLETE_CAPITAL_ARMY","Täydennä keskuksen armeijaa ennen hyökkäämistä."
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Klaanisi piirikunnan muokattu pohjapiirros on nollattu sopimattoman sisällön vuoksi. Toistuvat rikkeet johtavat pidempiin estoihin.\nSaat lisätietoja sopimattomista klaanikeskuksen pohjapiirroksista napauttamalla alla olevaa painiketta."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Sait <num> jalokiveä palkinnoksi keskuksen ryöstöviikonlopun hyökkäyksistä."
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Sait <num> jalokiveä palkinnoksi keskuksen ryöstöviikonlopun puolustuksesta."
"TID_CAPITAL_UPGRADE_PRIORITIZE","Merkitse:\ntärkeä"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Merkitse:\nei tärkeä"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Virhe tärkeyden määrityksessä"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Ei klaanissa"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Et voi muuttaa päivitysten tärkeysjärjestystä."
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Virheellinen toiminto"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","Tärkeiden päivitysten enimmäismäärä täynnä."
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","Sijoita palautettu sankari, niin voit käyttää taidon."
"TID_PET_PHOENIX","Feeniks"
"TID_PET_POISON_LIZARD","Myrkkylisko"
"TID_PET_DIGGY","Möyriäinen"
"TID_PET_FROSTY","Kuurakamu"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","Taistelupora"
"TID_CHARACTER_ELECTRO_TITAN","Salamatitaani"
"TID_CHARACTER_ICE_SPIRIT","Kuurapallo"
"TID_BUILDING_SPELL_TOWER","Loitsutorni"
"TID_BUILDING_MONOLITH","Monoliitti"
"TID_SPELL_RECALL","Palautusloitsu"
"TID_CHALLENGE_START_FAILED","Haasteen aloitus ei onnistunut."
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Palauta joukot ja sijoita ne uudelleen."
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","Palautetut joukot on jo sijoitettu."
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Ei palautettuja joukkoja."
"TID_WEAPON_INVISIBILITY_SPELL","Näkymättömyystorni"
"TID_CHOOSE_SPELL_MODE","Valitse loitsutila"
"TID_WEAPON_POISON_SPELL","Myrkkytorni"
"TID_WEAPON_RAGE_SPELL","Raivotorni"
"TID_SPELL_RECALL_HOUSING","Palautuskapasiteetti: <number>"
"TID_PET_PHOENIX_INFO","Tiukassa tilanteessa tosiystävä ottaa siipiensä suojaan! Aluksi feeniks on vain avuton muna, joka kuoriutuu silloin, kun sankarin voimat alkavat ehtyä. Tämä tulisieluinen siipiveikko antaa sankarilleen tilapäisen haavoittumattomuuden ja hyökkää lähimpien vihollisten kimppuun."
"TID_PET_POISON_LIZARD_INFO","Taistelukentän nopein hyökkääjä, myrkkylisko, sylkee hidastusmyrkkyä vihollisia kohti. Tämän toksisen matelijan ympärillä kuljetaan kuin hidastetussa filmissä!"
"TID_PET_DIGGY_INFO","Möyriäinen on niin ujo, että viettää aikansa mieluiten maan alla piilotellen. Taistelussa se kuitenkin tekee oman osansa hyökkäämällä rakennuksia kohti ja auttamalla sankariaan. Jos sankari kaatuu, möyriäinen etsii itselleen uuden rapsuttelijan."
"TID_PET_FROSTY_INFO","Kuurakamu on lemmikeistä viilein... ihan oikeasti. Sen jäinen hönkäys jäädyttää vihollisia, ja lisäksi sen vapauttamat kuurapallot hidastavat puolustusta ja auttavat sankaria."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","Mikä mieletön todiste hiisien nerokkuudesta! Taistelupora kaivautuu maan alla kohti lähintä puolustusta, jonka saavuttaessaan se putkahtaa pintaan lamaannuttamaan ja aiheuttamaan tuhoa mahtavalla terällään."
"TID_CHARACTER_ELECTRO_TITAN_INFO","Salamatitaani hallitsee taistelukenttiä pitelemättömän rajulla taikavoimallaan. Hän kanavoi osan taiastaan voimakkaaseen salamaan, ja loppu pulppuaa hänen ympärilleen vahingoittamaan kaikkea, mikä on ulottuvilla."
"TID_CHARACTER_ICE_SPIRIT_INFO","Nämä mötikät ovat melko kuumaverisiä siihen nähden, että niiden ruumiinlämpötila on pakkasen puolella. Kuurakamun matkaan lähettäminä ne viilentävät viheliäisesti lähintä puolustusrakennusta."
"TID_BUILDING_SPELL_TOWER_INFO","Vuosikausia velhot ovat kantaneet vastuun taistelukentän taikalatauksesta tulipallo kerrallaan. Nyt ne ovat kuitenkin kehittäneet täysin automaattisen apukeinon, jolla voit hämmentää hyökkääjiä taikavoimilla!"
"TID_BUILDING_MONOLITH_INFO","Rakentaja kokeili käyttää apunaan mustaa eliksiiriä, ja lopputulos on aika pelottava. Monoliitti aiheuttaa sitä enemmän tuhoa, mitä voimakkaampi sen kohde on. Ihan kiva juttu omassa puolustuksessa, mutta tätä vastaan hyökkääminen on melko jännittävää."
"TID_SPELL_RECALL_INFO","Meinaako hyökkäys mennä mönkään? Olisiko pitänyt aloittaa toisesta suunnasta? Palautusloitsun avulla voit palauttaa joukkoja, sankareita ja lemmikkejä takaisin sijoituspalkkiin ja lähettää ne tekemään uutta iskua."
"TID_PET_PHOENIX_ABILITY","Tulinen lopetus"
"TID_PET_PHOENIX_ABILITY_INFO","Kuoriutuu ja tekee sankarinsa vahingoittumattomaksi hieman ennen kuin sankari kaatuu."
"TID_PET_POISON_LIZARD_ABILITY","Lemuava hönkäys"
"TID_PET_POISON_LIZARD_ABILITY_INFO","Sylkee myrkkyä vihollisia kohti."
"TID_PET_DIGGY_ABILITY","Tyrmäävä yllätys"
"TID_PET_DIGGY_ABILITY_INFO","Möyriäinen etenee enimmäkseen maan alla, josta se putkahtaa esiin lamaannuttamaan ja vahingoittamaan puolustusta."
"TID_PET_FROSTY_ABILITY","Kylmät kaverit"
"TID_PET_FROSTY_ABILITY_INFO","Lähettää kuurapalloja tietyin väliajoin kohti lähellä olevaa puolustusta."
"TID_LOGIN_RESTRICTED_BY_LOCATION","Kirjautumista nykyisessä sijainnissasi ei tueta."
"TID_FAVORITE_TARGET_HEROES_AND_TROOPS","Sankarit ja joukot"
"TID_INFO_THROWING_POSITION","Sijoituspaikka"
"TID_INFO_THROWING_POSITION_SELF","Loitsutorni"
"TID_INFO_THROWING_POSITION_TARGET","Kohde"
"TID_INFO_ACTIVATION_TYPE","Aktivoituu"
"TID_INFO_ACTIVATION_TYPE_HIT_BUILDING_IN_RANGE","Osuma kantamalla olevaan rakennukseen"
"TID_INFO_ACTIVATION_TYPE_UNIT_IN_RANGE","Kohde kantaman sisällä"
"TID_ADDITIONAL_DAMAGE_PER_TARGET_HP","Lisätuho: <number> %"
"TID_BASE_DPS","Perustuho sekuntia kohden: <number>"
"TID_GP_GET_SCREEN_TITLE","Hanki kultapassi"
"TID_STARTER_TH2_BUILDCANNON","Rakenna tykki"
"TID_STARTER_TH2_INFO_BUILDCANNON","Hanki toinen tykki kaupasta!"
"TID_POISON_CLOUD_TOWER","Myrkkytorni"
"TID_HASTE_TOWER","Raivotorni"
"TID_INVISIBILITY_SPELL_TOWER","Näkymättömyystorni"
"TID_RECHARGE_TIME","Latausaika: <number> s"
"TID_BP_BONUS_POINTS_TITLE","Lisäpisteitä!"
"TID_BP_BONUS_POINTS_INFO","Koska sinulla oli kultapassi viime kaudella, saat ylimääräisiä haastepisteitä, jos hankit sen myös tällä kaudella."
"TID_BP_NO_BONUS_POINTS_TITLE","Lisäpisteitä!"
"TID_BP_NO_BONUS_POINTS_TEXT","Saat ylimääräisiä haastepisteitä ostamalla kultapassin peräkkäisillä kausilla."
"TID_BUTTON_CHANGE_SPELL","Valitse loitsu"
"TID_STUN_TIME","Kohteen lamautus: <number> sekuntia"
"TID_REVIVE_TIME","Elinvoiman palautus: <number> sekuntia"
"TID_AURA_DAMAGE","Aluetuho sekuntia kohden: <number>"
"TID_BP_RECEIVED","Kultapassi vastaanotettu!"
"TID_PIXEL_KING","Pikselikuningas"
"TID_PIXEL_SCENERY","Pikselimaisema"
"TID_PIXEL_QUEEN","Pikselikuningatar"
"TID_PIXEL_WARDEN","Pikselisuojelija"
"TID_PIXEL_CHAMPION","Pikselitaituri"
"TID_PARTY_CHAMPION","Biletaituri"
"TID_10TH_CLASHIVERSARY_SCENERY","Clashin 10-vuotissynttärien maisema"
"TID_CLASHFEST_KING","Clash Fest -kuningas"
"TID_CLASHFEST_SCENERY","Clash Fest -maisema"
"TID_CHAMP_WARDEN","Mestaruussuojelija"
"TID_SPOOKY_QUEEN","Karmiva kuningatar"
"TID_MAGIC_SCENERY","Taikamaisema"
"TID_NO_OPENID_LOGIN_KUNLUN_ACCOUNTS","此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。"
"TID_OBSTACLE_HALLOWEEN2022","Karkki vai kepponen?"
"TID_DIAMOND_BUNDLE_TH15","Tason 15 päärakennuspaketti"
"TID_LOCKED_ITEM_LEVEL","<item> (avautuu tasolla <number>)"
"TID_MODE_STILL_LOCKED","Avaa päivittämällä."
"TID_KICK_FAIL_CAPITAL","Et voi poistaa pelaajia, kun olet keskuksessa."
"TID_EPIC_MAGIC_SCENERY","Eeppinen taikamaisema"
"TID_TH15_CHAMPION","Taikataituri"
"TID_TH15_QUEEN","Taikakuningatar"
"TID_TH15_WARDEN","Taikasuojelija"
"TID_TH15_KING","Taikakuningas"
"TID_SPOOKY_SCENERY","Karmiva maisema"
"TID_CHALLENGE_EVENT_ENDED","Haastetapahtuma on päättynyt"
"TID_CHIEFS_JOURNEY","Päällikön matka"
"TID_BUILDING_CUSTOMIZE_BUTTON","Muokkaa"
"TID_BUILDING_CUSTOMIZE_SCREEN_TITLE","Muokkaa: <name>"
"TID_BUILDING_CUSTOMIZE_CATEGORY_GROUND","Maa"
"TID_BUILDING_CUSTOMIZE_CATEGORY_FOOT","Muurit"
"TID_BUILDING_CUSTOMIZE_CATEGORY_ROOF","Katto"
"TID_BUILDING_CUSTOMIZE_CATEGORY_DECO","Koriste"
"TID_TRADER_NEW","UUSI"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON","Inferno-lohikäärmeiden parakki"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON_INFO","Hauska paikka, jossa Inferno-lohikäärmeet voivat hengailla yhdessä. Valmistettu parhaiten tulta kestävästä materiaalista, jonka suurrakentaja löysi."
"TID_CAPBUILD_SPELLLAB_GRAVEYARD","Hautausmaan loitsukattila"
