"TID","KR"
"TID_CAPITAL_LOCKED_PLAYER_LEVEL_TOO_LOW","클랜 캐피탈은 <level>레벨 마을회관에서 잠금 해제됩니다."
"TID_CAPITAL_LOCKED_CLAN_LEVEL_TOO_LOW","클랜 캐피탈은 <level>레벨 클랜에서 잠금 해제됩니다."
"TID_CHARACTER_INFO_SNEAKY_ARCHERS","한 무리의 은신 아처는 중요한 목표물을 확실히 제거해냅니다. 적에게 들키키 전까지는요."
"TID_CHARACTER_INFO_RAID_CART","또 다른 바퀴 달린 대포라니! 크게 놀라운 요소는 없을지 모르지만, 상당한 화력과 난폭한 바바리안의 호위 등으로 충분히 만회할 수 있습니다!"
"TID_CHARACTER_INFO_SUPER_WIZARDS","슈퍼 마법사들이 \q자만심\q이 강하다는 걸 아셨나요? 가까이 붙어 있는 건물들을 날려버리는 데는 뛰어나지만, 생각만큼 강력하지는 않습니다!"
"TID_CHARACTER_INFO_SUPER_BARBARIANS","긴급 상황이 발생하면 언제든지 슈퍼 바바리안 무리에게 의지할 수 있습니다. 그들은 배치된 직후에 가장 강하지만 상황이 진정된 후에도 뛰어난 직업 의식을 유지합니다."
"TID_CHARACTER_INFO_SUPER_GIANTS","한 쌍의 슈퍼 자이언트는 정말 다재다능합니다. 늠름한 모습으로 방어 시설을 파괴하는 데 뛰어날 뿐더러, 필요한 경우 장벽을 부술 수도 있습니다!"
"TID_CHARACTER_INFO_ROCKET_BALLOONS","불리한 지형에서는 로켓 비행선 무리가 임무 완수에 도움이 됩니다. 부스터가 먼저 바닥이 나지 않는다면요..."
"TID_CHARACTER_INFO_SKELETON_BARRELS","축제라도 벌어지는 줄 아셨나요? 사실 이건 하늘의 해골 군단입니다. 모든 풍선이 터지고 나면 지상의 해골 군단이 됩니다."
"TID_CHARACTER_INFO_HOG_RAIDERS","라이더와 글라이더의 아름다운 재회, 바로 호그 습격자 군단입니다!"
"TID_CHARACTER_INFO_MINION_HORDE","빠르게 날아드는 6명의 비장갑 공격 유닛입니다. 셋은 그룹, 여섯은 무리이죠!"
"TID_CAPITAL_JUMP_INFO","장벽과 물이 방해가 되나요? 이 마법을 사용해 길을 만들어내세요. 아군 유닛이 방해받지 않고 뛰어넘을 수 있게 됩니다!"
"TID_CAPITAL_FROST_INFO","전투의 열기 속에서 냉정함을 유지하는 것이 중요합니다!\n\n이 마법을 사용해 적 유닛과 건물의 속도를 늦추거나 물을 얼려 그 위를 건널 수 있습니다."
"TID_CAPITAL_SPELL_DURATION","지속 시간:"
"TID_CAPITAL_SPELL_DURATION_ATTACKS","공격 <num>회"
"TID_CAPITAL_RAID_RECENT_PROGRESS","최근 진행 상황:"
"TID_NEXT_RAID","다음 습격전"
"TID_CONGRATULATIONS","축하합니다"
"TID_LOOT_SHORT","전리품:"
"TID_RAID_NUMBER","습격전 <number>회"
"TID_ACHIEVEMENT_DONATE_CAPITAL_TITLE","MVP 클랜원"
"TID_ACHIEVEMENT_DONATE_CAPITAL","클랜 캐피탈에서의 업그레이드를 위해 <number>캐피탈 골드 기여"
"TID_ACHIEVEMENT_DONATE_CAPITAL_COMPLETED","기여한 총 캐피탈 골드: <value>"
"TID_ACHIEVEMENT_LOOT_CAPITAL_TITLE","자본주의가 낳은 괴물"
"TID_ACHIEVEMENT_LOOT_CAPITAL","습격전 공격에서 <number>캐피탈 골드 약탈"
"TID_ACHIEVEMENT_LOOT_CAPITAL_COMPLETED","약탈한 총 캐피탈 골드: <value>"
"TID_ACHIEVEMENTS_VILLAGE3","클랜 캐피탈"
"TID_BATTLEPASS_TASK_DO_RAID_ATTACKS","습격전 맹활약"
"TID_BATTLEPASS_TASK_INFO_DO_RAID_ATTACKS","캐피탈 습격전에서 공격 <num>회 수행하기"
"TID_RUIN_DESC","오랫동안 방치된 건물들이 새롭게 재건되기를 기다리고 있습니다.\n\n<level>레벨 <building>에서 재건 가능."
"TID_CAPITAL_TUTORIAL_1","대장님과 얘기하고 싶어 하는 사람이 있어요. 좀... 실례되는 말을 하더군요."
"TID_CAPITAL_TUTORIAL_2","죄다 왜 이렇게 작죠? 개미들이 사는 마을인가요?"
"TID_CAPITAL_TUTORIAL_3","드디어 오셨군요. 할 일이 산더미인데 시간은 별로 없어요. 서두릅시다!"
"TID_CAPITAL_TUTORIAL_4","건물을 세우려면 이 정도 규모는 되어야죠. 자, 이 산이 바로 클랜의 캐피탈입니다!"
"TID_CAPITAL_TUTORIAL_5","위대한 클랜은 모두가 힘을 합쳐 캐피탈을 발전시키고 함께 전투합니다. 오래 산 노인으로서 약간의 지혜를 나눠드리지요."
"TID_CAPITAL_TUTORIAL_6","위쪽부터 시작해 볼까요?"
"TID_CAPITAL_TUTORIAL_7","캐피탈 피크에는 따뜻한 온천. 편안한 오두막, 캐피탈회관 등 없는 것이 없습니다."
"TID_CAPITAL_TUTORIAL_8","캐피탈회관이 강해질수록 건설할 수 있는 구역이 더 많이 잠금 해제됩니다."
"TID_CAPITAL_PLAYGROUND","캐피탈 플레이그라운드"
"TID_CAPITAL_PLAYGROUND_INTRO","클랜원이 이미 이 구역을 공격했습니다. 뒤를 이어 공격을 계속합시다!"
"TID_CAPITAL_PLAYGROUND_INTRO_2","일부 건물을 손상시키고 파괴한 후 <cffe346>치유 마법</c>을 남겼네요."
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION","캐피탈에서는 마법에 타이머가 없습니다."
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION_2","공격이 종료될 때까지 효과가 지속되며, 다음 공격자에게도 적용됩니다. 그 이후에는 마법이 사라집니다."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION","캐피탈 공격에서는 원하는 곳에 유닛을 배치할 수 없습니다."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_2","초기 배치 영역은 기다란 풀 내부에 있습니다."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_3","방해되는 건물과 장벽을 파괴하면 배치 영역이 확장됩니다."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_4","이제 배치 영역이 어떻게 확장되는지 확인해 보세요."
"TID_CAPITAL_PLAYGROUND_SUPER_BARBARIANS","<c54a0fe>슈퍼 바바리안</c>을 배치해 건물을 파괴하세요."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION","지상 유닛은 물이나, 절벽 또는 구역 가장자리에 인접한 장벽 주위를 걸을 수 없습니다."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION_2","따라서 <cf70d16>대포</c>에 도달하기 위해서는 장벽을 파괴해야 합니다."
"TID_CAPITAL_PLAYGROUND_JUMP","<c85ff3b>이동 마법</c>을 사용해 장벽, 강 및 연안의 물을 뛰어넘을 수 있습니다."
"TID_CAPITAL_PLAYGROUND_JUMP_2","<c85ff3b>이동 마법</c>으로 배치 영역을 확장할 수도 있습니다. 여기에 마법을 배치하세요."
"TID_CAPITAL_PLAYGROUND_JUMP_3","<c85ff3b>이동 마법</c>은 절벽이나 개방된 수역을 뛰어넘는 데는 사용할 수 없습니다."
"TID_CAPITAL_PLAYGROUND_SNEAKY_ARCHERS","<c54a0fe>은신 아처</c>를 배치해 장벽 뒤에 있는 <cf70d16>다중 대포</c>를 파괴하세요."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS","<c54a0fe>슈퍼 자이언트</c>를 배치해 피해를 흡수하세요."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS","<c54a0fe>슈퍼 마법사</c>를 배치해 장벽 뒤에 있는 <cf70d16>창 투척기</c>와 <cf70d16>폭탄 타워</c>를 파괴하세요."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS_2","<c54a0fe>슈퍼 마법사</c>는 <c54a0fe>은신 아처</c>보다 사정거리가 약간 짧습니다."
"TID_CAPITAL_PLAYGROUND_GATES","방어 유닛은 캐피탈의 장애물을 뛰어넘을 수 없지만 출입문은 통과할 수 있습니다."
"TID_CAPITAL_PLAYGROUND_GATES_2","단, 공격자에게는 출입문이 장벽과 똑같은 역할을 합니다."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS_2","더 많은 <c54a0fe>슈퍼 자이언트</c>와 함께 공격을 강화하세요."
"TID_CAPITAL_PLAYGROUND_GATES_3","이 불쌍한 <cf70d16>슈퍼 자이언트들</c>은 그들의 구획에 갇혀 있습니다."
"TID_CAPITAL_PLAYGROUND_GATES_4","원거리 유닛에게 표적이 되기 쉽죠."
"TID_CAPITAL_PLAYGROUND_FROST","<c38eaff>서리 마법</c>은 물을 얼려 지상 유닛이 건널 길을 만들거나 적 방어 시설의 속도를 늦추는 데 사용할 수 있습니다."
"TID_CAPITAL_PLAYGROUND_FROST_2","적의 방어군을 뒤에서 공격할 수 있도록 여기에 <c38eaff>서리 마법</c>을 배치하세요."
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","이제 다양한 조합을 시도해 나머지 방어군을 파괴하세요!"
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","공격 보상: <number>"
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","방어 보상: <number>"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","보석 특별 상품은 <value>레벨 마을회관에서 잠금 해제됩니다."
"TID_PRIMAL_SCENERY","원시 배경"
"TID_PRIMAL_CHAMPION","원시 챔피언"
"TID_SHADOW_SCENERY","섀도우 배경"
"TID_CAPITAL_TUTORIAL_9","각 구역에는 각기 다른 건물과 지형이 있습니다. 모두 캐피탈을 더 강하게 만드는 데 도움이 될 것입니다."
"TID_CAPITAL_TUTORIAL_10","그래도 역시 여기가 가장 제 마음에 드는군요."
"TID_CAPITAL_TUTORIAL_11","그럼 이제 어떻게 도울 수 있을지 가서 알아볼까요?"
"TID_TUTORIAL_RUINS_1","흠. 약간 엉망인 것 같군요..."
"TID_TUTORIAL_RUINS_2","폐허를 재건하면 해당 구역에 새 건물을 얻게 됩니다."
"TID_TUTORIAL_RUINS_3","여기서 얻을 수 있는 것과 필요한 캐피탈 골드의 양을 확인할 수 있습니다."
"TID_TUTORIAL_RUINS_4","건물이 많을수록 좋은 방어와 강력한 공격을 위한 더 많은 선택지가 생깁니다."
"TID_TUTORIAL_CAPITAL_UPGRADE_1","흠. 더 나아질 수 있겠는데요. 업그레이드해 봅시다!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","캐피탈에서는 클랜 전체가 함께 힘을 합쳐 건물을 업그레이드합니다. 클랜원이라면 누구나 캐피탈 골드를 기여해 캐피탈에서 발전에 공헌할 수 있습니다."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","기여를 통해 충분한 캐피탈 골드가 모이면 업그레이드가 완료됩니다."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","하지만 저는 다른 사람들과는 달리 망치를 잘 휘둘러 단번에 일을 해내지요..."
"TID_TUTORIAL_CAPITAL_ARMY_1","여기에서 공격할 때는 캐피탈의 유닛과 마법을 사용합니다."
"TID_TUTORIAL_CAPITAL_ARMY_2","나중에 마음이 바뀐다 해도 군대를 왔다 갔다 이동시킬 여력은 없어요."
"TID_TUTORIAL_CAPITAL_ARMY_3","군대는 항상 여기에서 싸울 준비가 되어 있으니 무엇을 사용할 지 결정하기만 하면 됩니다."
"TID_TUTORIAL_CAPITAL_ARMY_4","더 많은 옵션과 더 강력한 군대를 원한다면, 유닛 훈련소와 마법 제작소를 잠금 해제하고 업그레이드하세요."
"TID_TUTORIAL_RAID_TEASER_1","젊은이들은 항상 모든 것을 이뤄내고 싶어 합니다."
"TID_TUTORIAL_RAID_TEASER_2","적당한 때가 되면 클랜이 주말 습격전에 참여할 수 있습니다."
"TID_TUTORIAL_RAID_TEASER_3","약간의 인내심을 갖고 공격을 연습하며 더 강력한 방어를 구축하세요!"
"TID_TUTORIAL_RAID_WEEKEND_1","아, 습격의 때가 왔습니다! 주말 습격전에는 다른 클랜의 캐피탈과 경쟁하게 됩니다."
"TID_TUTORIAL_RAID_WEEKEND_2","여기에서 현재 어느 클랜을 습격하고 있는지 볼 수 있습니다. 승리하려면 클랜이 모든 구역을 쓸어버려야 합니다."
"TID_TUTORIAL_RAID_WEEKEND_3","이 캐피탈을 이기고 나면 다른 캐피탈과 매칭됩니다. 주말 습격전이 종료될 때까지 계속해서 새로운 클랜을 상대할 수 있습니다!"
"TID_TUTORIAL_RAID_WEEKEND_4","누구에게나 정해진 공격 횟수가 주어집니다. 구역에서 최초로 별 3개를 획득하면 보너스 공격 기회를 받게 됩니다."
"TID_TUTORIAL_RAID_WEEKEND_5","그나저나 지금 다른 클랜이 우리의 캐피탈을 공격하고 있군요. 그래서 방어를 더 업그레이드해야 한다고 말씀드렸던 건데..."
"TID_TUTORIAL_RAID_WEEKEND_6","주말 습격전이 끝나면 클랜이 얼마나 잘 공격하고 방어했는지에 따라 습격전 메달을 받게 됩니다."
"TID_BUTTON_BUY","구매"
"TID_AVAILABLE_RAID_MEDALS","사용 가능한 습격전 메달:"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","개요"
"TID_RAID_INFO_TAB_OVERVIEW","주말 습격전은 다른 클랜에게 클랜의 실력을 증명할 수 있는 기회입니다. 클랜은 다른 클랜의 캐피탈들과 싸워나가게 됩니다. 차례대로 이겨내며 더 큰 보상을 획득할 수 있습니다. 한편, 다른 클랜이 대장님의 캐피탈을 공격할 것입니다. 적의 움직임을 관찰하고 그에 맞춰 약점을 보완하기 위해 구역의 배치를 조정할 수 있습니다.\n\n모든 클랜원에게는 주말 동안 사용할 수 있는 동일한 공격 횟수가 주어집니다. 구역에서 최초로 별 3개를 획득하면 보너스 공격 기회를 받게 됩니다. 그 외 다른 방법으로는 공격 횟수를 늘릴 수 없으니 현명하게 사용하세요!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","공격"
"TID_RAID_INFO_TAB_ATTACK","대부분의 캐피탈 구역에서 승리하기 위해서는 여러 번의 공격이 필요합니다. 이전 공격에서 입힌 피해는 다음 공격에서도 지속됩니다. 마법 또한 다음 공격으로 넘어갑니다. 더 많은 피해를 입힐수록 유닛 배치 지역이 확장되어 새로운 선택지가 생깁니다.\n\n이 연습 레벨에서 습격전 공격을 시험해 보세요!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","보상"
"TID_RAID_INFO_TAB_REWARDS","주말 습격전 동안 클랜은 공격과 방어 모두를 통해 습격전 메달을 획득합니다. 주말 습격전 종료 시 공격을 수행한 모든 플레이어에게 습격전 메달이 분배됩니다. 클랜이 구역을 파괴할 때마다 습격전 메달을 획득하며, 강한 구역일수록 더 많은 메달을 제공합니다. 또한, 적의 공격을 성공적으로 방어해낸 정도에 따라 메달을 받게 되므로, 구역의 배치를 최대한 영리하게 설정하세요.\n\n습격전에서 공격을 통해 건물을 파괴하면 캐피탈 골드를 약탈할 수 있습니다."
"TID_DECO_BOULDER","바위"
"TID_RAID_WEEKEND_STARTS_IN","주말 습격전 시작까지: <time>"
"TID_FIND_SPELL_FACTORY","제작소 찾기"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","더 이상 주말 습격전 참가 등록이 불가능합니다."
"TID_RAID_SIGNUP_ERROR_INTERNAL","참가 등록이 불가능합니다. 잠시 후 다시 시도해 주세요."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","주말 습격전이 활성화되지 않아 참가 등록이 불가능합니다."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","더 이상 클랜에 소속되어 있지 않아 참가 등록이 불가능합니다."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","참가 등록 권한이 없습니다."
"TID_TRAP_RUIN_DESC","오랫동안 방치된 함정들이 재건되기만을 기다리고 있습니다.\n\n<level>레벨 <building>에서 재건 가능."
"TID_DECO_RUIN_DESC","장식 세트입니다.\n\n이리저리 옮기거나 보관하려면 <level>레벨 <building>에서 다시 만드세요."
"TID_DECO_RUIN_CAMPSITE","캠핑장"
"TID_DECO_RUIN_STONE_CIRCLE","환상열석"
"TID_DECO_RUIN_LARGE_FOREST","큰 숲"
"TID_DECO_FIREPLACE","모닥불"
"TID_DECO_DEAD_TREE","죽은 나무"
"TID_CAPITAL_GOLD_INFO","캐피탈 골드는 단조 작업소에서 얻거나 캐피탈 습격전에서 전리품으로 획득할 수 있습니다. 클랜 캐피탈의 업그레이드에 사용하세요."
"TID_RAID_MEDALS_INFO","습격전 메달은 클랜 캐피탈 주말 습격전에 참여해 획득할 수 있습니다. 거래상 및 클랜 성에 지원군을 추가하는 데 사용하세요."
"TID_LEAGUE_MEDALS_INFO","리그 메달은 매월 열리는 클랜전 리그 이벤트에 참여해 획득할 수 있습니다."
"TID_DECO_RUINED_PYRE","폐허가 된 모닥불 석단"
"TID_DECO_RUIN_ROCKS","바위 밭"
"TID_RUINS_ARMY_CAMP","폐허가 된 집합소"
"TID_RUINS_SPELL_FACTORY","폐허가 된 마법 제작소"
"TID_RUINS_BARRACKS","폐허가 된 훈련소"
"TID_CONTRIBUTED","기여한 플레이어: <name>"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","주말 습격전이 시작되었습니다! 라이벌 클랜의 캐피탈을 공격하고 승리를 거두세요."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","습격할 시간입니다! 라이벌 클랜의 캐피탈을 공격하고 승리를 거두세요."
"TID_TRADER_TUESDAY_NOTIFICATION","거래상의 화요일입니다! 신규 주간 특별 상품을 확인하세요!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","주말 습격전이 곧 종료됩니다! 공격을 마무리하세요!"
"TID_NOTIFICATION_FORGE_COMPLETE","이제 단조 작업소에서 캐피탈 골드를 회수할 수 있습니다!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","절벽 아래의 숲"
"TID_DECO_RUIN_LAKESIDE_FOREST","호숫가의 숲"
"TID_DECO_RUIN_RIVERSIDE_FOREST","강변의 숲"
"TID_DECO_RUIN_RUINED_PILLARS","폐허가 된 기둥"
"TID_DECO_RUIN_ABANDONED_PYRE","버려진 모닥불 석단"
"TID_DECO_RUIN_TREE_FARM","나무 농장"
"TID_DECO_RUIN_TRUNKS","나무 기둥"
"TID_DECO_RUIN_FOREST_CIRCLE","고리형 숲"
"TID_ALL_CAPITAL_UPGRADES_DONE","가능한 모든 업그레이드 완료"
"TID_NO_RAIDS_MADE_YET","아직 진행된 습격전이 없습니다."
"TID_NO_DEFENSES_YET","아직 진행된 방어전이 없습니다."
"TID_FINDING_RAID","습격전 찾기"
"TID_RAID_ATTACK_CONFIRM_INFO","습격전 공격을 시작하기 전에 모든 준비를 마치세요!"
"TID_RAID_DONT_HAVE_RESULTS_YET","아직 습격전 결과가 나오지 않았습니다."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","이 클랜에서는 지난 주말 습격전에서 공격을 수행하지 않았습니다."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","클랜이 지난 주말 습격전에서 공격을 수행하지 않았습니다."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","클랜이 지난 주말 습격전에 참여하지 않았습니다."
"TID_RAID_RESULTS_INTERNAL_ERROR","지난 주말 습격전 결과를 가져오는 데 오류가 발생했습니다."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","공격할 수 없습니다! 습격전 기간이 아닙니다."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","공격할 수 없습니다! 주말 습격전이 곧 종료됩니다."
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","주말 습격전의 공격 횟수를 모두 사용했습니다."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","습격전 공격 중"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","지난 습격전 방어"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","습격전 방어 중"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","지난 습격전 공격"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","주말 습격전이 거의 끝나갑니다. 참여할 시간이 얼마 남지 않았습니다!"
"TID_CAPITAL_RAID_SEASON_FULL","이번 주말 습격전에 참여할 수 있는 클랜원 수가 최대한도에 도달했습니다."
"TID_CLAN_TAG_CLAN_CAPITAL","클랜 캐피탈"
"TID_MINER_QUEEN","광부 퀸"
"TID_SUMMER_QUEEN","서머 퀸"
"TID_ROYALE_SCENERY","로얄 배경"
"TID_SUMMER_KING","서머 킹"
"TID_SUMMER_WARDEN","서머 워든"
"TID_SUMMER_CHAMPION","서머 챔피언"
"TID_SUMMER_SCENERY","서머 배경"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","훈련 대기열을 비울까요?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","정말 훈련 대기열을 비우시겠습니까?"
"TID_SETTING_AUTO_TRAIN","사용한 군대 자동 훈련"
"TID_SETTING_AUTO_TRAIN_INFO","이 옵션을 켜면 전투에서 사용한 군대를 훈련 대기열에 자동으로 추가합니다."
"TID_SOLD_OUT","판매 종료!"
"TID_CAPBUILD_WALL_INFO","장벽은 적으로부터 구역을 보호합니다.\n\n구역의 모든 장벽은 항상 같은 레벨이며 동시에 업그레이드됩니다. 함께 건설하고, 함께 전투하고, 함께 장벽을 업그레이드하세요!"
"TID_OBSTACLE_BIRTHDAY2022","10주년 기념 케이크"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","클랜 캐피탈의 배치에 부적절한 부분이 있어 재설정되었습니다"
"TID_BARRACKS_NOT_UNLOCKED","이 훈련소는 아직 건설되지 않았습니다"
"TID_SPELL_FACTORY_NOT_UNLOCKED","이 마법 제작소는 아직 건설되지 않았습니다"
"TID_WIZARD_STATUE","마법사 조각상"
"TID_CHARACTER_INFO_SKELETON_GLIDER","해골의 가냘픈 몸으로 장벽을 뚫기는 쉽지 않습니다. 하지만 가볍기 때문에 글라이더와의 궁합은 최고입니다. 쉽게 날아올라 장벽을 가뿐히 뛰어넘어요!"
"TID_CHARACTER_INFO_SKELETON3","혼자서는 별 위협이 되지 않지만 무리를 이룬다면 어떨까요? 결코 혼자 싸우는 법이 없는 언데드 유닛입니다!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","주말 습격전 결과는 아직 준비 중입니다."
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","고블린 왕의 조공"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","이건 폭탄일까요? 10주년 기념 장식일까요? 아니면 마을회관? 아무도 모릅니다!"
"TID_BUTTON_PLAY","플레이"
"TID_PLAYABLE_IN","플레이 시작까지:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","이전 도전을 완료하세요"
"TID_ANNIVERSARY_TITLE","클래시의 지난 10년 돌아보기"
"TID_CHALLENGE_INFO_2012","클래시 오브 클랜이 전 세계에 출시되어 재미를 전파하기 시작합니다!"
"TID_CHALLENGE_INFO_2013","영웅, 첫 번째 다크 엘릭서 유닛, 10레벨 마을회관이 등장합니다!"
"TID_CHALLENGE_INFO_2014","클랜전을 통해 마침내 클랜이 격돌하게 됩니다! 라바 하운드가 합류하고 영웅에게 능력이 추가됩니다."
"TID_CHALLENGE_INFO_2015","11레벨 마을회관과 함께 그랜드 워든이 등장합니다. 더불어 첫 번째 암흑 마법이 출현합니다. 그리고 마을회관이 갑자기 마을 안으로 들어오게 되는데..."
"TID_CHALLENGE_INFO_2016","클래시 로얄의 출시로 클래시 세계관이 확장됩니다. 친선 전투와 전쟁이 추가되고 볼러, 광부, 베이비 드래곤이 등장합니다."
"TID_CHALLENGE_INFO_2017","바다 건너편에서 장인기지가 발견됩니다. 첫 번째 클랜 게임 및 마법 아이템과 함께 스트롱맨이 등장합니다."
"TID_CHALLENGE_INFO_2018","12레벨 마을회관과 함께 일렉트로 드래곤이 짜릿한 모습으로 등장합니다. 시즈 머신, 클랜전 리그, 거래상의 출현으로 신선함이 더해집니다."
"TID_CHALLENGE_INFO_2019","연초에 시즌 도전과 영웅 스킨이 등장합니다. 이어, 9레벨 장인회관과 개선된 전설 리그가 추가됩니다. 13레벨 마을회관, 로얄 챔피언, 예티가 합류하며 한 해를 마무리합니다."
"TID_CHALLENGE_INFO_2020","슈퍼 유닛이 게임에 등장합니다. 기존의 유닛에 새로운 능력과 세련된 헤어스타일이 더해진 모습입니다. 헤드헌터, 통나무 발사기, 투명 마법의 추가로 더욱 다양한 전술을 사용할 수 있게 됩니다."
"TID_CHALLENGE_INFO_2021","정글 속의 14레벨 마을회관이 나타나 파장을 일으킵니다. 영웅에게 환상의 짝꿍 펫이 추가되어 공격력이 향상됩니다! 드래곤 라이더와 화염 투척기가 전투에 열기를 더합니다."
"TID_CHALLENGE_INFO_2022","구름 위에서 클랜 캐피탈이 발견되어 클랜이 함께 건설하고 함께 전투할 수 있게 됩니다! 클래시 오브 클랜의 첫 10년이 마무리되었습니다. 앞으로의 10년에는 어떤 변화가 찾아올까요?"
"TID_IN_PROGRESS","진행 중"
"TID_STARS_COLLECTED","별: <number>개"
"TID_DECORATION_CLASH_FEST_22_STATUE","영원의 불꽃"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","이 불꽃은 영원히 타오르는 걸까요?"
"TID_INCOMPLETE_CAPITAL_ARMY","공격하기 전에 캐피탈 군대를 완성하세요."
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","클랜의 구역 배치가 부적절하다고 판단되어 초기화되었습니다. 같은 일이 다시 발생할 경우 계정 정지 기간이 연장됩니다.\n클랜 캐피탈의 부적절한 배치에 관한 자세한 내용은 아래를 탭해 확인하세요."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","캐피탈 주말 습격전의 공격 보상으로 보석 <num>개를 획득했습니다."
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","캐피탈 주말 습격전의 방어 보상으로 보석 <num>개를 획득했습니다."
"TID_CAPITAL_UPGRADE_PRIORITIZE","우선시하기"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","우선시 취소"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","업그레이드를 우선시하는 데 오류가 발생했습니다"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","소속된 클랜이 없습니다"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","업그레이드의 우선순위를 바꿀 수 없습니다."
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","할 수 없는 행동입니다."
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","업그레이드 우선순위 조정 한도에 도달했습니다"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","이 능력을 사용하려면 복귀된 영웅을 전장에 배치하세요."
"TID_PET_PHOENIX","피닉스"
"TID_PET_POISON_LIZARD","독마뱀"
"TID_PET_DIGGY","디기"
"TID_PET_FROSTY","프로스티"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","배틀 드릴"
"TID_CHARACTER_ELECTRO_TITAN","일렉트로 타이탄"
"TID_CHARACTER_ICE_SPIRIT","베이비 프로스티"
"TID_BUILDING_SPELL_TOWER","마법 타워"
"TID_BUILDING_MONOLITH","모놀리스"
"TID_SPELL_RECALL","복귀 마법"
"TID_CHALLENGE_START_FAILED","도전을 시작하지 못했습니다"
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","배치하려면 먼저 유닛을 복귀시키세요."
