"TID","NO"
"TID_RAID_INFO_TAB_ATTACK","Det kreves flere angrep for å slå de fleste hovedstadsdistrikter. Skade som er påført av tidligere angripere, blir med til det neste angrepet. Etter som det påføres mer skade, utvides utplasseringsområdet for tropper, noe som gir nye muligheter.\n\nPrøv raidangrep på dette treningsnivået!"
"TID_RAID_INFO_TAB_REWARDS_TITLE","Belønninger"
"TID_RAID_INFO_TAB_REWARDS","I raidhelger får klanen din raidmedaljer både for å angripe og forsvare seg. Raidmedaljer distribueres til alle de angripende spillerne når hver raidhelg er over. Dere får raidmedaljer for hvert distrikt klanen ødelegger. Jo sterkere distriktet er, desto flere medaljer får dere. Dere får også raidmedaljer i henhold til hvor bra hovedstaden klarer seg i forsvar mot andre klaner. Så husk å sette opp utspekulerte layouter, slik at distriktene er så vanskelig som mulig å overvinne.\n\nNår dere angriper i raid, kan dere plyndre hovedstadsgull fra ødelagte bygninger."
"TID_DECO_BOULDER","Kampestein"
"TID_RAID_WEEKEND_STARTS_IN","Raidhelgen starter om: <time>"
"TID_FIND_SPELL_FACTORY","Finn fabrikk"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Du kan ikke lenger registrere deg for raidhelgen."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Kunne ikke registrere deg. Prøv igjen senere."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Kunne ikke registrere deg. Det pågår ingen raidhelg."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Kunne ikke registrere deg. Du er ikke lenger med i klanen."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Du har ikke tillatelse til å registrere deg"
"TID_TRAP_RUIN_DESC","Et sett lenge forsmådde feller som bare venter på å bli gjenoppbygget.\n\nKan gjenoppbygges fra <building>-nivå <level>."
"TID_DECO_RUIN_DESC","Et sett med dekorasjoner. Du kan bygge dem om og flytte på dem, eller legge dem på lager.\n\nKan bygges om fra <building> på nivå <level>."
"TID_DECO_RUIN_CAMPSITE","Leirsted"
"TID_DECO_RUIN_STONE_CIRCLE","Steinsirkel"
"TID_DECO_RUIN_LARGE_FOREST","Stor skog"
"TID_DECO_FIREPLACE","Ildsted"
"TID_DECO_DEAD_TREE","Dødt tre"
"TID_CAPITAL_GOLD_INFO","Hovedstadsgull får du fra smien og utbytte fra raid på hovedsteder. Gullet kan brukes på oppgraderinger av klanhovedstaden."
"TID_RAID_MEDALS_INFO","Raidmedaljer får du for å delta i raidhelger sammen med klanhovedstaden din. Medaljene kan brukes hos kremmeren eller til å legge forsterkninger til klanslottet ditt."
"TID_LEAGUE_MEDALS_INFO","Ligamedaljer får du for å delta i den månedlige klankrigsligaen."
"TID_DECO_RUINED_PYRE","Ødelagt bål"
"TID_DECO_RUIN_ROCKS","Steinjorde"
"TID_RUINS_ARMY_CAMP","Militærleirruiner"
"TID_RUINS_SPELL_FACTORY","Formelfabrikkruiner"
"TID_RUINS_BARRACKS","Brakkeruiner"
"TID_CONTRIBUTED","<name> donert"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Raidhelgen er i gang! Angrip rivaliserende klanhovedstader for å ta seieren."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Det er tid for raid! Angrip rivaliserende klanhovedstader for å ta seieren."
"TID_TRADER_TUESDAY_NOTIFICATION","Det er kremmertirsdag! Sjekk de nye ukentlige tilbudene!"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Raidhelgen er snart over! Gjør ferdig angrepene dine!"
"TID_NOTIFICATION_FORGE_COMPLETE","Nå kan du hente hovedstadsgull i smien!"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Skrentskog"
"TID_DECO_RUIN_LAKESIDE_FOREST","Sjøskog"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Elveskog"
"TID_DECO_RUIN_RUINED_PILLARS","Slitne søyler"
"TID_DECO_RUIN_ABANDONED_PYRE","Forlatt bål"
"TID_DECO_RUIN_TREE_FARM","Tregård"
"TID_DECO_RUIN_TRUNKS","Trestammer"
"TID_DECO_RUIN_FOREST_CIRCLE","Skogssirkel"
"TID_ALL_CAPITAL_UPGRADES_DONE","Alle mulige oppgraderinger er gjort"
"TID_NO_RAIDS_MADE_YET","Det er ennå ikke blitt utført noen raid."
"TID_NO_DEFENSES_YET","Ennå ingen forsvarsverker."
"TID_FINDING_RAID","Finner raid"
"TID_RAID_ATTACK_CONFIRM_INFO","Sørg for å være klar før du starter raidangrepet!"
"TID_RAID_DONT_HAVE_RESULTS_YET","Du har ingen raidresultater ennå."
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Du angrep ikke med denne klanen i den forrige raidhelgen."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","Klanen angrep ikke i forrige raidhelg"
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","Klanen deltok ikke i forrige raidhelg"
"TID_RAID_RESULTS_INTERNAL_ERROR","Noe gikk galt under henting av resultatene fra forrige raidhelg"
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Kan ikke angripe! Ikke i raid."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Kan ikke angripe! Raidhelgen er snart over"
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Alle angrepene i raidhelgen er brukt"
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Angrepsraid"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Forrige forsvarsraid"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Forsvarsraid"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Forrige angrepsraid"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Raidhelgen er nesten over. Du har ikke tid til å melde deg på!"
"TID_CAPITAL_RAID_SEASON_FULL","Klanen din har nådd det maksimale antallet medlemmer i denne raidhelgen."
"TID_CLAN_TAG_CLAN_CAPITAL","Klanhovedstad"
"TID_MINER_QUEEN","Graverdronning"
"TID_SUMMER_QUEEN","Sommerdronning"
"TID_ROYALE_SCENERY","Kongelig landskap"
"TID_SUMMER_KING","Sommerkonge"
"TID_SUMMER_WARDEN","Sommervokter"
"TID_SUMMER_CHAMPION","Sommermester"
"TID_SUMMER_SCENERY","Sommerlandskap"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Slette treningskø?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Er du sikker på at du vil slette treningskøen?"
"TID_SETTING_AUTO_TRAIN","Tren brukt hær automatisk"
"TID_SETTING_AUTO_TRAIN_INFO","Hvis dette er «På», legges den brukte hæren automatisk til treningskøen etter en kamp."
"TID_SOLD_OUT","Utsolgt!"
"TID_CAPBUILD_WALL_INFO","Murer beskytter distrikter og holder fiendene i sjakk.\n\nMurene til et distrikt er alltid på samme nivå og oppgraderes samtidig. Bygg sammen, kjemp sammen, oppgrader murer sammen!"
"TID_OBSTACLE_BIRTHDAY2022","Kake til 10-årsjubileet"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","En klanhovedstadslayout er blitt tilbakestilt på grunn av upassende innhold."
"TID_BARRACKS_NOT_UNLOCKED","Denne brakken er ikke bygget ennå"
"TID_SPELL_FACTORY_NOT_UNLOCKED","Denne formelfabrikken er ikke bygget ennå"
"TID_WIZARD_STATUE","Trollmannsstatue"
"TID_CHARACTER_INFO_SKELETON_GLIDER","Det er vanskelig for de stakkars skjelettene å komme seg forbi murer. Men knokler og svevere er lette nok til å sveve over dem!"
"TID_CHARACTER_INFO_SKELETON3","Denne vandøde skapningen utgjør ikke store trusselen alene. Men den slåss aldri alene, siden den er med i en stor gjeng!"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Resultatene fra raidhelgen er fortsatt ikke helt klare"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Hyllest til nissekongen"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Er det en bombe? En dekorasjon til 10-årsjubileet? Ingen vet!"
"TID_BUTTON_PLAY","Spill"
"TID_PLAYABLE_IN","Kan spilles om:"
"TID_COMPLETE_PREVIOUS_CHALLENGE","Fullfør den forrige utfordringen"
"TID_ANNIVERSARY_TITLE","10 år med Clash"
"TID_CHALLENGE_INFO_2012","Clash of Clans lanseres globalt, og moroa begynner!"
"TID_CHALLENGE_INFO_2013","Helter, de første mørk eliksir-troppene og rådhus 10 ankommer!"
"TID_CHALLENGE_INFO_2014","Klaner kan endelig clashe i klankriger! Helter får ferdigheter, og lavahunden blir med."
"TID_CHALLENGE_INFO_2015","Storvokteren kommer sammen med rådhus 11. De første mørke formlene kommer. Rådhusene er plutselig på innsiden av basen ..."
"TID_CHALLENGE_INFO_2016","Clash-universet vokser når Clash Royale lanseres. Uhøytidelige utfordringer og kriger legges til. Bowlere, gravere og drageunger ankommer."
"TID_CHALLENGE_INFO_2017","Byggerens base oppdages på den andre siden av havet. Hardhausen dukker opp med de første klanlekene og magiske gjenstandene."
"TID_CHALLENGE_INFO_2018","Rådhus 12 og elektrodragen er elektriske nyheter. Beleiringsmaskiner, klankrigligaen og kremmeren er også nye tilskudd."
"TID_CHALLENGE_INFO_2019","Sesongutfordringer og helteskins sparker det hele i gang. Byggerens hall 9 og en forbedret legendeliga følger på. Rådhus 13, den kongelige mesteren og yetien avslutter året."
"TID_CHALLENGE_INFO_2020","Supertropper introduseres i spillet og gir klassiske tropper nye krefter og fantastisk hår. Hodejegeren, tømmerkasteren og usynlighetsformelen gir oss enda flere muligheter."
"TID_CHALLENGE_INFO_2021","Rådhus 14 gjør vei i vellinga. Helter får kjæledyr som holder dem med selskap og gir dem større angrepskraft! Dragerytteren og flammeslyngeren får opp temperaturen!"
"TID_CHALLENGE_INFO_2022","Klanhovedstaden oppdages blant skyene, slik at klaner kan bygge og kjempe sammen! De første ti årene er over, men hva vil endre seg i de neste ti?"
"TID_IN_PROGRESS","Pågår"
"TID_STARS_COLLECTED","Stjerner: <number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","Evig flamme"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Er dette å brenne en evig flamme?"
"TID_INCOMPLETE_CAPITAL_ARMY","Fullfør hovedstadshæren din før du angriper"
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Klanens distriktlayout er blitt tilbakestilt fordi layouten er upassende. Flere forseelser vil føre til en lengre utestengelse!\nHvis du vil ha mer informasjon om upassende layouter på klanhovedstaden, kan du trykke under."
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Du har mottatt <num> juveler i belønning for angrep under raidhelgen"
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Du har mottatt <num> juveler i belønning for forsvar under raidhelgen"
"TID_CAPITAL_UPGRADE_PRIORITIZE","Prioriter"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Nedprioriter"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Feil under prioritering av oppgradering"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Ikke i en klan"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Har ikke lov til å prioritere oppgraderinger"
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Ugyldig handling"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","Grense for prioritering av oppgradering nådd"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","Utplasser den tilbakekalte helten for å bruke ferdigheten."
"TID_PET_PHOENIX","Føniks"
"TID_PET_POISON_LIZARD","Giftøgle"
"TID_PET_DIGGY","Grave"
"TID_PET_FROSTY","Frosty"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","Stridsbor"
"TID_CHARACTER_ELECTRO_TITAN","Elektrotitan"
"TID_CHARACTER_ICE_SPIRIT","Frostmidd"
"TID_BUILDING_SPELL_TOWER","Formeltårn"
"TID_BUILDING_MONOLITH","Monolitt"
"TID_SPELL_RECALL","Tilbakekallingsformel"
"TID_CHALLENGE_START_FAILED","Kunne ikke starte utfordring."
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Tilbakekall tropper for å utplassere dem igjen"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","De tilbakekalte troppene er allerede utplassert"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Ingen tropper ble tilbakekalt"
"TID_WEAPON_INVISIBILITY_SPELL","Usynlighetsformeltårn"
"TID_CHOOSE_SPELL_MODE","Velg formelmodus"
"TID_WEAPON_POISON_SPELL","Giftformeltårn"
"TID_WEAPON_RAGE_SPELL","Raseriformeltårn"
"TID_SPELL_RECALL_HOUSING","Kapasitet for tilbakekalte: <number>"
"TID_PET_PHOENIX_INFO","En ekte venn som heier på deg når du er i trøbbel. Føniksen starter kampen som et hjelpeløst egg, men i det sammen helten hennes er i fare, klekkes egget. Deretter gjør den rasende fuglen helten midlertidig usårbar og angriper fiender i nærheten."
"TID_PET_POISON_LIZARD_INFO","Giftøglen er alltid raskest og aldri sist. Den spytter sinkende giftstoffer på fiendene. Ekle greier, så pass deg!"
"TID_PET_DIGGY_INFO","Grave er innesluttet av seg og foretrekker å holde seg under bakken. Men når det er klart for kamp, gjør han sitt. Da kommer han opp for å angripe bygninger og hjelpe helten sin. Hvis helten skulle bli eliminert, leter han etter en ny å hjelpe."
"TID_PET_FROSTY_INFO","Frosty er kald som is. Bokstavelig talt. Ispusten hans får ikke bare fiendene til å chille, den slipper også ut svermer av frostmidd som sinker fiendens forsvarsverker enda mer og hjelper helten."
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","Stridsboret er et fint eksempel på nissenes oppfinnsomhet der det graver seg mot det nærmeste forsvarsverket. Når det er fremme, dukker det opp av bakken for å lamslå og ødelegge med det feige boret sitt."
"TID_CHARACTER_ELECTRO_TITAN_INFO","Elektrotitanen kan knapt kontrollere den rå magiske kraften sin, og det gjør henne til en formidabel del av slagmarken. Noe av magien kanaliserer hun inn i en kraftig elektropisk, mens resten renner over og skader alt rundt henne."
"TID_CHARACTER_ICE_SPIRIT_INFO","Til å være snøballer under frysepunktet er disse småkarene overraskende lite chille. De hopper av Frosty og over til det nærmeste forsvarsverket for å gi det ekle frostskader."
"TID_BUILDING_SPELL_TOWER_INFO","I årevis var det bare trollmennene som bidro med magi på slagmarken - én ildkule om gangen. Nå har de utviklet en helautomatisert måte å gi landsbyen din flere magiske måter å herje med angripere på!"
"TID_BUILDING_MONOLITH_INFO","Byggerens første eksperiment med å bruke mørk eliksir i en bygning resulterte i noe skremmende. Jo sterkere monolittens mål er, desto mer skade påfører den. Flott å ha når du forsvarer landsbyen, men litt nifs å angripe."
"TID_SPELL_RECALL_INFO","Går angrepet ditt skeis? Trenger du å angripe fra en annen retning? Med tilbakekallingsformelen kan du hente hjem tropper, helter og kjæledyr til utplasseringslinjen. Deretter kan du sende de tilbakekalte enhetene ut for å angripe på nytt."
"TID_PET_PHOENIX_ABILITY","Flammende finale"
"TID_PET_PHOENIX_ABILITY_INFO","Klekkes for å gi helten et siste usårbart øyeblikk før hen kreperer."
"TID_PET_POISON_LIZARD_ABILITY","Dårlig ånde"
"TID_PET_POISON_LIZARD_ABILITY_INFO","Spytter giftbobler på fienden."
"TID_PET_DIGGY_ABILITY","Overveldende overraskelse"
"TID_PET_DIGGY_ABILITY_INFO","Grave er for det meste under bakken, men kommer innimellom opp for å lamslå og smadre forsvarsverker."
"TID_PET_FROSTY_ABILITY","Kalde kamerater"
"TID_PET_FROSTY_ABILITY_INFO","Yngler innimellom frostmidd mot forsvarsverker i nærheten."
"TID_LOGIN_RESTRICTED_BY_LOCATION","Du kan ikke logge på fra der du er nå"
"TID_FAVORITE_TARGET_HEROES_AND_TROOPS","Helter og tropper"
"TID_INFO_THROWING_POSITION","Utplasseringsposisjon:"
"TID_INFO_THROWING_POSITION_SELF","Formeltårn"
"TID_INFO_THROWING_POSITION_TARGET","Mål"
"TID_INFO_ACTIVATION_TYPE","Utløser:"
"TID_INFO_ACTIVATION_TYPE_HIT_BUILDING_IN_RANGE","Bygning innenfor rekkevidde blir truffet"
"TID_INFO_ACTIVATION_TYPE_UNIT_IN_RANGE","Mål innenfor rekkevidde"
"TID_ADDITIONAL_DAMAGE_PER_TARGET_HP","Ekstra skade: <number> %"
"TID_BASE_DPS","Grunnskade per sekund: <number>"
"TID_GP_GET_SCREEN_TITLE","Skaff gullpasset"
"TID_STARTER_TH2_BUILDCANNON","Bygg kanon"
"TID_STARTER_TH2_INFO_BUILDCANNON","Skaff deg en til kanon i butikken!"
"TID_POISON_CLOUD_TOWER","Tårn-giftformel"
"TID_HASTE_TOWER","Tårn-raseriformel"
"TID_INVISIBILITY_SPELL_TOWER","Tårn-usynlighetsformel"
"TID_RECHARGE_TIME","Ladetid: <number> sekunder"
"TID_BP_BONUS_POINTS_TITLE","Bonuspoeng!"
"TID_BP_BONUS_POINTS_INFO","Siden du skaffet deg gullpasset i forrige sesong, mottar du ekstra utfordringspoeng hvis du skaffer deg det denne sesongen."
"TID_BP_NO_BONUS_POINTS_TITLE","Bonuspoeng!"
"TID_BP_NO_BONUS_POINTS_TEXT","Du får ekstra utfordringspoeng hvis du kjøper gullpasset i etterfølgende sesonger."
"TID_BUTTON_CHANGE_SPELL","Velg formel"
"TID_STUN_TIME","Lamslå mål: <number> sekunder"
"TID_REVIVE_TIME","Gjenoppliv i: <number> sekunder"
"TID_AURA_DAMAGE","Auraskade per sekund: <number>"
"TID_BP_RECEIVED","Gullpass mottatt!"
"TID_PIXEL_KING","Pikselkonge"
"TID_PIXEL_SCENERY","Piksellandskap"
"TID_PIXEL_QUEEN","Pikseldronning"
"TID_PIXEL_WARDEN","Pikselvokter"
"TID_PIXEL_CHAMPION","Pikselmester"
"TID_PARTY_CHAMPION","Partymester"
"TID_10TH_CLASHIVERSARY_SCENERY","Landskap til 10-årsclashileet!"
"TID_CLASHFEST_KING","Clashfestkonge"
"TID_CLASHFEST_SCENERY","Clashfestlandskap"
"TID_CHAMP_WARDEN","Mestervokter"
"TID_SPOOKY_QUEEN","Nifs dronning"
"TID_MAGIC_SCENERY","Magisk landskap"
"TID_NO_OPENID_LOGIN_KUNLUN_ACCOUNTS","此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。"
"TID_OBSTACLE_HALLOWEEN2022","Knask eller knep?"
"TID_DIAMOND_BUNDLE_TH15","Rådhus 15-pakke"
"TID_LOCKED_ITEM_LEVEL","<item> (Låses opp på nivå <number>)"
"TID_MODE_STILL_LOCKED","Oppgrader for å låse opp."
"TID_KICK_FAIL_CAPITAL","Du kan ikke sparke ut spillere mens du er i hovedstaden."
"TID_EPIC_MAGIC_SCENERY","Episk magisk landskap"
"TID_TH15_CHAMPION","Magisk mester"
"TID_TH15_QUEEN","Magisk dronning"
"TID_TH15_WARDEN","Magisk vokter"
"TID_TH15_KING","Magisk konge"
"TID_SPOOKY_SCENERY","Nifst landskap"
"TID_CHALLENGE_EVENT_ENDED","Utfordringen er over"
"TID_CHIEFS_JOURNEY","Høvdingens reise"
"TID_BUILDING_CUSTOMIZE_BUTTON","Tilpass"
"TID_BUILDING_CUSTOMIZE_SCREEN_TITLE","Tilpass <name>"
"TID_BUILDING_CUSTOMIZE_CATEGORY_GROUND","Bakke"
"TID_BUILDING_CUSTOMIZE_CATEGORY_FOOT","Murer"
"TID_BUILDING_CUSTOMIZE_CATEGORY_ROOF","Tak"
"TID_BUILDING_CUSTOMIZE_CATEGORY_DECO","Dekorasjon"
"TID_TRADER_NEW","NYHET"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON","Infernodragebrakke"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON_INFO","Et morsomt sted for infernodrager å henge. Bygget i det mest brannsikre materialet storbyggeren kunne finne."
"TID_CAPBUILD_SPELLLAB_GRAVEYARD","Gravplassformelfabrikk"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD_INFO","Her brygges det store tønner fulle av gravplassformel. Lyden av skranglende knokler kan du overse."
"TID_CAPITAL_GRAVEYARD_SPELL","Gravplassformel"
"TID_CAPITAL_GRAVEYARD_INFO","Takket være seriøst nifs magi kan denne formelen vekke de falne!\n\nNår en tropp faller på slagmarken, påkaller denne formelen en gjeng skjeletter basert på husrommet sitt. Flygende tropper gir flygende skjeletter."
"TID_BUTTON_CUSTOMIZE_BUILDING","Tilpass"
"TID_LAYOUTS_DEFENSIVE_LAYOUT","Defensiv layout"
"TID_LAYOUTS_ALREADY_DEFENSIVE","Layouten er allerede angitt som defensiv"
"TID_LAYOUTS_SET_DEFENSE_BUTTON","Angi som defensiv"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_TITLE","Motformel"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER","Ødelegg <number> formeltårn i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_COMPLETED","Antall formeltårn ødelagt totalt: <value>"
"TID_ACHIEVEMENT_DESTROY_MONOLITH_TITLE","Monolittmoser"
"TID_ACHIEVEMENT_DESTROY_MONOLITH","Ødelegg <number> monolitter i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_MONOLITH_COMPLETED","Antall monolitter ødelagt totalt: <value>"
"TID_ACHIEVEMENT_NPC_STARS3_TITLE","Få enda flere nisser!"
"TID_BUILDING_CUSTOMIZE_SCREEN_BUTTON_SAVE","Bruk"
"TID_DECORATION_CLASHMAS_22","Clashmas-slede"
"TID_DECORATION_CLASMAS_22_INFO","Lett å ta av, vanskelig å lande."
"TID_DISTRICT_SKULL_YARD","Skjelettparken"
"TID_RAID_WEEKEND_REWARD_SUBTITLE","Du ble belønnet med:"
"TID_RAID_WEEKEND_REWARD_TOTAL_TROPHIES","Trofeer totalt:"
"TID_RAID_WEEKEND_CLAN_PROMOTION","<clan> er blitt forfremmet"
"TID_RAID_WEEKEND_CLAN_DEMOTION","<clan> er blitt degradert"
"TID_PART_HOUSE_GROUND","Klanhusbakke"
"TID_PART_HOUSE_ROOF","Klanhustak"
"TID_PART_HOUSE_FOOT","Klanhusvegger"
"TID_PART_HOUSE_DECO","Klanhusdekorasjon"
"TID_CAPITAL_CLAN_RANK","Klanrangering:"
"TID_RAID_WEEKEND_CLAN_STAYED","<clan> holdt seg i samme liga"
"TID_CHARACTER_RAM_RIDER","Bukkerytter"
"TID_CHARACTER_INFO_RAM_RIDER","Her har du en enhet som ikke bukker under så lett: pepperkake-bukkerytteren! Denne duoen er den beste kombinasjonen siden Oreo og Juliet, og de får murer til å smuldre opp som gamle kjeks."
"TID_RAM_RIDER_ABILITY_TITLE","ANGRIIIIP!"
"TID_RAM_RIDER_ABILITY_INFO","Hun angriper det første forsvarsverket hun ser, og knuser murer på veien!"
"TID_SHOP_CATEGORY_SKINS","Skins"
"TID_SHOP_CATEGORY_VILLAGE_BACKGROUNDS","Landskap"
"TID_BUILDING_PART_UNLOCKS_AT","Låses opp på"
"TID_BUILDING_PART_LOCKED_BY_REPUTATION","Denne delen blir tilgjengelig når hovedstaden når omdømmenivå <level>"
"TID_TOWN_HALL_1_INFO_SHORT","Den største av alle reiser begynner her!"
"TID_BASIC_TURRET_INFO_SHORT","Plaff løs mot innpåslitne bakkeangripere."
"TID_CHARACTER_INFO_BARBARIAN_SHORT","En ikonisk kriger som smadrer forsvar med sverdet."
"TID_TOWN_HALL_2_INFO_SHORT","Nå skal vi lære det grunnleggende!"
"TID_ARCHER_TOWER_INFO_SHORT","Bueskytteren skyter ned alle angripere."
"TID_WALL_INFO_SHORT","Murer bidrar til å holde landsbyen trygg."
"TID_CHARACTER_INFO_ARCHER_SHORT","Skarpskyttere som angriper fra langt hold."
"TID_CHARACTER_INFO_GOBLIN_SHORT","Flinke til å raske til seg gull og eliksir."
"TID_CHARACTER_INFO_GIANT_SHORT","Disse store, tøffe karene vil bare knuse forsvar!"
"TID_TOWN_HALL_3_INFO_SHORT","Gå opp i nivå og slå dere sammen for å bli sterkere."
"TID_JOURNEY_FEATURE_LABORATORY","Oppgraderer hæren din, slik at den blir enda sterkere!"
"TID_MORTAR_INFO_SHORT","Tar ut irriterende horder med ett smell."
"TID_CHARACTER_INFO_WALLBREAKER_SHORT","Sprenger hull i murer for å hjelpe resten av hæren din."
"TID_TRAP_MINE_INFO_SHORT","En uønsket gave du kan overraske angripere med."
"TID_TOWN_HALL_4_INFO_SHORT","Se opp mot skyene og drøm."
"TID_AIR_DEFENSE_INFO_SHORT","Sprenger lufttropper ned fra himmelen."
"TID_CHARACTER_INFO_BALLOON_SHORT","Disse skrøpelige flygerne sprenger forsvar ovenfra."
"TID_TOWN_HALL_5_INFO_SHORT","Det er tid for litt magi!"
"TID_WIZARD_TOWER_INFO_SHORT","Alle tropper smelter etter noen magiske ildkuler."
"TID_CHARACTER_INFO_WIZARD_SHORT","Det trengs ingen tryllestav for å skyte ildkule etter ildkule."
"TID_LIGHTNING_STORM_INFO_SHORT","Skyt gjerne to ganger, eller så mange ganger som du trenger."
"TID_TRAP_AIR_INFO_SHORT","Fordi luftenheter også fortjener en eksploderende overraskelse."
"TID_TOWN_HALL_6_INFO_SHORT","Tid for en helsesjekk."
"TID_AIR_BLASTER_INFO_SHORT","Er så frekk å blåse vekk luftangripere."
"TID_CHARACTER_INFO_HEALER_SHORT","Holder hæren din sunn og sterk, slik at den holder ut lenger i kamp!"
"TID_HEALING_WAVE_INFO_SHORT","Slipper en dose helse når det trengs."
"TID_TOWN_HALL_7_INFO_SHORT","En ære med heltemot og mørk eliksir."
"TID_BARBARIAN_KING_INFO_SHORT","Den største, tøffeste og slemmeste barbaren av dem alle."
"TID_TESLA_TOWER_INFO_SHORT","Brannfare, brannfare!"
"TID_CHARACTER_INFO_DRAGON_SHORT","Harde skjell og fyrige flammer er en dødbringende kombinasjon."
"TID_CHARACTER_INFO_MINION_SHORT","En nådeløs avstandsplage som angriper uten stans."
"TID_CHARACTER_INFO_RIDER_SHORT","Bykser over murer for å hamre løs på forsvarsverker."
"TID_HASTE_INFO_SHORT","Gjør hæren din så rasende at de blir raskere og sterkere!"
"TID_TRAP_AIR_MEGA_INFO_SHORT","Jakter på flygende angripere for å gi dem en eksplosiv velkomst."
"TID_TOWN_HALL_8_INFO_SHORT","Gjør klart grunnarbeidet."
"TID_BUILDING_BOMB_TOWER_INFO_SHORT","Får bakketropper til å eksplodere, også når det er ødelagt."
"TID_CHARACTER_INFO_PEKKA_SHORT","Ekstremt pansret og har et ekstremt brutalt sverd."
"TID_CHARACTER_INFO_VALKYRIE_SHORT","Denne snurrende krigerens øks lager hakkemat av bygninger."
"TID_CHARACTER_INFO_GOLEM_SHORT","Denne kampklare kampesteinen tåler en trøkk."
"TID_POISON_CLOUD_INFO_SHORT","Slipp en giftpøl for å sinke og skade fiender."
"TID_EARTHQUAKE_INFO_SHORT","Få jorden til å riste for å åpne en base."
"TID_TRAP_HALLOWEEN_SKEL_INFO_SHORT","Irriter angripere mens forsvarsverkene dine fortsetter å skyte."
"TID_TOWN_HALL_9_INFO_SHORT","Flere hodeskaller, flere ferdigheter, mer moro!"
"TID_ARCHER_QUEEN_INFO_SHORT","X-buen hennes knuser bygninger like lett som hun knuser hjerter."
"TID_BOW_INFO_SHORT","Knus angriperne med bolt etter bolt."
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION_SHORT","Distraher luftforsvar med denne flygende tanksen."
