"TID","ES"
"TID_CHAMPION_KING","Rey campeón"
"TID_ADD_FRIENDS_INFO_REQUESTS_YP","Añade amigos desde sus perfiles de jugador."
"TID_SUPER_WIZARD_INFO","El supermago está que rebosa de energía mágica. Se lo tiene muy creído, tanto que es capaz de fulminarlo todo si no le dicen que es el mejor."
"TID_SUPER_WIZARD_ABILITY_NAME","Magia en cadena"
"TID_SUPER_WIZARD_ABILITY_HELP","La nueva bola de fuego del supermago rebota para alcanzar a los objetivos cercanos."
"TID_ICE_PUP","Cachorro de hielo"
"TID_ICE_PUP_INFO","A diferencia de la mayoría de cachorros, estos tienen un corazón de hielo y sus ataques son a sangre fría. ¡Sus ataques ralentizarán a los enemigos!"
"TID_ICE_HOUND_INFO","Se acabaron las indigestiones que le provocaba la lava. Ahora el sabueso de hielo está listo para congelarlo todo. ¡Menuda rasca!"
"TID_ICE_HOUND_ABILITY_NAME","Bajo cero"
"TID_ICE_HOUND_ABILITY_INFO","Los ataques del sabueso de hielo ralentizan a su objetivo. En cuanto le derrotan, el sabueso lo congela todo a su alrededor."
"TID_BUTTON_VIEW_SKIN","Ver aspecto"
"TID_TOO_MANY_TRAINED_SUPER_TROOPS","Tienes demasiados tipos de supertropas entrenadas.\n\nPrimero usa o elimina alguna."
"TID_BOOSTER_SUPER_POTION","Superpócima"
"TID_BOOSTER_SUPER_POTION_INFO","Este brebaje dorado elaborado a base de elixir oscuro se disfruta al máximo en buena compañía y en un ambiente húmedo y calentito. La superpócima puede potenciar una tropa a su versión de supertropa durante 3 días."
"TID_BOOSTER_SUPER_POTION_OFFER_INFO","<num>x superpócima: Potencia una tropa a su versión de supertropa durante 3 días."
"TID_BOOSTER_SUPER_POTION_ALT_2_LINE","Superpócima"
"TID_OPTIONAL_AVAILABLE","Hay disponible una nueva versión de Clash of Clans. Actualiza el juego para disfrutar de una mejor experiencia."
"TID_OPTIONAL_AVAILABLE_TITLE","¡Actualización disponible!"
"TID_BP_RESOURCE_REWARD_GET_GEM_ALTERNATIVE_TEXT","No tienes espacio para guardar más <resource>.\n¿Quieres vender el exceso por <amount> gemas?"
"TID_CLANGAMES_TASK_USE_SUPER_WIZARDS","Magia superior"
"TID_CLANGAMES_TASK_INFO_USE_SUPER_WIZARDS","Consigue <num> estrella(s) en batallas multijugador usando <num2> supermago(s)."
"TID_CLANGAMES_TASK_USE_ICE_HOUNDS","Edad de hielo"
"TID_CLANGAMES_TASK_INFO_USE_ICE_HOUNDS","Consigue <num> estrella(s) en batallas multijugador usando <num2> sabueso(s) de hielo."
"TID_CLANGAMES_TASK_USE_SUPER_MINIONS","Caos de esbirros"
"TID_CLANGAMES_TASK_INFO_USE_SUPER_MINIONS","Consigue <num> estrella(s) en batallas multijugador usando <num2> superesbirro(s)."
"TID_CLANGAMES_TASK_USE_LOG_LAUNCHER","¡Libera los troncos!"
"TID_CLANGAMES_TASK_INFO_USE_LOG_LAUNCHER","Consigue <num> estrellas en batallas multijugador usando <num2> lanzatroncos."
"TID_SHOP_CATEGORY_COSMETICS","Personalización"
"TID_WINTER_CHAMPION","Luchadora invernal"
"TID_SCENERY_PIRATE","Paisaje pirata"
"TID_INVISIBILITY_SPELL","Hechizo de invisibilidad"
"TID_INVISIBILITY_SPELL_INFO","Exceptuando los muros y las máquinas de asedio, el hechizo de invisibilidad hace que todo lo que se encuentre dentro de su radio se vuelva invisible y no pueda ser atacado."
"TID_NUM_ATTACKS","Número de ataques"
"TID_TAB_ESPORTS","eSports"
"TID_NUM_ATTACKS_SHORT","Ataques:"
"TID_SIEGE_MACHINE_LOG_LAUNCHER","Lanzatroncos"
"TID_CHARACTER_INFO_SIEGE_MACHINE_LOG_LAUNCHER","Aunque el lanzatroncos no es de las máquinas de asedio más rápidas o recias, sí que es una de las más crueles. Este artilugio arroja un aluvión de troncos para acabar con todo lo que tiene por delante. Su objetivo es abrirse paso hacia el ayuntamiento rival. Es inmune a los efectos de los hechizos."
"TID_GOLD_PASS_PURCHASE_INFO_SCID","Compra el pase de oro de esta temporada para desbloquear estas recompensas."
"TID_BP_ACTIVATE_BUTTON","Activar"
"TID_BP_ACTIVATE_SCID_CONFIRM","Tu Supercell ID tiene <num> pases de oro disponibles. ¿Quieres usar uno para activar el pase de oro de esta temporada?"
"TID_BP_ACTIVATE_SCID_TITLE","¿Activar pase de oro?"
"TID_SCENERY_EPIC_WINTER","Paisaje de invierno épico"
"TID_DECO_LOGMAS_TREE","Árbol del Tronco clashvideño"
"TID_DECO_FIREWORK_FANBOY","Esqueleto pirotécnico"
"TID_DELETE_ACCOUNT_TITLE","Eliminar mi cuenta"
"TID_TENCENT_LOGIN_AGREEMENTS","He leído detenidamente y estoy de acuerdo con el <TOS>, las <PP>, las <CHILDREN> y la <THIRDPARTY>."
"TID_TENCENT_LOGIN_TOS","Acuerdo de servicio y de licencia de Tencent Games"
"TID_TENCENT_LOGIN_PP","Reglas de privacidad y protección de datos de Tencent Games"
"TID_TENCENT_LOGIN_CHILDREN","Reglas de privacidad y protección de menores de Tencent Games"
"TID_SCID_GIFT_RECEIVED_TITLE","¡Regalo recibido!"
"TID_SCID_GIFT_RECEIVED_BODY","quiere enviarte un pase de oro."
"TID_SCID_GIFT_ACCEPT_BUTTON","Aceptar"
"TID_SCID_GIFT_DECLINE_BUTTON","Rechazar"
"TID_TOURNAMENT_HUB_DEFAULT_TITLE","Portal del torneo"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY","A que no me ves"
"TID_CLANGAMES_TASK_WIN_STARS_USING_INVISIBILITY_INFO","Consigue <num> estrellas en batallas multijugador usando <num2> hechizo(s) de invisibilidad."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","Dominio del sigilo"
"TID_CLANGAMES_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","Gana <num> batallas multijugador usando <num2> hechizo(s) de invisibilidad."
"TID_WEAPON_TOWN_HALL_14","Giga torre infernal"
"TID_WEAPON_TOWN_HALL_14_INFO","Los rivales que intenten acercarse a la giga torre infernal quedarán chamuscados. Tras sus últimas mejoras, ahora emite una nube tóxica al ser destruida que inflige daño y ralentiza a los atacantes que se encuentren a su alrededor."
"TID_BUTTON_ASSIGN","Asignar"
"TID_BP_REACH_NEXT_TH_TEASER","Necesitas tener un ayuntamiento de nivel <th> para desbloquear nuevos desafíos."
"TID_BP_TASK_HIDDEN_REQUIREMENT","¡Completa las tareas anteriores para descubrir esta!"
"TID_STARTER_CLEAROBSTACLES","Jardinería"
"TID_STARTER_COLLECTGOLD","¡Consigue oro!"
"TID_STARTER_COLLECTELIXIR","¡Consigue elixir!"
"TID_STARTER_UPGRADEBUILDING","Mejora estructuras"
"TID_STARTER_UPGRADEBUILDING_INFO","Comienza a mejorar <num> estructuras en la aldea."
"TID_STARTER_UPGRADEWALL","Barricadas"
"TID_STARTER_UPGRADEWALL_INFO","Mejora muros <num> veces."
"TID_STARTER_WINUSINGARCHER","Arqueras al ataque"
"TID_STARTER_WINUSINGWB","¡A la carga!"
"TID_STARTER_WINUSINGWIZ","Oleada de magos"
"TID_STARTER_WINUSINGHEALER","Manos curativas"
"TID_STARTER_WINGOLD","¡Botín de oro!"
"TID_STARTER_WINELIXIR","¡Botín de elixir!"
"TID_STARTER_WINUSINGARCHER_INFO","Consigue <num> estrellas en batallas multijugador usando <num2> arqueras."
"TID_STARTER_WINUSINGWB_INFO","Consigue <num> estrellas en batallas multijugador usando <num2> rompemuros."
"TID_STARTER_WINUSINGWIZ_INFO","Consigue <num> estrellas en batallas multijugador usando <num2> magos."
"TID_STARTER_WINUSINGHEALER_INFO","Consigue <num> estrellas en batallas multijugador usando <num2> curanderas."
"TID_STARTER_WINGOLD_INFO","Consigue al menos <num2> de oro en una sola batalla multijugador."
"TID_STARTER_WINELIXIR_INFO","Consigue al menos <num2> de elixir en una sola batalla multijugador."
"TID_CONFIRM_FINISH_TRAINING_TITLE","Terminar entrenamiento"
"TID_CONFIRM_FINISH_TRAINING","¿Quieres usar gemas para terminar el entrenamiento ahora?"
"TID_WL_NO_SIZE_CHOSEN","Elige el tamaño de la guerra"
"TID_CLAN_CASTLE_LEVEL_TOO_LOW","¡El nivel del castillo del clan de la persona que recibe la donación es demasiado bajo!"
"TID_PET_HEALER","Unicornio"
"TID_PET_WALLBUSTER","Yak"
"TID_PET_RANGEDATTACKER","Búho eléctrico"
"TID_PET_MELEEJUMPER","L.A.S.S.I."
"TID_PET_SHOP","Caseta de animales"
"TID_PET_SHOP_INFO","Todos los héroes se merecen tener un compañero leal. La caseta de animales te permite desbloquear poderosos animales con diferentes habilidades que lucharán junto a tus héroes."
"TID_BUTTON_PET_SHOP","Animales"
"TID_EQUIP_TITLE_PET","Animal"
"TID_EQUIP_TITLE_GEAR1","Equipo"
"TID_REQUIRED_PET_SHOP_LEVEL","Requiere una caseta de animales de nivel <number>."
"TID_PET_SHOP_UPGRADING","No se puede empezar la mejora de un animal mientras la caseta de animales se está mejorando."
"TID_PET_ALREADY_AT_MAX_LEVEL","¡Este animal ya ha alcanzado su nivel máximo!"
"TID_ASSIGN_PET","Asignar animal"
"TID_STARTER_TH2_UPGRADEARCHERTOWER","Turno de guardia"
"TID_STARTER_TH2_INFO_UPGRADEARCHERTOWER","Compra una torre de arqueras en la tienda."
"TID_STARTER_TH2_UPGRADEARMYCAMP","Ampliación de campamentos"
"TID_STARTER_TH2_INFO_UPGRADEARMYCAMP","Mejora el campamento al nivel <num2>."
"TID_STARTER_TH2_UPGRADEBARRACKS","Nuevos reclutas"
"TID_STARTER_TH2_INFO_UPGRADEBARRACKS","Construye <num> cuartel y mejóralo al nivel <num2>."
"TID_STARTER_TH2_UPGRADEELXIR","Bombeando elixir"
"TID_STARTER_TH2_INFO_UPGRADEELIXIR","Mejora <num> recolectores de elixir al nivel <num2>."
"TID_STARTER_TH2_CLAIMACHIEVEMENT","Camino al éxito"
"TID_STARTER_TH2_INFO_CLAIMACHIEVEMENT","Reclama <num> logros en tu perfil."
"TID_STARTER_TH3_JOINCLAN","Nuevas amistades"
"TID_PET_HEALER_INFO","Los unicornios son algo reservados, pero, con un poco de paciencia y de mimitos, los habrás conquistado ¡y te ayudarán a curar cualquier rasguño igual de bien que las curanderas!"
"TID_PET_WALLBUSTER_INFO","El yak es como una máquina de asedio con patas y arrasa con cualquier muro que se le ponga por delante. Cuando su héroe es derrotado, se le cruzan los cuernos y le posee una furia desatada."
"TID_PET_RANGEDATTACKER_INFO","El búho eléctrico lanza una descarga a distancia que deja a las defensas enemigas hechas polvo... literalmente. Eso sí, por muy eléctrico que sea, no deja de ser una bolita de plumas, ¡así que protégelo bien!"
"TID_PET_MELEEJUMPER_INFO","L.A.S.S.I. es la perrita de caza más leal que haya visto esta aldea y se dedica a perseguir a los enemigos con una furia implacable. A no ser que vuelen... entonces no le queda otra que ladrarles."
"TID_MAKE_SKIN","Aspecto de Supercell Make\n\nConcepto de\n<cff8000><CREDIT></c>"
"TID_MAKE_SCENERY","Paisaje de Supercell Make\n\nConcepto de\n<cff8000><CREDIT></c>"
"TID_STARTER_TH2_BUILDBARRACKS","Nuevo cuartel"
"TID_STARTER_TH2_INFO_BUILDBARRACKS","¡Compra otro cuartel en la tienda!"
"TID_STARTER_TH2_UPGRADEGOLDMINE","Obsesión minera"
"TID_STARTER_TH2_UPGRADEGOLDSTORAGE","Almacenes más grandes"
"TID_STARTER_TH2_INFO_UPGRADEGOLDSTORAGE","Mejora tu almacén de oro al nivel <num2>."
"TID_STARTER_TH2_BUILDWALLS","Especialista en muros"
"TID_STARTER_TH2_INFO_BUILDWALLS","Compra <num> muros en la tienda."
"TID_STARTER_REQUESTTROOPS_TH3","Pide refuerzos"
"TID_STARTER_INFO_REQUESTTROOPS_TH3","Pide refuerzos a tu clan <num> veces. Puedes pedirlos desde el castillo del clan o desde el menú de entrenamiento."
"TID_STARTER_TH3_BUILDLABORATORY","Ciencia majareta"
"TID_STARTER_TH3_INFO_BUILDLABORATORY","Compra el laboratorio en la tienda."
"TID_STARTER_TH3_TRAINLABORATORY","Mejora tu ejército"
"TID_STARTER_TH3_INFO_TRAINLABORATORY","Realiza <num> mejoras en el laboratorio."
"TID_STARTER_TH3_WINSTARSGOBLINMAP","¡A por los duendes!"
"TID_STARTER_TH3_INFO_WINSTARSGOBLINMAP","Gana <num> estrellas en los mapas de duendes del modo de un jugador."
"TID_STARTER_TH3_BUILDCLANCASTLE","Repara el castillo del clan"
"TID_STARTER_TH3_INFO_BUILDCLANCASTLE","Reconstruye el castillo del clan en ruinas de tu aldea."
"TID_STARTER_TH3_INFO_JOINCLAN","¡Únete a un clan! Pertenecer a un clan tiene sus beneficios, ¡como conseguir poderosas tropas de refuerzo!"
"TID_STARTER_TH3_BUILDMORTAR","Amenaza de largo alcance"
"TID_STARTER_TH3_INFO_BUILDMORTAR","Compra un mortero en la tienda."
"TID_STARTER_TH3_DESTROYARCHERTOWER","Destruye torres de arqueras"
"TID_PRACTICE_MODE_UNLOCKS_LATER","El modo de práctica se desbloquea con un ayuntamiento de nivel 4."
"TID_STARTER_TH3_UPGRADEELIXIRSTORAGE","Suministros de elixir"
"TID_STARTER_TH3_INFO_DESTROYARCHERTOWER","Destruye <num> torres de arqueras en batallas multijugador."
"TID_STARTER_WINSTARS","¡Batalla estelar!"
"TID_STARTER_INFO_WINSTARS","Consigue <num> estrellas en batallas multijugador."
"TID_STARTER_INFO_DESTROYANY","Destruye <num>x <building> en batallas multijugador."
"TID_STARTER_INFO_BUILDANY","Mejora <num>x <building> al nivel <num2>."
"TID_STARTER_TH4_BUILDAIRDEFENSE","Defensa aérea"
"TID_STARTER_TH4_BUILDSPRINGTRAP","Trampa activada"
"TID_STARTER_INFO_SECUREACCOUNT","Conecta tu aldea a una red social para protegerla."
"TID_STARTER_TH4_UPGRADEARCHERTOWER","Arcos reforzados"
"TID_STARTER_TH4_DESTROYMORTARS","Machacamorteros"
"TID_STARTER_TH4_UPGRADEBARRACKS","Cuartel mejorado"
"TID_REPAIR_PER_SECOND","Reparación por segundo: <number>"
"TID_STARTER_TH5_BUILDSPELLFACTORY","Movimientos mágicos"
"TID_STARTER_TH5_INFO_BUILDSPELLFACTORY","Compra el caldero de hechizos en la tienda para desbloquear los hechizos."
"TID_STARTER_TH5_DESTROYANY","Destrucción general"
"TID_STARTER_TH5_INFO_DESTROYANY","Destruye <num> estructuras de cualquier tipo en batallas multijugador."
"TID_STARTER_TH5_BUILDWIZARDTOWER","Magia defensiva"
"TID_STARTER_TH5_INFO_BUILDWIZARDTOWER","Construye una torre de mago y mejórala al nivel <num2>."
"TID_STARTER_TH4_UPGRADELABORATORY","Ampliación del laboratorio"
"TID_STARTER_TH2_LOOTGOLD","Saquea oro"
"TID_STARTER_TH2_INFO_LOOTGOLD","Consigue <num> de oro en batallas multijugador o en el modo de un jugador."
"TID_STARTER_TH3_LOOTELIXIR","Saquea elixir"
"TID_STARTER_TH3_INFO_LOOTELIXIR","Consigue <num> de elixir en batallas multijugador o en el modo de un jugador."
"TID_TUTORIAL_STARTER_CHALLENGE_1","¡He preparado unos desafíos para ti!"
"TID_TUTORIAL_STARTER_CHALLENGE_2","Ganarás puntos por cada desafío que completes."
"TID_TUTORIAL_STARTER_CHALLENGE_2A","Y a veces también desbloquearás desafíos nuevos."
"TID_TUTORIAL_STARTER_CHALLENGE_3","¡Con los puntos que consigas podrás ganar recompensas!"
"TID_TUTORIAL_STARTER_CHALLENGE_4","Aquí puedes ver cuántos puntos necesitas para cada recompensa."
"TID_TUTORIAL_STARTER_CHALLENGE_5","Estas recompensas nos ayudarán a reforzar la aldea cada vez más."
"TID_FAVORITE_TARGET_HERO","Héroe"
"TID_FAVORITE_TARGET_HEROS_TARGET","Objetivo del héroe"
"TID_FAVORITE_TARGET_AROUND_HERO","A <num> casillas del héroe"
"TID_STARTER_TH4_WINSTARSPRACTICE","Primeros pasos"
"TID_STARTER_TH4_INFO_WINSTARSPRACTICE","Consigue <num> estrellas en los niveles de práctica. ¡Los niveles de práctica están en el menú de ataque!"
"TID_LABORATORY_UPGRADING_CANNOT_START_UNIT","No se puede empezar a mejorar una unidad mientras el laboratorio se está mejorando."
"TID_LABORATORY_UPGRADING_CANNOT_START_SPELL","No se puede empezar a mejorar un hechizo mientras el laboratorio se está mejorando."
"TID_STAR_LABORATORY_UPGRADING_CANNOT_START_UNIT","No se puede empezar a mejorar una unidad mientras el laboratorio astral se está mejorando."
"TID_PET_DESCRIPTION","¡Los compañeros ideales para tus héroes!"
"TID_CHAT_LANGUAGE","Idioma del chat:"
"TID_BP_AUTO_REWARDS_TITLE","Recompensas de temporada reclamadas"
"TID_BP_AUTO_CONVERSION_TEXT","Algunas de las recompensas obtenidas no cabían en el inventario, así que el exceso se ha convertido en gemas."
"TID_LANGUAGE_OTHER","Otro"
"TID_PLAYER_PROFILE_PETS","Animales"
"TID_CLAN_LANGUAGE_UNKNOWN","Sin definir"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_TITLE","Ataques con sorpresa"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH","Destruye <number> ayuntamientos armados en batallas multijugador."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_TH_COMPLETED","Ayuntamientos armados destruidos: <value>"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_TITLE","Supermejora"
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP","Potencia una supertropa <number> veces."
"TID_ACHIEVEMENT_ACTIVATE_SUPER_TROOP_COMPLETED","Supertropas potenciadas: <value>"
"TID_ACHIEVEMENT_DONATE_SIEGES_TITLE","Asedio conjunto"
"TID_ACHIEVEMENT_DONATE_SIEGES","Dona <number> máquinas de asedio."
"TID_ACHIEVEMENT_DONATE_SEIGES_COMPLETED","Máquinas de asedio donadas: <value>"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_TITLE","Chozas destrozadas"
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS","Destruye <number> chozas del constructor armadas en batallas multijugador."
"TID_ACHIEVEMENT_DESTROY_WEAPONISED_BUILDERS_COMPLETED","Chozas de constructor armadas destruidas: <value>"
"TID_SCID_PURCHASE_DELIVERED_TITLE","Compra entregada"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","Los siguientes artículos se han añadido a tu cuenta de juego:"
"TID_SCID_PURCHASE_PASS_EXPLANATION","Los pases de oro se pueden usar en tu propia cuenta en el menú de los desafíos de temporada o se pueden donar a amigos de Supercell ID a través del menú de Supercell ID."
"TID_SCID_GOLD_PASS_QUANTITY","<num> pases de oro"
"TID_UNLOCK_PET","Desbloquea esto: <name>"
"TID_FB_TRACKING_TITLE","Actualización sobre Facebook"
"TID_FB_TRACKING_TEXT","Las funciones sociales de Facebook requieren que Clash of Clans comparta tus datos con Facebook. Facebook utiliza estos datos para sus propios fines, que incluyen fines publicitarios y de rastreo.\n\nDa tu autorización si quieres compartir tus datos con Facebook y habilitar las funciones sociales de Facebook.\n\nRechaza el rastreo de datos si no quieres compartir tus datos con Facebook. Esta acción eliminará las funciones sociales de Clash of Clans. ¡Accede a Supercell ID y disfruta de funciones sociales que respetan tu privacidad!"
"TID_BUTTON_PROCEED","Continuar"
"TID_SCENERY_JUNGLE","Paisaje selvático"
"TID_SCENERY_EPIC_JUNGLE","Paisaje selvático épico"
"TID_WARDEN_OF_THE_NORTH","Centinela del norte"
"TID_ROGUE_CHAMPION","Luchadora forajida"
"TID_ROGUE_KING","Rey forajido"
"TID_ROGUE_QUEEN","Reina forajida"
"TID_WARRIOR_KING","Rey guerrero"
"TID_SCENERY_HOG_MOUNTAIN","Paisaje de Montepuerco"
"TID_OBSTACLE_CNY2021","Arbusto de la suerte"
"TID_TUTORIAL_STARTER_CHALLENGE_6","¡Buena suerte, jefe! ¡Esto es pan comido para ti!"
"TID_TUTORIAL_SEASON_CHALLENGE_1","Jefe, ¡ha llegado la hora de que te enfrentes a algo nuevo!"
"TID_TUTORIAL_SEASON_CHALLENGE_2","¡A partir de ahora habrá nuevos desafíos y recompensas disponibles todos los meses!"
"TID_TUTORIAL_SEASON_CHALLENGE_3","También hay nuevas recompensas, ¡los beneficios! ¡Echémosles un vistazo!"
"TID_TUTORIAL_SEASON_CHALLENGE_4","El depósito de temporada se llena mágicamente siempre que consigues botín en las batallas normales."
"TID_TUTORIAL_SEASON_CHALLENGE_5","¡Al final de cada mes todo su contenido se traspasará a tus almacenes!"
"TID_TUTORIAL_SEASON_CHALLENGE_6","Los otros beneficios reducen los costes de construcción, de investigación, de entrenamiento y de las donaciones."
"TID_TUTORIAL_SEASON_CHALLENGE_7","Hazte con el pase de oro y aprovecha todos los beneficios ¡además de otras recompensas increíbles!"
"TID_DECO_TH14_FOUNTAIN","Fuente de los deseos"
"TID_STARTER_TH5_UPGRADEBUILDERHUT","¡A martillazo limpio!"
"TID_STARTER_TH5_INFO_UPGRADEBUILDERHUT","Compra una tercera choza de constructor en la tienda."
"TID_PET_ABILITY_BARKY","Saltarina"
"TID_PET_ABILITY_INFO_BARKY","L.A.S.S.I. puede saltar muros para atacar a quien se encuentre al otro lado."
"TID_PET_ABILITY_BULLDOZER","Revientamuros"
"TID_PET_ABILITY_INFO_BULLDOZER","El yak inflige daño extra a los muros."
"TID_PET_ABILITY_ELECTROWL","Alto voltaje"
"TID_PET_ABILITY_INFO_ELECTROWL","El ataque del búho eléctrico rebota en un objetivo cercano."
"TID_PET_ABILITY_UNIPONY","Sana sanita"
"TID_PET_ABILITY_INFO_UNIPONY","El unicornio sigue y cura al héroe al que acompaña."
"TID_FACEBOOK_UNAVAILABLE_TRACKING_DISABLED","Las funciones sociales de Facebook están deshabilitadas de acuerdo con las preferencias de privacidad de tu dispositivo."
"TID_TUTORIAL_BATTLE_BUILDERS_1","Jefe, ¡los constructores están hartos de estar de brazos cruzados en las batallas!"
"TID_TUTORIAL_BATTLE_BUILDERS_2","¡Mejora sus chozas para ver cómo pueden ayudarte!"
"TID_DIAMOND_BUNDLE_TH14","Lote de ayuntamiento de nivel 14"
"TID_TUTORIAL_BUILDER_MENU","¡Aquí tienes sugerencias sobre qué puedes construir o mejorar a continuación!"
"TID_TUTORIAL_PET_SHOP","Jefe, ¿te enseño la caseta de animales?"
"TID_TUTORIAL_PETS_1","¡Echémosle un vistazo!"
"TID_TUTORIAL_PETS_2","Los animales son compañeros leales que luchan junto a tus héroes y heroínas."
"TID_TUTORIAL_PETS_3","Puedes mejorarlos para que sean incluso más potentes."
"TID_TUTORIAL_PETS_4","¡Vamos a emparejar a la perrita L.A.S.S.I. con uno de tus héroes!"
"TID_TUTORIAL_PETS_5","¡Perfecta elección! Cada animal es único, ¡así que puedes crear combinaciones muy interesantes!"
"TID_TUTORIAL_PETS_6","¡Puedes probar a combinarlos a todos hasta que descubras tu pareja favorita!"
"TID_SUGGESTED_PLAYERS_TITLE","Jugadores sugeridos"
"TID_SUGGESTED_PLAYERS_ABOUT_TEXT","Las sugerencias de jugadores idóneos para tu clan se evalúan cada día dependiendo de varios factores, y solo muestran a aquellos jugadores que hayan empezado a buscar un clan recientemente.\n\nEstos son algunos de los factores:\n— Actividad relacionada con ataques, donaciones y participación en el chat.\n— Ubicación, idioma y horarios de juego habituales.\n\nLos ajustes de tu clan también se tienen en cuenta y no recibirás recomendaciones de jugadores que no cumplan estos requisitos:\n— Nivel de ayuntamiento mínimo.\n— Mínimo de trofeos en la aldea y en la base del constructor.\nSi cambias estos ajustes, las sugerencias tardarán un tiempo en actualizarse."
"TID_CONFIRM_WANTS_SUGGESTED_PLAYERS_TEXT","Hace tiempo que optaste por aparecer como sugerencia para otros clanes. ¿Quieres seguir apareciendo en estas sugerencias?"
"TID_PLAYER_PREFERENCE_INVITES_AND_SUGGESTIONS","Recibir invitaciones y sugerir perfil"
"TID_PLAYER_PREFERENCE_INVITES","Recibir invitaciones"
"TID_PLAYER_PREFERENCE_NO_INVITES","No recibir invitaciones"
"TID_GOLD_PASS_SALES_ENDED","No es posible activar el pase de oro porque la temporada termina pronto. ¡Vuelve a intentarlo cuando comience la nueva temporada!"
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","Más fotogramas por segundo"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","Si activas esta opción, el juego se reproducirá a una velocidad de <max> fotogramas por segundo y consumirá más energía. Si está desactivada, se reproducirá a 60 fotogramas por segundo y consumirá menos energía."
"TID_JUNGLE_CHAMPION","Luchadora selvática"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","Rodarán cabezas"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","Gana <num> batallas multijugador usando <num2> cazadora(s) de héroes."
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","Niveles de luchadoras"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","Derrota <num> niveles de la luchadora real en batallas multijugador."
"TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","Catapultando catapultas"
"TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","Destruye <num> catapultas en batallas multijugador."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","Guardia del yeti"
"TID_CLANGAMES_TASK_INFO_WIN_BATTLES_USING_YETI","Gana <num> batallas multijugador usando <num2> yeti(s)."
"TID_LIVE_ESPORTS","EN DIRECTO"
"TID_JUNGLE_WARDEN","Centinela selvático"
"TID_CHARACTER_MECHA_DRAGON","Montadragones"
"TID_CHARACTER_MECHA_DRAGON_INFO","Esta máquina de destrucción aérea causa estragos en cualquier defensa que se le cruce por delante. El esqueleto que está a bordo jura y perjura que él no está tocando los mandos."
"TID_COPY_HERE_BUTTON","Copiar aquí"
"TID_ARMY_DEEPLINK_INVALID","El enlace de este ejército no es válido."
"TID_COPY_ARMY_CANNOT_TRAIN","No puedes entrenar este ejército."
"TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","Destrucción de constructores"
"TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","Destruye <num> chozas de constructor en batallas multijugador."
"TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","Campamentos desolados"
"TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","Destruye <num> campamentos en batallas multijugador."
"TID_STREAM_SHARED_ARMY","Ejército compartido"
"TID_FRIENDLY_ARMY","Ejército amistoso"
"TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","Aldea enemiga"
"TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","Destruye <num> ayuntamientos en batallas multijugador."
"TID_COSMETICS_TIER_1","<cffffff>Estándar</c>"
"TID_COSMETICS_TIER_2","<cffd345>Oro</c>"
"TID_COSMETICS_TIER_3","<ce86fff>Legendario</c>"
"TID_INVALID_PLAY_INSTALL","Clash of Clans no se ha instalado correctamente. Vuelve a instalarlo desde Google Play para solucionar este problema."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Tamaño de la barra de despliegue"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Ajustar"
