"TID","JP"
"TID_CAPITAL_PLAYGROUND_SNEAKY_ARCHERS","<c54a0fe>スニークアーチャー</c>を配置して壁の後ろにある<cf70d16>多連砲</c>を破壊するんじゃ。"
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS","<c54a0fe>スーパージャイアント</c>を盾役として配置するんじゃ。"
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS","<c54a0fe>スーパーウィザード</c>を配置して壁の後ろにある<cf70d16>スピアキャスター</c>や<cf70d16>ボムタワー</c>を破壊するんじゃ。"
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS_2","<c54a0fe>スーパーウィザード</c>は<c54a0fe>スニークアーチャー</c>に比べて射程距離がやや短いぞ。"
"TID_CAPITAL_PLAYGROUND_GATES","防衛側のユニットは都の障害物を飛び越えることはできないが、ゲートを通り抜けることはできる。"
"TID_CAPITAL_PLAYGROUND_GATES_2","ただし、攻撃側にとってはゲートと壁の仕組みはまったく同じだぞ。"
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS_2","<c54a0fe>スーパージャイアント</c>をさらに投入して加勢するんじゃ。"
"TID_CAPITAL_PLAYGROUND_GATES_3","<cf70d16>スーパージャイアント</c>が出てきたようじゃな。こやつらも狭い場所に閉じ込められてさぞ苦しかったのだろう。"
"TID_CAPITAL_PLAYGROUND_GATES_4","射程距離が長いユニットで対抗するといい。手も足も出んはずじゃ。"
"TID_CAPITAL_PLAYGROUND_FROST","<c38eaff>フロストの呪文</c>は、水を凍らせて地上ユニットが通れるようにしたり、敵の動きを遅くしたりすることができる。"
"TID_CAPITAL_PLAYGROUND_FROST_2","ここで<c38eaff>フロストの呪文</c>を使い、防衛設備の背後から攻め立てるんじゃ！"
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","最後は残りの防衛設備を破壊するんじゃ！ほれ、これも勉強だと思って自由にやってみるといい。"
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","攻撃報酬：<number>"
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","防衛報酬：<number>"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","エメラルドを使用して購入するには、タウンホールレベル<value>に到達する必要があります"
"TID_PRIMAL_SCENERY","古代"
"TID_PRIMAL_CHAMPION","古代 チャンピオン"
"TID_SHADOW_SCENERY","ダーク"
"TID_CAPITAL_TUTORIAL_9","設備や地形は地区ごとに異なるから、それぞれの特性を把握するようにな。都を強化するには全体の底上げが肝心じゃぞ。"
"TID_CAPITAL_TUTORIAL_10","とはいえ、わしはこの山頂が一番好きじゃがな。"
"TID_CAPITAL_TUTORIAL_11","さあ、グズグズしてる時間はないぞ。さっそくクランに貢献して立派な都を築き上げるのじゃ！"
"TID_TUTORIAL_RUINS_1","ふむ。かなり荒廃してしまっているようだな..."
"TID_TUTORIAL_RUINS_2","廃墟を修復すれば、この地区に新しい設備が追加されるぞ。"
"TID_TUTORIAL_RUINS_3","アンロックされる設備と必要な都ゴールドはここで確認するように。"
"TID_TUTORIAL_RUINS_4","設備が増えるほど、防衛や攻撃の選択肢が広がるからな。"
"TID_TUTORIAL_CAPITAL_UPGRADE_1","ふうむ、この設備はもう少し強化できそうじゃのぉ。さっそくアップグレードにかかるとしよう。"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","都の設備をアップグレードするには、一人ひとりの貢献が重要になる。クラン全体で協力して都ゴールドを出し合わねばならん。"
"TID_TUTORIAL_CAPITAL_UPGRADE_3","都ゴールドが必要な分だけ集まれば、アップグレードが完了するぞ。"
"TID_TUTORIAL_CAPITAL_UPGRADE_4","ま、わしの場合はハンマーを一振りするだけですべてを解決できるがの。"
"TID_TUTORIAL_CAPITAL_ARMY_1","都で攻撃を行うには、自分の都のユニットと呪文を使う必要がある。"
"TID_TUTORIAL_CAPITAL_ARMY_2","あんたの気が変わったとしても、頼むから部隊を何度も入れ替えないでくれよ。ユニットを搬送するのも一苦労なんじゃ。"
"TID_TUTORIAL_CAPITAL_ARMY_3","部隊を選択したあとは、いつでも戦場に送り込むことができるぞ。"
"TID_TUTORIAL_CAPITAL_ARMY_4","より強い部隊や戦略の幅を求めるなら、ユニットの兵舎や呪文工場をアンロックして、アップグレードを怠らんようにな。"
"TID_TUTORIAL_RAID_TEASER_1","あんたら若いもんは、待つってことを知らんのかい？"
"TID_TUTORIAL_RAID_TEASER_2","しかるべき時が来たら週末合戦に参加できるから心配するな。"
"TID_TUTORIAL_RAID_TEASER_3","少し辛抱して、攻撃や防衛の準備を整えておくといい。"
"TID_TUTORIAL_RAID_WEEKEND_1","さあ、合戦の時が来たぞ！週末合戦では、他のクランの都と戦うことになる。"
"TID_TUTORIAL_RAID_WEEKEND_2","対戦相手となる敵のクランはここに表示される。すべての地区を破壊して、勝利を掴むんじゃ。"
"TID_TUTORIAL_RAID_WEEKEND_3","この都に勝利すると、また別の対戦相手が選ばれる。週末が終わるまでは、その繰り返しじゃな。"
"TID_TUTORIAL_RAID_WEEKEND_4","攻撃できる回数は各メンバー同じじゃが、初めて星3つを達成して敵の地区を破壊した際は、ボーナス攻撃が与えられる。"
"TID_TUTORIAL_RAID_WEEKEND_5","ただし、敵のクランも条件は同じだから油断しないように。さんざん防衛設備を強化しろと伝えたが、まさかサボってはいないよな？"
"TID_TUTORIAL_RAID_WEEKEND_6","週末が終わると、攻撃と防衛の戦果に応じて合戦メダルが与えられるぞ。"
"TID_BUTTON_BUY","購入"
"TID_AVAILABLE_RAID_MEDALS","利用可能な合戦メダル："
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","概要"
"TID_RAID_INFO_TAB_OVERVIEW","週末合戦は、周りに実力を証明するにはうってつけの舞台です。クランは他のクランの都と次々と対戦し、勝利するほど大きな報酬を得ることができます。一方で、敵のクランもあなたの都を攻撃してくるので、戦況を見ながら地区のレイアウトを調整し、弱点を補強しましょう。\n\n攻撃できる回数は各メンバー同じですが、初めて星3つを達成して地区を破壊した際は、ボーナス攻撃が与えられます。攻撃回数を増やす方法は他にはないので、賢く使いましょう。"
"TID_RAID_INFO_TAB_ATTACK_TITLE","攻撃"
"TID_RAID_INFO_TAB_ATTACK","都の地区を完全に破壊するには、ほとんどの場合、複数回の攻撃が必要です。前の攻撃で与えたダメージはその後の攻撃に引き継がれ、使用した呪文の効果は次の攻撃まで持続します。また、敵の拠点にダメージを与えるほど、ユニットを配置できるエリアが拡大し、様々な戦略を展開できるようになります。\n\nこの練習ステージで、合戦での攻撃を体験してみましょう！"
"TID_RAID_INFO_TAB_REWARDS_TITLE","報酬"
"TID_RAID_INFO_TAB_REWARDS","週末合戦中は攻撃や防衛を行うことでクランに合戦メダルが付与され、合戦が終わると、攻撃を行ったメンバー全員にメダルが配布されます。また、各地区を撃破すると合戦メダルが追加され、強力な地区を相手にするほど獲得できるメダルも増加します。防衛については、その守りの堅さに応じてメダルが与えられるので、できる限り強固なレイアウトを作り上げましょう。\n\n合戦で敵の設備を破壊して都ゴールドを奪うことも可能です。"
"TID_DECO_BOULDER","大きな岩"
"TID_RAID_WEEKEND_STARTS_IN","週末合戦開始まで：<time>"
"TID_FIND_SPELL_FACTORY","呪文工場に移動"
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","週末合戦への参加登録は終了しました。"
"TID_RAID_SIGNUP_ERROR_INTERNAL","参加登録できません。また後ほどお試しください。"
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","週末合戦が開催されていないため、参加登録できません。"
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","クランメンバーではないため、参加登録できません。"
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","参加登録する権限がありません。"
"TID_TRAP_RUIN_DESC","長年にわたって放置されてきたトラップが、再び活躍できる日を待っています。\n\n<building>レベル<level>から修復が可能になります。"
"TID_DECO_RUIN_DESC","デコレーションのセットです。移動または収納する場合は、廃墟を修復してください。\n\n修復は<building>レベル<level>から可能になります。"
"TID_DECO_RUIN_CAMPSITE","キャンプ場"
"TID_DECO_RUIN_STONE_CIRCLE","ストーンサークル"
"TID_DECO_RUIN_LARGE_FOREST","大きな森"
"TID_DECO_FIREPLACE","焚火"
"TID_DECO_DEAD_TREE","枯れ木"
"TID_CAPITAL_GOLD_INFO","都ゴールドは、都の合戦における攻撃や造幣所から獲得できます。都のアップグレードに使用しましょう。"
"TID_RAID_MEDALS_INFO","合戦メダルは、クランの都の週末合戦に参加することで獲得できます。旅商人からアイテムを購入する際や、クランの城に援軍を追加する際に使用しましょう。"
"TID_LEAGUE_MEDALS_INFO","リーグメダルは、毎月開催されるクラン対戦リーグのイベントに参加することで獲得できます。"
"TID_DECO_RUINED_PYRE","廃れた聖なる炎"
"TID_DECO_RUIN_ROCKS","岩場"
"TID_RUINS_ARMY_CAMP","アーミーキャンプの廃墟"
"TID_RUINS_SPELL_FACTORY","呪文工場の廃墟"
"TID_RUINS_BARRACKS","兵舎の廃墟"
"TID_CONTRIBUTED","<name>が出資しました"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","週末合戦が始まりました！敵のクランの都を攻撃して勝利を掴みましょう！"
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","合戦の時です！敵のクランの都を攻撃して勝利を掴みましょう！"
"TID_TRADER_TUESDAY_NOTIFICATION","今日はウィークリーセールが入れ替わる火曜日です！旅商人の新しいラインアップをチェックしましょう！"
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","週末合戦がもうすぐ終了します！攻撃回数を使い切りましょう！"
"TID_NOTIFICATION_FORGE_COMPLETE","造幣所で都ゴールドを回収できます！"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","崖の下の森"
"TID_DECO_RUIN_LAKESIDE_FOREST","池のほとりの森"
"TID_DECO_RUIN_RIVERSIDE_FOREST","川のほとりの森"
"TID_DECO_RUIN_RUINED_PILLARS","ボロボロの柱"
"TID_DECO_RUIN_ABANDONED_PYRE","放置された聖なる炎"
"TID_DECO_RUIN_TREE_FARM","林業地"
"TID_DECO_RUIN_TRUNKS","木の幹"
"TID_DECO_RUIN_FOREST_CIRCLE","フォレストサークル"
"TID_ALL_CAPITAL_UPGRADES_DONE","可能なアップグレードはありません"
"TID_NO_RAIDS_MADE_YET","また攻撃が行われていません。"
"TID_NO_DEFENSES_YET","まだ防衛が行われていません。"
"TID_FINDING_RAID","検索中"
"TID_RAID_ATTACK_CONFIRM_INFO","合戦で攻撃を開始する前に、準備を整えておきましょう！"
"TID_RAID_DONT_HAVE_RESULTS_YET","まだ合戦の結果がありません。"
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","このクランでは、前回の週末合戦での攻撃に参加していません。"
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","クランは前回の週末合戦で攻撃を行っていません。"
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","クランは前回の週末合戦に参加していません。"
"TID_RAID_RESULTS_INTERNAL_ERROR","前回の週末合戦の結果を取得する際にエラーが発生しました。"
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","合戦中ではないため攻撃できません"
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","週末合戦が終了中のため攻撃できません"
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","週末合戦の攻撃回数を使い切っています"
"TID_CAPITAL_MAP_MODE_TEXT_RAID","攻撃中"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","過去の防衛"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","防衛中"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","過去の攻撃"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","週末合戦はまもなく終了するため、参加登録を行う時間がありません！"
"TID_CAPITAL_RAID_SEASON_FULL","所属クランは、この週末合戦での参加人数が上限に達しています"
"TID_CLAN_TAG_CLAN_CAPITAL","クランの都"
"TID_MINER_QUEEN","ディガー クイーン"
"TID_SUMMER_QUEEN","サマー クイーン"
"TID_ROYALE_SCENERY","ロワイヤル"
"TID_SUMMER_KING","サマー キング"
"TID_SUMMER_WARDEN","サマー ウォーデン"
"TID_SUMMER_CHAMPION","サマー チャンピオン"
"TID_SUMMER_SCENERY","サマー"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","訓練予約の取り消し"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","訓練の予約を取り消しますか？"
"TID_SETTING_AUTO_TRAIN","使用したユニットを自動訓練"
"TID_SETTING_AUTO_TRAIN_INFO","「オン」にすると、バトルで使用したユニットを自動的に訓練予約に追加します。"
"TID_SOLD_OUT","売り切れ！"
"TID_CAPBUILD_WALL_INFO","壁は敵を食い止めて地区を守ります。\n\n地区の壁は常に均一のレベルで、アップグレードは全体に適用されます。\n共に築き、共に戦い、共に壁をアップグレードしましょう！"
"TID_OBSTACLE_BIRTHDAY2022","10周年記念ケーキ"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","クランの都のレイアウトに不適切な部分があったため、リセットされました"
"TID_BARRACKS_NOT_UNLOCKED","この兵舎はまだ建設されていません"
"TID_SPELL_FACTORY_NOT_UNLOCKED","この呪文工場はまだ建設されていません"
"TID_WIZARD_STATUE","ウィザードの像"
"TID_CHARACTER_INFO_SKELETON_GLIDER","身体が華奢な普通のスケルトンでは、壁を突き破ることはなかなか難しいですが、その体重のおかげでハングライダーとの相性はバッチリです！壁なんて軽々と飛び越します！"
"TID_CHARACTER_INFO_SKELETON3","この不死の生物は、単体ではもはや骨なしと言えるでしょう。しかし集団となれば話は別です。スケルトンの群れが一気に敵を襲います！"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","週末合戦の結果は現在集計中です"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","ゴブリンキング記念像"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","爆弾でしょうか？それとも10周年記念のデコレーション？真相は誰にも分かりません！"
"TID_BUTTON_PLAY","プレイ"
"TID_PLAYABLE_IN","プレイ可能になるまで："
"TID_COMPLETE_PREVIOUS_CHALLENGE","前のチャレンジを完了してください"
"TID_ANNIVERSARY_TITLE","クラッシュ10年の歩み"
"TID_CHALLENGE_INFO_2012","すべての始まりとなる、クラッシュ・オブ・クランの全世界リリース！"
"TID_CHALLENGE_INFO_2013","ヒーロー、最初のダークエリクサーユニット、そしてタウンホール10が登場！"
"TID_CHALLENGE_INFO_2014","クランがついにクラン対戦で戦えるように！ヒーローが特殊能力を獲得し、ラヴァハウンドが登場。"
"TID_CHALLENGE_INFO_2015","タウンホール11と共にグランドウォーデンが登場。最初の闇の呪文が追加。プレイヤーがこぞってタウンホールを村の中央に移動..."
"TID_CHALLENGE_INFO_2016","クラッシュ・ロワイヤルのリリースにより、クラッシュの世界が拡大。フレンドリー・チャレンジとフレンド対戦が追加。ボウラー、ディガー、ベビードラゴンが参戦。"
"TID_CHALLENGE_INFO_2017","海の向こうで大工の拠点が発見される。大男が仕切る最初のクランゲームや魔法アイテムが登場。"
"TID_CHALLENGE_INFO_2018","タウンホール12とライトニングドラゴンが電撃デビュー。さらに突破兵器、クラン対戦リーグ、旅商人の登場によりバトルが一変。"
"TID_CHALLENGE_INFO_2019","シーズンチャレンジとヒーロースキンが出現。この年の半ばにはビルダーホール9と進化したレジェンドリーグが追加。さらに、年末にはタウンホール13とロイヤルチャンピオン、イエティも登場。"
"TID_CHALLENGE_INFO_2020","従来のユニットにはない能力とオシャレな髪型を引っさげて、スーパーユニットが参戦。ストライカー、ウッドランチャー、インビジブルの呪文の追加で、戦術の幅がさらに拡大。"
"TID_CHALLENGE_INFO_2021","タウンホール14の実装により大旋風が巻き起こる。ヒーローに相棒のペットが追加され、攻撃力もアップ！ドラゴンライダーとフレイムシューターが、戦いをさらに過激にしてゆく。"
"TID_CHALLENGE_INFO_2022","上空にクランの都が発見され、クランメンバーが協力して建設とバトルを行えるように。10年の節目を迎えた今、次なる10年の展望とは...！？"
"TID_IN_PROGRESS","進行中"
"TID_STARS_COLLECTED","星：<number>"
"TID_DECORATION_CLASH_FEST_22_STATUE","エターナルフレイム"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","この炎は尽きることがないのでしょうか...？"
"TID_INCOMPLETE_CAPITAL_ARMY","攻撃の前に都の部隊を編成しましょう"
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","地区のレイアウトに不適切な点が見つかったため、レイアウトがリセットされました。今後さらに違反が発見された場合は、より厳しい罰則が科されますのでご注意ください。\n不適切なレイアウトの詳細については、以下をタップしてご確認ください。"
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","週末合戦の攻撃報酬として、<num>エメラルドを受け取りました"
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","週末合戦の防衛報酬として、<num>エメラルドを受け取りました"
"TID_CAPITAL_UPGRADE_PRIORITIZE","優先する"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","優先しない"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","アップグレード優先時にエラーが発生しました"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","クランに所属していません"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","アップグレードを優先する権限がありません"
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","無効なアクションです"
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","アップグレード優先数の上限に達しました"
"TID_HERO_ABILITY_UNUSABLE_IN_RECALL","能力を使うにはリターンしたヒーローを配置してください。"
"TID_PET_PHOENIX","フェニックス"
"TID_PET_POISON_LIZARD","ポイズンリザード"
"TID_PET_DIGGY","ディギー"
"TID_PET_FROSTY","フロスティ"
"TID_CHARACTER_SIEGE_BATTLE_DRILL","バトルドリル"
"TID_CHARACTER_ELECTRO_TITAN","エレクトロタイタン"
"TID_CHARACTER_ICE_SPIRIT","フロストマイト"
"TID_BUILDING_SPELL_TOWER","呪文タワー"
"TID_BUILDING_MONOLITH","モノリス"
"TID_SPELL_RECALL","リターンの呪文"
"TID_CHALLENGE_START_FAILED","チャレンジを開始できませんでした。"
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","ユニットをリターンして再度配置しましょう"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","リターンしたユニットは配置済みです"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","リターンしたユニットがいません"
"TID_WEAPON_INVISIBILITY_SPELL","インビジブルの呪文タワー"
"TID_CHOOSE_SPELL_MODE","呪文モードを選びましょう"
"TID_WEAPON_POISON_SPELL","ポイズンの呪文タワー"
"TID_WEAPON_RAGE_SPELL","レイジの呪文タワー"
"TID_SPELL_RECALL_HOUSING","リターン可能なユニット数：<number>収容スペース分"
"TID_PET_PHOENIX_INFO","ピンチの時にかけつけてくれるのが真の相棒です。配置時は無力な卵でしかないものの、ヒーローが倒される瞬間に怒りの産声を上げて伝説の火の鳥に姿を変えます。その後、フェニックスはヒーローを一時的に無敵状態にして、近くの敵と戦います。"
"TID_PET_POISON_LIZARD_INFO","スピードにかけては誰にも負けないポイズンリザードは、毒を吐き出して敵の速度を低下させます。ひょっとすると、ただの毒ではなく猛毒なのかも...？しかし、それを確かめる勇気は誰にもないでしょう。"
"TID_PET_DIGGY_INFO","普段は地下に隠れて物静かに暮らしているディギーですが、戦闘になると地表に飛び出し、施設を攻撃しながらヒーローをサポートします。飼い主が倒されると他のヒーローの援護に回ります。"
"TID_PET_FROSTY_INFO","フロスティは、まさにクールなペットです。氷の息で敵を凍り付かせるだけでなく、フロストマイトの群れを放って防衛設備の攻撃速度を低下させ、ヒーローを援護します。"
"TID_CHARACTER_SIEGE_BATTLE_DRILL_INFO","バトルドリルは、ゴブリンの知恵が詰まった破壊兵器です。配置されると、地中を掘り進めて一番近い防衛設備に向かいます。地上に現れたあとは、施設にスタン効果を与えて強力なドリルをお見舞いします。"
"TID_CHARACTER_ELECTRO_TITAN_INFO","エレクトロタイタンは、無尽蔵の魔力で戦場を支配します。魔力の一部を電流が通った強力なムチに変えて攻撃しながら、身体から溢れ出る残りの魔力で周囲の敵にダメージを与えます。"
"TID_CHARACTER_ICE_SPIRIT_INFO","絶対零度の身体を持つフロストマイトは、手が付けられないほどのイタズラっ子です。元気いっぱいにフロスティから飛び降りて、近くの防衛設備を凍り付かせます。"
"TID_BUILDING_SPELL_TOWER_INFO","ウィザードが呪文を自らの手で生成していたのは、もはや昔の話です。全自動呪文技術が開発された今、侵略者をより効率的に排除できるようになりました。"
"TID_BUILDING_MONOLITH_INFO","大工が施設の建設に初めてダークエリクサーを用いたところ、とてつもなく恐ろしい兵器が生まれました。堂々とそびえたつ恐怖のモノリスは、攻撃目標が強力であればあるほど、与えるダメージが上昇します。自分の村を守る心強い存在ですが、敵に回すと少し怖い建物です。"
"TID_SPELL_RECALL_INFO","うまく防衛を切り崩せない？別の方向から突破したい？そんな時こそリターンの呪文の出番です。使用すると、ユニット、ヒーロー、ペットを戦場から呼び戻し、もう一度配置しなおすことができます。"
"TID_PET_PHOENIX_ABILITY","炎のフィナーレ"
"TID_PET_PHOENIX_ABILITY_INFO","ヒーローが倒される瞬間に卵からかえり、ヒーローを一時的に無敵状態にする"
"TID_PET_POISON_LIZARD_ABILITY","バッドブレス"
"TID_PET_POISON_LIZARD_ABILITY_INFO","敵に毒を吐きかける"
"TID_PET_DIGGY_ABILITY","驚天動地"
"TID_PET_DIGGY_ABILITY_INFO","地中から飛び出して防衛設備にスタン効果を与えながら攻撃する"
"TID_PET_FROSTY_ABILITY","フリーズフレンド"
"TID_PET_FROSTY_ABILITY_INFO","防衛設備に張り付くフロストマイトを定期的に召喚する"
"TID_LOGIN_RESTRICTED_BY_LOCATION","現在地からはログインできません"
"TID_FAVORITE_TARGET_HEROES_AND_TROOPS","ヒーロー＆ユニット"
"TID_INFO_THROWING_POSITION","呪文の発動位置："
"TID_INFO_THROWING_POSITION_SELF","呪文タワー"
"TID_INFO_THROWING_POSITION_TARGET","攻撃目標"
"TID_INFO_ACTIVATION_TYPE","起動条件："
"TID_INFO_ACTIVATION_TYPE_HIT_BUILDING_IN_RANGE","射程内の建物が攻撃される"
"TID_INFO_ACTIVATION_TYPE_UNIT_IN_RANGE","攻撃目標が射程内にいる"
"TID_ADDITIONAL_DAMAGE_PER_TARGET_HP","追加ダメージ：<number>％"
"TID_BASE_DPS","基本ダメージ（毎秒）：<number>"
"TID_GP_GET_SCREEN_TITLE","ゴールドパスを購入"
"TID_STARTER_TH2_BUILDCANNON","大砲建設"
"TID_STARTER_TH2_INFO_BUILDCANNON","ショップで大砲をもう一つ手に入れる"
"TID_POISON_CLOUD_TOWER","タワーポイズン"
"TID_HASTE_TOWER","タワーレイジ"
"TID_INVISIBILITY_SPELL_TOWER","タワーインビジブル"
"TID_RECHARGE_TIME","再チャージまでの時間：<number>秒"
"TID_BP_BONUS_POINTS_TITLE","ボーナスポイント！"
"TID_BP_BONUS_POINTS_INFO","前シーズンにゴールドパスを購入しているため、今シーズンも続けて購入するとボーナスチャレンジポイントを獲得できます。"
"TID_BP_NO_BONUS_POINTS_TITLE","ボーナスポイント！"
"TID_BP_NO_BONUS_POINTS_TEXT","今シーズンもゴールドパスを購入して、追加チャレンジポイントを獲得しましょう。"
"TID_BUTTON_CHANGE_SPELL","呪文を選択"
"TID_STUN_TIME","攻撃目標へのスタン効果：<number>秒"
"TID_REVIVE_TIME","ヒーローの延命効果：<number>秒"
"TID_AURA_DAMAGE","オーラダメージ（毎秒）：<number>"
"TID_BP_RECEIVED","ゴールドパス獲得！"
"TID_PIXEL_KING","ピクセル キング"
"TID_PIXEL_SCENERY","ピクセル"
"TID_PIXEL_QUEEN","ピクセル クイーン"
"TID_PIXEL_WARDEN","ピクセル ウォーデン"
"TID_PIXEL_CHAMPION","ピクセル チャンピオン"
"TID_PARTY_CHAMPION","パーティー チャンピオン"
"TID_10TH_CLASHIVERSARY_SCENERY","10周年記念"
"TID_CLASHFEST_KING","クラッシュフェス キング"
"TID_CLASHFEST_SCENERY","クラッシュフェス"
"TID_CHAMP_WARDEN","チャンピオン ウォーデン"
"TID_SPOOKY_QUEEN","魔境 クイーン"
"TID_MAGIC_SCENERY","マジック"
"TID_NO_OPENID_LOGIN_KUNLUN_ACCOUNTS","此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。"
"TID_OBSTACLE_HALLOWEEN2022","トリック・オア・トリート！"
"TID_DIAMOND_BUNDLE_TH15","タウンホール15パック"
"TID_LOCKED_ITEM_LEVEL","<item>（レベル<number>でアンロック）"
"TID_MODE_STILL_LOCKED","アンロックにはアップグレードが必要です。"
"TID_KICK_FAIL_CAPITAL","都にいる間はプレイヤーを追放できません。"
"TID_EPIC_MAGIC_SCENERY","壮大なマジック"
"TID_TH15_CHAMPION","マジック チャンピオン"
"TID_TH15_QUEEN","マジック クイーン"
"TID_TH15_WARDEN","マジック ウォーデン"
"TID_TH15_KING","マジック キング"
"TID_SPOOKY_SCENERY","魔境"
"TID_CHALLENGE_EVENT_ENDED","チャレンジイベントが終了しました"
"TID_CHIEFS_JOURNEY","チーフの歩み"
"TID_BUILDING_CUSTOMIZE_BUTTON","カスタマイズ"
"TID_BUILDING_CUSTOMIZE_SCREEN_TITLE","<name>をカスタマイズ"
"TID_BUILDING_CUSTOMIZE_CATEGORY_GROUND","地面"
"TID_BUILDING_CUSTOMIZE_CATEGORY_FOOT","壁"
"TID_BUILDING_CUSTOMIZE_CATEGORY_ROOF","屋根"
"TID_BUILDING_CUSTOMIZE_CATEGORY_DECO","デコレーション"
"TID_TRADER_NEW","NEW"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON","インフェルノドラゴンの兵舎"
"TID_CAPBUILD_BARRACKS_INFERNO_DRAGON_INFO","インフェルノドラゴンの憩いの場です。大工の長が、最も耐火性の高い素材を使って建設しました。"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD","スケルトンラッシュの呪文工場"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD_INFO","スケルトンラッシュの呪文が詰まった大きな樽を生産します。\n骨の砕ける音がすることもありますが、どうかお気になさらず。"
"TID_CAPITAL_GRAVEYARD_SPELL","スケルトンラッシュの呪文"
"TID_CAPITAL_GRAVEYARD_INFO","死者を蘇らせる戦慄の呪文！\n\n戦場でユニットが倒されると、その収容スペースに応じた数のスケルトンが召喚されます。飛行ユニットの場合は、もちろん飛行スケルトンが生まれます。"
"TID_BUTTON_CUSTOMIZE_BUILDING","カスタマイズ"
"TID_LAYOUTS_DEFENSIVE_LAYOUT","防衛用レイアウト"
"TID_LAYOUTS_ALREADY_DEFENSIVE","すでに防衛用に設定されています"
"TID_LAYOUTS_SET_DEFENSE_BUTTON","防衛用に設定"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_TITLE","カウンタースペル"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER","マルチプレイで通算<number>個の呪文タワーを破壊する。"
"TID_ACHIEVEMENT_DESTROY_SPELL_TOWER_COMPLETED","破壊した呪文タワーの総数：<value>"
"TID_ACHIEVEMENT_DESTROY_MONOLITH_TITLE","モノリスマッシャー"
"TID_ACHIEVEMENT_DESTROY_MONOLITH","マルチプレイで通算<number>個のモノリスを破壊する。"
"TID_ACHIEVEMENT_DESTROY_MONOLITH_COMPLETED","破壊したモノリスの総数：<value>"
"TID_ACHIEVEMENT_NPC_STARS3_TITLE","さらにゴブリンどもをやっつけろ！"
