"TID","TH"
"TID_CAPBUILD_SPELLLAB_RAGE","โรงงานอาคมคลุ้มคลั่ง"
"TID_CAPBUILD_SPELLLAB_RAGE_INFO","ปรุงอาคมคลุ้มคลั่งถังใหญ่ แค่อยู่ใกล้ๆ ก็ทำให้ผู้คนโกรธและหงุดหงิดแล้ว"
"TID_CAPBUILD_SPELLLAB_HEAL","โรงงานอาคมเยียวยา"
"TID_CAPBUILD_SPELLLAB_HEAL_INFO","ปรุงอาคมเยียวยาถังใหญ่ กลิ่นดอกไม้หอมๆ ทำให้อาการปวดหัวอันตรธานหายไปดุจเวทมนตร์!"
"TID_CAPBUILD_SPELLLAB_JUMP","โรงงานอาคมกระโดด"
"TID_CAPBUILD_SPELLLAB_JUMP_INFO","ปรุงอาคมกระโดดถังใหญ่ สิ่งก่อสร้างทั้งหลังดูราวกับจะพุ่งตัวขึ้น"
"TID_CAPBUILD_SPELLLAB_FREEZE","โรงงานอาคมน้ำแข็ง"
"TID_CAPBUILD_SPELLLAB_FREEZE_INFO","ปรุงอาคมน้ำแข็งถังใหญ่ ขอแนะนำให้ผู้เยี่ยมชมนำเสื้อผ้าอุ่นๆ มาด้วย!"
"TID_CAPBUILD_SPELLLAB_LIGHTNING","โรงงานอาคมสายฟ้า"
"TID_CAPBUILD_SPELLLAB_LIGHTNING_INFO","ปรุงอาคมสายฟ้าถังใหญ่ ใครอยู่ใกล้ๆ ต่างมีผมชี้ฟูทั้งนั้น"
"TID_CAPBUILD_SPELL_STORAGE","คลังอาคม"
"TID_CAPBUILD_SPELL_STORAGE_INFO","คลังอาคมเก็บอาคมที่เมืองหลวงได้ปรุงไว้ อัปเกรดเพื่อเพิ่มความจุอาคมในการปล้นสะดม"
"TID_BALLOON_BUS","เรือเหาะ"
"TID_PLAYER_HOUSE","บ้านแคลน"
"TID_PLAYER_HOUSE_INFO","บ้านอีกหลังนอกเหนือจากหมู่บ้านตัวเองเมื่อท่านมาเยี่ยมสมาชิกแคลน มาที่นี่เพื่อชมวิว แต่อยู่ที่นี่เพื่อปล้นสะดมครั้งใหญ่"
"TID_RIVER","แม่น้ำ"
"TID_RIVER_BRIDGE","สะพาน"
"TID_RIVER_CAVE","โพรงถ้ำแม่น้ำ"
"TID_LAKE_STRAIGHT1","ทะเลสาบ (ตรง)"
"TID_WATER","น้ำ"
"TID_LAKE_CURVE","ทะเลสาบ (โค้ง)"
"TID_LAKE_CORNER","ทะเลสาบ (มุม)"
"TID_DECO_HILL_3","เชิงเขา"
"TID_DECO_HILL_6","ยอดเขาเล็ก"
"TID_DECO_HILL_8","ยอดเขาใหญ่"
"TID_DECO_HILL_10","ยอดเขายักษ์"
"TID_DECO_LAKE_5","บ่อน้ำเล็ก"
"TID_DECO_LAKE_8","บ่อน้ำใหญ่"
"TID_DECO_FOREST_2","หมู่ไม้"
"TID_DECO_FOREST_3","ผืนป่า"
"TID_DECO_QUARRY_5","เหมืองหิน"
"TID_DISTRICT_CAPITAL_PEAK","ยอดเมืองหลวง"
"TID_DISTRICT_BARBARIAN_CAMP","ค่ายคนเถื่อน"
"TID_DISTRICT_WIZARD_VALLEY","หุบเขาพ่อมด"
"TID_CAPBUILD_CAPHQ","ศาลาว่าการเมืองหลวง"
"TID_CAPBUILD_CAPHQ_INFO","ศูนย์กลางของเมืองหลวง! อัปเกรดเพื่อปลดล็อคเขตใหม่และการอัปเกรดสิ่งก่อสร้างเพิ่มเติมในยอดเมืองหลวง"
"TID_CAPBUILD_DISHQ","ศาลาว่าการเขต"
"TID_CAPBUILD_DISHQ_INFO","ชาวบ้านและยอดช่างก่อสร้างเป็นผู้ดูแลเขตนี้จากที่นี่ อัปเกรดเพื่อปลดล็อคการอัปเกรดสิ่งก่อสร้างเพิ่มเติมในเขตนี้"
"TID_CAPITAL_SHOP_CONFIRM_TITLE","ซื้อหรือไม่?"
"TID_CAPITAL_SHOP_CONFIRM_TEXT","ซื้อ <item> เป็นจำนวน <num> หรือไม่?"
"TID_CAPITAL_SHOP_RESOURCE_CONFIRM_TEXT","ซื้อ <item> เป็นจำนวน <num> หรือไม่?"
"TID_RUIN_INFO_UNLOCKS","สร้างใหม่เพื่อรับ:"
"TID_BUTTON_RAID","ปล้นสะดม"
"TID_BUTTON_CAPITAL_MAP","แผนที่"
"TID_DISTRICT_UNLOCKS_AT_MESSAGE","ปลดล็อคที่ศาลาว่าการเมืองหลวงเลเวล <num>"
"TID_DISTRICT_LEVEL_COMBO","<name>\nเลเวล <num>"
"TID_INVALID_PLACEMENT_CAPITAL","ปล่อยกองกำลังในพื้นที่สีขาว!"
"TID_CRAFTING_FINISHES_IN","ประดิษฐ์เสร็จสิ้น:"
"TID_COLLECT_CRAFTED_RESOURCE","เก็บ"
"TID_FREE_CRAFTING_FINISHES_IN","ใช้การได้เร็วๆ นี้..."
"TID_CRAFT_RESOURCES_TITLE","เริ่มประดิษฐ์หรือไม่?"
"TID_FORGE_SLOT_UNLOCKS","ปลดล็อคที่ศาลากลางเลเวล <num>"
"TID_SPEED_UP_CRAFTING","ประดิษฐ์ทองคำเมืองหลวงให้เสร็จทันทีหรือไม่?"
"TID_ALLIANCE_VISIT_BUTTON","ไปเยี่ยมเมืองหลวง"
"TID_DISTRICT_LAYOUT_UPDATED","<player> ได้เปลี่ยนผัง โหลดเขตซ้ำอีกครั้งเพื่อดูการเปลี่ยนแปลง"
"TID_DISTRICT_LAYOUT_LOCKED","<player> กำลังเริ่มการแก้ไขผังแล้ว"
"TID_NO_RIGHTS_TO_EDIT_DISTRICT_LAYOUT","ผู้นำและผู้นำร่วมเท่านั้นที่แก้ไขผังเขตได้"
"TID_CLAN_CHANGED_TITLE","เปลี่ยนแคลนแล้ว"
"TID_CLAN_CHANGED_TEXT","ท่านไม่ได้เป็นสมาชิกของแคลนนี้อีกต่อไป กรุณากลับไปที่หมู่บ้านของท่าน"
"TID_MORE_CAPITAL_UPGRADES_NEEDED","ปลดล็อคหรืออัปเกรดสิ่งก่อสร้างหรือกับดัก <number> อย่างในเขตใดก็ได้เพื่ออัปเกรดศาลาว่าการเมืองหลวง"
"TID_CAPBUILD_BLAST_BOW","คันศรยิงระเบิด"
"TID_CAPBUILD_BLAST_BOW_INFO","คันศรยิงระเบิดคือคำตอบที่ชัดเจนสำหรับคำถามสุดเก่าแก่: ลูกศรจะอันตรายแค่ไหนถ้ามีขนาดใหญ่เท่ากับท่อนซุง? อันตรายมากอย่างไม่ต้องแปลกใจแม้แต่น้อย"
"TID_ALL_WALLS","กำแพงทั้งหมด"
"TID_GATE","รั้ว"
"TID_DISTRICT_CHALLENGE_TITLE","เริ่มความท้าทายเขตฉันมิตร"
"TID_DISTRICT_CHALLENGE_DEFAULT_INPUT","ท่านสามารถเอาชนะเขตนี้ได้หรือไม่?"
"TID_CAPBUILD_AIR_DEFENSE","การป้องกันทางอากาศ"
"TID_CAPBUILD_AIR_DEFENSE_INFO","หอคอยต้านทานทางอากาศนี้ให้ผลถึงตายต่อศัตรูบินได้ แต่จะจัดการศัตรูบนพื้นดินไม่ได้ เลือกตำแหน่งดีๆ ให้ครอบคลุมพื้นที่ในอากาศให้มากที่สุด"
"TID_CAPBUILD_SUPERWIZARDTOWER","หอคอยซูเปอร์พ่อมด"
"TID_CAPBUILD_SUPERWIZARDTOWER_INFO","เวทมนตร์ไฟฟ้าของซูเปอร์พ่อมดจัดการกลุ่มผู้โจมตีได้ทรงพลังอย่างน่าตกใจ เพราะสามารถกระดอนใส่ทุกคนที่อยู่ใกล้เป้าหมายแรกเริ่มมากเกินไปได้"
"TID_CAPBUILD_RAPID_ROCKETS","จรวดด่วนจี๋"
"TID_CAPBUILD_RAPID_ROCKETS_INFO","กลุ่มจรวดที่มัดกระจุกกันแน่นมีระยะสั้นกว่าการป้องกันทางอากาศ แต่ยิ่งแน่นก็ยิ่งโจมตีได้หนัก"
"TID_CAPBUILD_INFERNO","หอคอยเพลิงนรก"
"TID_CAPBUILD_INFERNO_INFO","ตัวอันตรายสำหรับกองกำลังใหญ่ทั้งหมด หอคอยเพลิงนรกสามารถสร้างความเสียหายอย่างรุนแรงต่อหน่วยที่มันเล็งไว้"
"TID_CAPBUILD_MEGATESLA","เทสลาซุ่มซ่อนมหาประลัย"
"TID_CAPBUILD_MEGATESLA_INFO","จะเกิดอะไรขึ้นเมื่อเทสลาซุ่มซ่อนมีพลังมหาประลัย? ก็สายฟ้าทรงพลังที่สร้างความเสียหายหนักแม้แต่กับหน่วยที่โหดที่สุดยังไงล่ะ!"
"TID_CAPBUILD_BOMBTOWER","หอคอยระเบิด"
"TID_CAPBUILD_BOMBTOWER_INFO","หอคอยระเบิดจะจู่โจมกองกำลังบนพื้นดินใกล้ๆ และจะระเบิดดังตู้มเมื่อถูกทำลาย! หน่วยระยะประชิดอยู่ห่างๆ ไว้ดีกว่า!"
"TID_CAPBUILD_CRUSHER","ครัชเชอร์"
"TID_CAPBUILD_CRUSHER_INFO","ครัชเชอร์หวงพื้นที่ส่วนตัวเอามากๆ หินใหญ่อุ้ยอ้ายก้อนนี้จะฟาดหน่วยบนพื้นดินอย่างแรง!"
"TID_CAPBUILD_AIRBOMBS","ระเบิดอากาศ"
"TID_CAPBUILD_AIRBOMBS_INFO","สำหรับการป้องกันทางอากาศรุ่นใหญ่ยักษ์ ใช้ระเบิดอากาศจัดการได้ ถังระเบิดจำนวนไม่จำกัดจะถูกปล่อยขึ้นไปบนท้องฟ้าเพื่อทลายศัตรูที่บินได้!"
"TID_CAPBUILD_MULTIMORTAR","ปืนครกหลายกระบอก"
"TID_CAPBUILD_MULTIMORTAR_INFO","ยิงความเสียหายแบบกระจายเป็นระยะไกลหลายครั้ง เพื่อเพิ่มโอกาสในการโจมตีโดนเป้าหมาย!"
"TID_START_RAID","เริ่มปล้นสะดม"
"TID_RAID_INFO","ข้อมูลปล้นสะดม"
"TID_RAID_MAP","แผนที่ปล้นสะดม"
"TID_FRIENDLY_DISTRICT_CHALLENGE_DETAILS","รายละเอียดความท้าทายเขตฉันมิตร"
"TID_FRIENDLY_DISTRICT_CHALLENGE_CLOSED","เขตถูกโจมตีอยู่แล้ว!"
"TID_DECO_FIRST_BARBARIAN","รูปปั้นคนเถื่อนคนแรก"
"TID_DECO_FIRST_BARBARIAN_INFO","รูปปั้นเก่าจากช่วงเวลาที่ทรงผมไร้รสนิยมเป็นที่ยอดนิยมสุดๆ"
"TID_DECO_RESTORED_BARBARIAN","รูปปั้นคนเถื่อนร่างยักษ์"
"TID_DECO_RESTORED_BARBARIAN_INFO","นำความสุขมาให้ทั้งหมู่บ้าน!"
"TID_DECO_RUINED_PILLAR","ซากปรักเสา"
"TID_DECO_RUINED_PILLAR_INFO","พุพังไปตามกาลเวลา แต่ยังคงยืนยงอยู่"
"TID_DECO_RESTORED_PILLAR","เสา"
"TID_DECO_RESTORED_PILLAR_INFO","เสาประดับอักษรสุดประณีต ความจริงแล้วประณีตจนอ่านแทบไม่ออก"
"TID_DECO_GREAT_PYRE","แคมป์ไฟ"
"TID_DECO_GREAT_PYRE_INFO","สถานที่ยอดเยี่ยมสำหรับปิ้งมาร์ชเมลโลว์และร้องเพลงปลุกใจเกี่ยวกับการบครั้งยิ่งใหญ่"
"TID_DECO_GOLDEN_BARBARIAN","รูปปั้นคนเถื่อนปิดทอง"
"TID_DECO_GOLDEN_BARBARIAN_INFO","ผมจะเปล่งประกายวิบวับมากกว่านี้ไม่ได้แล้ว!"
"TID_ASK_LEADERSHIP_START_RAID","ถามผู้นำ ผู้นำร่วม หรือผู้อาวุโสเพื่อเข้าร่วมสุดสัปดาห์ปล้นสะดม"
"TID_RAID_ERROR_NO_SEASON","ไม่มีการปล้นสะดมนอกฤดูกาลปล้นสะดม"
"TID_FRIENDLY_DISTRICT_CHALLENGE_NO_ATTACKS_YET","ยังไม่มีการโจมตี"
"TID_CAPITAL_FROST","อาคมน้ำแข็ง"
"TID_CAPITAL_REWARD_END_BATTLE","เพิ่มเหรียญปล้นสะดมเข้าไปในหีบเมืองหลวงแคลนแล้ว"
"TID_CAPITAL_FRIENDLT_ARMY_DATA_NOT_AVAILABLE","โปรดรอจนกว่าจะมีข้อมูลกองทัพเมืองหลวง"
"TID_PRESET_CAPITAL_PRODUCTION_BUILDING_MISSING","ยังไม่ได้สร้างสิ่งก่อสร้างการผลิต"
"TID_PRESET_CAPITAL_HOUSING_BUILDING_MISSING","ยังไม่ได้สร้างสิ่งก่อสร้างพื้นที่จัดเก็บ"
"TID_DONATION_FAILED_ALREADY_UPGRADED","สมาชิกแคลนอีกคนทำการอัปเกรดเสร็จสิ้นแล้ว!"
"TID_DONATION_FAILED_PENDING_UPGRADE","การบริจาคล้มเหลวเนื่องจากการอัปเกรดก่อนหน้ายังรอดำเนินการอยู่ โปรดลองอีกครั้งเร็วๆ นี้"
"TID_CAPITAL_VISIT_DISTRICT_FAILED","ไปเยี่ยมเมืองหลวงแคลนล้มเหลว"
"TID_CAPITAL_VISIT_OWN_CAPITAL_FAILED","เข้าเมืองหลวงแคลนล้มเหลว"
"TID_RAID_DATA_ERROR_INTERNAL","ไม่พบรายละเอียดการปล้นสะดม โปรดลองอีกครั้งในภายหลัง"
"TID_CLAN_RAIDS","ปล้นสะดมแคลน"
"TID_RAID_WEEKEND_SIGNUP_LEADERS","ในสุดสัปดาห์ปล้นสะดม แคลนของท่านจะต่อสู้กับเมืองหลวงของแคลนอื่น ใช้การโจมตีของท่านและต่อสู้ร่วมกันเพื่อชิงรางวัลมีค่า!\n\nแคลนของท่านพร้อมหรือยัง? เข้าร่วมเลยตอนนี้!\n\nสุดสัปดาห์ปล้นสะดมจะสิ้นสุดใน: <time>"
"TID_RAID_WEEKEND_SIGNUP_MEMBERS","ในสุดสัปดาห์ปล้นสะดม แคลนของท่านจะต่อสู้กับเมืองหลวงของแคลนอื่น ใช้การโจมตีของท่านและต่อสู้ร่วมกันเพื่อชิงรางวัลมีค่า!\n\nถามผู้นำ ผู้นำร่วม หรือผู้อาวุโสเพื่อเข้าร่วม!\n\nสุดสัปดาห์ปล้นสะดมจะสิ้นสุดใน: <time>"
"TID_CLAN_INFO","ข้อมูลแคลน"
"TID_ATTACK_LOG","บันทึกการโจมตี"
"TID_DEFENCE_LOG","บันทึกการป้องกัน"
"TID_RAID_WEEKEND_INFO","ข้อมูลสุดสัปดาห์ปล้นสะดม"
"TID_RAID_WEEKEND","สุดสัปดาห์ปล้นสะดม"
"TID_ATTACK_IN_PROGRESS","กำลังโจมตี"
"TID_DISTRICT_LOCKED","ล็อค"
"TID_DEFEATED","พ่ายแพ้"
"TID_CAPITAL_DISTRICTS_DESTROYED","เขตถูกทำลาย <progress>/<total> เขต"
"TID_CAPITAL_DISTRICTS_STANDING","เขตที่เหลืออยู่ <progress>/<total> เขต"
"TID_EDIT_CAPITAL_ARMY","เปลี่ยนกองทัพเมืองหลวง"
"TID_CAPITAL_RAID_ATTACK_FAILED","โจมตึเขตล้มเหลว"
"TID_CAPITAL_RAID_SNAPSHOT_NOT_AVAILABLE","เอาชนะเขตล้มเหลว"
"TID_CAPITAL_RAID_INVALID_TARGET","ท่านไม่สามารถโจมตีเขตนี้ได้"
"TID_CAPITAL_RAID_ALL_ATTACKS_USED","ท่านไม่มีการโจมตีเหลือแล้ว"
"TID_CAPITAL_RAID_TARGET_UNDER_ATTACK","เขตถูกโจมตีอยู่แล้ว"
"TID_CAPITAL_RAID_ATTACKER_LEFT_THE_CLAN","ท่านได้โจมตีกับแคลนอื่นแล้ว"
"TID_CAPITAL_RAID_PERSONAL_BREAK","พักผ่อนส่วนตัว"
"TID_CAPITAL_RAID_AMOUNT_ATTACKS","จำนวนการโจมตี: <number>"
"TID_CAPITAL_RAID_DISTRICT_ALREADY_DESTROYED","เขตถูกทำลายแล้ว"
"TID_CAPITAL_RAID_DISTRICT_STILL_LOCKED","ท่านยังไม่สามารถโจมตีเขตนี้ได้"
"TID_CAPITAL_RAID_VISIT_FAILED","สอดแนมเขตล้มเหลว"
"TID_CAPITAL_RAID_VISIT_INVALID_TARGET","ท่านไม่สามารถสอดแนมเขตนี้ได้"
"TID_BUTTON_GO","ไปเลย!"
"TID_BUTTON_VIEW","ดู"
"TID_DISTRICT_BALLOON_LAGOON","บึงบอลลูน"
"TID_DISTRICT_BUILDERS_WORKSHOP","โรงทำงานช่างก่อสร้าง"
"TID_DISTRICT_DRAGON_CLIFFS","หน้าผามังกร"
"TID_DISTRICT_GOLEM_QUARRY","เหมืองหินโกเล็ม"
"TID_CAPBUILD_BARRACKS_BATTLERAM","โรงทหารซุงทะลวงศึก"
"TID_CAPBUILD_BARRACKS_BATTLERAM_INFO","สถานที่สุดร้ายกาจสามารถบรรจุซุงทะลวงศึกจำนวนมากได้ด้านใน!"
"TID_CAPBUILD_BARRACKS_SUPER_DRAGON","โรงทหารซูเปอร์มังกร"
"TID_CAPBUILD_BARRACKS_SUPER_DRAGON_INFO","หากมองย้อนกลับไป ความจริงแล้วไม้อาจไม่ใช่วัสดุที่ดีในการสร้างบ้านให้มังกร บางทีก็อดสงสัยไม่ได้ว่าทำไมสิ่งก่อสร้างนี้ยังไม่ไหม้เสียที"
"TID_CAPBUILD_BARRACKS_MEGAPEKKA","โรงทหาร P.E.K.K.A จอมพลัง"
"TID_CAPBUILD_BARRACKS_MEGAPEKKA_INFO","P.E.K.K.A จอมพลังอัดเข้าไปข้างในได้อย่างไร? แยกเป็นชิ้นส่วนเข้าไปเหรอ?"
"TID_CAPBUILD_BARRACKS_SKELETON_BARREL","โรงทหารถังโครงกระดูก"
"TID_CAPBUILD_BARRACKS_SKELETON_BARREL_INFO","ความจริงแล้วที่นี่คือโรงทำงานถังซึ่งมีสุสานตั้งอยู่ข้างๆ และทำกิจการโดยพ่อค้าบอลลูน"
"TID_CAPBUILD_BARRACKS_HOG_RIDER","โรงทหารหมูป่านักปล้น"
"TID_CAPBUILD_BARRACKS_HOG_RIDER_INFO","เสียงกู่ร้องดังไม่หยุดหย่อนจากด้านใน สงสัยคนขี่หมูป่าและเครื่องร่อนหมูป่าน่าจะดีใจที่ได้เจอกัน"
"TID_CAPBUILD_BARRACKS_MINION","โรงทหารลูกกระจ๊อก"
"TID_CAPBUILD_BARRACKS_MINION_INFO","ต้องขอบคุณกระบวนการใหม่ ตอนนี้ลูกกระจ๊อกของเรามาเป็นโขยงแล้ว!"
"TID_FIND_BARRACKS","หาโรงทหาร"
"TID_INFO_TEST_DUMMY","หุ่นทดสอบที่ไม่มีวันพังและเสียหาย"
"TID_TEST_DUMMY","หุ่นทดสอบ"
"TID_CAPITAL_ARMY_SAVE_OK","เปลี่ยนกองทัพเมืองหลวงแล้ว"
"TID_CAPITAL_ARMY_SAVE_FAILED","บันทึกกองทัพเมืองหลวงล้มเหลว"
"TID_CAPITAL_ARMY_SAVE_PENDING","โปรดรอสักครู่ กำลังบันทึกกองทัพเมืองหลวง"
"TID_CAPITAL_ARMY_SAVE_INVALID","ไม่สามารถบันทึกกองทัพเมืองหลวงที่ไม่ถูกต้องได้"
"TID_CAPITAL_ARMY_SAVE_FAILED_UNIT_NOT_AVAILABLE","ไม่สามารถใช้กองกำลังที่เลือกบางส่วนในแคลนนี้ได้"
"TID_CAPITAL_ARMY_SAVE_FAILED_SPELL_NOT_AVAILABLE","ไม่สามารถใช้อาคมที่เลือกบางส่วนในแคลนนี้ได้"
"TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_UNITS","มีกองกำลังมากเกินไปสำหรับแคลนนี้"
"TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_SPELLS","มีอาคมมากเกินไปสำหรับแคลนนี้"
"TID_START_RAID_FAILED_NO_RIGHTS","ถามผู้นำ ผู้นำร่วม หรือผู้อาวุโสเพื่อเริ่มการปล้นสะดม!"
"TID_NEXT","ถัดไป"
"TID_RAID_WEEKEND_RESULTS","ผลสุดสัปดาห์ปล้นสะดม!"
"TID_TRAP_ZAPTRAP","กับดักช็อตไฟฟ้า"
"TID_TRAP_ZAPTRAP_INFO","คำบรรยายกับดักช็อตไฟฟ้า"
"TID_TRAP_LOGTRAP","กับดักซุง"
"TID_TRAP_LOGTRAP_INFO","โปรดระวังซุงกลิ้ง"
"TID_CAPBUILD_MULTICANNON","ปืนใหญ่หลายลำกล้อง"
"TID_CAPBUILD_MULTICANNON_INFO","ปืนใหญ่หนึ่งกระบอกแต่มีลำกล้องมากมาย!"
"TID_WATER_2","น้ำ 2x2"
"TID_WATER_3","น้ำ 3x3"
"TID_RAID_WEEKEND_OVER","สุดสัปดาห์ปล้นสะดมสิ้นสุดแล้ว"
"TID_CAPITAL_RAID_SEASON_REWARD","ท่านได้รับเหรียญปล้นสะดม <num> เหรียญจากสุดสัปดาห์ปล้นสะดม"
"TID_RAID_WEEKEND_REWARDED","ท่านได้รับรางวัล"
"TID_RAID_WEEKEND_TOTAL_LOOT","ของปล้นเมืองหลวงทั้งหมด:"
"TID_RAID_WEEKEND_RAIDS_COMPLETED","ปล้นสะดมเสร็จสิ้นแล้ว:"
"TID_RAID_WEEKEND_ENEMY_DISTRICTS_DESTROYED","เขตศัตรูถูกทำลาย:"
"TID_RAID_WEEKEND_TOTAL_ATTACKS","การโจมตีทั้งหมด:"
"TID_RAID_LOG","บันทึกปล้นสะดม"
"TID_RAID_WEEKEND_HISTORY","ประวัติสุดสัปดาห์ปล้นสะดม"
"TID_COSMETIC_ESTATE_2X2_SMALL_HUT","กระต๊อบหลังเล็ก"
"TID_COSMETIC_ESTATE_2X2_SMALL_CABIN","กระท่อมหลังเล็ก"
"TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE","บ้านทรงลาด"
"TID_COSMETIC_ESTATE_3X3_THATCHED_HUT","กระต๊อบมุงหลังคา"
"TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE","บ้านไม้"
"TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN","กระท่อมไม้"
"TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE","บ้านหลังใหญ่"
"TID_COSMETIC_ESTATE_2X2_SMALL_HUT_INFO","บ้านหลังเล็ก ไม่เหมาะสำหรับคนตัวสูง"
"TID_COSMETIC_ESTATE_2X2_SMALL_CABIN_INFO","สำหรับชาวบ้านที่ชอบบ้านง่ายๆ เหลี่ยมๆ"
"TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE_INFO","หลังคาช่วยป้องกันไม่ให้หิมะสะสมได้เป็นอย่างดี แต่การตกแต่งภายในนั้นเป็นไปได้อย่างยากลำบาก"
"TID_COSMETIC_ESTATE_3X3_THATCHED_HUT_INFO","บ้านของคนเถื่อน สร้างลวกๆ แถมติดไฟได้ง่าย"
"TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE_INFO","บ้านที่สร้างอย่างประณีต ออกแบบได้สวยงาม เป็นทั้งที่พักพิงและให้ความสะดวกสบาย"
"TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN_INFO","สำหรับชาวบ้านที่ชอบบ้านง่ายๆ เหลี่ยมๆ แต่อยากได้บ้านที่ใหญ่กว่าเพื่อนบ้าน"
"TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE_INFO","ที่พักขนาดใหญ่ วิวสวย แถมพื้นที่เก็บของเยอะ"
"TID_FLYING_FORTRESS","ป้อมปราการลอยฟ้า"
"TID_FLYING_FORTRESS_INFO","ท่านคิดว่าการติดปีกให้กับปราสาทคงเป็นเรื่องวินาศสันตะโร แต่ไม่ใช่กับป้อมปราการลอยฟ้า ด้วยเครื่องร่อนโครงกระดูกจำนวนมหาศาล เมืองบริวารลอยฟ้านี้ก็พร้อมทิ้งระเบิดลงทัณฑ์ศัตรูให้สิ้น"
"TID_FLYING_FORTRESS_ABILITY_NAME","ทีมโครงกระดูก"
"TID_FLYING_FORTRESS_ABILITY_INFO","ป้องกันตัวเองด้วยเครื่องร่อนโครงกระดูกและปล่อยโครงกระดูกโกรธเกรี้ยว <num2> ตัวเมื่อพ่ายแพ้"
"TID_MOUNTAIN_GOLEM","โกเล็มภูเขา"
"TID_MOUNTAIN_GOLEM_INFO","ภูเขายักษ์ใหญ่ตัวนี้อาจเคลื่อนที่ช้าราวกากน้ำตาลเหนียวหนึบ แต่อย่าได้มองข้ามถุงมือขุดเหมืองของเขา โกเล็มภูเขาฟาดศัตรูด้วยกำลังมหาศาลเยี่ยง... เอ่อ... ภูเขา สมชื่อจริงๆ"
"TID_MOUNTAIN_GOLEM_ABILITY_NAME","ฟาดยับ"
"TID_MOUNTAIN_GOLEM_ABILITY_INFO","ทำลายกำแพงทั้งหมดเพียงแค่สัมผัส"
"TID_SKELETON_GLIDER","เครื่องร่อนโครงกระดูก"
"TID_ATTACK_IN_PROGRESS_WITH_NAME","<name> กำลังโจมตี"
"TID_BONUS_ATTACK_EARNED","ได้รับโบนัสการโจมตึ!"
"TID_NEW_RAID","ปล้นสะดมใหม่"
"TID_NEXT_REPLAY","รีเพลย์ถัดไป"
"TID_NO_CAPITAL_ARMY","เลือกกองทัพเมืองหลวงของท่านก่อนโจมตี"
"TID_INVALID_CAPITAL_ARMY","อัปเดตกองทัพเมืองหลวงของท่านก่อนโจมตี"
"TID_CHALLENGE_NOT_AVAILABLE_RAID_SEASON","ความท้าทายปล้นสะดมฉันมิตรไม่สามารถเล่นได้ระหว่างสุดสัปดาห์ปล้นสะดม"
"TID_TRADER_OFFER_TAB","อัญมณี"
"TID_TRADER_CAPITAL_TAB","เหรียญปล้นสะดม"
"TID_BUILDER_MENU_CAPITAL","เมืองหลวงแคลน"
"TID_ATTACK_NOT_AVAILABLE","ไม่สามารถโจมตีตอนนี้ได้"
"TID_SELF_DONATE_TROOPS","ส่งกองกำลังเสริม"
"TID_TITLE_SELF_DONATE_TROOPS","เพิ่มกองกำลังเสริม"
"TID_TOTAL_COST","ค่าใช้จ่ายทั้งหมด"
"TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE","บ้านของยักษ์"
"TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE_INFO","ผู้มาเยือนสามารถใช้ประตูทางเข้าอันเล็กได้ หากประตูทางเข้าหลักหนักจนเกินไป"
"TID_CRAFTING_RESOURCE_LOCKED","ไปให้ถึง<building>เลเวล <level> เพื่อปลดล็อคการประดิษฐ์โดยใช้ <resource>"
"TID_TROOP_SELF_DONATE_COMPLETED","เพิ่มกองกำลังเสริมแล้ว"
"TID_UPGRADE_CAPITAL_UNIT","อัปเกรด<name>เป็นเลเวล <number>"
"TID_CAPITAL_UNIT_HOME","ปลดล็อคและอัปเกรด<name>"
"TID_TROOP_SELF_DONATE_NO_REINFORCEMENTS","เลือกกองกำลังเสริมที่จะเพิ่ม"
"TID_ATTACKER_GOT","ผู้โจมตีได้รับ:"
"TID_CHALLENGE_NOT_AVAILABLE_NO_ARMY","ไปให้ถึงศาลาว่าการเมืองหลวงเลเวล 2 เพื่อส่งความท้าทายปล้นสะดมฉันมิตร!"
"TID_CANT_SIGN_UP_RAID_NO_ARMY","ไปให้ถึงศาลาว่าการเมืองหลวงเลเวล 2 เพื่อเข้าร่วมสุดสัปดาห์ปล้นสะดม!"
"TID_NOT_ENOUGH_RAID_MEDALS","ท่านมีเหรียญปล้นสะดมไม่พอ หาเพิ่มในสุดสัปดาห์ปล้นสะดมครั้งถัดไป"
"TID_TAB_VIEW_VILLAGE3","เมืองหลวงแคลน"
"TID_PROFILE_ALL_DONATIONS","การสนับสนุนเมืองหลวงทั้งหมด"
"TID_UNLOCK_RUINS","ปลดล็อคซากปรัก:"
"TID_UNLOCK_DISTRICT","ปลดล็อคเขต:"
"TID_UNLOCK_DISTRICT_RUINS","ปลดล็อคเขตและซากปรัก:"
"TID_DEFENDING_TROOPS","กองกำลังป้องกัน:"
