"TID","DE"
"TID_BOOSTER_ALL_HEROES_LOCKED","Du musst einen Helden freischalten, um einen Heldentrank verwenden zu können."
"TID_BB_BATTLE_LOG_ONGOING_ATTACK","Du wirst angegriffen!"
"TID_BUILDING_REQUIRED","<building> benötigt"
"TID_CAN_COPY_ONLY_SAME_BH_TO_YOUR_OWN","Das Layout kann nicht kopiert werden, wenn der Level der Meisterhütte nicht mit deinem eigenen übereinstimmt."
"TID_OBSTACLE_BIRTHDAY2023","Torte zum 11. Jahrestag"
"TID_CHARACTER_APPRENTICE_WARDEN","Wächterlehrling"
"TID_CHARACTER_APPRENTICE_WARDEN_INFO","Der Wächterlehrling ist zwar noch in der Ausbildung, hat aber bereits große Ambitionen. Er unterstützt Truppen mit seiner magischen Aura des Lebens und einer etwas weniger magischen Zwille."
"TID_CHARACTER_SUPER_HOG_RIDER","Superschweinereiter"
"TID_CHARACTER_SUPER_HOG_RIDER_INFO","Dieses gefährliche Paar ist nun ein noch formidableres Team. Schwein und Reiter reiten zusammen in den Kampf, teilen sich dann auf und kämpfen gemeinsam weiter."
"TID_SUPER_HOG_RIDER_ABILITY","Schwein-Reiter-Teilung"
"TID_SUPER_HOG_RIDER_ABILITY_INFO","Wenn der Superschweinereiter besiegt wird, teilen sich der Reiter und sein Schwein in separate Truppen auf."
"TID_CHARACTER_HOGLESS_RIDER","Superreiter"
"TID_CHARACTER_HOGLESS_RIDER_INFO","Ein Reiter ohne Schwein darf nicht unterschätzt werden! Er lässt den Hammer kreisen und greift Gegner im Umfeld an."
"TID_CHARACTER_RIDERLESS_HOG","Superschwein"
"TID_CHARACTER_RIDERLESS_HOG_INFO","Ohne seinen Reiter kann das Schwein über Mauern springen und Abwehranlagen angreifen. War der Reiter etwa ein Klotz am Huf?"
"TID_BOOSTER_PET_POTION","Begleitertrank"
"TID_BOOSTER_PET_POTION_INFO","Glänzendes Fell, strahlender Panzer, schimmernde Federn ... Dieser Trank macht Begleiter durch die Bank gesünder, wodurch sie <time> lang <multiplier>-mal schneller verbessert werden."
"TID_BOOSTER_PET_POTION_ALT_2_LINE","Begleitertrank"
"TID_BOOSTER_PET_POTION_OFFER_INFO","<num>-mal Begleitertrank – Deine Begleiter werden <time> lang <multiplier>-mal schneller verbessert."
"TID_BOOSTER_STAR_POTION","Bauarbeiter-Sterneglas"
"TID_BOOSTER_STAR_POTION_INFO","Zerstörst du dieses zerbrechliche Glas voller Sterne, wird dadurch dein Sternebonus in der Bauarbeiterbasis sofort verfügbar."
"TID_BOOSTER_STAR_POTION_ALT_2_LINE","Bauarbeiter-Sterneglas"
"TID_BOOSTER_STAR_POTION_OFFER_INFO","<num>-mal Bauarbeiter-Sterneglas – Der Sternebonus in der Bauarbeiterbasis wird sofort verfügbar."
"TID_BP_PERK_SAVINGS_PAYOUT_BB","Bauarbeiterbank"
"TID_BP_PERK_SAVINGS_PAYOUT_BB_DESC","Die Bauarbeiterbank füllt sich wie von Zauberhand mit Beute aus Angriffen und Verteidigungen in der Bauarbeiterbasis. Am Ende der Saison wird der Inhalt der Bank in deine Lager gebracht."
"TID_BP_PERK_AUTO_FORGE","Automatikschmiede-Platz"
"TID_BP_PERK_AUTO_FORGE_DESC","Schaltet einen zusätzlichen Platz in der Schmiede frei. Dort wird zur Fertigung kein Bauarbeiter gebraucht und es wird nur die Hälfte an Ressourcen benötigt."
"TID_BP_PERK_AUTO_FORGE_DESC_STARTER","Ein zusätzlicher Platz in der Schmiede. Dort wird zur Fertigung kein Bauarbeiter gebraucht und es wird nur die Hälfte an Ressourcen benötigt."
"TID_BP_PERK_SAVINGS_MULTIPLIER","Saisonbank-Multiplikator"
"TID_BP_PERK_SAVINGS_MULTIPLIER_DESC","Die Saisonbank wird mit dem <num>-fachen an verdienter Beute gefüllt."
"TID_BP_PERK_SAVINGS_MULTIPLIER_BB","Bauarbeiterbank-Multiplikator"
"TID_BP_PERK_SAVINGS_MULTIPLIER_BB_DESC","Die Bauarbeiterbank wird mit dem <num>-fachen an verdienter Beute gefüllt."
"TID_BP_BUILDER_SEASON_BANK_INCREASE","Die Kapazität der Bauarbeiterbank wird wie folgt erhöht:\n<builderGold> Bauarbeitergold\n<builderElixir> Bauarbeiterelixier"
"TID_BP_PERK_MULTIPLIER","<num>-mal\n<perk>"
"TID_BP_SEASON_BANK_MULTIPLIER","Schnellere Füllung"
"TID_AUTO_FORGE_UNLOCKED","Automatikschmiede-Platz freigeschaltet"
"TID_BP_BANK_INFO","Die Inhalte der Bank werden am Ende der Saison in deine Lager übertragen."
"TID_AUTO_FORGE_SLOT_UNLOCKS","Freischaltung mit:"
"TID_CONFIRM_SUPER_TROOP_CANCEL_TITLE","Aktivierung beenden?"
"TID_CONFIRM_SUPER_TROOP_CANCEL_TEXT","Bist du sicher, dass du die Supertruppen-Aktivierung jetzt beenden möchtest? Die übrige Aktivierungszeit wird nicht zurückerstattet."
"TID_CONFIRM_SUPER_TROOP_CANCEL_AND_REMOVE_TROOPS_TEXT","Bist du sicher, dass du die Supertruppen-Aktivierung jetzt beenden möchtest? Jegliche verstärkten Truppen werden aus deiner Armee entfernt und die übrige Aktivierungszeit wird nicht zurückerstattet."
"TID_POPUP_BOOST_PET_SHOP_TITLE","Verbesserung von Begleitern beschleunigen?"
"TID_POPUP_BOOST_PET_SHOP_TEXT","Möchtest du die Verbesserung von Begleitern <time> lang <multiplier>-fach erhöhen?"
"TID_BP_TAB_BANKS","Banken"
"TID_BP_BANK_MULTIPLIER","Multiplikator:"
"TID_CAPITAL_GOLD_STORAGE_FULL_TITLE","Bist du sicher?"
"TID_CAPITAL_GOLD_STORAGE_FULL_TEXT","Das Stadtgoldlager ist voll. Trotzdem angreifen?"
"TID_CAPITAL_GOLD_STORAGE_ALMOST_FULL_TEXT","Das Stadtgoldlager ist fast voll. Trotzdem angreifen?"
"TID_BOOSTER_BB_STAR_BONUS_ALREADY_AVAILABLE","Der Bauarbeiterbasis-Sternebonus ist bereits verfügbar!"
"TID_BOOSTER_USE_BB_STAR_BONUS_BOOSTER_QUESTION_TITLE","Bonus aufladen?"
"TID_BOOSTER_USE_BB_STAR_BONUS_BOOSTER_QUESTION","<booster> nutzen, um den Bauarbeiterbasis-Sternebonus sofort aufzuladen?"
"TID_AUTO_FORGE_SLOTS_ACTIVE","Aktive Plätze: <num>"
"TID_BUTTON_SWAP","Wechseln"
"TID_FEATURES","Eigenschaften"
"TID_AURA_HITPOINTS_INCREASE","TP-Erhöh. durch Aura: <number> %"
"TID_AURA_MAX_HITPOINTS_INCREASE","Max. TP-Erhöh. durch Aura: <number> %"
"TID_DOWNLOADING_SCENERY","Szenerie wird heruntergeladen ..."
"TID_BP_CAP_HOUSING_UNLOCKED","<housingpart> freigeschaltet!"
"TID_BP_REWARD_CATEGORY_CAP_HOUSE","Stadtgebäude-Teile"
"TID_AUTO_FORGE_SLOT_NO_BUILDER","Kein Bauarbeiter"
"TID_AUTO_FORGE_SLOT_DESC","Mit diesem Platz bist du für die Fertigung nicht auf einen Bauarbeiter angewiesen. Außerdem wird nur die Hälfte an Ressourcen benötigt. Wird mit dem Goldpass freigeschaltet."
"TID_SKIN_LEAGUE_CHAMPION","Ligagladiatorin"
"TID_GOBLIN_CHAMPION","Koboldgladiatorin"
"TID_LEAGUE_QUEEN","Ligakönigin"
"TID_LEAGUE_WARDEN","Ligawächter"
"TID_CWL23_SCENERY","Kriegsarena-Szenerie"
"TID_BOOST_PETS","Beschleunigung:"
"TID_GOBLIN_WARDEN","Koboldwächter"
"TID_SCENERY_BOOKS_OF_CLASH","Clash-Bücher-Szenerie"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_TITLE","Einfordern des Gutscheins fehlgeschlagen"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_ALREADY_CLAIMED","Gutschein wurde bereits eingefordert"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_EXPIRED","Gutschein ist abgelaufen"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALID_CODE","Fehlerhafter Gutscheincode. Vergewissere dich, dass du den richtigen Code hast, und versuche es erneut."
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALIDATED","Die Gültigkeit des Gutscheins wurde aufgehoben."
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_UNKNOWN","Es ist etwas schiefgelaufen. Versuche es später erneut."
"TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TITLE","Belohnung erhalten"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TEXT","<message>"
"TID_DECO_GOBLIN_CHEST","Koboldtruhe"
"TID_DECO_GOBLIN_CART","Koboldkarre"
"TID_DECO_GOBLIN_CELLAR","Koboldkeller"
"TID_DECO_GOBLIN_DRAGON_STATUE","Kobold-Drachenstatue"
"TID_DECO_GOBLIN_BARREL","Koboldfass"
"TID_DECO_CWL_HAMMER","Ligahammer"
"TID_DECO_CWL_SHIELD","Ligaschild"
"TID_DECO_RAZER_PROMO","Razer-Dekoration"
"TID_DECO_FLEXING_BARB","Muskelprotz-Barbar"
"TID_CHARACTER_APPRENTICE_WARDEN_INFO_SHORT","Diese Adepten der Zauberei unterstützen deine Armee, wenn der Große Wächter gerade beschäftigt ist."
"TID_CHARACTER_BARCHER","Bargenschütze"
"TID_CHARACTER_INFO_BARCHER","Der Bargenschütze vereint die klare Brutalität der Barbaren mit der brutalen Abgeklärtheit der Bogenschützen. Trotz ihrer ungesunden Erscheinung ist diese Kreatur ein überraschend guter Angreifer."
"TID_CHARACTER_GRAVE_GOLEM","Hexengolem"
"TID_CHARACTER_INFO_GRAVE_GOLEM","Mit der steinharten Robustheit eines Golems und den dunklen Mächten einer Hexe macht diese monströse Mischkreatur gegnerische Verteidigungen dem Erdboden gleich."
"TID_CHARACTER_HOG_WIZARD","Schweinemagier"
"TID_CHARACTER_INFO_HOG_WIZARD","Dieses gefährliche Duo vereint die feurige Zauberei des Magiers mit der stürmischen Mobilität des Schweinereiters. Selbst abgehärtete Gegner fürchten sich vor diesem Team!"
"TID_CHARACTER_LAVALOON","Ballonhund"
"TID_CHARACTER_INFO_LAVALOON","Der Ballonhund vereint die explosive Kraft von Ballonbomben mit der stabilen Rüstung eines Lavahunds und sprengt Basen, sodass nichts als Schutt und Asche übrig bleibt."
"TID_ARROW_TRAP","Speerfalle"
"TID_ARROW_TRAP_INFO","Überrascht eine Gruppe von Einheiten mit einer bestechend großen Menge scharfer Speere."
"TID_GOBLIN_THROWER","Koboldwerfer"
"TID_GOBLIN_THROWER_INFO","Mit dieser von den Kobolden entworfenen Kreation ist ihnen ein ganz großer Wurf gelungen! Sie wirft mit hoher Geschwindigkeit Fässer mit Kobolden auf Angreifer. Die Kobolde werfen dann mit scharfen Speeren auf Gegner. Doch was werfen die Speere?"
"TID_CAPITAL_ENDLESS_HASTE_SPELL","Ewiger Eilzauber"
"TID_CAPITAL_ENDLESS_HASTE_SPELL_INFO","Beschleunige deine Truppen mit diesem Zauber dauerhaft!\n\nDer Zauber erzeugt einen kreisförmigen Bereich. Einheiten, die ihn berühren, werden für den Rest des Kampfs beschleunigt!"
"TID_DISTRICT_GOBLIN_MINES","Koboldminen"
"TID_TENCENT_DOLPHIN_TITLE","检查更新"
"TID_TENCENT_DOLPHIN_CHECK_VERSION","检查最新版本"
"TID_TENCENT_DOLPHIN_DOWNLOADING_70","安装包更新"
"TID_TENCENT_DOLPHIN_DOWNLOADING_71","更新下载配置文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_72","更新下载差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_73","更新下载全量文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_74","更新校验完成文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_75","更新校验本地安装包"
"TID_TENCENT_DOLPHIN_DOWNLOADING_76","更新校验配置文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_77","更新校验差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_78","更新合并差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_79","更新校验全量文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_SIZE","<nowsize>k/<totalsize>k"
"TID_TENCENT_DOLPHIN_SUCCESS","检查更新完成"
"TID_TENCENT_DOLPHIN_ERROR","更新错误<error>"
"TID_TENCENT_DOLPHIN_CONFIRM","检查到新版本，请立即更新下载，大约<totalsize>k"
"TID_TENCENT_DOLPHIN_INSTALLFAIL","安装失败，请重试"
"TID_TENCENT_CDKEY_EXCHANGE","兑换码"
"TID_TENCENT_AGREE","同意"
"TID_TENCENT_DISAGREE","不同意"
"TID_TENCENT_REFUSE","拒绝"
"TID_TENCENT_RETURN","返回"
"TID_TENCENT_EXIT","退出"
"TID_TENCENT_RETRY","重试"
"TID_TENCENT_DOLPHIN_ERROR_0","初始化错误"
"TID_TENCENT_DOLPHIN_ERROR_1","网络错误，请在网络环境正常下重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_2","网络超时，请在网络环境正常下重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_3","磁盘空间不足，请清理磁盘空间后，重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_4","其他系统错误，请重启手机重试。"
"TID_TENCENT_DOLPHIN_ERROR_5","模块其他错误，请重启手机重试。"
"TID_TENCENT_DOLPHIN_ERROR_6","当前版本不支持更新，请去应用商店下载最新版本。"
"TID_TENCENT_DOLPHIN_ERROR_8","当前环境下载安装包异常，请去应用商店下载最新版本。"
"TID_TENCENT_LOGIN_THIRDPARTY","《第三方信息共享清单》"
"TID_CHARACTER_LAVALOON_PUP","Ballonhund-Welpe"
"TID_CHARACTER_INFO_LAVALOON_PUP","Diese kecken grünen Kreaturen sind für den Kampf geboren."
"TID_SCENERY_FUTURE","Zukunftsszenerie"
"TID_RAIL","Schiene"
"TID_CHARACTER_MEGA_SPARKY","Megafunki"
"TID_CHARACTER_INFO_MEGA_SPARKY","Diese furchtlose und scheinbar unaufhaltsame Maschine knipst mit donnernden Elektroschockwellen Verteidigungen das Licht aus. Es gibt kein Entkommen."
"TID_CAPBUILD_BARRACKS_MEGA_SPARKY","Megafunki-Werkstatt"
"TID_CAPBUILD_BARRACKS_MEGA_SPARKY_INFO","Hier werden Glaskugeln mehrmals vom Blitz getroffen, um Megafunkis ins Leben zu rufen. Läuft man nur am Gebäude vorbei, stehen einem schon die Haare zu Berge."
"TID_CAPBUILD_BARRACKS_SUPER_MINER","Supergräber-Kaserne"
"TID_CAPBUILD_BARRACKS_SUPER_MINER_INFO","Ein toller Treffpunkt für Supergräber. Er duftet nach Erde, Staub, Dreck und Schlamm. Auch eine sanfte Ölnote lässt sich ausmachen."
"TID_CAPBUILD_SPELLLAB_LONG_HASTE","Ewiger-Eilzauber-Zauberfabrik"
"TID_CAPBUILD_SPELLLAB_LONG_HASTE_INFO","Braut große Fässer Ewigen Eilzaubers. An diesem Gebäude laufen Dorfbewohner stets schnell vorbei."
"TID_BB_ATTACK_GOLD_STORAGE_FULL_TITLE","Bist du sicher?"
"TID_BB_ATTACK_GOLD_STORAGE_FULL_TEXT","Das Goldlager der Bauarbeiterbasis ist voll. Trotzdem angreifen?"
"TID_BB_ATTACK_GOLD_STORAGE_ALMOST_FULL_TEXT","Das Goldlager der Bauarbeiterbasis ist beinahe voll. Trotzdem angreifen?"
"TID_BB_ATTACK_ELIXIR_STORAGE_FULL_TITLE","Bist du sicher?"
"TID_BB_ATTACK_ELIXIR_STORAGE_FULL_TEXT","Das Elixierlager der Bauarbeiterbasis ist voll. Trotzdem angreifen?"
"TID_BB_ATTACK_ELIXIR_STORAGE_ALMOST_FULL_TEXT","Das Elixierlager der Bauarbeiterbasis ist beinahe voll. Trotzdem angreifen?"
"TID_UPGRADING_SUBTITLE","Verbesserung auf Level <number>"
"TID_EVENT_HUB_ACCESS","Ereignis-Hub"
"TID_EVENT_HUB_ACCESS_INFO","Ereignis-Hub"
"TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE","Vor der Verbesserung ..."
"TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE2","Empfohlene Verbesserungen:"
"TID_UPGRADE_HOME_TH_NOT_RECOMMENDED_INFO","Die Verbesserung deines Rathauses führt dazu, dass du auf stärkere Gegner triffst. Mit der aktuellen Stärke deines Dorfs wird es schwer sein, sie zu besiegen. Denk darüber nach, deine Angriffsstärke zu erhöhen, bevor du dein Rathaus verbesserst."
"TID_UPGRADE_ANYWAY","Weiter"
"TID_TH_RECOMENDATION_INFO","Bevor du Rathaus-Level <level> erreichst, wäre es vielleicht gut, diese Verbesserungen vorzunehmen. So bist du besser vorbereitet!"
"TID_SUPER_TROOP_ACTIVATE","Aktivieren"
"TID_UPGRADING_TOWN_HALL_FIRST","Du musst zuerst dein Rathaus verbessern."
"TID_VISITING","Besucher"
"TID_CAN_COPY_ONLY_SAME_CH_TO_YOUR_OWN","Das Layout kann nicht kopiert werden, wenn der Level des Stadtrathauses nicht mit deinem eigenen übereinstimmt."
"TID_CAN_COPY_ONLY_SAME_DH_TO_YOUR_OWN","Das Layout kann nicht kopiert werden, wenn der Level des Bezirksrathauses nicht mit deinem eigenen übereinstimmt."
"TID_COPY_LAYOUT_FAILED_NOT_IN_CLAN","Das Clanstadt-Layout kann nicht kopiert werden, wenn du nicht Mitglied in einem Clan bist."
"TID_COPY_LAYOUT_FAILED_DISTRICT_MISSING","Der Bezirk für dieses Layout wurde noch nicht freigeschaltet."
"TID_STREAM_SHARED_LAYOUT_CAPITAL","Hat ein <district>-Layout für Level <num> geteilt"
"TID_HALLOWEEN_EVENT_2023_TITLE","Mixmanie"
"TID_HALLOWEEN_EVENT_2023_INFO","Sammle Saures Elixier und hol dir während der Mixmanie Belohnungen. Tausche beim Händler Mixmedaillen gegen noch mehr Belohnungen ein!"
"TID_BUTTON_TRADE","Eintauschen"
"TID_BUTTON_BOOSTS","Schübe"
"TID_BUILDING_CLASHOWEEN_BUILDING","Saures-Elixier-Kessel"
"TID_CLASHOWEEN_BUILDING_INFO","Diese unheilvolle Kreation des sich seltsam verhaltenden Bauarbeiters füllt deine normalen Elixierlager mit Saurem Elixier. Hoffentlich nur eine bestimmte Zeit lang!"
"TID_SOUR_ELIXIR_LOOTED","Saures Elixier:"
"TID_SOUR_ELIXIR","Saures Elixier"
"TID_EVENT_TOKENS","Mixmedaillen"
"TID_TUTORIAL_CLASHOWEEN_EVENT_A1","Psst, hier drüben, Häuptling ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A2","Nichts als Arbeit und kein Vergnügen macht einen Bauarbeiter fast verrückt ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A3","Hast du dich schon einmal gefragt ob ich auch ... Truppen ... bauen kann?"
"TID_TUTORIAL_CLASHOWEEN_EVENT_A4","Lass mich dir meine neueste Kreation zeigen!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_A5","Der Saures-Elixier-Kessel!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_B1","Stellen wir ihn an ein hübsches Örtchen."
"TID_TUTORIAL_CLASHOWEEN_EVENT_B2","Und nun ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_B3","Begiiinnt es!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_C1","Sieh dir mal dieses langweilige alte Elixierlager an ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_C2","ZACK! Saures Elixier! Davon zergeht einem die Z... ähm, das zergeht einem auf der Zunge."
"TID_TUTORIAL_CLASHOWEEN_EVENT_C3","Erbeute wertvolles Saures Elixier aus gegnerischen Dörfern!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_D1","Auch der Kessel produziert Saures Elixier ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_D2","Sammle es immer fein ein. Du wirst lieben, was du damit anstellen kannst ..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_E1","Hier wird das köstliche Saure Elixier gelagert."
"TID_TUTORIAL_CLASHOWEEN_EVENT_E2","Hol dir damit hier ebenso köstliche Belohnungen ab!"
"TID_EVENT_BOOSTS","Ereignisschübe"
"TID_RESEARCHER_MENU_IN_PROGRESS","Laufende Verbesserungen:"
"TID_RESEARCHER_MENU_ALL_UPGRADED","Alle Verbesserungen abgeschlossen"
"TID_RESEARCHER_MENU_SUGGESTION","Vorgeschlagen:"
"TID_RESEARCHER_MENU_EXTRA_SUGGESTION","Weitere Verbesserungen:"
"TID_CAPBUILD_GOBLIN_HUT","Koboldhütte"
"TID_CAPBUILD_GOBLIN_OUTPOST","Kobold-Außenposten"
"TID_CAPBUILD_GOBLIN_HALL","Koboldhalle"
"TID_CAPBUILD_GOBLIN_HUT_INFO","Eine leerstehende Koboldhütte. Vielleicht steht sie zum Verkauf?"
"TID_CAPBUILD_GOBLIN_OUTPOST_INFO","Ein verlassener Kobold-Außenposten. Wo sind denn alle hin?"
"TID_CAPBUILD_GOBLIN_HALL_INFO","Eine unheimlich stille Koboldhalle. Von dem üblichen Goldklimpern und listigen Tuscheleien ist nichts zu hören."
"TID_UPGRADING_WEAPON_FIRST","Du musst zuerst die Waffe verbessern."
"TID_BARCHER_ABILITY_NAME","Wuttarnung"
"TID_BARCHER_ABILITY_HELP","In den ersten 5 Sekunden ist die Kreatur für Abwehranlagen unsichtbar und greift schneller an!"
"TID_LAVALOON_ABILITY_NAME","Explosionsartige Vervielfachung"
"TID_LAVALOON_ABILITY_HELP","Durch die Bombenexplosionen erscheinen Ballonhund-Welpen."
"TID_HOG_WIZARD_ABILITY_NAME","Feuerreiter"
"TID_HOG_WIZARD_ABILITY_HELP","So heiß, dass Gegner in der Nähe Schaden erleiden!"
"TID_WITCH_GOLEM_ABILITY_NAME","Gebeinerscheinung"
"TID_WITCH_GOLEM_ABILITY_HELP","Beschwört alle paar Sekunden eine Skelettarmee. Wird die Truppe besiegt, lässt sie Knochengiganten erscheinen."
"TID_COMPLETION_REWARD","Belohnung für Abschluss"
"TID_CAULDRON_REWARD_INFO1","Dekoration: Saures-Elixier-Kessel"
"TID_CAULDRON_REWARD_INFO2","Wenn das Ereignis endet, erhältst du den Saures-Elixier-Kessel als Dekoration."
"TID_COMPLETION_BONUS_TITLE","Bonuspfad"
"TID_COMPLETION_BONUS_INFO","Sammle während des Ereignisses <soft_currency>, um mehr <hard_currency> zu bekommen!"
"TID_HALLOWEEN_TOKENS_LEFT","Übrige Mixmedaillen: <num>"
"TID_COMPLETION_BONUS_INFO2","Alle Belohnungen eingesammelt!"
"TID_DECO_MINE_CART","Lore"
"TID_DECO_GOBLIN_KING_STATUE","Koboldkönig-Statue"
"TID_HALLOWEEN_END_TOKENS","Deine übrigen Mixmedaillen wurden in <num> Gold umgewandelt."
"TID_HALLOWEEN_END_CAULDRON","Deine Dekoration „Saures-Elixier-Kessel“ wird nun in deinem Dorf gelagert."
"TID_POPUP_HALLOWEEN_EVENT_END_TITLE","Die Mixmanie ist vorbei!"
"TID_HALLOWEEN_INFO_SCREEN_TITLE","Willkommen zur Mixmanie!"
"TID_HALLOWEEN_INFO_SCREEN_ITEM1","Greife Mehrspieler-Basen an, um Saures Elixier zu verdienen."
"TID_HALLOWEEN_INFO_SCREEN_ITEM2","Hol dir Belohnungen wie Clash-o-ween-Truppen und Schübe!"
"TID_HALLOWEEN_INFO_SCREEN_ITEM3","Sammle Mixmedaillen und tausche sie gegen noch mehr Belohnungen ein!"
"TID_REENGAGEMENT_CHALLENGES_1","Es warten einige besondere Herausforderungen auf dich, Häuptling!"
"TID_REENGAGEMENT_CHALLENGES_ALT_1","Hier sind die Herausforderungen, an denen du gearbeitet hast, Häuptling."
"TID_REENGAGEMENT_CHALLENGES_FINISHED_1","Gute Arbeit, Häuptling! Jetzt kannst du deine Reise fortsetzen!"
"TID_GOBLIN_WORKER_BUILDING","Kobauldarbeiter-Hütte"
"TID_HALLOWEEN_EVENT_TITLE","Mixmanie"
"TID_CHARACTER_INFO_SKELETON_GOLEM_WITCH","Diese untote Kreatur ist an sich recht harmlos. Aber sie kämpft nie allein, denn der Hexengolem kann riesige Horden von Skeletten herbeirufen und auf deine Gegner hetzen!"
"TID_PROJECTILE_COUNT","Projektilanzahl: <number>"
"TID_EVENT_END_SOUR_ELIXIR_DEPLETED","Der Fluch des Sauren Elixiers ist vorüber. Du kannst deine Mixmedaillen noch immer beim Händler eintauschen."
"TID_CLASHOWEEN_COMBAT_ITEM_LOCKED","Sammle zum Freischalten mehr Saures Elixier."
"TID_PTE_REWARD_LOCKED_NOT_ENOUGH_POINTS","Du brauchst noch <num> <soft_currency>, um diese Belohnung freizuschalten."
"TID_PTE_PERK_TRAINING_BOOST","Ausbildungsschub"
"TID_PTE_PERK_TRAINING_BOOST_DESC","Für das Ausbilden von Truppen, Brauen von Zaubern und die Konstruktion von Belagerungsmaschinen wird <num> % weniger Zeit als gewöhnlich benötigt. Helden werden <num> % schneller geheilt."
"TID_PTE_PERK_BUILDING_BOOST","Bauarbeiterschub"
"TID_PTE_PERK_BUILDING_BOOST_DESC","Für den Bau und die Verbesserung von Gebäuden werden <num> % weniger Ressourcen und Zeit benötigt und für die Herstellung von Gegenständen in der Schmiede werden <num> % weniger Ressourcen und Zeit benötigt."
"TID_PTE_PERK_RESEARCH_BOOST","Forschungsschub"
"TID_PTE_PERK_RESEARCH_BOOST_DESC","Für Verbesserungen von Truppen, Zaubern, Begleitern und Belagerungsmaschinen werden <num> % weniger Ressourcen und Zeit benötigt."
"TID_HALLOWEEN_STORAGE_CONVERSION_INFO","Der Kessel füllt eines deiner Elixierlager in <time> mit Saurem Elixier."
"TID_NOT_ENOUGH_EVENT_TOKENS","Du hast nicht genug <hard_currency>. Verdiene mehr, indem du <soft_currency> sammelst."
"TID_CHARACTER_SPEAR_GOBLIN","Speerkobold"
"TID_CHARACTER_INFO_SPEAR_GOBLIN","Wer hielt es bloß für eine gute Idee, Kobolden das Werfen mit Speeren beizubringen? Wo kommen all die Speere her? Wie dem auch sei – sie eignen sich perfekt dafür, sowohl Boden- als auch Lufteinheiten zu bekämpfen."
"TID_POPUP_NO_UPGRADE_SLOTS_HEADER","Dein Labor ist beschäftigt!"
"TID_POPUP_NO_UPGRADE_SLOTS_TEXT","Möchtest du die vorherige Verbesserung abschließen und diese neue sofort beginnen?"
"TID_POPUP_GOBLIN_BUILDER_HEADER","Hey, Häuptling!"
"TID_POPUP_GOBLIN_BUILDER_TEXT","Sieht aus, als hätten deine Bauarbeiter alle Hände voll zu tun. Ich kann mich jedoch für dich drum kümmern! Für meine Arbeit brauche ich nur ein paar Juwelen!"
"TID_POPUP_GOBLIN_BUILDER_DISCLAIMER","Für die Arbeit des Kobauldarbeiters werden nach wie vor Ressourcen und Zeit benötigt."
"TID_POPUP_GOBLIN_RESEARCHER_HEADER","Hey, Häuptling!"
"TID_POPUP_GOBLIN_RESEARCHER_TEXT","Dein Labor braut bereits auf Hochtouren. Du kannst die Forschung auch mir überlassen! Für meine Arbeit brauche ich nur ein paar Juwelen!"
"TID_POPUP_GOBLIN_RESEARCHER_DISCLAIMER","Für die Arbeit des Koboldforschers werden nach wie vor Ressourcen und Zeit benötigt."
"TID_DAILYLOGIN_TITLE","Tagesbelohnung!"
"TID_DAILYLOGIN_INFO_TEXT","Melde dich täglich an, um Belohnungen zu sammeln!"
"TID_DAILYLOGIN_BUTTON_CLAIMED","Eingefordert"
"TID_DAILYLOGIN_DAY","Tag <day>"
"TID_DAILYLOGIN_BUTTON_CLAIM","Einfordern"
"TID_DAILYLOGIN_DISABLED_CLOSEBUTTON_TEXT","Fordere zuerst die Belohnung ein!"
"TID_REENGAGEMENT_DAILYCALENDAR_1","Bevor es weitergeht, ist hier noch ein Hinweis."
